,Concept_ID,mrj,sk
74,Funke::N,тылип,iskra
75,Feuer::N,тыл,oheň
76,Licht::N,соты,svetlo
77,Licht::N,валгыды,svetlo
78,Schatten::N,ӹмӹл,tieň
79,Wetter::N,игечӹ,počasie
80,Nebel::N,тӹтӹрӓ,hmla
81,Wolke::N,пӹл,oblak
82,Wolke::N,пӹл,mračno
83,Regen::N,юр,dážď
84,Schnee::N,лым,sneh
85,Eis::N,и,ľad
86,Frost::N,ӱштӹ,mráz
87,Kälte::N,ӱштӹ,zima
88,Kälte::N,ӱштӹ,chlad
89,Hitze::N,шокшы,horúčava
90,Raureif::N,пöрш,srieň
91,Raureif::N,пöрш,inovať
92,Regenbogen::N,шанавӹл,dúha
93,Donner::N,хӹдӹртӹш,hrom
94,Strömung::N,йогы,prúdenie
95,Tropfen::N,капльы,kvapka
96,Tropfen::N,капльык,kvapka
97,Schaum::N,шонг,pena
98,Schmutz::N,лявӹрӓ,špina
99,Schmutz::N,лявӹрӓ,nečistota
100,See::N,йӓр,jazero
101,Sumpf::N,лӱкӹ,bahno
102,Moor::N,куп,močiar
103,Wiese::N,алык,lúka
104,Wald::N,шӹргӹ,les
105,Wald::N,шӹргӹ,hora
106,Hügel::N,пӱгӹрикӓ,vŕšok
107,Anhöhe::N,кӱкшикӓ,výšina
108,Anhöhe::N,кӱкшикӓ,vyvýšenina
109,Berg::N,кырык,hora
110,Gipfel::N,неркӓ,vrchol
111,Höhle::N,ы́раж,jaskyňa
112,Abhang::N,полом,úbočie
113,Quelle::N,вӹдсӹнзӓ,prameň
114,Bach::N,ӓнгӹр,potok
115,Fluss::N,вӹд,rieka
116,Ufer::N,сир,breh
117,Küste::N,сир,pobrežie
118,Festland::N,мӱлӓндӹ,pevnina
119,Meer::N,тангыж,more
120,Bucht::N,вӹдъял,záliv
121,Bucht::N,вӹдъял,zátoka
122,Insel::N,острок,ostrov
123,Blume::N,пеледӹш,kvet
124,Blume::N,пеледӹш,kvetina
125,Gras::N,шуды,tráva
126,Wurzel::N,важ,koreň
127,Baum::N,пушӓнгӹ,strom
128,Stamm::N,пушӓнгӹ тӹнг,kmeň
129,Rinde::N,каргыж,kôra
130,Ast::N,укш,konár
131,Zweig::N,укш,vetva
132,Blatt::N,листӹ,list
133,Birke::N,куги,breza
134,Kiefer[Baum]::N,йӓктӹ,sosna
135,Kiefer[Baum]::N,йӓктӹ,borovica
136,Weide[Baum]::N,уа,vŕba
137,Tanne::N,кож,jedľa
138,Horn::N,шур,roh
139,Feder::N,пын,pero
140,Fell::N,кавашты,koža
141,Fell::N,кавашты,kožušina
142,Flügel::N,шылдыр,krídlo
143,Klaue::N,кӹч,paznecht
144,Kralle::N,лапа,pazúr
145,Schwanz::N,пач,chvost
146,Ei::N,мыны,vajce
147,Ei::N,мыны,vajíčko
148,Nest::N,пӹжӓш,hniezdo
149,Bau::N,ыраж,nora
150,Tier::N,во́льык,zviera
151,Herde::N,кӹтö,stádo
152,Kuh::N,ышкал,krava
153,Bulle::N,ӱшкӱж,býk
154,Pferd::N,имни,kôň
155,Schaf::N,шарык,ovca
156,Schwein::N,сасна,sviňa
157,Hund::N,пи,pes
158,Katze::N,коти,mačka
159,Bär::N,мöскӓ,medveď
160,Eichhörnchen::N,ур,veverička
161,Elch::N,шарды,los
162,Fuchs::N,рӹвӹж,líška
163,Hase::N,морен,zajac
164,Maus::N,каля,myš
165,Wolf::N,пирӹ,vlk
166,Vogel::N,кек,vták
167,Schwarm::N,цуца,roj
168,Huhn::N,цӹвӹ,kurča
169,Huhn::N,цӹвӹ,sliepka
170,Hahn::N,ӓптӓн,kohút
171,Gans::N,комбы,hus
172,Adler::N,кучкыж,orol
173,Ente::N,лыды,kačka
174,Ente::N,лыды,kačica
175,Eule::N,тымана,sova
176,Kranich::N,тырня,žeriav
177,Kranich::N,тыртня,žeriav
178,Krähe::N,лудыгарак,vrana
179,Kuckuck::N,куку,kukučka
180,Schwan::N,йӱксӹ,labuť
181,Fisch::N,кол,ryba
182,Barsch::N,алангы,ostriež
183,Hecht::N,нуж,šťuka
184,Hecht::N,нужгол,šťuka
185,Schlange[Tier]::N,кӹшкы,had
186,Wurm::N,шукш,červ
187,Spinne::N,ӓнгӹремшӹ,pavúk
188,Ameise::N,кыткы,mravec
189,Laus::N,ти,voš
190,Mücke::N,кужнер,komár
191,Mücke::N,кужынер,komár
192,Fliege::N,шӹнгӓ,mucha
193,Schmetterling::N,лӹпӹ,motýľ
194,Beere::N,мöр,bobuľa
195,Apfel::N,олма,jablko
196,Pilz::N,понгы,hríb
197,Zwiebel::N,охыра,cibuľa
198,Saat::N,нӱшмӹ,osivo
199,Saat::N,нӱшмӱ,osivo
200,Korn::N,пӹрцӹ,zrno
201,Heu::N,шуды,seno
202,Schale::N,аваха,šupa
203,Schale::N,аваха,škrupina
204,Schale::N,карлангы,šupa
205,Schale::N,карлангы,škrupina
206,Grube::N,йӓм,jama
207,Falle::N,лӱдӹ,pasca
208,Falle::N,лӱдӹ,klepec
209,Falle::N,лӱдӹш,pasca
210,Falle::N,лӱдӹш,klepec
211,Schlinge::N,онгы,slučka
212,Spur::N,кишӓ,stopa
213,Asche::N,ломых,popol
214,Asche::N,ломпыж,popol
215,Dreck::N,лявӹрӓ,kal
216,Dreck::N,лявӹрӓ,blato
217,Eisen::N,кӹртни,železo
218,Gold::N,шöртни,zlato
219,Gold::N,шöртньӹ,zlato
220,Silber::N,ши,striebro
221,Kohle::N,шӱ,uhlie
222,Glas::N,охоница,sklo
223,Lehm::N,шун,íl
224,Lehm::N,шун,hlina
225,Sand::N,ошма,piesok
226,Mensch::N,эдем,človek
227,Mann::N,пӱэргӹ,muž
228,Mann::N,пӱэргӹ,chlap
229,Frau::N,ӹдӹрӓмӓш,žena
230,Kind::N,ӓзӓ,dieťa
231,Kind::N,шачшы,dieťa
232,Junge::N,рвезӹ,chlapec
233,Junge::N,ӹрвезӹ,chlapec
234,Mädchen::N,ӹдӹрӓш,dievka
235,Familie::N,йиш,rodina
236,Familie::N,семня,rodina
237,Großvater::N,тьоти,dedo
238,Großvater::N,тьоти,starý otec
239,Großmutter::N,папа,babička
240,Großmutter::N,папа,stará mať
241,Eltern::N,ӓтя-ӓвӓ,rodičia
242,Vater::N,ӓтя,otec
243,Mutter::N,ӓвӓ,mať
244,Mutter::N,ӓвӓ,matka
245,Sohn::N,эргӹ,syn
246,Tochter::N,ӹдӹр,dcéra
247,Bruder::N,ӹза,brat
248,Schwester::N,ӓкӓ,sestra
249,Onkel::N,кугуза,ujo
250,Onkel::N,кугуза,strýko
251,Tante::N,куака,teta
252,Tante::N,куака,tetka
253,Ehemann::N,мары,muž
254,Ehemann::N,мары,manžel
255,Ehefrau::N,вӓтӹ,žena
256,Ehefrau::N,вӓтӹ,manželka
257,Freude::N,ӹвӹртӹмӓш,radosť
258,Gelächter::N,ваштылмаш,smiech
259,Glück::N,пиӓл,šťastie
260,Kummer::N,ясы,žiaľ
261,Kummer::N,ясы,zármutok
262,Wunsch::N,охата,prianie
263,Wunsch::N,шанымаш,prianie
264,Lust::N,шӓр,chuť
265,Lust::N,охата,chuť
266,Lust::N,шанымаш,chuť
267,Geist::N,тух,duch
268,Gedanke::N,шанымаш,myšlienka
269,Gedächtnis::N,ӓш,pamäť
270,Verstand::N,ыш,rozum
271,Sinn::N,кын,zmysel
272,Grund::N,вир,dôvod
273,Grund::N,вир,príčina
274,Wahrheit::N,тöр,pravda
275,Gespräch::N,хытырымаш,reč
276,Gespräch::N,хытырымаш,rozhovor
277,Märchen::N,ямак,rozprávka
278,Erzählung::N,шайыштмаш,poviedka
279,Nachricht::N,увертӓрӹмӓш,správa
280,Neuigkeit::N,увер,novinka
281,Name::N,лӹм,meno
282,Rätsel::N,тышты,záhada
283,Rätsel::N,тышты,hádanka
284,Rede::N,шая,reč
285,Rede::N,шамак,reč
286,Sprache::N,йӹлмӹ,reč
287,Sprache::N,йӹлмӹ,jazyk
288,Stimme::N,юк,hlas
289,Wort::N,шамак,slovo
290,Zeichen::N,палӹ,znak
291,Ruf::N,сӹгӹрӹмӓш,volanie
292,Ruf::N,сӹгӹрӹмӓш,zavolanie
293,Lärm::N,юкланымащ,hluk
294,Lärm::N,юкланымащ,hurhaj
295,Laut::N,юк,zvuk
296,Ton::N,юк,tón
297,Ton::N,юк,zvuk
298,Lied::N,мыры,pieseň
299,Ruhe::N,тыр,pokoj
300,Leute::N,эдемвлӓ,ľudia
301,Volk::N,халык,ľud
302,Volk::N,халык,národ
303,Arbeit::N,пӓшӓ,práca
304,Arbeit::N,пӓшӓ,robota
305,Gast::N,хына,hosť
306,Geschenk::N,подарка,dar
307,Spiel::N,мадыш,hra
308,Gesellschaft::N,йӓл,spoločnosť
309,Gesellschaft::N,йӓлвлӓ,spoločnosť
310,Hilfe::N,палшык,pomoc
311,Freund::N,тӓнг,priateľ
312,Kamerad::N,тос,kamarát
313,Angelegenheit::N,дела,vec
314,Angelegenheit::N,дела,záležitosť
315,Angelegenheit::N,йела,vec
316,Angelegenheit::N,йела,záležitosť
317,Angelegenheit::N,йыла,vec
318,Angelegenheit::N,йыла,záležitosť
319,Angelegenheit::N,пӓшӓ,vec
320,Angelegenheit::N,пӓшӓ,záležitosť
321,Anzahl::N,шот,počet
322,Anzahl::N,шот,množstvo
323,Art::N,цӹре,druh
324,Stück::N,лаштык,kus
325,Stück::N,лаштык,kúsok
326,Teil::N,пай,časť
327,Teil::N,часть,časť
328,Hälfte::N,пел,polka
329,Hälfte::N,пел,polovica
330,Kreis::N,тӹртӹш,kruh
331,Kreuz::N,крестӹ,kríž
332,Abstand::N,ло,vzdialenosť
333,Entfernung::N,ло,vzdialenosť
334,Gegend::N,вӓр,kraj
335,Gegend::N,вӓр,krajina
336,Platz::N,вӓр,miesto
337,Ort::N,вӓр,miesto
338,Seite::N,öрдӹж,bok
339,Seite::N,öрдӹж,strana
340,Mitte::N,ло,stred
341,Gegenstand::N,хӓдӹр,predmet
342,Sache::N,хӓдӹр,vec
343,Rand::N,шöр,kraj
344,Rand::N,шöр,okraj
345,Kante::N,шöр,hrana
346,Ecke::N,лык,roh
347,Spitze::N,вуй,hrot
348,Spitze::N,вуй,špička
349,Ende::N,вуй,koniec
350,Ende::N,мычаш,koniec
351,Loch::N,ыраж,diera
352,Winkel::N,лык,kút
353,Muster::N,тӹрлец,vzor
354,Muster::N,тӹрлец,vzorka
355,Größe::N,кӱкшӹц,veľkosť
356,Länge::N,кыт,dĺžka
357,Höhe::N,кӱкшӹц,výška
358,Gewicht::N,нелӹц,váha
359,Menge::N,шот,množstvo
360,Haufen::N,ара,hŕba
361,Reihe::N,ряд,rad
362,Boot::N,пыш,čln
363,Ruder::N,вешлӓ,veslo
364,Schlitten::N,тир,sane
365,Ski::N,ечӹ,lyža
366,Lagerfeuer::N,тыл,táborák
367,Last::N,нелӹц,ťarcha
368,Last::N,нелӹц,bremeno
369,Gang::N,ход,chôdza
370,Schritt::N,ашкыл,krok
371,Norden::N,йыдпелвел,sever
372,Süden::N,кечӹвӓлвел,juh
373,Westen::N,кечӹ шӹцмӹ,západ
374,Osten::N,ирвел,východ
375,Osten::N,кечӹ лӱлтмӹ,východ
376,Holz::N,пушӓнгӹ,drevo
377,Brett::N,ханга,doska
378,Platte::N,плитӓ,doska
379,Platte::N,плитӓ,platňa
380,Stütze::N,цӓрӓк,opora
381,Stange::N,равы,tyč
382,Stange::N,намаш,tyč
383,Stock::N,панды,palica
384,Stab::N,равы,palica
385,Rohr::N,пыч,rúra
386,Haus::N,пöрт,dom
387,Heim::N,пöрт,domov
388,Ofen::N,камака,pec
389,Ofen::N,камака,kachle
390,Fußboden::N,седӹрӓ,dlážka
391,Fußboden::N,седӹрӓ,podlaha
392,Tisch::N,стöл,stôl
393,Stuhl::N,пöкен,stolička
394,Wiege::N,шипкӓ,kolíska
395,Bett::N,койка,lôžko
396,Bett::N,койка,posteľ
397,Bett::N,кравать,lôžko
398,Bett::N,кравать,posteľ
399,Regal::N,полицӓ,regál
400,Regal::N,полицӓ,polica
401,Kiste::N,шӱ́ндӹк,debna
402,Fenster::N,окня,okno
403,Fenster::N,окня,oblok
404,Tür::N,амаса,dvere
405,Tor::N,хапка,vráta
406,Zaun::N,забор,plot
407,Zaun::N,забор,ohrada
408,Dach::N,левӓш,krov
409,Dach::N,левӓш,strecha
410,Leiter::N,ташкалтыш,rebrík
411,Leiter::N,ташкалтыш,rebrina
412,Besen::N,сало,metla
413,Besen::N,салко,metla
414,Spaten::N,кольмы,rýľ
415,Schaufel::N,лоток,lopata
416,Gabel::N,ви́лка,vidlička
417,Löffel::N,савала,lyžica
418,Messer::N,кӹзӹ,nôž
419,Nagel::N,пыда,klinec
420,Netz::N,вӓпш,sieť
421,Haken::N,крӱк,hák
422,Haken::N,крӱк,háčik
423,Haken::N,кагак,hák
424,Haken::N,кагак,háčik
425,Griff::N,кычем,rukoväť
426,Schloss::N,замок,zámka
427,Schloss::N,сыравач,zámka
428,Bild::N,картин,obraz
429,Figur::N,кӓн,figúra
430,Puppe::N,поханя,bábka
431,Puppe::N,поханя,bábika
432,Beutel::N,мешӓк,vrece
433,Beutel::N,мешӓк,vrecko
434,Bündel::N,топ,uzlík
435,Bündel::N,топ,zväzok
436,Bündel::N,пидӹш,uzlík
437,Bündel::N,пидӹш,zväzok
438,Bündel::N,кӹлдӹш,uzlík
439,Bündel::N,кӹлдӹш,zväzok
440,Tasche::N,сумкы,taška
441,Tasche::N,сумкы,kabelka
442,Eimer::N,ведӹрӓ,vedro
443,Deckel::N,комдыш,vrchnák
444,Deckel::N,комдыш,pokrývka
445,Geschirr::N,ӓтӹ,nádoba
446,Sack::N,мешӓк,mech
447,Sack::N,мешӓк,vrece
448,Tasse::N,цӓшкӓ,šálka
449,Topf::N,ми́ска,hrniec
450,Kessel::N,пад,kotol
451,Essen::N,качкыш,jedlo
452,Essen::N,качкыш-йӱш,jedlo
453,Nahrung::N,качкыш,strava
454,Nahrung::N,качкыш,potrava
455,Nahrung::N,качкыш-йӱш,strava
456,Nahrung::N,качкыш-йӱш,potrava
457,Speise::N,няня,jedlo
458,Fleisch::N,пай,mäso
459,Getreide::N,киндӹ,obilie
460,Brei::N,шӹрӓш,kaša
461,Brot::N,сыкыр,chlieb
462,Scheibe::N,ламыт,kotúč
463,Scheibe::N,ламыт,krajec
464,Scheibe::N,лаштык,kotúč
465,Scheibe::N,лаштык,krajec
466,Fett::N,кая,tuk
467,Fett::N,кая,masť
468,Butter::N,ӱ,maslo
469,Öl::N,ӱ,olej
470,Salz::N,санзал,soľ
471,Suppe::N,лем,polievka
472,Honig::N,мӱ,med
473,Milch::N,шӹшер,mlieko
474,Tee::N,чӓй,čaj
475,Leder::N,шарга,koža
476,Leder::N,кавашты,koža
477,Wolle::N,миж,vlna
478,Stoff::N,матер,súkno
479,Stoff::N,матери,súkno
480,Nadel::N,им,ihla
481,Faden::N,шӹртӹ,niť
482,Faden::N,шӹртӹ,vlákno
483,Knopf::N,полдыш,gombík
484,Knoten::N,пӱкшем,uzol
485,Farbe::N,чиӓ,farba
486,Farbe::N,крӓскӓ,farba
487,Kleidung::N,выргем,šaty
488,Kleidung::N,выргем,šatstvo
489,Hemd::N,тыгыр,košeľa
490,Kragen::N,шӱ,golier
491,Ärmel::N,шокш,rukáv
492,Hose::N,ялаш,nohavice
493,Gürtel::N,ӹштӹ,pás
494,Gürtel::N,ӹштӹ,opasok
495,Mütze::N,упш,čiapka
496,Schuh::N,ту́фльы,obuv
497,Schuh::N,ту́фльы,topánka
498,Stiefel::N,кем,čižma
499,Ring::N,шӓргӓш,prsteň
500,Band::N,лемтӓ,stuha
501,Kamm::N,шерге,hrebeň
502,Spiegel::N,тӹгӹр,zrkadlo
503,Riemen::N,прӓжӓ,remeň
504,Schnur::N,кӓндӹра,šnúra
505,Leine::N,керем,vodidlo
506,Decke::N,одеял,deka
507,Decke::N,одеял,prikrývka
508,Kissen::N,кӹпцӹк,poduška
509,Tuch::N,савыц,šatka
510,Handtuch::N,шӹргӹсавыц,uterák
511,Handtuch::N,шӹргӹмсавыц,uterák
512,Kraft::N,ви,moc
513,Stärke::N,ви,sila
514,Gesundheit::N,шу,zdravie
515,Gesundheit::N,шулык,zdravie
516,Krankheit::N,мыж,nemoc
517,Krankheit::N,мыж,choroba
518,Schmerz::N,карштыш,bolesť
519,Wunde::N,шушыр,rana
520,Fieber::N,ӱштӹмыж,horúčka
521,Arznei::N,лекӓрцӹ,liek
522,Brücke::N,кӹвер,most
523,Brunnen::N,вӹдсӹнзӓ,studňa
524,Weide::N,ныр,pastva
525,Pfad::N,ялгорны,chodník
526,Weg::N,корны,cesta
527,Straße::N,корны,hradská
528,Dorf::N,сола,dedina
529,Stadt::N,города,mesto
530,Brief::N,сирмӓш,list
531,Buch::N,книгӓ,kniha
532,Buchstabe::N,буква́,litera
533,Buchstabe::N,буква́,písmeno
534,Zeitung::N,газет,noviny
535,Zeitung::N,кайзет,noviny
536,Leben::N,житя,život
537,Tod::N,смöрт,smrť
538,Grab::N,шӹгер,hrob
539,Grab::N,мыгилӓ,hrob
540,Grab::N,шӹгерлӓ,hrob
541,Kirche::N,церкӹ,kostol
542,Sünde::N,сулык,hriech
543,Gott::N,йымы,boh
544,Arbeiter::N,пӓшӓзӹ,robotník
545,Arbeiter::N,пӓшӓзӹ,pracnovík
546,Chef::N,вуй,šéf
547,Chef::N,вуй,riaditeľ
548,Meister::N,мастар,majster
549,Arzt::N,доктор,lekár
550,Lehrer::N,тымдышы,učiteľ
551,Geld::N,окса,peniaze
552,Geschäft::N,торге́йӹмӓш,obchod
553,Laden::N,лапка,obchod
554,Laden::N,магазин,obchod
555,Preis::N,ӓк,cena
556,Ware::N,товар,tovar
557,Nutzen::N,пайда,osoh
558,Nutzen::N,пайда,úžitok
559,Reichtum::N,перке,bohatstvo
560,Welt::N,сӓндӓлӹк,svet
561,Welt::N,свет,svet
562,Land::N,сӓндӓлӹк,územie
563,Land::N,сӓндӓлӹк,krajina
564,Staat::N,кугижӓншӹ,štát
565,König::N,король,kráľ
566,Macht::N,власть,moc
567,Macht::N,власть,mocnosť
568,Grenze::N,пӹсмӓн,hranica
569,Krieg::N,вырсы,vojna
570,Feind::N,тышман,nepriateľ
571,Gewalt::N,ви,násilie
572,Kampf::N,кредӓлмӓш,boj
573,Bogen[Waffe]::N,янгеж,luk
574,Pfeil::N,пикш,šíp
575,Pfeil::N,пикш,strela
576,Gewehr::N,пичӓл,puška
577,Fehler::N,самынь,omyl
578,Fehler::N,самынь,chyba
579,Lüge::N,шая,lož
580,Schaden::N,вре́дӓ,ujma
581,Schaden::N,вре́дӓ,škoda
582,Unglück::N,пёда,nešťastie
583,Unglück::N,тымаша,nešťastie
584,Schuld::N,вуйнамат,vina
585,Schuld::N,вуйнамат,previnenie
586,Alter::N,иӓш,vek
587,Alter::N,игечӹ,vek
588,Schluss::N,пӹтӓртӹш,záver
589,Schluss::N,пӹтӓртӹш,koniec
590,Zeit::N,веремӓ,čas
591,Tag::N,кечӹ,deň
592,Morgen::N,ир,ráno
593,Morgen::N,ирок,ráno
594,Mittag::N,кечӹвӓл,poludnie
595,Abend::N,вады,večer
596,Nacht::N,йыд,noc
597,Woche::N,ӓрня,týždeň
598,Monat::N,тӹ́лзӹ,mesiac
599,Jahr::N,год,rok
600,Frühling::N,шошым,jar
601,Sommer::N,кӓнгӹж,leto
602,Herbst::N,шӹжӹ,jeseň
603,Winter::N,тел,zima
604,Winter::N,телӹ,zima
605,Januar::N,январ,január
606,Januar::N,январь,január
607,Februar::N,февраль,február
608,März::N,март,marec
609,April::N,апрель,apríl
610,Mai::N,май,máj
611,Juni::N,июнь,jún
612,Juli::N,июль,júl
613,August::N,август,august
614,September::N,сентябрь,september
615,Oktober::N,октябрь,október
616,November::N,ноябрь,november
617,Dezember::N,декавыр,december
618,Montag::N,шачмы,pondelok
619,Dienstag::N,кышкыжмы,utorok
620,Mittwoch::N,вӹрчегӹ,streda
621,Donnerstag::N,изӓрня,štvrtok
622,Freitag::N,когарня,piatok
623,Samstag::N,кукшыгечӹ,sobota
624,Sonntag::N,рушӓрня,nedeľa
625,groß::A,кого,veľký
626,klein::A,изи,malý
627,lang::A,кужы,dlhý
628,kurz::A,кӹтӹк,krátky
629,breit::A,кымда,široký
630,schmal::A,ӓнгӹсӹр,úzky
631,dicht::A,шӹре,hustý
632,dick[Gegenstand]::A,кӹжгӹ,tlstý
633,dünn::A,вӹцкӹж,tenký
634,fein::A,пыльга,jemný
635,fest::A,цаткыды,pevný
636,flach::A,тӓлякӓ,rovný
637,flach::A,тӓлякӓ,plochý
638,glatt::A,ягылгы,hladký
639,hart::A,пингӹдӹ,tvrdý
640,weich::A,пышкыды,mäkký
641,rund::A,тӹртӹш,guľatý
642,rund::A,тӹртӹш,okrúhly
643,spitz::A,кашар,končitý
644,scharf::A,кашар,ostrý
645,stumpf::A,нӹшкӹ,tupý
646,schwer::A,нелӹ,ťažký
647,schön::A,цевер,pekný
648,schön::A,цевер,krásny
649,schön::A,олмыдшы,pekný
650,schön::A,олмыдшы,krásny
651,heiß::A,шокшы,horúci
652,warm::A,шокшы,teplý
653,kalt::A,ӱштӹ,studený
654,kühl::A,юалгы,chladný
655,kühl::A,йонгата,chladný
656,frisch::A,йонгата,svieži
657,feucht::A,ӹлӹкшӹ,vlhký
658,feucht::A,ӹлӹкшӹ,zvlhnutý
659,feucht::A,вӹдӹжгӹ,vlhký
660,feucht::A,вӹдӹжгӹ,zvlhnutý
661,nass::A,начкы,mokrý
662,trocken::A,кукшы,suchý
663,voll::A,темшӹ,plný
664,voll::A,темыман,plný
665,leer::A,йӓрӓ,prázdny
666,offen::A,виш,otvorený
667,geschlossen::A,чӱчмӹ,zavretý
668,geschlossen::A,тӹкӹлӓлтшӹ,zavretý
669,sauber::A,ире,čistý
670,schmutzig::A,шоран,špinavý
671,schmutzig::A,лявӹрӓн,špinavý
672,schmutzig::A,шорангшы,špinavý
673,roh::A,пеле кӱшӹ,surový
674,reif::A,кӱшӹ,zrelý
675,lecker::A,тотан,chutný
676,süß::A,мӱӓн,sladký
677,bitter::A,качы,horký
678,sauer::A,шапы,kyslý
679,hell::A,соты,jasný
680,hell::A,соты,svetlý
681,hell::A,валгыды,jasný
682,hell::A,валгыды,svetlý
683,dunkel::A,пӹц,temný
684,dunkel::A,пӹцкемӹш,temný
685,schwarz::A,шим,čierny
686,weiß::A,ош,biely
687,weiß::A,ошы,biely
688,rot::A,якшаргы,červený
689,gelb::A,сар,žltý
690,gelb::A,сары,žltý
691,blau::A,симсӹ,modrý
692,blau::A,симсӹ,belasý
693,grün::A,ыжар,zelený
694,grau::A,луды,šedý
695,bunt::A,ала,pestrý
696,billig::A,шулдаш,lacný
697,teuer::A,шергӹ,drahý
698,teuer::A,шергӓкӓн,drahý
699,wertvoll::A,ӓкӓн,cenný
700,blind::A,слöпöй,slepý
701,blind::A,сльöпöй,slepý
702,taub::A,тӱтӱк,hluchý
703,kräftig::A,виӓн,silný
704,stark::A,виӓн,silný
705,schwach::A,шава,slabý
706,schwach::A,шава,bezvládny
707,schwach::A,лӹпкӓ,slabý
708,schwach::A,лӹпкӓ,bezvládny
709,schwach::A,слабка,slabý
710,schwach::A,слабка,bezvládny
711,fett::A,таза,tučný
712,schlank::A,яштака,štíhly
713,hübsch::A,сӹлнӹ,šumný
714,hübsch::A,сӹлнӹ,švárny
715,hübsch::A,олмыдшы,šumný
716,hübsch::A,олмыдшы,švárny
717,böse::A,шӹдӓн,zlý
718,dumm::A,окмак,hlúpy
719,faul::A,ялахай,lenivý
720,fleißig::A,пӓшам яратышы,snaživý
721,fleißig::A,пӓшам яратышы,usilovný
722,geizig::A,шык,skupý
723,geizig::A,шык,lakomý
724,klug::A,ышан,múdry
725,klug::A,ышан,bystrý
726,geschickt::A,мастар,zručný
727,geschickt::A,мастар,šikovný
728,lieb::A,тыри,milý
729,lustig::A,мындыр,veselý
730,lustig::A,сусу,veselý
731,sanft::A,йӹвӹжӓ,nežný
732,hungrig::A,шужышы,lačný
733,hungrig::A,шужышы,hladný
734,krank::A,церлӹ,chorý
735,krank::A,церлӹ,nemocný
736,krank::A,хворой,chorý
737,krank::A,хворой,nemocný
738,nackt::A,цӓрӓ,nahý
739,traurig::A,сы́лыкан,smutný
740,traurig::A,кымы́лдымы,smutný
741,lebendig::A,живой,živý
742,gut::A,яжо,dobrý
743,schlecht::A,уда,zlý
744,schlecht::A,худа,zlý
745,richtig::A,вургамла,správny
746,schlimm::A,йӹрнык,zlý
747,schlimm::A,йӹрнык,nepríjemný
748,wahr::A,настоящий,pravý
749,wahr::A,настоящий,pravdivý
750,wahr::A,настояшый,pravý
751,wahr::A,настояшый,pravdivý
752,alt::A,шонгы,starý
753,neu::A,у,nový
754,ehemalig::A,тошты,bývalý
755,alt[Lebewesen]::A,ӹлалшӹ,starý
756,jung::A,нöргӹ,mladý
757,jung::A,молода,mladý
758,arm::A,укеӓн,chudobný
