,Concept_ID,mrj,ady
385,Figur::N,кӓн,
386,Puppe::N,поханя,нысхъа́п
387,Beutel::N,мешӓк,дзыо́
388,Bündel::N,топ,
389,Bündel::N,пидӹш,
390,Bündel::N,кӹлдӹш,
391,Tasche::N,сумкы,ӏэлъмэ́къ
392,Eimer::N,ведӹрӓ,щалъ
393,Deckel::N,комдыш,шъхьэ
394,Geschirr::N,ӓтӹ,хьакъу-шыкъу
395,Sack::N,мешӓк,дзыо́
396,Tasse::N,цӓшкӓ,чашк
397,Topf::N,ми́ска,кастрюль
398,Kessel::N,пад,шыуа́н
399,Essen::N,качкыш,шхэн
400,Essen::N,качкыш-йӱш,шхэн
401,Nahrung::N,качкыш,шхэн
402,Nahrung::N,качкыш-йӱш,шхэн
403,Speise::N,няня,шхыныгъу
404,Fleisch::N,пай,лы
405,Getreide::N,киндӹ,лэжьыгъацэ́
406,Brei::N,шӹрӓш,пӏастэ́
407,Brot::N,сыкыр,хьалыгъу
408,Scheibe::N,ламыт,такъы́р
409,Scheibe::N,лаштык,такъы́р
410,Fett::N,кая,дагъэ́
411,Butter::N,ӱ,тхъу
412,Öl::N,ӱ,тхъу
413,Salz::N,санзал,щыгъу
414,Suppe::N,лем,хьантхъупс
415,Honig::N,мӱ,шъоу́
416,Milch::N,шӹшер,щэ
417,Tee::N,чӓй,щай
418,Leder::N,шарга,кӏы́шъу
419,Leder::N,кавашты,кӏы́шъу
420,Wolle::N,миж,цы
421,Stoff::N,матер,шэкӏы
422,Stoff::N,матери,шэкӏы
423,Nadel::N,им,бгъэ́хаӏу
424,Faden::N,шӹртӹ,ӏуда́н
425,Knopf::N,полдыш,занкӏэу
426,Knoten::N,пӱкшем,зэкъодзапӏэ
427,Farbe::N,чиӓ,краск
428,Farbe::N,крӓскӓ,краск
429,Kleidung::N,выргем,щыгъы́ны
430,Hemd::N,тыгыр,джан
431,Kragen::N,шӱ,пшъапӏ
432,Ärmel::N,шокш,гъуап
433,Hose::N,ялаш,гъончэ́дж
434,Gürtel::N,ӹштӹ,бгыры́пх
435,Mütze::N,упш,паӏо́
436,Schuh::N,ту́фльы,
437,Stiefel::N,кем,щазым
438,Ring::N,шӓргӓш,ӏэлъы́н
439,Band::N,лемтӓ,лент
440,Kamm::N,шерге,мажь
441,Spiegel::N,тӹгӹр,гъундж
442,Riemen::N,прӓжӓ,бгыры́пх
443,Schnur::N,кӓндӹра,кӏапсэ́
444,Leine::N,керем,шъокӏапс
445,Decke::N,одеял,чыхӏэн
446,Kissen::N,кӹпцӹк,шъхьант
447,Tuch::N,савыц,шъхьэтехъу
448,Handtuch::N,шӹргӹсавыц,ӏаплъэкӏ
449,Handtuch::N,шӹргӹмсавыц,ӏаплъэкӏ
450,Kraft::N,ви,къары́у
451,Kraft::N,ви,кӏуачӏэ́
452,Stärke::N,ви,кӏуачӏэ́
453,Gesundheit::N,шу,псауныгъ
454,Gesundheit::N,шулык,псауныгъ
455,Krankheit::N,мыж,узы
456,Schmerz::N,карштыш,узы
457,Wunde::N,шушыр,уӏагъэ́
458,Fieber::N,ӱштӹмыж,техьа́гъу
459,Fieber::N,ӱштӹмыж,жъоку
460,Arznei::N,лекӓрцӹ,ӏэзэ́гъу
461,Brücke::N,кӹвер,лъэмы́д ж
462,Brunnen::N,вӹдсӹнзӓ,псынэ́
463,Weide::N,ныр,хъупӏэ́
464,Pfad::N,ялгорны,лъагъу
465,Weg::N,корны,гъо́гу
466,Straße::N,корны,гъо́гу
467,Dorf::N,сола,къуа́дж
468,Stadt::N,города,къалэ́
469,Brief::N,сирмӓш,тхэн
470,Brief::N,сирмӓш,письмэ
471,Buch::N,книгӓ,тхы́лъ
472,Buchstabe::N,буква́,хьары́ф
473,Zeitung::N,газет,газет
474,Zeitung::N,кайзет,газет
475,Leben::N,житя,гъашӏэ́
476,Tod::N,смöрт,аджал
477,Grab::N,шӹгер,бэны́
478,Grab::N,мыгилӓ,бэны́
479,Grab::N,шӹгерлӓ,бэны́
480,Kirche::N,церкӹ,чылы́с
481,Sünde::N,сулык,гунахь
482,Gott::N,йымы,тхьэ
483,Arbeiter::N,пӓшӓзӹ,рабоч
484,Chef::N,вуй,гъэр
485,Meister::N,мастар,ӏэпыӏа́с
486,Arzt::N,доктор,
487,Lehrer::N,тымдышы,кӏэлэегъа́дж
488,Geld::N,окса,ахъщ
489,Geschäft::N,торге́йӹмӓш,ӏофшӏэн
490,Laden::N,лапка,туча́н
491,Laden::N,магазин,туча́н
492,Preis::N,ӓк,уасэ́
493,Ware::N,товар,хьап-щып
494,Nutzen::N,пайда,чар
495,Nutzen::N,пайда,федэ́
496,Reichtum::N,перке,байныгъ
497,Welt::N,сӓндӓлӹк,дуна́й
498,Welt::N,свет,дуна́й
499,Land::N,сӓндӓлӹк,хэгъэ́́гу
500,Staat::N,кугижӓншӹ,къэралыгъу
501,König::N,король,пачъы́хь
502,Macht::N,власть,шынэгъакзэ́
503,Grenze::N,пӹсмӓн,гъуна́пкъ
504,Krieg::N,вырсы,зао́
505,Feind::N,тышман,пы́и
506,Gewalt::N,ви,егъэзыгъэныгъ
507,Kampf::N,кредӓлмӓш,бэнэныгъ
508,Bogen[Waffe]::N,янгеж,щабз
509,Pfeil::N,пикш,щэбза́щ
510,Gewehr::N,пичӓл,шхонч
511,Fehler::N,самынь,хэукъоныгъ
512,Lüge::N,шая,пцӏы
513,Schaden::N,вре́дӓ,зэра́р
514,Unglück::N,пёда,тхьамыкӏагъу
515,Unglück::N,тымаша,тхьамыкӏагъу
516,Schuld::N,вуйнамат,мысагъэ́
517,Alter::N,иӓш,ныбжь
518,Alter::N,игечӹ,ныбжь
519,Schluss::N,пӹтӓртӹш,кӏэ
520,Zeit::N,веремӓ,уахътэ́
521,Tag::N,кечӹ,мафэ́
522,Morgen::N,ир,пчэды́жь
523,Morgen::N,ирок,пчэды́жь
524,Mittag::N,кечӹвӓл,щэджагьу́
525,Abend::N,вады,пчыхьэ́
526,Nacht::N,йыд,чэщы́
527,Woche::N,ӓрня,тхьамафэ́
528,Monat::N,тӹ́лзӹ,мазэ́
529,Jahr::N,год,илъэ́с
530,Frühling::N,шошым,гъатхэ́
531,Sommer::N,кӓнгӹж,гъэмафэ́
532,Herbst::N,шӹжӹ,бжыхьэ́
533,Winter::N,тел,кӏыма́ф
534,Winter::N,телӹ,кӏыма́ф
535,Januar::N,январ,январь
536,Januar::N,январь,январь
537,Februar::N,февраль,февраль
538,März::N,март,март
539,April::N,апрель,апрель
540,Mai::N,май,май
541,Juni::N,июнь,июнь
542,Juli::N,июль,июль
543,August::N,август,август
544,September::N,сентябрь,сентябрь
545,Oktober::N,октябрь,октябрь
546,November::N,ноябрь,ноябрь
547,Dezember::N,декавыр,декабрь
548,Montag::N,шачмы,блыпэ́
549,Dienstag::N,кышкыжмы,гъубдж
550,Mittwoch::N,вӹрчегӹ,бэрэскэжъый
551,Donnerstag::N,изӓрня,мэфэ́ку
552,Freitag::N,когарня,бэрэскэшху
553,Samstag::N,кукшыгечӹ,шэмбэ́т
554,Sonntag::N,рушӓрня,тхьаума́ф
555,groß::A,кого,ины́
556,klein::A,изи,цӏы́кӏу
557,lang::A,кужы,кӏыхьэ́
558,kurz::A,кӹтӹк,кӏэкӏы́
559,breit::A,кымда,шъуамбгъо́
560,schmal::A,ӓнгӹсӹр,бгъузэ́
561,dicht::A,шӹре,ӏужъу́
562,dick[Gegenstand]::A,кӹжгӹ,ӏужъу́
563,dünn::A,вӹцкӹж,пӏуакӏэ́
564,fein::A,пыльга,пӏуакӏэ́
565,fest::A,цаткыды,пытэ́
566,flach::A,тӓлякӓ,тешъо́
567,glatt::A,ягылгы,зэны́бжь
568,hart::A,пингӹдӹ,пытэ́
569,weich::A,пышкыды,шъабэ́
570,rund::A,тӹртӹш,хъура́й
571,spitz::A,кашар,папцӏэ́
572,scharf::A,кашар,чан
573,stumpf::A,нӹшкӹ,цако́
574,schwer::A,нелӹ,онтэ́гъу
575,schön::A,цевер,дахэ́
576,schön::A,олмыдшы,дахэ́
577,heiß::A,шокшы,жъо́ркъ
578,warm::A,шокшы,фабэ́у
579,kalt::A,ӱштӹ,чъыӏэ́
580,kühl::A,юалгы,чъыӏэтагъ
581,kühl::A,йонгата,чъыӏэтагъ
582,frisch::A,йонгата,чъыӏэтагъ
583,feucht::A,ӹлӹкшӹ,шынагъэ зиӏэ
584,feucht::A,ӹлӹкшӹ,шынэгъакӏэ зиӏэ
585,feucht::A,вӹдӹжгӹ,шынагъэ зиӏэ
586,feucht::A,вӹдӹжгӹ,шынэгъакӏэ зиӏэ
587,nass::A,начкы,цӏынэ́
588,trocken::A,кукшы,гъушъ
589,trocken::A,кукшы,чъэпхъыгъ
590,voll::A,темшӹ,из
591,voll::A,темшӹ,изыбз
592,voll::A,темыман,из
593,voll::A,темыман,изыбз
594,leer::A,йӓрӓ,нэкӏы́
595,offen::A,виш,зэдэхыгъэ
596,geschlossen::A,чӱчмӹ,зэфэшӏыгъ
597,geschlossen::A,тӹкӹлӓлтшӹ,зэфэшӏыгъ
598,sauber::A,ире,къабзэ́
599,schmutzig::A,шоран,шӏо́и
600,schmutzig::A,лявӹрӓн,шӏо́и
601,schmutzig::A,шорангшы,шӏо́и
602,roh::A,пеле кӱшӹ,мыжъо́
603,reif::A,кӱшӹ,чъэпхъыгъ
604,lecker::A,тотан,го́хьы
605,süß::A,мӱӓн,ӏэшӏу
606,bitter::A,качы,дыджы́
607,sauer::A,шапы,хафэ́
608,hell::A,соты,нэфын
609,hell::A,валгыды,нэфын
610,dunkel::A,пӹц,мэзэхэ
611,dunkel::A,пӹцкемӹш,мэзэхэ
612,schwarz::A,шим,шӏуцӏэ
613,weiß::A,ош,фыжьы́
614,weiß::A,ошы,фыжьы́
615,rot::A,якшаргы,плъыжьы́
616,gelb::A,сар,гъожьы́
617,gelb::A,сары,гъожьы́
618,blau::A,симсӹ,шхъуантӏэ
619,grün::A,ыжар,шхъуантӏэ
620,grau::A,луды,шхъо
621,bunt::A,ала,къолэны
622,billig::A,шулдаш,пыут
623,teuer::A,шергӹ,сикӏа́с
624,teuer::A,шергӹ,силъа́пӏ
625,teuer::A,шергӓкӓн,сикӏа́с
626,teuer::A,шергӓкӓн,силъа́пӏ
627,wertvoll::A,ӓкӓн,пкӏэ зиӏ
628,wertvoll::A,ӓкӓн,уасэ́ зыфа́шӏ
629,blind::A,слöпöй,нэшъу́
630,blind::A,сльöпöй,нэшъу́
631,taub::A,тӱтӱк,дэгу
632,kräftig::A,виӓн,лъэ́ш
633,stark::A,виӓн,лъэ́ш
634,schwach::A,шава,хъыбэй
635,schwach::A,лӹпкӓ,хъыбэй
636,schwach::A,слабка,хъыбэй
637,fett::A,таза,пщэры́
638,schlank::A,яштака,ищыгъэ
639,hübsch::A,сӹлнӹ,дахэ́
640,hübsch::A,олмыдшы,дахэ́
641,böse::A,шӹдӓн,ябгэ
642,dumm::A,окмак,делэ
643,faul::A,ялахай,шъхьахы́нэ
644,fleißig::A,пӓшам яратышы,егугъурэ
645,geizig::A,шык,тхьацэ
