,Concept_ID,mrj,ady
1236,rufen::V,ӱжӓш,джэн
1237,prahlen::V,хайзаш,узыщытхъужьы́н
1238,prahlen::V,шаргаланаш,узыщытхъужьы́н
1239,übersetzen::V,вашташ,бгъэкӏотэн
1240,denken::V,машанаш,егупшысэ́н
1241,glauben::V,ӹнянӓш,уивыхъэ́ телъы́н
1242,bemerken::V,цаклаш,гу лъыптэ́н
1243,erkennen::V,пӓлӓш,зэхэпхын
1244,erkennen::V,пӓлӓш,зэбгъэшӏэн
1245,begreifen::V,ынгылаш,гурыӏо́н
1246,verstehen::V,ынгылаш,зэхэхын
1247,lernen::V,тыменяш,еджэ́н
1248,wissen::V,пӓлӓш,шӏэн
1249,sich erinnern an::V,ышештӓрӓш,къэшӏэжьын
1250,vergessen::V,монден кодаш,пщыгъупшэжьы́н
1251,messen::V,висӓш,шын
1252,zählen::V,шотаяш,плъытэ́н
1253,rechnen::V,шотаяш,плъытэ́н
1254,rechnen::V,шотаяш,угугъэ́н
1255,lesen::V,лыдаш,еджэ́н
1256,malen::V,рисуяш,шӏын
1257,zeichnen::V,ыдырка́лаш,шӏын
1258,schreiben::V,вазаш,тхын
1259,besitzen::V,кы́чаш,иӏэн
1260,kaufen::V,нӓлӓш,щэфы́н
1261,verkaufen::V,выжалаш,щэн
1262,bezahlen::V,тӱлӓш,птын
1263,bezahlen::V,тӱлӓш,лъыптын
1264,bezahlen::V,тӱлӓш,птыжьы́н
1265,zahlen::V,тӱлӓш,птын
1266,zahlen::V,тӱлӓш,лъыптын
1267,beherrschen::V,кы́чаш,иунаеу иӏэн
1268,ertragen::V,цӹтӓш,щэчы́н
1269,Linie::N,,хъахъ
1270,Linie::N,,итхъа́гъ
1271,Strich::N,,хъахъ
1272,Strich::N,,итхъагъ
1273,jetzt::ADV,,джы
1274,hinzufügen::V,,хэгъэхъо́н
