,Concept_ID,uk,kv
695,dorthin::ADV,туди,сэтчин
696,geradeaus::ADV,прямо,веськыта
697,vorwärts::ADV,вперед,одзӧ
698,rückwärts::ADV,назад,бӧр
699,zurück::ADV,назад,бӧр
700,unten::ADV,внизу,увтын
701,hinab::ADV,вниз,увтас
702,oben::ADV,вгорі,вевдӧрас
703,hinauf::ADV,вгору,вывлань
704,hinauf::ADV,вгору,вывланьӧ
705,überall::ADV,скрізь,быдлан
706,nicht::ADV,не,ог
707,ein wenig::ADV,трохи,-ышт
708,ein wenig::ADV,трохи,невна
709,ein wenig::ADV,небагато,-ышт
710,ein wenig::ADV,небагато,невна
711,kaum::ADV,ледве,ӧдва
712,sehr::ADV,дуже,вывтi
713,so::ADV,так,сiдз
714,noch::ADV,ще,эшӧ
715,nur::ADV,лише,только
716,nur::ADV,тільки,только
717,schon::ADV,вже,ни
718,wieder::ADV,знову,бӧра
719,vergebens::ADV,дарма,весись
720,vor::PRP,перед,одзас
721,hinter::PRP,ззаду,бӧрӧ
722,hinter::PRP,позаду,бӧрӧ
723,unter::PRP,під,увтын
724,durch::PRP,крізь,пыр
725,neben::PRP,біля,бокам
726,neben::PRP,біля,боксиным
727,zwischen::PRP,між,коласас
728,wegen::PRP,з-за,понда
729,wegen::PRP,через,понда
730,dies::PRN,це,эта
731,das::PRN,то,сiя
732,alles::PRN,все,быдӧс
733,ich::PRN,я,ме
734,du::PRN,ти,тэ
735,er::PRN,він,сiя
736,wir::PRN,ми,мийӧ
737,ihr::PRN,ви,ті
738,sie::PRN,вони,нія
739,was::FPRN,що,мый
740,wer::FPRN,хто,кин
741,wo::FADV,де,кытӧн
742,wohin::FADV,куди,кытчӧ
743,wie::FADV,як,дзик
744,warum::FADV,чому,мыля
745,warum::FADV,чому,мыйсянь
746,wieviel::FNUM,скільки,мымда
747,eins::NUM,один,ӧт
748,zwei::NUM,два,кык
749,drei::NUM,три,куим
750,vier::NUM,чотири,нёль
751,fünf::NUM,п’ять,вит
752,sechs::NUM,шість,квать
753,sieben::NUM,сім,сизим
754,acht::NUM,вісім,кыкьямыс
755,neun::NUM,дев’ять,ӧкмыс
756,zehn::NUM,десять,дас
757,elf::NUM,одинадцять,дасотік
758,zwölf::NUM,дванадцять,даскык
759,zwanzig::NUM,двадцять,кыкдас
760,dreißig::NUM,тридцять,куимдас
761,vierzig::NUM,сорок,нёльдас
762,fünfzig::NUM,п’ятдесят,витдас
763,sechzig::NUM,шістдесят,кватьдас
764,siebzig::NUM,сімдесят,сизимдас
765,achtzig::NUM,вісімдесят,кыкьямысдас
766,neunzig::NUM,дев’яносто,ӧкмысдас
767,hundert::NUM,сто,сто
768,tausend::NUM,тисяча,тысяча
769,und::CNJ,і,и
770,und::CNJ,і,да
771,oder::CNJ,або,или
772,stehen::V,стояти,сулавны
773,sitzen::V,сидіти,пукавны
774,liegen::V,лежати,куйлыны
775,hängen::V,висіти,ӧшавны
776,werden::V,стати,лоны
777,werden::V,робитися,лоны
778,passieren::V,трапитися,аркмыны
779,beginnen::V,початися,петны
780,enden::V,кінчитися,-сь
781,enden::V,кінчитися,бырны
782,wechseln::V,мінятися,вежсьыны
783,aufgehen[Sonne]::V,зійти,петавны
784,untergehen[Sonne]::V,зайти,пуксьыны
785,scheinen[Sonne]::V,світити,югьявны
786,donnern::V,гриміти,гымавны
787,wehen::V,віяти,пӧлявны
788,strömen::V,литися,киссьыны
789,fließen::V,текти,визывтны
790,sich drehen::V,обертатися,бергавны
791,schwanken::V,коливатися,кӧвьясьны
792,schwingen::V,хитатися,дюттясьны
793,schwingen::V,гойдатися,дюттясьны
794,fallen::V,падати,усьны
795,brennen::V,горіти,сотчыны
796,rauchen::V,диміти,тшынасьны
797,regnen::V,дощити,зэрны
798,gefrieren::V,змерзнути,гегдыны
799,tauen::V,танути,сывны
800,schmelzen::V,плавитися,сывны
801,trocknen::V,сохнути,косьмыны
802,sieden::V,кипіти,пизьны
803,faulen::V,гнити,нёльзьыны
804,verfaulen::V,згнити,тӧрмыны
805,verfaulen::V,згнити,сiсьмыны
806,reißen::V,рватися,косясьны
807,versinken::V,тонути,вӧйны
808,vergehen::V,проходити,мунны
809,erscheinen::V,з’явитися,мыччисьны
