,Concept_ID,cs,lbe
171,Hase::N,zajíc,бюрх
172,Maus::N,myš,кӏулу
173,Wolf::N,vlk,барцӏ
174,Vogel::N,pták,лелуххи
175,Schwarm::N,roj,гьухъала
176,Schwarm::N,hejno,гьухъала
177,Huhn::N,kuře,аьнакӏи
178,Huhn::N,slepice,аьнакӏи
179,Hahn::N,kohout,ажари
180,Gans::N,husa,къаз
181,Adler::N,orel,барзу
182,Ente::N,kachna,урдак
183,Eule::N,sova,ису
184,Eule::N,sova,ччиккумяв
185,Kranich::N,jeřáb,кьурукь
186,Krähe::N,vrána,хъатӏу
187,Kuckuck::N,kukačka,ччикку
188,Schwan::N,labuť,урттил къаз
189,Fisch::N,ryba,чавахъ
190,Barsch::N,okoun,
191,Hecht::N,štika,
192,Schlange[Tier]::N,had,шатта
193,Wurm::N,červ,кьюнукьай шатта
194,Spinne::N,pavouk,ххялцу
195,Ameise::N,mravenec,митӏикьукьу
196,Laus::N,veš,
197,Mücke::N,komár,мичӏак
198,Fliege::N,moucha,зимиз
199,Schmetterling::N,motýl,чӏимучӏали
200,Beere::N,bobule,хӏаллил ахъулсса
201,Apfel::N,jablko,гьивч
202,Pilz::N,houba,ттуккул иис
203,Zwiebel::N,cibule,лаччул чсмусул бакӏ
204,Saat::N,osivo,гьанна
205,Korn::N,zrno,къама
206,Heu::N,seno,ххулув
207,Schale::N,slupka,ккиртту
208,Schale::N,skořápka,ккиртту
209,Grube::N,jáma,кӏаланг
210,Falle::N,past,къатӏа
211,Falle::N,léčka,къатӏа
212,Schlinge::N,smyčka,хӏатӏ
213,Spur::N,stopa,ша
214,Asche::N,popel,лах
215,Dreck::N,špína,кьяркьи
216,Dreck::N,špína,венп
217,Eisen::N,železo,мах
218,Gold::N,zlato,муси
219,Silber::N,stříbro,арцу
220,Kohle::N,uhlí,кӏалаш
221,Kohle::N,uhlí,хъуручӏ
222,Glas::N,sklo,пюрун
223,Lehm::N,jíl,сина аьрщи
224,Lehm::N,hlína,сина аьрщи
225,Sand::N,písek,къун
226,Mensch::N,člověk,инсан
227,Mann::N,muž,чув
228,Mann::N,muž,адимина
229,Frau::N,žena,щарсса
230,Frau::N,žena,хъамитайпа
231,Kind::N,dítě,чӏиви оьрчӏ
232,Junge::N,hoch,оьрчӏ
233,Junge::N,hoch,бурхьин оьрчӏ
234,Junge::N,chlapec,оьрчӏ
235,Junge::N,chlapec,бурхьин оьрчӏ
236,Mädchen::N,děvče,душ
237,Familie::N,rodina,кулпат
238,Großvater::N,děd,ттатта
239,Großvater::N,děd,ниттил ппу
240,Großvater::N,dědeček,ттатта
241,Großvater::N,dědeček,ниттил ппу
242,Großmutter::N,babička,буттал нину
243,Eltern::N,rodiče,нину-ппу
244,Vater::N,otec,ппу
245,Mutter::N,matka,нину
246,Sohn::N,syn,арс
247,Tochter::N,dcera,душ
248,Bruder::N,bratr,уссу
249,Schwester::N,sestra,ссу
250,Onkel::N,strýc,буттауссу
251,Tante::N,teta,буттал ссу
252,Ehemann::N,choť,лас
253,Ehemann::N,manžel,лас
254,Ehefrau::N,choť,щар
255,Ehefrau::N,choť,щарсса
256,Ehefrau::N,manželka,щар
257,Ehefrau::N,manželka,щарсса
258,Freude::N,radost,шадшиву
259,Freude::N,radost,ххаришиву
260,Gelächter::N,smích,хъяхъаву
261,Glück::N,štěstí,талихӏ
262,Kummer::N,žal,дард
263,Kummer::N,trápení,дард
264,Wunsch::N,přání,мурад
265,Lust::N,chuť,гьавас
266,Lust::N,chuť,ччаву
267,Geist::N,duch,рухӏ
268,Gedanke::N,myšlenka,пикри
269,Gedächtnis::N,paměť,дакӏний личӏаву
270,Verstand::N,rozum,аькьлу
271,Sinn::N,smysl,мяъна
272,Grund::N,důvod,багьана
273,Wahrheit::N,pravda,тӏайламур
274,Wahrheit::N,pravda,хӏакьмур
275,Gespräch::N,rozhovor,ихтилат
276,Märchen::N,pohádka,магьа
277,Erzählung::N,povídka,хавар
278,Nachricht::N,zpráva,хавар
279,Neuigkeit::N,novina,хавар
280,Neuigkeit::N,novinka,хавар
281,Name::N,jméno,цӏа
282,Rätsel::N,hádanka,ссигьа
283,Rede::N,řeč,гъалгъа
284,Rede::N,proslov,гъалгъа
285,Sprache::N,řeč,маз
286,Sprache::N,jazyk,маз
287,Stimme::N,hlas,чӏу
288,Stimme::N,hlas,чӏукӏа
289,Wort::N,slovo,махъ
290,Zeichen::N,znamení,лишан
291,Ruf::N,zavolání,
292,Lärm::N,hluk,чӏу
293,Laut::N,zvuk,чӏу
294,Ton::N,tón,чӏу
295,Lied::N,píseň,балай
296,Ruhe::N,klid,дигьалагру
297,Ruhe::N,pokoj,дигьалагру
298,Leute::N,lidé,инсантал
299,Volk::N,národ,ил
300,Volk::N,národ,халкь
301,Arbeit::N,práce,заву
302,Gast::N,host,хъамаличу
303,Geschenk::N,dar,бухчакарши
304,Geschenk::N,dar,лажинккакку
305,Spiel::N,hra,тӏуркӏу
306,Gesellschaft::N,společnost,жямат
307,Gesellschaft::N,společnost,ккуран
308,Hilfe::N,pomoc,кумаг
309,Freund::N,přítel,дус
310,Kamerad::N,kamarád,хӏаласу
311,Angelegenheit::N,záležitost,иш
312,Anzahl::N,počet,аьдад
313,Art::N,druh,жинс
314,Stück::N,kus,касак
315,Stück::N,kousek,касак
316,Teil::N,díl,бутӏа
317,Teil::N,část,бутӏа
318,Hälfte::N,půl,дачӏи
319,Kreis::N,kruh,кюрщан
320,Kreuz::N,kříž,ххач
321,Linie::N,linka,щва
322,Strich::N,čára,щва
323,Strich::N,čárka,щва
324,Abstand::N,vzdálenost,манзил
325,Entfernung::N,vzdálenost,манзил
326,Gegend::N,krajina,кӏану
327,Platz::N,prostor,
328,Ort::N,místo,кӏану
329,Seite::N,strana,чул
330,Seite::N,strana,чулухалу
331,Mitte::N,střed,дя
332,Mitte::N,prostředek,дя
333,Gegenstand::N,předmět,зат
334,Sache::N,věc,зат
335,Rand::N,kraj,зума
336,Rand::N,okraj,зума
337,Kante::N,hrana,
338,Ecke::N,roh,мурцӏу
339,Spitze::N,hrot,мицӏ
340,Spitze::N,špička,мицӏ
341,Ende::N,konec,зума
342,Loch::N,díra,ккутӏ
343,Winkel::N,kout,мурцӏу
344,Muster::N,vzor,накьич
345,Größe::N,velikost,
346,Länge::N,délka,лахъишиву
347,Höhe::N,výška,лахъшиву
348,Gewicht::N,váha,дуццин
349,Gewicht::N,váha,кӏушиву
350,Menge::N,množství,
351,Haufen::N,kupa,бакӏу
352,Haufen::N,hromada,бакӏу
353,Reihe::N,řada,кьюкьа
354,Reihe::N,řádek,кьюкьа
355,Boot::N,člun,луткка
356,Ruder::N,veslo,весло
357,Ruder::N,veslo,чӏатӏа
358,Schlitten::N,sáně,чана
359,Schlitten::N,sáně,санкка
360,Ski::N,lyže,лижарду
361,Lagerfeuer::N,táborák,къавтӏн
362,Last::N,náklad,гьиву
363,Last::N,břemeno,гьиву
364,Gang::N,chůze,нанаву
365,Gang::N,chodba,нанаву
366,Schritt::N,krok,ша
367,Norden::N,sever,ухссав
368,Norden::N,sever,ухссавнил чулухалу
369,Süden::N,jih,кьилва
370,Westen::N,západ,баргълагавал
371,Westen::N,západ,баргълагавал чул
372,Osten::N,východ,баргъбуккай чулухалу
373,Holz::N,dřevo,тӏама
374,Brett::N,prkno,тахта
375,Platte::N,deska,гъуни
376,Stütze::N,opěra,гьалакӏу
377,Stange::N,tyč,къазихъ
378,Stange::N,tyčka,къазихъ
379,Stock::N,hůlka,ттархь
380,Stab::N,hůl,ччантӏакъу
381,Rohr::N,trubka,бургъу
382,Haus::N,dům,къатта
383,Heim::N,domov,къатта
384,Ofen::N,kamna,пач
385,Fußboden::N,podlaha,чӏанкъатта
386,Tisch::N,stůl,усттул
387,Stuhl::N,židle,кӏану
388,Wiege::N,kolébka,оьрчӏал кӏану
389,Bett::N,postel,тах
390,Regal::N,regál,чӏаму
391,Regal::N,police,чӏаму
392,Kiste::N,bedna,яшикӏ
393,Kiste::N,bedna,къурши
394,Fenster::N,okno,чӏавахьулу
395,Tür::N,dveře,нуз
396,Tür::N,dveře,нузкьун
397,Tor::N,vrata,къапу
398,Tor::N,vrata,дарваза
399,Zaun::N,plot,дайгьузанну
400,Dach::N,střecha,магъи
401,Dach::N,střecha,цӏиялу
402,Leiter::N,žebřík,чуртту
403,Besen::N,koště,чӏатлу
404,Besen::N,smeták,чӏатлу
405,Spaten::N,rýč,бил
406,Schaufel::N,lopata,чӏатӏа
407,Gabel::N,vidlička,гьиссилу
408,Löffel::N,lžíce,къуса
409,Messer::N,nůž,чӏила
410,Nagel::N,hřebík,мяр
411,Netz::N,síť,къери
412,Haken::N,hák,къича
413,Griff::N,držadlo,куяму
414,Schloss::N,zámek,кьункьула
415,Bild::N,obraz,сурат
416,Figur::N,figura,
417,Puppe::N,panenka,ссихьу
418,Beutel::N,pytlík,чантай
419,Bündel::N,svazek,гьи
420,Bündel::N,svazek,къар
421,Tasche::N,taška,
422,Tasche::N,brašna,
423,Eimer::N,kýbl,бадра
424,Eimer::N,vědro,бадра
425,Deckel::N,víko,къапаза
426,Deckel::N,příklop,къапаза
427,Geschirr::N,nádobí,пюрунчӏул
428,Geschirr::N,nádobí,тӏахӏникӏичӏу
429,Sack::N,pytel,къап
430,Sack::N,pytel,дарваг
431,Tasse::N,šálek,пижан
432,Tasse::N,šálek,пинжан
433,Tasse::N,šálek,инкираччатӏи
434,Tasse::N,šálek,цинцилттал бушкъап
435,Topf::N,hrnec,кӏункӏур
436,Kessel::N,kotel,чаг
437,Kessel::N,kotel,кӏункӏур
438,Essen::N,jídlo,дукия
439,Essen::N,jídlo,дукин
440,Nahrung::N,strava,дукра
441,Nahrung::N,potrava,дукра
442,Speise::N,jídlo,дукра
443,Fleisch::N,maso,дикӏ
444,Getreide::N,obilí,къама
445,Brei::N,kaše,ккурч
446,Brot::N,chléb,ччатӏ
447,Scheibe::N,krajíc,парча
448,Fett::N,tuk,аьгъушиву
449,Fett::N,omastek,аьгъушиву
450,Butter::N,máslo,нагь
451,Butter::N,máslo,лагаву
452,Öl::N,olej,
453,Salz::N,sůl,цӏву
454,Suppe::N,polévka,накь
455,Honig::N,med,ницӏ
456,Milch::N,mléko,накӏ
457,Tee::N,čaj,чяй
458,Leder::N,kůže,бурчу
459,Wolle::N,vlna,ппал
460,Stoff::N,látka,янна
461,Nadel::N,jehla,ххалаххи
462,Faden::N,nit,ххал
463,Knopf::N,knoflík,банд
464,Knoten::N,uzel,къурхъ
465,Farbe::N,barva,сир
466,Kleidung::N,šaty,янна
467,Kleidung::N,šaty,лаххия
468,Kleidung::N,šatstvo,янна
469,Kleidung::N,šatstvo,лаххия
470,Hemd::N,košile,гьухъа
471,Kragen::N,límec,дарвач
472,Ärmel::N,rukáv,кахха
473,Hose::N,kalhoty,хӏажак
474,Gürtel::N,pás,мухӏлу
475,Gürtel::N,opasek,мухӏлу
476,Mütze::N,čepice,кьяпа
477,Schuh::N,bota,
478,Stiefel::N,holínka,чакма
479,Ring::N,prsten,кӏисса
480,Band::N,pásek,линт
481,Kamm::N,hřeben,ттарал
482,Spiegel::N,zrcadlo,дагьани
483,Riemen::N,řemen,эн
484,Schnur::N,šňůra,хьхьа
485,Leine::N,vodítko,
486,Decke::N,pokrývka,виргъан
487,Decke::N,přikrývka,виргъан
488,Kissen::N,polštář,кӏаралу
489,Tuch::N,šátek,карщи
490,Handtuch::N,ručník,калихьу
491,Handtuch::N,ručník,лажинлихьу
492,Kraft::N,síla,эллаж
493,Stärke::N,síla,гуж
494,Gesundheit::N,zdraví,цӏуллу-сагъшиву
495,Krankheit::N,nemoc,къашайшиву
496,Krankheit::N,choroba,къашайшиву
497,Schmerz::N,bolest,къюву
498,Wunde::N,rána,щаву
499,Fieber::N,horečka,кӏиришиву
500,Arznei::N,lék,дару
501,Brücke::N,most,ламу
502,Brunnen::N,studna,къуй
503,Weide::N,pastva,бизантту
504,Weide::N,pastvina,бизантту
505,Pfad::N,pěšina,жегъир ххуллу
506,Weg::N,cesta,ххуллу
507,Straße::N,silnice,ххуллу
508,Dorf::N,vesnice,щар
509,Dorf::N,vesnice,шяравалу
510,Stadt::N,město,шагьру
511,Brief::N,dopis,чагъар
512,Buch::N,kniha,лу
513,Buchstabe::N,písmeno,хӏарп
514,Zeitung::N,noviny,кказит
515,Leben::N,život,оьрму
516,Tod::N,smrt,ажал
517,Tod::N,smrt,бивкӏу
518,Tod::N,smrt,ивчӏаву
519,Grab::N,hrob,гьав
520,Kirche::N,kostel,килиса
521,Sünde::N,hřích,бунагъ
522,Gott::N,bůh,зал
523,Arbeiter::N,dělník,зузала
524,Arbeiter::N,pracovník,зузала
525,Chef::N,šéf,ялувма
526,Chef::N,vedoucí,ялувма
527,Meister::N,mistr,усттар
528,Arzt::N,lékař,хӏакин
529,Lehrer::N,učitel,учитель
530,Geld::N,peníze,арцу
531,Geschäft::N,obchod,даву
532,Laden::N,krám,ттучан
533,Preis::N,cena,багъа
534,Ware::N,zboží,хъус
535,Nutzen::N,užitek,хайр
536,Nutzen::N,užitek,мюнпат
537,Reichtum::N,bohatství,давлат
538,Reichtum::N,bohatství,аваданшиву
539,Welt::N,svět,дуниял
540,Land::N,země,билаят
541,Staat::N,stát,паччахӏлугъ
542,König::N,král,
543,Macht::N,moc,власть
544,Macht::N,mocnost,власть
545,Grenze::N,hranice,дазу
546,Krieg::N,válka,дяъви
547,Feind::N,nepřítel,душман
548,Gewalt::N,násilí,къия
549,Kampf::N,boj,лачӏуи уккаву
550,Bogen[Waffe]::N,luk,ккуртта
551,Pfeil::N,šíp,чӏатӏаракӏ
552,Gewehr::N,puška,ттупанг
553,Gewehr::N,ručnice,ттупанг
554,Fehler::N,chyba,гъалатӏ
555,Lüge::N,lež,щялмахъ
556,Schaden::N,škoda,зарал
557,Unglück::N,neštěstí,бала
558,Schuld::N,vina,тахсир
559,Alter::N,věk,оьрму
560,Schluss::N,konec,ахир
561,Zeit::N,čas,чӏун
562,Tag::N,den,кьини
563,Morgen::N,ráno,кӏюрх
564,Morgen::N,jitro,кӏюрх
565,Mittag::N,poledne,ахттайн
566,Mittag::N,poledne,дяахттайн
567,Mittag::N,poledne,ахттайн чӏун
568,Abend::N,večer,маркӏачӏан
569,Nacht::N,noc,хьхьу
570,Woche::N,týden,нюжмар
571,Monat::N,měsíc,барз
572,Jahr::N,rok,шин
573,Frühling::N,jaro,инт
574,Sommer::N,léto,гъи
575,Herbst::N,podzim,ссут
576,Winter::N,zima,кӏи
577,Januar::N,leden,цалчинмур барз
578,Februar::N,únor,кӏилчинмур барз
579,März::N,březen,шамилчинмур барз
580,April::N,duben,апрель
581,April::N,duben,мукьилчинмур барз
582,Mai::N,květen,май
583,Mai::N,květen,ххюлчинмур барз
584,Juni::N,červen,июнь
585,Juni::N,červen,ряххилчинмур барз
586,Juli::N,červenec,июль
587,Juli::N,červenec,Арулчинмур барз
588,August::N,srpen,мяйлчинмур барз
589,September::N,září,урчӏилчинмур барз
590,Oktober::N,říjen,ацӏилчинмур барз
591,November::N,listopad,ацӏния цалчинмур барз
592,Dezember::N,prosinec,ацӏния кӏилчинмур барз
593,Montag::N,pondělí,итин
594,Montag::N,pondělí,итин кьини
595,Montag::N,pondělek,итин
596,Montag::N,pondělek,итин кьини
597,Dienstag::N,úterý,тталат
598,Dienstag::N,úterý,тталат кьини
599,Mittwoch::N,středa,арвахӏ
600,Donnerstag::N,čtvrtek,хамис
601,Freitag::N,pátek,нюжмар
602,Freitag::N,pátek,нюжмар кьини
603,Samstag::N,sobota,ххуллун
604,Samstag::N,sobota,ххуллун кьини
605,Sonntag::N,neděle,алхӏат
606,Sonntag::N,neděle,алхӏат кьини
607,groß::A,velký,бугъарасса
608,klein::A,malý,чӏивисса
609,lang::A,dlouhý,лахъисса
610,kurz::A,krátký,кутӏасса
611,breit::A,široký,уттасса
612,schmal::A,úzký,уттакӏюласса
613,dicht::A,hustý,ццунсса
614,dick[Gegenstand]::A,tlustý,ганзсса
615,dünn::A,tenký,кӏюласса
616,fein::A,jemný,
617,fest::A,pevný,цӏакьсса
618,fest::A,pevný,кьянкьасса
619,flach::A,plochý,баягъисса
620,flach::A,plochý,цӏубакъасса
621,flach::A,plochý,куртӏ дакъасса
622,flach::A,placatý,баягъисса
623,flach::A,placatý,цӏубакъасса
624,flach::A,placatý,куртӏ дакъасса
625,glatt::A,hladký,дюрчӏусса
626,hart::A,tvrdý,кьянкьасса
627,weich::A,měkký,кӏукӏлусса
628,rund::A,kulatý,ккурккисса
629,rund::A,okrouhlý,ккурккисса
630,spitz::A,špičatý,ярксса
631,spitz::A,špičatý,дайлсса
632,spitz::A,špičatý,мицӏ бусса
633,scharf::A,ostrý,ярксса
634,scharf::A,ostrý,дайлсса
635,scharf::A,ostrý,мицӏ бусса
636,stumpf::A,tupý,къуркъасса
637,schwer::A,těžký,кӏусса
638,schön::A,pěkný,аьнтӏикӏасса
639,schön::A,krásný,аьнтӏикӏасса
640,heiß::A,horký,кӏирисса
641,warm::A,teplý,гъелисса
642,kalt::A,studený,дяркъусса
643,kühl::A,chladný,дюхлулсса
644,frisch::A,svěží,цӏусса
645,feucht::A,vlhký,атилсса
646,feucht::A,vlhký,хъавтусса
647,nass::A,mokrý,атилсса
648,nass::A,mokrý,хъавтусса
649,trocken::A,suchý,кьавкьсса
650,trocken::A,suchý,кьакьан бувсса
651,voll::A,plný,бувцӏусса
652,leer::A,prázdný,бачӏвасса
653,offen::A,otevřený,тӏивтӏусса
654,geschlossen::A,zavřený,лавкьусса
655,sauber::A,čistý,марцӏсса
656,schmutzig::A,špinavý,чапалсса
657,roh::A,syrový,шакъавхьсса
658,reif::A,zralý,дирсса
659,lecker::A,chutný,нахӏусса
660,lecker::A,chutný,тӏааьнсса
661,süß::A,sladký,нацӏусса
662,bitter::A,hořký,кьурчӏисса
663,sauer::A,kyselý,туршсса
664,hell::A,světlý,чаннасса
665,dunkel::A,temný,цӏансса
666,schwarz::A,černý,лухӏисса
667,weiß::A,bílý,кӏяласса
668,rot::A,rudý,ятӏулсса
669,rot::A,červený,ятӏулсса
670,gelb::A,žlutý,хъахъисса
671,blau::A,modrý,някӏсса
672,grün::A,zelený,щюлисса
673,grau::A,šedý,оьрусса
674,grau::A,šedivý,оьрусса
675,bunt::A,pestrý,оьрчӏикӏурисса
676,billig::A,levný,кьювкьусса
677,billig::A,laciný,кьювкьусса
678,teuer::A,drahý,ххирасса
679,wertvoll::A,cenný,багьасса
680,blind::A,slepý,мурчӏисса
681,taub::A,hluchý,къюкӏсса
682,kräftig::A,silný,гужсса
683,stark::A,silný,кьянкьасса
684,schwach::A,slabý,заэвсса
685,fett::A,tučný,бучсса
686,fett::A,tlustý,бучсса
687,schlank::A,štíhlý,бювхъусса
688,hübsch::A,hezký,янусса
689,böse::A,zlý,оьсса
690,dumm::A,hloupý,ахӏмакьсса
691,faul::A,líný,танмалсса
692,faul::A,líný,курчӏилсса
693,fleißig::A,pilný,хӏарачат бусса
694,geizig::A,lakomý,янттарцӏансса
695,klug::A,chytrý,аькьлу бусса
696,geschickt::A,šikovný,паргалсса
697,lieb::A,milý,аьзизсса
698,lustig::A,veselý,тяхъасса
699,sanft::A,mírný,иминсса
700,hungrig::A,hladový,ккашилсса
701,krank::A,nemocný,къашавайсса
702,nackt::A,nahý,кӏачӏасса
703,traurig::A,smutný,пашмансса
704,traurig::A,truchlivý,пашмансса
705,lebendig::A,živý,уттавасса
706,gut::A,dobrý,ххуйсса
707,schlecht::A,špatný,оьккисса
708,richtig::A,pravý,саргъунсса
709,richtig::A,správný,саргъунсса
710,schlimm::A,zlý,оьккисса
711,wahr::A,pravdivý,хӏакьсса
712,alt::A,starý,кугьнасса
713,neu::A,nový,цӏусса
714,ehemalig::A,bývalý,хъхъичӏвасса
715,alt[Lebewesen]::A,starý,агьилсса
716,jung::A,mladý,чӏавасса
717,jung::A,mladý,жагьилсса
718,arm::A,chudý,мискинсса
719,reich::A,bohatý,авадансса
720,bekannt::A,známý,дусъсса
721,berühmt::A,slavný,машгьурсса
722,fremd::A,cizí,чил
723,verschieden::A,různý,личӏи-личӏисса
724,verschieden::A,rozličný,личӏи-личӏисса
725,nah::A,blízký,гъансса
726,fern::A,daleký,архсса
727,linker::A,levý,кияхсса
728,linker::A,levý,кюччахсса
729,rechter::A,pravý,урчӏахсса
730,anderer::A,jiný,цамур
731,erster::A,první,цалчинмур
732,erster::A,první,цалчиннсса
733,zweiter::A,druhý,кӏилчиимур
734,dritter::A,třetí,шамулчинмур
735,letzter::A,poslední,махъва-махъмур
736,allein::ADV,sám,ялгъузну
737,auf einmal::ADV,najednou,
738,zusammen::ADV,spolu,цачӏу
739,zusammen::ADV,spolu,архӏал
740,zusammen::ADV,dohromady,цачӏу
741,zusammen::ADV,dohromady,архӏал
742,lange::ADV,dlouho,батӏи къабуклай
743,lange::ADV,dlouho,хъунмасса хӏаллай
744,plötzlich::ADV,vtom,цакуну
745,plötzlich::ADV,náhle,цакуну
746,sofort::ADV,hned,мугьлат бакъа
747,sofort::ADV,ihned,мугьлат бакъа
748,später::ADV,později,махъ
749,jetzt::ADV,teď,утти
750,jetzt::ADV,teď,цӏана
751,jetzt::ADV,nyní,утти
752,jetzt::ADV,nyní,цӏана
753,heute::ADV,dnes,хӏакьину
754,heute::ADV,dneska,хӏакьину
755,morgen::ADV,zítra,гьуит
756,morgen::ADV,zítra,гьунттий
757,bald::ADV,brzo,
