,Concept_ID,mrj,ru
755,zwischen::PRP,лош,между
756,zwischen::PRP,лошкы,между
757,wegen::PRP,мычыц,из-за
758,dies::PRN,тидӹ,это
759,dies::PRN,ти,это
760,das::PRN,тидӹ,то
761,das::PRN,ти,то
762,alles::PRN,цилӓ,все
763,ich::PRN,мый,я
764,du::PRN,тӹнь,ты
765,er::PRN,тӹдӹ,он
766,wir::PRN,мӓ,мы
767,ihr::PRN,вӓ,вы
768,sie::PRN,нӹнӹ,они
769,was::FPRN,ма,что
770,wer::FPRN,кӱ,кто
771,wo::FADV,кышан,где
772,wo::FADV,кыштакен,где
