,Concept_ID,kk,kv
95,Schaum::N,көбік,быг
96,Schmutz::N,кір,нять
97,See::N,көл,ты
98,Sumpf::N,саз,арай
99,Moor::N,саз,нюр
100,Wiese::N,шалғын,видз
101,Wald::N,орман,вӧр
102,Hügel::N,төбе,мыльк
103,Hügel::N,белес,мыльк
104,Hügel::N,белес-белес,мыльк
105,Anhöhe::N,дөң,вывтас
106,Anhöhe::N,дөң,вылынін
107,Anhöhe::N,адыр,вывтас
108,Anhöhe::N,адыр,вылынін
109,Anhöhe::N,қырат,вывтас
110,Anhöhe::N,қырат,вылынін
111,Berg::N,тау,керӧс
112,Gipfel::N,төбе,йыв
113,Höhle::N,үңгір,нора
114,Abhang::N,бауыр,покат
115,Quelle::N,қайнар,больган
116,Bach::N,жылға,шор
117,Fluss::N,өзен,ю
118,Ufer::N,жиек,берег
119,Küste::N,жиегі,берег
120,Küste::N,жағалау,берег
121,Festland::N,құрылық,му
122,Meer::N,теңіз,море
123,Bucht::N,шығанақ,курья
124,Insel::N,арал,
125,Blume::N,гүл,цветок
126,Gras::N,от,турун
127,Wurzel::N,түбір,вуж
128,Baum::N,ағаш,пу
129,Baum::N,дарақ,пу
130,Stamm::N,сояу,мыр
131,Stamm::N,сояу,кер
132,Stamm::N,оқпан,мыр
133,Stamm::N,оқпан,кер
134,Rinde::N,қабық,кач
135,Ast::N,бұтақ,ув
136,Zweig::N,шыбық,ув
137,Blatt::N,жапырақ,лист
138,Birke::N,қайың,кыдз
139,Kiefer[Baum]::N,қарағай,пожум
140,Weide[Baum]::N,тал,бадь
141,Tanne::N,шырша,кӧз
142,Horn::N,мүйіз,сюр
143,Feder::N,қаламұш,гӧн
144,Fell::N,тері,кучик
145,Flügel::N,қанат,борд
146,Klaue::N,тырнақ,гыж
147,Kralle::N,аяқ,кабыр
148,Schwanz::N,құйрық,бӧж
149,Ei::N,жұмыртқа,кольть
150,Nest::N,ұя,поз
151,Bau::N,жатақ,осьта
152,Bau::N,жатақ,нора
153,Tier::N,айуан,зверь
154,Tier::N,жануар,зверь
155,Herde::N,пада,гурт
156,Kuh::N,сиыр,мӧс
157,Bulle::N,өгіз,ӧшка
158,Pferd::N,жылқы,вӧв
159,Schaf::N,қой,баля
160,Schwein::N,шошқа,порсь
161,Hund::N,ит,пон
162,Katze::N,мысық,кань
163,Bär::N,аю,ош
164,Eichhörnchen::N,тиін,ур
165,Elch::N,бұғы,вӧр мӧс
166,Fuchs::N,түлкі,руч
167,Hase::N,қоян,кӧч
168,Maus::N,қаптесер,шыр
169,Wolf::N,бөрі,кӧин
170,Wolf::N,қасқыр,кӧин
171,Vogel::N,құс,кай
172,Schwarm::N,топ,стая
173,Schwarm::N,топ,чукӧр
174,Schwarm::N,үйір,стая
175,Schwarm::N,үйір,чукӧр
176,Huhn::N,тауық,курӧг
177,Huhn::N,мекиен,курӧг
178,Hahn::N,әтеш,петух
179,Hahn::N,әтеш,ай курӧг
180,Hahn::N,қораз,петух
181,Hahn::N,қораз,ай курӧг
182,Gans::N,қаз,дзодзог
183,Adler::N,бүркіт,куч
184,Adler::N,бүркіт,кутш
185,Ente::N,үйрек,утка
186,Eule::N,жапалақ,тупка
187,Kranich::N,тырна,тури
188,Krähe::N,қарға,рака
189,Kuckuck::N,көкек,кӧк
190,Schwan::N,аққу,юсь
191,Fisch::N,балық,чери
192,Barsch::N,алабұға,ёкыш
193,Hecht::N,шортан,сирпинь
194,Schlange[Tier]::N,жылан,змей
195,Wurm::N,шұбалшаң,номыр
196,Spinne::N,өрмекші,черань
197,Ameise::N,қүмырска,кӧдзывкар
198,Laus::N,бит,ляпа той
199,Mücke::N,маса,ном
200,Fliege::N,шыбын,гут
201,Schmetterling::N,көбелек,бабыв
202,Beere::N,жидек,ягӧд
203,Apfel::N,алма,яблоко
204,Pilz::N,қозықұйрық,тшак
205,Pilz::N,саңыраукулақ,тшак
206,Zwiebel::N,жуа,грез
207,Saat::N,тұқым,кӧдзыс
208,Korn::N,дән,сю
209,Heu::N,шөп,турун
210,Schale::N,қабық,кыш
211,Schale::N,қабық,киль
212,Schale::N,қабығы,кыш
213,Schale::N,қабығы,киль
214,Grube::N,ор,яма
215,Falle::N,дұзақ,нальк
216,Falle::N,дұзақ,кляпча
217,Falle::N,қақпан,нальк
218,Falle::N,қақпан,кляпча
219,Schlinge::N,ілмек,лӧч
220,Spur::N,із,туй
221,Asche::N,күл,пӧим
222,Dreck::N,былғаныш,нять
223,Eisen::N,темір,кӧрт
224,Gold::N,алтын,зарни
225,Silber::N,күміс,язісь
226,Kohle::N,көмір,шом
227,Kohle::N,көмір,уголь
228,Glas::N,шыны,стекло
229,Lehm::N,балшық,сёй
230,Sand::N,құм,лыа
231,Mensch::N,адам,морт
232,Mann::N,еркек,мужик
233,Mann::N,ер адам,мужик
234,Frau::N,бике,инька
235,Frau::N,қатын,инька
236,Kind::N,бала,кага
237,Kind::N,перзент,кага
238,Junge::N,бала,зонка
239,Junge::N,ер бала,зонка
240,Mädchen::N,қыз,нывкаок
241,Familie::N,жанұя,семья
242,Großvater::N,ата,дед
243,Großmutter::N,әже,баб
244,Großmutter::N,әжей,баб
245,Eltern::N,ата-аналар,ай-мам
246,Vater::N,әке,ай
247,Mutter::N,ана,мам
248,Sohn::N,ұл,зон
249,Tochter::N,қызым,ныв
250,Bruder::N,бауырым,вон
251,Schwester::N,әпке,сой
252,Onkel::N,көке,дядь
253,Tante::N,тәте,айӧлӧн сой
254,Tante::N,тәте,ичинь
255,Ehemann::N,ер,жӧник
256,Ehefrau::N,зайып,инь
257,Freude::N,қуаныш,гаж
258,Freude::N,қуаныш,радъялӧм
259,Freude::N,сүйініш,гаж
260,Freude::N,сүйініш,радъялӧм
261,Freude::N,шат-думан,гаж
262,Freude::N,шат-думан,радъялӧм
263,Freude::N,қуаныштылық,гаж
264,Freude::N,қуаныштылық,радъялӧм
265,Gelächter::N,күлу,сералӧм
266,Glück::N,бақыт,мичлун
267,Glück::N,бақыттылық,мичлун
268,Kummer::N,аза,шог
269,Kummer::N,қайғы,шог
270,Kummer::N,қасырет,шог
271,Wunsch::N,мүдде,мӧдӧм
272,Wunsch::N,мүдде,охотитӧм
273,Lust::N,тәбет,охота
274,Lust::N,ынтызар,охота
275,Lust::N,құштарлық,охота
276,Geist::N,рух,лов
277,Gedanke::N,ой,дума
278,Gedächtnis::N,ес,тӧдвыв
279,Gedächtnis::N,жады,тӧдвыв
280,Gedächtnis::N,ақыл-ес,тӧдвыв
281,Verstand::N,ақыл,вежӧр
282,Verstand::N,парасат,вежӧр
283,Sinn::N,мән,ылӧс
284,Sinn::N,маныз,ылӧс
285,Sinn::N,мағына,ылӧс
286,Sinn::N,мән-мағына,ылӧс
287,Grund::N,себеп,мог
288,Wahrheit::N,рас,правда
289,Gespräch::N,әңгіме,сёрни
290,Märchen::N,ертеп,сказка
291,Märchen::N,ертек,сказка
292,Erzählung::N,әңгіме,висьт
293,Nachricht::N,хабар,юӧр
294,Nachricht::N,хабар,висьталӧм
295,Neuigkeit::N,жаңалық,новость
296,Name::N,ат,ним
297,Name::N,атау,ним
298,Rätsel::N,жұмбақ,загадка
299,Rede::N,сөз,сёрни
300,Sprache::N,тіл,кыв
301,Stimme::N,үн,голос
302,Stimme::N,әуен,голос
303,Stimme::N,дауыс,голос
304,Wort::N,сөз,кыв
305,Zeichen::N,ишара,пас
306,Ruf::N,айғай,чуксӧм
307,Ruf::N,айғай,чукӧстӧм
308,Lärm::N,айғай-шу,шум
309,Lärm::N,айғай-ұйғай,шум
310,Laut::N,дыбыс,шы
311,Laut::N,дауыс,шы
312,Ton::N,әуен,гор
313,Lied::N,ән,сьыланкыв
314,Lied::N,жыр,сьыланкыв
315,Lied::N,ән-жыр,сьыланкыв
316,Ruhe::N,тыныштық,спокой
317,Leute::N,кісілер,йӧз
318,Volk::N,халық,йӧз
319,Volk::N,халық,народ
320,Arbeit::N,еңбек,удж
321,Gast::N,қонақ,гӧсь
322,Gast::N,мейман,гӧсь
323,Geschenk::N,қадия,гӧснеч
324,Geschenk::N,қадия,подарок
325,Spiel::N,ойын,орсӧм
326,Gesellschaft::N,қауым,компания
327,Gesellschaft::N,жұртшылық,компания
328,Hilfe::N,жэрдем,отсӧт
329,Freund::N,дос,модз
330,Freund::N,дос,дружок
331,Kamerad::N,дос-жар,тӧдса
332,Angelegenheit::N,жұмыс,дело
333,Anzahl::N,сан,лыд
334,Anzahl::N,саны,лыд
335,Art::N,түр,пӧлӧс
336,Stück::N,тілім,тор
337,Teil::N,үлес,юкӧм
338,Teil::N,бөлшек,юкӧм
339,Hälfte::N,жарты,джын
340,Kreis::N,шеңбер,круг
341,Kreuz::N,крест,перна
342,Linie::N,сызық,визь
343,Strich::N,сызық,кырӧв
344,Abstand::N,ара,колас
345,Abstand::N,аралық,колас
346,Entfernung::N,аралық,ылына
347,Gegend::N,өңір,места
348,Platz::N,орны,места
349,Ort::N,орын,места
350,Seite::N,жақ,ладор
351,Seite::N,бүйір,ладор
352,Mitte::N,ортасы,шӧр
353,Gegenstand::N,зат,тор
354,Gegenstand::N,нәрсе,тор
355,Sache::N,бұйым,тор
356,Rand::N,шет,дор
357,Rand::N,шеті,дор
358,Kante::N,қыр,ордлы
359,Kante::N,қыры,ордлы
360,Ecke::N,қыры,пельӧс
361,Ecke::N,бұрыш,пельӧс
362,Spitze::N,ұшы,йыв
363,Ende::N,аяқ,йыв
364,Ende::N,соңы,йыв
365,Loch::N,тесік,осьта
366,Winkel::N,мүйіс,пельӧс
367,Muster::N,мәнер,сер
368,Größe::N,ауқым,ыжда
369,Größe::N,көлемдік,ыжда
370,Länge::N,бой,кузя
371,Länge::N,ұзындық,кузя
372,Höhe::N,жоғарылық,сувда
373,Höhe::N,жоғарылық,вылына
374,Höhe::N,биіктік,сувда
375,Höhe::N,биіктік,вылына
376,Gewicht::N,салмақ,сьӧкта
377,Menge::N,мөлшер,
378,Haufen::N,үйме,куча
379,Haufen::N,үйінді,куча
380,Reihe::N,сап,лёдз
381,Boot::N,қайық,пыж
382,Ruder::N,ескек,пелыс
383,Schlitten::N,шана,додь
384,Ski::N,шаңғы,лямпа
385,Lagerfeuer::N,алау,бипур
386,Last::N,ауырлық,тягота
387,Last::N,ауыр зат,тягота
388,Gang::N,жүріс,мунӧм
389,Schritt::N,адым,вожмӧв
390,Norden::N,солтүстік,ой
391,Norden::N,терістік,ой
392,Süden::N,оңтүстік,лун
393,Westen::N,батыс,рытвыв
394,Osten::N,күншығыс,асыв
395,Holz::N,ағаш,пу
396,Holz::N,сүрек,пу
397,Brett::N,тақта,пӧв
398,Platte::N,тақта,плита
399,Stütze::N,тіреу,пика
400,Stange::N,қада,зор
401,Stange::N,қада,потш
402,Stock::N,сойыл,бедь
403,Stab::N,сырық,шест
404,Rohr::N,құбыр,труба
405,Haus::N,үй,керку
406,Heim::N,үйлі,керку
407,Heim::N,шаңырақ,керку
408,Ofen::N,ошақ,пӧжавны
409,Ofen::N,пеш,пӧжавны
410,Fußboden::N,еден,джодж
411,Tisch::N,үстел,пызан
412,Stuhl::N,орындық,стул
413,Wiege::N,бесік,зыбка
414,Bett::N,кереует,кровать
415,Regal::N,сөре,джадж
416,Kiste::N,жәшік,ящик
417,Fenster::N,терезе,ӧшын
418,Tür::N,есік,ыбӧс
419,Tor::N,дарбаза,ворота
420,Zaun::N,дуал,забор
421,Dach::N,шатыр,крыша
422,Leiter::N,саты,лиснич
423,Leiter::N,басқыш,лиснич
424,Besen::N,сыпырғыш,рос
425,Spaten::N,күрек,зыр
426,Schaufel::N,қалақ,зыр
427,Gabel::N,аша,вила
428,Gabel::N,шанышқы,вила
429,Löffel::N,қасық,пань
430,Messer::N,пышақ,пурт
431,Nagel::N,мық,кӧрттув
432,Nagel::N,шеге,кӧрттув
433,Netz::N,керегекөз,кыйӧт
434,Haken::N,ілмек,ем
435,Griff::N,сап,пу
436,Griff::N,тұтқа,пу
437,Schloss::N,құлып,замок
438,Schloss::N,бекіткіш,замок
439,Bild::N,сурет,картина
440,Figur::N,тұлға,мыгӧр
441,Puppe::N,қуыршақ,акань
442,Beutel::N,қапшық,мешӧк
443,Bündel::N,байлам,нин
444,Tasche::N,дорба,сумка
445,Eimer::N,шелек,ведра
446,Deckel::N,жапқыш,вевт
447,Geschirr::N,ыдыс,доз
448,Geschirr::N,ыдыс,бекӧрпань
449,Sack::N,қап,мешӧк
450,Tasse::N,шыныаяқ,бекӧр
451,Topf::N,кәстрөл,кастрюля
452,Kessel::N,қазан,пӧрт
453,Essen::N,ас,сёйӧм
454,Nahrung::N,ас,вердан
455,Nahrung::N,тамақ,вердан
456,Speise::N,тағам,сёян
457,Fleisch::N,ет,яй
458,Getreide::N,дәнді,сю
459,Brei::N,ботқа,каша
460,Brot::N,күлше,нянь
461,Scheibe::N,тілім,шӧрӧм
462,Fett::N,май,гос
463,Butter::N,май,ви
464,Öl::N,май,ви
465,Salz::N,тұз,сов
466,Suppe::N,көже,шыд
467,Honig::N,бал,ма
468,Milch::N,сүт,йӧв
469,Tee::N,шай,чай
470,Leder::N,көн,кучик
471,Wolle::N,жүн,гӧн
472,Stoff::N,мата,дӧра
473,Stoff::N,кездеме,дӧра
474,Nadel::N,ине,ем
475,Faden::N,жіп,сунис
476,Knopf::N,түйме,кизь
477,Knoten::N,түйін,узӧв
478,Knoten::N,түйін,гӧрӧд
479,Farbe::N,рең,краска
480,Kleidung::N,киім,паськӧм
481,Hemd::N,жейде,йӧрнӧс
482,Kragen::N,жаға,воротник
483,Ärmel::N,жең,сос
484,Hose::N,шалбар,вешьян
485,Gürtel::N,белбеу,йи
486,Mütze::N,қалпақ,шапка
487,Schuh::N,кебіс,ботинки
488,Stiefel::N,етік,сапог
489,Ring::N,жүзік,чунькытш
490,Band::N,таспа,ленточка
491,Kamm::N,тарақ,сынан
492,Spiegel::N,айна,зеркало
493,Riemen::N,қайыс,ремень
494,Schnur::N,жіп,гез
495,Leine::N,тізгін,повод
496,Decke::N,көрпе,одеяло
497,Kissen::N,жастық,подушка
498,Tuch::N,орамал,чышьян
499,Handtuch::N,сүлгі,чышкӧт
500,Kraft::N,қуат,прак
501,Kraft::N,қарқын,прак
502,Kraft::N,әл-шама,прак
503,Kraft::N,әл-дәрмен,прак
504,Stärke::N,әл,вын
505,Stärke::N,күш,вын
506,Gesundheit::N,денсаулык,здоровье
507,Krankheit::N,ауру,шог
508,Schmerz::N,ауру,зубыт
509,Wunde::N,зақым,рана
510,Wunde::N,жарақат,рана
511,Fieber::N,безгек,лёк тресся
512,Fieber::N,безгек,кынтан шогӧт
513,Fieber::N,қалтырау,лёк тресся
514,Fieber::N,қалтырау,кынтан шогӧт
515,Fieber::N,қызу көтерілуі,лёк тресся
516,Fieber::N,қызу көтерілуі,кынтан шогӧт
517,Arznei::N,дәрі,лекарство
518,Arznei::N,дәрі-дәрмек,лекарство
519,Brücke::N,көпір,пос
520,Brunnen::N,құдық,колодец 
521,Weide::N,өріс,пода йирсян
522,Weide::N,жайылым,пода йирсян
523,Pfad::N,жол,туй
524,Weg::N,жол,туй
525,Straße::N,жол,туй
526,Dorf::N,ауыл,деревня
527,Stadt::N,қала,город
528,Stadt::N,шаһар,город
529,Brief::N,хат,гижӧт
530,Brief::N,жазу,гижӧт
531,Buch::N,кітап,книга
532,Buchstabe::N,әріп,буква
533,Buchstabe::N,қаріп,буква
534,Zeitung::N,газет,газета
535,Leben::N,өмір,олан
536,Leben::N,тіршілік,олан
537,Tod::N,опат,кулӧм
538,Grab::N,мола,гу
539,Grab::N,мазар,гу
540,Kirche::N,шіркеу,вичку
541,Sünde::N,күнә,грек
542,Gott::N,алла,ен
543,Gott::N,құдай,ен
544,Gott::N,тәңірі,ен
545,Gott::N,пәруардігер,ен
546,Gott::N,жаратқан тәңірі,ен
547,Arbeiter::N,жүмысшы,уджалiсь
548,Chef::N,басшы,начальник
549,Chef::N,жұмыс басқарушысы,начальник
550,Meister::N,шебер,мастер
551,Meister::N,өнерпаз,мастер
552,Arzt::N,дәрігер,врач
553,Lehrer::N,мұғалім,велӧтісь
554,Geld::N,пұл,деньга
555,Geschäft::N,бизнес,удж
556,Laden::N,дүкен,магазин
557,Preis::N,ақы,дон
558,Preis::N,құны,дон
559,Preis::N,нарық,дон
560,Ware::N,тауар,товар
561,Nutzen::N,пайда,путь
562,Reichtum::N,бақ-дәулет,богатство
563,Welt::N,әлем,му
564,Welt::N,жиһан,му
565,Land::N,аймақ,страна
566,Staat::N,мемлекет,государство
567,König::N,патша,кан
568,Macht::N,өкімет,власть
569,Macht::N,қожалық,власть
570,Grenze::N,шек,граница
571,Krieg::N,соғыс,война
572,Feind::N,жау,враг
573,Feind::N,дұшпан,враг
574,Gewalt::N,зорлык,
575,Gewalt::N,зорлық-зомбылык,
576,Kampf::N,күрес,нярасьӧм
577,Kampf::N,күрес,вермасьӧм
578,Kampf::N,алыспақ,нярасьӧм
579,Kampf::N,алыспақ,вермасьӧм
580,Bogen[Waffe]::N,саржа,лук
581,Pfeil::N,жебе,ньӧв
582,Gewehr::N,қару,ружьё
583,Fehler::N,әбес,ошибка
584,Fehler::N,қаталық,ошибка
585,Lüge::N,өтірік,ылӧтӧм
586,Lüge::N,өтірік,пӧрьялӧм
587,Schaden::N,зиян,лёк
588,Schaden::N,зарар,лёк
589,Unglück::N,пәле,пик
590,Unglück::N,пәле,оказзё
591,Unglück::N,қасырет,пик
592,Unglück::N,қасырет,оказзё
593,Unglück::N,ауыртпалық,пик
594,Unglück::N,ауыртпалық,оказзё
595,Schuld::N,айыптылық,вина
596,Alter::N,жас,
597,Alter::N,жас шамасы,
598,Schluss::N,ада,ком
599,Schluss::N,бітуі,ком
600,Zeit::N,уақыт,кад
601,Tag::N,күн,лун
602,Morgen::N,таң,асыв
603,Morgen::N,таңертең,асыв
604,Mittag::N,талтүс,луншӧр кад
605,Abend::N,кеш,рыт
606,Nacht::N,түн,ой
607,Woche::N,апта,неделя
608,Monat::N,ай,тӧлicь
609,Jahr::N,жыл,год
610,Frühling::N,көктем,тулыс
611,Sommer::N,жаз,гожум
612,Herbst::N,күз,ар
613,Winter::N,қыс,тӧв
614,Januar::N,каңтар,январ
615,Februar::N,ақпан,февраль
616,März::N,наурыз,март
617,April::N,сәуір,апрель
618,Mai::N,мамыр,май
619,Juni::N,маусым,юнь
620,Juli::N,шілде,юль
621,August::N,сүмбіле,август
622,August::N,тамыз,август
623,September::N,қыркүйек,сентяб
624,Oktober::N,ақырап,октяб
625,November::N,қараша,нояб
626,Dezember::N,желтоқсан,декаб
627,Montag::N,дүйсенбі,вильлун
628,Dienstag::N,сейсенбі,мӧдӧдзлун
629,Mittwoch::N,сәрсенбі,шӧрлун
630,Donnerstag::N,бейсенбі,нёльӧдзлун
631,Freitag::N,жұма,витӧдзлун
632,Samstag::N,сенбі,пывсянлун
633,Sonntag::N,жексембі,кресення
634,groß::A,алпамсадай,ыджыт
635,klein::A,кішкене,учӧтик
636,klein::A,қарғадай,учӧтик
637,lang::A,сопақ,кузь
638,lang::A,сорайған,кузь
639,kurz::A,кеспелтек,дженыт
640,breit::A,айдынды,ота
641,schmal::A,қысық,векнит
642,dicht::A,жиі,тшӧк
643,dick[Gegenstand]::A,шомбал,кыз
644,dünn::A,жұқа,вӧснит
645,dünn::A,жіңішке,вӧснит
646,fein::A,қаңылтақ,вӧснит
647,fest::A,берік,крепыт
648,fest::A,мызғымас,крепыт
649,flach::A,жалпак,лапкӧса
650,glatt::A,типыл,волькыт
651,hart::A,қатты,чӧрыт
652,weich::A,жұмсақ,небыт
653,rund::A,домалақ,гӧгрӧса
654,spitz::A,үшкір,ёся
655,scharf::A,сүйрік,лэчыт
656,stumpf::A,доғал,ныж
657,stumpf::A,өтпейтін,ныж
658,schwer::A,салмақты,сьӧкыт
659,schön::A,сұлу,басӧк
660,heiß::A,ыссы,жар
661,warm::A,жылы,шоныт
662,kalt::A,аязды,кӧдзыт
663,kühl::A,салқын,сайкыт
664,frisch::A,таза,виль
665,frisch::A,жаңа,виль
666,feucht::A,нам,вакодь
667,feucht::A,дымқылды,вакодь
668,nass::A,сулы,ва
669,trocken::A,құрғақ,кӧс
670,voll::A,толы,тыра
671,leer::A,бос,тыртӧм
672,offen::A,ашып қойылған,оссьӧм
673,geschlossen::A,жабулы,игана
674,geschlossen::A,жабулы,пӧдана
675,sauber::A,дақсыз,сӧдз
676,sauber::A,дақсыз,сӧстӧм
677,sauber::A,мұнтаздай,сӧдз
678,sauber::A,мұнтаздай,сӧстӧм
679,schmutzig::A,айғыз,нятьӧсь
680,schmutzig::A,сатпақ,нятьӧсь
681,schmutzig::A,сатал-сатал,нятьӧсь
682,roh::A,шикі,путӧм
683,reif::A,піскен,кисьмалӧм
684,lecker::A,дәмді,кӧра 
685,süß::A,тәтті,чӧскыт
686,bitter::A,ащы,курыт
687,sauer::A,қышқыл,шӧма 
688,hell::A,жарық,югыт
689,hell::A,жарқын,югыт
690,dunkel::A,қараңғы,пемыт
691,schwarz::A,қара,сьӧд
692,weiß::A,ақ,чочком
693,rot::A,қызыл,гӧрд
694,gelb::A,сары,веж
695,blau::A,көк,лӧз
696,grün::A,жасыл,веж
697,grau::A,бозамық,руд
698,grau::A,бозамық,бусӧй
699,bunt::A,алабажак,быдрӧма
700,billig::A,арзан,донтӧм
701,teuer::A,бағалы,дона
702,wertvoll::A,құнды,дона
703,wertvoll::A,қымбат,дона
704,blind::A,көзсіз,синтӧм
705,blind::A,көр,синтӧм
706,blind::A,көр_соқыр,синтӧм
707,taub::A,керең,пельтӧм
708,taub::A,саңырау,пельтӧм
709,kräftig::A,қуатты,вына
710,kräftig::A,қарымды,вына
711,stark::A,білекті,вына
712,schwach::A,әлсіз,некодя
713,schwach::A,күшсіз,некодя
714,schwach::A,қайратсыз,некодя
715,fett::A,семіз,госа
716,schlank::A,ашаң,статя
717,hübsch::A,ажарлы,басӧк
718,hübsch::A,шырайлы,басӧк
719,böse::A,өш,лёк
720,böse::A,сұм,лёк
721,böse::A,жауыз,лёк
722,dumm::A,көкми,бӧбӧв
723,dumm::A,көкми,вежӧртӧм
724,dumm::A,ақымақ,бӧбӧв
725,dumm::A,ақымақ,вежӧртӧм
726,dumm::A,миы жоқ,бӧбӧв
727,dumm::A,миы жоқ,вежӧртӧм
728,faul::A,жалқау,дыш
729,faul::A,еріншек,дыш
730,fleißig::A,ұқыпты,уджалicь
731,geizig::A,сараң,жикмӧра
732,geizig::A,сараң,горшаліcь
733,klug::A,жетік,авья
734,klug::A,жетік,вежӧра
735,klug::A,ақылды,авья
736,klug::A,ақылды,вежӧра
737,geschickt::A,шебер,кипода
738,lieb::A,абзал,муса
739,lieb::A,абзал,дзулиньӧй
740,lieb::A,айналайын,муса
741,lieb::A,айналайын,дзулиньӧй
742,lustig::A,көңілді,гажа
743,sanft::A,жуас,лебезнӧй
744,hungrig::A,аш,тшыг
745,krank::A,кеселді,шогалiсь
746,nackt::A,жалаңаш,куш
747,traurig::A,қапа,жугыль
748,lebendig::A,тірі,ловья
749,lebendig::A,жанды,ловья
750,gut::A,жақсы,бур
751,schlecht::A,жаман,умӧль
752,richtig::A,дұрыс,
753,schlimm::A,жаман,нештӧм
754,wahr::A,нағыз,
755,alt::A,ескі,важ
756,neu::A,жаңа,виль
757,ehemalig::A,өткен,вӧвлӧм
758,ehemalig::A,бұрынғы,вӧвлӧм
759,alt[Lebewesen]::A,кексе,года
760,alt[Lebewesen]::A,кексе,годдэза
761,jung::A,науша,том
762,arm::A,кедей,гов
763,arm::A,кедей,беднӧй
764,arm::A,дәулетсіз,гов
765,arm::A,дәулетсіз,беднӧй
766,reich::A,малды,эма
767,bekannt::A,таныс,тӧдса
768,bekannt::A,көзтаныс,тӧдса
769,berühmt::A,атақты,
770,fremd::A,бөтен,чужӧй
771,verschieden::A,түрлі,быдкодь
772,nah::A,жуық,матiсь
773,nah::A,етене,матiсь
774,fern::A,алыс,ылicь
775,fern::A,алыстағы,ылicь
776,linker::A,сол,шульга
777,linker::A,солшыл,шульга
778,rechter::A,оң,веськытланись
779,anderer::A,өзге,мукӧд
780,anderer::A,былайғы,мукӧд
781,erster::A,алғашқы,медодзза
782,zweiter::A,екінші,кыкӧт
783,dritter::A,үшінші,куимӧт
784,dritter::A,үшінші,куимӧдз
