,Concept_ID,de,br
104,Küste::N,Küste,aod
105,Festland::N,Festland,douar
106,Meer::N,Meer,mor
107,Bucht::N,Bucht,mor-bihan
108,Insel::N,Insel,enez
109,Blume::N,Blume,bleunienn
110,Gras::N,Gras,geot
111,Wurzel::N,Wurzel,gwrizienn
112,Baum::N,Baum,gwezenn
113,Stamm::N,Stamm,kef
114,Rinde::N,Rinde,rusk
115,Ast::N,Ast,barr
116,Zweig::N,Zweig,bod
117,Blatt::N,Blatt,delienn
118,Birke::N,Birke,bezvenn
119,Kiefer[Baum]::N,Kiefer,pinenn
120,Weide[Baum]::N,Weide,halegenn
121,Tanne::N,Tanne,sapenn
122,Horn::N,Horn,korn
123,Feder::N,Feder,pluñv
124,Fell::N,Fell,kreoñ
125,Flügel::N,Flügel,askell
126,Klaue::N,Klaue,skilf
127,Kralle::N,Kralle,skilf
128,Schwanz::N,Schwanz,lost
129,Ei::N,Ei,vi
130,Nest::N,Nest,neizh
131,Bau::N,Bau,douarenn
132,Tier::N,Tier,loen
133,Herde::N,Herde,tropell
134,Kuh::N,Kuh,buoc'h
135,Bulle::N,Bulle,tarv
136,Pferd::N,Pferd,marc'h
137,Schaf::N,Schaf,dañvad
138,Schwein::N,Schwein,pemoc'h
139,Hund::N,Hund,ki
140,Katze::N,Katze,kazh
141,Bär::N,Bär,arzh
142,Eichhörnchen::N,Eichhörnchen,gwiñver
143,Elch::N,Elch,karv-dour
144,Fuchs::N,Fuchs,louarn
145,Hase::N,Hase,gad
146,Maus::N,Maus,logodenn
147,Wolf::N,Wolf,bleiz
148,Vogel::N,Vogel,labous
149,Schwarm::N,Schwarm,nijad
150,Huhn::N,Huhn,yar
151,Hahn::N,Hahn,kilhog
152,Gans::N,Gans,gwazenn
153,Adler::N,Adler,erer
154,Ente::N,Ente,houad
155,Eule::N,Eule,toud
156,Kranich::N,Kranich,garan
157,Krähe::N,Krähe,bran
158,Kuckuck::N,Kuckuck,koukoug
159,Schwan::N,Schwan,alarc'h
160,Fisch::N,Fisch,pesk
161,Barsch::N,Barsch,brell
162,Hecht::N,Hecht,beked
163,Schlange[Tier]::N,Schlange,naer
164,Wurm::N,Wurm,preñv
165,Spinne::N,Spinne,kevnidenn
166,Ameise::N,Ameise,merion
167,Laus::N,Laus,laouenn
168,Mücke::N,Mücke,moustik
169,Fliege::N,Fliege,kelienenn
170,Schmetterling::N,Schmetterling,balafenn
171,Beere::N,Beere,hog
172,Apfel::N,Apfel,aval
173,Pilz::N,Pilz,kabell-touseg
174,Zwiebel::N,Zwiebel,ognonenn
175,Saat::N,Saat,had
176,Korn::N,Korn,ed
177,Heu::N,Heu,foenn
178,Schale::N,Schale,peliadur
179,Grube::N,Grube,
180,Falle::N,Falle,pech
181,Schlinge::N,Schlinge,krouglas
182,Spur::N,Spur,
183,Asche::N,Asche,ludu
184,Dreck::N,Dreck,fank
185,Eisen::N,Eisen,houarn
186,Gold::N,Gold,aour
187,Silber::N,Silber,arc'hant
188,Kohle::N,Kohle,glaou
189,Glas::N,Glas,gwer
190,Lehm::N,Lehm,
191,Sand::N,Sand,traezh
192,Mensch::N,Mensch,den
193,Mann::N,Mann,den
194,Frau::N,Frau,maouez
195,Kind::N,Kind,bugel
196,Junge::N,Junge,paotr
197,Mädchen::N,Mädchen,plac'h
198,Familie::N,Familie,familh
199,Großvater::N,Großvater,tad-kozh
200,Großmutter::N,Großmutter,mamm-gozh
201,Eltern::N,Eltern,kerent
202,Vater::N,Vater,tad
203,Mutter::N,Mutter,mamm
204,Sohn::N,Sohn,mab
205,Tochter::N,Tochter,merc'h
206,Bruder::N,Bruder,breur
207,Schwester::N,Schwester,c'hoar
208,Onkel::N,Onkel,eontr
209,Tante::N,Tante,moereb
210,Ehemann::N,Ehemann,gwaz
211,Ehefrau::N,Ehefrau,gwreg
212,Freude::N,Freude,levenez
213,Gelächter::N,Gelächter,c'hoarzherezh
214,Glück::N,Glück,chañs
215,Kummer::N,Kummer,doan
216,Wunsch::N,Wunsch,c'hoant
217,Lust::N,Lust,c'hoant
218,Geist::N,Geist,spered
219,Gedanke::N,Gedanke,soñj
220,Gedächtnis::N,Gedächtnis,eñvor
221,Verstand::N,Verstand,skiant
222,Sinn::N,Sinn,ster
223,Grund::N,Grund,kaoz
224,Wahrheit::N,Wahrheit,gwirionez
225,Gespräch::N,Gespräch,kaozeadenn
226,Märchen::N,Märchen,kaoz korriganez
227,Erzählung::N,Erzählung,kontadenn
228,Nachricht::N,Nachricht,keloù
229,Neuigkeit::N,Neuigkeit,kelaouenn
230,Name::N,Name,anv
231,Rätsel::N,Rätsel,divinatez
232,Rede::N,Rede,diskour
233,Sprache::N,Sprache,yezh
234,Stimme::N,Stimme,mouezh
235,Wort::N,Wort,ger
236,Zeichen::N,Zeichen,sin
237,Ruf::N,Ruf,galv
238,Lärm::N,Lärm,trouz
239,Laut::N,Laut,
240,Ton::N,Ton,ton
241,Lied::N,Lied,kanaouenn
242,Ruhe::N,Ruhe,sioulded
243,Leute::N,Leute,tud
244,Volk::N,Volk,pobl
245,Arbeit::N,Arbeit,labour
246,Gast::N,Gast,kouviad
247,Geschenk::N,Geschenk,prof
248,Spiel::N,Spiel,c'hoari
249,Gesellschaft::N,Gesellschaft,kompagnunezh
250,Gesellschaft::N,Gesellschaft,kavandad
251,Hilfe::N,Hilfe,sikour
252,Freund::N,Freund,mignon
253,Kamerad::N,Kamerad,kamarad
254,Angelegenheit::N,Angelegenheit,afer
255,Anzahl::N,Anzahl,niver
256,Art::N,Art,sort
257,Stück::N,Stück,tamm
258,Teil::N,Teil,pezh
259,Hälfte::N,Hälfte,hanterenn
260,Kreis::N,Kreis,kelc'h
261,Kreuz::N,Kreuz,kroaz
262,Linie::N,Linie,linenn
263,Strich::N,Strich,tenn
264,Abstand::N,Abstand,distok
265,Entfernung::N,Entfernung,keid
266,Entfernung::N,Entfernung,kehid
267,Gegend::N,Gegend,korn-bro
268,Platz::N,Platz,plasenn
269,Ort::N,Ort,lec'h
270,Seite::N,Seite,tu
271,Mitte::N,Mitte,kreiz
272,Gegenstand::N,Gegenstand,tra
273,Sache::N,Sache,tra
274,Rand::N,Rand,kantenn
275,Kante::N,Kante,kantenn
276,Ecke::N,Ecke,korn
277,Spitze::N,Spitze,begell
278,Ende::N,Ende,dibenn
279,Loch::N,Loch,toull
280,Winkel::N,Winkel,
281,Muster::N,Muster,tresadenn
282,Größe::N,Größe,ment
283,Länge::N,Länge,hirder
284,Höhe::N,Höhe,uhelder
285,Gewicht::N,Gewicht,pouez
286,Menge::N,Menge,bern
287,Haufen::N,Haufen,bern
288,Reihe::N,Reihe,steud
289,Boot::N,Boot,bag
290,Ruder::N,Ruder,roeñv
291,Schlitten::N,Schlitten,trainell
292,Ski::N,Ski,ski
293,Lagerfeuer::N,Lagerfeuer,
294,Last::N,Last,karg
295,Gang::N,Gang,kerzh
296,Schritt::N,Schritt,paz
297,Norden::N,Norden,norzh
298,Norden::N,Norden,hanternoz
299,Süden::N,Süden,su
300,Süden::N,Süden,kreisteiz
301,Westen::N,Westen,kuzh-heol
302,Osten::N,Osten,reter
303,Osten::N,Osten,sav-heol
304,Holz::N,Holz,koad
305,Brett::N,Brett,plankenn
306,Platte::N,Platte,plakenn
307,Stütze::N,Stütze,harp
308,Stange::N,Stange,sparl
309,Stock::N,Stock,bazh
310,Stab::N,Stab,bazh
311,Rohr::N,Rohr,tub
312,Rohr::N,Rohr,korz
313,Haus::N,Haus,ti
314,Heim::N,Heim,kêr
315,Ofen::N,Ofen,forn
316,Fußboden::N,Fußboden,plañchod
317,Tisch::N,Tisch,taol
318,Stuhl::N,Stuhl,kador
319,Wiege::N,Wiege,kavell
320,Bett::N,Bett,gwele
321,Regal::N,Regal,estajerenn
322,Kiste::N,Kiste,kased
323,Fenster::N,Fenster,prenestr
324,Tür::N,Tür,dor
325,Tor::N,Tor,portal
326,Zaun::N,Zaun,sklotur
327,Dach::N,Dach,toenn
328,Leiter::N,Leiter,skeul
329,Besen::N,Besen,skubell
330,Spaten::N,Spaten,pal
331,Schaufel::N,Schaufel,pal
332,Gabel::N,Gabel,fourchetez
333,Löffel::N,Löffel,loa
334,Messer::N,Messer,kontell
335,Nagel::N,Nagel,tach
336,Netz::N,Netz,roued
337,Haken::N,Haken,krog
338,Griff::N,Griff,kemer
339,Schloss::N,Schloss,potenn
340,Bild::N,Bild,skeudenn
341,Figur::N,Figur,skeud
342,Figur::N,Figur,figur
343,Puppe::N,Puppe,merc'hodenn
344,Beutel::N,Beutel,sac'h
345,Bündel::N,Bündel,feskenn
346,Tasche::N,Tasche,sac'h
347,Eimer::N,Eimer,sailh
348,Deckel::N,Deckel,pallenn
349,Geschirr::N,Geschirr,listriaj
350,Sack::N,Sack,sac'h
351,Tasse::N,Tasse,tas
352,Topf::N,Topf,pod
353,Kessel::N,Kessel,chaodouron
354,Essen::N,Essen,pred
355,Nahrung::N,Nahrung,boued
356,Speise::N,Speise,meuz
357,Fleisch::N,Fleisch,kig
358,Getreide::N,Getreide,ed
359,Brei::N,Brei,yod
360,Brot::N,Brot,bara
361,Scheibe::N,Scheibe,tailhenn
362,Fett::N,Fett,lard
363,Butter::N,Butter,amann
364,Öl::N,Öl,eoul
365,Salz::N,Salz,holen
366,Suppe::N,Suppe,soubenn
367,Honig::N,Honig,mel
368,Milch::N,Milch,laezh
369,Tee::N,Tee,te
370,Leder::N,Leder,lêr
371,Wolle::N,Wolle,gloan
372,Stoff::N,Stoff,danvez
373,Nadel::N,Nadel,nadoz
374,Faden::N,Faden,neudenn
375,Knopf::N,Knopf,bouton
376,Knoten::N,Knoten,skoulm
377,Farbe::N,Farbe,liv
378,Kleidung::N,Kleidung,dilhad
379,Hemd::N,Hemd,roc'hed
380,Kragen::N,Kragen,gouzoug
381,Ärmel::N,Ärmel,milgin
382,Hose::N,Hose,bragoù
383,Gürtel::N,Gürtel,gouriz
384,Mütze::N,Mütze,boned
385,Schuh::N,Schuh,botez
386,Stiefel::N,Stiefel,botez
387,Ring::N,Ring,gwalenn
388,Band::N,Band,bagad
389,Kamm::N,Kamm,krib
390,Spiegel::N,Spiegel,melezour
391,Riemen::N,Riemen,lerenn
392,Schnur::N,Schnur,kordenn
393,Leine::N,Leine,roll
394,Decke::N,Decke,golo
395,Kissen::N,Kissen,goubenner
396,Tuch::N,Tuch,mezher
397,Handtuch::N,Handtuch,toailhon
398,Kraft::N,Kraft,nerzh
399,Stärke::N,Stärke,nerzhder
400,Gesundheit::N,Gesundheit,yec'hed
401,Krankheit::N,Krankheit,klañved
402,Schmerz::N,Schmerz,poan
403,Schmerz::N,Schmerz,droug
404,Wunde::N,Wunde,gloazadenn
405,Fieber::N,Fieber,terzhienn
406,Arznei::N,Arznei,louzoù
407,Brücke::N,Brücke,pont
408,Brunnen::N,Brunnen,puñs
409,Weide::N,Weide,prad
410,Pfad::N,Pfad,gwenodenn
411,Weg::N,Weg,hent
412,Straße::N,Straße,ru
413,Straße::N,Straße,hent
414,Dorf::N,Dorf,kêr
415,Dorf::N,Dorf,kêriadenn
416,Stadt::N,Stadt,kêr
417,Brief::N,Brief,lizher
418,Buch::N,Buch,levr
419,Buchstabe::N,Buchstabe,lizherenn
420,Zeitung::N,Zeitung,kazetenn
421,Leben::N,Leben,buhez
422,Tod::N,Tod,marv
423,Grab::N,Grab,bez
424,Kirche::N,Kirche,iliz
425,Sünde::N,Sünde,pec'hed
426,Gott::N,Gott,doue
427,Arbeiter::N,Arbeiter,labourer
428,Arbeiter::N,Arbeiter,micherour
429,Chef::N,Chef,penn
430,Meister::N,Meister,mestr
431,Arzt::N,Arzt,mezeg
432,Arzt::N,Arzt,medisin
433,Lehrer::N,Lehrer,skolaer
434,Lehrer::N,Lehrer,kelenner
435,Geld::N,Geld,arc'hant
436,Geschäft::N,Geschäft,stal
437,Laden::N,Laden,stal
438,Preis::N,Preis,priz
439,Ware::N,Ware,marc'hadourezh
440,Nutzen::N,Nutzen,gounidegezh
441,Nutzen::N,Nutzen,lañs
442,Nutzen::N,Nutzen,profit
443,Nutzen::N,Nutzen,spleit
444,Reichtum::N,Reichtum,pinvidigezh
445,Welt::N,Welt,douar
446,Land::N,Land,bro
447,Staat::N,Staat,stad
448,König::N,König,roue
449,Macht::N,Macht,galloud
450,Grenze::N,Grenze,harzoù
451,Krieg::N,Krieg,brezel
452,Feind::N,Feind,eneber
453,Gewalt::N,Gewalt,tâerder
454,Kampf::N,Kampf,kann
455,Bogen[Waffe]::N,Bogen,gwareg
456,Pfeil::N,Pfeil,saezh
457,Gewehr::N,Gewehr,fuzuilh
458,Fehler::N,Fehler,fazi
459,Lüge::N,Lüge,gaou
460,Schaden::N,Schaden,gwall
461,Unglück::N,Unglück,gwalleur
462,Schuld::N,Schuld,kablusted
463,Schuld::N,Schuld,pec'hedigezh
464,Alter::N,Alter,oad
465,Schluss::N,Schluss,diwezh
466,Zeit::N,Zeit,amzer
467,Tag::N,Tag,deizh
468,Morgen::N,Morgen,beure
469,Morgen::N,Morgen,mintin
470,Mittag::N,Mittag,kreisteiz
471,Abend::N,Abend,abardaez
472,Nacht::N,Nacht,noz
473,Woche::N,Woche,sizhun
474,Monat::N,Monat,miz
475,Jahr::N,Jahr,bloaz
476,Frühling::N,Frühling,nevezamzer
477,Sommer::N,Sommer,hañv
478,Herbst::N,Herbst,diskaramzer
479,Winter::N,Winter,goañv
480,Januar::N,Januar,Genver
481,Februar::N,Februar,C'hwevrer
482,März::N,März,Meurzh
483,April::N,April,Ebrel
484,Mai::N,Mai,Mae
485,Juni::N,Juni,Mezheven
486,Juli::N,Juli,Gouhere
487,August::N,August,Eost
488,September::N,September,Gwengolo
489,Oktober::N,Oktober,Here
490,November::N,November,Du
491,Dezember::N,Dezember,Kerzu
492,Montag::N,Montag,Lun
493,Dienstag::N,Dienstag,Meurzh
494,Mittwoch::N,Mittwoch,Merc'her
495,Donnerstag::N,Donnerstag,Yaou
496,Freitag::N,Freitag,Gwener
497,Samstag::N,Samstag,Sadorn
498,Sonntag::N,Sonntag,Sul
499,groß::A,groß,bras
500,klein::A,klein,bihan
501,lang::A,lang,hir
502,kurz::A,kurz,berr
503,breit::A,breit,ledan
504,schmal::A,schmal,strizh
505,dicht::A,dicht,stank
506,dick[Gegenstand]::A,dick,tev
507,dünn::A,dünn,moan
508,fein::A,fein,munut
509,fest::A,fest,start
510,flach::A,flach,plaen
511,glatt::A,glatt,lintr
512,glatt::A,glatt,levn
513,hart::A,hart,kalet
514,weich::A,weich,blot
515,rund::A,rund,ront
516,spitz::A,spitz,poentet
517,scharf::A,scharf,dremm
518,stumpf::A,stumpf,talsoc'h
519,schwer::A,schwer,pounner
520,schön::A,schön,kaer
521,heiß::A,heiß,tomm
522,warm::A,warm,tomm
523,kalt::A,kalt,yen
524,kühl::A,kühl,yen
525,frisch::A,frisch,fresk
526,feucht::A,feucht,gleb
527,nass::A,nass,gleb
528,trocken::A,trocken,sec'h
529,voll::A,voll,leun
530,leer::A,leer,goullo
531,offen::A,offen,digor
532,geschlossen::A,geschlossen,serr
533,sauber::A,sauber,naet
534,schmutzig::A,schmutzig,lous
535,roh::A,roh,kriz
536,reif::A,reif,darev
537,lecker::A,lecker,lipous
538,lecker::A,lecker,saourus
539,süß::A,süß,dous
540,bitter::A,bitter,c'hwerv
541,sauer::A,sauer,trenk
542,hell::A,hell,sklaer
543,dunkel::A,dunkel,teñval
544,schwarz::A,schwarz,du
545,weiß::A,weiß,gwenn
546,rot::A,rot,ruz
547,gelb::A,gelb,melen
548,blau::A,blau,glas
549,grün::A,grün,gwer
550,grau::A,grau,louet
551,bunt::A,bunt,liesliv
552,billig::A,billig,marc'had-mat
553,teuer::A,teuer,ker
554,wertvoll::A,wertvoll,prizius
555,blind::A,blind,dall
556,taub::A,taub,bouzar
557,kräftig::A,kräftig,start
558,stark::A,stark,kreñv
559,schwach::A,schwach,gwan
560,fett::A,fett,lard
561,schlank::A,schlank,sinkl
562,hübsch::A,hübsch,koant
563,böse::A,böse,gwall
564,dumm::A,dumm,glep
565,faul::A,faul,lezirek
566,fleißig::A,fleißig,studius
567,geizig::A,geizig,tost
568,klug::A,klug,speredek
569,geschickt::A,geschickt,dornet
570,lieb::A,lieb,koant
571,lustig::A,lustig,laouen
572,sanft::A,sanft,flour
573,hungrig::A,hungrig,marnaon
574,krank::A,krank,klañv
575,nackt::A,nackt,noazh
576,traurig::A,traurig,trist
577,lebendig::A,lebendig,bev
578,gut::A,gut,mad
579,schlecht::A,schlecht,fall
580,schlecht::A,schlecht,gwall
581,richtig::A,richtig,reizh
582,schlimm::A,schlimm,gwall
583,wahr::A,wahr,gwir
584,alt::A,alt,kozh
585,neu::A,neu,nevez
586,ehemalig::A,ehemalig,kozh
587,alt[Lebewesen]::A,alt,kozh
588,jung::A,jung,yaouank
589,arm::A,arm,paour
590,reich::A,reich,pinvidik
591,bekannt::A,bekannt,anavezet
592,berühmt::A,berühmt,brudet
593,fremd::A,fremd,dizanav
594,verschieden::A,verschieden,disheñel
595,nah::A,nah,nes
596,fern::A,fern,diabell
597,linker::A,linker,kleiz
598,rechter::A,rechter,dehoù
599,anderer::A,anderer,all
600,erster::A,erster,kentañ
601,zweiter::A,zweiter,eil
602,dritter::A,dritter,trede
603,letzter::A,letzter,diwezhañ
604,allein::ADV,allein,e-unan
605,auf einmal::ADV,auf einmal,ar un dro
606,zusammen::ADV,zusammen,asambles
607,lange::ADV,lange,pell
608,plötzlich::ADV,plötzlich,en un taol
609,sofort::ADV,sofort,diouzhtu
610,später::ADV,später,diwezhatoc'h
611,jetzt::ADV,jetzt,bremañ
612,heute::ADV,heute,hiziv
613,morgen::ADV,morgen,arc'hoazh
614,bald::ADV,bald,hepdale
615,dann::ADV,dann,a-c'houde
616,gestern::ADV,gestern,dec'h
617,einst::ADV,einst,gwechall
618,damals::ADV,damals,neuze
619,danach::ADV,danach,goude
620,vorher::ADV,vorher,diagent
621,zuerst::ADV,zuerst,da gentañ
622,einmal::ADV,einmal,ur wech
623,manchmal::ADV,manchmal,a-wechoù
624,oft::ADV,oft,alies
625,immer::ADV,immer,atav
626,immer::ADV,immer,bepred
627,niemals::ADV,niemals,gwech ebet
628,hier::ADV,hier,amañ
629,hierhin::ADV,hierhin,dre amañ
630,von hier::ADV,von hier,alemañ
631,dort::ADV,dort,aze
632,dort::ADV,dort,ahont
633,dorthin::ADV,dorthin,di
634,dorthin::ADV,dorthin,aze
635,dorthin::ADV,dorthin,ahont
636,geradeaus::ADV,geradeaus,war-eeun
637,vorwärts::ADV,vorwärts,war-raok
638,rückwärts::ADV,rückwärts,war-lerc'h
639,zurück::ADV,zurück,war-dreñv
640,unten::ADV,unten,en traoñ
641,hinab::ADV,hinab,a-izel
642,oben::ADV,oben,en nec'h
643,hinauf::ADV,hinauf,e-krec'h
644,überall::ADV,überall,dre-holl
645,nicht::ADV,nicht,ne ... ket
646,ein wenig::ADV,ein wenig,un tammig
647,kaum::ADV,kaum,a-boan
648,sehr::ADV,sehr,-tre
649,sehr::ADV,sehr,-kenañ
650,so::ADV,so,evel-se
651,noch::ADV,noch,c'hoazh
652,nur::ADV,nur,hepken
653,schon::ADV,schon,dija
654,wieder::ADV,wieder,adarre
655,vergebens::ADV,vergebens,
656,vor::PRP,vor,dirak
657,hinter::PRP,hinter,a-drek
658,hinter::PRP,hinter,a-dreñv
659,unter::PRP,unter,dindan
660,durch::PRP,durch,dre
661,neben::PRP,neben,e-kichen
662,zwischen::PRP,zwischen,etre
663,wegen::PRP,wegen,abalamour da
664,dies::PRN,dies,hemañ
665,das::PRN,das,se
666,das::PRN,das,hennezh
667,alles::PRN,alles,pep tra
668,ich::PRN,ich,me
669,du::PRN,du,te
670,er::PRN,er,eñ
671,wir::PRN,wir,ni
672,ihr::PRN,ihr,c'hwi
673,sie::PRN,sie,int
674,was::FPRN,was,petra
675,wer::FPRN,wer,piv
676,wo::FADV,wo,pelec'h
677,wohin::FADV,wohin,da belec'h
678,wie::FADV,wie,penaos
679,warum::FADV,warum,perak
680,wieviel::FNUM,wieviel,pet
681,eins::NUM,eins,unan
682,zwei::NUM,zwei,daou
683,drei::NUM,drei,tri
684,vier::NUM,vier,pevar
685,fünf::NUM,fünf,pemp
686,sechs::NUM,sechs,c'hwec'h
687,sieben::NUM,sieben,seizh
688,acht::NUM,acht,eizh
689,neun::NUM,neun,nav
690,zehn::NUM,zehn,dek
691,elf::NUM,elf,unnek
692,zwölf::NUM,zwölf,daouzek
693,zwanzig::NUM,zwanzig,ugent
694,dreißig::NUM,dreißig,tregont
695,vierzig::NUM,vierzig,daou-ugent
696,fünfzig::NUM,fünfzig,hanter-kant
697,sechzig::NUM,sechzig,tri-ugent
698,siebzig::NUM,siebzig,dek ha tri-ugent
699,achtzig::NUM,achtzig,pevar-ugent
700,neunzig::NUM,neunzig,dek ha pevar-ugent
701,hundert::NUM,hundert,kant
702,tausend::NUM,tausend,mil
703,und::CNJ,und,ha
704,oder::CNJ,oder,pe
705,stehen::V,stehen,bezañ a-sav
706,sitzen::V,sitzen,azezañ
707,sitzen::V,sitzen,bezañ en e goazez
708,liegen::V,liegen,bezañ en e c'hourvez
709,hängen::V,hängen,krougañ
710,werden::V,werden,dazonet
711,passieren::V,passieren,c'hoarvezout
712,beginnen::V,beginnen,stagañ
713,enden::V,enden,achuiñ
714,wechseln::V,wechseln,cheñch
715,aufgehen[Sonne]::V,aufgehen,dirouzañ
716,untergehen[Sonne]::V,untergehen,
717,scheinen[Sonne]::V,scheinen,lugernañ
718,donnern::V,donnern,taranal
719,wehen::V,wehen,c'hwezhañ
720,strömen::V,strömen,deredek
721,fließen::V,fließen,redek
722,sich drehen::V,sich drehen,troiñ
723,schwanken::V,schwanken,trantellat
724,schwingen::V,schwingen,froumal
725,fallen::V,fallen,kouezhañ
726,brennen::V,brennen,deviñ
727,rauchen::V,rauchen,divogedañ
728,regnen::V,regnen,glavañ
729,gefrieren::V,gefrieren,reviñ
730,tauen::V,tauen,diskornañ
731,schmelzen::V,schmelzen,teuziñ
732,trocknen::V,trocknen,sec'hañ
733,sieden::V,sieden,berviñ
734,faulen::V,faulen,breinañ
735,verfaulen::V,verfaulen,breinañ
736,reißen::V,reißen,darnaouiñ
737,versinken::V,versinken,sodellañ
738,vergehen::V,vergehen,tremen
739,erscheinen::V,erscheinen,donet war-wel
740,verschwinden::V,verschwinden,monet diwar wel
741,sinken::V,sinken,en em izelat
742,abnehmen::V,abnehmen,nebeutaat
743,zunehmen::V,zunehmen,kreskiñ
744,steigen::V,steigen,sevel
745,wachsen::V,wachsen,kreskiñ
746,glänzen::V,glänzen,lugernañ
747,funkeln::V,funkeln,elieniñ
748,lärmen::V,lärmen,rabotat
749,läuten::V,läuten,
750,klingeln::V,klingeln,
751,klirren::V,klirren,diridignat
752,klirren::V,klirren,sterlinkañ
753,brausen::V,brausen,gwegal
754,rauschen::V,rauschen,trouzal
755,klingen::V,klingen,seniñ
756,bellen::V,bellen,harzhal
757,heulen::V,heulen,yudal
758,blasen::V,blasen,c'hwezhañ
759,pfeifen::V,pfeifen,c'hwitellat
760,schreien::V,schreien,huchal
761,stöhnen::V,stöhnen,hirvoudiñ
762,zittern::V,zittern,krenañ
763,leben::V,leben,bevañ
764,geboren werden::V,geboren werden,genel
765,atmen::V,atmen,tennañ e anal
766,trinken::V,trinken,evañ
767,essen::V,essen,debriñ
768,schlucken::V,schlucken,lonkañ
769,müde werden::V,müde werden,skuizhañ
770,einschlafen::V,einschlafen,menel kousket
771,schlafen::V,schlafen,kousket
772,aufwachen::V,aufwachen,dihuniñ
773,aufstehen::V,aufstehen,sevel
774,sich erholen::V,sich erholen,diskuizhañ
775,krank werden::V,krank werden,klañviñ
776,krank sein::V,krank sein,bezañ klañv
777,schmerzen::V,schmerzen,skourjezañ
778,husten::V,husten,pasaat
779,husten::V,husten,peudal
780,genesen::V,genesen,pareañ
781,sterben::V,sterben,mervel
782,umkommen::V,umkommen,perisañ
783,sich bewegen::V,sich bewegen,bouljal
784,sich rühren::V,sich rühren,fiñval
