,Concept_ID,it,lbe
1441,fragen::V,chièdere,цӏуххин
1442,fragen::V,domandare,цӏуххин
1443,bitten::V,pregare,тавакъю буллан
1444,erzählen::V,narrare,хавар бусан
1445,erzählen::V,raccontare,хавар бусан
1446,mitteilen::V,comunicare,баян бан
1447,mitteilen::V,comunicare,хавар бан
1448,nennen::V,nominare,цӏа дизан
1449,rufen::V,chiamare,оьвтӏун
1450,prahlen::V,vantarsi,цӏа дуллан
1451,übersetzen::V,tradurre,таржума бан
1452,denken::V,pensare,пикри буллан
1453,glauben::V,credere,вих хьун
1454,bemerken::V,notare,хӏисав хъун
1455,bemerken::V,osservare,хӏисав хъун
1456,erkennen::V,riconoscere,увчӏин
1457,begreifen::V,capire,бувчӏин
1458,begreifen::V,comprèndere,бувчӏин
1459,verstehen::V,intèndere,
1460,verstehen::V,comprèndere,
1461,lernen::V,imparare,лахьлан
1462,lernen::V,imparare,лахьхьин
1463,lernen::V,apprèndere,лахьлан
1464,lernen::V,apprèndere,лахьхьин
1465,wissen::V,sapere,кӏулну бикӏан
1466,wissen::V,sapere,хавар бикӏан
1467,sich erinnern an::V,ricordare,дакӏнин бутан
1468,sich erinnern an::V,ricordarsi di,дакӏнин бутан
1469,vergessen::V,dimenticare,хъама битан
1470,messen::V,misurare,дуцин дуллан
1471,messen::V,misurare,дуцин дан
1472,zählen::V,contare,дуккин
1473,rechnen::V,contare,хӏисав дан
1474,rechnen::V,calcolare,хӏисав дан
1475,lesen::V,lèggere,ккалан
1476,malen::V,dipìngere,сурат дуллан
1477,zeichnen::V,disegnare,сурат дуллан
1478,schreiben::V,scrìvere,чичин
1479,schreiben::V,scrìvere,чичлан
1480,besitzen::V,possedere,дуну икӏан
1481,besitzen::V,possedere,дуну дикӏан
1482,besitzen::V,possedere,заллуну икӏан
1483,kaufen::V,comprare,машан ласун
1484,kaufen::V,acquistare,машан ласун
1485,verkaufen::V,vendere,баххан
1486,bezahlen::V,pagare,арцу дулун
1487,bezahlen::V,pagare,багьа булун
1488,zahlen::V,pagare,арцу дулун
1489,zahlen::V,pagare,багьа булун
1490,beherrschen::V,dominare,дуну икӏан
1491,beherrschen::V,dominare,заллуну икӏан
1492,ertragen::V,sopportare,бухӏан
