,Concept_ID,uk,cy
289,Spiel::N,гра,chwarae
290,Gesellschaft::N,товариство,cwmni
291,Hilfe::N,допомога,cymorth
292,Freund::N,друг,cyfaill
293,Freund::N,приятель,cyfaill
294,Kamerad::N,товариш,cydymaith
295,Angelegenheit::N,справа,pwnc
296,Anzahl::N,число,cyfrif
297,Art::N,рід,bath
298,Stück::N,кусок,darn
299,Teil::N,частина,rhan
300,Hälfte::N,половина,hanner
301,Kreis::N,круг,cylch
302,Kreis::N,коло,cylch
303,Kreuz::N,хрест,croes
304,Linie::N,лінія,llinell
305,Strich::N,штрих,strôc
306,Strich::N,штрих,trawiad
307,Abstand::N,проміжок,bwlch
308,Abstand::N,проміжок,pellter
309,Entfernung::N,відстань,pellter
310,Gegend::N,місцевість,cylch
311,Platz::N,площа,lle
312,Ort::N,місце,lle
313,Seite::N,сторона,ochr
314,Mitte::N,середина,canol
315,Gegenstand::N,предмет,eitem
316,Sache::N,річ,peth
317,Rand::N,край,cwr
318,Rand::N,край,ymyl
319,Kante::N,ребро,min
320,Kante::N,ребро,ymyl
321,Ecke::N,ріг,cornel
322,Spitze::N,кінчик,blaen
323,Ende::N,кінець,pen
324,Loch::N,діра,twll
325,Winkel::N,куток,congl
326,Muster::N,узор,patrwm
327,Größe::N,розмір,maint
328,Größe::N,розмір,maintioli
329,Länge::N,довжина,hyd
330,Höhe::N,висота,uchder
331,Gewicht::N,вага,pwysau
332,Menge::N,кількість,swm
333,Menge::N,кількість,maint
334,Haufen::N,купа,pentwr
335,Reihe::N,ряд,rhes
336,Boot::N,човен,cwch
337,Ruder::N,весло,rhwyf
338,Schlitten::N,сани,sled
339,Schlitten::N,сани,car llusg
340,Ski::N,лижа,sgi
341,Lagerfeuer::N,вогнище,coelcerth
342,Last::N,тягар,llwyth
343,Last::N,вантаж,llwyth
344,Gang::N,хід,tro
345,Schritt::N,крок,cam
346,Norden::N,північ,gogledd
347,Süden::N,південь,de
348,Westen::N,захід,gorllewin
349,Osten::N,схід,dwyrain
350,Holz::N,дрова,pren
351,Brett::N,дошка,bwrdd
352,Brett::N,дошка,astell
353,Platte::N,плита,llech
354,Stütze::N,підпірка,ateg
355,Stütze::N,підпірка,cynhalydd
356,Stange::N,жердина,polyn
357,Stock::N,палиця,ffon
358,Stock::N,палиця,brigyn
359,Stab::N,палиця,ffon
360,Rohr::N,труба,pibell
361,Haus::N,дім,tŷ
362,Haus::N,хата,tŷ
363,Heim::N,житло,cartref
364,Ofen::N,піч,stof
365,Fußboden::N,підлога,llawr
366,Tisch::N,стіл,bwrdd
367,Stuhl::N,стілець,cadair
368,Wiege::N,колиска,crud
369,Bett::N,ліжко,gwely
370,Bett::N,постіль,gwely
371,Regal::N,полиця,silff
372,Kiste::N,ящик,bocs
373,Kiste::N,ящик,blwch
374,Fenster::N,вікно,ffenestr
375,Tür::N,двері,drws
376,Tor::N,ворота,porth
377,Zaun::N,паркан,ffens
378,Zaun::N,огорожа,ffens
379,Dach::N,дах,to
380,Leiter::N,драбина,ysgol
381,Besen::N,мітла,ysgub
382,Spaten::N,заступ,rhaw
383,Schaufel::N,совок,rhaw
384,Schaufel::N,лопата,rhaw
385,Gabel::N,виделка,fforc
386,Löffel::N,ложка,llwy
387,Messer::N,ніж,cyllell
388,Nagel::N,цвях,hoel
389,Netz::N,сіть,gwe
390,Netz::N,сіть,rhwyd
391,Haken::N,крюк,bach
392,Griff::N,ручка,carn
393,Griff::N,держак,carn
394,Schloss::N,замок,clo
395,Bild::N,картина,llun
396,Bild::N,картина,pictiwr
397,Figur::N,фігура,ffigur
398,Puppe::N,лялька,dol
399,Beutel::N,мішечок,cwd
400,Beutel::N,торбинка,cwd
401,Bündel::N,в’язка,bwndel
402,Bündel::N,в’язка,coflaid
403,Tasche::N,сумка,cod
404,Eimer::N,відро,bwced
405,Eimer::N,відро,cunnog
406,Deckel::N,кришка,caead
407,Geschirr::N,посуд,llestri
408,Sack::N,мішок,sach
409,Tasse::N,чашка,cwpan
410,Topf::N,горщик,pot
411,Topf::N,горщик,crochan
412,Kessel::N,котел,tegell
413,Essen::N,їжа,pryd o fwyd
414,Nahrung::N,харч,bwyd
415,Speise::N,страва,saig
416,Fleisch::N,м’ясо,cig
417,Getreide::N,хліб,ŷd
418,Getreide::N,хліб,llafur
419,Getreide::N,збіжжя,ŷd
420,Getreide::N,збіжжя,llafur
421,Brei::N,каша,uwd
422,Brot::N,хліб,bara
423,Scheibe::N,скибочка,tafell
424,Fett::N,жир,saim
425,Fett::N,жир,braster
426,Butter::N,масло,ymenyn
427,Öl::N,олія,olew
428,Salz::N,сіль,halen
429,Suppe::N,суп,cawl
430,Honig::N,мед,mêl
431,Milch::N,молоко,llaeth
432,Milch::N,молоко,llefrith
433,Tee::N,чай,te
434,Leder::N,шкіра,lledr
435,Wolle::N,шерсть,gwlân
436,Stoff::N,тканина,lliain
437,Stoff::N,тканина,brethyn
438,Nadel::N,голка,nodwydd
439,Faden::N,нитка,edau
440,Faden::N,нитка,edefyn
441,Knopf::N,ґудзик,botwm
442,Knoten::N,вузол,cwlwm
443,Farbe::N,фарба,paent
444,Kleidung::N,одяг,dillad
445,Kleidung::N,одяг,gwisgoedd
446,Kleidung::N,убрання,dillad
447,Kleidung::N,убрання,gwisgoedd
448,Hemd::N,сорочка,crys
449,Kragen::N,комір,coler
450,Ärmel::N,рукав,llawes
451,Hose::N,брюки,trowsus
452,Gürtel::N,пояс,gwregys
453,Mütze::N,шапка,cap
454,Schuh::N,ботинок,esgid
455,Stiefel::N,чобіт,botasen
456,Ring::N,кільце,modrwy
457,Band::N,стрічка,rhuban
458,Kamm::N,гребінець,crib
459,Spiegel::N,дзеркало,drych
460,Riemen::N,ремінь,strap
461,Schnur::N,вірьовка,llinyn
462,Leine::N,шворка,tennyn
463,Decke::N,ковдра,blanced
464,Decke::N,ковдра,gwrthban
465,Kissen::N,подушка,clustog
466,Kissen::N,подушка,gobennydd
467,Tuch::N,хустка,sgarff
468,Handtuch::N,рушник,tywel
469,Handtuch::N,рушник,lliain sychu
470,Kraft::N,сила,grym
471,Stärke::N,сила,nerth
472,Stärke::N,сила,cryfder
473,Gesundheit::N,здоров’я,iechyd
474,Krankheit::N,хвороба,afiechyd
475,Krankheit::N,хвороба,anhwylder
476,Schmerz::N,біль,poen
477,Schmerz::N,біль,gwayw
478,Wunde::N,рана,clwyf
479,Fieber::N,гарячка,twymyn
480,Arznei::N,ліки,meddyginiaeth
481,Brücke::N,міст,pont
482,Brunnen::N,колодязь,ffynnon
483,Weide::N,пасовище,porfa
484,Pfad::N,стежка,llwybr
485,Weg::N,шлях,ffordd
486,Weg::N,дорога,ffordd
487,Straße::N,вулиця,heol
488,Straße::N,вулиця,ffordd
489,Dorf::N,село,pentref
490,Stadt::N,місто,tref
491,Brief::N,лист,llythyr
492,Buch::N,книга,llyfr
493,Buch::N,книжка,llyfr
494,Buchstabe::N,буква,llythyren
495,Buchstabe::N,літера,llythyren
496,Zeitung::N,газета,papur newydd
497,Leben::N,життя,bywyd
498,Tod::N,смерть,marwolaeth
499,Grab::N,могила,bedd
500,Kirche::N,церква,eglwys
501,Sünde::N,гріх,pechod
502,Gott::N,бог,duw
503,Arbeiter::N,робітник,gweithiwr
504,Chef::N,хазяїн,pennaeth
505,Meister::N,умілець,meistr
506,Arzt::N,лікар,meddyg
507,Lehrer::N,вчитель,athro
508,Geld::N,гроші,pres
509,Geld::N,гроші,arian
510,Geschäft::N,заняття,busnes
511,Laden::N,магазин,siop
512,Laden::N,крамниця,siop
513,Preis::N,ціна,pris
514,Ware::N,товар,nwydd
515,Nutzen::N,вигода,elw
516,Nutzen::N,вигода,budd
517,Nutzen::N,користь,elw
518,Nutzen::N,користь,budd
519,Reichtum::N,багатство,cyfoeth
520,Welt::N,світ,byd
521,Land::N,країна,gwlad
522,Staat::N,держава,gwladwriaeth
523,König::N,король,brenin
524,Macht::N,влада,grym
525,Macht::N,влада,awdurdod
526,Grenze::N,кордон,ffin
527,Grenze::N,кордон,goror
528,Krieg::N,війна,rhyfel
529,Feind::N,ворог,gelyn
530,Gewalt::N,насильство,ffyrnigrwydd
531,Kampf::N,бій,brwydr
532,Kampf::N,боротьба,brwydr
533,Bogen[Waffe]::N,лук,bwa
534,Pfeil::N,стріла,saeth
535,Gewehr::N,рушниця,dryll
536,Gewehr::N,гвинтівка,dryll
537,Fehler::N,помилка,gwall
538,Fehler::N,помилка,camgymeriad
539,Lüge::N,брехня,celwydd
540,Lüge::N,брехня,anwiredd
541,Schaden::N,шкода,niwed
542,Schaden::N,шкода,difrod
543,Schaden::N,збиток,niwed
544,Schaden::N,збиток,difrod
545,Unglück::N,нещастя,anffawd
546,Schuld::N,провина,bai
547,Alter::N,вік,oed
548,Alter::N,літа,oed
549,Schluss::N,кінець,diwedd
550,Zeit::N,час,amser
551,Tag::N,день,dydd
552,Tag::N,день,diwrnod
553,Morgen::N,ранок,bore
554,Mittag::N,південь,nawn
555,Abend::N,вечір,noswaith
556,Nacht::N,ніч,nos
557,Woche::N,тиждень,wythnos
558,Monat::N,місяць,mis
559,Jahr::N,рік,blwyddyn
560,Frühling::N,весна,gwanwyn
561,Sommer::N,літо,haf
562,Herbst::N,осінь,hydref
563,Winter::N,зима,gaeaf
564,Januar::N,січень,Ionawr
565,Februar::N,лютий,Chwefror
566,März::N,березень,Mawrth
567,April::N,квітень,Ebrill
568,Mai::N,травень,Mai
569,Juni::N,червень,Mehefin
570,Juli::N,липень,Gorffennaf
571,August::N,серпень,Awst
572,September::N,вересень,Medi
573,Oktober::N,жовтень,Hydref
574,November::N,листопад,Tachwedd
575,Dezember::N,грудень,Rhagfyr
576,Montag::N,понеділок,dydd Llun
577,Dienstag::N,вівторок,dydd Mawrth
578,Mittwoch::N,середа,dydd Mercher
579,Donnerstag::N,четвер,dydd Iau
580,Freitag::N,п’ятниця,dydd Gwener
581,Samstag::N,субота,dydd Sadwrn
582,Sonntag::N,неділя,dydd Sul
583,groß::A,великий,mawr
584,klein::A,малий,bach
585,klein::A,маленький,bach
586,lang::A,довгий,hir
587,kurz::A,короткий,byr
588,kurz::A,короткий,cwta
589,breit::A,широкий,llydan
590,schmal::A,вузький,cul
591,dicht::A,густий,dwys
592,dick[Gegenstand]::A,товстий,trwchus
593,dünn::A,тонкий,tenau
594,fein::A,дрібний,main
595,fest::A,міцний,cadarn
596,flach::A,плоский,gwastad
597,glatt::A,рівний,llyfn
598,glatt::A,гладенький,llyfn
599,hart::A,твердий,caled
600,weich::A,м’який,meddal
601,rund::A,круглий,crwn
602,spitz::A,гострокінцевий,pigfain
603,scharf::A,гострий,miniog
604,stumpf::A,тупий,pŵl
605,schwer::A,важкий,trwm
606,schön::A,вродливий,teg
607,schön::A,вродливий,hardd
608,schön::A,вродливий,prydferth
609,heiß::A,жаркий,poeth
610,heiß::A,гарячий,poeth
611,warm::A,теплий,twym
612,warm::A,теплий,cynnes
613,kalt::A,холодний,oer
614,kühl::A,прохолодний,oeraidd
615,frisch::A,свіжий,iach
616,feucht::A,вогкий,llaith
617,nass::A,мокрий,gwlyb
618,trocken::A,сухий,sych
619,voll::A,повний,llawn
620,leer::A,пустий,gwag
621,offen::A,відкритий,agored
622,geschlossen::A,закритий,caead
623,geschlossen::A,закритий,caeëdig
624,geschlossen::A,зачинений,caead
625,geschlossen::A,зачинений,caeëdig
626,sauber::A,чистий,glân
627,sauber::A,охайний,glân
628,schmutzig::A,брудний,budr
629,schmutzig::A,брудний,brwnt
630,roh::A,сирий,amrwd
631,reif::A,зрілий,aeddfed
632,lecker::A,смачний,blasus
633,lecker::A,смачний,danteithiol
634,süß::A,солодкий,melys
635,bitter::A,гіркий,chwerw
636,sauer::A,кислий,sur
637,hell::A,світлий,disglair
638,dunkel::A,темний,tywyll
639,schwarz::A,чорний,du
640,weiß::A,сивий,gwyn
641,rot::A,червоний,coch
642,gelb::A,жовтий,melyn
643,blau::A,синій,glas
644,grün::A,зелений,gwyrdd
645,grau::A,сірий,llwyd
646,bunt::A,барвистий,lliwgar
647,billig::A,дешевий,rhad
648,teuer::A,дорогий,drud
649,wertvoll::A,цінний,gwerthfawr
650,blind::A,сліпий,dall
651,taub::A,глухий,byddar
652,kräftig::A,могутній,nerthol
653,kräftig::A,могутній,grymus
654,stark::A,сильний,cryf
655,stark::A,сильний,cadarn
656,schwach::A,слабкий,gwan
657,fett::A,жирний,tew
658,fett::A,товстий,tew
659,schlank::A,тонкий,main
660,schlank::A,стрункий,main
661,hübsch::A,чарівний,tlws
662,böse::A,злий,drwg
663,böse::A,лихий,drwg
664,dumm::A,дурний,twp
665,faul::A,ледачий,diog
666,fleißig::A,старанний,dyfal
667,geizig::A,скупий,crintach
668,geizig::A,скупий,cybyddlyd
669,klug::A,мудрий,deallus
670,klug::A,розумний,deallus
671,geschickt::A,умілий,medrus
672,geschickt::A,умілий,deheuig
673,lieb::A,милий,hoff
674,lieb::A,милий,annwyl
675,lustig::A,веселий,llon
676,sanft::A,лагідний,mwyn
677,hungrig::A,голодний,newynog
678,krank::A,слабий,sâl
679,krank::A,слабий,gwael
680,nackt::A,голий,noeth
681,traurig::A,сумний,trist
682,lebendig::A,живий,yn fyw
683,gut::A,добрий,da
684,schlecht::A,поганий,drwg
685,schlecht::A,поганий,gwael
686,schlecht::A,кепський,drwg
687,schlecht::A,кепський,gwael
688,richtig::A,правильний,cywir
689,schlimm::A,бридкий,enbyd
690,wahr::A,справжній,gwir
691,alt::A,старий,hen
692,neu::A,новий,newydd
693,ehemalig::A,колишній,blaenorol
694,alt[Lebewesen]::A,старий,oedrannus
695,jung::A,молодий,ifanc
696,arm::A,бідний,tlawd
697,reich::A,багатий,cyfoethog
698,bekannt::A,знайомий,cynefin
699,bekannt::A,знайомий,cyfarwydd
700,berühmt::A,славетний,enwog
701,fremd::A,чужий,estron
702,verschieden::A,різний,gwahanol
703,nah::A,близький,agos
704,fern::A,далекий,pell
705,linker::A,лівий,aswy
706,linker::A,лівий,chwith
707,rechter::A,правий,de
708,rechter::A,правий,deau
709,anderer::A,інакший,arall
710,erster::A,перший,cyntaf
711,zweiter::A,другий,ail
712,dritter::A,третій,trydydd
713,letzter::A,останній,olaf
714,allein::ADV,сам,unig
715,allein::ADV,сам,ar ei ben ei hun
716,allein::ADV,один,unig
717,allein::ADV,один,ar ei ben ei hun
718,auf einmal::ADV,відразу,ar yr un pryd
719,zusammen::ADV,разом,ynghyd
720,zusammen::ADV,разом,gyda'i gilydd
721,zusammen::ADV,спільно,ynghyd
722,zusammen::ADV,спільно,gyda'i gilydd
723,lange::ADV,довго,amser hir
724,plötzlich::ADV,раптом,yn sydyn
725,sofort::ADV,зараз,ar unwaith
726,später::ADV,пізніше,yn ddiweddarach
727,jetzt::ADV,тепер,yn awr
728,heute::ADV,сьогодні,heddiw
729,morgen::ADV,завтра,yfory
730,bald::ADV,незабаром,yn fuan
731,bald::ADV,незабаром,gyda hyn
732,dann::ADV,потім,yna
733,dann::ADV,потім,y pryd hwnnw
734,gestern::ADV,вчора,ddoe
735,einst::ADV,колись,gynt
736,damals::ADV,тоді,ar y pryd
737,damals::ADV,тоді,bryd hynny
738,danach::ADV,згодом,wedyn
739,vorher::ADV,раніше,o'r blaen
740,zuerst::ADV,спершу,yn gyntaf
741,zuerst::ADV,спочатку,yn gyntaf
742,einmal::ADV,один раз,unwaith
743,manchmal::ADV,іноді,weithiau
744,manchmal::ADV,іноді,ar brydiau
745,manchmal::ADV,інколи,weithiau
746,manchmal::ADV,інколи,ar brydiau
747,oft::ADV,часто,yn aml
748,oft::ADV,часто,yn fynych
749,immer::ADV,завжди,bob amser
750,niemals::ADV,ніколи,ni ... byth
751,niemals::ADV,ніколи,ni ... erioed
752,hier::ADV,тут,yma
753,hierhin::ADV,сюди,hyd yma
754,von hier::ADV,звідси,oddi yma
755,dort::ADV,там,acw
756,dorthin::ADV,туди,tuag yno
757,geradeaus::ADV,прямо,syth ymlaen
758,vorwärts::ADV,вперед,ymlaen
759,rückwärts::ADV,назад,yn ôl
760,zurück::ADV,назад,yn ôl
761,unten::ADV,внизу,isod
762,unten::ADV,внизу,oddi tanodd
763,hinab::ADV,вниз,i lawr
764,hinab::ADV,вниз,i waered
765,oben::ADV,вгорі,fry
766,hinauf::ADV,вгору,i fyny
767,hinauf::ADV,вгору,i'r lan
768,überall::ADV,скрізь,ym mhobman
769,nicht::ADV,не,ni
770,nicht::ADV,не,nid
771,ein wenig::ADV,трохи,tipyn
772,ein wenig::ADV,трохи,ychydig
773,ein wenig::ADV,небагато,tipyn
774,ein wenig::ADV,небагато,ychydig
775,kaum::ADV,ледве,prin
776,sehr::ADV,дуже,iawn
777,so::ADV,так,fel
778,so::ADV,так,felly
779,noch::ADV,ще,eto
780,nur::ADV,лише,yn unig
781,nur::ADV,тільки,yn unig
782,schon::ADV,вже,eisoes
783,schon::ADV,вже,yn barod
784,wieder::ADV,знову,drachefn
785,vergebens::ADV,дарма,yn ofer
786,vor::PRP,перед,o flaen
787,hinter::PRP,ззаду,ar ôl
788,hinter::PRP,позаду,ar ôl
789,unter::PRP,під,islaw
790,durch::PRP,крізь,trwy
791,neben::PRP,біля,ar bwys
792,zwischen::PRP,між,rhwng
793,zwischen::PRP,між,cydrhwng
794,wegen::PRP,з-за,o achos
795,wegen::PRP,з-за,oherwydd
796,wegen::PRP,через,o achos
797,wegen::PRP,через,oherwydd
798,dies::PRN,це,hyn
799,das::PRN,то,hynny
800,alles::PRN,все,popeth
801,ich::PRN,я,fi
802,du::PRN,ти,ti
803,er::PRN,він,fe
804,wir::PRN,ми,ni
805,ihr::PRN,ви,chi
806,sie::PRN,вони,hwy
807,was::FPRN,що,pa beth
808,wer::FPRN,хто,pwy
809,wo::FADV,де,ble
810,wo::FADV,де,ym mha le
811,wohin::FADV,куди,i ble
812,wohin::FADV,куди,i ba le
813,wie::FADV,як,sut
