,Concept_ID,tt,kv
794,tausend::NUM,мең,тысяча
795,und::CNJ,вә,и
796,und::CNJ,вә,да
797,oder::CNJ,яки,или
798,oder::CNJ,яисә,или
799,stehen::V,тору,сулавны
800,sitzen::V,утыру,пукавны
801,liegen::V,яту,куйлыны
802,hängen::V,эленү,ӧшавны
803,werden::V,булу,лоны
804,passieren::V,булу,аркмыны
805,beginnen::V,башлану,петны
806,enden::V,бетү,-сь
807,enden::V,бетү,бырны
808,wechseln::V,үзгәртү,вежсьыны
809,aufgehen[Sonne]::V,чыгу,петавны
810,untergehen[Sonne]::V,бату,пуксьыны
811,scheinen[Sonne]::V,яктырту,югьявны
812,donnern::V,күкрәү,гымавны
813,wehen::V,исү,пӧлявны
814,strömen::V,агу,киссьыны
815,fließen::V,агу,визывтны
816,sich drehen::V,бөтерелү,бергавны
817,schwanken::V,икеләнү,кӧвьясьны
818,schwingen::V,тирбәлү,дюттясьны
819,fallen::V,егылу,усьны
820,brennen::V,яну,сотчыны
821,rauchen::V,төтәү,тшынасьны
822,rauchen::V,төтенләү,тшынасьны
823,regnen::V,яву,зэрны
824,gefrieren::V,кату,гегдыны
825,tauen::V,эрү,сывны
826,tauen::V,эретү,сывны
827,schmelzen::V,эрү,сывны
828,schmelzen::V,эретү,сывны
829,trocknen::V,кибү,косьмыны
830,sieden::V,ургылу,пизьны
831,faulen::V,черү,нёльзьыны
832,verfaulen::V,черү,тӧрмыны
833,verfaulen::V,черү,сiсьмыны
834,reißen::V,өзелү,косясьны
835,versinken::V,бату,вӧйны
836,vergehen::V,авышу,мунны
837,erscheinen::V,пәйда булу,мыччисьны
838,verschwinden::V,югалу,ӧшны
839,verschwinden::V,юк булу,ӧшны
840,sinken::V,кимү,ямны
841,sinken::V,кайту,ямны
842,abnehmen::V,азаю,ямны
843,zunehmen::V,арту,паськавны
844,zunehmen::V,күбәю,паськавны
845,zunehmen::V,ишәю,паськавны
846,steigen::V,үсү,лэбтiсьны
847,wachsen::V,үсү,быдмыны
848,glänzen::V,ялкылдау,свиттявны
849,funkeln::V,ялтырау,югйовтлыны
850,funkeln::V,ялтырау,югйӧв-керны
851,lärmen::V,шаулау,чавзыны
852,läuten::V,шалтырату,диньгыны
853,klingeln::V,шалтырату,силькӧтны
854,klirren::V,чылтырау,жольӧтны
855,brausen::V,давыллау,гуасьны
856,brausen::V,дулау,гуасьны
857,rauschen::V,кыштырдау,кышӧтны
858,klingen::V,ишетелү,горавны
859,bellen::V,өрү,увтны
860,bellen::V,өрү,вувтны
861,heulen::V,улау,уннявны
862,blasen::V,өрү,пӧлявны
863,pfeifen::V,сызгырту,пиксыны
864,schreien::V,кычкыру,айзыны
865,stöhnen::V,ыңгырашу,ойзыны
866,stöhnen::V,ыңгырашу,ружтыны
867,zittern::V,калтырау,легьявны
868,zittern::V,калтырану,легьявны
869,leben::V,яшәү,овны
870,leben::V,гомер итү,овны
871,geboren werden::V,туу,шогмыны
872,atmen::V,сулау,лолавны
873,trinken::V,эчү,юны
874,essen::V,ашау,сёйны
875,schlucken::V,йоту,ньылавны
876,müde werden::V,ялыгу,мыдзны
877,müde werden::V,йөгенү,мыдзны
878,einschlafen::V,йокыга китү,ланьтны
879,schlafen::V,йоклау,узьны
880,aufwachen::V,уяну,саймыны
881,aufwachen::V,уяну,пальмыны
882,aufstehen::V,тору,сувтны
883,sich erholen::V,ял алу,шоччисьлыны
884,sich erholen::V,истирахәт итү,шоччисьлыны
885,krank werden::V,чирләү,моржитны
886,krank sein::V,чирләү,шогавны
887,krank sein::V,чирләү,визьӧтны
888,schmerzen::V,авырту,висьны
889,husten::V,ютәлләү,кашляйтны
890,genesen::V,савыгу,бурдны
891,genesen::V,сәламәтләнү,бурдны
892,sterben::V,үлү,кувны
893,sterben::V,дөнья кую,кувны
894,sterben::V,вафат булу,кувны
895,umkommen::V,үлү,вийсьыны
896,sich bewegen::V,йөрү,локны
897,sich bewegen::V,йөрү,ветлӧтны
898,sich rühren::V,кыймылдау,вӧрзьӧтчыны
899,sich erheben::V,басу,сувтны
900,sich setzen::V,утыру,пуксьыны
901,hinfallen::V,егылу,пӧрласьны
902,laufen::V,җәяүләү,мунны
903,schreiten::V,атлау,тальччавны
904,spazierengehen::V,йөрү,котрасьны
905,spazierengehen::V,йөргенү,котрасьны
906,eilen::V,ашыгу,тэрмасьны
907,sich beeilen::V,ашыгу,тэрмасьны
908,sich beeilen::V,кызулау,тэрмасьны
909,sausen::V,җилдерү,вирдавны-котӧртны
910,rennen::V,йөгерү,
911,springen::V,сикерү,чеччавны
912,klettern::V,үрмәләү,кышасьны
913,schaukeln::V,атыну,чурликасьны
914,kriechen::V,шуышу,кыскасьны-мунны
915,kriechen::V,үрмәләү,кыскасьны-мунны
916,schwimmen::V,йөзү,вартчыны
917,tauchen::V,чуму,сунгисьны ваӧ
918,rudern::V,ишү,сынны
919,fahren::V,бару,мунны
920,fliegen::V,очу,лэбавны
921,gehen::V,йөрү,мунны
922,weggehen::V,китү,мунны
923,abfahren::V,кузгалу,иньдӧтчыны
924,abfahren::V,кузгалу,мунны
925,anhalten::V,тукталу,сувтны
926,hineingehen::V,инү,пырны
927,eintreten::V,инү,пырны
928,kommen::V,килү,локны
929,ankommen::V,бару,локны
930,zurückkommen::V,кире кайту,бертны
931,zurückkommen::V,кире кайту,панӧвтсьыны
932,bleiben::V,калу,кольччыны
933,warten::V,көтү,видзчисьны
934,erwarten::V,көтү,видзчисьны
935,suchen::V,эзләү,кошшыны
936,finden::V,табу,адззыны
937,versuchen::V,маташу,пондыны
938,versuchen::V,маташу,пондӧтны
939,vorbereiten::V,хәзерләү,лӧсьӧтны
940,lieben::V,сөю,милуйтны
941,lieben::V,ярату,милуйтны
942,mögen::V,өнәү,радейтны
943,lachen::V,көлү,серавны
944,rühren::V,дулкынландыру,сьӧлӧм вӧрзьӧтны
945,weinen::V,елау,горзыны
946,schimpfen::V,сүгү,видчыны
947,schimpfen::V,сүгенү,видчыны
948,sich ärgern::V,ачулану,лёкавны
949,sich fürchten::V,курку,повны
950,fürchten::V,калтырау,повны
951,fürchten::V,калтырану,повны
952,fliehen::V,арка бирү,пышшыны
953,flüchten::V,качу,пышшыны
954,sehen::V,күрү,адззыны
955,anschauen::V,карау,видзӧтны
956,ansehen::V,карау,видзӧтны
957,ansehen::V,күзәтү,видзӧтны
958,hören::V,ишетү,кывны
959,zuhören::V,тыңлау,кывзыны
960,probieren::V,тату,пешлыны
961,riechen::V,иснәү,дукавны
962,fühlen::V,тою,кывны
963,fühlen::V,сизү,кывны
964,scheinen::V,күренү,декуйтчыны
965,zu sehen sein::V,күренү,тыдавны
966,vernehmen::V,ишетү,тӧдмавны
967,frieren::V,өшү,гегдыны
968,frieren::V,күшегү,гегдыны
969,tun::V,итү,керны
970,können::V,алу,вермыны
971,wollen::V,теләү,мӧдны
972,anfangen::V,керешү,петны
973,beenden::V,бетерү,ештӧтны
974,beenden::V,бетерү,керыштны
975,beenden::V,тәмамлау,ештӧтны
976,beenden::V,тәмамлау,керыштны
977,aufhören::V,бетү,дугдыны
978,gelingen::V,уңу,шогмыны
979,geraten::V,сабышу,мыччисьны
980,öffnen::V,ачу,осьтны
981,schließen::V,ябу,пӧднавны
982,stellen::V,кую,сувтӧтны
983,setzen::V,утырту,пуксьӧтны
984,legen::V,яткыру,пуктыны
985,berühren::V,тию,вӧрзьӧтны
986,verbinden::V,ялгау,йитны
987,bedecken::V,өрту,вевттьыны
988,bedecken::V,каплау,вевттьыны
989,bedecken::V,томалау,вевттьыны
990,aufhängen::V,асу,ӧшӧтны
991,anzünden::V,кабызу,ӧзтыны
992,aufheben::V,күтәрү,лэбтыны
993,zurücklassen::V,калдыру,кольны
994,verlieren::V,югалту,ӧштыны
995,fallen lassen::V,төшерү,уськӧтны
996,machen::V,ясау,керны
997,machen::V,эшләү,керны
998,herstellen::V,ясау,вӧчны
999,bauen::V,кору,строитны
1000,reparieren::V,төзәтү,вочны
1001,verbessern::V,яхшырту,бурсьӧтны
1002,ändern::V,үзгәртү,вежны
1003,graben::V,казу,гарйыны
1004,beugen::V,ию,кусіньтны
1005,biegen::V,бөгү,чукыльтыштны
1006,drehen::V,бору,бергӧтны
1007,drehen::V,бөтерү,бергӧтны
1008,wenden::V,бору,бергӧтны
1009,umdrehen::V,түнтәрү,бергӧтны
1010,heben::V,күтәрү,лэбтыны
1011,hochheben::V,күтәрү,лэбтыны
1012,ergreifen::V,эләктерү,кватитны
1013,halten::V,тоту,видзны
1014,drücken::V,кысу,личкыны
1015,schieben::V,кузгату,тойлавны
1016,kratzen::V,тырнау,шаркӧтны
1017,lecken::V,ялау,нювны
1018,beißen::V,тешләү,йирны
1019,abreißen::V,өзү,орӧтны
1020,abschneiden::V,кыю,шӧрыштны
1021,abschneiden::V,кыю,вундыштны
1022,abschneiden::V,кисү,шӧрыштны
1023,abschneiden::V,кисү,вундыштны
1024,binden::V,бәйләү,гӧрдззыны
1025,stecken::V,төртү,мӧртны
1026,stecken::V,тыгу,мӧртны
1027,brechen::V,сындыру,жугдыны
1028,klopfen::V,шаку,зукӧтны
1029,klopfen::V,шакылдау,зукӧтны
1030,hauen::V,кыйнау,желльыны
1031,kleben::V,ябыштыру,лякӧтны
1032,reiben::V,ышку,зыртны
1033,streichen::V,ягу,мавтны
1034,schleifen::V,кайрау,кыскыны
1035,schneiden::V,кисү,вундавны
1036,rütteln::V,селкетү,шатлавны
1037,schütteln::V,селкетү,зыбӧтны
1038,schwenken::V,болгау,ӧвтны
1039,schwenken::V,болгау,макайтны
1040,schütten::V,кою,кисьтны
1041,füllen::V,тутыру,тыртны
1042,füllen::V,тутыру,тырсьӧтны
1043,einwickeln::V,төрү,тубны
1044,tragen::V,ташу,новйӧтны
1045,schleppen::V,сөйрәү,кыскыны
1046,schleppen::V,өстерәү,кыскыны
1047,ziehen::V,тарту,кыскыны
1048,aufbewahren::V,саклау,видзны
1049,werfen::V,ыргыту,шентывлыны
1050,fangen::V,тоту,кутны
1051,packen::V,эләктерү,кутасьны
1052,packen::V,эләктерү,кватитны
1053,verstecken::V,яшерү,дзебны
1054,teilen::V,бүлү,торйӧтны
1055,schicken::V,җибәрү,иньдыны
1056,bringen::V,китерү,вайны
1057,hinzufügen::V,өстәү,содтыны
1058,bekommen::V,алу,получитны
1059,erhalten::V,алу,получитны
1060,nehmen::V,алу,босьтны
1061,wählen::V,сайлау,бӧрйыны
1062,auswählen::V,сайлау,бӧрйыны
1063,bewahren::V,саклау,видзны
1064,behindern::V,комачаулау,падтыны
1065,verderben::V,бозу,изводавны
1066,beschädigen::V,бозу,паздыны
1067,zerbrechen::V,вату,паздыны
1068,zerreißen::V,өзү,косявны
1069,zerreißen::V,ерту,косявны
1070,zerstören::V,җимерү,паздыны
1071,verbrennen::V,яндыру,сотны
1072,verbrennen::V,көйдерү,сотны
1073,geben::V,бирү,сетны
1074,reichen::V,тапшыру,сетны
1075,schenken::V,бүләкләү,козьнавны
1076,versprechen::V,вәгъдә бирү,кӧсйыны
1077,wünschen::V,котлау,бурсьыны
1078,loben::V,мактау,ошкыны
1079,küssen::V,үбү,окавны
1080,wiegen::V,тирбәтү,тюттьӧтны
1081,zudecken::V,ябу,вевттьыны
1082,zudecken::V,бөркәү,вевттьыны
1083,wecken::V,уяту,саймӧтны
1084,zeigen::V,күрсәтү,мыччавны
1085,führen::V,йөртү,нуӧтны
1086,lehren::V,өйрәтү,велӧтны
1087,unterrichten::V,укыту,велӧтны
1088,aufziehen::V,асрау,быдтыны
1089,leiten::V,җитәкләү,юравны
1090,leiten::V,җитәкләү,веськӧтлыны
1091,antreiben::V,куалау,тэрмӧтны
1092,antreiben::V,әйдәләү,тэрмӧтны
1093,antreiben::V,ашыктыру,тэрмӧтны
1094,lassen::V,мәҗбүр итү,-ӧтыны
1095,einladen::V,чакыру,корны
1096,vereinigen::V,берләштерү,ӧтувтны
1097,vereinigen::V,берләштерү,ӧтлаавны
1098,besuchen::V,керешү,пыравлыны
1099,treffen::V,очрату,пантавны
1100,sich versammeln::V,җыелышу,ӧксьыны
1101,spielen::V,уйнау,орсны
1102,singen::V,җырлау,сьывны
1103,tanzen::V,бию,йӧктыны
1104,sich trennen::V,аерылу,торьясьны
1105,sich trennen::V,ташлашу,торьясьны
1106,verlassen::V,ташлау,кольны
1107,verlassen::V,калдыру,кольны
1108,retten::V,коткару,мынтны
1109,bewachen::V,каравыллау,смекайтны
1110,schützen::V,ышыклау,дорйыны
1111,verteidigen::V,яклау,дорйыны
1112,verteidigen::V,саклау,дорйыны
1113,sich schlagen::V,сугышу,тышкасьны
1114,schießen::V,ату,лыйны
1115,siegen::V,җиңү,вермыны
1116,ärgern::V,ачуландыру,лӧгӧтны
1117,schlagen::V,ору,базнитны
1118,schlagen::V,бәрү,базнитны
1119,schlagen::V,тукмау,базнитны
1120,treten::V,тибү,чужьявны
1121,stechen::V,кадау,бытшкыны
1122,stoßen::V,этү,тапкыны
1123,stoßen::V,этү,тойыштны
1124,stehlen::V,урлау,гусявны
1125,stören::V,комачаулау,костіавны
1126,belästigen::V,борчу,назыляйтны
1127,belästigen::V,билмазалау,назыляйтны
1128,verbergen::V,яшерү,дзебны
1129,täuschen::V,алдату,бӧбӧтны
1130,täuschen::V,алдату,пӧрьявны
1131,betrügen::V,хәрәмләшү,муклачитны
1132,töten::V,үтерү,вийны
1133,wohnen::V,яшәү,овны
1134,arbeiten::V,эшләү,уджавны
1135,sammeln::V,туплау,ӧктыны
1136,pflücken::V,өзү,судзлавны
1137,jagen::V,аулау,вӧравны
1138,fischen::V,балык тоту,чериавны
1139,fassen::V,тоту,кутны
1140,hüten::V,көтү,вердны
1141,hüten::V,көтү,йирсьӧтны
1142,treiben::V,куалау,вашӧтны
1143,anbinden::V,бәйләү,кӧртавны
1144,füttern::V,туйдыру,вердны
1145,melken::V,саву,высьтыны
1146,melken::V,саву,чилькӧтны
1147,hacken::V,чабу,керавны
1148,gießen::V,сугару,киськавны
1149,reifen::V,җитешү,кисьмыны
1150,zubereiten::V,пешеренү,лӧсьӧтны
1151,kochen::V,пешерү,пуны
1152,kochen::V,кайнату,пуны
1153,backen::V,пешерү,пӧжавны
1154,braten::V,куыру,жаритны
1155,braten::V,кыздыру,жаритны
1156,umrühren::V,бутау,соравны
1157,umrühren::V,болгату,соравны
1158,stricken::V,бәйләү,домавны
1159,nähen::V,тегү,вурны
1160,färben::V,ману,краситны
1161,reinigen::V,чистарту,весӧтны
1162,waschen::V,юу,пеславны
1163,abwischen::V,сөртү,чышкыны
1164,spülen::V,чайкау,гывьявны
1165,fegen::V,себерү,чышкыны
1166,kehren::V,себерү,чышкыны
1167,baden::V,коену,купайтчыны 
1168,sich waschen::V,юыну,миссьыны
1169,ausziehen::V,чишенү,гыжтӧтны
1170,ausziehen::V,чишенү,пӧрччавны
1171,anziehen::V,кию,пасьтавны
1172,sich anziehen::V,киенү,пасьтасьны
1173,kämmen::V,тарау,сынавны
1174,schmücken::V,бизәү,баситны
1175,schmücken::V,бизәкләү,баситны
1176,sagen::V,дию,висьтавны
1177,sagen::V,әйтү,висьтавны
1178,sprechen::V,сөйләү,шуны
1179,sprechen::V,сөйләшү,шуны
1180,reden::V,сөйләү,баитны
1181,sich unterhalten::V,сөйләшү,сёрнитны
1182,fragen::V,сорау,юавны
1183,fragen::V,сорашу,юавны
1184,bitten::V,үтенү,корны
1185,erzählen::V,сөйләү,висьтавны
1186,mitteilen::V,белдерү,висьтавны
1187,nennen::V,дию,нимтны
1188,rufen::V,дәшү,китсавны
1189,rufen::V,дәшү,корны
1190,rufen::V,дәшү,чукӧстны
1191,prahlen::V,мактану,ошшасьны
1192,prahlen::V,шапырыну,ошшасьны
1193,übersetzen::V,күчерү,вуджӧтны
1194,denken::V,уйлау,чайтны
1195,glauben::V,инану,веритны
1196,bemerken::V,искәрү,казявны
1197,erkennen::V,тану,тӧдсавны
1198,begreifen::V,аңлау,вежӧртны
1199,begreifen::V,төшенү,вежӧртны
1200,verstehen::V,аңлау,кывны
1201,verstehen::V,төшенү,кывны
1202,lernen::V,уку,велӧтчыны
1203,lernen::V,өйрәнү,велӧтчыны
1204,wissen::V,белү,тӧдны
1205,sich erinnern an::V,хәтерләү,касьтывны
1206,vergessen::V,оныту,вунӧтны
1207,messen::V,үлчәү,меряйтны
1208,zählen::V,санау,лыддьыны
1209,rechnen::V,исәпләү,лыддьыны
1210,lesen::V,уку,лыддьӧтны
1211,malen::V,рәсем ясау,
1212,malen::V,сурәт ясау,
1213,malen::V,сурәтләү,
1214,zeichnen::V,язу-сызу,гижмавны
1215,zeichnen::V,сурәт ясау,гижмавны
1216,schreiben::V,язу,гижны
1217,besitzen::V,биләү,лоны
1218,kaufen::V,алу,небны
1219,verkaufen::V,сату,вузавны
1220,bezahlen::V,түләү,вештыны
1221,zahlen::V,түләү,вештыны
1222,beherrschen::V,ия булу,
1223,ertragen::V,чыдау,терпитны
