,Concept_ID,lbe,av
1307,bezahlen::V,багьа булун,кьезе
1308,zahlen::V,арцу дулун,кьезе
1309,zahlen::V,багьа булун,кьезе
1310,beherrschen::V,дуну икӏан,
1311,beherrschen::V,заллуну икӏан,
1312,ertragen::V,бухӏан,баччизе
1313,Leber::N,,тӏул
1314,Anhöhe::N,,сийитма
1315,Bucht::N,,кӏветӏ
1316,Barsch::N,,окунь
1317,Hecht::N,,щука
1318,Laus::N,,нацӏ
1319,Ruf::N,,ахӏи
1320,Platz::N,,бакӏ
1321,Kante::N,,рагӏал
1322,Kante::N,,рагӏа-ракьан
1323,Größe::N,,кӏодо́лъи
1324,Tasche::N,,сумка
1325,Tasche::N,,къвачӏа
1326,Öl::N,,нах
1327,König::N,,пача
1328,König::N,,малик
1329,König::N,,къирал
1330,König::N,,падишагь
1331,fein::A,,тӏеренаб
1332,auf einmal::ADV,,цихӏинтӏаго
1333,bald::ADV,,гьабсагӏаталъ
1334,einst::ADV,,цин
1335,sie::PRN,,дол
1336,sie::PRN,,эл
1337,siebzig::NUM,,лъабкъо́ялда анцӏго
1338,klirren::V,,зваргъизе
1339,heulen::V,,рурудизе
1340,zu sehen sein::V,,бихьизе
1341,wollen::V,,бокьизе
1342,geraten::V,,бахъизе
1343,kratzen::V,,хачазе
1344,stecken::V,,къазабизе
1345,schleifen::V,,лъухьизе
1346,rütteln::V,,багъа-бачаризабизе
1347,ziehen::V,,цӏазе
1348,packen::V,,кквезе
1349,wünschen::V,,бокьизе
1350,zudecken::V,,тӏадбигъине
1351,antreiben::V,,гӏедегӏизабизе
1352,treten::V,,мал тункизе
