,Concept_ID,lbe,av
153,Bau::N,цукъуккутӏ,каратӏ
154,Tier::N,хӏайван,хӏайван
155,Herde::N,газу,рехъен
156,Herde::N,газу,рехъед
157,Kuh::N,оьл,гӏака
158,Bulle::N,ниц,оц
159,Pferd::N,чу,чу
160,Schaf::N,тта,чахъу
161,Schwein::N,дунгъуз,болъон
162,Hund::N,ккаччи,гьой
163,Katze::N,ччиту,кету
164,Bär::N,цуша,ци
165,Eichhörnchen::N,бюрхттукку,гвангва
166,Elch::N,ниц-бюрин,
167,Fuchs::N,цулчӏа,цер
168,Fuchs::N,куча цулчӏа,цер
169,Hase::N,бюрх,гӏанкӏ
170,Maus::N,кӏулу,гӏункӏкӏ
171,Wolf::N,барцӏ,бацӏ
172,Vogel::N,лелуххи,хӏинчӏ
173,Schwarm::N,гьухъала,тӏел
174,Huhn::N,аьнакӏи,гӏанкӏу
175,Hahn::N,ажари,хӏелеко
176,Gans::N,къаз,хъаз
177,Adler::N,барзу,цӏум
178,Ente::N,урдак,ордек
179,Eule::N,ису,беццаруз
180,Eule::N,ччиккумяв,беццаруз
181,Kranich::N,кьурукь,къункъра
182,Krähe::N,хъатӏу,гъеду
183,Kuckuck::N,ччикку,гагу
184,Schwan::N,урттил къаз,хӏанкъва
185,Fisch::N,чавахъ,ччугӏа
186,Schlange[Tier]::N,шатта,борохь
187,Wurm::N,кьюнукьай шатта,хӏапара
188,Spinne::N,ххялцу,хъанхъра
189,Ameise::N,митӏикьукьу,цӏунцӏра
190,Mücke::N,мичӏак,кӏкӏара
191,Fliege::N,зимиз,тӏутӏ
192,Schmetterling::N,чӏимучӏали,кӏалкӏучӏ
193,Beere::N,хӏаллил ахъулсса,
194,Apfel::N,гьивч,гӏеч
195,Pilz::N,ттуккул иис,гӏурдахӏан
196,Zwiebel::N,лаччул чсмусул бакӏ,кӏочӏопер
197,Saat::N,гьанна,хьон
198,Korn::N,къама,мугь
199,Heu::N,ххулув,хер
200,Schale::N,ккиртту,хъал
201,Grube::N,кӏаланг,гвенд
202,Falle::N,къатӏа,къор
203,Falle::N,къатӏа,къотен
204,Schlinge::N,хӏатӏ,кӏичӏ
205,Spur::N,ша,лъалкӏ
206,Asche::N,лах,рахъу
207,Dreck::N,кьяркьи,гъиз
208,Dreck::N,кьяркьи,хӏарщ
209,Dreck::N,венп,гъиз
210,Dreck::N,венп,хӏарщ
211,Eisen::N,мах,махх
212,Gold::N,муси,месед
213,Silber::N,арцу,гӏарац
214,Kohle::N,кӏалаш,тӏурччи
215,Kohle::N,хъуручӏ,тӏурччи
216,Glas::N,пюрун,цӏер
217,Lehm::N,сина аьрщи,хӏатӏ
218,Sand::N,къун,сали
219,Mensch::N,инсан,чи
220,Mann::N,чув,бихьинчи
221,Mann::N,адимина,бихьинчи
222,Frau::N,щарсса,гӏадан
223,Frau::N,хъамитайпа,гӏадан
224,Kind::N,чӏиви оьрчӏ,лъимер
225,Junge::N,оьрчӏ,вас
226,Junge::N,бурхьин оьрчӏ,вас
227,Mädchen::N,душ,яс
228,Familie::N,кулпат,хъизан
229,Großvater::N,ттатта,кӏудада
230,Großvater::N,ниттил ппу,кӏудада
231,Großmutter::N,буттал нину,кӏодо
232,Eltern::N,нину-ппу,эбел-эмен
233,Vater::N,ппу,эмен
234,Mutter::N,нину,эбел
235,Sohn::N,арс,вас
236,Tochter::N,душ,яс
237,Bruder::N,уссу,вац
238,Schwester::N,ссу,яц
239,Onkel::N,буттауссу,даци
240,Tante::N,буттал ссу,ада
241,Ehemann::N,лас,рос
242,Ehefrau::N,щар,чӏужу
243,Ehefrau::N,щарсса,чӏужу
244,Freude::N,шадшиву,ракӏбохи
245,Freude::N,ххаришиву,ракӏбохи
246,Gelächter::N,хъяхъаву,релъи
247,Glück::N,талихӏ,талихӏ
248,Glück::N,талихӏ,талихӏ-рохел
249,Kummer::N,дард,хӏалкъай
250,Wunsch::N,мурад,къасд
251,Lust::N,гьавас,гъира
252,Lust::N,ччаву,гъира
253,Geist::N,рухӏ,чӏанкӏ
254,Geist::N,рухӏ,рухӏ-жан
255,Gedanke::N,пикри,пикру
256,Gedächtnis::N,дакӏний личӏаву,
257,Verstand::N,аькьлу,лумалъи
258,Verstand::N,аькьлу,цӏодорлъи
259,Sinn::N,мяъна,магӏна
260,Grund::N,багьана,багьана
261,Wahrheit::N,тӏайламур,ритӏухълъи
262,Wahrheit::N,хӏакьмур,ритӏухълъи
263,Gespräch::N,ихтилат,накъит
264,Märchen::N,магьа,маргьа
265,Erzählung::N,хавар,къиса
266,Nachricht::N,хавар,хабар
267,Neuigkeit::N,хавар,хабар-гӏазаб
268,Name::N,цӏа,цӏар
269,Rätsel::N,ссигьа,бицанкӏо
270,Rede::N,гъалгъа,речь
271,Rede::N,гъалгъа,калам
272,Sprache::N,маз,мацӏ
273,Stimme::N,чӏу,гьаракь
274,Stimme::N,чӏукӏа,гьаракь
275,Wort::N,махъ,рагӏи
276,Zeichen::N,лишан,ишара
277,Zeichen::N,лишан,гӏаламат
278,Lärm::N,чӏу,хъуй
279,Lärm::N,чӏу,хъуди
280,Laut::N,чӏу,гьаракь
281,Laut::N,чӏу,сас
282,Ton::N,чӏу,
283,Lied::N,балай,кечӏ
284,Ruhe::N,дигьалагру,рахӏат
285,Leute::N,инсантал,гӏадамал
286,Volk::N,ил,халкъ
287,Volk::N,халкь,халкъ
288,Arbeit::N,заву,хӏалтӏи
289,Gast::N,хъамаличу,гьобол
290,Geschenk::N,бухчакарши,сайигъат
291,Geschenk::N,лажинккакку,сайигъат
292,Spiel::N,тӏуркӏу,хӏай
293,Spiel::N,тӏуркӏу,расанди
294,Gesellschaft::N,жямат,жамагӏат
295,Gesellschaft::N,ккуран,жамагӏат
296,Hilfe::N,кумаг,кумек
297,Freund::N,дус,гьудул
298,Kamerad::N,хӏаласу,гьалмагъ
299,Angelegenheit::N,иш,къваригӏел
300,Anzahl::N,аьдад,рикӏкӏен
301,Art::N,жинс,жинс
302,Stück::N,касак,кесек
303,Teil::N,бутӏа,пай
304,Hälfte::N,дачӏи,бащдаб
305,Kreis::N,кюрщан,гор
306,Kreuz::N,ххач,хъанч
307,Linie::N,щва,мухъ
308,Strich::N,щва,хӏучч
309,Abstand::N,манзил,манзил
310,Entfernung::N,манзил,манзил
311,Gegend::N,кӏану,рахъ
312,Ort::N,кӏану,бакӏ
313,Seite::N,чул,рахъ
314,Seite::N,чулухалу,рахъ
315,Mitte::N,дя,бакьулъбакӏ
316,Gegenstand::N,зат,жо
317,Sache::N,зат,жо
318,Rand::N,зума,мицӏир
319,Ecke::N,мурцӏу,цили
320,Spitze::N,мицӏ,тӏогь
321,Ende::N,зума,кӏал
322,Loch::N,ккутӏ,каратӏ
323,Winkel::N,мурцӏу,
324,Muster::N,накьич,накъиш
325,Länge::N,лахъишиву,халалъи
326,Höhe::N,лахъшиву,борхалъи
327,Gewicht::N,дуццин,бакӏлъи
328,Gewicht::N,кӏушиву,бакӏлъи
329,Haufen::N,бакӏу,гъуни
330,Reihe::N,кьюкьа,ирга́
331,Boot::N,луткка,раса
332,Ruder::N,весло,раххан
333,Ruder::N,чӏатӏа,раххан
334,Schlitten::N,чана,чанагъ
335,Schlitten::N,санкка,чанагъ
336,Ski::N,лижарду,лыжаби
337,Lagerfeuer::N,къавтӏн,цӏа
338,Last::N,гьиву,бакӏлъи
339,Gang::N,нанаву,хьвади
340,Gang::N,нанаву,хьвада-чӏвади
341,Schritt::N,ша,гали
342,Norden::N,ухссав,шимал
343,Norden::N,ухссавнил чулухалу,шимал
344,Süden::N,кьилва,юг
345,Süden::N,кьилва,къибла
346,Westen::N,баргълагавал,гъарб
347,Westen::N,баргълагавал,магъриб
348,Westen::N,баргълагавал чул,гъарб
349,Westen::N,баргълагавал чул,магъриб
350,Osten::N,баргъбуккай чулухалу,шаркъ
351,Osten::N,баргъбуккай чулухалу,машрикъ
352,Holz::N,тӏама,цӏул
353,Brett::N,тахта,хъарщи
354,Platte::N,гъуни,къоно
355,Stütze::N,гьалакӏу,
356,Stange::N,къазихъ,гӏер
357,Stock::N,ттархь,тӏил
358,Stab::N,ччантӏакъу,гӏер
359,Rohr::N,бургъу,турба
360,Haus::N,къатта,ригь
361,Haus::N,къатта,рукъзал
362,Heim::N,къатта,рукъ
363,Ofen::N,пач,печь
364,Fußboden::N,чӏанкъатта,чӏабар
365,Tisch::N,усттул,стол
366,Stuhl::N,кӏану,бакӏу
367,Wiege::N,оьрчӏал кӏану,кини
368,Bett::N,тах,кровать
369,Regal::N,чӏаму,хъарщи
370,Kiste::N,яшикӏ,ящик
371,Kiste::N,яшикӏ,тӏалагъуд
372,Kiste::N,къурши,ящик
373,Kiste::N,къурши,тӏалагъуд
374,Fenster::N,чӏавахьулу,гордо
375,Tür::N,нуз,нуцӏа
376,Tür::N,нузкьун,нуцӏа
377,Tor::N,къапу,каву
378,Tor::N,дарваза,каву
379,Zaun::N,дайгьузанну,раци
380,Dach::N,магъи,тӏох
381,Dach::N,цӏиялу,тӏох
382,Leiter::N,чуртту,мали
383,Besen::N,чӏатлу,жул
384,Spaten::N,бил,бел
385,Schaufel::N,чӏатӏа,раххан
386,Gabel::N,гьиссилу,гӏучӏ
387,Löffel::N,къуса,гъуд
388,Messer::N,чӏила,нус
389,Nagel::N,мяр,магӏ
390,Netz::N,къери,гьин
391,Haken::N,къича,гъанцӏа
392,Griff::N,куяму,гӏоркь
393,Schloss::N,кьункьула,кӏулал
394,Bild::N,сурат,сурат
395,Puppe::N,ссихьу,нани
396,Beutel::N,чантай,таргьа
397,Bündel::N,гьи,къай
398,Bündel::N,къар,къай
399,Eimer::N,бадра,ведро
400,Deckel::N,къапаза,тӏалъел
401,Deckel::N,къапаза,дадитӏалъел
402,Geschirr::N,пюрунчӏул,цӏарагӏ
403,Geschirr::N,тӏахӏникӏичӏу,цӏарагӏ
404,Sack::N,къап,хъап
405,Sack::N,къап,къандалъо
406,Sack::N,дарваг,хъап
407,Sack::N,дарваг,къандалъо
408,Tasse::N,пижан,чашка
409,Tasse::N,пинжан,чашка
410,Tasse::N,инкираччатӏи,чашка
411,Tasse::N,цинцилттал бушкъап,чашка
412,Topf::N,кӏункӏур,хьаг
413,Kessel::N,чаг,хьаг
414,Kessel::N,чаг,гереги
415,Kessel::N,кӏункӏур,хьаг
416,Kessel::N,кӏункӏур,гереги
417,Essen::N,дукия,тӏагӏам
418,Essen::N,дукин,тӏагӏам
419,Nahrung::N,дукра,квен
420,Speise::N,дукра,квен
421,Fleisch::N,дикӏ,гьан
422,Getreide::N,къама,бугӏа-ролъ
423,Getreide::N,къама,могьолабл_культураби
424,Brei::N,ккурч,карщ
425,Brot::N,ччатӏ,чед
426,Scheibe::N,парча,мочӏу
427,Fett::N,аьгъушиву,беэнлъи
428,Butter::N,нагь,нах
429,Butter::N,лагаву,нах
430,Salz::N,цӏву,цӏам
431,Suppe::N,накь,чурпа
432,Honig::N,ницӏ,гьоцӏо
433,Milch::N,накӏ,рахь
434,Tee::N,чяй,чай
435,Leder::N,бурчу,тӏом
436,Wolle::N,ппал,квас
437,Stoff::N,янна,ххам
438,Nadel::N,ххалаххи,рокӏкӏен
439,Faden::N,ххал,кун
440,Knopf::N,банд,маргъал
441,Knoten::N,къурхъ,гарацӏ
442,Farbe::N,сир,релъен
443,Kleidung::N,янна,ретӏел
444,Kleidung::N,лаххия,ретӏел
445,Hemd::N,гьухъа,гурде
446,Kragen::N,дарвач,габур
447,Ärmel::N,кахха,къвал
448,Hose::N,хӏажак,тӏажу
449,Gürtel::N,мухӏлу,рачел
450,Mütze::N,кьяпа,тӏагъур
451,Stiefel::N,чакма,этек
452,Stiefel::N,чакма,чакма
453,Ring::N,кӏисса,баргъич
454,Band::N,линт,лента
455,Kamm::N,ттарал,гьоркьо
456,Spiegel::N,дагьани,матӏу
457,Riemen::N,эн,рижу
458,Schnur::N,хьхьа,
459,Decke::N,виргъан,одея́ло
460,Kissen::N,кӏаралу,къандалъо
461,Tuch::N,карщи,квархьи
462,Handtuch::N,калихьу,беркӏалрацӏцӏ
463,Handtuch::N,лажинлихьу,беркӏалрацӏцӏ
464,Kraft::N,эллаж,гуч
465,Kraft::N,эллаж,къуват
466,Stärke::N,гуж,хӏалкӏвей
467,Gesundheit::N,цӏуллу-сагъшиву,сахлъи́
468,Krankheit::N,къашайшиву,унти
469,Krankheit::N,къашайшиву,щокълъи
470,Schmerz::N,къюву,унти
471,Wunde::N,щаву,ругъун
472,Fieber::N,кӏиришиву,цӏа-кан
473,Arznei::N,дару,дару
474,Brücke::N,ламу,кьо
475,Brunnen::N,къуй,гъуй
476,Weide::N,бизантту,рицӏцӏ
477,Weide::N,бизантту,лъичӏирма
478,Weide::N,бизантту,гӏурдаллъи
479,Weide::N,бизантту,ри́цӏигъветӏ
480,Weide::N,бизантту,рицӏцӏигъветӏ
481,Pfad::N,жегъир ххуллу,сухъмахъ
482,Weg::N,ххуллу,нух
483,Straße::N,ххуллу,нух
484,Dorf::N,щар,росу
485,Dorf::N,шяравалу,росу
486,Stadt::N,шагьру,шагьар
487,Brief::N,чагъар,кагъат
488,Brief::N,чагъар,рисалат
489,Buch::N,лу,тӏехь
490,Buchstabe::N,хӏарп,хӏарп
491,Zeitung::N,кказит,газет
492,Leben::N,оьрму,яшав
493,Tod::N,ажал,хвел
494,Tod::N,бивкӏу,хвел
495,Tod::N,ивчӏаву,хвел
496,Grab::N,гьав,хоб
497,Kirche::N,килиса,килиса
498,Sünde::N,бунагъ,хӏакъ
499,Sünde::N,бунагъ,мунагь
500,Gott::N,зал,бичас
501,Gott::N,зал,аллагь
502,Arbeiter::N,зузала,хӏалтӏухъан
503,Chef::N,ялувма,хӏаким
504,Chef::N,ялувма,начальник
505,Meister::N,усттар,устар
506,Meister::N,усттар,мастер
507,Meister::N,усттар,махщалилав
508,Arzt::N,хӏакин,жайрахӏ
509,Lehrer::N,учитель,мугӏалим
510,Geld::N,арцу,гӏарац
511,Geschäft::N,даву,
512,Laden::N,ттучан,тукен
513,Preis::N,багъа,багьа
514,Ware::N,хъус,къайи
515,Nutzen::N,хайр,мунпагӏат
516,Nutzen::N,мюнпат,мунпагӏат
517,Reichtum::N,давлат,бечелъи
518,Reichtum::N,аваданшиву,бечелъи
519,Welt::N,дуниял,дуниял
520,Land::N,билаят,улка
521,Land::N,билаят,икълим
522,Staat::N,паччахӏлугъ,пачалихъ
523,Macht::N,власть,кверщел
524,Grenze::N,дазу,гӏорхъи
525,Krieg::N,дяъви,рагъ
526,Feind::N,душман,тушман
527,Gewalt::N,къия,зулму
528,Kampf::N,лачӏуи уккаву,къеркьей
529,Bogen[Waffe]::N,ккуртта,газаргъо
530,Pfeil::N,чӏатӏаракӏ,чӏор
531,Gewehr::N,ттупанг,туманкӏ
532,Fehler::N,гъалатӏ,гъалатӏ
533,Lüge::N,щялмахъ,гьереси
534,Schaden::N,зарал,зиян
535,Schaden::N,зарал,зарал
536,Unglück::N,бала,балагь
537,Schuld::N,тахсир,гӏайиб
538,Alter::N,оьрму,гӏумру
539,Schluss::N,ахир,ахир
540,Zeit::N,чӏун,заман
541,Tag::N,кьини,къо
542,Morgen::N,кӏюрх,радалмех
543,Mittag::N,ахттайн,къадемех
544,Mittag::N,дяахттайн,къадемех
545,Mittag::N,ахттайн чӏун,къадемех
546,Abend::N,маркӏачӏан,релъедамех
547,Nacht::N,хьхьу,сордо
548,Woche::N,нюжмар,анкь
549,Monat::N,барз,моцӏ
550,Jahr::N,шин,сон
551,Jahr::N,шин,лъагӏел
552,Frühling::N,инт,их
553,Sommer::N,гъи,рии
554,Herbst::N,ссут,хасалихълъи
555,Winter::N,кӏи,кьин
556,Januar::N,цалчинмур барз,январь
557,Februar::N,кӏилчинмур барз,февра́ль
558,März::N,шамилчинмур барз,март
559,April::N,апрель,апрель
560,April::N,мукьилчинмур барз,апрель
561,Mai::N,май,май
562,Mai::N,ххюлчинмур барз,май
563,Juni::N,июнь,июнь
564,Juni::N,ряххилчинмур барз,июнь
565,Juli::N,июль,июль
566,Juli::N,Арулчинмур барз,июль
567,August::N,мяйлчинмур барз,август
568,September::N,урчӏилчинмур барз,сентябрь
569,Oktober::N,ацӏилчинмур барз,октябрь
570,November::N,ацӏния цалчинмур барз,ноябрь
571,Dezember::N,ацӏния кӏилчинмур барз,декабрь
572,Montag::N,итин,итни
573,Montag::N,итин кьини,итни
574,Dienstag::N,тталат,талат
575,Dienstag::N,тталат кьини,талат
576,Mittwoch::N,арвахӏ,арбагӏ
577,Donnerstag::N,хамис,хамиз
578,Freitag::N,нюжмар,рузман
579,Freitag::N,нюжмар кьини,рузман
580,Samstag::N,ххуллун,щамат
581,Samstag::N,ххуллун кьини,щамат
582,Sonntag::N,алхӏат,гьатӏан
583,Sonntag::N,алхӏат кьини,гьатӏан
584,groß::A,бугъарасса,кӏудияб
585,klein::A,чӏивисса,гьитӏинаб
586,lang::A,лахъисса,халатаб
587,kurz::A,кутӏасса,къокъаб
588,breit::A,уттасса,гӏебаб
589,schmal::A,уттакӏюласса,къваридаб
590,dicht::A,ццунсса,ризаб
591,dick[Gegenstand]::A,ганзсса,бицатаб
592,dünn::A,кӏюласса,тӏеренаб
593,fest::A,цӏакьсса,къвакӏараб
594,fest::A,кьянкьасса,къвакӏараб
595,flach::A,баягъисса,чӏепараб
596,flach::A,цӏубакъасса,чӏепараб
597,flach::A,куртӏ дакъасса,чӏепараб
598,glatt::A,дюрчӏусса,цӏвакараб
599,hart::A,кьянкьасса,кьварараб
600,weich::A,кӏукӏлусса,тамахаб
601,rund::A,ккурккисса,гургинаб
602,spitz::A,ярксса,бегӏераб
603,spitz::A,дайлсса,бегӏераб
604,spitz::A,мицӏ бусса,бегӏераб
605,scharf::A,ярксса,рекӏараб
606,scharf::A,дайлсса,рекӏараб
607,scharf::A,мицӏ бусса,рекӏараб
608,stumpf::A,къуркъасса,тӏехӏараб
609,stumpf::A,къуркъасса,рекӏинчӏеб
610,schwer::A,кӏусса,бакӏаб
611,schön::A,аьнтӏикӏасса,берцинаб
612,heiß::A,кӏирисса,лагьараб
613,warm::A,гъелисса,хинаб
614,kalt::A,дяркъусса,квачараб
615,kühl::A,дюхлулсса,квачараб
616,frisch::A,цӏусса,цӏияб
617,feucht::A,атилсса,рагьараб
618,feucht::A,хъавтусса,рагьараб
619,nass::A,атилсса,би́ччараб
620,nass::A,хъавтусса,би́ччараб
621,trocken::A,кьавкьсса,бакъвараб
622,trocken::A,кьакьан бувсса,бакъвараб
623,voll::A,бувцӏусса,
624,leer::A,бачӏвасса,чӏобогояб
625,offen::A,тӏивтӏусса,рагьараб
626,geschlossen::A,лавкьусса,рахараб-къараб
627,sauber::A,марцӏсса,бацӏцӏадаб
628,schmutzig::A,чапалсса,гъизараб
629,roh::A,шакъавхьсса,хамаб
630,roh::A,шакъавхьсса,гӏатӏгояб
631,reif::A,дирсса,барщараб
632,lecker::A,нахӏусса,тӏагӏамаб
633,lecker::A,тӏааьнсса,тӏагӏамаб
634,süß::A,нацӏусса,гьуинаб
635,bitter::A,кьурчӏисса,кьогӏаб
636,sauer::A,туршсса,цӏекӏаб
637,hell::A,чаннасса,канаб
638,dunkel::A,цӏансса,бецӏаб
639,schwarz::A,лухӏисса,чӏегӏераб
640,weiß::A,кӏяласса,хъахӏаб
641,rot::A,ятӏулсса,багӏараб
642,gelb::A,хъахъисса,гӏобилаб
643,gelb::A,хъахъисса,тӏогьилаб
644,blau::A,някӏсса,хъахӏилаб
645,grün::A,щюлисса,гӏурччинаб
646,grau::A,оьрусса,накӏкӏуяб
647,bunt::A,оьрчӏикӏурисса,къвекӏаб
648,bunt::A,оьрчӏикӏурисса,чара-гъараб
649,billig::A,кьювкьусса,учузаб
650,teuer::A,ххирасса,хири́яб
651,wertvoll::A,багьасса,къиматаб
652,blind::A,мурчӏисса,беццаб
653,taub::A,къюкӏсса,гъугъаб
654,kräftig::A,гужсса,гучаб
655,stark::A,кьянкьасса,къуватаб
656,schwach::A,заэвсса,гӏажизаб
657,fett::A,бучсса,кьарияб
658,schlank::A,бювхъусса,чергесаб
659,hübsch::A,янусса,гьайбатаб
660,böse::A,оьсса,ракӏквешаб
661,dumm::A,ахӏмакьсса,гьагаб
662,dumm::A,ахӏмакьсса,гӏантаб
663,faul::A,танмалсса,кӏохӏалаб
664,faul::A,танмалсса,кӏухӏа́лаб
665,faul::A,курчӏилсса,кӏохӏалаб
666,faul::A,курчӏилсса,кӏухӏа́лаб
667,fleißig::A,хӏарачат бусса,хӏаракатаб
668,geizig::A,янттарцӏансса,къарумаб
669,klug::A,аькьлу бусса,лумияб
670,geschickt::A,паргалсса,махщел бугев
671,lieb::A,аьзизсса,гӏазизаб
672,lustig::A,тяхъасса,кепаб
673,sanft::A,иминсса,хӏалимаб
674,sanft::A,иминсса,хӏере́наб
675,hungrig::A,ккашилсса,бакъараб
676,krank::A,къашавайсса,щокъаб
677,krank::A,къашавайсса,унтараб
678,nackt::A,кӏачӏасса,гӏицӏаб
679,nackt::A,кӏачӏасса,чӏанкӏараб
680,traurig::A,пашмансса,пашманаб
681,lebendig::A,уттавасса,чӏагояб
682,gut::A,ххуйсса,лъикӏаб
683,schlecht::A,оьккисса,къадараб
684,richtig::A,саргъунсса,битӏараб
685,schlimm::A,оьккисса,нажасаб
686,schlimm::A,оьккисса,къабихӏаб
687,wahr::A,хӏакьсса,хӏакъаб
688,wahr::A,хӏакьсса,битӏараб
689,alt::A,кугьнасса,басрияб
690,neu::A,цӏусса,цӏияб
