,Concept_ID,fr,ce
535,Land::N,pays,мохк
536,Staat::N,État,пачхьалкх
537,König::N,roi,паччахь
538,Macht::N,pouvoir,ӏедал
539,Macht::N,puissance,ӏедал
540,Grenze::N,frontière,доза
541,Krieg::N,guerre,тӏом
542,Feind::N,ennemi,мостагӏ
543,Gewalt::N,violence,гӏело
544,Kampf::N,lutte,къийсам
545,Kampf::N,combat,къийсам
546,Bogen[Waffe]::N,arc,
547,Pfeil::N,flèche,пха
548,Gewehr::N,fusil,топ
549,Fehler::N,faute,гӏалат
550,Fehler::N,erreur,гӏалат
551,Lüge::N,mensonge,аьшпаш
552,Schaden::N,dégât,зен
553,Schaden::N,dommage,зен
554,Unglück::N,malheur,бала
555,Schuld::N,faute,бехк
556,Schuld::N,culpabilité,бехк
557,Alter::N,âge,хан
558,Schluss::N,fin,чакхе
559,Zeit::N,temps,хан
560,Tag::N,jour,де
561,Tag::N,journée,де
562,Morgen::N,matin,ӏуьйре
563,Morgen::N,matinée,ӏуьйре
564,Mittag::N,midi,делкъе
565,Abend::N,soir,суьйре
566,Abend::N,soirée,суьйре
567,Nacht::N,nuit,буьйса
568,Woche::N,semaine,кӏира
569,Monat::N,mois,бутт
570,Jahr::N,an,шо
571,Jahr::N,année,шо
572,Frühling::N,printemps,бӏаьсте
573,Sommer::N,été,аьхке
574,Herbst::N,automne,гуьйре
575,Winter::N,hiver,ӏа
576,Januar::N,janvier,январь
577,Februar::N,février,февраль
578,März::N,mars,март
579,April::N,avril,апрель
580,Mai::N,mai,май
581,Juni::N,juin,июнь
582,Juli::N,juillet,июль
583,August::N,août,август
584,September::N,septembre,сентябрь
585,Oktober::N,octobre,октябрь
586,November::N,novembre,ноябрь
587,Dezember::N,décembre,декабрь
588,Montag::N,lundi,оршот
589,Dienstag::N,mardi,шинара
590,Mittwoch::N,mercredi,кхаара
591,Donnerstag::N,jeudi,еара
592,Freitag::N,vendredi,пӏераска
593,Samstag::N,samedi,шот
594,Sonntag::N,dimanche,кӏиранде
595,groß::A,grand,доккха
596,klein::A,petit,кегий
597,lang::A,long,еха
598,kurz::A,court,доца
599,breit::A,large,шуьйра
600,schmal::A,étroit,готта
601,dicht::A,dense,луьста
602,dick[Gegenstand]::A,épais,стомма
603,dünn::A,mince,дуткъа
604,fein::A,fin,ховха
605,fein::A,menu,ховха
606,fest::A,ferme,чӏогӏа
607,fest::A,solide,чӏогӏа
608,flach::A,plat,чӏапа
609,glatt::A,poli,шера
610,glatt::A,lisse,шера
611,hart::A,dur,чӏогӏa
612,weich::A,mou,кӏеда
613,rund::A,rond,горга
614,spitz::A,aigu,ира
615,spitz::A,pointu,ира
616,scharf::A,tranchant,ира
617,stumpf::A,mousse,аьртa
618,stumpf::A,émoussé,аьртa
619,schwer::A,lourd,деза
620,schwer::A,pesant,деза
621,schön::A,beau,хаза
622,heiß::A,chaud,довха
623,heiß::A,très chaud,довха
624,warm::A,chaud,довха
625,kalt::A,froid,шийла
626,kühl::A,frais,шийла
627,frisch::A,frais,керла
628,feucht::A,humide,тӏуьна
629,nass::A,mouillé,тӏеда
630,trocken::A,sec,eкъа
631,voll::A,plein,дуьзна
632,voll::A,rempli,дуьзна
633,leer::A,vide,яьсса
634,offen::A,ouvert,диллина
635,geschlossen::A,clos,дӏакъевлина
636,geschlossen::A,clos,дӏачӏагӏдина
637,geschlossen::A,fermé,дӏакъевлина
638,geschlossen::A,fermé,дӏачӏагӏдина
639,sauber::A,net,цӏена
640,sauber::A,propre,цӏена
641,schmutzig::A,sale,боьха
642,schmutzig::A,crasseux,боьха
643,roh::A,cru,буьйда
644,roh::A,brut,буьйда
645,reif::A,mûr,хилла
646,lecker::A,délicieux,чоме
647,lecker::A,appétissant,чоме
648,süß::A,doux,мерза
649,bitter::A,amer,къаьхьа
650,sauer::A,aigre,муьста
651,hell::A,clair,сирла
652,dunkel::A,sombre,бодане
653,schwarz::A,noir,ӏаьржа
654,weiß::A,blanc,кӏайн
655,rot::A,rouge,цӏен
656,gelb::A,jaune,можа
657,blau::A,bleu,сийна
658,grün::A,vert,баьццара
659,grau::A,gris,cира
660,grau::A,gris,мокха
661,bunt::A,multicolore,къорза
662,billig::A,bon marché,дораха
663,teuer::A,cher,деза
664,wertvoll::A,précieux,мехала
665,blind::A,aveugle,бӏаьрзе
666,taub::A,sourd,къора
667,kräftig::A,fort,нуьцкъала
668,kräftig::A,vigoureux,нуьцкъала
669,stark::A,fort,зоьртала
670,stark::A,fort,нуьцкъала
671,stark::A,puissant,зоьртала
672,stark::A,puissant,нуьцкъала
673,schwach::A,faible,гӏорасиза
674,fett::A,gras,дерстана
675,schlank::A,svelte,куц долу
676,hübsch::A,joli,хаза
677,böse::A,mauvais,вон
678,dumm::A,sot,сонта
679,dumm::A,bête,сонта
680,faul::A,fainéant,мало ен
681,faul::A,paresseux,мало ен
682,fleißig::A,appliqué,тӏера
683,geizig::A,avare,пис
684,geizig::A,avare,сутара
685,klug::A,intelligent,хьекъале
686,geschickt::A,habile,тӏахъаьлла
687,lieb::A,cher,хьоме
688,lieb::A,gentil,хьоме
689,lustig::A,gai,самукъане
690,lustig::A,joyeux,самукъане
691,sanft::A,doux,кlеда
692,hungrig::A,affamé,меца
693,krank::A,malade,цомгуш долу
694,nackt::A,nu,дерзана
695,traurig::A,triste,самукъане воцу
696,lebendig::A,vivant,дийна
697,gut::A,bon,дика
698,schlecht::A,mauvais,вон
699,richtig::A,juste,нийса
700,richtig::A,correct,нийса
701,schlimm::A,grave,вон
702,schlimm::A,mauvais,вон
703,wahr::A,vrai,бакъдолу
704,wahr::A,véritable,бакъдолу
705,alt::A,vieux,къена
706,neu::A,neuf,керла
707,neu::A,nouveau,керла
708,ehemalig::A,ancien,хилла
709,alt[Lebewesen]::A,âgé,къена
710,alt[Lebewesen]::A,vieux,къена
711,jung::A,jeune,къона
712,arm::A,pauvre,къен
713,reich::A,riche,хьоле
714,bekannt::A,connu,девзаш долу
715,berühmt::A,fameux,цӏеяхана
716,berühmt::A,célèbre,цӏеяхана
717,fremd::A,étranger,нехан
718,verschieden::A,différent,тайп-тайпанара
719,nah::A,lié,гергара
720,nah::A,proche,гергара
721,fern::A,éloigné,гена
722,fern::A,éloigné,генара
723,fern::A,lointain,гена
724,fern::A,lointain,генара
725,linker::A,gauche,аьрру
726,rechter::A,droit,аьтту
727,anderer::A,autre,кхин
728,erster::A,premier,хьалхара
729,zweiter::A,second,шолгIа
730,zweiter::A,deuxième,шолгIа
731,dritter::A,troisième,кхоалгӏа
732,letzter::A,dernier,тӏаьххьара
733,allein::ADV,seul,цхьаъ
734,auf einmal::ADV,à la fois,цу сохьтта
735,zusammen::ADV,ensemble,цхьана
736,lange::ADV,longtemps,дукха
737,plötzlich::ADV,tout à coup,цIеххьана
738,sofort::ADV,immédiatement,цу сохьтта
739,später::ADV,plus tard,тӏаьхьо
740,jetzt::ADV,maintenant,хӏинца
741,heute::ADV,aujourd'hui,тахана
742,morgen::ADV,demain,кхана
743,bald::ADV,bientôt,кеста
744,dann::ADV,puis,тӏаккха
745,dann::ADV,ensuite,тӏаккха
746,gestern::ADV,hier,селхана
747,einst::ADV,jadis,цкъа
748,einst::ADV,autrefois,цкъа
749,damals::ADV,alors,хӏетахьь
750,damals::ADV,à l'époque,хӏетахьь
751,danach::ADV,après,тӏаккха
752,danach::ADV,ensuite,тӏаккха
753,vorher::ADV,auparavant,хьалхa
754,zuerst::ADV,d'abord,хьалха
755,zuerst::ADV,premièrement,хьалха
756,einmal::ADV,une fois,цкъа
757,manchmal::ADV,parfois,цкъаццкъа
758,manchmal::ADV,quelquefois,цкъаццкъа
759,oft::ADV,souvent,кест-кеста
760,immer::ADV,toujours,даим
761,niemals::ADV,ne ... jamais,цкъа а
762,hier::ADV,ici,кхузахь
763,hierhin::ADV,par ici,кхуза
764,von hier::ADV,d'ici,кхузара
765,dort::ADV,là,цигахь
766,dort::ADV,là-bas,цигахь
767,dorthin::ADV,y,цига
768,dorthin::ADV,par là,цига
769,geradeaus::ADV,tout droit,нийса дӏа
770,vorwärts::ADV,en avant,хьалха
771,rückwärts::ADV,en arrière,юха
772,zurück::ADV,de retour,юха
773,unten::ADV,en bas,лахахь
774,unten::ADV,au-dessous,лахахь
775,hinab::ADV,en bas,охьа
776,hinab::ADV,vers le bas,охьа
777,oben::ADV,dessus,лакхахь
778,oben::ADV,en haut,лакхахь
779,hinauf::ADV,en haut,хьала
780,hinauf::ADV,vers le haut,хьала
781,überall::ADV,partout,массанхьа
782,nicht::ADV,ne ... pas,ца
783,ein wenig::ADV,un peu,кӏеззиг
784,kaum::ADV,à peine,халла
785,sehr::ADV,très,вуно
786,so::ADV,si,
787,so::ADV,ainsi,
788,noch::ADV,encore,кхин
789,nur::ADV,seulement,бен ...ца
790,nur::ADV,ne ... que,бен ...ца
791,schon::ADV,déjà,хӏинцале
792,wieder::ADV,de nouveau,юха а
793,vergebens::ADV,en vain,эрна
794,vor::PRP,devant,хьалха
795,hinter::PRP,derrière,тӏехьа
796,unter::PRP,sous,кIелахь
797,unter::PRP,au-dessous de,кIелахь
798,durch::PRP,par,чекх
799,durch::PRP,à travers,чекх
800,neben::PRP,à côté de,юххе
801,zwischen::PRP,entre,юккъехь
802,wegen::PRP,à cause de,дуьхьа
803,dies::PRN,ceci,и
804,dies::PRN,ceci,иза
805,das::PRN,ce,и
806,das::PRN,ce,иза
807,das::PRN,cela,и
808,das::PRN,cela,иза
809,alles::PRN,tout,дерриг
810,ich::PRN,je,cо
811,ich::PRN,moi,cо
812,du::PRN,tu,хьо
813,du::PRN,toi,хьо
814,er::PRN,il,и
815,er::PRN,il,иза
816,er::PRN,lui,и
817,er::PRN,lui,иза
