,Concept_ID,ar,ba
166,Wolf::N,ذئب,бүре
167,Vogel::N,طير,ҡош
168,Schwarm::N,سرب,көтөү
169,Huhn::N,دجاجة,тауыҡ
170,Hahn::N,ديك,әтәс
171,Gans::N,وزة,ҡаҙ
172,Adler::N,نسر,бөркөт
173,Ente::N,بطة,өйрәк
174,Eule::N,بوم,өкө
175,Eule::N,بوم,ябалаҡ
176,Kranich::N,كركي,торна
177,Krähe::N,غراب,ҡарға
178,Kuckuck::N,وقواق,кәкүк
179,Schwan::N,إوز عراقي,аҡҡош
180,Fisch::N,سمك,балыҡ
181,Barsch::N,فرخ أوربي,алабуға
182,Hecht::N,سمك الكراكي,суртан
183,Schlange[Tier]::N,حية,йылан
184,Schlange[Tier]::N,ثعبان,йылан
185,Wurm::N,دودة,селяүсен
186,Spinne::N,عنكبوت,үрмәксе
187,Ameise::N,نملة,ҡырмыҫҡа
188,Laus::N,قملة,бет
189,Mücke::N,ناموسة,серәкәй
190,Fliege::N,ذبابة,себен
191,Schmetterling::N,فراشة,күбәләк
192,Beere::N,حبة,еләк
193,Apfel::N,تفاح,алма
194,Pilz::N,فطر,бәшмәк
195,Zwiebel::N,بصل,һуган
196,Saat::N,زرع,орлоҡ
197,Korn::N,حبة,иген
198,Heu::N,دريس,бесән
199,Schale::N,قشرة,ҡабыҡ
200,Grube::N,نقرة,соҡор
201,Falle::N,فخ,тоҙак
202,Falle::N,فخ,ҡапҡан
203,Falle::N,مصيدة,тоҙак
204,Falle::N,مصيدة,ҡапҡан
205,Schlinge::N,عروة,тоҙак
206,Spur::N,أثر,әҫер
207,Asche::N,رماد,көл
208,Dreck::N,قذر,батҡаҡ
209,Eisen::N,حديد,тимер
210,Gold::N,ذهب,алтын
211,Silber::N,فضة,көмөш
212,Kohle::N,فحم,күмер
213,Glas::N,زجاج,быяла
214,Lehm::N,طين,балсыҡ
215,Sand::N,رمل,ҡом
216,Mensch::N,إنسان,кеше
217,Mann::N,رجل,ир
218,Frau::N,امرأة,ҡатын
219,Kind::N,طفل,бала
220,Junge::N,ولد,малай
221,Mädchen::N,بنت,ҡыҙ
222,Mädchen::N,بنت,ҡыҙыҡай
223,Familie::N,عائلة,ғаилә
224,Großvater::N,جد,олатай
225,Großmutter::N,جدة,әбәй
226,Eltern::N,أبوان,ата-әсә
227,Eltern::N,والدان,ата-әсә
228,Vater::N,أب,атай
229,Mutter::N,أم,әсә
230,Sohn::N,إبن,ул
231,Tochter::N,بنت,ҡыҙ
232,Tochter::N,إبنة,ҡыҙ
233,Bruder::N,أخ,агай
234,Bruder::N,شقيق,агай
235,Schwester::N,أخت,алай
236,Schwester::N,أخت,һеңле
237,Onkel::N,عم,ағай
238,Tante::N,عمة,апай
239,Ehemann::N,زوج,ир
240,Ehefrau::N,زوجة,ҡатын
241,Freude::N,فرح,шатлыҡ
242,Freude::N,فرح,ҡыуаныс
243,Freude::N,سرور,шатлыҡ
244,Freude::N,سرور,ҡыуаныс
245,Gelächter::N,قهقهة,көлөү
246,Glück::N,سعادة,бәхет
247,Kummer::N,غم,ҡайғы
248,Wunsch::N,منية,теләк
249,Lust::N,شهوة,әүәҫлек
250,Geist::N,روح,аң
251,Geist::N,روح,рух
252,Gedanke::N,فكرة,уй
253,Gedanke::N,فكرة,фекер
254,Gedächtnis::N,ذاكرة,хәтер
255,Verstand::N,عقل,аҡыл
256,Sinn::N,معنى,мәғәня
257,Grund::N,سبب,сәбәп
258,Wahrheit::N,حقيقة,дөрөҫлөк
259,Gespräch::N,محادثة,әңгәмә
260,Märchen::N,خرافة,әкиәт
261,Erzählung::N,قصة,хикәйә
262,Erzählung::N,حكاية,хикәйә
263,Nachricht::N,خبر,хәбәр
264,Neuigkeit::N,خبر جديد,яңылыҡ
265,Name::N,اسم,исем
266,Rätsel::N,لغز,йомаҡ
267,Rede::N,خطبة,телмәр
268,Sprache::N,لغة,тел
269,Sprache::N,لغة,телмәр
270,Stimme::N,صوت,тауыш
271,Wort::N,كلمة,һүҙ
272,Zeichen::N,رمز,билдә
273,Zeichen::N,إشارة,билдә
274,Ruf::N,نداء,саҡырыу
275,Lärm::N,صخب,шаулау
276,Lärm::N,ضجة,шаулау
277,Laut::N,صوت,тауыш
278,Ton::N,نغمة,яңғырау
279,Lied::N,أغنية,йыр
280,Ruhe::N,هدوء,ял
281,Ruhe::N,هدوء,тыныслыҡ
282,Leute::N,ناس,кешеләр
283,Volk::N,شعب,халҡ
284,Arbeit::N,عمل,эш
285,Gast::N,ضيف,ҡунаҡ
286,Geschenk::N,هدية,бүләк
287,Spiel::N,لعب,уйын
288,Gesellschaft::N,صحبة,йәмғиәт
289,Hilfe::N,عون,ярҙам
290,Hilfe::N,مساعدة,ярҙам
291,Freund::N,صديق,дуҫ
292,Kamerad::N,زميل,иптәш
293,Angelegenheit::N,أمر,әш
294,Angelegenheit::N,شأن,әш
295,Anzahl::N,عدد,һан
296,Art::N,نوع,төр
297,Stück::N,قطعة,киҫәк
298,Teil::N,قسم,өлөш
299,Hälfte::N,نصف,ярты
300,Kreis::N,دائرة,түңәрәк
301,Kreuz::N,صليب,тәре
302,Linie::N,خط,һыҙыҡ
303,Strich::N,شرطة,һыҙат
304,Abstand::N,مسافة,ара
305,Entfernung::N,بعد,алыҫлыҡ
306,Gegend::N,ناحية,урын
307,Platz::N,فراغ,арауыҡ
308,Ort::N,مكان,ерҙәр
309,Ort::N,مكان,урындар
310,Ort::N,مكان,эш урыны
311,Seite::N,جانب,яҡ
312,Mitte::N,وسط,урталыҡ
313,Gegenstand::N,موضوع,нәмә
314,Sache::N,شيء,нәмә
315,Sache::N,شيء,әйбер
316,Rand::N,حافة,сит
317,Kante::N,حافة,ҡабырға
318,Kante::N,حافة,ян
319,Ecke::N,ركن,мөйөш
320,Spitze::N,سن,ос
321,Ende::N,طرف,аҙаҡ
322,Loch::N,ثقب,тишек
323,Winkel::N,زاوية,мөйөш
324,Muster::N,عينة,биҙәк
325,Größe::N,حجم,ҙурлыҡ
326,Länge::N,طول,оҙонлоҡ
327,Höhe::N,علو,бейеклек
328,Höhe::N,ارتفاع,бейеклек
329,Gewicht::N,وزن,үлсәү
330,Menge::N,كمية,һан
331,Haufen::N,كوم,өйөм
332,Reihe::N,صف,рәт
333,Boot::N,قارب,кәмә
334,Boot::N,زورق,кәмә
335,Ruder::N,مجذاف,ишкәк
336,Schlitten::N,مزلقة,сана
337,Ski::N,زلاجة,саңгы
338,Lagerfeuer::N,نار المخيم,костер
339,Last::N,حمل,ауырлыҡ
340,Gang::N,مشية,барыу
341,Schritt::N,خطوة,аҙым
342,Norden::N,شمال,төньяҡ
343,Süden::N,جنوب,көньяҡ
344,Westen::N,غرب,көнбайыш
345,Osten::N,شرق,көнсығыш
346,Holz::N,خشب,үағас
347,Brett::N,لوح,таҡта
348,Platte::N,صفيحة,плита
349,Stütze::N,سند,терәк
350,Stütze::N,دعامة,терәк
351,Stange::N,عود,кәртә
352,Stock::N,عصا,таяҡ
353,Stab::N,قضيب,ҡолға
354,Rohr::N,أنبوبة,торба
355,Haus::N,دار,өй
356,Haus::N,دار,йорт
357,Haus::N,بيت,өй
358,Haus::N,بيت,йорт
359,Heim::N,بيت,өй
360,Heim::N,مسكن,өй
361,Ofen::N,مدفأة,мейес
362,Fußboden::N,أرضية,енес
363,Tisch::N,مائدة,өҫтәл
364,Stuhl::N,كرسي,ултырғыс
365,Wiege::N,مهد,бишек
366,Bett::N,سرير,карауат
367,Regal::N,رف,кәштә
368,Kiste::N,صندوق,йәшинк
369,Fenster::N,شباك,тәҙрә
370,Fenster::N,نافذة,тәҙрә
371,Tür::N,باب,ишек
372,Tor::N,بوابة,ҡапҡа
373,Zaun::N,سياج,ҡойма
374,Dach::N,سطح,түбә
375,Dach::N,سطح,ҡыйыҡ
376,Leiter::N,سلم,баҫҡыс
377,Besen::N,مكنسة,һепертке
378,Spaten::N,مسحاة,көрәк
379,Schaufel::N,مجرفة,көрәк
380,Gabel::N,شوكة,сәнске
381,Löffel::N,ملعقة,ҡалаҡ
382,Messer::N,سكين,бысаҡ
383,Nagel::N,مسمار,сөй
384,Netz::N,شبكة,ау
385,Haken::N,خطاف,ыргаҡ
386,Haken::N,صنارة,ыргаҡ
387,Griff::N,قبضة,тотҡа
388,Schloss::N,قفل,йоҙаҡ
389,Bild::N,صورة,картина
390,Figur::N,تمثال,һын
391,Puppe::N,دمية,ҡурсаҡ
392,Beutel::N,كيس,тоҡ
393,Bündel::N,ربطة,төргәк
394,Tasche::N,شنطة,сумка
395,Tasche::N,محفظة,сумка
396,Eimer::N,سطل,биҙрә
397,Eimer::N,جردل,биҙрә
398,Deckel::N,سداد,ҡапҡас
399,Geschirr::N,أوان,һауыт-һаба
400,Sack::N,زكيبة,тоҡ
401,Tasse::N,فنجان,сынаяҡ
402,Topf::N,قدر,кәстрүл
403,Topf::N,طنجرة,кәстрүл
404,Kessel::N,قدر,ҡаҙан
405,Kessel::N,غلاية,ҡаҙан
406,Essen::N,طعام,ашау
407,Nahrung::N,غذاء,аҙыҡ
408,Speise::N,أكل,аш
409,Fleisch::N,لحم,ит
410,Getreide::N,حبوب,иген
411,Getreide::N,حبوب,ашлыҡ
412,Brei::N,عصيدة,бутҡа
413,Brot::N,خبز,икмәк
414,Scheibe::N,شريحة,телем
415,Fett::N,سمن,май
416,Butter::N,زبدة,май
417,Öl::N,زيت,май буяуы
418,Salz::N,ملح,тоҙ
419,Suppe::N,حساء,һурпа
420,Suppe::N,شربة,һурпа
421,Honig::N,عسل,бал
422,Milch::N,حليب,һөт
423,Tee::N,شاي,сәй
424,Leder::N,جلد,күн
425,Wolle::N,صوف,йөн
426,Stoff::N,قماش,туҡыма
427,Nadel::N,إبرة,энә
428,Faden::N,خيط,еп
429,Knopf::N,زر,төймә
430,Knoten::N,عقدة,төйөн
431,Farbe::N,صبغة,буяу
432,Kleidung::N,ملابس,кейем
433,Hemd::N,قميص,күлдәк
434,Kragen::N,ياقة,яға
435,Ärmel::N,كم,ең
436,Hose::N,سروال,салбар
437,Hose::N,بنطلون,салбар
438,Gürtel::N,حزام,ҡайыш
439,Mütze::N,طاقية,бүрк
440,Schuh::N,حذاء,туфли
441,Stiefel::N,جزمة,итек
442,Stiefel::N,حذاء طويل,итек
443,Ring::N,حلقة,йөҙөк
444,Ring::N,حلقة,балдаҡ
445,Band::N,شريط,таҫма
446,Kamm::N,مشط,тараҡ
447,Spiegel::N,مرآة,көзгө
448,Riemen::N,سير,ҡайыш
449,Schnur::N,حبل,бау
450,Schnur::N,دوبارة,бау
451,Leine::N,قيد,бау
452,Decke::N,بطانية,одеяд
453,Kissen::N,وسادة,мендәр
454,Tuch::N,منديل,яулыҡ
455,Handtuch::N,فوطة,таҫтамал
456,Handtuch::N,منشفة,таҫтамал
457,Kraft::N,قدرة,көс
458,Stärke::N,قوة,көс
459,Gesundheit::N,صحة,һаулыҡ
460,Krankheit::N,مرض,сир
461,Krankheit::N,مرض,ауырыу
462,Schmerz::N,ألم,һыҙлау
463,Schmerz::N,ألم,әрнеү
464,Schmerz::N,وجع,һыҙлау
465,Schmerz::N,وجع,әрнеү
466,Wunde::N,جرح,йәрәхәт
467,Fieber::N,حمى,тапма
468,Fieber::N,حمى,биҙгәк
469,Arznei::N,دواء,дарыу
470,Brücke::N,جسر,күпер
471,Brunnen::N,بئر,ҡоҙоҡ
472,Weide::N,مرعى,көтөүлек
473,Pfad::N,درب,һуҡмаҡ
474,Weg::N,سكة,юл
475,Straße::N,طريق,урам
476,Dorf::N,قرية,ауыл
477,Stadt::N,مدينة,ҡала
478,Brief::N,خطاب,хат
479,Brief::N,مكتوب,хат
480,Buch::N,كتاب,китап
481,Buch::N,كتاب,кенәгә
482,Buchstabe::N,حرف,хәреф
483,Zeitung::N,جريدة,гәзит
484,Leben::N,عيش,йәшәү
485,Leben::N,حياة,йәшәү
486,Tod::N,موت,үлем
487,Tod::N,وفاة,үлем
488,Grab::N,قبر,ҡәбер
489,Kirche::N,كنيسة,сиркәү
490,Sünde::N,خطيئة,гөнаһ
491,Gott::N,إله,алла
492,Gott::N,إله,хоҙай
493,Arbeiter::N,عامل,эшсе
494,Chef::N,رئيس,башлыҡ
495,Meister::N,أسطى,оҫта
496,Arzt::N,طبيب,врач
497,Lehrer::N,مدرس,уҡытыусы
498,Geld::N,نقود,аҡса
499,Geschäft::N,صفقة,эш
500,Laden::N,دكان,магазин
501,Preis::N,سعر,хаҡ
502,Ware::N,بضاعة,тауар
503,Nutzen::N,فائدة,файҙа
504,Reichtum::N,غنى,байлыҡ
505,Reichtum::N,ثروة,байлыҡ
506,Welt::N,عالم,донъя
507,Welt::N,دنيا,донъя
508,Land::N,بلد,ил
509,Staat::N,دولة,дәүләт
510,König::N,ملك,король
511,Macht::N,سلطة,власть
512,Grenze::N,حدود,сик
513,Krieg::N,حرب,һуғыш
514,Feind::N,عدو,йылан
515,Gewalt::N,عنف,көслөк
516,Kampf::N,قتال,көрәш
517,Bogen[Waffe]::N,قوس,йәйә
518,Pfeil::N,سهم,уҡ
519,Gewehr::N,بندقية,мылтыҡ
520,Fehler::N,خطأ,хата
521,Lüge::N,كذب,ялған
522,Schaden::N,تلف,зыян
523,Schaden::N,تلف,зарар
524,Unglück::N,نحس,ҡаза
525,Schuld::N,ذنب,ғәйеп
526,Alter::N,سن,йәш
527,Alter::N,عمر,йәш
528,Schluss::N,ختام,һуң
529,Schluss::N,ختام,аҙаҡ
530,Schluss::N,نهاية,һуң
531,Schluss::N,نهاية,аҙаҡ
532,Zeit::N,وقت,мәл
533,Zeit::N,وقت,заман
534,Tag::N,يوم,көн
535,Morgen::N,صباح,иртә
536,Morgen::N,صباح,иртәнсәк
537,Mittag::N,ظهر,төш
538,Abend::N,مساء,кис
539,Nacht::N,ليلة,төн
540,Woche::N,أسبوع,аҙна
541,Monat::N,شهر,ай
542,Jahr::N,عام,йыл
543,Jahr::N,سنة,йыл
544,Frühling::N,ربيع,яҙ
545,Sommer::N,صيف,йәй
546,Herbst::N,خريف,көз
547,Winter::N,شتاء,ҡыш
548,Januar::N,يناير,ғинуар
549,Januar::N,كانون الثاني,ғинуар
550,Februar::N,شباط,февраль
551,Februar::N,فبراير,февраль
552,März::N,آذار,март
553,März::N,مارس,март
554,April::N,نيسان,апрель
555,Mai::N,مايو,май
556,Juni::N,يونيو,июнь
557,Juni::N,حزيران,июнь
558,Juli::N,تموز,июль
559,Juli::N,يوليو,июль
560,August::N,آب,август
561,August::N,أغسطس,август
562,September::N,أيلول,сентябрь
563,September::N,سبتمبر,сентябрь
564,Oktober::N,أكتوبر,октябрь
565,Oktober::N,تشرين الأول,октябрь
566,November::N,نوفمبر,ноябрь
567,November::N,تشرين الثاني,ноябрь
568,Dezember::N,ديسمبر,декабрь
569,Dezember::N,كانون الأول,декабрь
570,Montag::N,يوم الاثنين,дүшәмбе
571,Dienstag::N,يوم الثلاثاء,шишәмбе
572,Mittwoch::N,يوم الأربعاء,шаршамбы
573,Donnerstag::N,يوم الخميس,кесаҙна
574,Freitag::N,يوم الجمعة,йома
575,Samstag::N,يوم السبت,шәмбе
576,Sonntag::N,يوم الأحد,йәкшәмбе
577,groß::A,كبير,ҙур
578,klein::A,صغير,бәләкәс
579,lang::A,طويل,оҙон
580,kurz::A,قصير,ҡыҫҡа
581,breit::A,واسع,киң
582,schmal::A,ضيق,тар
583,dicht::A,كث,йыш
584,dicht::A,كث,ҡуйы
585,dicht::A,كثيف,йыш
586,dicht::A,كثيف,ҡуйы
587,dick[Gegenstand]::A,غليظ,ҡалын
588,dünn::A,رفيع,йоҡа
589,dünn::A,رفيع,нәҙек
590,fein::A,رقيق,нескә
591,fest::A,متين,ныҡ
592,flach::A,سهل,яҫы
593,flach::A,سهل,ялпаҡ
594,flach::A,منبسط,яҫы
595,flach::A,منبسط,ялпаҡ
596,glatt::A,ناعم,шыма
597,hart::A,صلب,ҡаты
598,hart::A,جامد,ҡаты
599,weich::A,لين,йомшаҡ
600,rund::A,مستدير,түңәрәк
601,spitz::A,مدبب,осло түбәле
602,scharf::A,حاد,үткер
603,stumpf::A,ثالم,утмәҫ
604,schwer::A,ثقيل,ауыр
605,schön::A,جميل,матур
606,heiß::A,حار,эҫе
607,heiß::A,ساخن,эҫе
608,warm::A,دافئ,йылы
609,kalt::A,بارد,һыуыҡ
610,kühl::A,قر,һалҡынса
611,frisch::A,طازج,һалҡынса
612,feucht::A,رطب,еүеш
613,feucht::A,رطب,дымлы
614,nass::A,مبلول,еүеш
615,trocken::A,جاف,кипкән
616,voll::A,ملء,тулы
617,leer::A,خال,буш
618,leer::A,فارغ,буш
619,offen::A,مفتوح,асыҡ
620,geschlossen::A,مغلق,ябыҡ
621,sauber::A,نظيف,таҙа
622,schmutzig::A,قذر,бысраҡ
623,roh::A,نيء,сей
624,reif::A,ناضج,өлгөрғән
625,lecker::A,لذيذ,тәмле
626,süß::A,حلو,тямле
627,süß::A,حلو,тәм-том
628,bitter::A,مر,әсе
629,sauer::A,حامض,әсе
630,hell::A,نير,яҡты
631,dunkel::A,مظلم,ҡараңғы
632,schwarz::A,أسود,ҡара
633,weiß::A,أبيض,аҡ
634,rot::A,أحمر,матур
635,rot::A,أحمر,һылыу
636,rot::A,أحمر,сибәр
637,gelb::A,أصفر,һары
638,blau::A,أزرق,күк
639,grün::A,أخضر,йәшел
640,grau::A,رمادي,буҙ
641,bunt::A,ملوب,сыбар
642,bunt::A,ملوب,ала-ҡола
643,billig::A,رخيص,арзан
644,teuer::A,غال,ҡыйбатлы
645,wertvoll::A,ثمين,ҡиммәтле
646,blind::A,أعمى,һуҡыр
647,taub::A,أصم,һаңғырау
648,taub::A,أطرش,һаңғырау
649,kräftig::A,قوي,көслө
650,kräftig::A,قوي,ҡеүәтле
651,stark::A,قوي,көслө
652,stark::A,قوي,ҡеүәтле
653,schwach::A,ضعيف,көсһөҙ
654,fett::A,سمين,һимеҙ
655,schlank::A,أهيف,зифа
656,hübsch::A,جميل,матур
657,böse::A,رديء,асыулы
658,dumm::A,أبله,иҫәр
659,dumm::A,أحمق,иҫәр
660,faul::A,كسلان,иренсәк
661,fleißig::A,مجتهد,тырыш
662,geizig::A,بخيل,һаран
663,klug::A,ذكي,аҡыллы
664,klug::A,عاقل,аҡыллы
665,geschickt::A,ماهر,оҫта
666,lieb::A,عزيز,яғымлы
667,lustig::A,مرح,күңелле
668,sanft::A,حليم,йыуаш
669,hungrig::A,جائع,ас
670,krank::A,مريض,сирле
671,krank::A,مريض,ауырыу
672,nackt::A,عار,яланғас
673,traurig::A,حزين,яманһыу
674,lebendig::A,حي,тере
675,lebendig::A,حي,йәнле
676,gut::A,جيد,яҡшы
677,schlecht::A,سيء,хөрт
678,schlecht::A,سيء,алама
679,richtig::A,صحيح,дөрөҫ
680,schlimm::A,خبيث,хөрт
681,schlimm::A,خبيث,алама
682,wahr::A,حق,дөрөҫ
683,alt::A,قديم,иҫке
684,alt::A,قديم,боронғо
685,neu::A,جديد,яңы
686,ehemalig::A,سابق,элекке
687,alt[Lebewesen]::A,مسن,ҡарт
688,jung::A,شاب,йәш
689,jung::A,صغير,йәш
690,arm::A,فقير,фәҡир
691,reich::A,غني,бай
692,bekannt::A,معلوم,таныш
693,berühmt::A,مشهور,атаҡлы
694,berühmt::A,مشهور,данлыҡлы
695,fremd::A,أجنبي,ят
696,fremd::A,أجنبي,сит
697,verschieden::A,مختلف,төрлө
698,nah::A,قريب,яҡын
699,fern::A,بعيد,алыҫ
700,fern::A,بعيد,йыраҡ
701,linker::A,يسار,һул
702,rechter::A,يمين,уң
703,anderer::A,آخر,бутән
704,erster::A,أول,тәүге
705,zweiter::A,ثان,икенсе
706,dritter::A,ثالث,өсөнсө
707,letzter::A,أخير,һуңғы
708,allein::ADV,وحده,бер үҙе
709,allein::ADV,وحده,яңғыҙ
710,auf einmal::ADV,بالمرة,бер юлы
711,zusammen::ADV,معا,бергә
712,lange::ADV,مدة طويلة,оҙаҡ
713,plötzlich::ADV,فجأة,ҡапыл
714,sofort::ADV,حالا,шунда уҡ
715,sofort::ADV,فورا,шунда уҡ
716,später::ADV,فيما بعد,һуңыраҡ
717,jetzt::ADV,الآن,хәҙер
718,jetzt::ADV,حاليا,хәҙер
719,heute::ADV,اليوم,бөгөн
720,morgen::ADV,غدا,иртәгә
721,bald::ADV,قريبا,тиҙҙән
722,dann::ADV,ثم,һуңынан
723,gestern::ADV,أمس,кисә
724,gestern::ADV,البارحة,кисә
725,einst::ADV,قديما,ҡасандыр
726,einst::ADV,قديما,бер баҡыт
727,damals::ADV,حينئذ,ул саҡта
728,danach::ADV,ثم,һуңынан
729,danach::ADV,بعد ذلك,һуңынан
730,vorher::ADV,من قبل,элек
731,vorher::ADV,قبل ذلك,элек
732,zuerst::ADV,أولا,башта
733,einmal::ADV,مرة,бер
734,manchmal::ADV,أحيانا,ҡайһы берҙә
735,oft::ADV,كثيرا,йыш
736,immer::ADV,دائما,һәр ҡасан
737,niemals::ADV,لا أبدا,бер ҡасан да
738,niemals::ADV,لا أبدا,бер ваҡытта ла
739,hier::ADV,هنا,бында
740,hierhin::ADV,إلى هنا,бында
741,von hier::ADV,من هنا,бынан
742,von hier::ADV,من هنا,ошонан
743,dort::ADV,هناك,шунда
744,dort::ADV,هناك,тегендә
745,dorthin::ADV,إلى هناك,шунда
746,dorthin::ADV,إلى هناك,тегеләй
747,geradeaus::ADV,إلى الأمام,тура
748,vorwärts::ADV,إلى الأمام,алға
749,rückwärts::ADV,إلى الوراء,кирегә
750,zurück::ADV,عودا,кирегә
