,Concept_ID,eu,av
548,Krankheit::N,eritasun,щокълъи
549,Krankheit::N,gaixotasun,унти
550,Krankheit::N,gaixotasun,щокълъи
551,Schmerz::N,min,унти
552,Wunde::N,zauri,ругъун
553,Fieber::N,sukar,цӏа-кан
554,Arznei::N,osagai,дару
555,Arznei::N,sendagai,дару
556,Brücke::N,zubi,кьо
557,Brunnen::N,putzu,гъуй
558,Weide::N,alha,рицӏцӏ
559,Weide::N,alha,лъичӏирма
560,Weide::N,alha,гӏурдаллъи
561,Weide::N,alha,ри́цӏигъветӏ
562,Weide::N,alha,рицӏцӏигъветӏ
563,Weide::N,bazkaleku,рицӏцӏ
564,Weide::N,bazkaleku,лъичӏирма
565,Weide::N,bazkaleku,гӏурдаллъи
566,Weide::N,bazkaleku,ри́цӏигъветӏ
567,Weide::N,bazkaleku,рицӏцӏигъветӏ
568,Pfad::N,zidor,сухъмахъ
569,Pfad::N,bidexka,сухъмахъ
570,Weg::N,bide,нух
571,Straße::N,errepide,нух
572,Dorf::N,herri,росу
573,Stadt::N,hiri,шагьар
574,Brief::N,gutun,кагъат
575,Brief::N,gutun,рисалат
576,Brief::N,eskutitz,кагъат
577,Brief::N,eskutitz,рисалат
578,Buch::N,liburu,тӏехь
579,Buchstabe::N,hizki,хӏарп
580,Zeitung::N,egunkari,газет
581,Leben::N,bizi,яшав
582,Leben::N,bizitza,яшав
583,Tod::N,herio,хвел
584,Tod::N,heriotza,хвел
585,Grab::N,hobi,хоб
586,Grab::N,hilobi,хоб
587,Kirche::N,eliza,килиса
588,Sünde::N,hoben,хӏакъ
589,Sünde::N,hoben,мунагь
590,Sünde::N,bekatu,хӏакъ
591,Sünde::N,bekatu,мунагь
592,Gott::N,jainko,бичас
593,Gott::N,jainko,аллагь
594,Arbeiter::N,langile,хӏалтӏухъан
595,Arbeiter::N,behargin,хӏалтӏухъан
596,Chef::N,nagusi,хӏаким
597,Chef::N,nagusi,начальник
598,Meister::N,maisu,устар
599,Meister::N,maisu,мастер
600,Meister::N,maisu,махщалилав
601,Arzt::N,osagile,жайрахӏ
602,Arzt::N,sendagile,жайрахӏ
603,Lehrer::N,irakasle,мугӏалим
604,Geld::N,diru,гӏарац
605,Geschäft::N,negozio,
606,Laden::N,denda,тукен
607,Laden::N,saltegi,тукен
608,Preis::N,prezio,багьа
609,Preis::N,salneurri,багьа
610,Ware::N,salgai,къайи
611,Nutzen::N,onura,мунпагӏат
612,Nutzen::N,probetxu,мунпагӏат
613,Reichtum::N,aberastasun,бечелъи
614,Welt::N,ludi,дуниял
615,Welt::N,mundu,дуниял
616,Land::N,herrialde,улка
617,Land::N,herrialde,икълим
618,Staat::N,estatu,пачалихъ
619,König::N,errege,пача
620,König::N,errege,малик
621,König::N,errege,къирал
622,König::N,errege,падишагь
623,Macht::N,botere,кверщел
624,Grenze::N,muga,гӏорхъи
625,Krieg::N,guda,рагъ
626,Feind::N,etsai,тушман
627,Feind::N,arerio,тушман
628,Gewalt::N,bortxa,зулму
629,Gewalt::N,bortizkeria,зулму
630,Kampf::N,gudu,къеркьей
631,Kampf::N,auska,къеркьей
632,Bogen[Waffe]::N,arku,газаргъо
633,Pfeil::N,gezi,чӏор
634,Gewehr::N,fusil,туманкӏ
635,Fehler::N,huts,гъалатӏ
636,Fehler::N,hutsegin,гъалатӏ
637,Lüge::N,gezur,гьереси
638,Schaden::N,kalte,зиян
639,Schaden::N,kalte,зарал
640,Unglück::N,zoritxar,балагь
641,Unglück::N,zorigaitz,балагь
642,Schuld::N,erru,гӏайиб
643,Alter::N,adin,гӏумру
644,Schluss::N,bukaera,ахир
645,Zeit::N,aldi,заман
646,Zeit::N,denbora,заман
647,Tag::N,egun,къо
648,Morgen::N,goiz,радалмех
649,Mittag::N,eguerdi,къадемех
650,Abend::N,arrats,релъедамех
651,Nacht::N,gau,сордо
652,Woche::N,aste,анкь
653,Monat::N,hil,моцӏ
654,Jahr::N,urte,сон
655,Jahr::N,urte,лъагӏел
656,Frühling::N,udalehen,их
657,Sommer::N,uda,рии
658,Herbst::N,udazken,хасалихълъи
659,Herbst::N,neguantz,хасалихълъи
660,Winter::N,negu,кьин
661,Januar::N,urtarril,январь
662,Februar::N,otsail,февра́ль
663,März::N,martxo,март
664,April::N,apiril,апрель
665,Mai::N,maiatz,май
666,Juni::N,ekain,июнь
667,Juli::N,uztail,июль
668,August::N,abuztu,август
669,September::N,irail,сентябрь
670,Oktober::N,urri,октябрь
671,November::N,azaro,ноябрь
672,Dezember::N,abendu,декабрь
673,Montag::N,astelehen,итни
674,Dienstag::N,astearte,талат
675,Mittwoch::N,asteazken,арбагӏ
676,Donnerstag::N,ostegun,хамиз
677,Freitag::N,ostiral,рузман
678,Samstag::N,larunbat,щамат
679,Sonntag::N,igande,гьатӏан
680,groß::A,handi,кӏудияб
681,klein::A,txiki,гьитӏинаб
682,lang::A,luze,халатаб
683,kurz::A,labur,къокъаб
684,breit::A,zabal,гӏебаб
685,schmal::A,mehar,къваридаб
686,dicht::A,sarri,ризаб
687,dicht::A,trinko,ризаб
688,dick[Gegenstand]::A,lodi,бицатаб
689,dünn::A,mehe,тӏеренаб
690,fein::A,fin,тӏеренаб
691,fest::A,tinko,къвакӏараб
692,flach::A,lau,чӏепараб
693,flach::A,ordoki,чӏепараб
694,glatt::A,leun,цӏвакараб
695,hart::A,gogor,кьварараб
696,weich::A,bigun,тамахаб
697,weich::A,beratz,тамахаб
698,rund::A,biribil,гургинаб
699,spitz::A,puntadun,бегӏераб
700,scharf::A,zorrotz,рекӏараб
701,stumpf::A,kamuts,тӏехӏараб
702,stumpf::A,kamuts,рекӏинчӏеб
703,schwer::A,astun,бакӏаб
704,schwer::A,pisutsu,бакӏаб
705,schön::A,eder,берцинаб
706,heiß::A,bero,лагьараб
707,heiß::A,oso bero,лагьараб
708,warm::A,bero,хинаб
709,kalt::A,hotz,квачараб
710,kühl::A,hotzil,квачараб
711,frisch::A,fresko,цӏияб
712,frisch::A,hozkirri,цӏияб
713,feucht::A,heze,рагьараб
714,nass::A,busti,би́ччараб
715,trocken::A,siku,бакъвараб
716,trocken::A,lehor,бакъвараб
717,voll::A,bete,
718,leer::A,huts,чӏобогояб
719,offen::A,ireki,рагьараб
720,geschlossen::A,itxita,рахараб-къараб
721,sauber::A,xahu,бацӏцӏадаб
722,sauber::A,garbi,бацӏцӏадаб
723,schmutzig::A,lohi,гъизараб
724,schmutzig::A,zikin,гъизараб
725,roh::A,gordin,хамаб
726,roh::A,gordin,гӏатӏгояб
727,reif::A,umo,барщараб
728,reif::A,heldu,барщараб
729,lecker::A,goxo,тӏагӏамаб
730,süß::A,goxo,гьуинаб
731,bitter::A,karmin,кьогӏаб
732,bitter::A,garratz,кьогӏаб
733,sauer::A,mingots,цӏекӏаб
734,hell::A,argi,канаб
735,dunkel::A,ilun,бецӏаб
736,schwarz::A,beltz,чӏегӏераб
737,weiß::A,zuri,хъахӏаб
738,rot::A,gorri,багӏараб
739,gelb::A,hori,гӏобилаб
740,gelb::A,hori,тӏогьилаб
741,blau::A,urdin,хъахӏилаб
742,grün::A,berde,гӏурччинаб
743,grün::A,musker,гӏурччинаб
744,grau::A,urdin,накӏкӏуяб
745,grau::A,urdinabar,накӏкӏуяб
746,bunt::A,koloretsu,къвекӏаб
747,bunt::A,koloretsu,чара-гъараб
748,billig::A,merke,учузаб
749,teuer::A,garesti,хири́яб
750,wertvoll::A,baliotsu,къиматаб
751,blind::A,itsu,беццаб
752,taub::A,gor,гъугъаб
753,kräftig::A,kementsu,гучаб
754,stark::A,bizkor,къуватаб
755,stark::A,indartsu,къуватаб
756,schwach::A,ahul,гӏажизаб
757,schwach::A,indargabe,гӏажизаб
758,fett::A,gizen,кьарияб
759,schlank::A,lerden,чергесаб
