,Concept_ID,eu,av
1420,sagen::V,esan,бицине
1421,sprechen::V,mintzatu,бицине
1422,sprechen::V,hitz egin,бицине
1423,reden::V,hitz egin,гаргадизе
1424,sich unterhalten::V,solastu,гаргадизе
1425,sich unterhalten::V,solas egin,гаргадизе
1426,fragen::V,galdetu,цӏехезе
1427,fragen::V,galdetu,гьикъизе
1428,bitten::V,eskatu,гьаризе
1429,bitten::V,galdegin,гьаризе
1430,erzählen::V,edestu,бицине
1431,erzählen::V,kontatu,бицине
1432,mitteilen::V,jakinarazi,лъазабизе
1433,nennen::V,izena eman,цӏар лъезе
1434,rufen::V,dei egin,ахӏизе
1435,prahlen::V,harrokerian ibili,беццаризе
1436,prahlen::V,ahoberokeriak esan,беццаризе
1437,übersetzen::V,itzuli,буссинабизе
1438,denken::V,pentsatu,ургъизе
1439,denken::V,gogoeta egin,ургъизе
1440,glauben::V,sinetsi,божизе
1441,bemerken::V,ohartu,берречӏчӏизе
1442,bemerken::V,konturatu,берречӏчӏизе
1443,erkennen::V,ezagutu,лъазе
1444,erkennen::V,ezagutu,батӏаго бахъизе
1445,erkennen::V,antzeman,лъазе
1446,erkennen::V,antzeman,батӏаго бахъизе
1447,begreifen::V,ulertu,бичӏчӏизе
1448,verstehen::V,aditu,
1449,lernen::V,ikasi,цӏализе
1450,wissen::V,jakin,лъазе
1451,sich erinnern an::V,gogoratu,ракӏалде щвезе
1452,sich erinnern an::V,gogoan izan,ракӏалде щвезе
1453,vergessen::V,ahaztu,кӏочене
1454,vergessen::V,ahantzi,кӏочене
1455,messen::V,neurtu,борцине
1456,zählen::V,zenbatu,рикӏкӏине
1457,zählen::V,kopuratu,рикӏкӏине
1458,rechnen::V,kalkulatu,рикӏкӏине
1459,lesen::V,irakurri,цӏализе
1460,malen::V,margotu,бахъизе
1461,zeichnen::V,marraztu,бахъизе
1462,schreiben::V,idatzi,хъвазе
1463,besitzen::V,ukan,щвезе
1464,besitzen::V,ukan,бу́кӏине
1465,besitzen::V,eduki,щвезе
1466,besitzen::V,eduki,бу́кӏине
1467,kaufen::V,erosi,босизе
1468,verkaufen::V,saldu,бичизе
1469,bezahlen::V,ordaindu,кьезе
1470,zahlen::V,ordaindu,кьезе
1471,beherrschen::V,menpean izan,
1472,ertragen::V,jasan,баччизе
1473,ertragen::V,pairatu,баччизе
