,Concept_ID,ab,fi
342,Spitze::N,аҧынҵа,kärki
343,Ende::N,анаӡара,pää
344,Ende::N,анаӡара,perä
345,Loch::N,акылҵəара,kolo
346,Loch::N,акылҵəара,reikä
347,Winkel::N,агҿаҩра,kulma
348,Winkel::N,акəындхə,kulma
349,Winkel::N,акəакь,kulma
350,Muster::N,аҟҟа,kuvio
351,Größe::N,изаҟароу,koko
352,Größe::N,изаҟароу,suuruus
353,Länge::N,аура,pituus
354,Höhe::N,агылара,korkeus
355,Gewicht::N,акапан,paino
356,Haufen::N,ачаҟəа,kasa
357,Reihe::N,ацəаҳəа,rivi
358,Boot::N,анышь,vene
359,Ruder::N,ажəҩа,airo
360,Schlitten::N,ашəаҩауардын,reki
361,Schlitten::N,ашəаҩауардын,kelkka
362,Ski::N,ашəаҩа,suksi
363,Ski::N,ашьахаха,suksi
364,Lagerfeuer::N,еиқуу амца,nuotio
365,Last::N,ахьанҭара,kuorma
366,Gang::N,аныҟəара,kulku
367,Gang::N,аныҟəара,käynti
368,Schritt::N,ашьаҿа,askel
369,Norden::N,аҩада,pohjoinen
370,Süden::N,алада,etelä
371,Westen::N,амраҭашəара,länsi
372,Osten::N,амрагылара,itä
373,Holz::N,амҿымаҭəахə,puu
374,Brett::N,аӷəы,lauta
375,Platte::N,ахаҳәцәы,levy
376,Stütze::N,аҵаргəа,noja
377,Stütze::N,агəышьаҟа,noja
378,Stange::N,акьат,tanko
379,Stock::N,алаба,keppi
380,Stab::N,акьат,sauva
381,Stab::N,акьат,seiväs
382,Rohr::N,абыкь,putki
383,Haus::N,аҩны,talo
384,Heim::N,аҭаацəа,koti
385,Ofen::N,аҳақə,uuni
386,Ofen::N,ауаџьаҟ,uuni
387,Ofen::N,афрына,uuni
388,Fußboden::N,адашьма,lattia
389,Tisch::N,аишәа,pöytä
390,Stuhl::N,аҟəардə,tuoli
391,Wiege::N,агара,kehto
392,Bett::N,акаруаҭ,sänky
393,Regal::N,акыӷəра,hylly
394,Kiste::N,аидчаҧала,arkku
395,Kiste::N,аидчаҧала,kirstu
396,Kiste::N,аидчаҧала,laatikko
397,Fenster::N,аҧенџьыр,ikkuna
398,Tür::N,ашə,ovi
399,Tor::N,агəашə,portti
400,Zaun::N,аанда,aita
401,Dach::N,ахыб,katto
402,Leiter::N,амардуан,tikkaat
403,Leiter::N,амардуан,tikapuut
404,Besen::N,аҧссага,luuta
405,Spaten::N,ажыга,lapio
406,Schaufel::N,аҭəарӷəы,lapio
407,Gabel::N,ачқьыҧ,haarukka
408,Löffel::N,амҳаҵə,lusikka
409,Messer::N,аҳəызба,veitsi
410,Nagel::N,аҵəымӷ,naula
411,Netz::N,акаҭа,verkko
412,Haken::N,аҵəаҳə,haka
413,Haken::N,аҵəаҳə,koukku
414,Griff::N,амаа,ripa
415,Griff::N,амаа,kahva
416,Schloss::N,асаҧаҭ,lukko
417,Bild::N,асахьа,kuva
418,Figur::N,афигура,kuvio
419,Puppe::N,акьанџьа,nukke
420,Beutel::N,асакь,pussi
421,Bündel::N,аҿаҳəара,nippu
422,Bündel::N,аҿаҳəара,kimppu
423,Tasche::N,арҭмаҟ,laukku
424,Eimer::N,аведра,sanko
425,Eimer::N,аведра,ämpäri
426,Deckel::N,ахҩа,kansi
427,Geschirr::N,ачысмаҭəа,astia
428,Sack::N,асакь,säkki
429,Tasse::N,аҵəца,kuppi
430,Topf::N,акаструлиа,pata
431,Kessel::N,ачуан,kattila
432,Nahrung::N,афатə,ruoka
433,Nahrung::N,афатə,ravinto
434,Speise::N,афатə,ruoka
435,Fleisch::N,акəац,liha
436,Getreide::N,ачакуа,vilja
437,Brei::N,ақашь,puuro
438,Brot::N,ача,leipä
439,Scheibe::N,аҽыҭ,viipale
440,Scheibe::N,аҿаҵа,viipale
441,Fett::N,ашша,rasva
442,Butter::N,ахəша,voi
443,Öl::N,азеҭ,öljy
444,Salz::N,аџьыка,suola
445,Suppe::N,асуҧ,keitto
446,Honig::N,ацха,hunaja
447,Milch::N,ахш,maito
448,Tee::N,ачаи,tee
449,Leder::N,ацəа,nahka
450,Wolle::N,аласа,villa
451,Stoff::N,Аба,kangas
452,Nadel::N,агəыр,neula
453,Faden::N,арахəыц,lanka
454,Knopf::N,аҳəынҵəра,nappi
455,Knoten::N,аиқəҳəала,solmu
456,Farbe::N,ашəыга,maali
457,Kleidung::N,амаҭəа,vaatteet
458,Hemd::N,акьаҿ,paita
459,Kragen::N,ахəда,kaulus
460,Ärmel::N,амаӷра,hiha
461,Hose::N,аиқəа,housut
462,Gürtel::N,амаҟа,vyö
463,Mütze::N,ахылҧа,lakki
464,Schuh::N,аимаа,kenkä
465,Stiefel::N,амагə,saapas
466,Ring::N,амацəаз,sormus
467,Band::N,алента,nauha
468,Kamm::N,ахҳəа,kampa
469,Spiegel::N,асаркьа,peili
470,Riemen::N,аа,hihna
471,Schnur::N,ашаха,naru
472,Schnur::N,ашаха,nuora
473,Leine::N,аҕура,talutushihna
474,Decke::N,ахыза,peite
475,Kissen::N,ахчы,tyyny
476,Kissen::N,ахчы,pielus
477,Tuch::N,акасы,huivi
478,Handtuch::N,ампахьшьы,pyyheliina
479,Kraft::N,амч,väki
480,Kraft::N,амч,voima
481,Stärke::N,амч,vahvuus
482,Gesundheit::N,агəабзиара,terveys
483,Krankheit::N,ачымазара,tauti
484,Krankheit::N,ачымазара,sairaus
485,Schmerz::N,ахьаа,kipu
486,Schmerz::N,ахьаа,särky
487,Wunde::N,ахəра,haava
488,Fieber::N,ашоура,kuume
489,Arznei::N,ахəшə,lääke
490,Brücke::N,ацҳа,silta
491,Brunnen::N,аҵыџь,kaivo
492,Weide::N,аҳəырҭа,laidun
493,Pfad::N,амхəасҭа,polku
494,Weg::N,амҩа,tie
495,Straße::N,амҩа,katu
496,Dorf::N,ақыҭа,kylä
497,Stadt::N,ақалақь,kaupunki
498,Brief::N,ашəҟəы,kirje
499,Buch::N,ашəҟəы,kirja
500,Buchstabe::N,анбан,kirjain
501,Zeitung::N,агазеҭ,lehti
502,Zeitung::N,агазеҭ,sanomalehti
503,Leben::N,аҧсҭазаара,elo
504,Leben::N,аҧсҭазаара,elämä
505,Tod::N,аҧсра,kuolema
506,Grab::N,анышəынҭра,hauta
507,Kirche::N,ауахəама,kirkko
508,Sünde::N,агəнаҳа,synti
509,Gott::N,анцəа,jumala
510,Arbeiter::N,аусуҩ,työläinen
511,Chef::N,Аиҳабы,päällikkö
512,Meister::N,аҟаза,mestari
513,Arzt::N,аҳақьым,lääkäri
514,Lehrer::N,арҵаҩы,opettaja
515,Geld::N,аҧара,raha
516,Laden::N,амагазин,puoti
517,Laden::N,амагазин,kauppa
518,Preis::N,ахə,hinta
519,Ware::N,атауар,tavara
520,Nutzen::N,ақьар,hyöty
521,Reichtum::N,абеиара,rikkaus
522,Welt::N,адунеи,maailma
523,Land::N,атəыла,maa
524,Staat::N,аҳəынҭқарра,valtio
525,König::N,акрал,kuningas
526,Macht::N,амчра,mahti
527,Grenze::N,аҳəаа,raja
528,Krieg::N,аибашьра,sota
529,Feind::N,Аҕа,vihollinen
530,Gewalt::N,ақəымчра,väkivalta
531,Kampf::N,ақəҧара,taistelu
532,Bogen[Waffe]::N,ахыц,jousi
533,Pfeil::N,ахəымпал,nuoli
534,Gewehr::N,ашəақь,kivääri
535,Fehler::N,агха,vika
536,Fehler::N,агха,virhe
537,Lüge::N,амц,valhe
538,Schaden::N,аҧырхага,vaurio
539,Schaden::N,аҧырхага,vahinko
540,Unglück::N,арыцҳара,vahinko
541,Unglück::N,арыцҳара,onnettomuus
542,Schuld::N,ахара,syy
543,Alter::N,ақəра,ikä
544,Schluss::N,анҵəамҭа,loppu
545,Zeit::N,аамта,aika
546,Tag::N,амш,päivä
547,Morgen::N,ашара,aamu
548,Morgen::N,ашара,huomen
549,Morgen::N,ашьыбжь,aamu
550,Morgen::N,ашьыбжь,huomen
551,Mittag::N,шьыбжьон,keskipäivä
552,Abend::N,ахəылҧаз,ilta
553,Abend::N,ахəлбыҽха,ilta
554,Nacht::N,аҵх,yö
555,Woche::N,амчыбжь,viikko
556,Frühling::N,ааҕын,kevät
557,Sommer::N,аҧхын,kesä
558,Herbst::N,ҭагалан,syksy
559,Herbst::N,хкаарачан,syksy
560,Winter::N,аӡын,talvi
561,Januar::N,ианвар,tammikuu
562,Februar::N,февраль,helmikuu
563,März::N,март,maaliskuu
564,April::N,апрель,huhtikuu
565,Mai::N,маи,toukokuu
566,Juni::N,иуун,kesäkuu
567,Juli::N,иууль,heinäkuu
568,August::N,август,elokuu
569,September::N,сентиабр,syyskuu
570,Oktober::N,октиабр,lokakuu
571,November::N,ноиабр,marraskuu
572,Dezember::N,декабр,joulukuu
573,Montag::N,ашəахьа,maanantai
574,Dienstag::N,аҩаша,tiistai
575,Mittwoch::N,ахаша,keskiviikko
576,Donnerstag::N,аҧшьаша,torstai
577,Freitag::N,ахəаша,perjantai
578,Samstag::N,асабша,lauantai
579,Sonntag::N,амҽыша,sunnuntai
580,groß::A,аду,iso
581,groß::A,аду,suuri
582,klein::A,амаҷ,pieni
583,lang::A,ахəхəа,pitkä
584,kurz::A,акьаҿ,lyhyt
585,breit::A,аиужь,leveä
586,breit::A,аиҵых,leveä
587,schmal::A,аҭшəа,kapea
588,dicht::A,аилач,taaja
589,dick[Gegenstand]::A,ажəпа,paksu
590,fein::A,апа,hieno
591,fein::A,аҵаӷа,hieno
592,fein::A,аӡа,hieno
593,fest::A,аҟаца,luja
594,fest::A,аӷəӷəаҟаца,luja
595,flach::A,ақəаҟьа,litteä
596,flach::A,ақəаҟьа,tasainen
597,flach::A,аҧаҟьа,litteä
598,flach::A,аҧаҟьа,tasainen
599,glatt::A,аимаҩзы,sileä
600,glatt::A,аимаҩзы,siloinen
601,hart::A,акьакьа,kova
602,weich::A,атата,pehmeä
603,rund::A,акəмпыл,pyöreä
604,spitz::A,аҵар,terävä
605,scharf::A,аҵар,terävä
606,stumpf::A,ацагə,tylsä
607,schwer::A,ахьанҭа,raskas
608,schwer::A,ахьанҭа,painava
609,schön::A,аҧшӡа,kaunis
610,heiß::A,ашы,kuuma
611,warm::A,аҧха,lämmin
612,kalt::A,ахьшəашəа,kylmä
613,kalt::A,ахьшəашəа,viluinen
614,kühl::A,ахьшəашəа,viileä
615,kühl::A,ицәыхьшәашәоу,viileä
616,frisch::A,цқьа,tuore
617,feucht::A,ацəаак,kostea
618,nass::A,абааӡа,märkä
619,trocken::A,Аба,kuiva
620,trocken::A,аҩа,kuiva
621,voll::A,азна,täysi
622,leer::A,аҭацəы,tyhjä
623,offen::A,аарта,avonainen
624,geschlossen::A,ихҩоу,suljettu
625,geschlossen::A,иаркыу,suljettu
626,sauber::A,ацқьа,puhdas
627,schmutzig::A,аҟьашь,likainen
628,reif::A,Арҭ,kypsä
629,reif::A,аҟала,kypsä
630,reif::A,иҟалахьоу,kypsä
631,lecker::A,ахаа,herkullinen
632,süß::A,азла,makea
633,bitter::A,аша,karvas
634,bitter::A,аша,kitkerä
635,sauer::A,аҵəҵəы,hapan
636,hell::A,алаша,kirkas
637,hell::A,алаша,valoisa
638,dunkel::A,алашьца,pimeä
639,schwarz::A,аиқуаҵәа,musta
640,weiß::A,ашкəакəа,valkea
641,rot::A,аҟаҧшь,punainen
642,gelb::A,аҩеижь,keltainen
643,blau::A,аҽҵәа,sininen
644,grün::A,ашьацҧшҭəала,vihreä
645,grün::A,аеҵəа,vihreä
646,grau::A,ацəыш,harmaa
647,bunt::A,Аилыҕраа,kirjava
648,bunt::A,аҕраҷкəын,kirjava
649,billig::A,амариа,halpa
650,billig::A,амариа,huokea
651,teuer::A,амҩан,kallis
652,wertvoll::A,кыр иаҕсоу,arvokas
653,wertvoll::A,акыр иаҕсоу,arvokas
654,blind::A,алашə,sokea
655,taub::A,адагəа,kuuro
656,kräftig::A,аӷəӷəа,väkevä
657,kräftig::A,аӷəӷəа,voimakas
658,stark::A,абаҟа,vahva
659,schwach::A,акəада,heikko
660,fett::A,аҧсыла,lihava
661,schlank::A,акала,hoikka
662,schlank::A,акала,solakka
663,schlank::A,акьалантар,hoikka
664,schlank::A,акьалантар,solakka
665,schlank::A,аиҿартə,hoikka
666,schlank::A,аиҿартə,solakka
667,hübsch::A,аҧшӡа,soma
668,hübsch::A,аҧшӡа,sievä
669,böse::A,абааҧсы,paha
670,böse::A,абааҧсы,häijy
671,dumm::A,агаӡа,tyhmä
672,dumm::A,агаӡа,typerä
673,faul::A,аашьа,laiska
674,fleißig::A,иҟубҷоу,ahkera
675,geizig::A,акы,saita
676,geizig::A,акаҷбеи,saita
677,geizig::A,аҟəџьыр,saita
678,klug::A,аҟəыш,älykäs
679,klug::A,аҟəыӷа,älykäs
680,geschickt::A,напҟазала,taitava
681,lieb::A,алашара,rakas
682,lustig::A,алах-ҿых,hauska
683,lustig::A,алах-ҿых,iloinen
684,lustig::A,игурҕьаччо,hauska
685,lustig::A,игурҕьаччо,iloinen
686,lustig::A,агурҕьа,hauska
687,lustig::A,агурҕьа,iloinen
688,lustig::A,агурҿыхага,hauska
689,lustig::A,агурҿыхага,iloinen
690,sanft::A,атата,lauha
691,sanft::A,атата,lempeä
692,sanft::A,аҟəымшəышə,lauha
693,sanft::A,аҟəымшəышə,lempeä
694,sanft::A,ақьыҧш,lauha
695,sanft::A,ақьыҧш,lempeä
696,hungrig::A,амлашь,nälkäinen
697,krank::A,ачымазаҩ,sairas
698,nackt::A,аҟьантаз,alaston
699,traurig::A,алахьеиқəҵага,surullinen
700,traurig::A,алахьеиқəҵага,murheellinen
701,lebendig::A,абза,elävä
702,gut::A,абзиа,hyvä
703,schlecht::A,-хəарҭам,paha
704,schlecht::A,-хəарҭам,huono
705,richtig::A,иашоу,oikea
706,schlimm::A,абааҧсы,paha
707,wahr::A,агəҭылса,tosi
708,wahr::A,абзиаҵəҟьа,tosi
709,alt::A,Ажə,vanha
710,neu::A,аҿыц,uusi
711,ehemalig::A,анкьатәи,entinen
712,ehemalig::A,анкьатәи,muinainen
713,alt[Lebewesen]::A,абырг,vanha
714,alt[Lebewesen]::A,ақабада,vanha
715,alt[Lebewesen]::A,Ажə,vanha
716,jung::A,аҟата,nuori
717,arm::A,ананамга,köyhä
718,reich::A,абеиа,rikas
719,bekannt::A,адыр,tuttu
720,bekannt::A,адыр,tunnettu
721,berühmt::A,адыр,kuuluisa
722,fremd::A,атəым,vieras
723,verschieden::A,Еиуа-еиҧшым,eri
724,verschieden::A,Еиуа-еиҧшым,erilainen
