,Concept_ID,ja,da
245,Wahrheit::N,真実,sandhed
246,Gespräch::N,会話,samtale
247,Märchen::N,童話,eventyr
248,Erzählung::N,物語,fortælling
249,Nachricht::N,報告,efterretning
250,Neuigkeit::N,ニュース,nyhed
251,Name::N,名前,navn
252,Rätsel::N,謎,gåde
253,Rede::N,演説,tale
254,Sprache::N,言語,sprog
255,Stimme::N,声,stemme
256,Wort::N,言葉,ord
257,Zeichen::N,記号,tegn
258,Ruf::N,呼び声,råb
259,Lärm::N,騒音,larm
260,Laut::N,音,lyd
261,Ton::N,音,tone
262,Lied::N,歌,sang
263,Ruhe::N,静けさ,ro
264,Ruhe::N,静けさ,hvile
265,Leute::N,人々,folk
266,Leute::N,人々,mennesker
267,Volk::N,民族,folk
268,Arbeit::N,仕事,arbejde
269,Gast::N,客,gæst
270,Geschenk::N,贈り物,gave
271,Spiel::N,遊び,leg
272,Gesellschaft::N,社会,selskab
273,Hilfe::N,援助,hjælp
274,Freund::N,友達,ven
275,Kamerad::N,同志,kammerat
276,Angelegenheit::N,件,sag
277,Angelegenheit::N,件,anliggende
278,Anzahl::N,数,antal
279,Art::N,種類,art
280,Stück::N,部分,stykke
281,Teil::N,部分,del
282,Hälfte::N,半分,halvdel
283,Kreis::N,円,cirkel
284,Kreuz::N,十字,kors
285,Kreuz::N,十字,kryds
286,Linie::N,線,linie
287,Strich::N,線,streg
288,Abstand::N,距離,afstand
289,Entfernung::N,距離,afstand
290,Gegend::N,辺,egn
291,Gegend::N,地域,egn
292,Platz::N,ゆとり,plads
293,Ort::N,所,sted
294,Ort::N,場所,sted
295,Seite::N,横,side
296,Mitte::N,真ん中,midte
297,Gegenstand::N,物件,genstand
298,Sache::N,物,sag
299,Rand::N,端,rand
300,Kante::N,縁,kant
301,Ecke::N,角,hjørne
302,Spitze::N,先頭,spids
303,Ende::N,端,ende
304,Loch::N,穴,hul
305,Winkel::N,片隅,vinkel
306,Muster::N,模様,mønster
307,Größe::N,大きさ,størrelse
308,Länge::N,長さ,længde
309,Höhe::N,高さ,højde
310,Gewicht::N,重さ,vægt
311,Menge::N,量,mængde
312,Haufen::N,堆積,bunke
313,Reihe::N,並び,række
314,Boot::N,ボート,båd
315,Ruder::N,オール,åre
316,Schlitten::N,そり,kælk
317,Schlitten::N,そり,slæde
318,Ski::N,スキー,ski
319,Lagerfeuer::N,篝火,lejrbål
320,Last::N,荷物,last
321,Last::N,荷物,byrde
322,Gang::N,歩み,gang
323,Schritt::N,歩,skridt
324,Norden::N,北,nord
325,Süden::N,南,syd
326,Westen::N,西,vest
327,Osten::N,東,øst
328,Holz::N,木,træ
329,Holz::N,木材,træ
330,Brett::N,板,bræt
331,Platte::N,盤,plade
332,Stütze::N,支柱,støtte
333,Stange::N,棒,stang
334,Stock::N,杖,stok
335,Stab::N,棒,stav
336,Rohr::N,管,rør
337,Haus::N,家,hus
338,Heim::N,家,hjem
339,Ofen::N,ストーブ,ovn
340,Fußboden::N,床,gulv
341,Tisch::N,机,bord
342,Stuhl::N,椅子,stol
343,Wiege::N,揺籃,vugge
344,Bett::N,ベッド,seng
345,Regal::N,棚,reol
346,Kiste::N,箱,kasse
347,Fenster::N,窓,vindue
348,Tür::N,戸,dør
349,Tür::N,ドア,dør
350,Tor::N,門,port
351,Zaun::N,垣根,stakit
352,Dach::N,屋根,tag
353,Leiter::N,梯子,stige
354,Besen::N,ほうき,kost
355,Spaten::N,スコップ,spade
356,Schaufel::N,シャベル,skovl
357,Gabel::N,フォーク,gaffel
358,Löffel::N,スプーン,ske
359,Messer::N,ナイフ,kniv
360,Nagel::N,釘,søm
361,Netz::N,網,net
362,Haken::N,鉤,krog
363,Haken::N,フック,krog
364,Griff::N,取っ手,tag
365,Griff::N,取っ手,håndtag
366,Schloss::N,錠,lås
367,Bild::N,絵,billede
368,Figur::N,像,figur
369,Puppe::N,人形,dukke
370,Beutel::N,袋,pose
371,Bündel::N,束,bylt
372,Bündel::N,束,bundt
373,Bündel::N,包み,bylt
374,Bündel::N,包み,bundt
375,Tasche::N,かばん,taske
376,Eimer::N,バケツ,spand
377,Deckel::N,蓋,låg
378,Geschirr::N,食器,husgeråd
379,Sack::N,袋,sæk
380,Tasse::N,カップ,kop
381,Topf::N,鍋,gryde
382,Kessel::N,釜,kedel
383,Essen::N,食事,måltid
384,Nahrung::N,食物,mad
385,Nahrung::N,食物,næring
386,Speise::N,料理,ret
387,Fleisch::N,肉,kød
388,Getreide::N,麦,korn
389,Getreide::N,穀物,korn
390,Brei::N,粥,grød
391,Brot::N,パン,brød
392,Scheibe::N,枚,skive
393,Scheibe::N,切れ,skive
394,Fett::N,脂肪,fedt
395,Butter::N,バター,smør
396,Öl::N,油,olie
397,Salz::N,塩,salt
398,Suppe::N,スープ,suppe
399,Honig::N,蜂蜜,honning
400,Milch::N,牛乳,mælk
401,Tee::N,茶,te
402,Tee::N,お茶,te
403,Leder::N,革,skind
404,Wolle::N,毛糸,uld
405,Stoff::N,布,stof
406,Nadel::N,針,nål
407,Faden::N,糸,tråd
408,Knopf::N,ボタン,knap
409,Knoten::N,結び目,knude
410,Farbe::N,ペンキ,farve
411,Kleidung::N,衣服,påklædning
412,Hemd::N,シャツ,skjorte
413,Kragen::N,襟,krave
414,Ärmel::N,袖,ærme
415,Hose::N,ズボン,bukser
416,Gürtel::N,帯,bælte
417,Gürtel::N,ベルト,bælte
418,Mütze::N,帽子,hue
419,Schuh::N,靴,sko
420,Stiefel::N,ブーツ,støvle
421,Ring::N,輪,ring
422,Band::N,リボン,bånd
423,Kamm::N,櫛,kam
424,Spiegel::N,鏡,spejl
425,Riemen::N,緒,rem
426,Schnur::N,紐,snor
427,Leine::N,綱,snor
428,Decke::N,掛け布団,tæppe
429,Kissen::N,枕,pude
430,Tuch::N,スカーフ,sjaltørklæde
431,Handtuch::N,タオル,håndklæde
432,Kraft::N,力,kraft
433,Stärke::N,強さ,styrke
434,Gesundheit::N,健康,sundhed
435,Krankheit::N,病気,sygdom
436,Schmerz::N,痛み,smerte
437,Wunde::N,傷,sår
438,Fieber::N,熱,feber
439,Arznei::N,薬,medicin
440,Arznei::N,薬,lægemiddel
441,Brücke::N,橋,bro
442,Brunnen::N,井戸,brønd
443,Weide::N,牧場,græsgang
444,Pfad::N,小路,sti
445,Weg::N,道,vej
446,Straße::N,街道,gade
447,Dorf::N,村,landsby
448,Stadt::N,町,by
449,Stadt::N,都市,by
450,Brief::N,手紙,brev
451,Buch::N,本,bog
452,Buchstabe::N,文字,bogstav
453,Zeitung::N,新聞,avis
454,Leben::N,生活,liv
455,Tod::N,死,død
456,Grab::N,墓,grav
457,Kirche::N,教会,kirke
458,Sünde::N,罪,synd
459,Gott::N,神,gud
460,Arbeiter::N,労働者,arbejder
461,Chef::N,上司,chef
462,Meister::N,達人,mester
463,Meister::N,マイスター,mester
464,Arzt::N,医者,læge
465,Lehrer::N,先生,lærer
466,Geld::N,金,penge
467,Geschäft::N,取り引き,forretning
468,Laden::N,店,butik
469,Laden::N,店,forretning
470,Preis::N,値段,pris
471,Ware::N,商品,vare
472,Nutzen::N,利益,nytte
473,Reichtum::N,豊かさ,rigdom
474,Welt::N,世界,verden
475,Land::N,国,land
476,Staat::N,国家,stat
477,König::N,国王,konge
478,Macht::N,権力,magt
479,Grenze::N,国境,grænse
480,Krieg::N,戦争,krig
481,Feind::N,敵,fjende
482,Gewalt::N,暴力,vold
483,Kampf::N,戦い,kamp
484,Bogen[Waffe]::N,弓,bue
485,Pfeil::N,矢,pil
486,Gewehr::N,銃,gevær
487,Fehler::N,間違い,fejl
488,Lüge::N,嘘,løgn
489,Schaden::N,損害,skade
490,Unglück::N,不幸,uheld
491,Unglück::N,不幸,ulykke
492,Schuld::N,罪,skyld
493,Alter::N,年,alder
494,Alter::N,年齢,alder
495,Schluss::N,終わり,slut
496,Schluss::N,終わり,slutning
497,Zeit::N,時,tid
498,Zeit::N,時間,tid
499,Tag::N,日,dag
500,Morgen::N,朝,morgen
501,Mittag::N,昼,middag
502,Abend::N,晩,aften
503,Abend::N,夕方,aften
504,Nacht::N,夜,nat
505,Woche::N,週,uge
506,Monat::N,月,måned
507,Jahr::N,年,år
508,Frühling::N,春,forår
509,Sommer::N,夏,sommer
510,Herbst::N,秋,efterår
511,Winter::N,冬,vinter
512,Januar::N,一月,januar
513,Februar::N,二月,februar
514,März::N,三月,marts
515,April::N,四月,april
516,Mai::N,五月,maj
517,Juni::N,六月,juni
518,Juli::N,七月,juli
519,August::N,八月,august
520,September::N,九月,september
521,Oktober::N,十月,oktober
522,November::N,十一月,november
523,Dezember::N,十二月,december
524,Montag::N,月曜日,mandag
525,Dienstag::N,火曜日,tirsdag
526,Mittwoch::N,水曜日,onsdag
527,Donnerstag::N,木曜日,torsdag
528,Freitag::N,金曜日,fredag
529,Samstag::N,土曜日,lørdag
530,Sonntag::N,日曜日,søndag
531,groß::A,大きい,stor
532,klein::A,小さい,lille
533,lang::A,長い,lang
534,kurz::A,短い,kort
535,breit::A,広い,bred
536,schmal::A,狭い,smal
537,dicht::A,密な,tæt
538,dick[Gegenstand]::A,厚い,tyk
539,dünn::A,薄い,tynd
540,fein::A,細い,fin
541,fest::A,硬い,fast
542,flach::A,平らな,flad
543,glatt::A,滑らかな,glat
544,hart::A,堅い,hård
545,weich::A,柔らかい,blød
546,rund::A,丸い,rund
547,spitz::A,尖った,spids
548,scharf::A,鋭い,skarp
549,stumpf::A,鈍い,sløv
550,stumpf::A,鈍い,stump
551,schwer::A,重い,tung
552,schön::A,綺麗な,skøn
553,heiß::A,熱い,hed
554,warm::A,温かい,varm
555,kalt::A,寒い,kold
556,kalt::A,冷たい,kold
557,kühl::A,涼しい,kølig
558,frisch::A,ひんやりした,frisk
559,feucht::A,湿った,fugtig
560,nass::A,濡れた,våd
561,trocken::A,乾いた,tør
562,voll::A,いっぱいの,fuld
563,leer::A,空の,tom
564,offen::A,開いた,åben
565,geschlossen::A,閉まった,lukket
566,sauber::A,清潔な,ren
567,schmutzig::A,汚い,snavset
568,roh::A,生の,rå
569,reif::A,熟した,moden
570,lecker::A,美味しい,lækker
571,süß::A,甘い,sød
572,bitter::A,苦い,bitter
573,sauer::A,酸っぱい,sur
574,hell::A,明るい,lys
575,dunkel::A,暗い,mørk
576,schwarz::A,黒い,sort
577,weiß::A,白い,hvid
578,rot::A,赤い,rød
579,gelb::A,黄色い,gul
580,blau::A,青い,blå
581,grün::A,緑の,grøn
582,grau::A,灰色の,grå
583,bunt::A,色取り取りの,broget
584,billig::A,安い,billig
585,teuer::A,高い,dyr
586,wertvoll::A,貴重な,værdifuld
587,blind::A,盲目の,blind
588,taub::A,耳が聞こえない,døv
589,kräftig::A,強力な,kraftig
590,stark::A,強い,stærk
591,schwach::A,弱い,svag
592,fett::A,太った,fed
593,schlank::A,ほっそりした,slank
594,hübsch::A,素敵な,køn
595,böse::A,悪い,ond
596,böse::A,悪い,slem
597,dumm::A,馬鹿な,dum
598,faul::A,怠惰な,doven
599,fleißig::A,勤勉な,flittig
600,geizig::A,けちな,gerrig
601,klug::A,賢い,klog
602,klug::A,頭のいい,klog
603,geschickt::A,器用な,dygtig
604,geschickt::A,器用な,behændig
605,lieb::A,愛らしい,rar
606,lustig::A,楽しい,lystig
607,sanft::A,温和な,blid
608,hungrig::A,空腹の,sulten
609,krank::A,病気の,syg
610,nackt::A,裸の,nøgen
611,traurig::A,悲しい,bedrøvet
612,lebendig::A,生きた,levende
613,gut::A,良い,god
614,schlecht::A,悪い,dårlig
615,schlecht::A,駄目な,dårlig
616,richtig::A,正しい,rigtig
617,schlimm::A,ひどい,slem
618,wahr::A,本当の,sand
619,alt::A,古い,gammel
620,neu::A,新しい,ny
621,ehemalig::A,以前の,forhenværende
622,alt[Lebewesen]::A,年を取った,gammel
623,jung::A,若い,ung
624,arm::A,貧乏な,fattig
625,reich::A,裕福な,rig
626,bekannt::A,有名な,kendt
627,berühmt::A,有名な,berømt
628,fremd::A,見知らぬ,fremmed
629,verschieden::A,色々な,forskellig
630,nah::A,近い,nær
631,fern::A,遠い,fjern
632,linker::A,左の,venstre
633,rechter::A,右の,højre
634,anderer::A,別の,anden
635,erster::A,一番目,første
636,zweiter::A,二番目,anden
637,dritter::A,三番目,tredje
638,letzter::A,最後の,sidste
639,allein::ADV,一人で,alene
640,auf einmal::ADV,同時に,på én gang
641,zusammen::ADV,一緒に,sammen
642,lange::ADV,長い間,længe
643,plötzlich::ADV,急に,pludselig
644,sofort::ADV,すぐに,straks
645,später::ADV,後で,senere
646,jetzt::ADV,今,nu
647,heute::ADV,今日,i dag
648,morgen::ADV,明日,i morgen
649,bald::ADV,間もなく,snart
650,dann::ADV,それから,så
651,gestern::ADV,昨日,i går
652,einst::ADV,過去に,engang
653,damals::ADV,あの時,dengang
654,danach::ADV,その後で,derefter
655,vorher::ADV,以前に,før
656,vorher::ADV,以前に,forud
657,zuerst::ADV,まず,først
658,zuerst::ADV,最初に,først
659,einmal::ADV,一回,en gang
660,manchmal::ADV,時々,sommetider
661,oft::ADV,よく,ofte
662,immer::ADV,いつも,altid
663,niemals::ADV,一度も...ない,aldrig
664,hier::ADV,こちら,her
665,hierhin::ADV,ここへ,hid
666,hierhin::ADV,ここへ,herhen
667,hierhin::ADV,こちらへ,hid
668,hierhin::ADV,こちらへ,herhen
669,von hier::ADV,ここから,herfra
670,dort::ADV,そちら,der
671,dorthin::ADV,そこへ,derhen
672,dorthin::ADV,そちらへ,derhen
673,geradeaus::ADV,真っ直ぐに,lige ud
674,vorwärts::ADV,前へ,fremad
675,rückwärts::ADV,後ろへ,baglæns
676,zurück::ADV,後ろへ,tilbage
677,unten::ADV,下に,nede
678,unten::ADV,下に,forneden
679,hinab::ADV,下へ,ned
680,hinab::ADV,下へ,nedad
681,oben::ADV,上に,oppe
682,oben::ADV,上に,ovenpå
683,hinauf::ADV,上へ,op
684,hinauf::ADV,上へ,opad
685,überall::ADV,どこでも,overalt
686,nicht::ADV,ない,ikke
687,ein wenig::ADV,少し,lidt
688,ein wenig::ADV,ちょっと,lidt
689,kaum::ADV,ほとんど～ない,knap
690,kaum::ADV,ほとんど～ない,næppe
691,sehr::ADV,とても,meget
692,so::ADV,こう,så
693,noch::ADV,まだ,endnu
694,nur::ADV,～だけ,kun
695,nur::ADV,～だけ,bare
696,schon::ADV,もう,alt
697,schon::ADV,もう,allerede
698,wieder::ADV,再び,igen
699,vergebens::ADV,無駄に,forgæves
700,vor::PRP,前に,foran
701,vor::PRP,前に,uden for
702,hinter::PRP,後ろに,bag
703,hinter::PRP,後ろに,bagved
704,unter::PRP,下に,under
705,durch::PRP,通して,gennem
706,durch::PRP,通して,igennem
707,neben::PRP,横に,ved siden af
708,zwischen::PRP,間に,mellem
709,wegen::PRP,為に,på grund af
710,wegen::PRP,せいで,på grund af
711,dies::PRN,これ,dette
712,das::PRN,それ,det
713,alles::PRN,全部,alt
714,ich::PRN,私,jeg
715,du::PRN,あなた,du
716,er::PRN,彼,han
717,wir::PRN,私達,vi
718,ihr::PRN,あなた達,I
719,sie::PRN,彼ら,de
720,was::FPRN,何,hvad
721,wer::FPRN,誰,hvem
722,wer::FPRN,どなた,hvem
723,wo::FADV,どこ,hvor
724,wo::FADV,どこに,hvor
725,wohin::FADV,どこへ,hvorhen
726,wie::FADV,どう,hvordan
727,warum::FADV,何故,hvorfor
728,warum::FADV,どうして,hvorfor
729,wieviel::FNUM,どのくらい,hvor meget
730,eins::NUM,一,én
731,zwei::NUM,二,to
732,zwei::NUM,二つ,to
733,drei::NUM,三,tre
734,drei::NUM,三つ,tre
735,vier::NUM,四,fire
736,vier::NUM,四つ,fire
737,fünf::NUM,五,fem
738,fünf::NUM,五つ,fem
739,sechs::NUM,六,seks
740,sechs::NUM,六つ,seks
741,sieben::NUM,七,syv
742,sieben::NUM,七つ,syv
743,acht::NUM,八,otte
744,acht::NUM,八つ,otte
745,neun::NUM,九,ni
746,neun::NUM,九つ,ni
747,zehn::NUM,十,ti
748,elf::NUM,十一,elleve
749,zwölf::NUM,十二,tolv
750,zwanzig::NUM,二十,tyve
751,dreißig::NUM,三十,tredive
752,vierzig::NUM,四十,fyrre
753,vierzig::NUM,四十,fyrretyve
754,fünfzig::NUM,五十,halvtreds
755,sechzig::NUM,六十,tres
756,siebzig::NUM,七十,halvfjerds
757,achtzig::NUM,八十,firs
758,neunzig::NUM,九十,halvfems
759,hundert::NUM,百,hundrede
760,tausend::NUM,千,tusind
761,und::CNJ,-と,og
762,und::CNJ,そして,og
763,oder::CNJ,或いは,eller
764,stehen::V,立っている,stå
765,sitzen::V,座っている,sidde
766,liegen::V,横になっている,ligge
767,hängen::V,掛かっている,hænge
768,werden::V,なる,blive
769,passieren::V,起こる,ske
770,passieren::V,起こる,hænde
771,beginnen::V,始まる,begynde
772,enden::V,終わる,ende
773,wechseln::V,変わる,veksle
774,aufgehen[Sonne]::V,出る,gå op
775,aufgehen[Sonne]::V,出る,stå op
776,untergehen[Sonne]::V,沈む,gå ned
777,scheinen[Sonne]::V,輝く,skinne
778,donnern::V,雷が鳴る,tordne
779,wehen::V,吹く,blæse
780,strömen::V,流れる,strømme
781,fließen::V,流れる,flyde
782,sich drehen::V,回転する,dreje sig
783,schwanken::V,揺れる,vakle
784,schwingen::V,振動する,svinge
785,fallen::V,落ちる,falde
786,brennen::V,燃える,brænde
787,rauchen::V,煙を出す,ryge
788,regnen::V,雨が降る,regne
789,gefrieren::V,凍る,fryse
790,tauen::V,溶ける,tø
791,schmelzen::V,溶ける,smelte
792,trocknen::V,乾く,tørre
793,sieden::V,沸く,koge
794,faulen::V,腐る,rådne
795,verfaulen::V,朽ちる,rådne
796,reißen::V,切れる,briste
797,versinken::V,沈む,synke
798,versinken::V,沈む,synke ned
799,vergehen::V,経つ,forløbe
800,erscheinen::V,現れる,vise sig
801,verschwinden::V,消える,forsvinde
802,sinken::V,下がる,synke
803,abnehmen::V,減る,aftage
804,zunehmen::V,増える,tiltage
805,steigen::V,上がる,stige
806,wachsen::V,伸びる,gro
807,wachsen::V,伸びる,vokse
808,glänzen::V,輝く,glinse
809,funkeln::V,ぴかぴか光る,tindre
810,lärmen::V,騒ぐ,larme
811,läuten::V,鳴る,ringe
812,klingeln::V,鳴る,ringe
813,klirren::V,がらんがらんと鳴る,klirre
814,brausen::V,逆巻く,bruse
815,rauschen::V,戦ぐ,suse
816,klingen::V,鳴る,lyde
817,klingen::V,鳴る,klinge
818,bellen::V,吠える,gø
819,heulen::V,きゃんきゃん鳴く,hyle
820,blasen::V,吹く,blæse
821,pfeifen::V,口笛を吹く,fløjte
822,schreien::V,叫ぶ,skrige
823,stöhnen::V,うめく,stønne
824,zittern::V,震える,dirre
825,zittern::V,震える,skælve
826,leben::V,生きている,leve
827,geboren werden::V,生まれる,fødes
828,atmen::V,呼吸する,ånde
829,trinken::V,飲む,drikke
830,essen::V,食べる,spise
831,schlucken::V,飲み込む,synke
832,müde werden::V,眠くなる,blive træt
833,einschlafen::V,寝付く,falde i søvn
834,schlafen::V,眠る,sove
835,aufwachen::V,目が覚める,vågne
836,aufstehen::V,起きる,stå op
837,sich erholen::V,休養する,komme sig
838,krank werden::V,病気になる,blive syg
839,krank sein::V,病気である,være syg
840,schmerzen::V,痛む,smerte
841,husten::V,咳をする,hoste
842,genesen::V,元気になる,komme sig
843,sterben::V,死ぬ,dø
844,sterben::V,亡くなる,dø
845,umkommen::V,死亡する,omkomme
846,sich bewegen::V,移動する,bevæge sig
847,sich rühren::V,動く,røre på sig
848,sich erheben::V,立ち上がる,rejse sig
849,sich setzen::V,座る,sætte sig
850,hinfallen::V,転ぶ,
851,laufen::V,歩く,løbe
852,schreiten::V,跨ぐ,skride
853,spazierengehen::V,散歩する,gå en tur
854,eilen::V,急ぐ,ile
855,sich beeilen::V,焦る,skynde sig
856,sausen::V,疾駆する,suse
857,rennen::V,走る,løbe
858,rennen::V,走る,rende
859,springen::V,跳ぶ,hoppe
860,springen::V,跳ぶ,springe
