,Concept_ID,kv,hr
105,Schmutz::N,нять,prljavština
106,See::N,ты,jezero
107,Sumpf::N,арай,bara
108,Moor::N,нюр,močvara
109,Wiese::N,видз,livada
110,Wald::N,вӧр,šuma
111,Hügel::N,мыльк,brijeg
112,Hügel::N,мыльк,brežuljak
113,Anhöhe::N,вывтас,uzvišica
114,Anhöhe::N,вылынін,uzvišica
115,Berg::N,керӧс,brdo
116,Gipfel::N,йыв,vrh
117,Höhle::N,нора,pećina
118,Höhle::N,нора,spilja
119,Abhang::N,покат,obronak
120,Abhang::N,покат,nizbrdica
121,Quelle::N,больган,izvor
122,Quelle::N,больган,vrelo
123,Bach::N,шор,potok
124,Fluss::N,ю,rijeka
125,Ufer::N,берег,obala
126,Küste::N,берег,obala
127,Küste::N,берег,morska obala
128,Festland::N,му,kopno
129,Meer::N,море,more
130,Bucht::N,курья,zaliv
131,Blume::N,цветок,cvijet
132,Gras::N,турун,trava
133,Wurzel::N,вуж,korijen
134,Baum::N,пу,drvo
135,Baum::N,пу,stablo
136,Stamm::N,мыр,deblo
137,Stamm::N,мыр,stablo
138,Stamm::N,кер,deblo
139,Stamm::N,кер,stablo
140,Rinde::N,кач,kora
141,Ast::N,ув,grana
142,Zweig::N,ув,grana
143,Blatt::N,лист,list
144,Birke::N,кыдз,breza
145,Kiefer[Baum]::N,пожум,bor
146,Weide[Baum]::N,бадь,iva
147,Weide[Baum]::N,бадь,vŕba
148,Tanne::N,кӧз,jela
149,Horn::N,сюр,rog
150,Feder::N,гӧн,pero
151,Fell::N,кучик,koža
152,Flügel::N,борд,krilo
153,Klaue::N,гыж,papak
154,Kralle::N,кабыр,pandža
155,Schwanz::N,бӧж,rep
156,Ei::N,кольть,jaje
157,Nest::N,поз,gnijezdo
158,Bau::N,осьта,jazbina
159,Bau::N,нора,jazbina
160,Tier::N,зверь,životinja
161,Herde::N,гурт,krdo
162,Herde::N,гурт,stado
163,Kuh::N,мӧс,krava
164,Bulle::N,ӧшка,bik
165,Pferd::N,вӧв,konj
166,Schaf::N,баля,ovca
167,Schwein::N,порсь,svinja
168,Hund::N,пон,pas
169,Hund::N,пон,pseto
170,Katze::N,кань,mačka
171,Bär::N,ош,medvjed
172,Eichhörnchen::N,ур,vjeverica
173,Elch::N,вӧр мӧс,los
174,Fuchs::N,руч,lisica
175,Hase::N,кӧч,zec
176,Maus::N,шыр,miš
177,Wolf::N,кӧин,vuk
178,Wolf::N,кӧин,kurjak
179,Vogel::N,кай,ptica
180,Schwarm::N,стая,roj
181,Schwarm::N,стая,jato
182,Schwarm::N,чукӧр,roj
183,Schwarm::N,чукӧр,jato
184,Huhn::N,курӧг,kokoš
185,Hahn::N,петух,kokot
186,Hahn::N,петух,pijevac
187,Hahn::N,ай курӧг,kokot
188,Hahn::N,ай курӧг,pijevac
189,Gans::N,дзодзог,guska
190,Adler::N,куч,orao
191,Adler::N,кутш,orao
192,Ente::N,утка,patka
193,Eule::N,тупка,sova
194,Kranich::N,тури,ždral
195,Krähe::N,рака,vrana
196,Kuckuck::N,кӧк,kukavica
197,Schwan::N,юсь,labud
198,Fisch::N,чери,riba
199,Barsch::N,ёкыш,grgeč
200,Hecht::N,сирпинь,štuka
201,Schlange[Tier]::N,змей,guja
202,Schlange[Tier]::N,змей,zmija
203,Wurm::N,номыр,crv
204,Spinne::N,черань,pauk
205,Ameise::N,кӧдзывкар,mrav
206,Laus::N,ляпа той,uš
207,Mücke::N,ном,komarac
208,Fliege::N,гут,muha
209,Schmetterling::N,бабыв,leptir
210,Beere::N,ягӧд,boba
211,Beere::N,ягӧд,bobica
212,Apfel::N,яблоко,jabuka
213,Pilz::N,тшак,pečurka
214,Zwiebel::N,грез,luk
215,Zwiebel::N,грез,kapula
216,Saat::N,кӧдзыс,sjemenje
217,Korn::N,сю,zrno
218,Heu::N,турун,sijeno
219,Schale::N,кыш,kora
220,Schale::N,кыш,ljuska
221,Schale::N,киль,kora
222,Schale::N,киль,ljuska
223,Grube::N,яма,jama
224,Falle::N,нальк,zamka
225,Falle::N,нальк,klopka
226,Falle::N,кляпча,zamka
227,Falle::N,кляпча,klopka
228,Schlinge::N,лӧч,uzao
229,Schlinge::N,лӧч,petlja
230,Spur::N,туй,trag
231,Spur::N,туй,slijed
232,Asche::N,пӧим,pepeo
233,Dreck::N,нять,blato
234,Eisen::N,кӧрт,željezo
235,Gold::N,зарни,zlato
236,Silber::N,язісь,srebro
237,Kohle::N,шом,ugalj
238,Kohle::N,шом,ugljen
239,Kohle::N,уголь,ugalj
240,Kohle::N,уголь,ugljen
241,Glas::N,стекло,staklo
242,Lehm::N,сёй,glina
243,Lehm::N,сёй,ilovača
244,Sand::N,лыа,pijesak
245,Mensch::N,морт,čovjek
246,Mann::N,мужик,muškarac
247,Frau::N,инька,žena
248,Kind::N,кага,čedo
249,Kind::N,кага,dijete
250,Junge::N,зонка,momče
251,Junge::N,зонка,dječak
252,Mädchen::N,нывкаок,djevojka
253,Mädchen::N,нывкаок,djevojčica
254,Familie::N,семья,obitelj
255,Familie::N,семья,porodica
256,Großvater::N,дед,djed
257,Großmutter::N,баб,baka
258,Eltern::N,ай-мам,roditelji
259,Vater::N,ай,otac
260,Mutter::N,мам,majka
261,Sohn::N,зон,sin
262,Tochter::N,ныв,kći
263,Tochter::N,ныв,kćerka
264,Bruder::N,вон,brat
265,Schwester::N,сой,sestra
266,Onkel::N,дядь,čika
267,Onkel::N,дядь,ujak
268,Tante::N,айӧлӧн сой,ujna
269,Tante::N,айӧлӧн сой,tetka
270,Tante::N,ичинь,ujna
271,Tante::N,ичинь,tetka
272,Ehemann::N,жӧник,muž
273,Ehemann::N,жӧник,suprug
274,Ehefrau::N,инь,žena
275,Ehefrau::N,инь,supruga
276,Freude::N,гаж,radost
277,Freude::N,радъялӧм,radost
278,Gelächter::N,сералӧм,grohot
279,Glück::N,мичлун,sreća
280,Kummer::N,шог,jad
281,Kummer::N,шог,briga
282,Wunsch::N,мӧдӧм,želja
283,Wunsch::N,охотитӧм,želja
284,Lust::N,охота,volja
285,Geist::N,лов,duh
286,Gedanke::N,дума,misao
287,Gedächtnis::N,тӧдвыв,pamćenje
288,Verstand::N,вежӧр,um
289,Verstand::N,вежӧр,razum
290,Sinn::N,ылӧс,smisao
291,Sinn::N,ылӧс,značenje
292,Grund::N,мог,razlog
293,Wahrheit::N,правда,istina
294,Gespräch::N,сёрни,razgovor
295,Märchen::N,сказка,bajka
296,Erzählung::N,висьт,priča
297,Erzählung::N,висьт,pripovijest
298,Nachricht::N,юӧр,vijest
299,Nachricht::N,висьталӧм,vijest
300,Neuigkeit::N,новость,novost
301,Name::N,ним,ime
302,Rätsel::N,загадка,zagonetka
303,Rede::N,сёрни,govor
304,Rede::N,сёрни,besjeda
305,Sprache::N,кыв,jezik
306,Stimme::N,голос,glas
307,Wort::N,кыв,riječ
308,Zeichen::N,пас,znak
309,Ruf::N,чуксӧм,povik
310,Ruf::N,чуксӧм,poklik
311,Ruf::N,чукӧстӧм,povik
312,Ruf::N,чукӧстӧм,poklik
313,Lärm::N,шум,buka
314,Lärm::N,шум,galama
315,Laut::N,шы,zvuk
316,Ton::N,гор,ton
317,Lied::N,сьыланкыв,pjesma
318,Ruhe::N,спокой,tišina
319,Ruhe::N,спокой,počinak
320,Leute::N,йӧз,ljudi
321,Volk::N,йӧз,puk
322,Volk::N,йӧз,narod
323,Volk::N,народ,puk
324,Volk::N,народ,narod
325,Arbeit::N,удж,rad
326,Arbeit::N,удж,posao
327,Gast::N,гӧсь,gost
328,Geschenk::N,гӧснеч,dar
329,Geschenk::N,гӧснеч,poklon
330,Geschenk::N,подарок,dar
331,Geschenk::N,подарок,poklon
332,Spiel::N,орсӧм,igra
333,Gesellschaft::N,компания,društvo
334,Gesellschaft::N,компания,kompanija
335,Hilfe::N,отсӧт,pomoć
336,Freund::N,модз,prijatelj
337,Freund::N,дружок,prijatelj
338,Kamerad::N,тӧдса,drug
339,Kamerad::N,тӧдса,drugar
340,Angelegenheit::N,дело,posao
341,Anzahl::N,лыд,broj
342,Anzahl::N,лыд,brojnost
343,Art::N,пӧлӧс,vid
344,Art::N,пӧлӧс,vrst
345,Stück::N,тор,komad
346,Teil::N,юкӧм,dio
347,Hälfte::N,джын,polovina
348,Kreis::N,круг,krug
349,Kreuz::N,перна,križ
350,Linie::N,визь,crta
351,Strich::N,кырӧв,crta
352,Abstand::N,колас,razmak
353,Abstand::N,колас,odstojanje
354,Entfernung::N,ылына,udaljenost
355,Gegend::N,места,kraj
356,Gegend::N,места,predeo
357,Platz::N,места,mjesto
358,Ort::N,места,mjesto
359,Seite::N,ладор,bok
360,Seite::N,ладор,strana
361,Mitte::N,шӧр,sredina
362,Gegenstand::N,тор,predmet
363,Sache::N,тор,posao
364,Rand::N,дор,rub
365,Rand::N,дор,kraj
366,Kante::N,ордлы,brid
367,Kante::N,ордлы,ivica
368,Ecke::N,пельӧс,ugao
369,Spitze::N,йыв,vrh
370,Spitze::N,йыв,šiljak
371,Ende::N,йыв,konac
372,Loch::N,осьта,rupa
373,Winkel::N,пельӧс,kut
374,Winkel::N,пельӧс,ugao
375,Muster::N,сер,uzor
376,Größe::N,ыжда,veličina
377,Länge::N,кузя,duljina
378,Höhe::N,сувда,visina
379,Höhe::N,вылына,visina
380,Gewicht::N,сьӧкта,težina
381,Haufen::N,куча,hrpa
382,Haufen::N,куча,gomila
383,Reihe::N,лёдз,red
384,Boot::N,пыж,čun
385,Boot::N,пыж,čamac
386,Ruder::N,пелыс,veslo
387,Schlitten::N,додь,saone
388,Ski::N,лямпа,ski
389,Ski::N,лямпа,smučka
390,Lagerfeuer::N,бипур,logorska vatra
391,Last::N,тягота,tovar
392,Gang::N,мунӧм,hod
393,Schritt::N,вожмӧв,korak
394,Norden::N,ой,sjever
395,Süden::N,лун,jug
396,Westen::N,рытвыв,zapad
397,Osten::N,асыв,istok
398,Holz::N,пу,drvo
399,Brett::N,пӧв,daska
400,Platte::N,плита,ploča
401,Stütze::N,пика,potpora
402,Stange::N,зор,motka
403,Stange::N,потш,motka
404,Stock::N,бедь,štap
405,Stock::N,бедь,palica
406,Stab::N,шест,štap
407,Stab::N,шест,šipka
408,Rohr::N,труба,cijev
409,Haus::N,керку,kuća
410,Heim::N,керку,dom
411,Ofen::N,пӧжавны,peć
412,Fußboden::N,джодж,pod
413,Tisch::N,пызан,stol
414,Tisch::N,пызан,trpeza
415,Stuhl::N,стул,stolac
416,Stuhl::N,стул,stolica
417,Wiege::N,зыбка,kolijevka
418,Bett::N,кровать,krevet
419,Bett::N,кровать,postelja
420,Regal::N,джадж,polica
421,Kiste::N,ящик,sanduk
422,Fenster::N,ӧшын,prozor
423,Tür::N,ыбӧс,vrata
424,Tor::N,ворота,vrata
425,Tor::N,ворота,kapija
426,Zaun::N,забор,plot
427,Zaun::N,забор,ograda
428,Dach::N,крыша,krov
429,Leiter::N,лиснич,ljestve
430,Leiter::N,лиснич,ljestvice
431,Besen::N,рос,metla
432,Spaten::N,зыр,ašov
433,Schaufel::N,зыр,lopata
434,Gabel::N,вила,viljuška
435,Löffel::N,пань,žlica
436,Messer::N,пурт,nož
437,Nagel::N,кӧрттув,čavao
438,Netz::N,кыйӧт,mreža
439,Haken::N,ем,kuka
440,Griff::N,пу,držak
441,Griff::N,пу,ručica
442,Schloss::N,замок,brava
443,Bild::N,картина,slika
444,Figur::N,мыгӧр,figura
445,Puppe::N,акань,lutka
446,Beutel::N,мешӧк,kesa
447,Bündel::N,нин,snop
448,Bündel::N,нин,svežanj
449,Tasche::N,сумка,torba
450,Tasche::N,сумка,taška
451,Eimer::N,ведра,kabao
452,Deckel::N,вевт,poklopac
453,Geschirr::N,доз,suđe
454,Geschirr::N,доз,posuđe
455,Geschirr::N,бекӧрпань,suđe
456,Geschirr::N,бекӧрпань,posuđe
457,Sack::N,мешӧк,džak
458,Sack::N,мешӧк,vreća
459,Tasse::N,бекӧр,šalica
460,Topf::N,кастрюля,lonac
461,Kessel::N,пӧрт,kazan
462,Essen::N,сёйӧм,obrok
463,Nahrung::N,вердан,hrana
464,Speise::N,сёян,jelo
465,Fleisch::N,яй,meso
466,Getreide::N,сю,žito
467,Getreide::N,сю,žitarice
468,Brei::N,каша,kaša
469,Brot::N,нянь,kruh
470,Scheibe::N,шӧрӧм,kriška
471,Fett::N,гос,mast
472,Fett::N,гос,salo
473,Butter::N,ви,buter
474,Butter::N,ви,maslac
475,Öl::N,ви,ulje
476,Salz::N,сов,sol
477,Suppe::N,шыд,supa
478,Honig::N,ма,med
479,Milch::N,йӧв,mlijeko
480,Tee::N,чай,čaj
481,Leder::N,кучик,koža
482,Wolle::N,гӧн,vuna
483,Stoff::N,дӧра,štof
484,Stoff::N,дӧра,tkanina
485,Nadel::N,ем,igla
486,Faden::N,сунис,nit
487,Faden::N,сунис,konac
488,Knopf::N,кизь,dugme
489,Knoten::N,узӧв,čvor
490,Knoten::N,узӧв,uzao
491,Knoten::N,гӧрӧд,čvor
492,Knoten::N,гӧрӧд,uzao
493,Farbe::N,краска,farba
494,Kleidung::N,паськӧм,odjeća
495,Hemd::N,йӧрнӧс,košulja
496,Kragen::N,воротник,ovratnik
497,Ärmel::N,сос,rukav
498,Hose::N,вешьян,hlače
499,Gürtel::N,йи,pas
500,Gürtel::N,йи,pojas
501,Mütze::N,шапка,kapa
502,Schuh::N,ботинки,cipela
503,Stiefel::N,сапог,čizma
504,Ring::N,чунькытш,prsten
505,Band::N,ленточка,vrpca
506,Kamm::N,сынан,češalj
507,Spiegel::N,зеркало,zrcalo
508,Spiegel::N,зеркало,ogledalo
509,Riemen::N,ремень,kaiš
510,Riemen::N,ремень,remen
511,Schnur::N,гез,vrpca
512,Leine::N,повод,uzica
513,Decke::N,одеяло,ćebe
514,Decke::N,одеяло,pokrivač
515,Kissen::N,подушка,jastuk
516,Tuch::N,чышьян,rubac
517,Tuch::N,чышьян,marama
518,Handtuch::N,чышкӧт,ručnik
519,Kraft::N,прак,snaga
520,Stärke::N,вын,jakost
521,Gesundheit::N,здоровье,zdravlje
522,Krankheit::N,шог,bolest
523,Schmerz::N,зубыт,bol
524,Wunde::N,рана,rana
525,Fieber::N,лёк тресся,groznica
526,Fieber::N,кынтан шогӧт,groznica
527,Arznei::N,лекарство,lijek
528,Brücke::N,пос,most
529,Brücke::N,пос,ćuprija
530,Brunnen::N,колодец ,bunar
531,Brunnen::N,колодец ,zdenac
532,Weide::N,пода йирсян,paša
533,Weide::N,пода йирсян,pašnjak
534,Pfad::N,туй,staza
535,Weg::N,туй,put
536,Straße::N,туй,drum
537,Straße::N,туй,cesta
538,Dorf::N,деревня,selo
539,Stadt::N,город,grad
540,Stadt::N,город,varoš
541,Brief::N,гижӧт,list
542,Brief::N,гижӧт,pismo
543,Buch::N,книга,knjiga
544,Buchstabe::N,буква,slovo
545,Zeitung::N,газета,novine
546,Leben::N,олан,život
547,Tod::N,кулӧм,smrt
548,Grab::N,гу,raka
549,Kirche::N,вичку,crkva
550,Sünde::N,грек,grijeh
551,Gott::N,ен,bog
552,Arbeiter::N,уджалiсь,radnik
553,Chef::N,начальник,šef
554,Meister::N,мастер,majstor
555,Arzt::N,врач,liječnik
556,Lehrer::N,велӧтісь,učitelj
557,Geld::N,деньга,novac
558,Geschäft::N,удж,posao
559,Geschäft::N,удж,trgovina
560,Laden::N,магазин,dućan
561,Preis::N,дон,cijena
562,Ware::N,товар,roba
563,Nutzen::N,путь,korist
564,Reichtum::N,богатство,bogatstvo
565,Welt::N,му,svijet
566,Land::N,страна,zemlja
567,Staat::N,государство,država
568,König::N,кан,kralj
569,Macht::N,власть,moć
570,Macht::N,власть,vlast
571,Grenze::N,граница,granica
572,Krieg::N,война,rat
573,Feind::N,враг,neprijatelj
574,Kampf::N,нярасьӧм,boj
575,Kampf::N,нярасьӧм,borba
576,Kampf::N,вермасьӧм,boj
577,Kampf::N,вермасьӧм,borba
578,Bogen[Waffe]::N,лук,luk
579,Pfeil::N,ньӧв,strijela
580,Gewehr::N,ружьё,puška
581,Fehler::N,ошибка,pogreška
582,Fehler::N,ошибка,griješka
583,Lüge::N,ылӧтӧм,laž
584,Lüge::N,пӧрьялӧм,laž
585,Schaden::N,лёк,šteta
586,Unglück::N,пик,nesreća
587,Unglück::N,оказзё,nesreća
588,Schuld::N,вина,krivnja
589,Schluss::N,ком,kraj
590,Schluss::N,ком,konac
591,Zeit::N,кад,doba
592,Zeit::N,кад,vrijeme
593,Tag::N,лун,dan
594,Morgen::N,асыв,jutro
595,Mittag::N,луншӧр кад,podne
596,Abend::N,рыт,veče
597,Abend::N,рыт,večer
598,Nacht::N,ой,noć
599,Woche::N,неделя,sedmica
600,Monat::N,тӧлicь,mjesec
601,Jahr::N,год,godina
602,Frühling::N,тулыс,proljeće
603,Sommer::N,гожум,ljeto
604,Herbst::N,ар,jesen
605,Winter::N,тӧв,zima
606,Januar::N,январ,januar
607,Januar::N,январ,siječanj
608,Februar::N,февраль,veljača
609,Februar::N,февраль,februar
610,März::N,март,mart
611,März::N,март,ožujak
612,April::N,апрель,april
613,April::N,апрель,travanj
614,Mai::N,май,maj
615,Mai::N,май,svibanj
616,Juni::N,юнь,juni
617,Juni::N,юнь,lipanj
618,Juli::N,юль,juli
619,Juli::N,юль,srpanj
620,August::N,август,august
621,August::N,август,kolovoz
622,September::N,сентяб,rujan
623,September::N,сентяб,septembar
624,Oktober::N,октяб,oktobar
625,Oktober::N,октяб,listopad
626,November::N,нояб,studeni
627,November::N,нояб,novembar
628,Dezember::N,декаб,prosinac
629,Montag::N,вильлун,ponedjeljak
630,Montag::N,вильлун,ponedjeljnik
631,Dienstag::N,мӧдӧдзлун,utorak
632,Dienstag::N,мӧдӧдзлун,utornik
633,Mittwoch::N,шӧрлун,srijeda
634,Donnerstag::N,нёльӧдзлун,četvrtak
635,Freitag::N,витӧдзлун,petak
636,Samstag::N,пывсянлун,subota
637,Sonntag::N,кресення,nedjelja
638,groß::A,ыджыт,velik
639,klein::A,учӧтик,mali
640,klein::A,учӧтик,malen
641,lang::A,кузь,dug
642,lang::A,кузь,dugačak
643,kurz::A,дженыт,kratak
644,breit::A,ота,širok
645,schmal::A,векнит,uski
646,schmal::A,векнит,uzak
647,dicht::A,тшӧк,gust
648,dick[Gegenstand]::A,кыз,debeo
649,dünn::A,вӧснит,tanak
650,fein::A,вӧснит,fin
651,fein::A,вӧснит,tanak
652,fest::A,крепыт,čvrst
653,flach::A,лапкӧса,ravan
654,flach::A,лапкӧса,plosnat
655,glatt::A,волькыт,gladak
656,hart::A,чӧрыт,tvrd
657,weich::A,небыт,mek
658,weich::A,небыт,mekan
659,rund::A,гӧгрӧса,okrugao
660,spitz::A,ёся,oštar
661,spitz::A,ёся,šiljast
662,scharf::A,лэчыт,oštar
663,scharf::A,лэчыт,bridak
664,stumpf::A,ныж,tup
665,schwer::A,сьӧкыт,težak
666,schön::A,басӧк,krasan
667,heiß::A,жар,vruć
668,warm::A,шоныт,topao
669,kalt::A,кӧдзыт,hladan
670,kühl::A,сайкыт,hladan
671,frisch::A,виль,svjež
672,feucht::A,вакодь,vlažan
673,nass::A,ва,mokar
674,trocken::A,кӧс,suh
675,voll::A,тыра,pun
676,leer::A,тыртӧм,prazan
677,offen::A,оссьӧм,otvoren
678,geschlossen::A,игана,zatvoren
679,geschlossen::A,пӧдана,zatvoren
680,sauber::A,сӧдз,čist
681,sauber::A,сӧстӧм,čist
682,schmutzig::A,нятьӧсь,nečist
683,schmutzig::A,нятьӧсь,blatan
684,roh::A,путӧм,sirov
685,reif::A,кисьмалӧм,zreo
686,lecker::A,кӧра ,tečan
687,lecker::A,кӧра ,ukusan
688,süß::A,чӧскыт,sladak
689,bitter::A,курыт,gorak
690,sauer::A,шӧма ,kiseo
691,hell::A,югыт,vedar
692,hell::A,югыт,svijetao
693,dunkel::A,пемыт,taman
694,schwarz::A,сьӧд,crn
695,weiß::A,чочком,bio
696,weiß::A,чочком,bijel
697,rot::A,гӧрд,crven
698,gelb::A,веж,žut
699,blau::A,лӧз,plav
700,blau::A,лӧз,modar
701,grün::A,веж,zelen
702,grau::A,руд,siv
703,grau::A,бусӧй,siv
704,bunt::A,быдрӧма,šaren
705,billig::A,донтӧм,jeftin
706,teuer::A,дона,skup
707,wertvoll::A,дона,vrijedan
708,wertvoll::A,дона,dragocjen
709,blind::A,синтӧм,slijep
710,taub::A,пельтӧм,gluh
711,kräftig::A,вына,snažan
712,stark::A,вына,jak
713,stark::A,вына,snažan
714,schwach::A,некодя,slab
715,fett::A,госа,pretio
716,schlank::A,статя,vitak
717,hübsch::A,басӧк,zgodan
718,böse::A,лёк,zao
719,böse::A,лёк,opak
720,dumm::A,бӧбӧв,glup
721,dumm::A,вежӧртӧм,glup
722,faul::A,дыш,lijen
723,fleißig::A,уджалicь,radin
724,fleißig::A,уджалicь,marljiv
725,geizig::A,жикмӧра,škrt
726,geizig::A,горшаліcь,škrt
727,klug::A,авья,razborit
728,klug::A,вежӧра,razborit
729,geschickt::A,кипода,vješt
730,lieb::A,муса,drag
731,lieb::A,дзулиньӧй,drag
732,lustig::A,гажа,veseo
733,sanft::A,лебезнӧй,blag
734,hungrig::A,тшыг,gladan
735,krank::A,шогалiсь,bolestan
736,nackt::A,куш,nag
737,traurig::A,жугыль,tužan
738,traurig::A,жугыль,žalostan
739,lebendig::A,ловья,živ
740,gut::A,бур,dobar
741,schlecht::A,умӧль,loš
742,schlecht::A,умӧль,rđav
743,schlimm::A,нештӧм,zao
744,schlimm::A,нештӧм,zločest
745,alt::A,важ,star
746,neu::A,виль,nov
747,ehemalig::A,вӧвлӧм,bivši
748,alt[Lebewesen]::A,года,star
749,alt[Lebewesen]::A,годдэза,star
750,jung::A,том,mlad
751,arm::A,гов,ubog
752,arm::A,гов,siromašan
753,arm::A,беднӧй,ubog
754,arm::A,беднӧй,siromašan
755,reich::A,эма,bogat
756,bekannt::A,тӧдса,poznat
757,fremd::A,чужӧй,tuđ
758,fremd::A,чужӧй,stran
759,verschieden::A,быдкодь,razan
760,verschieden::A,быдкодь,različan
761,nah::A,матiсь,blizak
762,fern::A,ылicь,dalek
763,fern::A,ылicь,daljnji
764,linker::A,шульга,lijevi
765,rechter::A,веськытланись,desni
766,anderer::A,мукӧд,drugi
767,anderer::A,мукӧд,drugačiji
768,erster::A,медодзза,prvi
769,zweiter::A,кыкӧт,drugi
770,dritter::A,куимӧт,treći
771,dritter::A,куимӧдз,treći
772,letzter::A,бӧрья,zadnji
773,letzter::A,мёдбӧрья,zadnji
774,auf einmal::ADV,тшӧтш,istodobno
775,zusammen::ADV,ӧтлаын,skupa
776,zusammen::ADV,ӧтлаын,zajedno
777,lange::ADV,дыр,dugo
778,plötzlich::ADV,друг,naglo
779,plötzlich::ADV,друг,iznenada
780,sofort::ADV,тшӧтш,odmah
781,später::ADV,медбӧрын,kasnije
782,jetzt::ADV,ӧні,sad
783,jetzt::ADV,ӧні,sada
784,heute::ADV,талун,danas
785,morgen::ADV,ашын,sutra
786,bald::ADV,чожа,skoro
787,bald::ADV,чожа,doskora
788,dann::ADV,сыбӧрын,zatim
789,gestern::ADV,тӧн,juče
790,gestern::ADV,тӧн,jučer
791,einst::ADV,ӧтпыр,negda
792,einst::ADV,ӧтпыр,nekada
793,damals::ADV,сэк,tada
794,damals::ADV,сэк,onda
795,damals::ADV,сэки,tada
796,damals::ADV,сэки,onda
797,danach::ADV,сэсся,poslije
798,danach::ADV,сэсся,nakon toga
799,vorher::ADV,одзжык,prije
800,vorher::ADV,одзжык,prije toga
801,zuerst::ADV,наперво,prvo
802,zuerst::ADV,наперво,najprije
803,einmal::ADV,ӧтпыр,jednom
804,einmal::ADV,ӧтпыр,jedanput
805,manchmal::ADV,мукӧдпыр,katkad
806,manchmal::ADV,мукӧдпыр,katkada
807,oft::ADV,-лы-,često
808,immer::ADV,быдпыр,vazda
809,immer::ADV,быдпыр,uvijek
810,immer::ADV,быдпырся,vazda
811,immer::ADV,быдпырся,uvijek
812,niemals::ADV,некӧр,nikad
813,niemals::ADV,некӧр,nikada
814,hier::ADV,татӧн,tu
