,Concept_ID,ku,az
804,neun::NUM,neh,doqquz
805,zehn::NUM,deh,on
806,elf::NUM,yazdeh,on bir
807,zwölf::NUM,diwazdeh,on iki
808,zwanzig::NUM,bîst,iyirmi
809,dreißig::NUM,sih,otuz
810,vierzig::NUM,çil,qırx
811,fünfzig::NUM,pençi,əlli
812,sechzig::NUM,şêst,altmış
813,siebzig::NUM,heftê,yetmiş
814,achtzig::NUM,heştê,səksən
815,neunzig::NUM,nod,doxsan
816,hundert::NUM,sêd,yüz
817,tausend::NUM,hezar,min
818,und::CNJ,û,və
819,oder::CNJ,an,ya
820,oder::CNJ,yan,ya
821,stehen::V,sekinîn,durmaq
822,sitzen::V,rûniştin,oturmaq
823,liegen::V,paldan,uzanmaq
824,hängen::V,darve kirin,asılmaq
825,werden::V,bûn,olmaq
826,passieren::V,hatin holê,olmaq
827,passieren::V,hatin holê,baş vermək
828,passieren::V,hatin serê kesî,olmaq
829,passieren::V,hatin serê kesî,baş vermək
830,beginnen::V,li dest pêkirin,başlamaq
831,enden::V,xalas bû,bitmək
832,wechseln::V,guherandin,dəyişmək
833,wechseln::V,dêgiş kirin,dəyişmək
834,aufgehen[Sonne]::V,hilatin,doğmaq
835,untergehen[Sonne]::V,çun ava,batmaq
836,scheinen[Sonne]::V,şewk de,parlamaq
837,donnern::V,gire-gir,guruldamaq
838,wehen::V,ba le de,əsmək
839,strömen::V,xwe girtin,axmaq
840,fließen::V,herikîn,axmaq
841,sich drehen::V,xwe zivirandin,dönmək
842,schwanken::V,hejandin,yellənmək
843,schwingen::V,libakirin,yellənmək
844,fallen::V,ketin,düşmek
845,brennen::V,şewitîn,yanmaq
846,rauchen::V,kişandin,tüstüləmək
847,regnen::V,bahran tê,yağmaq
848,gefrieren::V,qefilandin,donmaq
849,tauen::V,helandin,ərimək
850,schmelzen::V,helandin,ərimək
851,trocknen::V,zuwabûn,qurumaq
852,sieden::V,kelîn,qaynamaq
853,faulen::V,xerabûn,çürümək
854,verfaulen::V,xerabûn,çürümək
855,reißen::V,jêkirin,yırtılmaq
856,versinken::V,xerq bûn,batmaq
857,vergehen::V,derbas bûn,ötmək
858,erscheinen::V,peyda bûn,görünmək
859,verschwinden::V,wendabûn,yox olmaq
860,sinken::V,noq bûn,enmək
861,abnehmen::V,kêm bûn,azalmaq
862,zunehmen::V,qelew bûn,artmaq
863,steigen::V,hildan,yüksəlmək
864,wachsen::V,mezin bûn,böyümək
865,glänzen::V,biriqîn,parlamaq
866,funkeln::V,çikisîn,parıldamaq
867,lärmen::V,guşîn,səs-küy etmək
868,läuten::V,lê de,çalmaq
869,klingeln::V,sîl dan,zəng etmək
870,klingeln::V,ringerin,zəng etmək
871,klirren::V,zingzing hat,cingildəmək
872,brausen::V,guşîn,gurlamaq
873,rauschen::V,guşîn,xışıldamaq
874,klingen::V,deng pe ketin,səslənmək
875,bellen::V,kewtîn,hürmək
876,heulen::V,ûrîn,ulamaq
877,blasen::V,puf kirin,üfləmək
878,pfeifen::V,fîkandin,fit vermek
879,schreien::V,qîrîn,bağırmaq
880,schreien::V,qîrîn,qışqırmaq
881,stöhnen::V,nalîn,inləmək
882,zittern::V,hejîn,titrəmək
883,leben::V,jihîn,yaşamaq
884,geboren werden::V,hatin dinyê,doğmaq
885,geboren werden::V,bûn,doğmaq
886,atmen::V,hilmijîn,nəfəs almaq
887,trinken::V,vexwarin,içmek
888,essen::V,xwarin,yemək
889,schlucken::V,daqulbandin,udmaq
890,müde werden::V,betilîln,yorulmaq
891,müde werden::V,qerimîn,yorulmaq
892,einschlafen::V,razan,yuxuya getmək
893,schlafen::V,razan,uyumaq
894,schlafen::V,razandin,uyumaq
895,aufwachen::V,şiyarbûn,oyanmaq
896,aufstehen::V,rabûn,yuxudan durmaq
897,sich erholen::V,baş bûn,dincəlmək
898,krank werden::V,nexweş kêt,xəstə olmaq
899,krank sein::V,nexweş bû,azarlanmaq
900,krank sein::V,nexweş bû,xəstələnmək
901,schmerzen::V,êşandin,ağrimaq
902,husten::V,kuxin,öksürmək
903,genesen::V,baş bûn,sağalmaq
904,sterben::V,mirin,ölmək
905,sterben::V,mirin,vəfat etmək
906,umkommen::V,mirin,həlak olmaq
907,sich bewegen::V,leqîn,hərəkət etmək
908,sich rühren::V,leqîn,tərpənmək
909,sich erheben::V,rabûn,qalxmaq
910,sich setzen::V,runiştin,oturmaq
911,hinfallen::V,kêtin,yıxılmaq
912,laufen::V,meşîn,yerimək
913,schreiten::V,meşkirin,addım atmaq
914,spazierengehen::V,gerandin,gəzmək
915,eilen::V,lezandin,atılmaq
916,sich beeilen::V,zûkirin,tələsmək
917,sausen::V,fîzîn,çırpmaq
918,rennen::V,baz dan,qaçmaq
919,springen::V,hilpekîn,sıçramaq
920,klettern::V,hilperikîn,dırmanmaq
921,schaukeln::V,lorandin,sallanmaq
922,kriechen::V,xuşandin,sürünmək
923,schwimmen::V,avjenîn,üzmek
924,tauchen::V,qutxuyardin,dalmaq
925,tauchen::V,noqîn,dalmaq
926,rudern::V,qaîq ajotin,avarlamaq
927,fahren::V,ajotin,sürmək
928,fliegen::V,firîn,uçmaq
929,gehen::V,çûn,getmək
930,weggehen::V,çûn,getmək
931,abfahren::V,çûyin,yola düşmək
932,anhalten::V,rawestîn,saxlamaq
933,hineingehen::V,ketin hundir,girmək
934,eintreten::V,têketin,girmək
935,eintreten::V,têketin,daxil olmaq
936,kommen::V,hatin,gəlmək
937,ankommen::V,gihan,gəlib çatmaq
938,ankommen::V,gihîştin,gəlib çatmaq
939,zurückkommen::V,vegerandin,qayıtmaq
940,bleiben::V,sekinîn,qalmaq
941,warten::V,payîn,gözləmək
942,erwarten::V,payîn,bəkləmək
943,suchen::V,lêgerîn,aramaq
944,suchen::V,lêgerîn,axtarmaq
945,finden::V,peyda kirin,tapmaq
946,versuchen::V,çeribandin,çalışmaq
947,vorbereiten::V,amade kirin,hazırlamaq
948,lieben::V,hez kirin,sevmək
949,mögen::V,dil kirin,xoşlamaq
950,lachen::V,kenîn,gülmək
951,rühren::V,hêjan,həyəcanlandırmaq
952,weinen::V,girîn,ağlamaq
953,schimpfen::V,pevçûn,küfr etmək
954,sich ärgern::V,enirîn,acıqlanmaq
955,sich fürchten::V,tirsîn,qorxmaq
956,fürchten::V,tirsin,qorxmaq
957,fliehen::V,bazdan,qaçmaq
958,flüchten::V,revîn,qaçmaq
959,sehen::V,dîtin,görmək
960,anschauen::V,sêr kirin,baxmaq
961,ansehen::V,hesibandin,baxmaq
962,hören::V,guhdar jirin,duymaq
963,hören::V,guhdar jirin,eşitmək
964,zuhören::V,guhdarî kirin,dinləmək
965,probieren::V,tehm kirin,dadına baxmaq
966,riechen::V,bihn kirin,qoxlamaq
967,fühlen::V,hîs kirin,duymaq
968,scheinen::V,xoyer kir,görünmək
969,zu sehen sein::V,diyar bûn,görünmək
970,vernehmen::V,bihîstin,eşitmək
971,frieren::V,qerişîn,üşümək
972,tun::V,kirin,etmək
973,können::V,karin,bilmək
974,können::V,karin,bacarmaq
975,wollen::V,xwestîn,istəmək
976,anfangen::V,dest pêkirin,başlamaq
977,beenden::V,xelas kirin,bitirmək
978,aufhören::V,xelas kirin,bitmək
979,aufhören::V,xelas kirin,qurtarmaq
980,gelingen::V,çe bûn,müvəffəq olmaq
981,geraten::V,qewîmîn,düşmək
982,öffnen::V,vekirin,açmaq
983,schließen::V,girtin,qapamaq
984,stellen::V,danîn,qoymaq
985,setzen::V,rûniştin,oturtmaq
986,legen::V,danîn,qoymaq
987,legen::V,razandin,qoymaq
988,berühren::V,lêketin,toxunmaq
989,verbinden::V,anîn pê,bağlamaq
990,bedecken::V,sergirtin,örtmək
991,aufhängen::V,aliqandin,asmaq
992,anzünden::V,pêxistin,yandırmaq
993,aufheben::V,hildan,qaldırmaq
994,zurücklassen::V,hiştin,buraxmaq
995,zurücklassen::V,vehiştin,buraxmaq
996,verlieren::V,wendakirin,itirmək
997,fallen lassen::V,xistin bixe,düşürmək
998,fallen lassen::V,xistin,düşürmək
999,machen::V,kirin,etmək
1000,machen::V,çêkirin,etmək
1001,herstellen::V,çê kirin,istehsal etmək
1002,herstellen::V,peyda kirin,istehsal etmək
1003,bauen::V,lêkirin,tikmək
1004,reparieren::V,veherînerîn,təmir etmək
1005,verbessern::V,sererastkirin,düzəltmək
1006,ändern::V,degiş kirin,dəyişdirmək
1007,graben::V,kolandin,qazımaq
1008,beugen::V,tewîn,əymək
1009,beugen::V,xwar kirin,əymək
1010,biegen::V,tewandin,bükmək
1011,biegen::V,xwarkirin,bükmək
1012,drehen::V,fitilandin,döndərmək
1013,wenden::V,zivîrin,çevirmək
1014,umdrehen::V,vegerandin,çevirmək
1015,heben::V,hildan,qaldırmaq
1016,hochheben::V,hildan,qaldırmaq
1017,ergreifen::V,dest avêtin,tutmaq
1018,halten::V,hîştin,saxlamaq
1019,halten::V,sekinîn,saxlamaq
1020,drücken::V,pêl kirin,sıxmaq
1021,schieben::V,damdan,sürmək
1022,kratzen::V,xurandin,qaşımaq
1023,lecken::V,alastin,yalamaq
1024,beißen::V,gez kirin,dişləmək
1025,abreißen::V,hilşandin,qoparmaq
1026,abschneiden::V,jêkirin,ayırmaq
1027,binden::V,girêdan,bağlamaq
1028,stecken::V,têxistin,soxmaq
1029,brechen::V,şikandin,qırmaq
1030,klopfen::V,kutandin,sındırmaq
1031,hauen::V,li dan,vurmaq
1032,kleben::V,zeliqîn,apışdırmaq
1033,kleben::V,şirêz kirin,apışdırmaq
1034,reiben::V,firikandin,ovmaq
1035,streichen::V,bax dan,sürtmək
1036,schleifen::V,çarkirin,bülövləmək
1037,schneiden::V,jêkirin,kəsmək
1038,rütteln::V,hejandin,sirkələmək
1039,schütteln::V,daweşîn,çalxalamaq
1040,schwenken::V,têwdan,yelləmək
1041,schütten::V,rijandin,tökmək
1042,füllen::V,dagirtin,doldurmaq
1043,einwickeln::V,pêçandin,sarımaq
1044,tragen::V,kişandin,daşımaq
1045,tragen::V,rajtin,daşımaq
1046,schleppen::V,kişandin,sürükləmək
1047,ziehen::V,kişandin,çəkmək
1048,aufbewahren::V,hilandin,gizlətmək
1049,werfen::V,avêtin,atmaq
1050,fangen::V,sem kirin,tutmaq
1051,fangen::V,girtin,tutmaq
1052,packen::V,pê girtin,yaxalamaq
1053,verstecken::V,hîlanin,gizlətmək
1054,teilen::V,parvekirin,bölmək
1055,schicken::V,şandin,yollamaq
1056,schicken::V,şandin,göndərmək
1057,bringen::V,anîn,gətirmək
1058,bringen::V,birin,gətirmək
1059,hinzufügen::V,dan ser,əlavə etmək
1060,hinzufügen::V,li tiştekî zêde kirin,əlavə etmək
1061,bekommen::V,standin,almaq
1062,bekommen::V,standin,əldə etmək
1063,erhalten::V,standin,almaq
1064,nehmen::V,girtin,almaq
1065,wählen::V,ray dan,seçmək
1066,auswählen::V,bijartin,arımaq
1067,bewahren::V,rê li ber girtin,qorumaq
1068,bewahren::V,lê xwedî derketin,qorumaq
1069,behindern::V,bara wi,mane olmaq
1070,verderben::V,heram bûn,pozmaq
1071,beschädigen::V,xerab kirin,zədələmək
1072,zerbrechen::V,şikênandin,qırmaq
1073,zerbrechen::V,şikênandin,sındırmaq
1074,zerbrechen::V,perçe kirin,qırmaq
1075,zerbrechen::V,perçe kirin,sındırmaq
1076,zerreißen::V,qelişandin,yırtmaq
1077,zerstören::V,hilşandin,dağıtmaq
1078,verbrennen::V,şewitandin,yandırmaq
1079,geben::V,dan,vermək
1080,geben::V,dayin,vermək
1081,reichen::V,besbûn,uzatmaq
1082,reichen::V,têrkirin,uzatmaq
1083,schenken::V,diyarî kirin,vermək
1084,versprechen::V,soz dan,vəd vermək
1085,wünschen::V,dil kirin,arzulamaq
1086,loben::V,pesinandin,tərifləmək
1087,küssen::V,maçkirin,öpmək
1088,wiegen::V,lorandin,tərpətmək
1089,wiegen::V,wezinandin,tərpətmək
1090,zudecken::V,nixumandin,örtmək
1091,wecken::V,bixwe hesandin,oyatmaq
1092,zeigen::V,şanîdan,göstərmək
1093,führen::V,raber kirin,rəhbərlik etmək
1094,lehren::V,hîn kirin,öyrətmək
1095,unterrichten::V,ders dan,öyrətmək
1096,unterrichten::V,ders dan,dərs vermək
1097,aufziehen::V,mesinkirin,tərbiyə etmək
1098,leiten::V,rêberî kirin,idarə etmək
1099,antreiben::V,bezandin,bizləmək
1100,lassen::V,berdan,-tırmaq
1101,lassen::V,hiştin,-tırmaq
1102,einladen::V,dawet kirin,dəvət etmək
1103,vereinigen::V,bi yek kirin,birləşdirmək
1104,besuchen::V,mêvan bûn,baş çəkmək
1105,besuchen::V,mêvan bûn,ziyarət etmək
1106,treffen::V,rast hatin,rastlaşmaq
1107,treffen::V,rast hatin,rast gəlmək
1108,sich versammeln::V,li hev çivîn,toplanmaq
1109,spielen::V,listin,oynamaq
1110,singen::V,stran,oxumaq
1111,tanzen::V,reqisîn,oynamaq
1112,tanzen::V,reqisîn,rəqs etmək
1113,sich trennen::V,hew berdan,ayrılmaq
1114,verlassen::V,tanê hişt,tərk etmək
1115,verlassen::V,bêkes,tərk etmək
1116,retten::V,rihakirin,xilas etmək
1117,bewachen::V,raçavkirin,gözətmək
1118,schützen::V,hemet kirin,qorumaq
1119,verteidigen::V,paraztin,qorumaq
1120,sich schlagen::V,li hev bezîn,döyüşmək
1121,schießen::V,agir kirin,atmaq
1122,schießen::V,agir kirin,atəş açmaq
1123,siegen::V,biser ketin,yenmək
1124,ärgern::V,xeyirandin,acışdırmaq
1125,schlagen::V,lêdan,döymək
1126,schlagen::V,lêxistin,döymək
1127,treten::V,têlekirin,təpmək
1128,stechen::V,têrekirin,soxmaq
1129,stoßen::V,lêketin,itələmək
1130,stehlen::V,dizîn,çalmaq
1131,stehlen::V,dizîn,oğurlamaq
1132,stehlen::V,dizî birin,çalmaq
1133,stehlen::V,dizî birin,oğurlamaq
1134,stören::V,aciz kirin,pozmaq
1135,belästigen::V,li tela yeki ketin,narahat etmək
1136,verbergen::V,veşartin,gizləmək
1137,verbergen::V,kemîndanîn,gizləmək
1138,täuschen::V,xapandin,aldatmaq
1139,täuschen::V,lê zexeli kirin,aldatmaq
1140,betrügen::V,xapandin,aldatmaq
1141,töten::V,kûştin,öldürmək
1142,wohnen::V,rûniştin,yaşamaq
1143,arbeiten::V,kar kirin,işləmək
1144,arbeiten::V,kar kirin,çalışmaq
1145,arbeiten::V,şêxulin,işləmək
1146,arbeiten::V,şêxulin,çalışmaq
1147,sammeln::V,komkirin,yığmaq
1148,sammeln::V,komkirin,toplamaq
1149,pflücken::V,çinîn,qoparmaq
1150,jagen::V,nêçîr kirin,ovlamaq
1151,fischen::V,masî girtin,balıq tutmaq
1152,fassen::V,pê girtin,tutmaq
1153,fassen::V,sêm kirin,tutmaq
1154,hüten::V,hei jê man,güdmək
1155,treiben::V,bêherandin,haylamaq
1156,anbinden::V,tewilandin,bağlamaq
1157,füttern::V,xwarine dan lê,bəsləmək
1158,melken::V,dotin,sağmaq
1159,hacken::V,kolandin,yarmaq
1160,gießen::V,av dan,sulamaq
1161,reifen::V,kemilîn,dəymək
1162,zubereiten::V,çe kirin,bişirmək
1163,kochen::V,xwarin çe kirin,qaynatmaq
1164,kochen::V,kelandin,qaynatmaq
1165,backen::V,pijandin,bişirmək
1166,braten::V,qelandin,qızartmaq
1167,braten::V,sor kirin,qızartmaq
1168,umrühren::V,têvdan,qarışdırmaq
1169,stricken::V,hûnan,hörmək
1170,nähen::V,kêl kirin,tikmək
1171,färben::V,boyax kirin,boyamaq
1172,reinigen::V,paqijkirin,təmizləmək
1173,waschen::V,şuştin,yumaq
1174,abwischen::V,pakîj kirin,silmək
1175,spülen::V,şuştin,çalxamaq
1176,fegen::V,maliştin,süpürmək
1177,kehren::V,maliştin,süpürmək
1178,baden::V,serîşûştin,çimmək
1179,sich waschen::V,serîşûştin,yuyunmaq
1180,ausziehen::V,jê kirin,soyunmaq
1181,anziehen::V,pê kirin,geymək
1182,sich anziehen::V,xwe kirin,geyinmək
1183,kämmen::V,şeh kirin,daramaq
1184,schmücken::V,xemilandin,bəzəmək
1185,sagen::V,gotin,demək
1186,sagen::V,gotin,söymek
1187,sagen::V,peyivîn,demək
1188,sagen::V,peyivîn,söymek
1189,sprechen::V,peyivîn,danışmaq
1190,reden::V,axaftin,danışmaq
1191,sich unterhalten::V,hev biştaxilin,söhbət etmək
1192,fragen::V,pirsîn,soruşmaq
1193,fragen::V,pirs kirin,soruşmaq
1194,bitten::V,tika kirin,diləmək
1195,bitten::V,tika kirin,xahiş etmək
1196,erzählen::V,behs kirin,bəhs etmək
1197,mitteilen::V,vegotin,bildirmək
1198,nennen::V,bi nav kirin,adlandırmaq
1199,rufen::V,bakirin,çağırmaq
1200,prahlen::V,pesnê xwe dan,öyünmək
1201,übersetzen::V,qulibandin,tərcümə etmək
1202,übersetzen::V,derbas kirin,tərcümə etmək
1203,denken::V,fikirîn,düşünmək
1204,denken::V,fikirîn,fikirləşmək
1205,glauben::V,bawer bûn,inanmaq
1206,bemerken::V,bala xwe dan,qeyd etmək
1207,bemerken::V,çac lê ketin,qeyd etmək
1208,erkennen::V,pêhesîn,tanımaq
1209,begreifen::V,fêmkirin,anlamaq
1210,verstehen::V,fêmkirin,duymaq
1211,lernen::V,halmandin,öyrənmək
1212,lernen::V,fêrbun,öyrənmək
1213,wissen::V,zanîn,bilmək
1214,sich erinnern an::V,bir bûn,xatırlamaq
1215,vergessen::V,ji bir kirin,unutmaq
1216,messen::V,pê kanîn,ölçmək
1217,zählen::V,hejmardin,saymaq
1218,rechnen::V,hesibandin,hesablamaq
1219,lesen::V,xwendin,oxumaq
1220,malen::V,rengandin,şəkil çəkmək
1221,malen::V,boyax kirin,şəkil çəkmək
1222,zeichnen::V,işaret kirin,cızmaq
1223,schreiben::V,nivîsandin,yazmaq
1224,besitzen::V,hebûn,yiyələnmək
1225,besitzen::V,hebûn,malik olmaq
1226,kaufen::V,kirîn,satın almaq
1227,verkaufen::V,firotin,satmaq
1228,bezahlen::V,pere dan,ödəmək
1229,zahlen::V,pere dan,ödəmək
1230,zahlen::V,dayin,ödəmək
1231,beherrschen::V,zebt kirin,idarə etmək
1232,beherrschen::V,hukim kirin,idarə etmək
1233,ertragen::V,bihêzkirin,dözmək
