,Concept_ID,ba,tr
98,Schaum::N,күбек,köpük
99,Schmutz::N,батҡаҡ,çamur
100,Schmutz::N,батҡаҡ,pislik
101,See::N,күл,göl
102,Sumpf::N,һаҙлык,batak
103,Moor::N,һаҙ,cılgıt
104,Wiese::N,болон,çimen
105,Wald::N,урман,koru
106,Wald::N,урман,orman
107,Hügel::N,түбә,tepe
108,Anhöhe::N,түбә,tümsek
109,Anhöhe::N,түбә,yükseklik
110,Anhöhe::N,ҡалҡыулыҡ,tümsek
111,Anhöhe::N,ҡалҡыулыҡ,yükseklik
112,Berg::N,тау,dağ
113,Gipfel::N,түбә,zirve
114,Höhle::N,мәмерйә,in
115,Höhle::N,мәмерйә,mağara
116,Abhang::N,ипкен,bayır
117,Quelle::N,шишмә,pınar
118,Quelle::N,шишмә,kaynak
119,Bach::N,шишмә,çay
120,Bach::N,шишмә,dere
121,Fluss::N,йылға,nehir
122,Ufer::N,яр,kıyı
123,Ufer::N,яр,sahil
124,Küste::N,яр буйы,kıyı
125,Küste::N,яр буйы,sahil
126,Festland::N,ҡоро ер,kara
127,Meer::N,диңгез,deniz
128,Bucht::N,бухта,koy
129,Bucht::N,бухта,körfez
130,Insel::N,үтрау,ada
131,Blume::N,сәскә,çiçek
132,Gras::N,үлән,ot
133,Gras::N,үлән,çim
134,Wurzel::N,тамыр,kök
135,Baum::N,ағас,ağaç
136,Stamm::N,олон,gövde
137,Stamm::N,көбәк,gövde
138,Rinde::N,ҡабыҡ,kabuk
139,Ast::N,ботаҡ,dal
140,Ast::N,ботаҡ,budak
141,Zweig::N,ботаҡ,dal
142,Zweig::N,тармаҡ,dal
143,Blatt::N,япраҡ,yaprak
144,Birke::N,ҡайын,huş
145,Kiefer[Baum]::N,ҡарғай,çam
146,Weide[Baum]::N,тал,söğüt
147,Tanne::N,шыршы,çam
148,Tanne::N,шыршы,köknar
149,Horn::N,мөғөҙ,boynuz
150,Feder::N,ҡауырһын,tüy
151,Fell::N,тире,post
152,Flügel::N,ҡанат,kanat
153,Klaue::N,тырнаҡ,pençe
154,Kralle::N,аяҡ,tırnak
155,Schwanz::N,ҡойроҡ,kuyruk
156,Ei::N,йомортҡа,yumurta
157,Nest::N,оя,yuva
158,Bau::N,оң,in
159,Tier::N,жайуан,hayvan
160,Tier::N,йыртҡыс,hayvan
161,Herde::N,көтөү,sürü
162,Kuh::N,һыйыр,inek
163,Bulle::N,үгеҙ,boğa
164,Pferd::N,ат,at
165,Pferd::N,ат,beygir
166,Schaf::N,һарыҡ,koyun
167,Schwein::N,сусҡа,domuz
168,Hund::N,эт,it
169,Hund::N,эт,köpek
170,Katze::N,бесәй,kedi
171,Bär::N,айыу,ayı
172,Eichhörnchen::N,тейен,sincap
173,Elch::N,мышы,büyük kuzey geyiği
174,Fuchs::N,төлкө,tilki
175,Hase::N,ҡуян,tavşan
176,Maus::N,сысҡан,fare
177,Maus::N,сысҡан,sıçan
178,Wolf::N,бүре,kurt
179,Vogel::N,ҡош,kuş
180,Schwarm::N,көтөү,sürü
181,Huhn::N,тауыҡ,tavuk
182,Hahn::N,әтәс,horoz
183,Gans::N,ҡаҙ,kaz
184,Adler::N,бөркөт,kartal
185,Adler::N,бөркөт,karakuş
186,Ente::N,өйрәк,ördek
187,Eule::N,өкө,baykuş
188,Eule::N,ябалаҡ,baykuş
189,Kranich::N,торна,turna
190,Krähe::N,ҡарға,karga
191,Kuckuck::N,кәкүк,guguk
192,Schwan::N,аҡҡош,kuğu
193,Fisch::N,балыҡ,balık
194,Barsch::N,алабуға,hani
195,Barsch::N,алабуға,levrek
196,Hecht::N,суртан,turnabalığı
197,Schlange[Tier]::N,йылан,yılan
198,Wurm::N,селяүсен,kurt
199,Wurm::N,селяүсен,solucan
200,Spinne::N,үрмәксе,örümcek
201,Ameise::N,ҡырмыҫҡа,karınca
202,Laus::N,бет,bit
203,Mücke::N,серәкәй,sivrisinek
204,Fliege::N,себен,sinek
205,Schmetterling::N,күбәләк,kelebek
206,Beere::N,еләк,tane
207,Apfel::N,алма,elma
208,Pilz::N,бәшмәк,mantar
209,Zwiebel::N,һуган,soğan
210,Saat::N,орлоҡ,ekin
211,Korn::N,иген,tane
212,Heu::N,бесән,kuru ot
213,Schale::N,ҡабыҡ,kabuk
214,Grube::N,соҡор,çukur
215,Falle::N,тоҙак,tuzak
216,Falle::N,ҡапҡан,tuzak
217,Schlinge::N,тоҙак,ilmik
218,Spur::N,әҫер,iz
219,Asche::N,көл,kül
220,Dreck::N,батҡаҡ,pislik
221,Eisen::N,тимер,demir
222,Gold::N,алтын,altın
223,Silber::N,көмөш,gümüş
224,Kohle::N,күмер,kömür
225,Glas::N,быяла,cam
226,Lehm::N,балсыҡ,balçık
227,Sand::N,ҡом,kum
228,Mensch::N,кеше,insan
229,Mann::N,ир,adam
230,Mann::N,ир,erkek
231,Frau::N,ҡатын,bayan
232,Kind::N,бала,çocuk
233,Junge::N,малай,erkek çocuk
234,Mädchen::N,ҡыҙ,kız
235,Mädchen::N,ҡыҙыҡай,kız
236,Familie::N,ғаилә,aile
237,Großvater::N,олатай,dede
238,Großvater::N,олатай,büyükbaba
239,Großmutter::N,әбәй,nine
240,Großmutter::N,әбәй,büyükanne
241,Eltern::N,ата-әсә,ebeveyn
242,Eltern::N,ата-әсә,ana baba
243,Vater::N,атай,ata
244,Vater::N,атай,baba
245,Mutter::N,әсә,ana
246,Mutter::N,әсә,anne
247,Sohn::N,ул,oğul
248,Tochter::N,ҡыҙ,kız
249,Tochter::N,ҡыҙ,kız evlât
250,Bruder::N,агай,abi
251,Bruder::N,агай,erkek kardeş
252,Schwester::N,алай,abla
253,Schwester::N,алай,kız kardeş
254,Schwester::N,һеңле,abla
255,Schwester::N,һеңле,kız kardeş
256,Onkel::N,ағай,dayı
257,Tante::N,апай,hala
258,Tante::N,апай,teyze
259,Ehemann::N,ир,koca
260,Ehefrau::N,ҡатын,karı
261,Freude::N,шатлыҡ,neşe
262,Freude::N,шатлыҡ,sevinç
263,Freude::N,ҡыуаныс,neşe
264,Freude::N,ҡыуаныс,sevinç
265,Gelächter::N,көлөү,gülme
266,Gelächter::N,көлөү,kahkaha
267,Glück::N,бәхет,mutluluk
268,Kummer::N,ҡайғы,dert
269,Kummer::N,ҡайғы,keder
270,Wunsch::N,теләк,arzu
271,Wunsch::N,теләк,istek
272,Lust::N,әүәҫлек,arzu
273,Lust::N,әүәҫлек,heves
274,Geist::N,аң,tin
275,Geist::N,рух,tin
276,Gedanke::N,уй,fikir
277,Gedanke::N,уй,düşünce
278,Gedanke::N,фекер,fikir
279,Gedanke::N,фекер,düşünce
280,Gedächtnis::N,хәтер,bellek
281,Verstand::N,аҡыл,zekâ
282,Sinn::N,мәғәня,anlam
283,Grund::N,сәбәп,sebep
284,Wahrheit::N,дөрөҫлөк,doğruluk
285,Wahrheit::N,дөрөҫлөк,gerçeklik
286,Gespräch::N,әңгәмә,görüşme
287,Märchen::N,әкиәт,masal
288,Erzählung::N,хикәйә,öykü
289,Erzählung::N,хикәйә,hikâye
290,Nachricht::N,хәбәр,haber
291,Neuigkeit::N,яңылыҡ,haber
292,Name::N,исем,ad
293,Name::N,исем,isim
294,Rätsel::N,йомаҡ,bilmece
295,Rede::N,телмәр,söylev
296,Rede::N,телмәр,konuşma
297,Sprache::N,тел,dil
298,Sprache::N,тел,lisan
299,Sprache::N,телмәр,dil
300,Sprache::N,телмәр,lisan
301,Stimme::N,тауыш,ses
302,Wort::N,һүҙ,kelime
303,Zeichen::N,билдә,işaret
304,Ruf::N,саҡырыу,çağırma
305,Lärm::N,шаулау,şamata
306,Lärm::N,шаулау,gürültü
307,Laut::N,тауыш,ses
308,Ton::N,яңғырау,ses
309,Lied::N,йыр,türkü
310,Ruhe::N,ял,sakinlik
311,Ruhe::N,тыныслыҡ,sakinlik
312,Leute::N,кешеләр,halk
313,Leute::N,кешеләр,insanlar
314,Volk::N,халҡ,ulus
315,Volk::N,халҡ,millet
316,Arbeit::N,эш,iş
317,Arbeit::N,эш,çalışma
318,Gast::N,ҡунаҡ,konuk
319,Gast::N,ҡунаҡ,misafir
320,Geschenk::N,бүләк,hediye
321,Geschenk::N,бүләк,armağan
322,Spiel::N,уйын,oyun
323,Gesellschaft::N,йәмғиәт,çevre
324,Gesellschaft::N,йәмғиәт,arkadaşlık
325,Hilfe::N,ярҙам,yardım
326,Freund::N,дуҫ,dost
327,Freund::N,дуҫ,arkadaş
328,Kamerad::N,иптәш,arkadaş
329,Angelegenheit::N,әш,iş
330,Angelegenheit::N,әш,husus
331,Anzahl::N,һан,sayı
332,Art::N,төр,çeşit
333,Stück::N,киҫәк,tane
334,Stück::N,киҫәк,parça
335,Teil::N,өлөш,kısım
336,Hälfte::N,ярты,yarı
337,Kreis::N,түңәрәк,daire
338,Kreuz::N,тәре,haç
339,Linie::N,һыҙыҡ,hat
340,Linie::N,һыҙыҡ,çizgi
341,Strich::N,һыҙат,çizgi
342,Abstand::N,ара,aralık
343,Entfernung::N,алыҫлыҡ,mesafe
344,Entfernung::N,алыҫлыҡ,uzaklık
345,Gegend::N,урын,yöre
346,Platz::N,арауыҡ,yer
347,Ort::N,ерҙәр,yer
348,Ort::N,урындар,yer
349,Ort::N,эш урыны,yer
350,Seite::N,яҡ,yan
351,Seite::N,яҡ,taraf
352,Mitte::N,урталыҡ,orta
353,Mitte::N,урталыҡ,merkez
354,Gegenstand::N,нәмә,şey
355,Sache::N,нәмә,iş
356,Sache::N,нәмә,şey
357,Sache::N,әйбер,iş
358,Sache::N,әйбер,şey
359,Rand::N,сит,kenar
360,Kante::N,ҡабырға,kenar
361,Kante::N,ян,kenar
362,Ecke::N,мөйөш,köşe
363,Spitze::N,ос,uç
364,Spitze::N,ос,baş
365,Ende::N,аҙаҡ,uç
366,Loch::N,тишек,oyuk
367,Loch::N,тишек,delik
368,Winkel::N,мөйөш,köşe
369,Muster::N,биҙәк,örnek
370,Größe::N,ҙурлыҡ,büyüklük
371,Länge::N,оҙонлоҡ,uzunluk
372,Höhe::N,бейеклек,yükseklik
373,Gewicht::N,үлсәү,ağırlık
374,Menge::N,һан,miktar
375,Haufen::N,өйөм,küme
376,Haufen::N,өйөм,yığın
377,Reihe::N,рәт,sıra
378,Boot::N,кәмә,kayık
379,Boot::N,кәмә,sandal
380,Ruder::N,ишкәк,kürek
381,Schlitten::N,сана,kızak
382,Ski::N,саңгы,kayak
383,Lagerfeuer::N,костер,kamp ateşi
384,Last::N,ауырлыҡ,yük
385,Gang::N,барыу,gidiş
386,Gang::N,барыу,yürüyüş
387,Schritt::N,аҙым,adım
388,Norden::N,төньяҡ,kuzey
389,Süden::N,көньяҡ,güney
390,Westen::N,көнбайыш,batı
391,Osten::N,көнсығыш,doğu
392,Holz::N,үағас,ağaç
393,Holz::N,үағас,tahta
394,Brett::N,таҡта,tahta
395,Platte::N,плита,levha
396,Stütze::N,терәк,dayak
397,Stütze::N,терәк,destek
398,Stange::N,кәртә,çubuk
399,Stock::N,таяҡ,sopa
400,Stock::N,таяҡ,değnek
401,Stab::N,ҡолға,sırık
402,Stab::N,ҡолға,baston
403,Rohr::N,торба,boru
404,Haus::N,өй,ev
405,Haus::N,йорт,ev
406,Heim::N,өй,ev
407,Heim::N,өй,yurt
408,Ofen::N,мейес,soba
409,Fußboden::N,енес,taban
410,Fußboden::N,енес,döşeme
411,Tisch::N,өҫтәл,masa
412,Stuhl::N,ултырғыс,iskemle
413,Stuhl::N,ултырғыс,sandalye
414,Wiege::N,бишек,beşik
415,Bett::N,карауат,yatak
416,Regal::N,кәштә,raf
417,Kiste::N,йәшинк,sandık
418,Fenster::N,тәҙрә,pencere
419,Tür::N,ишек,kapı
420,Tor::N,ҡапҡа,kapı
421,Zaun::N,ҡойма,çit
422,Dach::N,түбә,dam
423,Dach::N,түбә,çatı
424,Dach::N,ҡыйыҡ,dam
425,Dach::N,ҡыйыҡ,çatı
426,Leiter::N,баҫҡыс,merdiven
427,Besen::N,һепертке,süpürge
428,Spaten::N,көрәк,bel
429,Schaufel::N,көрәк,kürek
430,Gabel::N,сәнске,çatal
431,Löffel::N,ҡалаҡ,kaşık
432,Messer::N,бысаҡ,bıçak
433,Nagel::N,сөй,çivi
434,Netz::N,ау,ağ
435,Haken::N,ыргаҡ,çengel
436,Griff::N,тотҡа,kulp
437,Griff::N,тотҡа,tutamak
438,Schloss::N,йоҙаҡ,kilit
439,Bild::N,картина,imaj
440,Bild::N,картина,resim
441,Figur::N,һын,şekil
442,Figur::N,һын,heykel
443,Puppe::N,ҡурсаҡ,kukla
444,Beutel::N,тоҡ,kese
445,Beutel::N,тоҡ,torba
446,Bündel::N,төргәк,deste
447,Tasche::N,сумка,çanta
448,Eimer::N,биҙрә,kova
449,Deckel::N,ҡапҡас,kapak
450,Geschirr::N,һауыт-һаба,kap kacak
451,Sack::N,тоҡ,torba
452,Tasse::N,сынаяҡ,fincan
453,Topf::N,кәстрүл,tencere
454,Kessel::N,ҡаҙан,kazan
455,Essen::N,ашау,yemek
456,Nahrung::N,аҙыҡ,gıda
457,Nahrung::N,аҙыҡ,besin
458,Speise::N,аш,yemek
459,Fleisch::N,ит,et
460,Getreide::N,иген,tahıl
461,Getreide::N,иген,hububat
462,Getreide::N,ашлыҡ,tahıl
463,Getreide::N,ашлыҡ,hububat
464,Brei::N,бутҡа,ezme
465,Brot::N,икмәк,ekmek
466,Scheibe::N,телем,dilim
467,Fett::N,май,yağ
468,Butter::N,май,tereyağı
469,Öl::N,май буяуы,yağ
470,Öl::N,май буяуы,akar yağ
471,Salz::N,тоҙ,tuz
472,Suppe::N,һурпа,çorba
473,Honig::N,бал,bal
474,Milch::N,һөт,süt
475,Tee::N,сәй,çay
476,Leder::N,күн,deri
477,Leder::N,күн,meşin
478,Wolle::N,йөн,yün
479,Stoff::N,туҡыма,kumaş
480,Nadel::N,энә,iğne
481,Faden::N,еп,tire
482,Faden::N,еп,iplik
483,Knopf::N,төймә,düğme
484,Knoten::N,төйөн,düğüm
485,Farbe::N,буяу,boya
486,Kleidung::N,кейем,giyim
487,Hemd::N,күлдәк,gömlek
488,Kragen::N,яға,yaka
489,Ärmel::N,ең,yen
490,Ärmel::N,ең,elbise kolu
491,Hose::N,салбар,pantolon
492,Gürtel::N,ҡайыш,kuşak
493,Mütze::N,бүрк,bere
494,Mütze::N,бүрк,kasket
495,Schuh::N,туфли,kundura
496,Schuh::N,туфли,ayakkabı
497,Stiefel::N,итек,çizme
498,Ring::N,йөҙөк,yüzük
499,Ring::N,балдаҡ,yüzük
500,Band::N,таҫма,bağ
501,Band::N,таҫма,şerit
502,Kamm::N,тараҡ,tarak
503,Spiegel::N,көзгө,ayna
504,Riemen::N,ҡайыш,kayış
505,Schnur::N,бау,ip
506,Schnur::N,бау,sicim
507,Leine::N,бау,kayış
508,Decke::N,одеяд,örtü
509,Decke::N,одеяд,yorgan
510,Kissen::N,мендәр,yastık
511,Tuch::N,яулыҡ,bez
512,Handtuch::N,таҫтамал,havlu
513,Kraft::N,көс,güç
514,Kraft::N,көс,kuvvet
515,Stärke::N,көс,kuvvet
516,Gesundheit::N,һаулыҡ,sağlık
517,Krankheit::N,сир,hastalık
518,Krankheit::N,ауырыу,hastalık
519,Schmerz::N,һыҙлау,ağrı
520,Schmerz::N,һыҙлау,sancı
521,Schmerz::N,әрнеү,ağrı
522,Schmerz::N,әрнеү,sancı
523,Wunde::N,йәрәхәт,yara
524,Fieber::N,тапма,ateş
525,Fieber::N,биҙгәк,ateş
526,Arznei::N,дарыу,ilâç
527,Brücke::N,күпер,köprü
528,Brunnen::N,ҡоҙоҡ,kuyu
529,Brunnen::N,ҡоҙоҡ,çeşme
530,Weide::N,көтөүлек,otlak
531,Pfad::N,һуҡмаҡ,patika
532,Pfad::N,һуҡмаҡ,keçiyolu
533,Weg::N,юл,yol
534,Straße::N,урам,yol
535,Straße::N,урам,cadde
536,Dorf::N,ауыл,köy
537,Stadt::N,ҡала,kent
538,Stadt::N,ҡала,şehir
539,Brief::N,хат,mektup
540,Buch::N,китап,kitap
541,Buch::N,кенәгә,kitap
542,Buchstabe::N,хәреф,harf
543,Zeitung::N,гәзит,gazete
544,Leben::N,йәшәү,hayat
545,Tod::N,үлем,ölüm
546,Grab::N,ҡәбер,kabir
547,Kirche::N,сиркәү,kilise
548,Sünde::N,гөнаһ,günah
549,Gott::N,алла,tanrı
550,Gott::N,хоҙай,tanrı
551,Arbeiter::N,эшсе,işçi
552,Chef::N,башлыҡ,şef
553,Chef::N,башлыҡ,müdür
554,Meister::N,оҫта,usta
555,Arzt::N,врач,hekim
556,Arzt::N,врач,doktor
557,Lehrer::N,уҡытыусы,hoca
558,Lehrer::N,уҡытыусы,öğretmen
559,Geld::N,аҡса,para
560,Geschäft::N,эш,ticaret
561,Laden::N,магазин,dükkân
562,Preis::N,хаҡ,fiyat
563,Ware::N,тауар,mal
564,Nutzen::N,файҙа,fayda
565,Reichtum::N,байлыҡ,servet
566,Reichtum::N,байлыҡ,zenginlik
567,Welt::N,донъя,dünya
568,Land::N,ил,ülke
569,Staat::N,дәүләт,devlet
570,König::N,король,kral
571,Macht::N,власть,kudret
572,Macht::N,власть,iktidar
573,Grenze::N,сик,had
574,Grenze::N,сик,sınır
575,Krieg::N,һуғыш,savaş
576,Feind::N,йылан,düşman
577,Gewalt::N,көслөк,zor
578,Gewalt::N,көслөк,cebir
579,Kampf::N,көрәш,savaş
580,Bogen[Waffe]::N,йәйә,yay
581,Pfeil::N,уҡ,ok
582,Gewehr::N,мылтыҡ,tüfek
583,Fehler::N,хата,hata
584,Fehler::N,хата,yanlış
585,Lüge::N,ялған,yalan
586,Schaden::N,зыян,zarar
587,Schaden::N,зарар,zarar
588,Unglück::N,ҡаза,felâket
589,Unglück::N,ҡаза,talihsizlik
590,Schuld::N,ғәйеп,suç
591,Schuld::N,ғәйеп,kabahat
592,Alter::N,йәш,yaş
593,Schluss::N,һуң,son
594,Schluss::N,аҙаҡ,son
595,Zeit::N,мәл,zaman
596,Zeit::N,заман,zaman
597,Tag::N,көн,gün
598,Morgen::N,иртә,sabah
599,Morgen::N,иртәнсәк,sabah
600,Mittag::N,төш,öğle
601,Abend::N,кис,akşam
602,Nacht::N,төн,gece
603,Woche::N,аҙна,hafta
604,Monat::N,ай,ay
605,Jahr::N,йыл,yıl
606,Jahr::N,йыл,sene
607,Frühling::N,яҙ,ilkbahar
608,Sommer::N,йәй,yaz
609,Herbst::N,көз,güz
610,Herbst::N,көз,sonbahar
611,Winter::N,ҡыш,kış
612,Januar::N,ғинуар,ocak
613,Februar::N,февраль,şubat
614,März::N,март,mart
615,April::N,апрель,nisan
616,Mai::N,май,mayıs
617,Juni::N,июнь,haziran
618,Juli::N,июль,temmuz
619,August::N,август,ağustos
620,September::N,сентябрь,eylül
621,Oktober::N,октябрь,ekim
622,November::N,ноябрь,kasım
623,Dezember::N,декабрь,aralık
624,Montag::N,дүшәмбе,pazartesi
625,Dienstag::N,шишәмбе,salı
626,Mittwoch::N,шаршамбы,çarşamba
627,Donnerstag::N,кесаҙна,perşembe
628,Freitag::N,йома,cuma
629,Samstag::N,шәмбе,cumartesi
630,Sonntag::N,йәкшәмбе,pazar
631,groß::A,ҙур,büyük
632,klein::A,бәләкәс,ufak
633,klein::A,бәләкәс,küçük
634,lang::A,оҙон,uzun
635,kurz::A,ҡыҫҡа,kısa
636,breit::A,киң,enli
637,breit::A,киң,geniş
638,schmal::A,тар,dar
639,dicht::A,йыш,sık
640,dicht::A,йыш,yoğun
641,dicht::A,ҡуйы,sık
642,dicht::A,ҡуйы,yoğun
643,dick[Gegenstand]::A,ҡалын,kalın
644,dick[Gegenstand]::A,ҡалын,iri
645,dünn::A,йоҡа,ince
646,dünn::A,нәҙек,ince
647,fein::A,нескә,ince
648,fein::A,нескә,narin
649,fest::A,ныҡ,sabit
650,fest::A,ныҡ,sağlam
651,flach::A,яҫы,düz
652,flach::A,яҫы,yassı
653,flach::A,ялпаҡ,düz
654,flach::A,ялпаҡ,yassı
655,glatt::A,шыма,düz
656,hart::A,ҡаты,katı
657,weich::A,йомшаҡ,yumuşak
658,rund::A,түңәрәк,yuvarlak
659,spitz::A,осло түбәле,sivri
660,scharf::A,үткер,keskin
661,stumpf::A,утмәҫ,kör
662,schwer::A,ауыр,ağır
663,schön::A,матур,güzel
664,heiß::A,эҫе,kızgın
665,warm::A,йылы,sıcak
666,kalt::A,һыуыҡ,soğuk
667,kühl::A,һалҡынса,serin
668,frisch::A,һалҡынса,taze
669,feucht::A,еүеш,nemli
670,feucht::A,еүеш,rutubetli
671,feucht::A,дымлы,nemli
672,feucht::A,дымлы,rutubetli
673,nass::A,еүеш,yaş
674,nass::A,еүеш,ıslak
675,trocken::A,кипкән,kuru
676,voll::A,тулы,dolu
677,voll::A,тулы,dolmuş
678,leer::A,буш,boş
679,offen::A,асыҡ,açık
680,geschlossen::A,ябыҡ,kapalı
681,sauber::A,таҙа,pak
682,sauber::A,таҙа,temiz
683,schmutzig::A,бысраҡ,pis
684,schmutzig::A,бысраҡ,kirli
685,roh::A,сей,çiğ
686,reif::A,өлгөрғән,olgun
687,lecker::A,тәмле,lezzetli
688,süß::A,тямле,tatlı
689,süß::A,тямле,şekerli
690,süß::A,тәм-том,tatlı
691,süß::A,тәм-том,şekerli
692,bitter::A,әсе,acı
693,sauer::A,әсе,ekşi
694,hell::A,яҡты,aydınlık
695,dunkel::A,ҡараңғы,karanlık
696,schwarz::A,ҡара,kara
697,schwarz::A,ҡара,siyah
698,weiß::A,аҡ,ak
699,weiß::A,аҡ,beyaz
700,rot::A,матур,kırmızı
701,rot::A,һылыу,kırmızı
702,rot::A,сибәр,kırmızı
703,gelb::A,һары,sarı
704,blau::A,күк,mavi
705,grün::A,йәшел,yeşil
706,grau::A,буҙ,boz
707,bunt::A,сыбар,renkli
708,bunt::A,ала-ҡола,renkli
709,billig::A,арзан,ucuz
710,teuer::A,ҡыйбатлы,pahalı
711,wertvoll::A,ҡиммәтле,değerli
712,blind::A,һуҡыр,kör
713,taub::A,һаңғырау,sağır
714,kräftig::A,көслө,dinç
715,kräftig::A,көслө,kuvvetli
716,kräftig::A,ҡеүәтле,dinç
717,kräftig::A,ҡеүәтле,kuvvetli
718,stark::A,көслө,güçlü
719,stark::A,көслө,kuvvetli
720,stark::A,ҡеүәтле,güçlü
721,stark::A,ҡеүәтле,kuvvetli
722,schwach::A,көсһөҙ,zayıf
723,schwach::A,көсһөҙ,güçsüz
724,fett::A,һимеҙ,şişman
725,schlank::A,зифа,narin
726,hübsch::A,матур,güzel
727,hübsch::A,матур,sevimli
728,böse::A,асыулы,kötü
729,dumm::A,иҫәр,aptal
730,faul::A,иренсәк,tembel
731,fleißig::A,тырыш,çalışkan
732,geizig::A,һаран,cimri
733,klug::A,аҡыллы,zekî
734,klug::A,аҡыллы,akıllı
735,geschickt::A,оҫта,becerikli
736,lieb::A,яғымлы,sevimli
737,lustig::A,күңелле,neşeli
738,sanft::A,йыуаш,nazik
739,hungrig::A,ас,aç
740,krank::A,сирле,hasta
741,krank::A,сирле,rahatsız
742,krank::A,ауырыу,hasta
743,krank::A,ауырыу,rahatsız
744,nackt::A,яланғас,çıplak
745,traurig::A,яманһыу,kederli
746,traurig::A,яманһыу,üzüntülü
747,lebendig::A,тере,canlı
748,lebendig::A,йәнле,canlı
749,gut::A,яҡшы,iyi
750,schlecht::A,хөрт,kötü
751,schlecht::A,алама,kötü
752,richtig::A,дөрөҫ,doğru
753,schlimm::A,хөрт,kötü
754,schlimm::A,алама,kötü
755,wahr::A,дөрөҫ,doğru
756,wahr::A,дөрөҫ,gerçek
757,alt::A,иҫке,eski
758,alt::A,боронғо,eski
759,neu::A,яңы,yeni
760,ehemalig::A,элекке,önceki
761,alt[Lebewesen]::A,ҡарт,yaşlı
762,jung::A,йәш,genç
763,arm::A,фәҡир,fakir
764,reich::A,бай,zengin
765,bekannt::A,таныш,bilinen
766,berühmt::A,атаҡлы,ünlü
767,berühmt::A,атаҡлы,meşhur
768,berühmt::A,данлыҡлы,ünlü
769,berühmt::A,данлыҡлы,meşhur
770,fremd::A,ят,yabancı
