,Concept_ID,hi,es
145,Regen::N,बारिश,lluvia
146,Schnee::N,हिम,nieve
147,Schnee::N,बर्फ़,nieve
148,Eis::N,हिम,hielo
149,Eis::N,बर्फ़,hielo
150,Frost::N,ठंड,helada
151,Kälte::N,सर्दी,frío
152,Kälte::N,शीतलता,frío
153,Hitze::N,ताप,calor
154,Hitze::N,गरमी,calor
155,Raureif::N,पाला,escarcha
156,Regenbogen::N,इंद्र-धनुष,arco iris
157,Donner::N,गरज,trueno
158,Donner::N,मेघ-गर्जन,trueno
159,Strömung::N,बहाव,corriente
160,Strömung::N,प्रवाह,corriente
161,Tropfen::N,बूँद,gota
162,Schaum::N,झाग,espuma
163,Schmutz::N,गंद,suciedad
164,Schmutz::N,कीचड़,suciedad
165,See::N,झील,lago
166,See::N,सरोवर,lago
167,Sumpf::N,दलदल,pantano
168,Sumpf::N,धँसान,pantano
169,Moor::N,झाबर,turbera
170,Moor::N,धँसान,turbera
171,Wiese::N,घास-स्थल,prado
172,Wiese::N,घास-स्थल,pradera
173,Wald::N,जंगल,bosque
174,Hügel::N,टीला,colina
175,Hügel::N,पहाड़,colina
176,Anhöhe::N,टीला,cerro
177,Anhöhe::N,पहाड़ी,cerro
178,Berg::N,पहाड़,monte
179,Berg::N,पहाड़,montaña
180,Gipfel::N,शिखर,cima
181,Gipfel::N,शिखर,cumbre
182,Höhle::N,गुहा,cueva
183,Höhle::N,गुहा,caverna
184,Höhle::N,गुफ़ा,cueva
185,Höhle::N,गुफ़ा,caverna
186,Abhang::N,ढाल,cuesta
187,Abhang::N,ढाल,declive
188,Abhang::N,ढलान,cuesta
189,Abhang::N,ढलान,declive
190,Quelle::N,चश्मा,fuente
191,Quelle::N,चश्मा,manantial
192,Bach::N,सोता,arroyo
193,Bach::N,नदिका,arroyo
194,Fluss::N,नदी,río
195,Fluss::N,सरिता,río
196,Ufer::N,तट,orilla
197,Ufer::N,किनारा,orilla
198,Küste::N,समुद्र-तट,costa
199,Festland::N,महाद्वीप,tierra firme
200,Meer::N,सागर,mar
201,Meer::N,समुद्र,mar
202,Bucht::N,खाड़ी,cala
203,Bucht::N,खाड़ी,bahía
204,Insel::N,टापू,isla
205,Insel::N,द्वीप,isla
206,Blume::N,फूल,flor
207,Blume::N,पुष्प,flor
208,Gras::N,घास,hierba
209,Wurzel::N,मूल,raíz
210,Baum::N,पेड़,árbol
211,Baum::N,वृक्ष,árbol
212,Stamm::N,धड़,tronco
213,Rinde::N,छाल,corteza
214,Rinde::N,वल्कल,corteza
215,Ast::N,डाल,rama
216,Ast::N,शाखा,rama
217,Zweig::N,टहनी,ramo
218,Blatt::N,पत्र,hoja
219,Blatt::N,पत्ता,hoja
220,Birke::N,भूर्ज,abedul
221,Kiefer[Baum]::N,पाइन-वृक्ष,pino
222,Weide[Baum]::N,बेंत,sauce
223,Tanne::N,फ़र,abeto
224,Horn::N,सींग,asta
225,Horn::N,सींग,cuerno
226,Horn::N,विषाण,asta
227,Horn::N,विषाण,cuerno
228,Feder::N,पर,pluma
229,Feder::N,पंख,pluma
230,Fell::N,खाल,piel
231,Fell::N,पशु-चर्म,piel
232,Flügel::N,पंख,ala
233,Flügel::N,डैना,ala
234,Klaue::N,पंजा,garra
235,Kralle::N,पंजा,uña
236,Kralle::N,पंजा,garra
237,Kralle::N,नाख़ून,uña
238,Kralle::N,नाख़ून,garra
239,Schwanz::N,पूँछ,cola
240,Ei::N,अंडा,huevo
241,Nest::N,नीड़,nido
242,Nest::N,घोंसला,nido
243,Bau::N,बिल,madriguera
244,Bau::N,माँद,madriguera
245,Tier::N,पशु,animal
246,Tier::N,जानवर,animal
247,Herde::N,गल्ला,rebaño
248,Kuh::N,गौ,vaca
249,Kuh::N,गाय,vaca
250,Bulle::N,साँड़,toro
251,Pferd::N,अश्व,caballo
252,Pferd::N,घोड़ा,caballo
253,Schaf::N,भेड़,oveja
254,Schwein::N,शूकर,cerdo
255,Hund::N,श्वान,perro
256,Hund::N,कुत्ता,perro
257,Katze::N,बिल्ली,gato
258,Bär::N,रीछ,oso
259,Bär::N,भालू,oso
260,Eichhörnchen::N,गिलहरी,ardilla
261,Elch::N,एल्क,alce
262,Fuchs::N,लोमड़ी,zorro
263,Hase::N,खरहा,liebre
264,Hase::N,ख़रगोश,liebre
265,Maus::N,मूष,ratón
266,Maus::N,चूहा,ratón
267,Wolf::N,वृक,lobo
268,Wolf::N,भेड़िया,lobo
269,Vogel::N,पक्षी,ave
270,Vogel::N,पक्षी,pájaro
271,Vogel::N,चिड़िया,ave
272,Vogel::N,चिड़िया,pájaro
273,Schwarm::N,झुंड,bandada
274,Huhn::N,मुर्ग़ी,gallina
275,Hahn::N,मुर्ग़ा,gallo
276,Gans::N,हंस,oca
277,Gans::N,हंस,ganso
278,Gans::N,हंसिनी,oca
279,Gans::N,हंसिनी,ganso
280,Adler::N,उक़ाब,águila
281,Ente::N,बतख़,pato
282,Ente::N,बत्तक,pato
283,Eule::N,उल्लू,lechuza
284,Kranich::N,सारस,grulla
285,Kranich::N,क्रौंंच,grulla
286,Krähe::N,काक,corneja
287,Kuckuck::N,कोयल,cuco
288,Kuckuck::N,कोकिल,cuco
289,Schwan::N,हंस,cisne
290,Schwan::N,मराल,cisne
291,Fisch::N,मछली,pez
292,Fisch::N,मत्स्य,pez
293,Barsch::N,पर्च,perca
294,Hecht::N,पाइक,lucio
295,Schlange[Tier]::N,सर्प,serpiente
296,Wurm::N,कृमि,gusano
297,Wurm::N,कीड़ा,gusano
298,Spinne::N,लूता,araña
299,Spinne::N,मकड़ी,araña
300,Ameise::N,चींटी,hormiga
301,Laus::N,जूँ,piojo
302,Mücke::N,डाँस,mosquito
303,Fliege::N,मक्खी,mosca
304,Fliege::N,मक्षिका,mosca
305,Schmetterling::N,तितली,mariposa
306,Beere::N,बेरी,baya
307,Apfel::N,सेब,manzana
308,Pilz::N,खुंबी,seta
309,Pilz::N,खुंबी,hongo
310,Zwiebel::N,प्याज़,cebolla
311,Saat::N,बीज,siembra
312,Korn::N,दाना,grano
313,Heu::N,मूखी घास,heno
314,Schale::N,बकला,cáscara
315,Schale::N,छिलका,cáscara
316,Grube::N,गड्ढा,foso
317,Falle::N,जाल,trampa
318,Falle::N,फँदा,trampa
319,Schlinge::N,फँदा,lazo
320,Spur::N,सुराग़,huella
321,Spur::N,पद-चिह्न,huella
322,Asche::N,राख,ceniza
323,Dreck::N,मैल,suciedad
324,Dreck::N,गंदगी,suciedad
325,Eisen::N,लोहा,hierro
326,Gold::N,सोना,oro
327,Gold::N,स्वर्ण,oro
328,Silber::N,रजत,plata
329,Silber::N,चाँदी,plata
330,Kohle::N,कोयला,carbón
331,Glas::N,काँच,vidrio
332,Glas::N,काँच,cristal
333,Lehm::N,चिकनी मिट्टी,barro
334,Sand::N,रेत,arena
335,Sand::N,बालू,arena
336,Mensch::N,मानव,hombre
337,Mensch::N,मानव,ser humano
338,Mensch::N,इनसान,hombre
339,Mensch::N,इनसान,ser humano
340,Mensch::N,मनुष्य,hombre
341,Mensch::N,मनुष्य,ser humano
342,Mann::N,आदमी,hombre
343,Mann::N,पुरुष,hombre
344,Frau::N,औरत,mujer
345,Frau::N,महिला,mujer
346,Frau::N,स्त्री,mujer
347,Kind::N,बाल,niño
348,Kind::N,बच्चा,niño
349,Junge::N,लड़का,chico
350,Junge::N,लड़का,muchacho
351,Mädchen::N,लड़की,chica
352,Mädchen::N,लड़की,muchacha
353,Mädchen::N,कुमारी,chica
354,Mädchen::N,कुमारी,muchacha
355,Familie::N,परिवार,familia
356,Großvater::N,दादा,abuelo
357,Großmutter::N,नानी,abuela
358,Eltern::N,माँ-बाप,padres
359,Eltern::N,माता-पिता,padres
360,Vater::N,बाप,padre
361,Vater::N,पिता,padre
362,Mutter::N,माँ,madre
363,Mutter::N,माता,madre
364,Sohn::N,बेटा,hijo
365,Sohn::N,पुत्र,hijo
366,Tochter::N,बेटी,hija
367,Tochter::N,पुत्री,hija
368,Bruder::N,भाई,hermano
369,Bruder::N,भ्राता,hermano
370,Schwester::N,बहन,hermana
371,Schwester::N,भगिनी,hermana
372,Onkel::N,ताऊ,tío
373,Onkel::N,काका,tío
374,Tante::N,बूआ,tía
375,Tante::N,फूफी,tía
376,Tante::N,ख़ाला,tía
377,Ehemann::N,पति,esposo
378,Ehemann::N,शौहर,esposo
379,Ehefrau::N,बीवी,esposa
380,Freude::N,आनंद,placer
381,Freude::N,आनंद,alegría
382,Freude::N,प्रसन्नता,placer
383,Freude::N,प्रसन्नता,alegría
384,Gelächter::N,हँसी,risa
385,Gelächter::N,हँसी,carcajada
386,Gelächter::N,क़हक़हा,risa
387,Gelächter::N,क़हक़हा,carcajada
388,Glück::N,आनंद,felicidad
389,Glück::N,ख़ुशी,felicidad
390,Kummer::N,शोक,pena
391,Kummer::N,दुःख,pena
392,Wunsch::N,इच्छा,deseo
393,Wunsch::N,अभिलाषा,deseo
394,Lust::N,चाह,ganas
395,Lust::N,कामना,ganas
396,Geist::N,जान,mente
397,Geist::N,जान,espíritu
398,Geist::N,प्राण,mente
399,Geist::N,प्राण,espíritu
400,Gedanke::N,विचार,idea
401,Gedanke::N,विचार,pensamiento
402,Gedächtnis::N,याददाश्त,memoria
403,Gedächtnis::N,स्मरण-शक्ति,memoria
404,Verstand::N,समझ,razón
405,Verstand::N,समझ,entendimiento
406,Verstand::N,अक़्ल,razón
407,Verstand::N,अक़्ल,entendimiento
408,Verstand::N,बुद्धि,razón
409,Verstand::N,बुद्धि,entendimiento
410,Sinn::N,अर्थ,sentido
411,Sinn::N,अर्थ,significado
412,Grund::N,वजह,causa
413,Grund::N,कारण,causa
414,Wahrheit::N,सत्य,verdad
415,Wahrheit::N,सच्चाई,verdad
416,Gespräch::N,चर्चा,conversación
417,Gespräch::N,वार्ता,conversación
418,Gespräch::N,बात-चीत,conversación
419,Märchen::N,क़िस्सा,cuento
420,Erzählung::N,कथा,cuento
421,Erzählung::N,कथा,narración
422,Erzählung::N,कहानी,cuento
423,Erzählung::N,कहानी,narración
424,Nachricht::N,सूचना,mensaje
425,Nachricht::N,समाचार,mensaje
426,Neuigkeit::N,ख़बर,noticia
427,Neuigkeit::N,समाचार,noticia
428,Name::N,नाम,nombre
429,Rätsel::N,पहेली,acertijo
430,Rätsel::N,पहेली,adivinanza
431,Rede::N,वचन,discurso
432,Rede::N,भाषण,discurso
433,Sprache::N,भाषा,lengua
434,Sprache::N,ज़बान,lengua
435,Stimme::N,स्वर,voz
436,Stimme::N,आवाज़,voz
437,Wort::N,शब्द,palabra
438,Wort::N,लफ़्ज़,palabra
439,Zeichen::N,निशान,señal
440,Ruf::N,पुकार,llamada
441,Ruf::N,आह्वान,llamada
442,Lärm::N,शोर,ruido
443,Lärm::N,शोर,barullo
444,Lärm::N,हुल्लड़,ruido
445,Lärm::N,हुल्लड़,barullo
446,Laut::N,स्वर,sonido
447,Laut::N,ध्वनि,sonido
448,Ton::N,सुर,tono
449,Ton::N,स्वर,tono
450,Lied::N,गीत,canción
451,Ruhe::N,आराम,calma
452,Ruhe::N,आराम,silencio
453,Ruhe::N,ख़ामोशी,calma
454,Ruhe::N,ख़ामोशी,silencio
455,Leute::N,लोग,gente
456,Volk::N,क़ौम,pueblo
457,Volk::N,प्रजा,pueblo
458,Arbeit::N,काम,trabajo
459,Gast::N,अतिथि,huésped
460,Gast::N,अतिथि,invitado
461,Gast::N,मेहमान,huésped
462,Gast::N,मेहमान,invitado
463,Geschenk::N,उपहार,regalo
464,Geschenk::N,तोहफ़ा,regalo
465,Spiel::N,खेल,juego
466,Spiel::N,क्रीड़ा,juego
467,Gesellschaft::N,साथ,compañía
468,Hilfe::N,मदद,ayuda
469,Hilfe::N,मदद,socorro
470,Hilfe::N,सहायता,ayuda
471,Hilfe::N,सहायता,socorro
472,Freund::N,मित्र,amigo
473,Kamerad::N,साथी,camarada
474,Kamerad::N,साथी,compañero
475,Kamerad::N,कामरेड,camarada
476,Kamerad::N,कामरेड,compañero
477,Angelegenheit::N,बात,asunto
478,Angelegenheit::N,मामला,asunto
479,Anzahl::N,तादाद,cantidad
480,Anzahl::N,संख्या,cantidad
481,Art::N,तरह,tipo
482,Art::N,तरह,clase
483,Art::N,क़िस्म,tipo
484,Art::N,क़िस्म,clase
485,Stück::N,फाँक,pieza
486,Stück::N,टुकड़ा,pieza
487,Teil::N,भाग,parte
488,Teil::N,हिस्सा,parte
489,Hälfte::N,अर्धभाग,mitad
490,Kreis::N,चक्कर,círculo
491,Kreuz::N,सलीब,cruz
492,Kreuz::N,क्रूस,cruz
493,Linie::N,लाइन,línea
494,Strich::N,लकीर,raya
495,Strich::N,लकीर,trazo
496,Abstand::N,अंतर,distancia
497,Abstand::N,फ़ासला,distancia
498,Entfernung::N,दूरी,distancia
499,Entfernung::N,फ़ासला,distancia
500,Gegend::N,इलाक़ा,región
501,Gegend::N,इलाक़ा,comarca
502,Platz::N,जगह,espacio
503,Platz::N,स्थान,espacio
504,Ort::N,स्थल,sitio
505,Ort::N,स्थान,sitio
506,Seite::N,ओर,lado
507,Seite::N,ओर,costado
508,Seite::N,तरफ़,lado
509,Seite::N,तरफ़,costado
510,Mitte::N,बीच,medio
511,Mitte::N,बीच,centro
512,Mitte::N,मध्य,medio
513,Mitte::N,मध्य,centro
514,Gegenstand::N,चीज़,objeto
515,Gegenstand::N,पदार्थ,objeto
516,Sache::N,चीज़,cosa
517,Sache::N,वस्तु,cosa
518,Rand::N,छोर,borde
519,Rand::N,उपांत,borde
520,Kante::N,कोर,borde
521,Kante::N,किनारा,borde
522,Ecke::N,कोना,esquina
523,Ecke::N,नुक्कड़,esquina
524,Spitze::N,नोक,punta
525,Ende::N,छोर,cabo
526,Ende::N,छोर,extremo
527,Ende::N,सिरा,cabo
528,Ende::N,सिरा,extremo
529,Loch::N,छेद,agujero
530,Loch::N,छेद,abertura
531,Loch::N,सूराख़,agujero
532,Loch::N,सूराख़,abertura
533,Winkel::N,कोण,ángulo
534,Winkel::N,कोना,ángulo
535,Muster::N,नमूना,dibujo
536,Muster::N,डिज़ाइन,dibujo
537,Größe::N,परिमाण,tamaño
538,Größe::N,विस्तार,tamaño
539,Länge::N,लंबाई,longitud
540,Höhe::N,ऊँचाई,altura
541,Höhe::N,ऊँचाई,altitud
542,Höhe::N,उच्चता,altura
543,Höhe::N,उच्चता,altitud
544,Gewicht::N,भार,peso
545,Gewicht::N,वज़न,peso
546,Menge::N,मात्रा,cantidad
547,Haufen::N,ढेर,montón
548,Haufen::N,अंबार,montón
549,Reihe::N,क़तार,fila
550,Reihe::N,पंक्ति,fila
551,Boot::N,नाव,bote
552,Boot::N,नाव,barca
553,Boot::N,नौका,bote
554,Boot::N,नौका,barca
555,Ruder::N,चप्पू,remo
556,Schlitten::N,बर्फ़-गाड़ी,trineo
557,Ski::N,स्की,esquí
558,Lagerfeuer::N,अलाव,hoguera
559,Lagerfeuer::N,कैंप-फ़ायर,hoguera
560,Last::N,भार,carga
561,Gang::N,चाल,marcha
562,Schritt::N,डग,paso
563,Schritt::N,क़दम,paso
564,Norden::N,उत्तर,norte
565,Süden::N,दक्खिन,sur
566,Westen::N,पश्चिम,oeste
567,Osten::N,पूरब,este
568,Holz::N,काठ,madera
569,Holz::N,काष्ठ,madera
570,Brett::N,पटरा,tabla
571,Brett::N,तख़्ता,tabla
572,Platte::N,फलक,placa
573,Platte::N,फलक,plancha
574,Platte::N,तख़्ता,placa
575,Platte::N,तख़्ता,plancha
576,Stütze::N,टेक,sostén
577,Stütze::N,टेक,soporte
578,Stütze::N,थूनी,sostén
579,Stütze::N,थूनी,soporte
580,Stange::N,छड़,vara
581,Stange::N,छड़,percha
582,Stange::N,बाँस,vara
583,Stange::N,बाँस,percha
584,Stock::N,लाठी,palo
585,Stock::N,लाठी,bastón
586,Stab::N,लग्गा,vara
587,Stab::N,लग्गा,bastón
588,Rohr::N,नल,tubo
589,Haus::N,घर,casa
590,Haus::N,मकान,casa
591,Heim::N,घर,hogar
592,Heim::N,गृह,hogar
593,Ofen::N,चूल्हा,estufa
594,Fußboden::N,फ़र्श,suelo
595,Tisch::N,मेज़,mesa
596,Stuhl::N,कुरसी,silla
597,Wiege::N,पालना,cuna
598,Wiege::N,हिंडोला,cuna
599,Bett::N,खाट,cama
600,Bett::N,पलंग,cama
601,Regal::N,शेल्फ़,estantería
602,Kiste::N,पेटी,caja
603,Kiste::N,डिब्बा,caja
604,Fenster::N,खिड़की,ventana
605,Tür::N,द्वार,puerta
606,Tür::N,दरवाज़ा,puerta
607,Tor::N,फाटक,puerta
608,Zaun::N,बाड़ा,valla
609,Zaun::N,बाड़ा,cercado
610,Dach::N,छत,techo
611,Dach::N,छत,tejado
612,Dach::N,छप्पर,techo
613,Dach::N,छप्पर,tejado
614,Leiter::N,सीढ़ी,escalera
615,Besen::N,झाड़ू,escoba
616,Besen::N,बुहारी,escoba
617,Spaten::N,कुदाल,pala
618,Schaufel::N,बेलचा,pala
619,Schaufel::N,बेलचा,paleta
620,Schaufel::N,फावड़ा,pala
621,Schaufel::N,फावड़ा,paleta
622,Gabel::N,काँटा,tenedor
623,Löffel::N,चम्मच,cuchara
624,Messer::N,छुरा,cuchillo
625,Messer::N,चाक़ू,cuchillo
626,Nagel::N,कील,clavo
627,Nagel::N,मेख़,clavo
628,Netz::N,जाल,red
629,Haken::N,अंकुश,gancho
630,Haken::N,अंकुश,corchete
631,Griff::N,मूठ,asa
632,Griff::N,मूठ,mango
633,Griff::N,हत्था,asa
634,Griff::N,हत्था,mango
635,Schloss::N,ताला,cerradura
636,Bild::N,चित्र,imagen
637,Figur::N,मूर्ति,figura
638,Puppe::N,पुतली,muñeca
639,Puppe::N,गुड़िया,muñeca
640,Beutel::N,झोला,bolsa
641,Bündel::N,पुलिंदा,haz
642,Tasche::N,बेग,bolso
643,Tasche::N,बस्ता,bolso
644,Eimer::N,बाल्टी,cubo
645,Deckel::N,ढक्कन,tapa
646,Deckel::N,ढक्कन,tapadera
647,Geschirr::N,बरतन-भाँड़े,vajilla
648,Sack::N,बोरा,saco
649,Tasse::N,प्याला,taza
650,Topf::N,देग़चा,olla
651,Topf::N,देग़चा,marmita
652,Kessel::N,देग़,caldera
653,Kessel::N,बटलोई,caldera
654,Essen::N,खाना,comida
655,Nahrung::N,भोजन,alimento
656,Speise::N,खाना,plato
657,Speise::N,व्यंजन,plato
658,Fleisch::N,मांस,carne
659,Fleisch::N,गोश्त,carne
660,Getreide::N,अनाज,cereales
661,Brei::N,भरता,puré
662,Brei::N,भरता,papilla
663,Brei::N,दलिया,puré
664,Brei::N,दलिया,papilla
665,Brot::N,रोटी,pan
666,Scheibe::N,कतला,lonja
667,Scheibe::N,कतला,rebanada
668,Fett::N,वसा,grasa
669,Fett::N,चरबी,grasa
670,Butter::N,मक्खन,mantequilla
671,Öl::N,तेल,aceite
672,Salz::N,नमक,sal
673,Suppe::N,सूप,sopa
674,Suppe::N,शोरबा,sopa
675,Honig::N,शहद,miel
676,Milch::N,दूध,leche
677,Tee::N,चाय,té
678,Leder::N,चमड़ा,cuero
679,Wolle::N,ऊन,lana
680,Stoff::N,कपड़ा,tela
681,Stoff::N,कपड़ा,tejido
682,Nadel::N,सूई,aguja
683,Faden::N,डोरा,hilo
684,Knopf::N,बटन,botón
685,Knopf::N,घुंडी,botón
686,Knoten::N,गाँठ,nudo
687,Knoten::N,गुत्थी,nudo
688,Farbe::N,रंग,pintura
689,Farbe::N,वर्ण,pintura
690,Kleidung::N,पहनावा,ropa
691,Kleidung::N,पहनावा,vestidos
692,Hemd::N,कुरता,camisa
693,Hemd::N,क़मीज़,camisa
694,Kragen::N,गरदनी,cuello
695,Kragen::N,गरेबान,cuello
696,Ärmel::N,आस्तीन,manga
697,Hose::N,पैंट,pantalón
698,Hose::N,पतलून,pantalón
699,Gürtel::N,पेटी,cinturón
700,Gürtel::N,मेखला,cinturón
701,Mütze::N,टोपी,gorro
702,Schuh::N,जूता,zapato
703,Stiefel::N,बूट,bota
704,Ring::N,अँगूठी,anillo
705,Band::N,पट्टी,cinta
706,Kamm::N,कंघी,peine
707,Spiegel::N,आईना,espejo
708,Spiegel::N,दर्पण,espejo
709,Riemen::N,तसमा,correa
710,Riemen::N,पट्टा,correa
711,Schnur::N,डोरी,cuerda
712,Schnur::N,सुतली,cuerda
713,Leine::N,रस्सी,correa
714,Decke::N,रज़ाई,manta
715,Kissen::N,तकिया,almohada
716,Kissen::N,गाद्दा,almohada
717,Tuch::N,रूमाल,pañuelo
718,Tuch::N,वस्त्र,pañuelo
719,Handtuch::N,अँगोछा,toalla
720,Kraft::N,ज़ोर,fuerza
721,Kraft::N,शक्ति,fuerza
722,Stärke::N,बल,fuerza
723,Stärke::N,ताक़त,fuerza
724,Gesundheit::N,स्वास्थ्य,salud
725,Gesundheit::N,तंदुरुस्ती,salud
726,Krankheit::N,रोग,enfermedad
727,Krankheit::N,बीमारी,enfermedad
728,Schmerz::N,दर्द,dolor
729,Schmerz::N,पीड़ा,dolor
730,Wunde::N,घाव,llaga
731,Wunde::N,घाव,herida
732,Wunde::N,ज़ख़्म,llaga
733,Wunde::N,ज़ख़्म,herida
734,Fieber::N,ज्वर,fiebre
735,Fieber::N,बुख़ार,fiebre
736,Arznei::N,दवा,medicina
737,Arznei::N,दवा,medicamento
738,Arznei::N,औषाधि,medicina
739,Arznei::N,औषाधि,medicamento
740,Brücke::N,पुल,puente
741,Brücke::N,सेतु,puente
742,Brunnen::N,कुआँ,pozo
743,Weide::N,चरागाह,pasto
744,Pfad::N,पथ,sendero
745,Pfad::N,पगडंडी,sendero
746,Weg::N,मार्ग,camino
747,Straße::N,राह,vía
748,Straße::N,राह,carretera
749,Straße::N,रास्ता,vía
750,Straße::N,रास्ता,carretera
751,Dorf::N,गाँव,aldea
752,Dorf::N,गाँव,pueblo
753,Dorf::N,ग्राम,aldea
754,Dorf::N,ग्राम,pueblo
755,Stadt::N,शहर,ciudad
756,Brief::N,ख़त,carta
757,Brief::N,पत्र,carta
758,Brief::N,चिट्ठी,carta
759,Buch::N,किताब,libro
760,Buch::N,पुस्तक,libro
761,Buchstabe::N,अक्षर,letra
762,Buchstabe::N,अक्षर,carácter
763,Zeitung::N,अख़बार,diario
764,Zeitung::N,अख़बार,periódico
765,Zeitung::N,समाचार-पत्र,diario
766,Zeitung::N,समाचार-पत्र,periódico
767,Leben::N,जीवन,vida
768,Leben::N,ज़िंदगी,vida
769,Tod::N,मौत,muerte
770,Tod::N,मृत्यु,muerte
