,Concept_ID,se,eu
234,Zeh::N,jyel'gisuor'mâ,behatz
235,Zeh::N,jue´lǧǧsuõrmm,behatz
236,Zeh::N,ю̄лльк-це̄һп,behatz
237,Fuß::N,juelkie,oin
238,Fuß::N,juolgge,oin
239,Fuß::N,juolgi,oin
240,Fuß::N,jyel'gi,oin
241,Fuß::N,jue´lǧǧ,oin
242,Fuß::N,ла̄бпь,oin
243,Ferse::N,båetskie,orpo
244,Ferse::N,båetskie,oinburu
245,Ferse::N,boasske,orpo
246,Ferse::N,boasske,oinburu
247,Ferse::N,šušmi,orpo
248,Ferse::N,šušmi,oinburu
249,Ferse::N,šušme,orpo
250,Ferse::N,šušme,oinburu
251,Ferse::N,jue´lǧǧkädd,orpo
252,Ferse::N,jue´lǧǧkädd,oinburu
253,Ferse::N,ка̄ннт,orpo
254,Ferse::N,ка̄ннт,oinburu
255,Knie::N,boelve,belaun
256,Knie::N,buolvva,belaun
257,Knie::N,čibbi,belaun
258,Knie::N,veaŋki,belaun
259,Knie::N,iidâ,belaun
260,Knie::N,puõlvv,belaun
261,Knie::N,пуллв,belaun
262,Oberschenkel::N,ruaksja,izter
263,Oberschenkel::N,tjibbe,izter
264,Oberschenkel::N,gassaváhkká,izter
265,Oberschenkel::N,badjeváhkáa,izter
266,Oberschenkel::N,čuár'bpeeḷi,izter
267,Oberschenkel::N,če´bb,izter
268,Oberschenkel::N,чуаррбе̄лль,izter
269,Bein::N,juelkie,zango
270,Bein::N,juolgge,zango
271,Bein::N,juolgi,zango
272,Bein::N,jyel'gi,zango
273,Bein::N,jue´lǧǧ,zango
274,Bein::N,ю̄лльк,zango
275,Körper::N,kråahpe,soin
276,Körper::N,rumáj,soin
277,Körper::N,rumaš,soin
278,Körper::N,ruumâš,soin
279,Körper::N,rå´pp,soin
280,Körper::N,лышшьк,soin
281,Körper::N,роаӈӈьк,soin
282,Haut::N,njaltja,azal
283,Haut::N,lijkke,azal
284,Haut::N,tjuobma,azal
285,Haut::N,liiki,azal
286,Haut::N,liške,azal
287,Haut::N,le´šǩǩ,azal
288,Haut::N,лышшьк,azal
289,Blut::N,vïrre,odol
290,Blut::N,maelie,odol
291,Blut::N,varra,odol
292,Blut::N,varra,odol
293,Blut::N,vorrâ,odol
294,Blut::N,võrr,odol
295,Blut::N,вэ̄рр,odol
296,Ader::N,åerie,zain
297,Ader::N,aajroe,zain
298,Ader::N,suodna,zain
299,Ader::N,varrasuotna,zain
300,Ader::N,suoṇâ,zain
301,Ader::N,suõnn,zain
302,Ader::N,сӯнн,zain
303,Sehne::N,soene,gihar-zain
304,Sehne::N,gåårtenje,gihar-zain
305,Sehne::N,suodna,gihar-zain
306,Sehne::N,suotna,gihar-zain
307,Sehne::N,suoṇâ,gihar-zain
308,Sehne::N,suõnn,gihar-zain
309,Sehne::N,сӯнн,gihar-zain
310,Knochen::N,måara,hezur
311,Knochen::N,måaroe,hezur
312,Knochen::N,dákte,hezur
313,Knochen::N,dákti,hezur
314,Knochen::N,tähti,hezur
315,Knochen::N,tä´htt,hezur
316,Knochen::N,та̄ххт,hezur
317,Knochen::N,та̄ффьт,hezur
318,Gehirn::N,aajla,garun
319,Gehirn::N,aajla,burmuin
320,Gehirn::N,vuojŋam,garun
321,Gehirn::N,vuojŋam,burmuin
322,Gehirn::N,vuoigŋašat,garun
323,Gehirn::N,vuoigŋašat,burmuin
324,Gehirn::N,vuoi'ŋâšeh,garun
325,Gehirn::N,vuoi'ŋâšeh,burmuin
326,Gehirn::N,vuo'ivâšneh,garun
327,Gehirn::N,vuo'ivâšneh,burmuin
328,Gehirn::N,vuõivâšn,garun
329,Gehirn::N,vuõivâšn,burmuin
330,Gehirn::N,вуэййвэшна,garun
331,Gehirn::N,вуэййвэшна,burmuin
332,Herz::N,vaajmoe,bihotz
333,Herz::N,tsåhke,bihotz
334,Herz::N,váibmu,bihotz
335,Herz::N,váimu,bihotz
336,Herz::N,čââ´đ,bihotz
337,Herz::N,кӯттҌк,bihotz
338,Magen::N,tjåejjie,urdail
339,Magen::N,tjoajvve,urdail
340,Magen::N,čoavji,urdail
341,Magen::N,čuáv'ji,urdail
342,Magen::N,čåu´jj,urdail
343,Magen::N,чо̄ввьй,urdail
344,Leber::N,mueksie,gibel
345,Leber::N,librre,gibel
346,Leber::N,vuoivvas,gibel
347,Leber::N,vuoivâs,gibel
348,Leber::N,vuõivâs,gibel
349,Leber::N,вуйвас,gibel
350,Atem::N,voejngehtasse,hats
351,Atem::N,voejngehtasse,arnasa
352,Atem::N,båssånis,hats
353,Atem::N,båssånis,arnasa
354,Atem::N,vuojŋadahka,hats
355,Atem::N,vuojŋadahka,arnasa
356,Atem::N,vuoiŋŋahat,hats
357,Atem::N,vuoiŋŋahat,arnasa
358,Atem::N,vuo'iŋâstim,hats
359,Atem::N,vuo'iŋâstim,arnasa
360,Atem::N,jiõg'g,hats
361,Atem::N,jiõg'g,arnasa
362,Atem::N,вӯйнас,hats
363,Atem::N,вӯйнас,arnasa
364,Atem::N,вӯййнмушш,hats
365,Atem::N,вӯййнмушш,arnasa
366,Hunger::N,nielkie,gose
367,Hunger::N,nielgge,gose
368,Hunger::N,nealgi,gose
369,Hunger::N,nelgi,gose
370,Hunger::N,neä´lǧǧ,gose
371,Hunger::N,не̄лльк,gose
372,Träne::N,gïknjele,malko
373,Träne::N,ganjál,malko
374,Träne::N,ganjal,malko
375,Träne::N,koonjâl,malko
376,Träne::N,kõõnjâl,malko
377,Träne::N,кэ̄нял,malko
378,Geschmack::N,aelmie,dasta
379,Geschmack::N,muosse,dasta
380,Geschmack::N,smáhkka,dasta
381,Geschmack::N,máhku,dasta
382,Geschmack::N,smáhkka,dasta
383,Geschmack::N,mááhu,dasta
384,Geschmack::N,smakkâ,dasta
385,Geschmack::N,njõõd,dasta
386,Geschmack::N,smääkk,dasta
387,Geschmack::N,ня̄лльк,dasta
388,Geruch::N,haaje,usain
389,Geruch::N,habjja,usain
390,Geruch::N,hádja,usain
391,Geruch::N,opsâ,usain
392,Geruch::N,haajâ,usain
393,Geruch::N,õpss,usain
394,Geruch::N,haajj,usain
395,Geruch::N,апс,usain
396,Geruch::N,лэ̄гк,usain
397,Schlaf::N,nahkerh,lo
398,Schlaf::N,nager,lo
399,Schlaf::N,oados,lo
400,Schlaf::N,nagir,lo
401,Schlaf::N,naṿer,lo
402,Schlaf::N,nââ´er,lo
403,Schlaf::N,нагерь,lo
404,Traum::N,nahkere,amets
405,Traum::N,niehko,amets
406,Traum::N,niehku,amets
407,Traum::N,naṿer,amets
408,Traum::N,nââ´er,amets
409,Traum::N,нагерь,amets
410,Himmel::N,elmie,zeru
411,Himmel::N,almme,zeru
412,Himmel::N,albmi,zeru
413,Himmel::N,alme,zeru
414,Himmel::N,â´lmm,zeru
415,Himmel::N,алльм,zeru
416,Sonne::N,biejjie,eguzki
417,Sonne::N,bæjvásj,eguzki
418,Sonne::N,beaivváš,eguzki
419,Sonne::N,peivi,eguzki
420,Sonne::N,piäiváš,eguzki
421,Sonne::N,pei´vv,eguzki
422,Sonne::N,пе̄ййв,eguzki
423,Mond::N,aske,ilargi
424,Mond::N,mánno,ilargi
425,Mond::N,mánnu,ilargi
426,Mond::N,máánu,ilargi
427,Mond::N,mään,ilargi
428,Mond::N,ма̄нн,ilargi
429,Stern::N,daasta,izar
430,Stern::N,naestie,izar
431,Stern::N,násste,izar
432,Stern::N,násti,izar
433,Stern::N,täsni,izar
434,Stern::N,tä´snn,izar
435,Stern::N,та̄ссьт,izar
436,Luft::N,elmie,aire
437,Luft::N,ájmmo,aire
438,Luft::N,áibmu,aire
439,Luft::N,áimu,aire
440,Luft::N,šõŋŋ,aire
441,Luft::N,вӯйнас,aire
442,Wind::N,bïegke,haize
443,Wind::N,biegga,haize
444,Wind::N,biegga,haize
445,Wind::N,pieg'gâ,haize
446,Wind::N,piõg'g,haize
447,Wind::N,пӣӈӈк,haize
448,Welle::N,baaroe,uhin
449,Welle::N,baaroe,olatu
450,Welle::N,bárro,uhin
451,Welle::N,bárro,olatu
452,Welle::N,bárru,uhin
453,Welle::N,bárru,olatu
454,Welle::N,pááṛu,uhin
455,Welle::N,pááṛu,olatu
456,Welle::N,päärr,uhin
457,Welle::N,päärr,olatu
458,Welle::N,нэ̄ммп,uhin
459,Welle::N,нэ̄ммп,olatu
460,Wasser::N,tjaetsie,ur
461,Wasser::N,tjáhtje,ur
462,Wasser::N,čáhci,ur
463,Wasser::N,čääci,ur
464,Wasser::N,čää´cc,ur
465,Wasser::N,ча̄дзь,ur
466,Stein::N,gierkie,harri
467,Stein::N,giergge,harri
468,Stein::N,geađgi,harri
469,Stein::N,keđgi,harri
470,Stein::N,ǩeä´dǧǧ,harri
471,Stein::N,ке̄ддҌк,harri
472,Boden::N,betnie,lur
473,Boden::N,betnie,zoru
474,Boden::N,ednam,lur
475,Boden::N,ednam,zoru
476,Boden::N,bodni,lur
477,Boden::N,bodni,zoru
478,Boden::N,vuođđu,lur
479,Boden::N,vuođđu,zoru
480,Boden::N,ponne,lur
481,Boden::N,ponne,zoru
482,Boden::N,vuáđ̣u,lur
483,Boden::N,vuáđ̣u,zoru
484,Boden::N,vuâđđ,lur
485,Boden::N,vuâđđ,zoru
486,Boden::N,лаввьн,lur
487,Boden::N,лаввьн,zoru
488,Boden::N,е̄ммьне,lur
489,Boden::N,е̄ммьне,zoru
490,Erde::N,jåarta,lur
491,Erde::N,mueltie,lur
492,Erde::N,ednam,lur
493,Erde::N,mållde,lur
494,Erde::N,eana,lur
495,Erde::N,eennâm,lur
496,Erde::N,mädd,lur
497,Erde::N,jânnam,lur
498,Erde::N,е̄ммьне,lur
499,Staub::N,heblie,hauts
500,Staub::N,tsumhtsie,hauts
501,Staub::N,dubme,hauts
502,Staub::N,dopmu,hauts
503,Staub::N,kovjâ,hauts
504,Staub::N,põõ´l,hauts
505,Staub::N,кэ̄ббьй,hauts
506,Rauch::N,soeve,ke
507,Rauch::N,suovva,ke
508,Rauch::N,suovva,ke
509,Rauch::N,suoṿâ,ke
510,Rauch::N,suõvv,ke
511,Rauch::N,сӯвв,ke
512,Funke::N,naestie,zirta
513,Funke::N,naestie,txinparta
514,Funke::N,tjuonam,zirta
515,Funke::N,tjuonam,txinparta
516,Funke::N,čuotnan,zirta
517,Funke::N,čuotnan,txinparta
518,Funke::N,čuođâlm,zirta
519,Funke::N,čuođâlm,txinparta
520,Funke::N,iiskâr,zirta
521,Funke::N,iiskâr,txinparta
522,Funke::N,čuõzzâm,zirta
523,Funke::N,čuõzzâm,txinparta
524,Funke::N,чӯссэм,zirta
525,Funke::N,чӯссэм,txinparta
526,Feuer::N,dålle,su
527,Feuer::N,dållå,su
528,Feuer::N,dolla,su
529,Feuer::N,tullâ,su
530,Feuer::N,toll,su
531,Feuer::N,то̄лл,su
532,Licht::N,tjoevke,argi
533,Licht::N,tjuovgga,argi
534,Licht::N,čuovga,argi
535,Licht::N,čuovggas,argi
536,Licht::N,čuoṿâ,argi
537,Licht::N,toll,argi
538,Licht::N,čuõvv,argi
539,Licht::N,то̄лл,argi
540,Schatten::N,skugkie,itzal
541,Schatten::N,skugkie,geriza
542,Schatten::N,soejvene,itzal
543,Schatten::N,soejvene,geriza
544,Schatten::N,irkes,itzal
545,Schatten::N,irkes,geriza
546,Schatten::N,sieges,itzal
547,Schatten::N,sieges,geriza
548,Schatten::N,itku,itzal
549,Schatten::N,itku,geriza
550,Schatten::N,suoivâ,itzal
551,Schatten::N,suoivâ,geriza
552,Schatten::N,õõtt,itzal
553,Schatten::N,õõtt,geriza
554,Schatten::N,ǩeeu´niǩ,itzal
555,Schatten::N,ǩeeu´niǩ,geriza
556,Schatten::N,кывьнэхь,itzal
557,Schatten::N,кывьнэхь,geriza
558,Wetter::N,vïerhtse,eguraldi
559,Wetter::N,dálkke,eguraldi
560,Wetter::N,dálki,eguraldi
561,Wetter::N,šoŋŋâ,eguraldi
562,Wetter::N,šõŋŋ,eguraldi
563,Wetter::N,шэ̄ӈӈ,eguraldi
564,Nebel::N,såavla,laino
565,Nebel::N,mearhka,laino
566,Nebel::N,murkko,laino
567,Nebel::N,mierkká,laino
568,Nebel::N,mierká,laino
569,Nebel::N,miär'kká,laino
570,Nebel::N,oṃo,laino
571,Nebel::N,sue´lnn,laino
572,Nebel::N,цӣгк,laino
573,Nebel::N,сулльн,laino
574,Wolke::N,balve,hodei
575,Wolke::N,balvva,hodei
576,Wolke::N,balva,hodei
577,Wolke::N,polvâ,hodei
578,Wolke::N,põlvv,hodei
579,Wolke::N,пэллв,hodei
580,Regen::N,ebrie,euri
581,Regen::N,harvve,euri
582,Regen::N,arvi,euri
583,Regen::N,arve,euri
584,Regen::N,â´brr,euri
585,Regen::N,аббьр,euri
586,Schnee::N,lopme,elur
587,Schnee::N,moehtege,elur
588,Schnee::N,muohta,elur
589,Schnee::N,muohta,elur
590,Schnee::N,muotâ,elur
591,Schnee::N,muõtt,elur
592,Schnee::N,вэ̄дз,elur
593,Schnee::N,куэллт,elur
594,Eis::N,jïenge,horma
595,Eis::N,jiegŋa,horma
596,Eis::N,jiekŋa,horma
597,Eis::N,jieŋ̣â,horma
598,Eis::N,jiõŋŋ,horma
599,Eis::N,ӣӈӈ,horma
600,Frost::N,baajkoe,izotzaldi
601,Frost::N,tjoasskem,izotzaldi
602,Frost::N,buolaš,izotzaldi
603,Frost::N,puolâš,izotzaldi
604,Frost::N,puõlâš,izotzaldi
605,Frost::N,мӯнь,izotzaldi
606,Kälte::N,jueskie,hotz
607,Kälte::N,tjåetskeme,hotz
608,Kälte::N,tjoasskem,hotz
609,Kälte::N,čoaskin,hotz
610,Kälte::N,ko'lmâsvuotâ,hotz
611,Kälte::N,ijss,hotz
612,Kälte::N,čuä´cǩǩem,hotz
613,Kälte::N,tuârggnjõs,hotz
614,Kälte::N,кэ̄лмас,hotz
615,Hitze::N,baahke,bero
616,Hitze::N,báhkka,bero
617,Hitze::N,báhkka,bero
618,Hitze::N,pakkâ,bero
619,Hitze::N,kuṃe,bero
620,Hitze::N,paašt,bero
621,Hitze::N,жоарр,bero
622,Raureif::N,jyjse,antzigar
623,Raureif::N,ridne,antzigar
624,Raureif::N,goarre,antzigar
625,Raureif::N,ritni,antzigar
626,Raureif::N,suhči,antzigar
627,Raureif::N,riṇe,antzigar
628,Raureif::N,ай,antzigar
629,Regenbogen::N,aatjan goengere,ostadar
630,Regenbogen::N,aatjan goengere,ortzadar
631,Regenbogen::N,aatjan joekse,ostadar
632,Regenbogen::N,aatjan joekse,ortzadar
633,Regenbogen::N,ádjájuoksa,ostadar
634,Regenbogen::N,ádjájuoksa,ortzadar
635,Regenbogen::N,arvedávgi,ostadar
636,Regenbogen::N,arvedávgi,ortzadar
637,Regenbogen::N,bajándávgi,ostadar
638,Regenbogen::N,bajándávgi,ortzadar
639,Regenbogen::N,äijihtävgi,ostadar
640,Regenbogen::N,äijihtävgi,ortzadar
641,Regenbogen::N,teârmmazjohss,ostadar
642,Regenbogen::N,teârmmazjohss,ortzadar
643,Regenbogen::N,тӣрмесью̄ккс,ostadar
644,Regenbogen::N,тӣрмесью̄ккс,ortzadar
645,Donner::N,raejrie,ostots
646,Donner::N,raejrie,ihurtzuri
647,Donner::N,átjek,ostots
648,Donner::N,átjek,ihurtzuri
649,Donner::N,átjárájdde,ostots
650,Donner::N,átjárájdde,ihurtzuri
651,Donner::N,áddjá,ostots
652,Donner::N,áddjá,ihurtzuri
653,Donner::N,baján,ostots
654,Donner::N,baján,ihurtzuri
655,Donner::N,juuṛâ,ostots
656,Donner::N,juuṛâ,ihurtzuri
657,Donner::N,tie´rmes,ostots
658,Donner::N,tie´rmes,ihurtzuri
659,Donner::N,тӣрмесь,ostots
660,Donner::N,тӣрмесь,ihurtzuri
661,Donner::N,ча̄ркнэгк,ostots
662,Donner::N,ча̄ркнэгк,ihurtzuri
663,Strömung::N,njuvvie,laster
664,Strömung::N,ájggedáhpe,laster
665,Strömung::N,rávdnji,laster
666,Strömung::N,virde,laster
667,Strömung::N,ve´rdd,laster
668,Strömung::N,выррьт,laster
669,Tropfen::N,gåajhkohts,xorta
670,Tropfen::N,gåjkudis,xorta
671,Tropfen::N,goaikkanas,xorta
672,Tropfen::N,čalme,xorta
673,Tropfen::N,čâ´lmm,xorta
674,Tropfen::N,ча̄лльм,xorta
675,Schaum::N,sapte,bits
676,Schaum::N,såpptå,bits
677,Schaum::N,sokta,bits
678,Schaum::N,suptâ,bits
679,Schaum::N,soptt,bits
680,Schaum::N,со̄ппт,bits
681,Schmutz::N,haaskoe,lohi
682,Schmutz::N,haaskoe,zikin
683,Schmutz::N,duolvva,lohi
684,Schmutz::N,duolvva,zikin
685,Schmutz::N,duolva,lohi
686,Schmutz::N,duolva,zikin
687,Schmutz::N,durdi,lohi
688,Schmutz::N,durdi,zikin
689,Schmutz::N,stänži,lohi
690,Schmutz::N,stänži,zikin
691,Schmutz::N,sähss,lohi
692,Schmutz::N,sähss,zikin
693,Schmutz::N,са̄ккьс,lohi
694,Schmutz::N,са̄ккьс,zikin
695,Schmutz::N,не̄шшь,lohi
696,Schmutz::N,не̄шшь,zikin
697,See::N,jaevrie,laku
698,See::N,jaevrie,aintzira
699,See::N,jávrre,laku
700,See::N,jávrre,aintzira
701,See::N,jávri,laku
702,See::N,jávri,aintzira
703,See::N,jävri,laku
704,See::N,jävri,aintzira
705,See::N,jâu´rr,laku
706,See::N,jâu´rr,aintzira
707,See::N,я̄ввьр,laku
708,See::N,я̄ввьр,aintzira
709,Sumpf::N,pluevie,zingira
710,Sumpf::N,áhpe,zingira
711,Sumpf::N,sæmssa,zingira
712,Sumpf::N,jeaggi,zingira
713,Sumpf::N,jeggi,zingira
714,Sumpf::N,jeä´ǧ'ǧ,zingira
715,Sumpf::N,ла̄ммьп,zingira
716,Moor::N,pluevie,zohikaztegi
717,Moor::N,jiegge,zohikaztegi
718,Moor::N,suotnju,zohikaztegi
719,Moor::N,karrii,zohikaztegi
720,Moor::N,kä´rev,zohikaztegi
721,Moor::N,veättaǩ,zohikaztegi
722,Moor::N,ла̄ммьп,zohikaztegi
723,Wiese::N,ïentje,larre
724,Wiese::N,ïentje,belardi
725,Wiese::N,giedde,larre
726,Wiese::N,giedde,belardi
727,Wiese::N,gieddi,larre
728,Wiese::N,gieddi,belardi
729,Wiese::N,nijtto,larre
730,Wiese::N,nijtto,belardi
731,Wiese::N,пуэшенҍ,larre
732,Wiese::N,пуэшенҍ,belardi
733,Wald::N,skåake,baso
734,Wald::N,skåake,oihan
