,Concept_ID,mrj,fr
118,Abhang::N,полом,pente
119,Abhang::N,полом,versant
120,Quelle::N,вӹдсӹнзӓ,source
121,Quelle::N,вӹдсӹнзӓ,fontaine
122,Bach::N,ӓнгӹр,ruisseau
123,Fluss::N,вӹд,fleuve
124,Fluss::N,вӹд,rivière
125,Ufer::N,сир,bord
126,Ufer::N,сир,rivage
127,Küste::N,сир,côte
128,Festland::N,мӱлӓндӹ,terre ferme
129,Meer::N,тангыж,mer
130,Bucht::N,вӹдъял,baie
131,Insel::N,острок,île
132,Blume::N,пеледӹш,fleur
133,Gras::N,шуды,herbe
134,Wurzel::N,важ,racine
135,Baum::N,пушӓнгӹ,arbre
136,Stamm::N,пушӓнгӹ тӹнг,tronc
137,Rinde::N,каргыж,écorce
138,Ast::N,укш,branche
139,Zweig::N,укш,rameau
140,Blatt::N,листӹ,feuille
141,Birke::N,куги,bouleau
142,Kiefer[Baum]::N,йӓктӹ,pin
143,Weide[Baum]::N,уа,saule
144,Tanne::N,кож,sapin
145,Horn::N,шур,corne
146,Feder::N,пын,plume
147,Fell::N,кавашты,peau
148,Flügel::N,шылдыр,aile
149,Klaue::N,кӹч,serre
150,Kralle::N,лапа,ongle
151,Kralle::N,лапа,griffe
152,Schwanz::N,пач,queue
153,Ei::N,мыны,œuf
154,Nest::N,пӹжӓш,nid
155,Bau::N,ыраж,terrier
156,Tier::N,во́льык,animal
157,Herde::N,кӹтö,troupeau
158,Kuh::N,ышкал,vache
159,Bulle::N,ӱшкӱж,taureau
160,Pferd::N,имни,cheval
161,Schaf::N,шарык,mouton
162,Schwein::N,сасна,porc
163,Schwein::N,сасна,cochon
164,Hund::N,пи,chien
165,Katze::N,коти,chat
166,Bär::N,мöскӓ,ours
167,Eichhörnchen::N,ур,écureuil
168,Elch::N,шарды,élan
169,Fuchs::N,рӹвӹж,renard
170,Hase::N,морен,lièvre
171,Maus::N,каля,souris
172,Wolf::N,пирӹ,loup
173,Vogel::N,кек,oiseau
174,Schwarm::N,цуца,nuée
175,Schwarm::N,цуца,volée
176,Huhn::N,цӹвӹ,poule
177,Hahn::N,ӓптӓн,coq
178,Gans::N,комбы,oie
179,Adler::N,кучкыж,aigle
180,Ente::N,лыды,canard
181,Eule::N,тымана,hibou
182,Kranich::N,тырня,grue
183,Kranich::N,тыртня,grue
184,Krähe::N,лудыгарак,corneille
185,Kuckuck::N,куку,coucou
186,Schwan::N,йӱксӹ,cygne
187,Fisch::N,кол,poisson
188,Barsch::N,алангы,perche
189,Hecht::N,нуж,brochet
190,Hecht::N,нужгол,brochet
191,Schlange[Tier]::N,кӹшкы,serpent
192,Wurm::N,шукш,ver
193,Spinne::N,ӓнгӹремшӹ,araignée
194,Ameise::N,кыткы,fourmi
195,Laus::N,ти,pou
196,Mücke::N,кужнер,moucheron
197,Mücke::N,кужынер,moucheron
198,Fliege::N,шӹнгӓ,mouche
199,Schmetterling::N,лӹпӹ,papillon
200,Beere::N,мöр,baie
201,Apfel::N,олма,pomme
202,Pilz::N,понгы,champignon
203,Zwiebel::N,охыра,oignon
204,Saat::N,нӱшмӹ,semence
205,Saat::N,нӱшмӱ,semence
206,Korn::N,пӹрцӹ,grain
207,Heu::N,шуды,foin
208,Schale::N,аваха,pelure
209,Schale::N,карлангы,pelure
210,Grube::N,йӓм,fosse
211,Falle::N,лӱдӹ,piège
212,Falle::N,лӱдӹш,piège
213,Schlinge::N,онгы,lacs
214,Spur::N,кишӓ,trace
215,Asche::N,ломых,cendre
216,Asche::N,ломпыж,cendre
217,Dreck::N,лявӹрӓ,crotte
218,Eisen::N,кӹртни,fer
219,Gold::N,шöртни,or
220,Gold::N,шöртньӹ,or
221,Silber::N,ши,argent
222,Kohle::N,шӱ,charbon
223,Glas::N,охоница,verre
224,Lehm::N,шун,glaise
225,Sand::N,ошма,sable
226,Mensch::N,эдем,homme
227,Mann::N,пӱэргӹ,homme
228,Frau::N,ӹдӹрӓмӓш,femme
229,Kind::N,ӓзӓ,enfant
230,Kind::N,шачшы,enfant
231,Junge::N,рвезӹ,garçon
232,Junge::N,ӹрвезӹ,garçon
233,Mädchen::N,ӹдӹрӓш,fille
234,Mädchen::N,ӹдӹрӓш,jeune fille
235,Familie::N,йиш,famille
236,Familie::N,семня,famille
237,Großvater::N,тьоти,grand-père
238,Großmutter::N,папа,grand-mère
239,Eltern::N,ӓтя-ӓвӓ,parents
240,Vater::N,ӓтя,père
241,Mutter::N,ӓвӓ,mère
242,Sohn::N,эргӹ,fils
243,Tochter::N,ӹдӹр,fille
244,Bruder::N,ӹза,frère
245,Schwester::N,ӓкӓ,sœur
246,Onkel::N,кугуза,oncle
247,Tante::N,куака,tante
248,Ehemann::N,мары,mari
249,Ehemann::N,мары,époux
250,Ehefrau::N,вӓтӹ,femme
251,Ehefrau::N,вӓтӹ,épouse
252,Freude::N,ӹвӹртӹмӓш,joie
253,Freude::N,ӹвӹртӹмӓш,plaisir
254,Gelächter::N,ваштылмаш,rires
255,Glück::N,пиӓл,bonheur
256,Kummer::N,ясы,peine
257,Kummer::N,ясы,chagrin
258,Wunsch::N,охата,désir
259,Wunsch::N,шанымаш,désir
260,Lust::N,шӓр,envie
261,Lust::N,охата,envie
262,Lust::N,шанымаш,envie
263,Geist::N,тух,esprit
264,Gedanke::N,шанымаш,idée
265,Gedanke::N,шанымаш,pensée
266,Gedächtnis::N,ӓш,mémoire
267,Verstand::N,ыш,raison
268,Sinn::N,кын,sens
269,Grund::N,вир,cause
270,Grund::N,вир,raison
271,Wahrheit::N,тöр,vérité
272,Gespräch::N,хытырымаш,conversation
273,Märchen::N,ямак,conte
274,Märchen::N,ямак,conte de fées
275,Erzählung::N,шайыштмаш,conte
276,Erzählung::N,шайыштмаш,narration
277,Nachricht::N,увертӓрӹмӓш,message
278,Neuigkeit::N,увер,nouvelle
279,Name::N,лӹм,nom
280,Rätsel::N,тышты,énigme
281,Rätsel::N,тышты,devinette
282,Rede::N,шая,parole
283,Rede::N,шая,discours
284,Rede::N,шамак,parole
285,Rede::N,шамак,discours
286,Sprache::N,йӹлмӹ,langue
287,Sprache::N,йӹлмӹ,langage
288,Stimme::N,юк,voix
289,Wort::N,шамак,mot
290,Zeichen::N,палӹ,signe
291,Ruf::N,сӹгӹрӹмӓш,cri
292,Ruf::N,сӹгӹрӹмӓш,appel
293,Lärm::N,юкланымащ,bruit
294,Laut::N,юк,son
295,Ton::N,юк,ton
296,Lied::N,мыры,chant
297,Lied::N,мыры,chanson
298,Ruhe::N,тыр,calme
299,Ruhe::N,тыр,tranquillité
300,Leute::N,эдемвлӓ,gens
301,Volk::N,халык,peuple
302,Arbeit::N,пӓшӓ,travail
303,Gast::N,хына,hôte
304,Gast::N,хына,invité
305,Geschenk::N,подарка,cadeau
306,Geschenk::N,подарка,présent
307,Spiel::N,мадыш,jeu
308,Gesellschaft::N,йӓл,compagnie
309,Gesellschaft::N,йӓлвлӓ,compagnie
310,Hilfe::N,палшык,aide
311,Hilfe::N,палшык,secours
312,Freund::N,тӓнг,ami
313,Kamerad::N,тос,copain
314,Kamerad::N,тос,camarade
315,Angelegenheit::N,дела,affaire
316,Angelegenheit::N,йела,affaire
317,Angelegenheit::N,йыла,affaire
318,Angelegenheit::N,пӓшӓ,affaire
319,Anzahl::N,шот,nombre
320,Art::N,цӹре,sorte
321,Art::N,цӹре,espèce
322,Stück::N,лаштык,morceau
323,Teil::N,пай,part
324,Teil::N,пай,partie
325,Teil::N,часть,part
326,Teil::N,часть,partie
327,Hälfte::N,пел,moitié
328,Kreis::N,тӹртӹш,cercle
329,Kreuz::N,крестӹ,croix
330,Abstand::N,ло,écart
331,Entfernung::N,ло,distance
332,Gegend::N,вӓр,région
333,Gegend::N,вӓр,contrée
334,Platz::N,вӓр,place
335,Ort::N,вӓр,lieu
336,Ort::N,вӓр,endroit
337,Seite::N,öрдӹж,côté
338,Mitte::N,ло,milieu
339,Gegenstand::N,хӓдӹр,objet
340,Sache::N,хӓдӹр,chose
341,Rand::N,шöр,bord
342,Kante::N,шöр,arête
343,Ecke::N,лык,coin
344,Ecke::N,лык,tournant
345,Spitze::N,вуй,cime
346,Spitze::N,вуй,pointe
347,Ende::N,вуй,bout
348,Ende::N,мычаш,bout
349,Loch::N,ыраж,trou
350,Winkel::N,лык,coin
351,Winkel::N,лык,réduit
352,Muster::N,тӹрлец,dessin
353,Größe::N,кӱкшӹц,grandeur
354,Länge::N,кыт,longueur
355,Höhe::N,кӱкшӹц,hauteur
356,Höhe::N,кӱкшӹц,altitude
357,Gewicht::N,нелӹц,poids
358,Menge::N,шот,quantité
359,Haufen::N,ара,tas
360,Reihe::N,ряд,file
361,Reihe::N,ряд,rangée
362,Boot::N,пыш,canot
363,Boot::N,пыш,bateau
364,Ruder::N,вешлӓ,rame
365,Ruder::N,вешлӓ,aviron
366,Schlitten::N,тир,traîneau
367,Ski::N,ечӹ,ski
368,Lagerfeuer::N,тыл,feu de camp
369,Last::N,нелӹц,charge
370,Last::N,нелӹц,fardeau
371,Gang::N,ход,tour
372,Gang::N,ход,marche
373,Schritt::N,ашкыл,pas
374,Norden::N,йыдпелвел,nord
375,Süden::N,кечӹвӓлвел,sud
376,Westen::N,кечӹ шӹцмӹ,ouest
377,Westen::N,кечӹ шӹцмӹ,occident
378,Osten::N,ирвел,est
379,Osten::N,ирвел,orient
380,Osten::N,кечӹ лӱлтмӹ,est
381,Osten::N,кечӹ лӱлтмӹ,orient
382,Holz::N,пушӓнгӹ,bois
383,Brett::N,ханга,planche
384,Platte::N,плитӓ,plaque
385,Stütze::N,цӓрӓк,appui
386,Stütze::N,цӓрӓк,soutien
387,Stange::N,равы,barre
388,Stange::N,равы,perche
389,Stange::N,намаш,barre
390,Stange::N,намаш,perche
391,Stock::N,панды,canne
392,Stab::N,равы,bâton
393,Rohr::N,пыч,tube
394,Rohr::N,пыч,tuyau
395,Haus::N,пöрт,maison
396,Heim::N,пöрт,maison
397,Ofen::N,камака,poêle
398,Fußboden::N,седӹрӓ,plancher
399,Tisch::N,стöл,table
400,Stuhl::N,пöкен,chaise
401,Wiege::N,шипкӓ,berceau
402,Bett::N,койка,lit
403,Bett::N,кравать,lit
404,Regal::N,полицӓ,étagère
405,Kiste::N,шӱ́ндӹк,caisse
406,Fenster::N,окня,fenêtre
407,Tür::N,амаса,porte
408,Tor::N,хапка,porte
409,Tor::N,хапка,portail
410,Zaun::N,забор,clôture
411,Dach::N,левӓш,toit
412,Leiter::N,ташкалтыш,échelle
413,Besen::N,сало,balai
414,Besen::N,салко,balai
415,Spaten::N,кольмы,bêche
416,Schaufel::N,лоток,pelle
417,Gabel::N,ви́лка,fourchette
418,Löffel::N,савала,cuiller
419,Messer::N,кӹзӹ,couteau
420,Nagel::N,пыда,clou
421,Netz::N,вӓпш,filet
422,Haken::N,крӱк,croc
423,Haken::N,крӱк,crochet
424,Haken::N,кагак,croc
425,Haken::N,кагак,crochet
426,Griff::N,кычем,prise
427,Griff::N,кычем,manche
428,Schloss::N,замок,serrure
429,Schloss::N,сыравач,serrure
430,Bild::N,картин,image
431,Bild::N,картин,tableau
432,Figur::N,кӓн,figure
433,Puppe::N,поханя,poupée
434,Beutel::N,мешӓк,sac
435,Beutel::N,мешӓк,petit sac
436,Bündel::N,топ,paquet
437,Bündel::N,топ,faisceau
438,Bündel::N,пидӹш,paquet
439,Bündel::N,пидӹш,faisceau
440,Bündel::N,кӹлдӹш,paquet
441,Bündel::N,кӹлдӹш,faisceau
442,Tasche::N,сумкы,sac
443,Eimer::N,ведӹрӓ,seau
444,Deckel::N,комдыш,couvercle
445,Geschirr::N,ӓтӹ,vaisselle
446,Sack::N,мешӓк,sac
447,Tasse::N,цӓшкӓ,tasse
448,Topf::N,ми́ска,pot
449,Topf::N,ми́ска,marmite
450,Kessel::N,пад,chaudron
451,Essen::N,качкыш,repas
452,Essen::N,качкыш,manger
453,Essen::N,качкыш-йӱш,repas
454,Essen::N,качкыш-йӱш,manger
455,Nahrung::N,качкыш,nourriture
456,Nahrung::N,качкыш-йӱш,nourriture
457,Speise::N,няня,plat
458,Fleisch::N,пай,viande
459,Getreide::N,киндӹ,blé
460,Getreide::N,киндӹ,céréales
461,Brei::N,шӹрӓш,purée
462,Brei::N,шӹрӓш,bouillie
463,Brot::N,сыкыр,pain
464,Scheibe::N,ламыт,tranche
465,Scheibe::N,лаштык,tranche
466,Fett::N,кая,graisse
467,Butter::N,ӱ,beurre
468,Öl::N,ӱ,huile
469,Salz::N,санзал,sel
470,Suppe::N,лем,soupe
471,Suppe::N,лем,potage
472,Honig::N,мӱ,miel
473,Milch::N,шӹшер,lait
474,Tee::N,чӓй,thé
475,Leder::N,шарга,cuir
476,Leder::N,кавашты,cuir
477,Wolle::N,миж,laine
478,Stoff::N,матер,tissu
479,Stoff::N,матер,étoffe
480,Stoff::N,матери,tissu
481,Stoff::N,матери,étoffe
482,Nadel::N,им,aiguille
483,Faden::N,шӹртӹ,fil
484,Knopf::N,полдыш,bouton
485,Knoten::N,пӱкшем,nœud
486,Farbe::N,чиӓ,peinture
487,Farbe::N,крӓскӓ,peinture
488,Kleidung::N,выргем,vêtements
489,Kleidung::N,выргем,habillement
490,Hemd::N,тыгыр,chemise
491,Kragen::N,шӱ,col
492,Ärmel::N,шокш,manche
493,Hose::N,ялаш,pantalon
494,Gürtel::N,ӹштӹ,ceinture
495,Mütze::N,упш,bonnet
496,Mütze::N,упш,casquette
497,Schuh::N,ту́фльы,soulier
498,Schuh::N,ту́фльы,chaussure
499,Stiefel::N,кем,botte
500,Ring::N,шӓргӓш,bague
501,Band::N,лемтӓ,ruban
502,Kamm::N,шерге,peigne
503,Spiegel::N,тӹгӹр,glace
504,Spiegel::N,тӹгӹр,miroir
505,Riemen::N,прӓжӓ,lanière
506,Riemen::N,прӓжӓ,courroie
507,Schnur::N,кӓндӹра,corde
508,Schnur::N,кӓндӹра,ficelle
509,Leine::N,керем,laisse
510,Decke::N,одеял,couverture
511,Kissen::N,кӹпцӹк,oreiller
512,Tuch::N,савыц,drap
513,Tuch::N,савыц,fichu
514,Handtuch::N,шӹргӹсавыц,serviette
515,Handtuch::N,шӹргӹсавыц,essuie-mains
516,Handtuch::N,шӹргӹмсавыц,serviette
517,Handtuch::N,шӹргӹмсавыц,essuie-mains
518,Kraft::N,ви,force
519,Stärke::N,ви,vigueur
520,Gesundheit::N,шу,santé
521,Gesundheit::N,шулык,santé
522,Krankheit::N,мыж,maladie
523,Schmerz::N,карштыш,douleur
524,Wunde::N,шушыр,plaie
525,Wunde::N,шушыр,blessure
526,Fieber::N,ӱштӹмыж,fièvre
527,Arznei::N,лекӓрцӹ,remède
528,Arznei::N,лекӓрцӹ,médecine
529,Brücke::N,кӹвер,pont
530,Brunnen::N,вӹдсӹнзӓ,puits
531,Weide::N,ныр,pâturage
532,Pfad::N,ялгорны,sentier
533,Weg::N,корны,voie
534,Weg::N,корны,chemin
535,Straße::N,корны,route
536,Dorf::N,сола,village
537,Stadt::N,города,cité
538,Stadt::N,города,ville
539,Brief::N,сирмӓш,lettre
540,Buch::N,книгӓ,livre
541,Buchstabe::N,буква́,lettre
542,Buchstabe::N,буква́,caractère
543,Zeitung::N,газет,journal
544,Zeitung::N,кайзет,journal
545,Leben::N,житя,vie
546,Tod::N,смöрт,mort
547,Grab::N,шӹгер,tombe
548,Grab::N,мыгилӓ,tombe
549,Grab::N,шӹгерлӓ,tombe
550,Kirche::N,церкӹ,église
551,Sünde::N,сулык,péché
552,Gott::N,йымы,dieu
553,Arbeiter::N,пӓшӓзӹ,ouvrier
554,Arbeiter::N,пӓшӓзӹ,travailleur
555,Chef::N,вуй,chef
556,Chef::N,вуй,patron
557,Meister::N,мастар,maître
558,Arzt::N,доктор,médecin
559,Lehrer::N,тымдышы,professeur
560,Lehrer::N,тымдышы,instituteur
561,Geld::N,окса,argent
562,Geschäft::N,торге́йӹмӓш,affaire
563,Geschäft::N,торге́йӹмӓш,commerce
564,Laden::N,лапка,magasin
565,Laden::N,лапка,boutique
566,Laden::N,магазин,magasin
567,Laden::N,магазин,boutique
568,Preis::N,ӓк,prix
569,Ware::N,товар,marchandise
570,Nutzen::N,пайда,profit
571,Reichtum::N,перке,richesse
572,Welt::N,сӓндӓлӹк,monde
573,Welt::N,свет,monde
574,Land::N,сӓндӓлӹк,pays
575,Staat::N,кугижӓншӹ,État
576,König::N,король,roi
577,Macht::N,власть,pouvoir
578,Macht::N,власть,puissance
579,Grenze::N,пӹсмӓн,frontière
580,Krieg::N,вырсы,guerre
581,Feind::N,тышман,ennemi
582,Gewalt::N,ви,violence
583,Kampf::N,кредӓлмӓш,lutte
584,Kampf::N,кредӓлмӓш,combat
585,Bogen[Waffe]::N,янгеж,arc
586,Pfeil::N,пикш,flèche
587,Gewehr::N,пичӓл,fusil
588,Fehler::N,самынь,faute
589,Fehler::N,самынь,erreur
590,Lüge::N,шая,mensonge
591,Schaden::N,вре́дӓ,dégât
592,Schaden::N,вре́дӓ,dommage
593,Unglück::N,пёда,malheur
594,Unglück::N,тымаша,malheur
595,Schuld::N,вуйнамат,faute
596,Schuld::N,вуйнамат,culpabilité
597,Alter::N,иӓш,âge
598,Alter::N,игечӹ,âge
599,Schluss::N,пӹтӓртӹш,fin
600,Zeit::N,веремӓ,temps
601,Tag::N,кечӹ,jour
602,Tag::N,кечӹ,journée
603,Morgen::N,ир,matin
604,Morgen::N,ир,matinée
605,Morgen::N,ирок,matin
606,Morgen::N,ирок,matinée
607,Mittag::N,кечӹвӓл,midi
608,Abend::N,вады,soir
609,Abend::N,вады,soirée
610,Nacht::N,йыд,nuit
611,Woche::N,ӓрня,semaine
612,Monat::N,тӹ́лзӹ,mois
613,Jahr::N,год,an
614,Jahr::N,год,année
615,Frühling::N,шошым,printemps
616,Sommer::N,кӓнгӹж,été
617,Herbst::N,шӹжӹ,automne
618,Winter::N,тел,hiver
619,Winter::N,телӹ,hiver
620,Januar::N,январ,janvier
621,Januar::N,январь,janvier
622,Februar::N,февраль,février
623,März::N,март,mars
624,April::N,апрель,avril
625,Mai::N,май,mai
626,Juni::N,июнь,juin
627,Juli::N,июль,juillet
628,August::N,август,août
629,September::N,сентябрь,septembre
630,Oktober::N,октябрь,octobre
631,November::N,ноябрь,novembre
632,Dezember::N,декавыр,décembre
633,Montag::N,шачмы,lundi
634,Dienstag::N,кышкыжмы,mardi
635,Mittwoch::N,вӹрчегӹ,mercredi
636,Donnerstag::N,изӓрня,jeudi
637,Freitag::N,когарня,vendredi
638,Samstag::N,кукшыгечӹ,samedi
639,Sonntag::N,рушӓрня,dimanche
640,groß::A,кого,grand
641,klein::A,изи,petit
642,lang::A,кужы,long
643,kurz::A,кӹтӹк,court
644,breit::A,кымда,large
645,schmal::A,ӓнгӹсӹр,étroit
646,dicht::A,шӹре,dense
647,dick[Gegenstand]::A,кӹжгӹ,épais
648,dünn::A,вӹцкӹж,mince
649,fein::A,пыльга,fin
650,fein::A,пыльга,menu
651,fest::A,цаткыды,ferme
652,fest::A,цаткыды,solide
653,flach::A,тӓлякӓ,plat
654,glatt::A,ягылгы,poli
655,glatt::A,ягылгы,lisse
656,hart::A,пингӹдӹ,dur
657,weich::A,пышкыды,mou
658,rund::A,тӹртӹш,rond
659,spitz::A,кашар,aigu
660,spitz::A,кашар,pointu
661,scharf::A,кашар,tranchant
662,stumpf::A,нӹшкӹ,mousse
663,stumpf::A,нӹшкӹ,émoussé
664,schwer::A,нелӹ,lourd
665,schwer::A,нелӹ,pesant
666,schön::A,цевер,beau
667,schön::A,олмыдшы,beau
668,heiß::A,шокшы,chaud
669,heiß::A,шокшы,très chaud
670,warm::A,шокшы,chaud
671,kalt::A,ӱштӹ,froid
672,kühl::A,юалгы,frais
673,kühl::A,йонгата,frais
674,frisch::A,йонгата,frais
675,feucht::A,ӹлӹкшӹ,humide
676,feucht::A,вӹдӹжгӹ,humide
677,nass::A,начкы,mouillé
678,trocken::A,кукшы,sec
679,voll::A,темшӹ,plein
680,voll::A,темшӹ,rempli
681,voll::A,темыман,plein
682,voll::A,темыман,rempli
683,leer::A,йӓрӓ,vide
684,offen::A,виш,ouvert
685,geschlossen::A,чӱчмӹ,clos
686,geschlossen::A,чӱчмӹ,fermé
687,geschlossen::A,тӹкӹлӓлтшӹ,clos
688,geschlossen::A,тӹкӹлӓлтшӹ,fermé
689,sauber::A,ире,net
690,sauber::A,ире,propre
691,schmutzig::A,шоран,sale
692,schmutzig::A,шоран,crasseux
693,schmutzig::A,лявӹрӓн,sale
694,schmutzig::A,лявӹрӓн,crasseux
695,schmutzig::A,шорангшы,sale
696,schmutzig::A,шорангшы,crasseux
697,roh::A,пеле кӱшӹ,cru
698,roh::A,пеле кӱшӹ,brut
699,reif::A,кӱшӹ,mûr
700,lecker::A,тотан,délicieux
701,lecker::A,тотан,appétissant
702,süß::A,мӱӓн,doux
703,bitter::A,качы,amer
704,sauer::A,шапы,aigre
705,hell::A,соты,clair
706,hell::A,валгыды,clair
707,dunkel::A,пӹц,sombre
708,dunkel::A,пӹцкемӹш,sombre
709,schwarz::A,шим,noir
710,weiß::A,ош,blanc
711,weiß::A,ошы,blanc
712,rot::A,якшаргы,rouge
713,gelb::A,сар,jaune
714,gelb::A,сары,jaune
715,blau::A,симсӹ,bleu
716,grün::A,ыжар,vert
717,grau::A,луды,gris
718,bunt::A,ала,multicolore
719,billig::A,шулдаш,bon marché
720,teuer::A,шергӹ,cher
721,teuer::A,шергӓкӓн,cher
722,wertvoll::A,ӓкӓн,précieux
723,blind::A,слöпöй,aveugle
724,blind::A,сльöпöй,aveugle
725,taub::A,тӱтӱк,sourd
726,kräftig::A,виӓн,fort
727,kräftig::A,виӓн,vigoureux
728,stark::A,виӓн,fort
729,stark::A,виӓн,puissant
730,schwach::A,шава,faible
731,schwach::A,лӹпкӓ,faible
732,schwach::A,слабка,faible
733,fett::A,таза,gras
734,schlank::A,яштака,svelte
735,hübsch::A,сӹлнӹ,joli
736,hübsch::A,олмыдшы,joli
737,böse::A,шӹдӓн,mauvais
738,dumm::A,окмак,sot
739,dumm::A,окмак,bête
740,faul::A,ялахай,fainéant
741,faul::A,ялахай,paresseux
742,fleißig::A,пӓшам яратышы,appliqué
743,geizig::A,шык,avare
744,klug::A,ышан,intelligent
745,geschickt::A,мастар,habile
746,lieb::A,тыри,cher
747,lieb::A,тыри,gentil
748,lustig::A,мындыр,gai
749,lustig::A,мындыр,joyeux
750,lustig::A,сусу,gai
751,lustig::A,сусу,joyeux
752,sanft::A,йӹвӹжӓ,doux
753,hungrig::A,шужышы,affamé
754,krank::A,церлӹ,malade
755,krank::A,хворой,malade
756,nackt::A,цӓрӓ,nu
757,traurig::A,сы́лыкан,triste
758,traurig::A,кымы́лдымы,triste
759,lebendig::A,живой,vivant
760,gut::A,яжо,bon
761,schlecht::A,уда,mauvais
762,schlecht::A,худа,mauvais
763,richtig::A,вургамла,juste
764,richtig::A,вургамла,correct
765,schlimm::A,йӹрнык,grave
766,schlimm::A,йӹрнык,mauvais
767,wahr::A,настоящий,vrai
768,wahr::A,настоящий,véritable
769,wahr::A,настояшый,vrai
770,wahr::A,настояшый,véritable
771,alt::A,шонгы,vieux
772,neu::A,у,neuf
773,neu::A,у,nouveau
774,ehemalig::A,тошты,ancien
775,alt[Lebewesen]::A,ӹлалшӹ,âgé
776,alt[Lebewesen]::A,ӹлалшӹ,vieux
