,Concept_ID,mdf,ja
820,dreißig::NUM,колмогемонь,三十
821,vierzig::NUM,нильге́монь,四十
822,fünfzig::NUM,ве́дьгемонь,五十
823,sechzig::NUM,ко́дгемонь,六十
824,siebzig::NUM,сизьге́монь,七十
825,achtzig::NUM,ка́фксогемонь,八十
826,neunzig::NUM,ве́йхксогемонь,九十
827,hundert::NUM,сяда,百
828,tausend::NUM,тёжянь,千
829,und::CNJ,и,-と
830,und::CNJ,и,そして
831,und::CNJ,дъ,-と
832,und::CNJ,дъ,そして
833,oder::CNJ,или,或いは
834,oder::CNJ,али,或いは
835,stehen::V,а́щемс стя́да,立っている
836,sitzen::V,ащемс озада,座っている
837,liegen::V,ма́дозь а́щемс,横になっている
838,hängen::V,нюрьгомс,掛かっている
839,werden::V,арамс,なる
840,werden::V,тиевомс,なる
841,passieren::V,лисэмс,起こる
842,passieren::V,эвондамс,起こる
843,beginnen::V,ушедомс,始まる
844,enden::V,лоткамс,終わる
845,wechseln::V,по́лафнемс,変わる
846,aufgehen[Sonne]::V,стямс,出る
847,aufgehen[Sonne]::V,лисемс,出る
848,untergehen[Sonne]::V,валгомс,沈む
849,scheinen[Sonne]::V,ва́лдоптомс,輝く
850,donnern::V,торамс,雷が鳴る
851,wehen::V,уфа́мс,吹く
852,strömen::V,шудемс,流れる
853,fließen::V,шудемс,流れる
854,sich drehen::V,шаромс,回転する
855,schwanken::V,якамс,揺れる
856,schwingen::V,люксемс,振動する
857,schwingen::V,нюрьсемс,振動する
858,fallen::V,прамс,落ちる
859,fallen::V,прашендомс,落ちる
860,brennen::V,паломс,燃える
861,rauchen::V,качадомс,煙を出す
862,regnen::V,пиземс,雨が降る
863,gefrieren::V,эйндамс,凍る
864,gefrieren::V,кельмомс,凍る
865,tauen::V,соламс,溶ける
866,schmelzen::V,соламс,溶ける
867,trocknen::V,коськомс,乾く
868,sieden::V,лакамс,沸く
869,faulen::V,наксадомс,腐る
870,verfaulen::V,наксадомс,朽ちる
871,reißen::V,сязевомс,切れる
872,versinken::V,ваямс,沈む
873,vergehen::V,ётамс,経つ
874,erscheinen::V,эвондамс,現れる
875,verschwinden::V,юма́мс,消える
876,sinken::V,валгомс,下がる
877,abnehmen::V,киремс,減る
878,zunehmen::V,ламокстомс,増える
879,zunehmen::V,рашнемс,増える
880,steigen::V,кеподемс,上がる
881,wachsen::V,касомс,伸びる
882,glänzen::V,цинзелдомс,輝く
883,glänzen::V,цифордомс,輝く
884,funkeln::V,ци́фтордомс,ぴかぴか光る
885,lärmen::V,жалнамс,騒ぐ
886,läuten::V,гайфтемс,鳴る
887,klingeln::V,гайфтемс,鳴る
888,klirren::V,ка́нзеркшнемс,がらんがらんと鳴る
889,brausen::V,жоледемс,逆巻く
890,rauschen::V,вжнамс,戦ぐ
891,rauschen::V,гамнамс,戦ぐ
892,klingen::V,кайгомс,鳴る
893,bellen::V,ува́мс,吠える
894,heulen::V,сувомс,きゃんきゃん鳴く
895,heulen::V,урнамс,きゃんきゃん鳴く
896,blasen::V,уфа́мс,吹く
897,pfeifen::V,вяшкомс,口笛を吹く
898,schreien::V,пешкодомс,叫ぶ
899,stöhnen::V,куфцемс,うめく
900,zittern::V,таромс,震える
901,leben::V,эрямс,生きている
902,geboren werden::V,шачемс,生まれる
903,atmen::V,ажнамс,呼吸する
904,trinken::V,симомс,飲む
905,essen::V,ярхцамс,食べる
906,schlucken::V,нилемс,飲み込む
907,müde werden::V,сиземс,眠くなる
908,einschlafen::V,матодовомс,寝付く
909,schlafen::V,удомс,眠る
910,aufwachen::V,съргоземс,目が覚める
911,aufstehen::V,стямс,起きる
912,sich erholen::V,ваймосемс,休養する
913,krank werden::V,сярядькстомс,病気になる
914,krank sein::V,сярядемс,病気である
915,schmerzen::V,сярядемс,痛む
916,husten::V,козомс,咳をする
917,genesen::V,пъ́чкамс,元気になる
918,sterben::V,куломс,死ぬ
919,sterben::V,куломс,亡くなる
920,umkommen::V,юма́мс,死亡する
921,sich bewegen::V,шаштомс,移動する
922,sich rühren::V,сърхка́мс,動く
923,sich erheben::V,стямс,立ち上がる
924,sich setzen::V,озамс,座る
925,hinfallen::V,прамс,転ぶ
926,hinfallen::V,сяворемс,転ぶ
927,laufen::V,якамс,歩く
928,schreiten::V,молемс,跨ぐ
929,schreiten::V,аськолямс,跨ぐ
930,spazierengehen::V,якамс,散歩する
931,eilen::V,эряскодомс,急ぐ
932,sich beeilen::V,эряскодомс,焦る
933,sausen::V,лиемс,疾駆する
934,rennen::V,арнемс,走る
935,springen::V,комотнемс,跳ぶ
936,klettern::V,ку́цемс,よじ登る
937,schaukeln::V,нюрямс,ぶらんこに乗る
938,kriechen::V,шаштомс комада,這う
939,schwimmen::V,уемс,泳ぐ
940,tauchen::V,юпиемс,潜る
941,tauchen::V,чёпафнемс,潜る
942,rudern::V,па́немс ве́неж,漕ぐ
943,fahren::V,ардомс,行く
944,fahren::V,ардомс,乗車する
945,fliegen::V,лиемс,飛ぶ
946,gehen::V,молемс,行く
947,weggehen::V,тумс,立ち去る
948,abfahren::V,тумс,出発する
949,anhalten::V,лоткамс,止まる
950,hineingehen::V,сува́мс,入る
951,eintreten::V,сува́мс,中に入る
952,kommen::V,самс,来る
953,ankommen::V,самс,着く
954,ankommen::V,самс,到着する
955,ankommen::V,пачкодемс,着く
956,ankommen::V,пачкодемс,到着する
957,zurückkommen::V,мърдамс,帰る
958,bleiben::V,иля́домс,留まる
959,warten::V,учемс,待つ
960,erwarten::V,учемс,期待する
961,suchen::V,вешемс,探る
962,finden::V,мумс,見つける
963,versuchen::V,варчсемс,試す
964,vorbereiten::V,анокламс,準備する
965,lieben::V,кельгомс,愛する
966,mögen::V,кельгомс,好きである
967,lachen::V,рахамс,笑う
968,lachen::V,рахсемс,笑う
969,rühren::V,токамс седи,感情を動かす
970,weinen::V,авардемс,泣く
971,schimpfen::V,сюцемс,叱る
972,sich ärgern::V,кяжиямс,怒る
973,sich ärgern::V,кяжиямс,腹を立てる
974,sich fürchten::V,пелемс,怖がる
975,fürchten::V,пелемс,恐れる
976,fliehen::V,ворьгодемс,逃げる
977,flüchten::V,ша́домс,逃亡する
978,flüchten::V,во́рьгодемс,逃亡する
979,sehen::V,няемс,見る
980,anschauen::V,ваномс,眺める
981,ansehen::V,ваномс,見る
982,hören::V,марямс,聞く
983,zuhören::V,ку́лхдоньомс,聴く
984,probieren::V,варжамс,食べてみる
985,riechen::V,никса́мс,気取る
986,fühlen::V,марямс,感じる
987,scheinen::V,ня́евомс,ように見える
988,zu sehen sein::V,ня́евомс,見える
989,vernehmen::V,марямс,承る
990,frieren::V,паломс,寒気がする
991,frieren::V,кельмомс,寒気がする
992,tun::V,тиемс,する
993,können::V,маштомс,出来る
994,wollen::V,-не-,-たい
995,anfangen::V,ушедомс,始める
996,beenden::V,аде́ламс,終える
997,aufhören::V,лоткамс,止める
998,gelingen::V,удалакшнемс,成功する
999,geraten::V,лисемс,当たる
1000,öffnen::V,панжемс,開く
1001,öffnen::V,панжемс,開ける
1002,schließen::V,сёлгомс,閉める
1003,stellen::V,путомс,置く
1004,stellen::V,путомс,据える
1005,setzen::V,озафнемс,座らせる
1006,setzen::V,озавтнемс,座らせる
1007,legen::V,путомс,置く
1008,berühren::V,токамс,触る
1009,berühren::V,токамс,触れる
1010,verbinden::V,сотомс,結びつける
1011,bedecken::V,комачамс,覆う
1012,bedecken::V,вельхтямс,覆う
1013,aufhängen::V,повфтамс,掛ける
1014,anzünden::V,крьвя́стемс,燃やす
1015,anzünden::V,крьвя́стемс,火をつける
1016,aufheben::V,кеподемс,拾う
1017,aufheben::V,касфтомс,拾う
1018,zurücklassen::V,ка́домс,残す
1019,verlieren::V,юма́фтомс,無くす
1020,fallen lassen::V,прафтомс,落とす
1021,machen::V,тиемс,作る
1022,herstellen::V,анокламс,製造する
1023,bauen::V,путомс,建設する
1024,reparieren::V,петемс,直す
1025,reparieren::V,петемс,修理する
1026,verbessern::V,цебярьгофтомс,改良する
1027,ändern::V,полафтомс,変える
1028,graben::V,шу́вомс,掘る
1029,graben::V,та́ргамс,掘る
1030,beugen::V,мяндемс,折る
1031,biegen::V,комафтомс,曲げる
1032,drehen::V,шо́вамс,回す
1033,drehen::V,ша́рфнемс,回す
1034,wenden::V,ша́рфтомс,裏返す
1035,umdrehen::V,шарфтомс,裏返す
1036,heben::V,ке́подемс,挙げる
1037,hochheben::V,ке́подемс,持ち上げる
1038,hochheben::V,ка́сфтомс,持ち上げる
1039,ergreifen::V,фатямс,取り上げる
1040,halten::V,кирдемс,持つ
1041,drücken::V,люпшта́мс,押す
1042,schieben::V,шашфтомс,ずらす
1043,kratzen::V,а́нгорямс,引っ掻く
1044,kratzen::V,киськоря́мс,引っ掻く
1045,lecken::V,нолсемс,なめる
1046,beißen::V,сускомс,噛む
1047,abreißen::V,сяземс,剝ぎ取る
1048,abschneiden::V,керомс,切り取る
1049,binden::V,сотомс,縛る
1050,stecken::V,сялгомс,差し込む
1051,brechen::V,си́ннемс,破る
1052,brechen::V,ка́лафтомс,破る
1053,klopfen::V,чакамс,とんとん叩く
1054,klopfen::V,чакиемс,とんとん叩く
1055,hauen::V,шавомс,叩く
1056,hauen::V,пиксомс,叩く
1057,kleben::V,пе́тфнемс,貼る
1058,kleben::V,пе́тфнемс,くっ付ける
1059,reiben::V,шо́вамс,擦る
1060,streichen::V,вадемс,塗る
1061,schleifen::V,шо́вамс,研ぐ
1062,schneiden::V,керомс,切る
1063,rütteln::V,та́рфтомс,揺さぶる
1064,schütteln::V,шука́демс,振る
1065,schütteln::V,шука́демс,揺さぶる
1066,schwenken::V,яфодемс,振る
1067,schütten::V,каямс,注ぐ
1068,schütten::V,нюрьхтя́мс,注ぐ
1069,füllen::V,пяшкодемс,いっぱいにする
1070,einwickeln::V,тапардамс,包む
1071,tragen::V,кандомс,運ぶ
1072,schleppen::V,ускомс,引きずる
1073,ziehen::V,ускомс,引く
1074,aufbewahren::V,ванфтомс,預かる
1075,werfen::V,ёрямс,投げる
1076,fangen::V,кунда́мс,受ける
1077,packen::V,фатямс,掴む
1078,verstecken::V,кяшемс,隠す
1079,teilen::V,явомс,分ける
1080,schicken::V,кучемс,送る
1081,bringen::V,кандомс,持って行く
1082,bringen::V,пачфтемс,持って行く
1083,hinzufügen::V,пу́томс та́га,加える
1084,hinzufügen::V,ма́ксомс та́га,加える
1085,bekommen::V,сявомс,得る
1086,erhalten::V,сявомс,受ける
1087,nehmen::V,сявомс,取る
1088,wählen::V,ко́чкамс,選ぶ
1089,auswählen::V,кочкамс,選ぶ
1090,bewahren::V,ванфтомс,保存する
1091,behindern::V,шорямс,妨害する
1092,verderben::V,коламс,台無しにする
1093,verderben::V,гастямс,台無しにする
1094,beschädigen::V,тиендемс зиян,損傷する
1095,zerbrechen::V,тапамс,割る
1096,zerreißen::V,сяземс,引き裂く
1097,zerstören::V,ка́лафтомс,破壊する
1098,verbrennen::V,пълхта́мс,焼く
1099,geben::V,ма́ксомс,上げる
1100,reichen::V,максомс,渡す
1101,schenken::V,каземс,贈る
1102,versprechen::V,ма́ксомс вал,約束する
1103,wünschen::V,арьсемс,望む
1104,loben::V,шна́мс,褒める
1105,küssen::V,палсемс,キスする
1106,wiegen::V,нюря́фтомс,揺する
1107,zudecken::V,вельхтямс,覆う
1108,wecken::V,стя́фтомс,起こす
1109,wecken::V,съ́ргозьфтемс,起こす
1110,zeigen::V,няфтемс,見せる
1111,führen::V,вятемс,案内する
1112,lehren::V,тонафтомс,教える
1113,unterrichten::V,тонафтомс,通知する
1114,aufziehen::V,касфтомс,育てる
1115,leiten::V,вятемс,導く
1116,antreiben::V,вятемс,励ます
1117,lassen::V,кошардомс,～させる
1118,einladen::V,тердемс,誘う
1119,einladen::V,тердемс,招待する
1120,einladen::V,серьгядемс,誘う
1121,einladen::V,серьгядемс,招待する
1122,vereinigen::V,пуроптомс,一つにする
1123,vereinigen::V,кочкамс марса,一つにする
1124,besuchen::V,варжамс,訪ねる
1125,treffen::V,васьфтомс,出会う
1126,sich versammeln::V,кочкавомс,集まる
1127,spielen::V,налхксемс,遊ぶ
1128,singen::V,морамс,歌う
1129,tanzen::V,кштимс,踊る
1130,sich trennen::V,явомс,別れる
1131,verlassen::V,кадондомс,別れる
1132,retten::V,идемс,救う
1133,retten::V,идемс,助ける
1134,retten::V,араламс,救う
1135,retten::V,араламс,助ける
1136,bewachen::V,ваномс,見張る
1137,bewachen::V,ваномс,軽微する
1138,schützen::V,а́раламс,保護する
1139,verteidigen::V,а́раламс,守る
1140,sich schlagen::V,тюремс,殴る
1141,schießen::V,ляцемс,撃つ
1142,siegen::V,сяськомс,勝つ
1143,ärgern::V,кяжияфтомс,怒らせる
1144,schlagen::V,токамс,殴る
1145,treten::V,тапамс,蹴る
1146,stechen::V,пупамс,突く
1147,stechen::V,сялгомс,突く
1148,stoßen::V,тостядемс,突く
1149,stehlen::V,саламс,盗る
1150,stören::V,шорсемс,構う
1151,belästigen::V,токсамс,邪魔する
1152,belästigen::V,аф кадомс ваймама,邪魔する
1153,verbergen::V,кяшемс,隠す
1154,täuschen::V,васькафтомс,だます
1155,täuschen::V,кяльготнемс,だます
1156,betrügen::V,васькафнемс,だます
1157,töten::V,шавомс,殺す
1158,töten::V,аде́ламс,殺す
1159,wohnen::V,эрямс,住む
1160,arbeiten::V,покодемс,働く
1161,sammeln::V,кочкамс,集める
1162,sammeln::V,кочкамс,収集する
1163,sammeln::V,пу́роптомс,集める
1164,sammeln::V,пу́роптомс,収集する
1165,pflücken::V,фатнемс,摘む
1166,pflücken::V,нотфнемс,摘む
1167,jagen::V,кунда́мс,狩りをする
1168,fischen::V,калонь кунда́мс,釣る
1169,fassen::V,кунда́мс,捕る
1170,hüten::V,ваномс,放牧する
1171,treiben::V,панемс,追う
1172,anbinden::V,сотомс,繋ぐ
1173,füttern::V,трямс,餌をやる
1174,füttern::V,а́ндомс,餌をやる
1175,melken::V,потямс,搾乳する
1176,hacken::V,лазондомс,刻む
1177,gießen::V,валомс,水をやる
1178,reifen::V,кенеремс,熟す
1179,zubereiten::V,анокламс,調理する
1180,kochen::V,пидемс,煮る
1181,backen::V,пидемс,焼く
1182,braten::V,пуштомс,焼く
1183,braten::V,пуштомс,炒める
1184,umrühren::V,шорямс,混ぜる
1185,stricken::V,кодамс,編む
1186,nähen::V,стамс,縫う
1187,färben::V,а́рхтомс,染める
1188,reinigen::V,ва́ткамс,掃除する
1189,reinigen::V,а́роптомс,掃除する
1190,waschen::V,муськомс,洗う
1191,waschen::V,муськомс,洗濯する
1192,abwischen::V,нардамс,拭く
1193,spülen::V,оргалдомс,洗う
1194,spülen::V,оргалдомс,すすぐ
1195,fegen::V,тяемс,掃除する
1196,kehren::V,тяемс,掃く
1197,baden::V,э́шелямс,入浴する
1198,sich waschen::V,штамс,洗う
1199,ausziehen::V,кайсефтемс,脱ぐ
1200,anziehen::V,ща́фтомс,着る
1201,sich anziehen::V,щамс,着る
1202,kämmen::V,се́ендемс,梳く
1203,schmücken::V,на́ряжамс,飾る
1204,schmücken::V,ма́зоптомс,飾る
1205,sagen::V,азомс,言う
1206,sagen::V,мярьгомс,言う
1207,sprechen::V,корхтамс,話す
1208,reden::V,корхнемс,話す
1209,sich unterhalten::V,корхнемс,話をする
1210,fragen::V,ки́зефтемс,聞く
1211,bitten::V,а́намс,頼む
1212,bitten::V,а́намс,お願いする
1213,bitten::V,ве́шемс,頼む
1214,bitten::V,ве́шемс,お願いする
1215,erzählen::V,а́зондомс,物語る
1216,mitteilen::V,азомс,伝える
1217,nennen::V,лемдемс,名づける
1218,nennen::V,путомс лем,名づける
1219,rufen::V,серьгядемс,呼ぶ
1220,prahlen::V,шна́фтомс пря́,自慢する
1221,übersetzen::V,ётафтомс,訳す
1222,denken::V,арьсемс,考える
1223,glauben::V,кемамс,信じる
1224,bemerken::V,ня́емс,気が付く
1225,erkennen::V,содамс,認識する
1226,begreifen::V,сатомс,分かる
1227,verstehen::V,шарьхкодемс,聞き取る
1228,lernen::V,тонафнемс,学ぶ
1229,lernen::V,тонафнемс,勉強する
1230,wissen::V,со́дамс,知っている
1231,sich erinnern an::V,лятфтамс,思い出す
1232,vergessen::V,юкстамс,忘れる
1233,messen::V,ункснемс,計る
1234,messen::V,ункснемс,測定する
1235,zählen::V,лу́вомс,数える
1236,zählen::V,а́рьсемс,数える
1237,rechnen::V,лувомс,計算する
1238,lesen::V,лувомс,読む
1239,lesen::V,морафтомс,読む
1240,malen::V,рисова́ндамс,描く
1241,zeichnen::V,рисова́ндамс,写生する
1242,schreiben::V,сёрмадомс,書く
1243,besitzen::V,улемс азоркс,所持する
1244,kaufen::V,рамамс,買う
1245,verkaufen::V,мимс,売る
1246,bezahlen::V,пандомс,払う
1247,zahlen::V,па́ндомс,支払う
1248,beherrschen::V,азорондамс,支配する
1249,ertragen::V,кирдемс,耐える
1250,Netz::N,,網
