,Concept_ID,ku,nl
234,Onkel::N,am,oom
235,Onkel::N,xal,oom
236,Tante::N,metik,tante
237,Tante::N,xaltîk,tante
238,Ehemann::N,mêr,echtgenoot
239,Ehefrau::N,kulfet,echtgenote
240,Freude::N,kêfxweşî,vreugde
241,Gelächter::N,pîrqînî,gelach
242,Glück::N,bext,geluk
243,Kummer::N,derd,verdriet
244,Wunsch::N,daxwaz,wens
245,Wunsch::N,daxwaz,verlangen
246,Wunsch::N,xwestek,wens
247,Wunsch::N,xwestek,verlangen
248,Lust::N,şewq,zin
249,Lust::N,şewq,lust
250,Geist::N,aqil,geest
251,Gedanke::N,fikir,gedachte
252,Gedächtnis::N,aqil,geheugen
253,Verstand::N,fêm,verstand
254,Sinn::N,aqil,betekenis
255,Grund::N,asas,reden
256,Wahrheit::N,rastî,waarheid
257,Gespräch::N,guftûgo,gesprek
258,Märchen::N,çirok,sprookje
259,Erzählung::N,çirok,verhaal
260,Erzählung::N,vegotin,verhaal
261,Nachricht::N,nûçe,tijding
262,Neuigkeit::N,hewal,nieuws
263,Neuigkeit::N,hewal,nieuwtje
264,Name::N,nav,naam
265,Name::N,paşnav,naam
266,Rätsel::N,tiştonek,raadsel
267,Rede::N,gotar,rede
268,Rede::N,axavtin,rede
269,Sprache::N,ziman,taal
270,Stimme::N,pejn,stem
271,Wort::N,gotin,woord
272,Zeichen::N,şanek,teken
273,Ruf::N,hawar,roep
274,Lärm::N,xarbalix,lawaai
275,Laut::N,deng,klank
276,Laut::N,deng,geluid
277,Laut::N,hês,klank
278,Laut::N,hês,geluid
279,Ton::N,awaz,toon
280,Ton::N,awaz,klank
281,Lied::N,sitran,lied
282,Ruhe::N,rihetî,rust
283,Ruhe::N,rihetî,stilte
284,Leute::N,xelk,lui
285,Leute::N,xelk,mensen
286,Volk::N,xelk,volk
287,Arbeit::N,xebat,werk
288,Arbeit::N,xebat,arbeid
289,Gast::N,mêvan,gast
290,Geschenk::N,diyarî,cadeau
291,Geschenk::N,diyarî,geschenk
292,Spiel::N,lîstik,spel
293,Gesellschaft::N,komal,gezelschap
294,Hilfe::N,alîkarî,hulp
295,Freund::N,heval,vriend
296,Kamerad::N,heval,maat
297,Kamerad::N,heval,metgezel
298,Angelegenheit::N,pirsgirêk,zaak
299,Angelegenheit::N,pirsgirêk,aangelegenheid
300,Anzahl::N,çend,tal
301,Anzahl::N,çend,aantal
302,Art::N,çeh,slag
303,Art::N,çeh,soort
304,Stück::N,lib,stuk
305,Stück::N,parçe,stuk
306,Teil::N,parçe,deel
307,Hälfte::N,nîvî,helft
308,Kreis::N,çemil,kring
309,Kreis::N,çemil,cirkel
310,Kreuz::N,xaç,kruis
311,Linie::N,xezik,lijn
312,Strich::N,xezik,haal
313,Strich::N,xezik,streep
314,Abstand::N,dûrahî,afstand
315,Entfernung::N,dûrahî,afstand
316,Gegend::N,dever,streek
317,Platz::N,çih,ruimte
318,Ort::N,dever,oord
319,Ort::N,dever,plaats
320,Seite::N,rûpel,zij
321,Seite::N,rûpel,kant
322,Seite::N,rûpel,zijde
323,Mitte::N,nav,midden
324,Mitte::N,nabênê,midden
325,Gegenstand::N,tişt,voorwerp
326,Sache::N,tişt,zaak
327,Rand::N,kevî,rand
328,Rand::N,kevî,boord
329,Kante::N,kevî,kant
330,Ecke::N,qunç,hoek
331,Spitze::N,derzî,punt
332,Spitze::N,derzî,spits
333,Ende::N,talî,einde
334,Ende::N,talî,uiteinde
335,Loch::N,qul,gat
336,Winkel::N,kurnîşk,hoek
337,Muster::N,desen,dessin
338,Muster::N,desen,patroon
339,Größe::N,mezinî,grootte
340,Länge::N,dirêjahî,lengte
341,Höhe::N,bilindayî,hoogte
342,Gewicht::N,giranî,gewicht
343,Menge::N,qas,hoeveelheid
344,Haufen::N,lod,hoop
345,Reihe::N,rêz,rij
346,Reihe::N,rêz,reeks
347,Boot::N,kelek,boot
348,Ruder::N,bêrik,roeiriem
349,Schlitten::N,xîjik,slee
350,Schlitten::N,xîjik,slede
351,Ski::N,lakan,ski
352,Lagerfeuer::N,agir,kampvuur
353,Last::N,bar,last
354,Last::N,bar,vracht
355,Gang::N,fîtêz,wandeling
356,Schritt::N,gav,stap
357,Schritt::N,gav,schrede
358,Norden::N,bakur,noorden
359,Süden::N,başur,zuiden
360,Westen::N,rojava,westen
361,Osten::N,rojhilat,oosten
362,Holz::N,dep,hout
363,Brett::N,dep,plank
364,Platte::N,dep,plaat
365,Stütze::N,destek,stut
366,Stütze::N,destek,steun
367,Stange::N,sing,stang
368,Stock::N,çam,stok
369,Stab::N,qat,staf
370,Rohr::N,borî,pijp
371,Haus::N,mal,huis
372,Haus::N,xanî,huis
373,Heim::N,mal,tehuis
374,Ofen::N,sobe,kachel
375,Fußboden::N,binpê,vloer
376,Tisch::N,mase,tafel
377,Stuhl::N,kursî,stoel
378,Wiege::N,derguş,wieg
379,Bett::N,qerewêle,bed
380,Regal::N,rêbaz,rek
381,Kiste::N,sindoq,kist
382,Fenster::N,çam,raam
383,Fenster::N,çam,venster
384,Fenster::N,şibeke,raam
385,Fenster::N,şibeke,venster
386,Tür::N,derî,deur
387,Tor::N,derge,poort
388,Zaun::N,hejik,omheining
389,Dach::N,sere xanî,dak
390,Leiter::N,pêling,ladder
391,Besen::N,melkes,bezem
392,Spaten::N,mer,schop
393,Schaufel::N,bêr,schep
394,Gabel::N,çetel,vork
395,Löffel::N,kevçî,lepel
396,Messer::N,kêr,mes
397,Nagel::N,bizmar,spijker
398,Netz::N,tor,net
399,Haken::N,çenqel,haak
400,Griff::N,destî,handvat
401,Schloss::N,qonax,slot
402,Bild::N,dimen,beeld
403,Figur::N,figûr,figuur
404,Puppe::N,bûk,pop
405,Beutel::N,kîsik,zak
406,Beutel::N,kîsik,buidel
407,Bündel::N,pêçek,pak
408,Bündel::N,pêçek,bundel
409,Tasche::N,bêrîk,tas
410,Eimer::N,dewl,emmer
411,Deckel::N,devik,deksel
412,Geschirr::N,ferax,vaatwerk
413,Sack::N,tûr,zak
414,Tasse::N,kada,kop
415,Topf::N,beroş,pan
416,Kessel::N,şîril,ketel
417,Essen::N,xwarin,eten
418,Nahrung::N,xwarin,voedsel
419,Speise::N,xwarin,spijs
420,Fleisch::N,goşt,vlees
421,Getreide::N,zad,graan
422,Brei::N,hewdêl,pap
423,Brei::N,hewdêl,brij
424,Brot::N,,brood
425,Scheibe::N,parçe,plak
426,Scheibe::N,parçe,snede
427,Fett::N,rûn,vet
428,Butter::N,rûn,boter
429,Öl::N,rûn,olie
430,Salz::N,xwe,zout
431,Suppe::N,şorbe,soep
432,Honig::N,hingiv,honing
433,Milch::N,şîr,melk
434,Tee::N,çay,thee
435,Leder::N,çerm,leer
436,Leder::N,çerm,leder
437,Wolle::N,herî,wol
438,Stoff::N,paç,stof
439,Nadel::N,derzî,naald
440,Faden::N,ta,draad
441,Knopf::N,bişkok,knoop
442,Knoten::N,girêk,knoop
443,Farbe::N,boyax,verf
444,Kleidung::N,çil,kledij
445,Kleidung::N,çil,kleding
446,Hemd::N,qutik,hemd
447,Hemd::N,miltan,hemd
448,Kragen::N,stûvang,kraag
449,Ärmel::N,hûçik,mouw
450,Hose::N,şewel,broek
451,Hose::N,şewel,pantalon
452,Gürtel::N,qayiş,riem
453,Gürtel::N,qayiş,gordel
454,Mütze::N,fîno,muts
455,Schuh::N,şêkal,schoen
456,Stiefel::N,gizme,laars
457,Stiefel::N,çizme,laars
458,Ring::N,xelek,ring
459,Band::N,band,lint
460,Kamm::N,şeh,kam
461,Spiegel::N,eynik,spiegel
462,Riemen::N,qayiş,riem
463,Schnur::N,doxin,koord
464,Leine::N,şirît,lijn
465,Decke::N,bataniye,deken
466,Kissen::N,balgî,kussen
467,Tuch::N,şar,doek
468,Handtuch::N,dezmal,handdoek
469,Kraft::N,hêz,kracht
470,Kraft::N,qewet,kracht
471,Stärke::N,xurtî,sterkte
472,Gesundheit::N,nojdarî,gezondheid
473,Krankheit::N,nexweşî,ziekte
474,Schmerz::N,êş,pijn
475,Wunde::N,kul,wond
476,Fieber::N,ta,koorts
477,Arznei::N,derman,medicament
478,Arznei::N,derman,geneesmiddel
479,Brücke::N,kopî,brug
480,Brunnen::N,çal,put
481,Brunnen::N,çal,bron
482,Brunnen::N,kani,put
483,Brunnen::N,kani,bron
484,Weide::N,beyar,wei
485,Weide::N,beyar,weide
486,Pfad::N,xaçirek,pad
487,Weg::N,rê,weg
488,Straße::N,rê,baan
489,Straße::N,rê,straat
490,Dorf::N,gund,dorp
491,Stadt::N,baçar,stad
492,Brief::N,name,brief
493,Buch::N,kitêb,boek
494,Buch::N,pirtûk,boek
495,Buchstabe::N,herf,letter
496,Zeitung::N,rojname,krant
497,Zeitung::N,rojname,dagblad
498,Leben::N,jiyan,leven
499,Tod::N,mirin,dood
500,Grab::N,mezel,graf
501,Kirche::N,gilyas,kerk
502,Sünde::N,guneh,zonde
503,Gott::N,xwedê,god
504,Arbeiter::N,hîşçî,arbeider
505,Chef::N,bêg,chef
506,Meister::N,hoste,meester
507,Arzt::N,doktor,arts
508,Arzt::N,doktor,dokter
509,Lehrer::N,mamoste,leraar
510,Lehrer::N,mamoste,onderwijzer
511,Geld::N,pere,geld
512,Geschäft::N,firoşgeh,zaak
513,Laden::N,dikan,winkel
514,Preis::N,buha,prijs
515,Ware::N,tişt,waar
516,Nutzen::N,fêde,nut
517,Nutzen::N,fêde,voordeel
518,Reichtum::N,serwet,rijkdom
519,Welt::N,dinya,wereld
520,Land::N,welat,land
521,Staat::N,dewlet,staat
522,König::N,şah,koning
523,König::N,qral,koning
524,Macht::N,qewet,macht
525,Macht::N,destihilat,macht
526,Grenze::N,kevî,grens
527,Krieg::N,çeng,oorlog
528,Krieg::N,sêwaş,oorlog
529,Feind::N,dijmin,vijand
530,Gewalt::N,zor,geweld
531,Kampf::N,şer,strijd
532,Kampf::N,şer,gevecht
533,Bogen[Waffe]::N,kêvan,boog
534,Pfeil::N,çîrik,pijl
535,Gewehr::N,tifing,geweer
536,Fehler::N,şaşî,fout
537,Lüge::N,derew,leugen
538,Schaden::N,xisar,schade
539,Unglück::N,bêbextî,tegenspoed
540,Schuld::N,suç,schuld
541,Alter::N,temen,leeftijd
542,Schluss::N,girtin,slot
543,Zeit::N,çax,tijd
544,Tag::N,roj,dag
545,Morgen::N,sibeh,morgen
546,Morgen::N,sibeh,ochtend
547,Mittag::N,nîro,middag
548,Abend::N,êvar,avond
549,Nacht::N,şev,nacht
550,Woche::N,heftî,week
551,Monat::N,meh,maand
552,Jahr::N,sal,jaar
553,Frühling::N,bihar,lente
554,Frühling::N,bihar,voorjaar
555,Sommer::N,havîn,zomer
556,Herbst::N,payîz,herfst
557,Winter::N,zistan,winter
558,Januar::N,çile,januari
559,Februar::N,sibat,februari
560,März::N,adar,maart
561,April::N,nîsan,april
562,Mai::N,gûlan,mei
563,Juni::N,hezîran,juni
564,Juli::N,tîmeh,juli
565,August::N,tebax,augustus
566,September::N,îlon,september
567,Oktober::N,çotmeh,oktober
568,November::N,mijdar,november
569,Dezember::N,kanûn,december
570,Montag::N,duşemb,maandag
571,Dienstag::N,sêşem,dinsdag
572,Mittwoch::N,çarşemb,woensdag
573,Donnerstag::N,pêşemb,donderdag
574,Freitag::N,în,vrijdag
575,Samstag::N,şemî,zaterdag
576,Sonntag::N,yekşemb,zondag
577,groß::A,mezin,groot
578,klein::A,çûçik,klein
579,lang::A,dirêj,lang
580,kurz::A,kin,kort
581,breit::A,fireh,breed
582,schmal::A,tenik,smal
583,dicht::A,gir,dicht
584,dick[Gegenstand]::A,şîşman,dik
585,dünn::A,zirav,dun
586,fein::A,tenik,fijn
587,fest::A,saxlem,vast
588,flach::A,pahn,plat
589,glatt::A,dûz,glad
590,glatt::A,şayîk,glad
591,hart::A,hişk,hard
592,weich::A,nerm,week
593,rund::A,gilover,rond
594,spitz::A,pîj,spits
595,spitz::A,pîj,puntig
596,scharf::A,tûj,scherp
597,stumpf::A,ne tûj,stomp
598,schwer::A,giran,zwaar
599,schön::A,xweş,mooi
600,schön::A,xweş,fraai
601,schön::A,xweşik,mooi
602,schön::A,xweşik,fraai
603,heiß::A,kelandî,heet
604,warm::A,germ,warm
605,kalt::A,sar,koud
606,kühl::A,jemîrî,koel
607,frisch::A,ter,fris
608,feucht::A,şil,vochtig
609,nass::A,şilek,nat
610,trocken::A,zuwa,droog
611,voll::A,tijî,vol
612,leer::A,vala,leeg
613,offen::A,vekirî,open
614,geschlossen::A,asê,gesloten
615,sauber::A,pakij,net
616,sauber::A,pakij,schoon
617,schmutzig::A,lewitî,vuil
618,roh::A,xav,rauw
619,reif::A,gihaştî,rijp
620,lecker::A,xweş,lekker
621,süß::A,şîrîn,zoet
622,bitter::A,tahl,bitter
623,sauer::A,tirş,zuur
624,hell::A,ronî,licht
625,hell::A,ronî,helder
626,dunkel::A,tarî,donker
627,schwarz::A,reş,zwart
628,weiß::A,sipî,wit
629,rot::A,sor,rood
630,gelb::A,zer,geel
631,blau::A,şîn,blauw
632,grün::A,şîn,groen
633,grau::A,gewr,grijs
634,bunt::A,rengîn,bont
635,billig::A,erzan,goedkoop
636,teuer::A,biha,duur
637,wertvoll::A,hêja,kostbaar
638,wertvoll::A,hêja,waardevol
639,wertvoll::A,giranbiha,kostbaar
640,wertvoll::A,giranbiha,waardevol
641,blind::A,kor,blind
642,taub::A,kerr,doof
643,kräftig::A,gir,krachtig
644,kräftig::A,xurt,krachtig
645,stark::A,xurt,sterk
646,schwach::A,kesad,zwak
647,fett::A,qelew,vet
648,schlank::A,zirav,slank
649,hübsch::A,xweşik,leuk
650,böse::A,xerab,kwaad
651,böse::A,aciz,kwaad
652,dumm::A,gêj,dom
653,faul::A,têmbêl,lui
654,fleißig::A,jêhatî,vlijtig
655,geizig::A,destgirtî,gierig
656,klug::A,baqil,slim
657,klug::A,baqil,schrander
658,klug::A,baqil,verstandig
659,geschickt::A,zîrek,handig
660,geschickt::A,zîrek,vaardig
661,geschickt::A,ziring,handig
662,geschickt::A,ziring,vaardig
663,lieb::A,delal,lief
664,lustig::A,kêfxweş,vrolijk
665,sanft::A,nazenîn,zacht
666,hungrig::A,birçî,hongerig
667,krank::A,nexweş,ziek
668,nackt::A,rût,naakt
669,nackt::A,tazî,naakt
670,traurig::A,xemgîn,treurig
671,traurig::A,xemgîn,bedroefd
672,lebendig::A,bisaxî,levend
673,gut::A,baş,goed
674,schlecht::A,xerab,slecht
675,richtig::A,rast,juist
676,richtig::A,saxlem,juist
677,schlimm::A,nebaş,erg
678,schlimm::A,nebaş,kwaad
679,wahr::A,rast,waar
680,alt::A,pîr,oud
681,alt::A,kevn,oud
682,neu::A,nû,nieuw
683,ehemalig::A,kevnar,voormalig
684,ehemalig::A,peşidar,voormalig
685,alt[Lebewesen]::A,pîr,oud
686,jung::A,xort,jong
687,arm::A,feqîr,arm
688,arm::A,desteng,arm
689,reich::A,dewlemend,rijk
690,bekannt::A,naskirî,bekend
691,berühmt::A,navdar,beroemd
692,fremd::A,xerîb,vreemd
693,verschieden::A,çîhê,verscheiden
694,verschieden::A,çîhê,verschillend
695,nah::A,nêzîk,nabij
696,nah::A,nêzîk,nabijgelegen
697,fern::A,dûr,ver
698,linker::A,çepê,linker
699,rechter::A,rastê,rechter
700,anderer::A,yê din,andere
701,erster::A,yekemîn,eerste
702,zweiter::A,duda,tweede
703,dritter::A,sisêya,derde
704,letzter::A,paşîn,laatste
705,allein::ADV,tenê,alleen
706,auf einmal::ADV,jar kê,ineens
707,auf einmal::ADV,jar kê,tegelijk
708,zusammen::ADV,tev,samen
709,zusammen::ADV,tev,bijeen
710,zusammen::ADV,bi hev re,samen
711,zusammen::ADV,bi hev re,bijeen
712,lange::ADV,dirêj,lang
713,plötzlich::ADV,ji nişkave,eensklaps
714,plötzlich::ADV,ji nişkave,plotsklaps
715,sofort::ADV,yekser,terstond
716,sofort::ADV,yekser,aanstonds
717,sofort::ADV,yekser,onmiddelijk
718,später::ADV,paşiyê,later
719,jetzt::ADV,nuha,nu
720,jetzt::ADV,nuha,nou
721,jetzt::ADV,nuha,thans
722,heute::ADV,îro,heden
723,heute::ADV,îro,vandaag
724,morgen::ADV,sibeh,morgen
725,bald::ADV,nêzîk,gauw
726,bald::ADV,nêzîk,weldra
727,dann::ADV,paşê,dan
728,dann::ADV,paşê,toen
729,gestern::ADV,do,gisteren
730,einst::ADV,jar ke,eens
731,damals::ADV,hîngî,toen
732,damals::ADV,hîngî,destijds
733,danach::ADV,piştra,daarna
734,vorher::ADV,pîşî,vooraf
735,vorher::ADV,pîşî,van tevoren
736,zuerst::ADV,bere,eerst
737,zuerst::ADV,bere,het eerst
738,einmal::ADV,çarik,eens
739,einmal::ADV,çarik,eenmaal
740,manchmal::ADV,çarna,soms
741,oft::ADV,gelek çaran,vaak
742,oft::ADV,gelek çaran,dikwijls
743,immer::ADV,daîm,altijd
744,niemals::ADV,tu çar,nooit
745,hier::ADV,li vir,hier
746,hierhin::ADV,vir,hierheen
747,von hier::ADV,ji vir,van hier
748,von hier::ADV,ji vir,hiervandaan
749,dort::ADV,li wê derê,daar
750,dort::ADV,li wê derê,ginds
751,dorthin::ADV,wêda,daarheen
752,geradeaus::ADV,rastê rast,rechtuit
753,geradeaus::ADV,rastê rast,rechtdoor
754,vorwärts::ADV,ber bi pêş,vooruit
755,vorwärts::ADV,ber bi pêş,voorwaarts
756,rückwärts::ADV,paşpê,achteruit
757,rückwärts::ADV,paşpê,achterwaarts
758,zurück::ADV,paşdo,terug
759,zurück::ADV,paşvê,terug
760,unten::ADV,jêrî,beneden
761,unten::ADV,jêrî,onderaan
762,hinab::ADV,berjêr,omlaag
763,hinab::ADV,berjêr,naar beneden
764,oben::ADV,banî,boven
765,hinauf::ADV,banî,omhoog
766,hinauf::ADV,banî,naar boven
767,überall::ADV,li her derê,alom
768,überall::ADV,li her derê,overal
769,nicht::ADV,ne,niet
770,nicht::ADV,nîn,niet
771,nicht::ADV,tine,niet
772,ein wenig::ADV,hebkî,wat
773,kaum::ADV,tema,amper
774,kaum::ADV,tema,nauwelijks
775,kaum::ADV,himangi,amper
776,kaum::ADV,himangi,nauwelijks
777,sehr::ADV,gelek,erg
778,sehr::ADV,gelek,zeer
779,so::ADV,weha,zo
780,noch::ADV,hêj,nog
781,noch::ADV,dîsa,nog
782,nur::ADV,tenê,maar
783,nur::ADV,tenê,alleen
784,nur::ADV,bes,maar
785,nur::ADV,bes,alleen
786,schon::ADV,hew,al
787,schon::ADV,hew,reeds
788,wieder::ADV,jar din,weer
789,wieder::ADV,jar din,terug
790,wieder::ADV,dîsa,weer
791,wieder::ADV,dîsa,terug
792,vergebens::ADV,deya çun,vergeefs
793,vergebens::ADV,deya çun,tevergeefs
794,vergebens::ADV,îfleh bûn,vergeefs
795,vergebens::ADV,îfleh bûn,tevergeefs
796,vor::PRP,li ber,voor
797,hinter::PRP,li pişt,achter
798,unter::PRP,li bin,onder
799,unter::PRP,li bin,beneden
800,durch::PRP,kura,door
801,neben::PRP,li ba,naast
802,zwischen::PRP,nabeyne,tussen
803,zwischen::PRP,di nav...da,tussen
804,wegen::PRP,ji bo,wegens
805,wegen::PRP,ji bo,vanwege
806,wegen::PRP,ji ber,wegens
807,wegen::PRP,ji ber,vanwege
808,dies::PRN,ev,dit
809,das::PRN,ev,dat
810,alles::PRN,hemû,alles
811,ich::PRN,ez,ik
812,du::PRN,tu,je
813,du::PRN,tu,jij
814,er::PRN,wî,hij
815,wir::PRN,êm,we
816,wir::PRN,êm,wij
817,ihr::PRN,hûn,jullie
818,sie::PRN,we,ze
819,sie::PRN,we,zij
820,was::FPRN,çi,wat
821,wer::FPRN,ki,wie
822,wo::FADV,li ku dere,waar
823,wohin::FADV,li ku dere,waarheen
824,wie::FADV,çawa,hoe
825,warum::FADV,çima,waarom
826,wieviel::FNUM,çend,hoeveel
827,eins::NUM,yek,één
828,zwei::NUM,didu,twee
829,drei::NUM,sisê,drie
830,vier::NUM,çar,vier
831,fünf::NUM,penç,vijf
832,sechs::NUM,şeş,zes
833,sieben::NUM,heft,zeven
