,Concept_ID,sah,fi
125,Abhang::N,эниэ,rinne
126,Quelle::N,дьүүктэ,lähde
127,Bach::N,үрүйэ,puro
128,Fluss::N,өрүс,joki
129,Ufer::N,биэрэк,ranta
130,Küste::N,кытыл,rannikko
131,Festland::N,кураанах сир,manner
132,Meer::N,муора,meri
133,Bucht::N,хомо,lahti
134,Bucht::N,бухта,lahti
135,Insel::N,арыы,saari
136,Blume::N,сибэкки,kukka
137,Gras::N,от,ruoho
138,Wurzel::N,силис,juuri
139,Baum::N,мас,puu
140,Stamm::N,умнас,runko
141,Rinde::N,хатырык,kuori
142,Rinde::N,хатырык,parkki
143,Ast::N,мутук,oksa
144,Zweig::N,лабаа,haara
145,Blatt::N,сэбирдэх,lehti
146,Birke::N,хатыҥ,koivu
147,Kiefer[Baum]::N,бэс,mänty
148,Kiefer[Baum]::N,бэс,petäjä
149,Weide[Baum]::N,үөт,paju
150,Weide[Baum]::N,талах,paju
151,Tanne::N,харыйа,kuusi
152,Horn::N,муос,sarvi
153,Feder::N,куорсун,sulka
154,Feder::N,куорсун,höyhen
155,Fell::N,тирии,talja
156,Flügel::N,кынат,siipi
157,Klaue::N,тыҥырах,kynsi
158,Kralle::N,баппаҕай,kynsi
159,Schwanz::N,кутурук,häntä
160,Schwanz::N,кутурук,pyrstö
161,Ei::N,сымыыт,muna
162,Nest::N,уйа,pesä
163,Bau::N,хороон,pesä
164,Tier::N,кыыл,eläin
165,Tier::N,харамай,eläin
166,Herde::N,үөр,lauma
167,Kuh::N,ынах,lehmä
168,Bulle::N,оҕус,sonni
169,Pferd::N,сылгы,hevonen
170,Schaf::N,овца,lammas
171,Schwein::N,сибиинньэ,sika
172,Hund::N,ыт,koira
173,Katze::N,куоска,kissa
174,Bär::N,эһэ,karhu
175,Eichhörnchen::N,тииҥ,orava
176,Elch::N,тайах,hirvi
177,Fuchs::N,саһыл,kettu
178,Hase::N,куобах,jänis
179,Maus::N,кутуйах,hiiri
180,Wolf::N,бөрө,susi
181,Vogel::N,көтөр,lintu
182,Schwarm::N,бөлөх,parvi
183,Huhn::N,куурусса,kana
184,Hahn::N,бөтүүк,kukko
185,Gans::N,хаас,hanhi
186,Adler::N,хотой,kotka
187,Ente::N,кус,ankka
188,Eule::N,мэкчиргэ,pöllö
189,Kranich::N,туруйа,kurki
190,Krähe::N,тураах,varis
191,Kuckuck::N,кэҕэ,käki
192,Schwan::N,куба,joutsen
193,Fisch::N,балык,kala
194,Barsch::N,алыһар,ahven
195,Hecht::N,сордон,hauki
196,Schlange[Tier]::N,моҕой,käärme
197,Schlange[Tier]::N,эриэн үөн,käärme
198,Wurm::N,үөн,mato
199,Spinne::N,ооҕуй,hämähäkki
200,Ameise::N,кымырдаҕас,muurahainen
201,Laus::N,быт,täi
202,Mücke::N,кумаар,sääski
203,Mücke::N,кумаар,hyttynen
204,Fliege::N,сахсырҕа,kärpänen
205,Schmetterling::N,лыах,perhonen
206,Schmetterling::N,үрүмэччи,perhonen
207,Beere::N,отон,marja
208,Apfel::N,яблоко,omena
209,Pilz::N,тэллэй,sieni
210,Zwiebel::N,луук,sipuli
211,Saat::N,сиэмэ,siemenet
212,Korn::N,сиэмэ,jyvä
213,Korn::N,сиэмэ,vilja
214,Heu::N,от,heinä
215,Schale::N,хах,kuori
216,Grube::N,дьаама,kuoppa
217,Falle::N,сохсо,loukku
218,Schlinge::N,уктаа,ansa
219,Spur::N,суол,jälki
220,Asche::N,күл,tuhka
221,Dreck::N,бадараан,lika
222,Eisen::N,тимир,rauta
223,Gold::N,көмүс,kulta
224,Gold::N,кыһыл көмүс,kulta
225,Silber::N,көмүс,hopea
226,Silber::N,үрүҥ көмүс,hopea
227,Kohle::N,чох,hiili
228,Glas::N,өстүөкүлэ,lasi
229,Lehm::N,туой,savi
230,Sand::N,кумах,hiekka
231,Mensch::N,киһи,ihminen
232,Mann::N,эр,mies
233,Frau::N,дьахтар,nainen
234,Kind::N,оҕо,lapsi
235,Junge::N,уол,poika
236,Mädchen::N,кыыс оҕо,tyttö
237,Familie::N,кэргэн,perhe
238,Großvater::N,эһэ,isoisä
239,Großmutter::N,эбэ,isoäiti
240,Eltern::N,аҕа-ийэ,vanhemmat
241,Vater::N,аҕа,isä
242,Mutter::N,ийэ,äiti
243,Sohn::N,уол,poika
244,Tochter::N,кыыс,tytär
245,Bruder::N,убай,veli
246,Bruder::N,быраат,veli
247,Schwester::N,аҕас,sisko
248,Schwester::N,балыс,sisko
249,Onkel::N,таай,eno
250,Onkel::N,таай,setä
251,Onkel::N,абаҕа,eno
252,Onkel::N,абаҕа,setä
253,Tante::N,эдьиий,täti
254,Ehemann::N,эр,mies
255,Ehemann::N,эр,aviomies
256,Ehefrau::N,ойох,vaimo
257,Ehefrau::N,ойох,aviovaimo
258,Freude::N,үөрүү,ilo
259,Freude::N,үөрүү,riemu
260,Gelächter::N,күлүү,nauru
261,Glück::N,дьол,onni
262,Glück::N,соргу,onni
263,Kummer::N,кутурҕан,suru
264,Kummer::N,кутурҕан,murhe
265,Wunsch::N,баҕарыы,toive
266,Wunsch::N,баҕарыы,toivomus
267,Lust::N,баҕа,himo
268,Geist::N,тыын,henki
269,Gedanke::N,санаа,aate
270,Gedanke::N,санаа,ajatus
271,Gedächtnis::N,өй,muisti
272,Verstand::N,өй,äly
273,Verstand::N,өй,järki
274,Verstand::N,өй,ymmärrys
275,Sinn::N,суолта,merkitys
276,Grund::N,төрүөт,syy
277,Grund::N,төрүөт,peruste
278,Wahrheit::N,кырдьык,tosi
279,Wahrheit::N,кырдьык,totuus
280,Gespräch::N,бэсиэдэ,puhelu
281,Gespräch::N,бэсиэдэ,keskustelu
282,Gespräch::N,кэпсэтии,puhelu
283,Gespräch::N,кэпсэтии,keskustelu
284,Märchen::N,остуоруйа,satu
285,Erzählung::N,кэпсээн,tarina
286,Erzählung::N,кэпсээн,kertomus
287,Nachricht::N,биллэриллии,tieto
288,Nachricht::N,биллэриллии,ilmoitus
289,Neuigkeit::N,сонун,uutinen
290,Name::N,аат,nimi
291,Rätsel::N,таабырын,arvoitus
292,Rede::N,этии,puhe
293,Sprache::N,тыл,kieli
294,Stimme::N,куолас,ääni
295,Wort::N,тыл,sana
296,Zeichen::N,бэлиэ,merkki
297,Ruf::N,ыҥырыы,kutsu
298,Lärm::N,айдаан,melu
299,Lärm::N,айдаан,hälinä
300,Laut::N,тыас,ääni
301,Ton::N,дорҕоон,sävel
302,Lied::N,ырыа,laulu
303,Ruhe::N,уу чуумпу,lepo
304,Ruhe::N,уу чуумпу,rauha
305,Leute::N,дьон,väki
306,Leute::N,дьон,ihmiset
307,Volk::N,дьон,kansa
308,Volk::N,норуот,kansa
309,Arbeit::N,үлэ,työ
310,Gast::N,ыалдьыт,vieras
311,Geschenk::N,бэлэх,lahja
312,Spiel::N,оонньуу,peli
313,Spiel::N,оонньуу,leikki
314,Gesellschaft::N,общество,seura
315,Hilfe::N,көмө,apu
316,Freund::N,доҕор,ystävä
317,Kamerad::N,атас,toveri
318,Angelegenheit::N,дьыала,asia
319,Anzahl::N,ахсаан,lukumäärä
320,Art::N,биис,laji
321,Stück::N,кырбас,pala
322,Stück::N,кырбас,kappale
323,Teil::N,ирээт,osa
324,Hälfte::N,аҥар,puoli
325,Kreis::N,төгүрүк,ympyrä
326,Kreis::N,төгүрүмтэ,ympyrä
327,Kreuz::N,кириэс,risti
328,Linie::N,сурааһын,viiva
329,Strich::N,сурааһын,piirto
330,Abstand::N,арыт,väli
331,Abstand::N,арыт,väljyys
332,Entfernung::N,ыраах,etäisyys
333,Gegend::N,сир,seutu
334,Platz::N,арыт,tila
335,Ort::N,сир,kohta
336,Ort::N,сир,paikka
337,Seite::N,өрүт,sivu
338,Seite::N,өрүт,kylki
339,Seite::N,сирэй,sivu
340,Seite::N,сирэй,kylki
341,Mitte::N,орто,keskus
342,Mitte::N,орто,puoliväli
343,Gegenstand::N,предмет,kalu
344,Gegenstand::N,предмет,esine
345,Sache::N,мал,asia
346,Rand::N,кытыы,ääri
347,Rand::N,кытыы,syrjä
348,Rand::N,ойоҕос,ääri
349,Rand::N,ойоҕос,syrjä
350,Kante::N,кырыы,särmä
351,Ecke::N,муннук,nurkka
352,Spitze::N,чыпчаал,terä
353,Spitze::N,чыпчаал,kärki
354,Ende::N,төбө,pää
355,Ende::N,төбө,perä
356,Loch::N,тэһэҕэс,kolo
357,Loch::N,тэһэҕэс,reikä
358,Loch::N,дьөлөҕөс,kolo
359,Loch::N,дьөлөҕөс,reikä
360,Winkel::N,муннук,kulma
361,Muster::N,оһуор,kuvio
362,Größe::N,кээмэй,koko
363,Größe::N,кээмэй,suuruus
364,Länge::N,уста,pituus
365,Höhe::N,үрдүк,korkeus
366,Gewicht::N,ыйааһын,paino
367,Menge::N,ахсаан,määrä
368,Haufen::N,чөмчөх,kasa
369,Reihe::N,кэккэ,rivi
370,Boot::N,оҥочо,vene
371,Ruder::N,эрдии,airo
372,Schlitten::N,сыарҕа,reki
373,Schlitten::N,сыарҕа,kelkka
374,Ski::N,хайыһар,suksi
375,Lagerfeuer::N,кутаа,nuotio
376,Last::N,ыарахан,kuorma
377,Gang::N,хаамыы,kulku
378,Gang::N,хаамыы,käynti
379,Schritt::N,хардыы,askel
380,Norden::N,хоту,pohjoinen
381,Süden::N,соҕуруу,etelä
382,Westen::N,арҕаа,länsi
383,Osten::N,илин,itä
384,Holz::N,мас,puu
385,Brett::N,дуоска,lauta
386,Brett::N,хаптаһын,lauta
387,Platte::N,билиитэ,levy
388,Stütze::N,тулааһын,noja
389,Stange::N,ураҕас,tanko
390,Stock::N,мас,keppi
391,Stock::N,баалкы,keppi
392,Stab::N,ураҕас,sauva
393,Stab::N,ураҕас,seiväs
394,Rohr::N,турба,putki
395,Haus::N,дьиэ,talo
396,Heim::N,дьиэ,koti
397,Ofen::N,оһох,uuni
398,Fußboden::N,муоста,lattia
399,Tisch::N,остуол,pöytä
400,Stuhl::N,устуул,tuoli
401,Wiege::N,биһик,kehto
402,Bett::N,кырабаат,sänky
403,Regal::N,долбуур,hylly
404,Kiste::N,дьааһык,arkku
405,Kiste::N,дьааһык,kirstu
406,Kiste::N,дьааһык,laatikko
407,Fenster::N,түннүк,ikkuna
408,Tür::N,аан,ovi
409,Tor::N,аан,portti
410,Zaun::N,соппулуот,aita
411,Dach::N,кырыыса,katto
412,Leiter::N,кирилиэс,tikkaat
413,Leiter::N,кирилиэс,tikapuut
414,Besen::N,миинньик,luuta
415,Spaten::N,күрдьэх,lapio
416,Schaufel::N,күрдьэх,lapio
417,Gabel::N,биилкэ,haarukka
418,Löffel::N,луоска,lusikka
419,Messer::N,быһах,veitsi
420,Nagel::N,тоһоҕо,naula
421,Netz::N,илим,verkko
422,Haken::N,көхө,haka
423,Haken::N,көхө,koukku
424,Griff::N,ук,ripa
425,Griff::N,ук,kahva
426,Griff::N,тутаах,ripa
427,Griff::N,тутаах,kahva
428,Schloss::N,күлүүс,lukko
429,Bild::N,хартыына,kuva
430,Figur::N,фигура,kuvio
431,Puppe::N,куукула,nukke
432,Beutel::N,мөһөөччук,pussi
433,Bündel::N,баайыы,nippu
434,Bündel::N,баайыы,kimppu
435,Tasche::N,суумка,laukku
436,Eimer::N,биэдэрэ,sanko
437,Eimer::N,биэдэрэ,ämpäri
438,Deckel::N,хаппах,kansi
439,Geschirr::N,иһит,astia
440,Sack::N,куул,säkki
441,Tasse::N,сэлиэнэй,kuppi
442,Topf::N,көстүрүүҥкэ,pata
443,Kessel::N,хочуол,kattila
444,Essen::N,аһылык,syönti
445,Nahrung::N,ас,ruoka
446,Nahrung::N,ас,ravinto
447,Speise::N,аһылык,ruoka
448,Fleisch::N,эт,liha
449,Getreide::N,злактар,vilja
450,Brei::N,хааһы,puuro
451,Brot::N,килиэп,leipä
452,Scheibe::N,куһуок,viipale
453,Fett::N,сыа,rasva
454,Butter::N,арыы,voi
455,Öl::N,арыы,öljy
456,Salz::N,туус,suola
457,Suppe::N,мин,keitto
458,Honig::N,мүөт,hunaja
459,Milch::N,үүт,maito
460,Tee::N,чэй,tee
461,Leder::N,тирии,nahka
462,Wolle::N,түү,villa
463,Stoff::N,таҥас,kangas
464,Nadel::N,иннэ,neula
465,Faden::N,сап,lanka
466,Knopf::N,тимэх,nappi
467,Knoten::N,түмүк,solmu
468,Farbe::N,кырааска,maali
469,Kleidung::N,таҥас,vaatteet
470,Hemd::N,ырбаахы,paita
471,Kragen::N,саҕа,kaulus
472,Ärmel::N,сиэх,hiha
473,Hose::N,ыстаан,housut
474,Hose::N,бүрүүкэ,housut
475,Gürtel::N,кур,vyö
476,Mütze::N,бэргэһэ,lakki
477,Schuh::N,бачыыҥка,kenkä
478,Stiefel::N,саппыкы,saapas
479,Ring::N,биһилэх,sormus
480,Band::N,лиэнтэ,nauha
481,Kamm::N,тараах,kampa
482,Spiegel::N,сиэркилэ,peili
483,Riemen::N,кур,hihna
484,Schnur::N,быа,naru
485,Schnur::N,быа,nuora
486,Leine::N,тэһиин,talutushihna
487,Decke::N,суорҕан,peite
488,Kissen::N,сыттык,tyyny
489,Kissen::N,сыттык,pielus
490,Tuch::N,былаат,huivi
491,Handtuch::N,соттор,pyyheliina
492,Kraft::N,сыра,väki
493,Kraft::N,сыра,voima
494,Stärke::N,күүс,vahvuus
495,Gesundheit::N,доруобуйа,terveys
496,Krankheit::N,ыарыы,tauti
497,Krankheit::N,ыарыы,sairaus
498,Schmerz::N,ыарыы,kipu
499,Schmerz::N,ыарыы,särky
500,Wunde::N,баас,haava
501,Fieber::N,түрүлгэн,kuume
502,Fieber::N,лихорадка,kuume
503,Fieber::N,температура,kuume
504,Arznei::N,эмп,lääke
505,Brücke::N,күргэ,silta
506,Brunnen::N,холуодьас,kaivo
507,Weide::N,мэччирэҥ,laidun
508,Pfad::N,ыллык,polku
509,Weg::N,суол,tie
510,Straße::N,суол,katu
511,Dorf::N,дэриэбинэ,kylä
512,Stadt::N,куорат,kaupunki
513,Brief::N,сурук,kirje
514,Buch::N,кинигэ,kirja
515,Buchstabe::N,буква,kirjain
516,Zeitung::N,хаһыат,lehti
517,Zeitung::N,хаһыат,sanomalehti
518,Leben::N,тыын,elo
519,Leben::N,тыын,elämä
520,Tod::N,өлүү,kuolema
521,Grab::N,иин,hauta
522,Kirche::N,таҥара дьиэтэ,kirkko
523,Sünde::N,айыы,synti
524,Gott::N,тангара,jumala
525,Arbeiter::N,үлэһит,työläinen
526,Chef::N,баһылык,päällikkö
527,Chef::N,начальник,päällikkö
528,Meister::N,уус,mestari
529,Meister::N,маастар,mestari
530,Arzt::N,врач,lääkäri
531,Lehrer::N,учуутал,opettaja
532,Geld::N,харчы,raha
533,Geschäft::N,идэ,liike
534,Laden::N,маҕаһыын,puoti
535,Laden::N,маҕаһыын,kauppa
536,Preis::N,сыана,hinta
537,Ware::N,табаар,tavara
538,Nutzen::N,туһа,hyöty
539,Reichtum::N,баай,rikkaus
540,Welt::N,аан дойду,maailma
541,Land::N,дойду,maa
542,Staat::N,государство,valtio
543,König::N,король,kuningas
544,Macht::N,былаас,mahti
545,Grenze::N,кыраныысса,raja
546,Krieg::N,сэрии,sota
547,Feind::N,өстөөх,vihollinen
548,Gewalt::N,күүһүлээһин,väkivalta
549,Kampf::N,охсуһуу,taistelu
550,Bogen[Waffe]::N,ох,jousi
551,Pfeil::N,ох,nuoli
552,Gewehr::N,саа,kivääri
553,Fehler::N,сыыһа,vika
554,Fehler::N,сыыһа,virhe
555,Lüge::N,сымыйа,valhe
556,Schaden::N,хоромньу,vaurio
557,Schaden::N,хоромньу,vahinko
558,Unglück::N,алдьархай,vahinko
559,Unglück::N,алдьархай,onnettomuus
560,Schuld::N,буруй,syy
561,Alter::N,саас,ikä
562,Schluss::N,тиһэх,loppu
563,Zeit::N,бириэмэ,aika
564,Tag::N,күн,päivä
565,Morgen::N,сарсыарда,aamu
566,Morgen::N,сарсыарда,huomen
567,Mittag::N,күн ортото,keskipäivä
568,Abend::N,киэһэ,ilta
569,Nacht::N,түүн,yö
570,Woche::N,нэдиэлэ,viikko
571,Monat::N,ый,kuukausi
572,Jahr::N,сыл,vuosi
573,Jahr::N,дьыл,vuosi
574,Frühling::N,саас,kevät
575,Sommer::N,сайын,kesä
576,Herbst::N,күһүн,syksy
577,Winter::N,кыһын,talvi
578,Januar::N,тохсунньу,tammikuu
579,Februar::N,олунньу,helmikuu
580,März::N,кулун тутар,maaliskuu
581,April::N,муус устар ый,huhtikuu
582,Mai::N,ыам ыйа,toukokuu
583,Juni::N,бэс ыйа,kesäkuu
584,Juli::N,от ыйа,heinäkuu
585,August::N,атырдьах ыйа,elokuu
586,September::N,балаҕан ыйа,syyskuu
587,Oktober::N,алтынньы,lokakuu
588,November::N,сэтинньи,marraskuu
589,Dezember::N,ахсынньы,joulukuu
590,Montag::N,бэнидиэнньик,maanantai
591,Dienstag::N,оптуорунньук,tiistai
592,Mittwoch::N,сэрэдэ,keskiviikko
593,Donnerstag::N,чэппиэр,torstai
594,Freitag::N,бээтинсэ,perjantai
595,Samstag::N,субуота,lauantai
596,Sonntag::N,баскыһыанньа,sunnuntai
597,groß::A,бөдөҥ,iso
598,groß::A,бөдөҥ,suuri
599,groß::A,улахан,iso
600,groß::A,улахан,suuri
601,klein::A,кыр,pieni
602,lang::A,уһун,pitkä
603,kurz::A,кылгас,lyhyt
604,breit::A,кэтит,leveä
605,schmal::A,кыараҕас,kapea
606,dicht::A,хойуу,taaja
607,dick[Gegenstand]::A,суон,paksu
608,dick[Gegenstand]::A,хойуу,paksu
609,dünn::A,чараас,ohut
610,fein::A,бытархай,hieno
611,fein::A,синньигес,hieno
612,fest::A,бөҕө,luja
613,fest::A,кытаанах,luja
614,flach::A,хаптаҕай,litteä
615,flach::A,хаптаҕай,tasainen
616,glatt::A,кылааккай,sileä
617,glatt::A,кылааккай,siloinen
618,hart::A,хатан,kova
619,hart::A,кытаанах,kova
620,weich::A,сымнаҕас,pehmeä
621,rund::A,төгүрүк,pyöreä
622,spitz::A,сытыы,terävä
623,spitz::A,уһуктаах,terävä
624,scharf::A,сытыы,terävä
625,stumpf::A,сыппах,tylsä
626,schwer::A,ыарахан,raskas
627,schwer::A,ыарахан,painava
628,schön::A,кыраһыабай,kaunis
629,heiß::A,итии,kuuma
630,warm::A,ичигэс,lämmin
631,kalt::A,тымныы,kylmä
632,kalt::A,тымныы,viluinen
633,kühl::A,сөрүүн,viileä
634,frisch::A,ыраас,tuore
635,frisch::A,сөрүүн,tuore
636,frisch::A,тымныы,tuore
637,feucht::A,сииктээх,kostea
638,nass::A,инчэҕэй,märkä
639,trocken::A,кураан,kuiva
640,voll::A,толору,täysi
641,leer::A,иччитэх,tyhjä
642,offen::A,аһаҕас,avonainen
643,geschlossen::A,бүтэй,suljettu
644,sauber::A,сэбэр,puhdas
645,schmutzig::A,кирдээх,likainen
646,roh::A,сиикэй,raaka
647,reif::A,буспут,kypsä
648,reif::A,сиппит-хоппут,kypsä
649,lecker::A,минньигэс,herkullinen
650,süß::A,минньигэс,makea
651,bitter::A,аһыы,karvas
652,bitter::A,аһыы,kitkerä
653,sauer::A,аһыы,hapan
654,hell::A,сырдык,kirkas
655,hell::A,сырдык,valoisa
656,dunkel::A,хараҥа,pimeä
657,schwarz::A,хара,musta
658,weiß::A,үрүҥ,valkea
659,weiß::A,маҥан,valkea
660,rot::A,кыһыл,punainen
661,gelb::A,саһархай,keltainen
662,blau::A,күөх,sininen
663,grün::A,күөх,vihreä
664,grün::A,от күөҕэ,vihreä
665,grau::A,сиэрэй,harmaa
666,bunt::A,эриэн,kirjava
667,billig::A,чэпчэки,halpa
668,billig::A,чэпчэки,huokea
669,teuer::A,сыаналаах,kallis
670,wertvoll::A,сыаналаах,arvokas
671,blind::A,хараҕа суох,sokea
672,taub::A,дьүлэй,kuuro
673,kräftig::A,модун,väkevä
674,kräftig::A,модун,voimakas
675,stark::A,күүстээх,vahva
676,schwach::A,мөлтөх,heikko
677,fett::A,эмис,lihava
678,schlank::A,дьылҕан,hoikka
679,schlank::A,дьылҕан,solakka
680,schlank::A,дьыпсаҕай,hoikka
681,schlank::A,дьыпсаҕай,solakka
682,hübsch::A,олус кэрэ,soma
683,hübsch::A,олус кэрэ,sievä
684,hübsch::A,көрүөхтэн үчүгэй,soma
685,hübsch::A,көрүөхтэн үчүгэй,sievä
686,böse::A,өһүөннээх,paha
687,böse::A,өһүөннээх,häijy
688,dumm::A,акаары,tyhmä
689,dumm::A,акаары,typerä
690,faul::A,нэс,laiska
691,fleißig::A,кыһамньылаах,ahkera
692,geizig::A,иҥсэлээх,saita
693,klug::A,өйдөөх,älykäs
694,geschickt::A,наһаа дьоҕурдаах,taitava
695,lieb::A,тапталлаах,rakas
696,lustig::A,көрдөөх,hauska
697,lustig::A,көрдөөх,iloinen
698,sanft::A,намчы,lauha
699,sanft::A,намчы,lempeä
700,sanft::A,сымнаҕас,lauha
701,sanft::A,сымнаҕас,lempeä
702,hungrig::A,аччык,nälkäinen
703,krank::A,ыалдьар,sairas
704,nackt::A,сыгынньах,alaston
705,traurig::A,санаарҕабыллаах,surullinen
706,traurig::A,санаарҕабыллаах,murheellinen
707,lebendig::A,тыыннаах,elävä
708,gut::A,үтүө,hyvä
709,gut::A,үчүгэй,hyvä
710,schlecht::A,куһаҕан,paha
711,schlecht::A,куһаҕан,huono
712,richtig::A,сөп,oikea
713,schlimm::A,сидьиҥ,paha
714,schlimm::A,быдьар,paha
715,wahr::A,кырдьык,tosi
716,alt::A,былыргы,vanha
717,neu::A,саҥа,uusi
718,ehemalig::A,урукку,entinen
719,ehemalig::A,урукку,muinainen
720,alt[Lebewesen]::A,кырдьаҕас,vanha
721,jung::A,эдэр,nuori
722,arm::A,дьадаҥы,köyhä
723,reich::A,баай,rikas
724,bekannt::A,билэр,tuttu
725,bekannt::A,билэр,tunnettu
726,berühmt::A,аатырбыт,kuuluisa
727,fremd::A,атын,vieras
728,verschieden::A,араас,eri
729,verschieden::A,араас,erilainen
730,nah::A,чугас,läheinen
731,fern::A,ыраах,etäinen
732,linker::A,хаҥас,vasen
733,rechter::A,уҥа,oikea
734,anderer::A,атын,muu
735,anderer::A,атын,toinen
736,erster::A,маҥнайгы,ensimmäinen
737,zweiter::A,иккис,toinen
738,dritter::A,үһүс,kolmas
739,letzter::A,тиһэх,viimeinen
740,allein::ADV,соҕотох,yksin
741,auf einmal::ADV,биирдэ,yhdellä kertaa
742,zusammen::ADV,холбуу,yhdessä
743,lange::ADV,уһуннук,kauan
744,lange::ADV,уһуннук,pitkään
745,plötzlich::ADV,эмискэ,äkkiä
746,sofort::ADV,тута,heti
747,später::ADV,хойут,myöhemmin
748,jetzt::ADV,билигин,nyt
749,heute::ADV,бүгүн,tänään
750,morgen::ADV,сарсын,huomenna
751,bald::ADV,өтөр,pian
752,dann::ADV,кэнна,sitten
753,gestern::ADV,бэҕэһээ,eilen
754,einst::ADV,биир төгүл,aikanaan
755,einst::ADV,арай биирдэ,aikanaan
756,damals::ADV,оччоҕо,silloin
757,damals::ADV,оччоҕо,siihen aikaan
758,danach::ADV,аары,sen jälkeen
759,danach::ADV,ол кэнниттэн,sen jälkeen
760,vorher::ADV,урут,ennen
761,zuerst::ADV,маҥнай,ensin
