,Concept_ID,bg,ce
404,Bild::N,картина,сурт
405,Figur::N,фигура,
406,Puppe::N,кукла,тайниг
407,Beutel::N,кесия,гали
408,Bündel::N,връзка,кочар
409,Tasche::N,чанта,тӏоьрмиг
410,Eimer::N,кофа,чийлик
411,Deckel::N,капак,негӏар
412,Deckel::N,похлупак,негӏар
413,Geschirr::N,съдове,пхьегӏа
414,Sack::N,чувал,гали
415,Tasse::N,чаша,кад
416,Topf::N,гърне,яй
417,Topf::N,тенджера,яй
418,Kessel::N,котел,яй
419,Essen::N,ядене,юург
420,Nahrung::N,храна,кхача
421,Speise::N,ястие,юург
422,Fleisch::N,месо,жижиг
423,Getreide::N,зърнено храни,буьртиг
424,Brei::N,каша,xудар
425,Brot::N,хляб,бепиг
426,Brot::N,хляб,кхаллар
427,Scheibe::N,резен,цастар
428,Fett::N,мазнина,мохь
429,Butter::N,масло,налха
430,Öl::N,олио,даьтта
431,Öl::N,оливия,даьтта
432,Salz::N,сол,туьха
433,Suppe::N,супа,чорпа
434,Honig::N,мед,моз
435,Milch::N,мляко,шура
436,Tee::N,чай,чай
437,Leder::N,кожа,цӏока
438,Wolle::N,вълна,тӏapгӏa
439,Stoff::N,плат,кӏади
440,Stoff::N,материал,кӏади
441,Nadel::N,игла,маха
442,Faden::N,конец,тай
443,Knopf::N,копче,нуьйда
444,Knoten::N,възел,шад
445,Farbe::N,боя,сир
446,Farbe::N,боя,басар
447,Kleidung::N,дрехи,бедар
448,Kleidung::N,облекло,бедар
449,Hemd::N,риза,коч
450,Kragen::N,яка,кач
451,Ärmel::N,ръкав,пхьош
452,Hose::N,панталони,хеча
453,Gürtel::N,пояс,доьхка
454,Gürtel::N,колан,доьхка
455,Mütze::N,каскет,куй
456,Mütze::N,фуражка,куй
457,Schuh::N,обувка,мача
458,Stiefel::N,ботуш,этка
459,Ring::N,пръстен,чӏуг
460,Band::N,лента,лента
461,Band::N,връзка,лента
462,Kamm::N,гребен,ехк
463,Spiegel::N,огледало,куьзга
464,Riemen::N,каиш,доьхка
465,Riemen::N,ремък,доьхка
466,Schnur::N,връв,муш
467,Leine::N,връв,кочатосу доьхка
468,Leine::N,въже,кочатосу доьхка
469,Decke::N,покривка,юргӏа
470,Kissen::N,възглавница,гIайба
471,Tuch::N,сукно,исхар
472,Handtuch::N,пешкир,гата
473,Handtuch::N,кърпа за лице,гата
474,Kraft::N,мощ,гӏора
475,Kraft::N,сила,гӏора
476,Stärke::N,сила,гӏап
477,Gesundheit::N,здраве,могашалла
478,Krankheit::N,болест,цамгар
479,Schmerz::N,болка,лазар
480,Wunde::N,рана,чов
481,Fieber::N,треска,xорша
482,Fieber::N,температура,xорша
483,Arznei::N,лек,молха
484,Arznei::N,лекарство,молха
485,Brücke::N,мост,тӏай
486,Brunnen::N,чешма,гӏу
487,Brunnen::N,кладенец,гӏу
488,Weide::N,паша,дак
489,Weide::N,пасище,дак
490,Pfad::N,пътека,тача
491,Weg::N,път,некъ
492,Straße::N,шосе,урам
493,Dorf::N,село,юрт
494,Stadt::N,град,гӏала
495,Brief::N,писмо,кехат
496,Buch::N,книга,жайна
497,Buchstabe::N,буква,элп
498,Zeitung::N,вестник,газет
499,Leben::N,живот,дахар
500,Tod::N,смърт,далар
501,Tod::N,смърт,ӏожалла
502,Grab::N,гроб,каш
503,Kirche::N,църква,килс
504,Sünde::N,грях,къа
505,Gott::N,бог,дела
506,Arbeiter::N,работник,белхало
507,Chef::N,шеф,хьаькам
508,Chef::N,началник,хьаькам
509,Meister::N,майстор,говзанча
510,Arzt::N,лекар,лор
511,Lehrer::N,учител,хьехархо
512,Geld::N,пари,aхча
513,Geschäft::N,сделка,туька
514,Laden::N,дюкян,туька
515,Laden::N,магазин,туька
516,Preis::N,цена,мах
517,Ware::N,стока,хlума
518,Nutzen::N,полза,пайда
519,Nutzen::N,облага,пайда
520,Reichtum::N,богатство,хьал
521,Welt::N,свят,дуьне
522,Land::N,страна,мохк
523,Staat::N,щат,пачхьалкх
524,Staat::N,държава,пачхьалкх
525,König::N,крал,паччахь
526,Macht::N,мощ,ӏедал
527,Macht::N,власт,ӏедал
528,Grenze::N,граница,доза
529,Krieg::N,война,тӏом
530,Feind::N,враг,мостагӏ
531,Feind::N,неприятел,мостагӏ
532,Gewalt::N,сила,гӏело
533,Gewalt::N,насилие,гӏело
534,Kampf::N,борба,къийсам
535,Kampf::N,сражение,къийсам
536,Bogen[Waffe]::N,лък,
537,Pfeil::N,стрела,пха
538,Gewehr::N,пушка,топ
539,Fehler::N,грешка,гӏалат
540,Lüge::N,лъжа,аьшпаш
541,Schaden::N,повреда,зен
542,Unglück::N,нещастие,бала
543,Schuld::N,вина,бехк
544,Alter::N,възраст,хан
545,Schluss::N,край,чакхе
546,Zeit::N,време,хан
547,Tag::N,ден,де
548,Morgen::N,утро,ӏуьйре
549,Morgen::N,сутрин,ӏуьйре
550,Mittag::N,обед,делкъе
551,Mittag::N,пладне,делкъе
552,Abend::N,вечер,суьйре
553,Nacht::N,нощ,буьйса
554,Woche::N,седмица,кӏира
555,Monat::N,месец,бутт
556,Jahr::N,година,шо
557,Frühling::N,пролет,бӏаьсте
558,Sommer::N,лято,аьхке
559,Herbst::N,есен,гуьйре
560,Winter::N,зима,ӏа
561,Januar::N,януари,январь
562,Februar::N,февруари,февраль
563,März::N,март,март
564,April::N,април,апрель
565,Mai::N,май,май
566,Juni::N,юни,июнь
567,Juli::N,юли,июль
568,August::N,август,август
569,September::N,септември,сентябрь
570,Oktober::N,октомври,октябрь
571,November::N,ноември,ноябрь
572,Dezember::N,декември,декабрь
573,Montag::N,понеделник,оршот
574,Dienstag::N,вторник,шинара
575,Mittwoch::N,сряда,кхаара
576,Donnerstag::N,четвъртък,еара
577,Freitag::N,петък,пӏераска
578,Samstag::N,събота,шот
579,Sonntag::N,неделя,кӏиранде
580,groß::A,едър,доккха
581,groß::A,голям,доккха
582,klein::A,малък,кегий
583,klein::A,дребен,кегий
584,lang::A,дълъг,еха
585,kurz::A,къс,доца
586,breit::A,широк,шуьйра
587,schmal::A,тесен,готта
588,dicht::A,гъст,луьста
589,dick[Gegenstand]::A,дебел,стомма
590,dünn::A,тънък,дуткъа
591,fein::A,фин,ховха
592,fein::A,тънък,ховха
593,fest::A,твърд,чӏогӏа
594,fest::A,плътен,чӏогӏа
595,flach::A,равен,чӏапа
596,flach::A,плосък,чӏапа
597,glatt::A,гладък,шера
598,hart::A,твърд,чӏогӏa
599,hart::A,корав,чӏогӏa
600,weich::A,мек,кӏеда
601,rund::A,кръгъл,горга
602,spitz::A,островръх,ира
603,scharf::A,остър,ира
604,stumpf::A,тъп,аьртa
605,schwer::A,тежък,деза
606,schön::A,хубав,хаза
607,schön::A,красив,хаза
608,heiß::A,жарък,довха
609,warm::A,топъл,довха
610,kalt::A,студен,шийла
611,kühl::A,хладен,шийла
612,frisch::A,свеж,керла
613,feucht::A,влажен,тӏуьна
614,nass::A,мокър,тӏеда
615,trocken::A,сух,eкъа
616,voll::A,пълен,дуьзна
617,leer::A,празен,яьсса
618,offen::A,откровен,диллина
619,geschlossen::A,закрит,дӏакъевлина
620,geschlossen::A,закрит,дӏачӏагӏдина
621,geschlossen::A,затворен,дӏакъевлина
622,geschlossen::A,затворен,дӏачӏагӏдина
623,sauber::A,чист,цӏена
624,schmutzig::A,мръсен,боьха
625,roh::A,суров,буьйда
626,reif::A,зрял,хилла
627,lecker::A,вкусен,чоме
628,süß::A,сладък,мерза
629,bitter::A,горчив,къаьхьа
630,sauer::A,кисел,муьста
631,hell::A,ясен,сирла
632,hell::A,светъл,сирла
633,dunkel::A,тъмен,бодане
634,schwarz::A,черен,ӏаьржа
635,weiß::A,бял,кӏайн
636,rot::A,червен,цӏен
637,gelb::A,жълт,можа
638,blau::A,син,сийна
639,grün::A,зелен,баьццара
640,grau::A,сив,cира
641,grau::A,сив,мокха
642,bunt::A,шарен,къорза
643,bunt::A,пъстър,къорза
644,billig::A,евтин,дораха
645,teuer::A,скъп,деза
646,wertvoll::A,ценен,мехала
647,blind::A,сляп,бӏаьрзе
648,taub::A,глух,къора
649,kräftig::A,силен,нуьцкъала
650,stark::A,здрав,зоьртала
651,stark::A,здрав,нуьцкъала
652,stark::A,силен,зоьртала
653,stark::A,силен,нуьцкъала
654,schwach::A,слаб,гӏорасиза
655,fett::A,тлъст,дерстана
656,schlank::A,тънък,куц долу
657,schlank::A,строен,куц долу
658,hübsch::A,хубав,хаза
659,böse::A,зъл,вон
660,dumm::A,глупав,сонта
661,faul::A,ленив,мало ен
662,faul::A,мързелив,мало ен
663,fleißig::A,прилежен,тӏера
664,geizig::A,скъпернически,пис
665,geizig::A,скъпернически,сутара
666,klug::A,умен,хьекъале
667,klug::A,разумен,хьекъале
668,geschickt::A,умел,тӏахъаьлла
669,geschickt::A,сръчен,тӏахъаьлла
670,lieb::A,мил,хьоме
671,lieb::A,драг,хьоме
672,lustig::A,весел,самукъане
673,sanft::A,нежен,кlеда
674,sanft::A,кротък,кlеда
675,hungrig::A,гладен,меца
676,krank::A,болен,цомгуш долу
677,nackt::A,гол,дерзана
678,traurig::A,тъжен,самукъане воцу
679,traurig::A,печален,самукъане воцу
680,lebendig::A,жив,дийна
681,gut::A,добър,дика
682,schlecht::A,лош,вон
683,richtig::A,правилен,нийса
684,schlimm::A,лош,вон
685,wahr::A,верен,бакъдолу
686,wahr::A,истински,бакъдолу
687,alt::A,стар,къена
688,alt::A,древен,къена
689,neu::A,нов,керла
690,ehemalig::A,бивш,хилла
691,alt[Lebewesen]::A,стар,къена
692,jung::A,млад,къона
693,arm::A,беден,къен
694,reich::A,богат,хьоле
695,bekannt::A,познат,девзаш долу
696,bekannt::A,известен,девзаш долу
697,berühmt::A,почут,цӏеяхана
698,berühmt::A,известен,цӏеяхана
699,fremd::A,чужд,нехан
700,verschieden::A,разен,тайп-тайпанара
701,verschieden::A,различен,тайп-тайпанара
702,nah::A,близък,гергара
703,fern::A,далечен,гена
704,fern::A,далечен,генара
705,linker::A,ляв,аьрру
706,rechter::A,прав,аьтту
707,anderer::A,друг,кхин
708,erster::A,пръв,хьалхара
709,erster::A,първи,хьалхара
710,zweiter::A,втори,шолгIа
711,dritter::A,трети,кхоалгӏа
712,letzter::A,последен,тӏаьххьара
713,allein::ADV,само,цхьаъ
714,auf einmal::ADV,същевременно,цу сохьтта
715,zusammen::ADV,заедно,цхьана
716,lange::ADV,дълго,дукха
717,plötzlich::ADV,изведнъж,цIеххьана
718,sofort::ADV,веднага,цу сохьтта
719,später::ADV,по-късно,тӏаьхьо
720,jetzt::ADV,сега,хӏинца
721,heute::ADV,днес,тахана
722,morgen::ADV,утре,кхана
723,bald::ADV,скоро,кеста
724,dann::ADV,после,тӏаккха
725,dann::ADV,тогава,тӏаккха
726,gestern::ADV,вчера,селхана
727,einst::ADV,някога,цкъа
728,damals::ADV,тогава,хӏетахьь
729,danach::ADV,после,тӏаккха
730,danach::ADV,след това,тӏаккха
731,vorher::ADV,преди,хьалхa
732,vorher::ADV,преди това,хьалхa
733,zuerst::ADV,най-напред,хьалха
734,einmal::ADV,веднъж,цкъа
735,einmal::ADV,един път,цкъа
736,manchmal::ADV,понякога,цкъаццкъа
737,oft::ADV,често,кест-кеста
738,immer::ADV,винаги,даим
739,niemals::ADV,никога,цкъа а
740,hier::ADV,тук,кхузахь
741,hier::ADV,тука,кхузахь
742,hierhin::ADV,насам,кхуза
743,von hier::ADV,оттук,кхузара
744,von hier::ADV,оттука,кхузара
745,dort::ADV,там,цигахь
746,dorthin::ADV,натам,цига
747,dorthin::ADV,нататък,цига
748,geradeaus::ADV,направо,нийса дӏа
749,vorwärts::ADV,напред,хьалха
750,rückwärts::ADV,назад,юха
751,zurück::ADV,обратно,юха
752,unten::ADV,долу,лахахь
753,hinab::ADV,надолу,охьа
754,oben::ADV,горе,лакхахь
755,hinauf::ADV,нагоре,хьала
756,überall::ADV,навсякъде,массанхьа
757,nicht::ADV,не,ца
758,ein wenig::ADV,малко,кӏеззиг
759,kaum::ADV,едва,халла
760,kaum::ADV,едвам,халла
761,sehr::ADV,много,вуно
762,sehr::ADV,твърде,вуно
763,so::ADV,тъй,
764,so::ADV,така,
765,noch::ADV,още,кхин
766,nur::ADV,само,бен ...ца
767,schon::ADV,вече,хӏинцале
768,wieder::ADV,пак,юха а
769,wieder::ADV,отново,юха а
770,vergebens::ADV,напразно,эрна
771,vor::PRP,пред,хьалха
772,hinter::PRP,зад,тӏехьа
773,unter::PRP,под,кIелахь
774,durch::PRP,през,чекх
775,neben::PRP,до,юххе
776,neben::PRP,при,юххе
777,zwischen::PRP,между,юккъехь
778,zwischen::PRP,помежду,юккъехь
779,wegen::PRP,заради,дуьхьа
780,dies::PRN,този,и
781,dies::PRN,този,иза
782,das::PRN,туй,и
783,das::PRN,туй,иза
784,das::PRN,това,и
785,das::PRN,това,иза
786,alles::PRN,всичко,дерриг
787,ich::PRN,аз,cо
788,du::PRN,ти,хьо
789,er::PRN,той,и
790,er::PRN,той,иза
791,wir::PRN,ние,тхо
792,wir::PRN,ние,вай
793,ihr::PRN,вие,шу
794,sie::PRN,те,уьш
795,was::FPRN,що,хӏун
796,was::FPRN,какво,хӏун
797,wer::FPRN,кой,мила
798,wo::FADV,къде,мичaхь
799,wohin::FADV,накъде,мича
800,wohin::FADV,накъдето,мича
801,wie::FADV,как,муха
802,warum::FADV,защо,хӏунда
803,wieviel::FNUM,колко,мел
804,wieviel::FNUM,колко,маса
805,eins::NUM,един,цхьаъ
806,zwei::NUM,два,шиъ
807,drei::NUM,три,кхоъ
808,vier::NUM,четири,диъ
809,fünf::NUM,пет,пхиъ
810,sechs::NUM,шест,ялх
811,sieben::NUM,седем,ворхӏ
812,acht::NUM,осем,бархӏ
813,neun::NUM,девет,исс
814,zehn::NUM,десет,итт
815,elf::NUM,единайсет,цхьайтта
816,elf::NUM,единадесет,цхьайтта
817,zwölf::NUM,дванайсет,шийтта
818,zwölf::NUM,дванадесет,шийтта
819,zwanzig::NUM,двайсет,ткъа
820,zwanzig::NUM,двадесет,ткъа
