,Concept_ID,cs,ar
79,Feuer::N,oheň,نار
80,Licht::N,světlo,نور
81,Licht::N,světlo,ضوء
82,Schatten::N,stín,ظل
83,Schatten::N,stín,فيء
84,Wetter::N,počasí,جو
85,Wetter::N,počasí,طقس
86,Nebel::N,mlha,ضباب
87,Wolke::N,mrak,غيمة
88,Wolke::N,mrak,سحابة
89,Wolke::N,oblak,غيمة
90,Wolke::N,oblak,سحابة
91,Regen::N,déšť,مطر
92,Schnee::N,sníh,ثلج
93,Eis::N,led,جليد
94,Frost::N,mráz,صقيع
95,Kälte::N,chlad,برد
96,Hitze::N,horko,حر
97,Hitze::N,horko,حرارة
98,Raureif::N,jinovatka,صقيع
99,Regenbogen::N,duha,قوس قزح
100,Donner::N,hrom,رعد
101,Strömung::N,proudění,تيار
102,Tropfen::N,kapka,قطرة
103,Schaum::N,pěna,زبد
104,Schaum::N,pěna,رغوة
105,Schmutz::N,špína,وسخ
106,See::N,jezero,بحيرة
107,Sumpf::N,močál,مستنقع
108,Sumpf::N,bažina,مستنقع
109,Moor::N,bažina,مستنقع
110,Moor::N,slatina,مستنقع
111,Wiese::N,louka,مرج
112,Wald::N,les,غابة
113,Hügel::N,kopec,تل
114,Anhöhe::N,pahorek,تل
115,Berg::N,hora,جبل
116,Gipfel::N,vrchol,قمة
117,Höhle::N,jeskyně,كهف
118,Abhang::N,svah,منحدر
119,Abhang::N,stráň,منحدر
120,Quelle::N,pramen,منبع
121,Bach::N,potok,مجرى
122,Fluss::N,řeka,نهر
123,Ufer::N,břeh,ضفة
124,Küste::N,pobřeží,ساحل
125,Festland::N,souš,بر
126,Festland::N,pevnina,بر
127,Meer::N,moře,بحر
128,Bucht::N,záliv,خليج
129,Bucht::N,zátoka,خليج
130,Insel::N,ostrov,جزيرة
131,Blume::N,květina,زهرة
132,Gras::N,tráva,حشيش
133,Wurzel::N,kořen,أصل
134,Baum::N,strom,شجرة
135,Stamm::N,kmen,جذع
136,Rinde::N,kůra,قشرة
137,Ast::N,větev,فرع
138,Zweig::N,větev,غصن
139,Blatt::N,lupen,ورقة
140,Birke::N,bříza,قضبان
141,Kiefer[Baum]::N,sosna,صنوبرة
142,Kiefer[Baum]::N,borovice,صنوبرة
143,Weide[Baum]::N,vrba,صفصاف
144,Tanne::N,jedle,شوح
145,Tanne::N,jedle,تبوب
146,Horn::N,roh,قرن
147,Feder::N,pero,ريشة
148,Fell::N,srst,فرو
149,Flügel::N,křídlo,جناح
150,Klaue::N,dráp,مخلب
151,Klaue::N,pazneht,مخلب
152,Kralle::N,dráp,مخلب
153,Schwanz::N,ocas,ذيل
154,Ei::N,vejce,بيض
155,Nest::N,hnízdo,عش
156,Bau::N,nora,جحر
157,Tier::N,zvíře,حيوان
158,Herde::N,stádo,قطيع
159,Kuh::N,kráva,بقرة
160,Bulle::N,býk,ثور
161,Pferd::N,kůň,خيل
162,Schaf::N,ovce,شاة
163,Schwein::N,vepř,خنزير
164,Schwein::N,prase,خنزير
165,Hund::N,pes,كلب
166,Katze::N,kočka,قطة
167,Bär::N,medvěd,دب
168,Eichhörnchen::N,veverka,سنجاب
169,Elch::N,los,موظ
170,Fuchs::N,liška,ثعلب
171,Hase::N,zajíc,أرنب
172,Maus::N,myš,فأرة
173,Wolf::N,vlk,ذئب
174,Vogel::N,pták,طير
175,Schwarm::N,roj,سرب
176,Schwarm::N,hejno,سرب
177,Huhn::N,kuře,دجاجة
178,Huhn::N,slepice,دجاجة
179,Hahn::N,kohout,ديك
180,Gans::N,husa,وزة
181,Adler::N,orel,نسر
182,Ente::N,kachna,بطة
183,Eule::N,sova,بوم
184,Kranich::N,jeřáb,كركي
185,Krähe::N,vrána,غراب
186,Kuckuck::N,kukačka,وقواق
187,Schwan::N,labuť,إوز عراقي
188,Fisch::N,ryba,سمك
189,Barsch::N,okoun,فرخ أوربي
190,Hecht::N,štika,سمك الكراكي
191,Schlange[Tier]::N,had,حية
192,Schlange[Tier]::N,had,ثعبان
193,Wurm::N,červ,دودة
194,Spinne::N,pavouk,عنكبوت
195,Ameise::N,mravenec,نملة
196,Laus::N,veš,قملة
197,Mücke::N,komár,ناموسة
198,Fliege::N,moucha,ذبابة
199,Schmetterling::N,motýl,فراشة
200,Beere::N,bobule,حبة
201,Apfel::N,jablko,تفاح
202,Pilz::N,houba,فطر
203,Zwiebel::N,cibule,بصل
204,Saat::N,osivo,زرع
205,Korn::N,zrno,حبة
206,Heu::N,seno,دريس
207,Schale::N,slupka,قشرة
208,Schale::N,skořápka,قشرة
209,Grube::N,jáma,نقرة
210,Falle::N,past,فخ
211,Falle::N,past,مصيدة
212,Falle::N,léčka,فخ
213,Falle::N,léčka,مصيدة
214,Schlinge::N,smyčka,عروة
215,Spur::N,stopa,أثر
216,Asche::N,popel,رماد
217,Dreck::N,špína,قذر
218,Eisen::N,železo,حديد
219,Gold::N,zlato,ذهب
220,Silber::N,stříbro,فضة
221,Kohle::N,uhlí,فحم
222,Glas::N,sklo,زجاج
223,Lehm::N,jíl,طين
224,Lehm::N,hlína,طين
225,Sand::N,písek,رمل
226,Mensch::N,člověk,إنسان
227,Mann::N,muž,رجل
228,Frau::N,žena,امرأة
229,Kind::N,dítě,طفل
230,Junge::N,hoch,ولد
231,Junge::N,chlapec,ولد
232,Mädchen::N,děvče,بنت
233,Familie::N,rodina,عائلة
234,Großvater::N,děd,جد
235,Großvater::N,dědeček,جد
236,Großmutter::N,babička,جدة
237,Eltern::N,rodiče,أبوان
238,Eltern::N,rodiče,والدان
239,Vater::N,otec,أب
240,Mutter::N,matka,أم
241,Sohn::N,syn,إبن
242,Tochter::N,dcera,بنت
243,Tochter::N,dcera,إبنة
244,Bruder::N,bratr,أخ
245,Bruder::N,bratr,شقيق
246,Schwester::N,sestra,أخت
247,Onkel::N,strýc,عم
248,Tante::N,teta,عمة
249,Ehemann::N,choť,زوج
250,Ehemann::N,manžel,زوج
251,Ehefrau::N,choť,زوجة
252,Ehefrau::N,manželka,زوجة
253,Freude::N,radost,فرح
254,Freude::N,radost,سرور
255,Gelächter::N,smích,قهقهة
256,Glück::N,štěstí,سعادة
257,Kummer::N,žal,غم
258,Kummer::N,trápení,غم
259,Wunsch::N,přání,منية
260,Lust::N,chuť,شهوة
261,Geist::N,duch,روح
262,Gedanke::N,myšlenka,فكرة
263,Gedächtnis::N,paměť,ذاكرة
264,Verstand::N,rozum,عقل
265,Sinn::N,smysl,معنى
266,Grund::N,důvod,سبب
267,Wahrheit::N,pravda,حقيقة
268,Gespräch::N,rozhovor,محادثة
269,Märchen::N,pohádka,خرافة
270,Erzählung::N,povídka,قصة
271,Erzählung::N,povídka,حكاية
272,Nachricht::N,zpráva,خبر
273,Neuigkeit::N,novina,خبر جديد
274,Neuigkeit::N,novinka,خبر جديد
275,Name::N,jméno,اسم
276,Rätsel::N,hádanka,لغز
277,Rede::N,řeč,خطبة
278,Rede::N,proslov,خطبة
279,Sprache::N,řeč,لغة
280,Sprache::N,jazyk,لغة
281,Stimme::N,hlas,صوت
282,Wort::N,slovo,كلمة
283,Zeichen::N,znamení,رمز
284,Zeichen::N,znamení,إشارة
285,Ruf::N,zavolání,نداء
286,Lärm::N,hluk,صخب
287,Lärm::N,hluk,ضجة
288,Laut::N,zvuk,صوت
289,Ton::N,tón,نغمة
290,Lied::N,píseň,أغنية
291,Ruhe::N,klid,هدوء
292,Ruhe::N,pokoj,هدوء
293,Leute::N,lidé,ناس
294,Volk::N,národ,شعب
295,Arbeit::N,práce,عمل
296,Gast::N,host,ضيف
297,Geschenk::N,dar,هدية
298,Spiel::N,hra,لعب
299,Gesellschaft::N,společnost,صحبة
300,Hilfe::N,pomoc,عون
301,Hilfe::N,pomoc,مساعدة
302,Freund::N,přítel,صديق
303,Kamerad::N,kamarád,زميل
304,Angelegenheit::N,záležitost,أمر
305,Angelegenheit::N,záležitost,شأن
306,Anzahl::N,počet,عدد
307,Art::N,druh,نوع
308,Stück::N,kus,قطعة
309,Stück::N,kousek,قطعة
310,Teil::N,díl,قسم
311,Teil::N,část,قسم
312,Hälfte::N,půl,نصف
313,Kreis::N,kruh,دائرة
314,Kreuz::N,kříž,صليب
315,Linie::N,linka,خط
316,Strich::N,čára,شرطة
317,Strich::N,čárka,شرطة
318,Abstand::N,vzdálenost,مسافة
319,Entfernung::N,vzdálenost,بعد
320,Gegend::N,krajina,ناحية
321,Platz::N,prostor,فراغ
322,Ort::N,místo,مكان
323,Seite::N,strana,جانب
324,Mitte::N,střed,وسط
325,Mitte::N,prostředek,وسط
326,Gegenstand::N,předmět,موضوع
327,Sache::N,věc,شيء
328,Rand::N,kraj,حافة
329,Rand::N,okraj,حافة
330,Kante::N,hrana,حافة
331,Ecke::N,roh,ركن
332,Spitze::N,hrot,سن
333,Spitze::N,špička,سن
334,Ende::N,konec,طرف
335,Loch::N,díra,ثقب
336,Winkel::N,kout,زاوية
337,Muster::N,vzor,عينة
338,Größe::N,velikost,حجم
339,Länge::N,délka,طول
340,Höhe::N,výška,علو
341,Höhe::N,výška,ارتفاع
342,Gewicht::N,váha,وزن
343,Menge::N,množství,كمية
344,Haufen::N,kupa,كوم
345,Haufen::N,hromada,كوم
346,Reihe::N,řada,صف
347,Reihe::N,řádek,صف
348,Boot::N,člun,قارب
349,Boot::N,člun,زورق
350,Ruder::N,veslo,مجذاف
351,Schlitten::N,sáně,مزلقة
352,Ski::N,lyže,زلاجة
353,Lagerfeuer::N,táborák,نار المخيم
354,Last::N,náklad,حمل
355,Last::N,břemeno,حمل
356,Gang::N,chůze,مشية
357,Gang::N,chodba,مشية
358,Schritt::N,krok,خطوة
359,Norden::N,sever,شمال
360,Süden::N,jih,جنوب
361,Westen::N,západ,غرب
362,Osten::N,východ,شرق
363,Holz::N,dřevo,خشب
364,Brett::N,prkno,لوح
365,Platte::N,deska,صفيحة
366,Stütze::N,opěra,سند
367,Stütze::N,opěra,دعامة
368,Stange::N,tyč,عود
369,Stange::N,tyčka,عود
370,Stock::N,hůlka,عصا
371,Stab::N,hůl,قضيب
372,Rohr::N,trubka,أنبوبة
373,Haus::N,dům,دار
374,Haus::N,dům,بيت
375,Heim::N,domov,بيت
376,Heim::N,domov,مسكن
377,Ofen::N,kamna,مدفأة
378,Fußboden::N,podlaha,أرضية
379,Tisch::N,stůl,مائدة
380,Stuhl::N,židle,كرسي
381,Wiege::N,kolébka,مهد
382,Bett::N,postel,سرير
383,Regal::N,regál,رف
384,Regal::N,police,رف
385,Kiste::N,bedna,صندوق
386,Fenster::N,okno,شباك
387,Fenster::N,okno,نافذة
388,Tür::N,dveře,باب
389,Tor::N,vrata,بوابة
390,Zaun::N,plot,سياج
391,Dach::N,střecha,سطح
392,Leiter::N,žebřík,سلم
393,Besen::N,koště,مكنسة
394,Besen::N,smeták,مكنسة
395,Spaten::N,rýč,مسحاة
396,Schaufel::N,lopata,مجرفة
397,Gabel::N,vidlička,شوكة
398,Löffel::N,lžíce,ملعقة
399,Messer::N,nůž,سكين
400,Nagel::N,hřebík,مسمار
401,Netz::N,síť,شبكة
402,Haken::N,hák,خطاف
403,Haken::N,hák,صنارة
404,Griff::N,držadlo,قبضة
405,Schloss::N,zámek,قفل
406,Bild::N,obraz,صورة
407,Figur::N,figura,تمثال
408,Puppe::N,panenka,دمية
409,Beutel::N,pytlík,كيس
410,Bündel::N,svazek,ربطة
411,Tasche::N,taška,شنطة
412,Tasche::N,taška,محفظة
413,Tasche::N,brašna,شنطة
414,Tasche::N,brašna,محفظة
415,Eimer::N,kýbl,سطل
416,Eimer::N,kýbl,جردل
417,Eimer::N,vědro,سطل
418,Eimer::N,vědro,جردل
419,Deckel::N,víko,سداد
420,Deckel::N,příklop,سداد
421,Geschirr::N,nádobí,أوان
422,Sack::N,pytel,زكيبة
423,Tasse::N,šálek,فنجان
424,Topf::N,hrnec,قدر
425,Topf::N,hrnec,طنجرة
426,Kessel::N,kotel,قدر
427,Kessel::N,kotel,غلاية
428,Essen::N,jídlo,طعام
429,Nahrung::N,strava,غذاء
430,Nahrung::N,potrava,غذاء
431,Speise::N,jídlo,أكل
432,Fleisch::N,maso,لحم
433,Getreide::N,obilí,حبوب
434,Brei::N,kaše,عصيدة
435,Brot::N,chléb,خبز
436,Scheibe::N,krajíc,شريحة
437,Fett::N,tuk,سمن
438,Fett::N,omastek,سمن
439,Butter::N,máslo,زبدة
440,Öl::N,olej,زيت
441,Salz::N,sůl,ملح
442,Suppe::N,polévka,حساء
443,Suppe::N,polévka,شربة
444,Honig::N,med,عسل
445,Milch::N,mléko,حليب
446,Tee::N,čaj,شاي
447,Leder::N,kůže,جلد
448,Wolle::N,vlna,صوف
449,Stoff::N,látka,قماش
450,Nadel::N,jehla,إبرة
451,Faden::N,nit,خيط
452,Knopf::N,knoflík,زر
453,Knoten::N,uzel,عقدة
454,Farbe::N,barva,صبغة
455,Kleidung::N,šaty,ملابس
456,Kleidung::N,šatstvo,ملابس
457,Hemd::N,košile,قميص
458,Kragen::N,límec,ياقة
459,Ärmel::N,rukáv,كم
460,Hose::N,kalhoty,سروال
461,Hose::N,kalhoty,بنطلون
462,Gürtel::N,pás,حزام
463,Gürtel::N,opasek,حزام
464,Mütze::N,čepice,طاقية
465,Schuh::N,bota,حذاء
466,Stiefel::N,holínka,جزمة
467,Stiefel::N,holínka,حذاء طويل
468,Ring::N,prsten,حلقة
469,Band::N,pásek,شريط
470,Kamm::N,hřeben,مشط
471,Spiegel::N,zrcadlo,مرآة
472,Riemen::N,řemen,سير
473,Schnur::N,šňůra,حبل
474,Schnur::N,šňůra,دوبارة
475,Leine::N,vodítko,قيد
476,Decke::N,pokrývka,بطانية
477,Decke::N,přikrývka,بطانية
478,Kissen::N,polštář,وسادة
479,Tuch::N,šátek,منديل
480,Handtuch::N,ručník,فوطة
481,Handtuch::N,ručník,منشفة
482,Kraft::N,síla,قدرة
483,Stärke::N,síla,قوة
484,Gesundheit::N,zdraví,صحة
485,Krankheit::N,nemoc,مرض
486,Krankheit::N,choroba,مرض
487,Schmerz::N,bolest,ألم
488,Schmerz::N,bolest,وجع
489,Wunde::N,rána,جرح
490,Fieber::N,horečka,حمى
491,Arznei::N,lék,دواء
492,Brücke::N,most,جسر
493,Brunnen::N,studna,بئر
494,Weide::N,pastva,مرعى
495,Weide::N,pastvina,مرعى
496,Pfad::N,pěšina,درب
497,Weg::N,cesta,سكة
498,Straße::N,silnice,طريق
499,Dorf::N,vesnice,قرية
500,Stadt::N,město,مدينة
501,Brief::N,dopis,خطاب
502,Brief::N,dopis,مكتوب
503,Buch::N,kniha,كتاب
504,Buchstabe::N,písmeno,حرف
505,Zeitung::N,noviny,جريدة
506,Leben::N,život,عيش
507,Leben::N,život,حياة
508,Tod::N,smrt,موت
509,Tod::N,smrt,وفاة
510,Grab::N,hrob,قبر
511,Kirche::N,kostel,كنيسة
512,Sünde::N,hřích,خطيئة
513,Gott::N,bůh,إله
514,Arbeiter::N,dělník,عامل
515,Arbeiter::N,pracovník,عامل
516,Chef::N,šéf,رئيس
517,Chef::N,vedoucí,رئيس
518,Meister::N,mistr,أسطى
519,Arzt::N,lékař,طبيب
520,Lehrer::N,učitel,مدرس
521,Geld::N,peníze,نقود
522,Geschäft::N,obchod,صفقة
523,Laden::N,krám,دكان
524,Preis::N,cena,سعر
525,Ware::N,zboží,بضاعة
526,Nutzen::N,užitek,فائدة
527,Reichtum::N,bohatství,غنى
528,Reichtum::N,bohatství,ثروة
529,Welt::N,svět,عالم
530,Welt::N,svět,دنيا
531,Land::N,země,بلد
532,Staat::N,stát,دولة
533,König::N,král,ملك
534,Macht::N,moc,سلطة
535,Macht::N,mocnost,سلطة
536,Grenze::N,hranice,حدود
537,Krieg::N,válka,حرب
538,Feind::N,nepřítel,عدو
539,Gewalt::N,násilí,عنف
540,Kampf::N,boj,قتال
541,Bogen[Waffe]::N,luk,قوس
542,Pfeil::N,šíp,سهم
543,Gewehr::N,puška,بندقية
544,Gewehr::N,ručnice,بندقية
545,Fehler::N,chyba,خطأ
546,Lüge::N,lež,كذب
547,Schaden::N,škoda,تلف
548,Unglück::N,neštěstí,نحس
549,Schuld::N,vina,ذنب
550,Alter::N,věk,سن
551,Alter::N,věk,عمر
552,Schluss::N,konec,ختام
553,Schluss::N,konec,نهاية
554,Zeit::N,čas,وقت
555,Tag::N,den,يوم
556,Morgen::N,ráno,صباح
557,Morgen::N,jitro,صباح
558,Mittag::N,poledne,ظهر
559,Abend::N,večer,مساء
560,Nacht::N,noc,ليلة
561,Woche::N,týden,أسبوع
562,Monat::N,měsíc,شهر
563,Jahr::N,rok,عام
564,Jahr::N,rok,سنة
565,Frühling::N,jaro,ربيع
566,Sommer::N,léto,صيف
567,Herbst::N,podzim,خريف
568,Winter::N,zima,شتاء
569,Januar::N,leden,يناير
570,Januar::N,leden,كانون الثاني
571,Februar::N,únor,شباط
572,Februar::N,únor,فبراير
573,März::N,březen,آذار
574,März::N,březen,مارس
575,April::N,duben,نيسان
576,Mai::N,květen,مايو
577,Juni::N,červen,يونيو
578,Juni::N,červen,حزيران
579,Juli::N,červenec,تموز
580,Juli::N,červenec,يوليو
581,August::N,srpen,آب
582,August::N,srpen,أغسطس
583,September::N,září,أيلول
584,September::N,září,سبتمبر
585,Oktober::N,říjen,أكتوبر
586,Oktober::N,říjen,تشرين الأول
587,November::N,listopad,نوفمبر
588,November::N,listopad,تشرين الثاني
589,Dezember::N,prosinec,ديسمبر
590,Dezember::N,prosinec,كانون الأول
591,Montag::N,pondělí,يوم الاثنين
592,Montag::N,pondělek,يوم الاثنين
593,Dienstag::N,úterý,يوم الثلاثاء
594,Mittwoch::N,středa,يوم الأربعاء
595,Donnerstag::N,čtvrtek,يوم الخميس
596,Freitag::N,pátek,يوم الجمعة
597,Samstag::N,sobota,يوم السبت
598,Sonntag::N,neděle,يوم الأحد
599,groß::A,velký,كبير
600,klein::A,malý,صغير
601,lang::A,dlouhý,طويل
602,kurz::A,krátký,قصير
603,breit::A,široký,واسع
604,schmal::A,úzký,ضيق
605,dicht::A,hustý,كث
606,dicht::A,hustý,كثيف
607,dick[Gegenstand]::A,tlustý,غليظ
608,dünn::A,tenký,رفيع
609,fein::A,jemný,رقيق
610,fest::A,pevný,متين
611,flach::A,plochý,سهل
612,flach::A,plochý,منبسط
613,flach::A,placatý,سهل
614,flach::A,placatý,منبسط
615,glatt::A,hladký,ناعم
616,hart::A,tvrdý,صلب
617,hart::A,tvrdý,جامد
618,weich::A,měkký,لين
619,rund::A,kulatý,مستدير
620,rund::A,okrouhlý,مستدير
621,spitz::A,špičatý,مدبب
622,scharf::A,ostrý,حاد
623,stumpf::A,tupý,ثالم
624,schwer::A,těžký,ثقيل
625,schön::A,pěkný,جميل
626,schön::A,krásný,جميل
627,heiß::A,horký,حار
628,heiß::A,horký,ساخن
629,warm::A,teplý,دافئ
630,kalt::A,studený,بارد
631,kühl::A,chladný,قر
632,frisch::A,svěží,طازج
633,feucht::A,vlhký,رطب
634,nass::A,mokrý,مبلول
635,trocken::A,suchý,جاف
636,voll::A,plný,ملء
637,leer::A,prázdný,خال
638,leer::A,prázdný,فارغ
639,offen::A,otevřený,مفتوح
640,geschlossen::A,zavřený,مغلق
641,sauber::A,čistý,نظيف
642,schmutzig::A,špinavý,قذر
643,roh::A,syrový,نيء
644,reif::A,zralý,ناضج
645,lecker::A,chutný,لذيذ
646,süß::A,sladký,حلو
647,bitter::A,hořký,مر
648,sauer::A,kyselý,حامض
649,hell::A,světlý,نير
650,dunkel::A,temný,مظلم
651,schwarz::A,černý,أسود
652,weiß::A,bílý,أبيض
653,rot::A,rudý,أحمر
654,rot::A,červený,أحمر
655,gelb::A,žlutý,أصفر
656,blau::A,modrý,أزرق
657,grün::A,zelený,أخضر
658,grau::A,šedý,رمادي
659,grau::A,šedivý,رمادي
660,bunt::A,pestrý,ملوب
661,billig::A,levný,رخيص
662,billig::A,laciný,رخيص
663,teuer::A,drahý,غال
664,wertvoll::A,cenný,ثمين
665,blind::A,slepý,أعمى
666,taub::A,hluchý,أصم
667,taub::A,hluchý,أطرش
668,kräftig::A,silný,قوي
669,stark::A,silný,قوي
670,schwach::A,slabý,ضعيف
671,fett::A,tučný,سمين
672,fett::A,tlustý,سمين
673,schlank::A,štíhlý,أهيف
674,hübsch::A,hezký,جميل
675,böse::A,zlý,رديء
676,dumm::A,hloupý,أبله
677,dumm::A,hloupý,أحمق
678,faul::A,líný,كسلان
679,fleißig::A,pilný,مجتهد
680,geizig::A,lakomý,بخيل
681,klug::A,chytrý,ذكي
682,klug::A,chytrý,عاقل
683,geschickt::A,šikovný,ماهر
684,lieb::A,milý,عزيز
685,lustig::A,veselý,مرح
686,sanft::A,mírný,حليم
687,hungrig::A,hladový,جائع
688,krank::A,nemocný,مريض
689,nackt::A,nahý,عار
690,traurig::A,smutný,حزين
691,traurig::A,truchlivý,حزين
692,lebendig::A,živý,حي
693,gut::A,dobrý,جيد
694,schlecht::A,špatný,سيء
695,richtig::A,pravý,صحيح
696,richtig::A,správný,صحيح
697,schlimm::A,zlý,خبيث
698,wahr::A,pravdivý,حق
699,alt::A,starý,قديم
700,neu::A,nový,جديد
701,ehemalig::A,bývalý,سابق
702,alt[Lebewesen]::A,starý,مسن
703,jung::A,mladý,شاب
704,jung::A,mladý,صغير
705,arm::A,chudý,فقير
706,reich::A,bohatý,غني
707,bekannt::A,známý,معلوم
708,berühmt::A,slavný,مشهور
709,fremd::A,cizí,أجنبي
710,verschieden::A,různý,مختلف
711,verschieden::A,rozličný,مختلف
712,nah::A,blízký,قريب
713,fern::A,daleký,بعيد
714,linker::A,levý,يسار
715,rechter::A,pravý,يمين
716,anderer::A,jiný,آخر
717,erster::A,první,أول
718,zweiter::A,druhý,ثان
719,dritter::A,třetí,ثالث
720,letzter::A,poslední,أخير
721,allein::ADV,sám,وحده
722,auf einmal::ADV,najednou,بالمرة
723,zusammen::ADV,spolu,معا
724,zusammen::ADV,dohromady,معا
725,lange::ADV,dlouho,مدة طويلة
726,plötzlich::ADV,vtom,فجأة
727,plötzlich::ADV,náhle,فجأة
728,sofort::ADV,hned,حالا
729,sofort::ADV,hned,فورا
730,sofort::ADV,ihned,حالا
731,sofort::ADV,ihned,فورا
732,später::ADV,později,فيما بعد
733,jetzt::ADV,teď,الآن
734,jetzt::ADV,teď,حاليا
735,jetzt::ADV,nyní,الآن
736,jetzt::ADV,nyní,حاليا
737,heute::ADV,dnes,اليوم
738,heute::ADV,dneska,اليوم
739,morgen::ADV,zítra,غدا
740,bald::ADV,brzo,قريبا
741,dann::ADV,pak,ثم
742,dann::ADV,potom,ثم
743,gestern::ADV,včera,أمس
744,gestern::ADV,včera,البارحة
745,einst::ADV,kdysi,قديما
746,damals::ADV,tehdy,حينئذ
747,damals::ADV,tenkrát,حينئذ
748,danach::ADV,podle toho,ثم
749,danach::ADV,podle toho,بعد ذلك
750,vorher::ADV,dříve,من قبل
751,vorher::ADV,dříve,قبل ذلك
752,vorher::ADV,napřed,من قبل
753,vorher::ADV,napřed,قبل ذلك
754,zuerst::ADV,nejprve,أولا
755,zuerst::ADV,nejdříve,أولا
756,einmal::ADV,jednou,مرة
757,manchmal::ADV,někdy,أحيانا
758,oft::ADV,často,كثيرا
759,immer::ADV,vždy,دائما
760,immer::ADV,stále,دائما
761,niemals::ADV,nikdy,لا أبدا
762,hier::ADV,zde,هنا
763,hier::ADV,tady,هنا
764,hierhin::ADV,sem,إلى هنا
765,von hier::ADV,odtud,من هنا
766,dort::ADV,tam,هناك
767,dorthin::ADV,tam,إلى هناك
768,geradeaus::ADV,rovně,إلى الأمام
769,vorwärts::ADV,kupředu,إلى الأمام
770,rückwärts::ADV,zpět,إلى الوراء
771,zurück::ADV,zpět,عودا
772,zurück::ADV,zpět,إلى الخلف
773,zurück::ADV,nazpět,عودا
774,zurück::ADV,nazpět,إلى الخلف
775,unten::ADV,dole,تحت
776,unten::ADV,dole,في الأسفل
777,hinab::ADV,dolů,إلى تحت
778,oben::ADV,nahoře,فوق
779,oben::ADV,nahoře,في الأعلى
780,oben::ADV,navrchu,فوق
781,oben::ADV,navrchu,في الأعلى
782,hinauf::ADV,nahoru,إلى فوق
783,hinauf::ADV,nahoru,إلى الأعلى
784,überall::ADV,všude,في كل مكان
785,nicht::ADV,ne,لا
786,nicht::ADV,ne,لم
787,ein wenig::ADV,trochu,قليلا
788,kaum::ADV,sotva,كاد لا
789,sehr::ADV,velmi,جدا
790,sehr::ADV,velmi,كثيرا
791,sehr::ADV,velice,جدا
792,sehr::ADV,velice,كثيرا
793,so::ADV,tak,كذا
794,so::ADV,tak,كذلك
795,so::ADV,takto,كذا
796,so::ADV,takto,كذلك
797,noch::ADV,ještě,ما زال
798,nur::ADV,jen,فقط
799,nur::ADV,jenom,فقط
800,schon::ADV,už,قد
801,schon::ADV,již,قد
802,wieder::ADV,zase,من جديد
803,wieder::ADV,zase,مرة أخرى
804,vergebens::ADV,marně,عبثا
805,vor::PRP,před,أمام
806,hinter::PRP,za,خلف
807,hinter::PRP,za,وراء
808,unter::PRP,pod,تحت
