,Concept_ID,es,ca
859,was::FPRN,qué,què
860,wer::FPRN,quién,qui
861,wo::FADV,dónde,on
862,wohin::FADV,adónde,cap a on
863,wohin::FADV,hacia dónde,cap a on
864,wie::FADV,cómo,com
865,warum::FADV,por qué,per què
866,wieviel::FNUM,cuánto,quant
867,eins::NUM,uno,u
868,zwei::NUM,dos,dos
869,drei::NUM,tres,tres
870,vier::NUM,cuatro,quatre
871,fünf::NUM,cinco,cinc
872,sechs::NUM,seis,sis
873,sieben::NUM,siete,set
874,acht::NUM,ocho,vuit
875,neun::NUM,nueve,nou
876,zehn::NUM,diez,deu
877,elf::NUM,once,onze
878,zwölf::NUM,doce,dotze
879,zwanzig::NUM,veinte,vint
880,dreißig::NUM,treinta,trenta
881,vierzig::NUM,cuarenta,quaranta
882,fünfzig::NUM,cincuenta,cinquanta
883,sechzig::NUM,sesenta,seixanta
884,siebzig::NUM,setenta,setanta
885,achtzig::NUM,ochenta,vuitanta
886,neunzig::NUM,noventa,noranta
887,hundert::NUM,cien,cent
888,hundert::NUM,ciento,cent
889,tausend::NUM,mil,mil
890,und::CNJ,y,i
891,oder::CNJ,o,o
892,stehen::V,estar de pie,estar de peu
893,sitzen::V,estar sentado,seure
894,liegen::V,yacer,jeure
895,liegen::V,estar acostado,jeure
896,hängen::V,pender,penjar
897,werden::V,hacerse,fer-se
898,werden::V,hacerse,posar-se
899,passieren::V,suceder,succeir
900,beginnen::V,iniciarse,iniciar-se
901,beginnen::V,principiar,iniciar-se
902,enden::V,acabar,acabar-se
903,enden::V,acabar,terminar-se
904,enden::V,terminar,acabar-se
905,enden::V,terminar,terminar-se
906,wechseln::V,variar,canviar
907,wechseln::V,alternar,canviar
908,aufgehen[Sonne]::V,salir,sortir
909,untergehen[Sonne]::V,ponerse,posar-se
910,untergehen[Sonne]::V,descender,posar-se
911,scheinen[Sonne]::V,brillar,brillar
912,donnern::V,tronar,tronar
913,wehen::V,soplar,bufar
914,strömen::V,afluir,afluir
915,fließen::V,fluir,fluir
916,fließen::V,correr,fluir
917,sich drehen::V,girar,girar
918,schwanken::V,vacilar,vacil·lar
919,schwingen::V,oscilar,oscil·lar
920,fallen::V,caer,caure
921,fallen::V,caer,tombar
922,brennen::V,arder,cremar
923,brennen::V,quemar,cremar
924,rauchen::V,humear,fumejar
925,rauchen::V,echar humo,fumejar
926,regnen::V,llover,ploure
927,gefrieren::V,helarse,gelar-se
928,tauen::V,deshelarse,fondre's
929,schmelzen::V,fundirse,fondre's
930,schmelzen::V,derretirse,fondre's
931,trocknen::V,secarse,assecar-se
932,sieden::V,hervir,bullir
933,faulen::V,pudrirse,podrir-se
934,verfaulen::V,pudrirse,podrir-se
935,reißen::V,romperse,trencar-se
936,versinken::V,hundirse,enfonsar-se
937,vergehen::V,pasar,passar
938,erscheinen::V,aparecer,aparèixer
939,verschwinden::V,desaparecer,desaparèixer
940,sinken::V,bajar,baixar
941,sinken::V,bajar,descendir
942,abnehmen::V,decrecer,decréixer
943,abnehmen::V,disminuir,decréixer
944,zunehmen::V,crecer,augmentar
945,zunehmen::V,aumentar,augmentar
946,steigen::V,subir,pujar
947,steigen::V,ascender,pujar
948,wachsen::V,crecer,créixer
949,glänzen::V,brillar,brillar
950,glänzen::V,brillar,resplendir
951,glänzen::V,resplandecer,brillar
952,glänzen::V,resplandecer,resplendir
953,funkeln::V,chispear,espurnejar
954,lärmen::V,hacer ruido,fer soroll
955,läuten::V,sonar,sonar
956,läuten::V,repicar,sonar
957,klingeln::V,tocar el timbre,trucar
958,klirren::V,tintinear,dringar
959,brausen::V,zumbar,rugir
960,rauschen::V,murmurar,murmurar
961,klingen::V,sonar,sonar
962,bellen::V,ladrar,lladrar
963,heulen::V,ulular,udolar
964,blasen::V,soplar,bufar
965,pfeifen::V,silbar,xiular
966,schreien::V,gritar,cridar
967,stöhnen::V,gemir,gemegar
968,zittern::V,temblar,tremolar
969,leben::V,vivir,vīure
970,geboren werden::V,nacer,néixer
971,atmen::V,respirar,respirar
972,trinken::V,beber,beure
973,essen::V,comer,menjar
974,schlucken::V,tragar,empassar-se
975,müde werden::V,cansarse,cansar-se
976,müde werden::V,fatigarse,cansar-se
977,einschlafen::V,dormirse,adormir-se
978,schlafen::V,dormir,dormir
979,aufwachen::V,despertarse,despertar-se
980,aufstehen::V,levantarse,llevar-se
981,sich erholen::V,reposar,descansar
982,sich erholen::V,descansar,descansar
983,krank werden::V,caer enfermo,posar-se malalt
984,krank sein::V,estar enfermo,estar malalt
985,schmerzen::V,doler,doldre
986,husten::V,toser,tossir
987,genesen::V,convalecer,recuperar-se
988,genesen::V,restablecerse,recuperar-se
989,sterben::V,morir,morir
990,umkommen::V,perecer,perir
991,sich bewegen::V,moverse,moure's
992,sich rühren::V,rebullir,moure's
993,sich erheben::V,levantarse,aixecar-se
994,sich setzen::V,sentarse,asseure's
995,hinfallen::V,caerse,caure's
996,laufen::V,andar,caminar
997,schreiten::V,proceder,procedir
998,spazierengehen::V,pasear,passejar
999,spazierengehen::V,pasearse,passejar
1000,eilen::V,correr prisa,anar corrent
1001,sich beeilen::V,darse prisa,afanyar-se
1002,sausen::V,correr,córrer
1003,rennen::V,correr,córrer
1004,springen::V,saltar,saltar
1005,klettern::V,trepar,escalar
1006,klettern::V,escalar,escalar
1007,schaukeln::V,bambolearse,gronxar-se
1008,schaukeln::V,bambolearse,balancejar-se
1009,kriechen::V,reptar,reptar
1010,kriechen::V,reptar,arrossegar-se
1011,kriechen::V,arrastrarse,reptar
1012,kriechen::V,arrastrarse,arrossegar-se
1013,schwimmen::V,nadar,nadar
1014,tauchen::V,bucear,bussejar
1015,tauchen::V,bucear,submergir-se
1016,tauchen::V,sumergirse,bussejar
1017,tauchen::V,sumergirse,submergir-se
1018,rudern::V,remar,remar
1019,fahren::V,ir,anar
1020,fliegen::V,volar,volar
1021,gehen::V,ir,caminar
1022,gehen::V,andar,caminar
1023,weggehen::V,irse,anar-se'n
1024,weggehen::V,marcharse,anar-se'n
1025,abfahren::V,salir,partir
1026,abfahren::V,partir,partir
1027,anhalten::V,parar,aturar-se
1028,anhalten::V,pararse,aturar-se
1029,hineingehen::V,entrar,entrar
1030,eintreten::V,entrar,entrar
1031,kommen::V,venir,venir
1032,ankommen::V,llegar,arribar
1033,zurückkommen::V,volver,tornar
1034,zurückkommen::V,regresar,tornar
1035,bleiben::V,quedarse,quedar-se
1036,warten::V,esperar,esperar
1037,erwarten::V,esperar,esperar
1038,suchen::V,buscar,buscar
1039,finden::V,hallar,trobar
1040,finden::V,encontrar,trobar
1041,versuchen::V,intentar,intentar
1042,vorbereiten::V,preparar,preparar
1043,lieben::V,amar,estimar
1044,lieben::V,querer,estimar
1045,mögen::V,querer,agradar a
1046,lachen::V,reír,riure
1047,rühren::V,conmover,commoure
1048,rühren::V,conmover,emocionar
1049,weinen::V,llorar,plorar
1050,schimpfen::V,regañar,renyar
1051,sich ärgern::V,enfadarse,enfadar-se
1052,sich fürchten::V,tener miedo,tenir por
1053,fürchten::V,temer,témer
1054,fürchten::V,tener miedo a,témer
1055,fliehen::V,huir,fugir
1056,flüchten::V,escaparse,refugiar-se
1057,sehen::V,ver,veure
1058,anschauen::V,mirar,mirar
1059,ansehen::V,mirar,mirar
1060,hören::V,oír,oir
1061,zuhören::V,escuchar,escoltar
1062,probieren::V,probar,provar
1063,probieren::V,degustar,provar
1064,riechen::V,oler,olorar
1065,fühlen::V,sentir,sentīr
1066,scheinen::V,parecer,semblar
1067,zu sehen sein::V,poder verse,poder-se veure
1068,vernehmen::V,oír,percebre
1069,vernehmen::V,percibir,percebre
1070,frieren::V,tener frío,tenir fred
1071,tun::V,hacer,fer
1072,können::V,poder,poder
1073,wollen::V,querer,voler
1074,anfangen::V,iniciar,iniciar
1075,beenden::V,acabar,acabar
1076,beenden::V,terminar,acabar
1077,aufhören::V,cesar,deixar
1078,gelingen::V,salir bien,sortir bé
1079,geraten::V,salir,sortir
1080,geraten::V,dar resultado,sortir
1081,öffnen::V,abrir,obrir
1082,schließen::V,cerrar,tancar
1083,stellen::V,poner,posar
1084,stellen::V,poner,col·locar
1085,stellen::V,colocar,posar
1086,stellen::V,colocar,col·locar
1087,setzen::V,poner,assentar
1088,setzen::V,colocar,assentar
1089,legen::V,poner,posar
1090,berühren::V,tocar,tocar
1091,verbinden::V,unir,unir
1092,verbinden::V,unir,connectar
1093,verbinden::V,juntar,unir
1094,verbinden::V,juntar,connectar
1095,bedecken::V,tapar,tapar
1096,bedecken::V,tapar,cobrir
1097,bedecken::V,cubrir,tapar
1098,bedecken::V,cubrir,cobrir
1099,aufhängen::V,colgar,penjar
1100,anzünden::V,encender,encendre
1101,aufheben::V,recoger,aixecar
1102,zurücklassen::V,dejar,deixar
1103,verlieren::V,perder,pērdre
1104,fallen lassen::V,dejar caer,deixar caure
1105,machen::V,hacer,fer
1106,herstellen::V,fabricar,producir
1107,bauen::V,construir,construir
1108,reparieren::V,reparar,reparar
1109,verbessern::V,mejorar,millorar
1110,ändern::V,mudar,canviar
1111,ändern::V,modificar,canviar
1112,graben::V,cavar,cavar
1113,beugen::V,doblar,doblegar
1114,beugen::V,inclinar,doblegar
1115,biegen::V,doblar,corbar
1116,biegen::V,doblar,arquejar
1117,drehen::V,volver,girar
1118,drehen::V,hacer girar,girar
1119,wenden::V,volver,girar
1120,umdrehen::V,revolver,voltar
1121,heben::V,levantar,pujar
1122,heben::V,levantar,aixecar
1123,hochheben::V,alzar,aixecar
1124,ergreifen::V,coger,agafar
1125,halten::V,tener,mantenir
1126,drücken::V,apretar,prémer
1127,drücken::V,apretar,estrènyer
1128,schieben::V,empujar,empènyer
1129,kratzen::V,rascar,raspar
1130,lecken::V,lamer,llepar
1131,beißen::V,morder,mossegar
1132,abreißen::V,arrancar,arrencar
1133,abschneiden::V,cortar,tallar
1134,binden::V,atar,lligar
1135,stecken::V,meter,ficar
1136,brechen::V,romper,trencar
1137,brechen::V,quebrar,trencar
1138,klopfen::V,golpear,trucar
1139,hauen::V,pegar,picar
1140,hauen::V,pegar,colpejar
1141,kleben::V,pegar,enganxar
1142,kleben::V,encolar,enganxar
1143,reiben::V,frotar,fregar
1144,streichen::V,untar,untar
1145,streichen::V,recubrir,untar
1146,schleifen::V,afilar,afilar
1147,schleifen::V,afilar,esmolar
1148,schneiden::V,cortar,tallar
1149,rütteln::V,agitar,sacsejar
1150,schütteln::V,agitar,agitar
1151,schütteln::V,agitar,sacsejar
1152,schütteln::V,sacudir,agitar
1153,schütteln::V,sacudir,sacsejar
1154,schwenken::V,menear,agitar
1155,schütten::V,verter,abocar
1156,füllen::V,llenar,omplir
1157,einwickeln::V,envolver,embolicar
1158,tragen::V,llevar,dur
1159,tragen::V,llevar,portar
1160,schleppen::V,arrastrar,arrossegar
1161,ziehen::V,tirar,tirar
1162,ziehen::V,tirar,estirar
1163,aufbewahren::V,conservar,conservar
1164,werfen::V,echar,llançar
1165,werfen::V,lanzar,llançar
1166,fangen::V,coger,agafar
1167,fangen::V,coger,atrapar
1168,packen::V,agarrar,engrapar
1169,verstecken::V,esconder,amagar
1170,teilen::V,partir,dividir
1171,teilen::V,dividir,dividir
1172,schicken::V,enviar,enviar
1173,bringen::V,traer,portar
1174,hinzufügen::V,añadir,afegir
1175,bekommen::V,obtener,obtenir
1176,bekommen::V,conseguir,obtenir
1177,erhalten::V,recibir,rebre
1178,nehmen::V,tomar,prendre
1179,wählen::V,elegir,triar
1180,wählen::V,elegir,elegir
1181,auswählen::V,escoger,escollir
1182,auswählen::V,escoger,seleccionar
1183,auswählen::V,seleccionar,escollir
1184,auswählen::V,seleccionar,seleccionar
1185,bewahren::V,guardar,conservar
1186,bewahren::V,preservar,conservar
1187,behindern::V,estorbar,impedir
1188,behindern::V,estorbar,obstaculitzar
1189,behindern::V,obstaculizar,impedir
1190,behindern::V,obstaculizar,obstaculitzar
1191,verderben::V,estropear,espatllar
1192,beschädigen::V,deteriorar,danyar
1193,beschädigen::V,deteriorar,destrossar
1194,zerbrechen::V,romper,trencar
1195,zerbrechen::V,quebrar,trencar
1196,zerreißen::V,desgarrar,estripar
1197,zerreißen::V,despedazar,estripar
1198,zerstören::V,destruir,destruir
1199,zerstören::V,destrozar,destruir
1200,verbrennen::V,quemar,cremar
1201,geben::V,dar,donar
1202,reichen::V,pasar,passar
1203,schenken::V,regalar,regalar
1204,versprechen::V,prometer,prometre
1205,wünschen::V,desear,desitjar
1206,loben::V,alabar,elogiar
1207,küssen::V,besar,fer un petó a
1208,wiegen::V,mecer,bressolar
1209,zudecken::V,tapar,tapar
1210,zudecken::V,tapar,cobrir
1211,zudecken::V,cubrir,tapar
1212,zudecken::V,cubrir,cobrir
1213,wecken::V,despertar,despertar
1214,zeigen::V,mostrar,mostrar
1215,zeigen::V,mostrar,ensenyar
1216,führen::V,guiar,guiar
1217,führen::V,guiar,conduir
1218,führen::V,conducir,guiar
1219,führen::V,conducir,conduir
1220,lehren::V,enseñar,ensenyar
1221,lehren::V,instruir,ensenyar
1222,unterrichten::V,enseñar,ensenyar
1223,aufziehen::V,criar,criar
1224,leiten::V,guiar,dirigir
1225,leiten::V,dirigir,dirigir
1226,antreiben::V,impeler,impel·lir
1227,antreiben::V,impulsar,impel·lir
1228,lassen::V,hacer,fer
1229,einladen::V,invitar,invitar
1230,einladen::V,invitar,convidar
1231,vereinigen::V,unir,unir
1232,besuchen::V,visitar,visitar
1233,besuchen::V,visitar,anar a veure
1234,besuchen::V,ir a ver,visitar
1235,besuchen::V,ir a ver,anar a veure
1236,treffen::V,encontrar,trobar
1237,sich versammeln::V,reunirse,reunir-se
1238,sich versammeln::V,congregarse,reunir-se
1239,spielen::V,jugar,jugar
1240,singen::V,cantar,cantār
1241,tanzen::V,bailar,ballar
1242,sich trennen::V,separarse,separar-se
1243,verlassen::V,dejar,deixar
1244,verlassen::V,dejar,abandonar
1245,verlassen::V,abandonar,deixar
1246,verlassen::V,abandonar,abandonar
1247,retten::V,salvar,salvar
1248,bewachen::V,vigilar,vigilar
1249,schützen::V,proteger,protegir
1250,verteidigen::V,defender,defensar
1251,sich schlagen::V,batirse,barallar-se
1252,schießen::V,tirar,tirar
1253,schießen::V,tirar,disparar
1254,schießen::V,disparar,tirar
1255,schießen::V,disparar,disparar
1256,siegen::V,vencer,vèncer
1257,ärgern::V,enojar,enfadar
1258,ärgern::V,enfadar,enfadar
1259,schlagen::V,pegar,pegar
1260,schlagen::V,pegar,colpejar
1261,schlagen::V,golpear,pegar
1262,schlagen::V,golpear,colpejar
1263,treten::V,dar una patada a,donar un cop de peu a
1264,stechen::V,pinchar,punxar
1265,stechen::V,pinchar,apunyalar
1266,stoßen::V,empujar,empènyer
1267,stehlen::V,robar,robar
1268,stehlen::V,hurtar,robar
1269,stören::V,molestar,molestar
1270,belästigen::V,molestar,importunar
1271,belästigen::V,importunar,importunar
1272,verbergen::V,ocultar,amagar
1273,verbergen::V,ocultar,ocultar
1274,verbergen::V,esconder,amagar
1275,verbergen::V,esconder,ocultar
1276,täuschen::V,engañar,enganyar
1277,betrügen::V,engañar,estafar
1278,töten::V,matar,matar
1279,wohnen::V,vivir,vīure
1280,wohnen::V,vivir,habitar
1281,wohnen::V,habitar,vīure
1282,wohnen::V,habitar,habitar
1283,arbeiten::V,trabajar,treballar
1284,sammeln::V,recoger,col·leccionar
1285,sammeln::V,coleccionar,col·leccionar
1286,pflücken::V,coger,collir
1287,jagen::V,cazar,caçar
1288,fischen::V,pescar,pescar
1289,fassen::V,atrapar,atrapar
1290,fassen::V,capturar,atrapar
1291,hüten::V,guardar,pasturar
1292,treiben::V,aballar,arriar
1293,anbinden::V,atar,lligar
1294,füttern::V,echar de comer,donar menjar a
1295,melken::V,ordeñar,munyir
1296,hacken::V,picar,picar
1297,hacken::V,picar,tallar
1298,hacken::V,cortar,picar
1299,hacken::V,cortar,tallar
1300,gießen::V,regar,regar
1301,reifen::V,madurar,madurar
1302,zubereiten::V,preparar,preparar
1303,kochen::V,cocer,coure
1304,kochen::V,guisar,coure
1305,backen::V,hornear,coure al forn
1306,backen::V,cocer al horno,coure al forn
1307,braten::V,asar,rostir
1308,braten::V,freír,rostir
1309,umrühren::V,remover,remenar
1310,stricken::V,hacer punto,tricotar
1311,stricken::V,hacer punto,fer punt de mitja
1312,stricken::V,hacer calceta,tricotar
1313,stricken::V,hacer calceta,fer punt de mitja
1314,nähen::V,coser,cosir
1315,färben::V,teñir,tenyir
1316,färben::V,colorear,tenyir
1317,reinigen::V,limpiar,netejar
1318,waschen::V,lavar,rentār
1319,abwischen::V,fregar,eixugar
1320,abwischen::V,limpiar,eixugar
1321,spülen::V,aclarar,esbandir
1322,spülen::V,enjuagar,esbandir
1323,fegen::V,barrer,escombrar
1324,fegen::V,pasar la escoba,escombrar
1325,kehren::V,barrer,escombrar
1326,baden::V,bañarse,banyar-se
1327,sich waschen::V,lavarse,rentār-se
1328,ausziehen::V,quitar,treure's
1329,ausziehen::V,quitarse,treure's
1330,anziehen::V,ponerse,posar-se
1331,sich anziehen::V,vestirse,vestir-se
1332,kämmen::V,peinar,pentinar
1333,schmücken::V,adornar,adornar
1334,sagen::V,decir,dir
1335,sprechen::V,hablar,parlar
1336,reden::V,hablar,parlar
1337,reden::V,conversar,parlar
1338,sich unterhalten::V,charlar,conversar
1339,sich unterhalten::V,conversar,conversar
1340,fragen::V,preguntar,preguntar
1341,bitten::V,rogar,demanar
1342,erzählen::V,contar,contar
1343,erzählen::V,contar,explicar
1344,mitteilen::V,comunicar,comunicar
1345,mitteilen::V,participar,comunicar
1346,nennen::V,llamar,nomenar
1347,nennen::V,nombrar,nomenar
1348,rufen::V,llamar,cridar
1349,prahlen::V,jactarse,lloar-se
1350,prahlen::V,jactarse,jactar-se
1351,übersetzen::V,traducir,traduir
1352,denken::V,pensar,pensar
1353,glauben::V,creer,creure
1354,bemerken::V,notar,notar
1355,erkennen::V,reconocer,reconèixer
1356,begreifen::V,concebir,comprendre
1357,verstehen::V,entender,entendre
1358,verstehen::V,comprender,entendre
1359,lernen::V,aprender,aprendre
1360,wissen::V,saber,saber
1361,sich erinnern an::V,recordar,recordar
1362,sich erinnern an::V,acordarse de,recordar
1363,vergessen::V,olvidar,oblidar
1364,messen::V,medir,mesurar
1365,zählen::V,contar,comptar
1366,rechnen::V,contar,calcular
1367,rechnen::V,calcular,calcular
1368,lesen::V,leer,llegir
1369,malen::V,pintar,pintar
1370,zeichnen::V,dibujar,dibuixar
1371,schreiben::V,escribir,escrīure
1372,besitzen::V,poseer,posseir
1373,kaufen::V,comprar,comprar
1374,verkaufen::V,vender,vendre
1375,bezahlen::V,pagar,pagar
1376,zahlen::V,pagar,pagar per
1377,beherrschen::V,dominar,dominar
1378,ertragen::V,soportar,aguantar
