,Concept_ID,kv,udm
64,Luft::N,ру,омыр
65,Wind::N,тӧв,тӧл
66,Welle::N,гы,тулкым
67,Wasser::N,ва,ву
68,Stein::N,из,из
69,Boden::N,му,музъем
70,Erde::N,му,му
71,Staub::N,бус,пыль
72,Rauch::N,тшын,ӵын
73,Funke::N,бичир,гизьы
74,Feuer::N,би,тыл
75,Licht::N,би,тыл
76,Schatten::N,вуджӧр,вужер
77,Wetter::N,погоддя,куазь
78,Nebel::N,туман,бус
79,Wolke::N,кымӧр,пилем
80,Regen::N,зэр,зор
81,Schnee::N,лым,лымы
82,Eis::N,йы,йӧ
83,Frost::N,мороз,кезьыт
84,Kälte::N,кӧдзыт,кезьыт
85,Hitze::N,ӧд,пӧсь
86,Raureif::N,кижа,гӧр
87,Regenbogen::N,енӧшка,вуюись
88,Donner::N,гым,гудыри
89,Strömung::N,визывтӧм,бызён
90,Tropfen::N,тёп,шапык
91,Schaum::N,быг,шукы
92,Schmutz::N,нять,нӧд
93,Schmutz::N,нять,дэри
94,See::N,ты,ты
95,Sumpf::N,арай,нюр
96,Moor::N,нюр,нюр
97,Wiese::N,видз,возь
98,Wiese::N,видз,возьвыл
99,Wald::N,вӧр,сик
100,Wald::N,вӧр,нюлэс
101,Hügel::N,мыльк,выр
102,Hügel::N,мыльк,вырйыл
103,Anhöhe::N,вывтас,выр
104,Anhöhe::N,вывтас,вырйыл
105,Anhöhe::N,вылынін,выр
106,Anhöhe::N,вылынін,вырйыл
107,Berg::N,керӧс,гурезь
108,Gipfel::N,йыв,йыл
109,Höhle::N,нора,гу
110,Abhang::N,покат,бам
111,Quelle::N,больган,ошмес
112,Bach::N,шор,пичи шур
113,Fluss::N,ю,шур
114,Ufer::N,берег,ярдур
115,Küste::N,берег,вудур
116,Festland::N,му,мувыр
117,Meer::N,море,зарезь
118,Bucht::N,курья,вукож
119,Blume::N,цветок,сяська
120,Gras::N,турун,турын
121,Wurzel::N,вуж,выжы
122,Baum::N,пу,пу
123,Stamm::N,мыр,модос
124,Stamm::N,кер,модос
125,Rinde::N,кач,сул
126,Ast::N,ув,ул
127,Zweig::N,ув,вай
128,Blatt::N,лист,куар
129,Birke::N,кыдз,кызьпу
130,Kiefer[Baum]::N,пожум,пужым
131,Weide[Baum]::N,бадь,бадьпу
132,Tanne::N,кӧз,кыз
133,Horn::N,сюр,сюр
134,Feder::N,гӧн,тылы
135,Fell::N,кучик,ку
136,Flügel::N,борд,бурд
137,Klaue::N,гыж,гижы
138,Kralle::N,кабыр,пыд
139,Schwanz::N,бӧж,быж
140,Ei::N,кольть,пуз
141,Ei::N,кольть,кукей
142,Nest::N,поз,кар
143,Nest::N,поз,пузкар
144,Bau::N,осьта,кар
145,Bau::N,осьта,гу
146,Bau::N,нора,кар
147,Bau::N,нора,гу
148,Tier::N,зверь,пӧйшур
149,Herde::N,гурт,уллё
150,Kuh::N,мӧс,скал
151,Bulle::N,ӧшка,ош
152,Bulle::N,ӧшка,пороз
153,Pferd::N,вӧв,вал
154,Schaf::N,баля,ыж
155,Schwein::N,порсь,парсь
156,Hund::N,пон,пуны
157,Katze::N,кань,коӵыш
158,Bär::N,ош,гондыр
159,Eichhörnchen::N,ур,коньы
160,Elch::N,вӧр мӧс,койык
161,Fuchs::N,руч,ӟичы
162,Hase::N,кӧч,кеч
163,Maus::N,шыр,шыр
164,Wolf::N,кӧин,кион
165,Vogel::N,кай,тылобурдо
166,Schwarm::N,стая,уллё
167,Schwarm::N,чукӧр,уллё
168,Huhn::N,курӧг,курег
169,Hahn::N,петух,атас
170,Hahn::N,ай курӧг,атас
171,Gans::N,дзодзог,ӟазег
172,Adler::N,куч,ӧрзи
173,Adler::N,кутш,ӧрзи
174,Ente::N,утка,ӵӧж
175,Eule::N,тупка,кучыран
176,Kranich::N,тури,тури
177,Krähe::N,рака,куака
178,Kuckuck::N,кӧк,кикы
179,Schwan::N,юсь,юсь
180,Fisch::N,чери,чорыг
181,Barsch::N,ёкыш,юш
182,Hecht::N,сирпинь,чипей
183,Schlange[Tier]::N,змей,кый
184,Wurm::N,номыр,нумыр
185,Spinne::N,черань,чонари
186,Ameise::N,кӧдзывкар,кузьыли
187,Laus::N,ляпа той,тэй
188,Mücke::N,ном,нымы
189,Mücke::N,ном,чибинь
190,Fliege::N,гут,кут
191,Schmetterling::N,бабыв,бубыли
192,Beere::N,ягӧд,узы-боры
193,Apfel::N,яблоко,яблок
194,Pilz::N,тшак,губи
195,Zwiebel::N,грез,сугон
196,Saat::N,кӧдзыс,кидыс
197,Korn::N,сю,тысь
198,Heu::N,турун,турын
199,Schale::N,кыш,кыд
200,Schale::N,киль,кыд
201,Grube::N,яма,гу
202,Grube::N,яма,гоп
203,Falle::N,нальк,налик
204,Falle::N,кляпча,налик
205,Schlinge::N,лӧч,гиӟ
206,Schlinge::N,лӧч,герд
207,Spur::N,туй,пытьы
208,Spur::N,туй,бервыл
209,Asche::N,пӧим,пень
210,Dreck::N,нять,дэри
211,Eisen::N,кӧрт,корт
212,Gold::N,зарни,зарни
213,Silber::N,язісь,азвесь
214,Kohle::N,шом,эгыр
215,Kohle::N,уголь,эгыр
216,Glas::N,стекло,стекло
217,Glas::N,стекло,пияла
218,Lehm::N,сёй,сюй
219,Sand::N,лыа,луо
220,Mensch::N,морт,мурт
221,Mensch::N,морт,адями
222,Mann::N,мужик,воргорон
223,Frau::N,инька,кышномурт
224,Kind::N,кага,нуны
225,Kind::N,кага,пинал
226,Junge::N,зонка,пи
227,Mädchen::N,нывкаок,ныл
228,Familie::N,семья,семья
229,Großvater::N,дед,песятай
230,Großvater::N,дед,пересь атай
231,Großmutter::N,баб,песянай
232,Großmutter::N,баб,пересь анай
233,Eltern::N,ай-мам,атай-анай
234,Eltern::N,ай-мам,бубы-мумы
235,Vater::N,ай,айы
236,Vater::N,ай,атай
237,Mutter::N,мам,мумы
238,Sohn::N,зон,пи
239,Tochter::N,ныв,ныл
240,Bruder::N,вон,агай
241,Schwester::N,сой,апа
242,Schwester::N,сой,сузэр
243,Onkel::N,дядь,агай
244,Tante::N,айӧлӧн сой,апа
245,Tante::N,айӧлӧн сой,кенак
246,Tante::N,ичинь,апа
247,Tante::N,ичинь,кенак
248,Ehemann::N,жӧник,карт
249,Ehefrau::N,инь,кышно
250,Freude::N,гаж,шумпотон
251,Freude::N,радъялӧм,шумпотон
252,Gelächter::N,сералӧм,горем
253,Glück::N,мичлун,шуд
254,Kummer::N,шог,кайгу
255,Kummer::N,шог,куректон
256,Wunsch::N,мӧдӧм,мылпотон
257,Wunsch::N,охотитӧм,мылпотон
258,Lust::N,охота,потон
259,Geist::N,лов,лул
260,Gedanke::N,дума,малпан
261,Gedächtnis::N,тӧдвыв,йырсазь
262,Gedächtnis::N,тӧдвыв,тодэваён
263,Verstand::N,вежӧр,йырвизь
264,Sinn::N,ылӧс,смысл
265,Grund::N,мог,муг
266,Grund::N,мог,ньӧм
267,Wahrheit::N,правда,зэм
268,Wahrheit::N,правда,шонер
269,Gespräch::N,сёрни,вераськон
270,Märchen::N,сказка,выжыкыл
271,Erzählung::N,висьт,верос
272,Nachricht::N,юӧр,ивор
273,Nachricht::N,висьталӧм,ивор
274,Neuigkeit::N,новость,выльивор
275,Name::N,ним,ним
276,Rätsel::N,загадка,мадькыл
277,Rede::N,сёрни,верам
278,Sprache::N,кыв,кыл
279,Stimme::N,голос,куара
280,Wort::N,кыв,кыл
281,Zeichen::N,пас,пус
282,Zeichen::N,пас,тодмет
283,Ruf::N,чуксӧм,ӧтён
284,Ruf::N,чуксӧм,чортон
285,Ruf::N,чукӧстӧм,ӧтён
286,Ruf::N,чукӧстӧм,чортон
287,Lärm::N,шум,ӵашетон
288,Laut::N,шы,куара
289,Ton::N,гор,куара
290,Lied::N,сьыланкыв,кырӟан
291,Ruhe::N,спокой,чалмыт улон
292,Leute::N,йӧз,адямиос
293,Volk::N,йӧз,калык
294,Volk::N,народ,калык
295,Arbeit::N,удж,уж
296,Gast::N,гӧсь,куно
297,Geschenk::N,гӧснеч,салам
298,Geschenk::N,гӧснеч,кузьым
299,Geschenk::N,подарок,салам
300,Geschenk::N,подарок,кузьым
301,Spiel::N,орсӧм,шудон
302,Gesellschaft::N,компания,калык
303,Hilfe::N,отсӧт,юрттон
304,Freund::N,модз,эш
305,Freund::N,модз,юлтош
306,Freund::N,дружок,эш
307,Freund::N,дружок,юлтош
308,Kamerad::N,тӧдса,тодмо
309,Angelegenheit::N,дело,уж
310,Anzahl::N,лыд,лыд
311,Art::N,пӧлӧс,тус
312,Stück::N,тор,юдэс
313,Teil::N,юкӧм,люкет
314,Hälfte::N,джын,ӝыны
315,Kreis::N,круг,котырес
316,Kreuz::N,перна,крест
317,Linie::N,визь,гож
318,Strich::N,кырӧв,гож
319,Abstand::N,колас,вис
320,Abstand::N,колас,кусып
321,Entfernung::N,ылына,кусып
322,Gegend::N,места,инты
323,Platz::N,места,инты
324,Ort::N,места,инты
325,Ort::N,места,места
326,Seite::N,ладор,пал
327,Mitte::N,шӧр,шор
328,Gegenstand::N,тор,арбери
329,Sache::N,тор,котыр
330,Rand::N,дор,дур
331,Rand::N,дор,шаер
332,Kante::N,ордлы,дур
333,Ecke::N,пельӧс,сэрег
334,Spitze::N,йыв,йыл
335,Ende::N,йыв,пум
336,Loch::N,осьта,пась
337,Winkel::N,пельӧс,сэрег
338,Muster::N,сер,пужы
339,Größe::N,ыжда,быдӟала
340,Länge::N,кузя,кузьдала
341,Höhe::N,сувда,ӝуждала
342,Höhe::N,вылына,ӝуждала
343,Gewicht::N,сьӧкта,сектала
344,Gewicht::N,сьӧкта,секытлык
345,Haufen::N,куча,люк
346,Reihe::N,лёдз,чур
347,Boot::N,пыж,пыж
348,Boot::N,пыж,лодка
349,Ruder::N,пелыс,полыс
350,Schlitten::N,додь,додьы
351,Ski::N,лямпа,куас
352,Lagerfeuer::N,бипур,тылскем
353,Last::N,тягота,секыт
354,Gang::N,мунӧм,ветлон
355,Schritt::N,вожмӧв,вамыш
356,Norden::N,ой,уйпал
357,Süden::N,лун,лымшор
358,Westen::N,рытвыв,шунды пуксён
359,Osten::N,асыв,шунды ӝужан
360,Holz::N,пу,пу
361,Brett::N,пӧв,пул
362,Platte::N,плита,плита
363,Stütze::N,пика,пыкет
364,Stange::N,зор,пуӵ
365,Stange::N,потш,пуӵ
366,Stock::N,бедь,боды
367,Stab::N,шест,пуӵ
368,Stab::N,шест,боды
369,Rohr::N,труба,труба
370,Haus::N,керку,юрт
371,Heim::N,керку,корка
372,Ofen::N,пӧжавны,гур
373,Fußboden::N,джодж,выж
374,Tisch::N,пызан,ӝӧк
375,Stuhl::N,стул,пукон
376,Wiege::N,зыбка,кӧкы
377,Wiege::N,зыбка,зыбка
378,Bett::N,кровать,валес
379,Regal::N,джадж,ӝажы
380,Kiste::N,ящик,ящик
381,Fenster::N,ӧшын,укно
382,Fenster::N,ӧшын,косяк
383,Tür::N,ыбӧс,ӧс
384,Tor::N,ворота,ӟезьы
385,Zaun::N,забор,забор
386,Dach::N,крыша,липет
387,Leiter::N,лиснич,падӟа
388,Besen::N,рос,ӵужон
389,Besen::N,рос,исьнер
390,Spaten::N,зыр,лопатка
391,Schaufel::N,зыр,ютырон
392,Gabel::N,вила,тэчы
393,Gabel::N,вила,вилка
394,Löffel::N,пань,пуньы
395,Messer::N,пурт,пурт
396,Nagel::N,кӧрттув,кортӵог
397,Netz::N,кыйӧт,сеть
398,Haken::N,ем,курик
399,Griff::N,пу,ныд
400,Schloss::N,замок,тунгон
401,Bild::N,картина,суред
402,Figur::N,мыгӧр,фигура
403,Puppe::N,акань,мунё
404,Beutel::N,мешӧк,пуйы
405,Bündel::N,нин,керттэт
406,Tasche::N,сумка,пуйы
407,Tasche::N,сумка,сумка
408,Eimer::N,ведра,ведра
409,Deckel::N,вевт,ӵоксэт
410,Geschirr::N,доз,тусьты-пуньы
411,Geschirr::N,бекӧрпань,тусьты-пуньы
412,Sack::N,мешӧк,пуйы
413,Tasse::N,бекӧр,ӵаша
414,Topf::N,кастрюля,миска
415,Kessel::N,пӧрт,пурты
416,Essen::N,сёйӧм,сиськон
417,Nahrung::N,вердан,сион
418,Speise::N,сёян,сиён
419,Fleisch::N,яй,сӥль
420,Getreide::N,сю,ю тысь
421,Brei::N,каша,ӝук
422,Brot::N,нянь,нянь
423,Scheibe::N,шӧрӧм,шорем
424,Fett::N,гос,кӧй
425,Butter::N,ви,вӧй
426,Öl::N,ви,вӧй
427,Salz::N,сов,сылал
428,Suppe::N,шыд,шыд
429,Honig::N,ма,чечы
430,Milch::N,йӧв,йӧл
431,Tee::N,чай,чай
432,Leder::N,кучик,сурон
433,Wolle::N,гӧн,гон
434,Wolle::N,гӧн,ыжгон
435,Stoff::N,дӧра,куэм
436,Nadel::N,ем,вень
437,Faden::N,сунис,сӥньыс
438,Knopf::N,кизь,бирды
439,Knoten::N,узӧв,герд
440,Knoten::N,гӧрӧд,герд
441,Farbe::N,краска,буёл
442,Kleidung::N,паськӧм,дӥсь
443,Hemd::N,йӧрнӧс,дэрем
444,Kragen::N,воротник,сирес
445,Ärmel::N,сос,саес
446,Hose::N,вешьян,брюки
447,Hose::N,вешьян,штань
448,Gürtel::N,йи,кускерттон
449,Mütze::N,шапка,ызьы
450,Schuh::N,ботинки,ботинка
451,Stiefel::N,сапог,сапег
452,Ring::N,чунькытш,зундэс
453,Band::N,ленточка,лента
454,Kamm::N,сынан,сын
455,Spiegel::N,зеркало,синучкон
456,Riemen::N,ремень,е
457,Schnur::N,гез,гозы
458,Leine::N,повод,думет
459,Decke::N,одеяло,шобрет
460,Kissen::N,подушка,миндэр
461,Tuch::N,чышьян,кышет
462,Handtuch::N,чышкӧт,ӵушкон
463,Kraft::N,прак,кать
464,Kraft::N,прак,ӟигар
465,Stärke::N,вын,юнлык
466,Gesundheit::N,здоровье,тазалык
467,Krankheit::N,шог,висён
468,Schmerz::N,зубыт,висён
469,Wunde::N,рана,яра
470,Fieber::N,лёк тресся,кезег
471,Fieber::N,кынтан шогӧт,кезег
472,Arznei::N,лекарство,эмъюм
473,Brücke::N,пос,выж
474,Brunnen::N,колодец ,колдэч
475,Weide::N,пода йирсян,возь
476,Pfad::N,туй,сюрес
477,Weg::N,туй,сюрес
478,Straße::N,туй,сюрес
479,Dorf::N,деревня,гурт
480,Stadt::N,город,кар
481,Stadt::N,город,город
482,Brief::N,гижӧт,гожтэт
483,Buch::N,книга,книга
484,Buchstabe::N,буква,буква
485,Zeitung::N,газета,газет
486,Leben::N,олан,улон
487,Tod::N,кулӧм,кулон
488,Grab::N,гу,шайгу
489,Kirche::N,вичку,черк
490,Sünde::N,грек,сьӧлык
491,Gott::N,ен,ӥнмар
492,Arbeiter::N,уджалiсь,рабочий
493,Chef::N,начальник,начальник
494,Meister::N,мастер,кибашлы
495,Arzt::N,врач,врач
496,Lehrer::N,велӧтісь,дышетӥсь
497,Geld::N,деньга,уксё
498,Geld::N,деньга,коньдон
499,Geschäft::N,удж,уж
500,Laden::N,магазин,магазин
501,Preis::N,дон,дун
502,Ware::N,товар,вуз
503,Nutzen::N,путь,пайда
504,Reichtum::N,богатство,узырлык
505,Welt::N,му,дунне
506,Land::N,страна,шаер
507,Staat::N,государство,кун
508,König::N,кан,эксэй
509,Macht::N,власть,власть
510,Grenze::N,граница,кунгож
511,Krieg::N,война,ож
512,Feind::N,враг,тушмон
513,Kampf::N,нярасьӧм,нюръяськон
514,Kampf::N,вермасьӧм,нюръяськон
515,Bogen[Waffe]::N,лук,пукыӵ
516,Pfeil::N,ньӧв,пукыӵ вень
517,Gewehr::N,ружьё,пыӵал
518,Fehler::N,ошибка,янгыш
519,Lüge::N,ылӧтӧм,пӧян
520,Lüge::N,ылӧтӧм,алдан
521,Lüge::N,ылӧтӧм,ӧрекчан
522,Lüge::N,пӧрьялӧм,пӧян
523,Lüge::N,пӧрьялӧм,алдан
524,Lüge::N,пӧрьялӧм,ӧрекчан
525,Schaden::N,лёк,изъян
526,Unglück::N,пик,куректон
527,Unglück::N,пик,шудтэме усён
528,Unglück::N,оказзё,куректон
529,Unglück::N,оказзё,шудтэме усён
530,Schuld::N,вина,янгыш
531,Schluss::N,ком,пум
532,Zeit::N,кад,дыр
533,Tag::N,лун,нунал
534,Morgen::N,асыв,ӵукна
535,Mittag::N,луншӧр кад,лымшор
536,Abend::N,рыт,ӝыт
537,Abend::N,рыт,акшан
538,Nacht::N,ой,уй
539,Woche::N,неделя,арня
540,Monat::N,тӧлicь,толэзь
541,Jahr::N,год,ар
542,Frühling::N,тулыс,тулыс
543,Sommer::N,гожум,гужем
544,Herbst::N,ар,сӥзьыл
545,Winter::N,тӧв,тол
546,Januar::N,январ,выльартолэзь
547,Februar::N,февраль,тулыспал
548,März::N,март,южтолэзь
549,April::N,апрель,оштолэзь
550,Mai::N,май,куартолэзь
551,Juni::N,юнь,вожотолэзь
552,Juli::N,юль,пӧсьтолэзь
553,August::N,август,гудырикошкон
554,September::N,сентяб,куарусён
555,Oktober::N,октяб,выльӝуктолэзь
556,November::N,нояб,шуркынмон
557,Dezember::N,декаб,толсур
558,Montag::N,вильлун,вордӥськон
559,Dienstag::N,мӧдӧдзлун,вторник
560,Mittwoch::N,шӧрлун,вирнунал
561,Donnerstag::N,нёльӧдзлун,покчиарня
562,Freitag::N,витӧдзлун,удмуртарня
563,Samstag::N,пывсянлун,кӧснунал
564,Sonntag::N,кресення,арня
565,groß::A,ыджыт,бадӟым
566,klein::A,учӧтик,пичи
567,lang::A,кузь,кузь
568,kurz::A,дженыт,вакчи
569,breit::A,ота,паськыт
570,schmal::A,векнит,сюлэг
571,dicht::A,тшӧк,ӵем
572,dick[Gegenstand]::A,кыз,зӧк
573,dünn::A,вӧснит,векчи
574,fein::A,вӧснит,векчи
575,fest::A,крепыт,юн
576,fest::A,крепыт,чурыт
577,flach::A,лапкӧса,ӵошкыт
578,glatt::A,волькыт,гылыт
579,glatt::A,волькыт,вольыт
580,hart::A,чӧрыт,чурыт
581,weich::A,небыт,небыт
582,rund::A,гӧгрӧса,котырес
583,spitz::A,ёся,йылсо
584,scharf::A,лэчыт,лэчыт
585,stumpf::A,ныж,ныж
586,schwer::A,сьӧкыт,секыт
587,schön::A,басӧк,чебер
588,heiß::A,жар,пӧсь
589,warm::A,шоныт,шуныт
590,kalt::A,кӧдзыт,кезьыт
591,kühl::A,сайкыт,юзмыт
592,kühl::A,сайкыт,салкым
593,frisch::A,виль,выль
594,feucht::A,вакодь,мускыт
595,nass::A,ва,котмем
596,trocken::A,кӧс,кӧс
597,voll::A,тыра,тыр
598,leer::A,тыртӧм,буш
599,leer::A,тыртӧм,тырттэм
600,offen::A,оссьӧм,усьтэм
601,geschlossen::A,игана,ӵогам
602,geschlossen::A,игана,пунням
603,geschlossen::A,пӧдана,ӵогам
604,geschlossen::A,пӧдана,пунням
605,sauber::A,сӧдз,ӝикыт
606,sauber::A,сӧдз,чылкыт
607,sauber::A,сӧстӧм,ӝикыт
608,sauber::A,сӧстӧм,чылкыт
609,schmutzig::A,нятьӧсь,нӧд
610,roh::A,путӧм,ыль
611,reif::A,кисьмалӧм,вуэм
612,lecker::A,кӧра ,ческыт
613,süß::A,чӧскыт,ческыт
614,bitter::A,курыт,курыт
615,sauer::A,шӧма ,чырс
616,hell::A,югыт,югыт
617,dunkel::A,пемыт,пеймыт
618,schwarz::A,сьӧд,сьӧд
619,weiß::A,чочком,тӧдьы
620,rot::A,гӧрд,горд
621,gelb::A,веж,ӵуж
622,blau::A,лӧз,лыз
623,grün::A,веж,вож
624,grau::A,руд,пурысь
625,grau::A,бусӧй,пурысь
626,bunt::A,быдрӧма,куӵо
627,billig::A,донтӧм,дунтэм
628,teuer::A,дона,дуно
629,wertvoll::A,дона,дуно
630,blind::A,синтӧм,сукыр
631,blind::A,синтӧм,синтэм
632,taub::A,пельтӧм,пельтэм
633,kräftig::A,вына,кужмо
634,stark::A,вына,юн
635,stark::A,вына,кужмо
636,schwach::A,некодя,ляб
637,schwach::A,некодя,начар
638,fett::A,госа,кӧй
639,schlank::A,статя,веськыт
640,schlank::A,статя,веськрес
641,hübsch::A,басӧк,чебер
642,hübsch::A,басӧк,синмаськымон
643,böse::A,лёк,лек
644,dumm::A,бӧбӧв,шузи
645,dumm::A,бӧбӧв,визьтэм
646,dumm::A,вежӧртӧм,шузи
647,dumm::A,вежӧртӧм,визьтэм
648,faul::A,дыш,азьтэм
649,fleißig::A,уджалicь,сюлмо
650,geizig::A,жикмӧра,сук
651,geizig::A,горшаліcь,сук
652,klug::A,авья,визьмо
653,klug::A,вежӧра,визьмо
654,geschickt::A,кипода,усто
655,geschickt::A,кипода,быгатӥсь
656,lieb::A,муса,мусо
657,lieb::A,дзулиньӧй,мусо
658,lustig::A,гажа,шулдыр
659,sanft::A,лебезнӧй,мусо
660,sanft::A,лебезнӧй,эрке
661,hungrig::A,тшыг,сютэм
662,krank::A,шогалiсь,висись
663,nackt::A,куш,гольык
664,traurig::A,жугыль,мӧзмыт
665,lebendig::A,ловья,улэп
666,gut::A,бур,ӟеч
667,gut::A,бур,умой
668,schlecht::A,умӧль,урод
669,schlecht::A,умӧль,алама
670,schlimm::A,нештӧм,алама
671,alt::A,важ,вуж
672,neu::A,виль,выль
673,ehemalig::A,вӧвлӧм,азьвылэз
674,alt[Lebewesen]::A,года,пересь
675,alt[Lebewesen]::A,годдэза,пересь
676,jung::A,том,егит
677,jung::A,том,пинал
678,arm::A,гов,начар
679,arm::A,гов,куанер
680,arm::A,беднӧй,начар
681,arm::A,беднӧй,куанер
682,reich::A,эма,узыр
683,bekannt::A,тӧдса,тодмо
684,fremd::A,чужӧй,ят
685,verschieden::A,быдкодь,пӧртэм
686,nah::A,матiсь,матысь
687,fern::A,ылicь,кыдёкысь
688,linker::A,шульга,паллян
689,rechter::A,веськытланись,бур
690,rechter::A,веськытланись,бурпал
691,anderer::A,мукӧд,мукет
692,erster::A,медодзза,нырысетӥез
693,zweiter::A,кыкӧт,кыктэтӥез
694,dritter::A,куимӧт,кунньметӥез
695,dritter::A,куимӧдз,кунньметӥез
696,letzter::A,бӧрья,берло
697,letzter::A,бӧрья,берпум
698,letzter::A,мёдбӧрья,берло
699,letzter::A,мёдбӧрья,берпум
700,auf einmal::ADV,тшӧтш,огдыре
701,zusammen::ADV,ӧтлаын,ӵош
702,zusammen::ADV,ӧтлаын,валче
703,lange::ADV,дыр,кема
704,plötzlich::ADV,друг,мапламтэ шорысь
705,sofort::ADV,тшӧтш,али ик
706,später::ADV,медбӧрын,бергес
707,später::ADV,медбӧрын,берлогес
708,jetzt::ADV,ӧні,али
709,jetzt::ADV,ӧні,табере
710,heute::ADV,талун,туннэ
711,morgen::ADV,ашын,ӵуказе
712,bald::ADV,чожа,ӝоген
713,dann::ADV,сыбӧрын,берло
714,gestern::ADV,тӧн,толон
715,einst::ADV,ӧтпыр,огпол
716,einst::ADV,ӧтпыр,одӥг пол
717,damals::ADV,сэк,соку
718,damals::ADV,сэки,соку
719,danach::ADV,сэсся,собере
720,vorher::ADV,одзжык,азьло
721,vorher::ADV,одзжык,азьвыл
722,zuerst::ADV,наперво,азьло
723,einmal::ADV,ӧтпыр,огпол
724,manchmal::ADV,мукӧдпыр,куддыръя
725,oft::ADV,-лы-,ӵем
726,immer::ADV,быдпыр,пыр
727,immer::ADV,быдпыр,котьку
728,immer::ADV,быдпырся,пыр
729,immer::ADV,быдпырся,котьку
730,niemals::ADV,некӧр,уз ноку
731,hier::ADV,татӧн,татын
732,hierhin::ADV,татчӧ,татчы
733,von hier::ADV,тасянь,татысь
734,dort::ADV,сэтӧн,отӥ
735,dort::ADV,сэтӧн,отын
736,dorthin::ADV,сэтчин,отчы
737,geradeaus::ADV,веськыта,меӵак
738,vorwärts::ADV,одзӧ,азьлань
739,rückwärts::ADV,бӧр,берлань
740,zurück::ADV,бӧр,берен
741,zurück::ADV,бӧр,берлань
742,unten::ADV,увтын,улын
743,hinab::ADV,увтас,улэ
744,oben::ADV,вевдӧрас,вылын
745,oben::ADV,вевдӧрас,вылӥын
746,hinauf::ADV,вывлань,вылэ
747,hinauf::ADV,вывлань,вылӥе
748,hinauf::ADV,вывлань,выллань
749,hinauf::ADV,вывланьӧ,вылэ
750,hinauf::ADV,вывланьӧ,вылӥе
751,hinauf::ADV,вывланьӧ,выллань
752,überall::ADV,быдлан,котькытын
753,überall::ADV,быдлан,пасьтана
754,nicht::ADV,ог,уз
755,ein wenig::ADV,-ышт,ичи
756,ein wenig::ADV,-ышт,ӧжыт
757,ein wenig::ADV,-ышт,огшап
758,ein wenig::ADV,невна,ичи
759,ein wenig::ADV,невна,ӧжыт
760,ein wenig::ADV,невна,огшап
761,kaum::ADV,ӧдва,муртса
762,sehr::ADV,вывтi,туж
763,sehr::ADV,вывтi,лекос
764,so::ADV,сiдз,озьы
765,so::ADV,сiдз,тазьы
766,noch::ADV,эшӧ,на
767,nur::ADV,только,гинэ
768,schon::ADV,ни,ни
769,schon::ADV,ни,ини
770,wieder::ADV,бӧра,нош
771,wieder::ADV,бӧра,кайта
772,vergebens::ADV,весись,юнме
773,vor::PRP,одзас,азьын
774,hinter::PRP,бӧрӧ,берын
775,hinter::PRP,бӧрӧ,бӧрсьы
776,unter::PRP,увтын,улын
777,durch::PRP,пыр,пыр
778,durch::PRP,пыр,пыртӥ
