,Concept_ID,es,tt
210,Schale::N,cáscara,кабык
211,Grube::N,foso,баз
212,Grube::N,foso,чокыр
213,Falle::N,trampa,тозак
214,Falle::N,trampa,капкын
215,Schlinge::N,lazo,элмәк
216,Spur::N,huella,эз
217,Asche::N,ceniza,көл
218,Dreck::N,suciedad,пычрак
219,Eisen::N,hierro,тимер
220,Gold::N,oro,алтын
221,Silber::N,plata,көмеш
222,Kohle::N,carbón,күмер
223,Glas::N,vidrio,пыяла
224,Glas::N,cristal,пыяла
225,Lehm::N,barro,балчык
226,Sand::N,arena,ком
227,Mensch::N,hombre,адәм
228,Mensch::N,hombre,инсан
229,Mensch::N,ser humano,адәм
230,Mensch::N,ser humano,инсан
231,Mann::N,hombre,ир
232,Frau::N,mujer,хатын
233,Kind::N,niño,бала
234,Junge::N,chico,малай
235,Junge::N,muchacho,малай
236,Mädchen::N,chica,кыз
237,Mädchen::N,muchacha,кыз
238,Familie::N,familia,гаилә
239,Großvater::N,abuelo,бабай
240,Großmutter::N,abuela,әби
241,Eltern::N,padres,ата-ана
242,Vater::N,padre,ата
243,Mutter::N,madre,ана
244,Sohn::N,hijo,ул
245,Tochter::N,hija,кыз
246,Bruder::N,hermano,кардәш
247,Schwester::N,hermana,апа
248,Schwester::N,hermana,сеңел
249,Onkel::N,tío,дәдә
250,Onkel::N,tío,дәдәй
251,Tante::N,tía,түти
252,Tante::N,tía,тәтәй
253,Ehemann::N,esposo,ир
254,Ehefrau::N,esposa,хатын
255,Freude::N,placer,сөенеч
256,Freude::N,alegría,сөенеч
257,Gelächter::N,risa,көлү
258,Gelächter::N,risa,көлеш
259,Gelächter::N,carcajada,көлү
260,Gelächter::N,carcajada,көлеш
261,Glück::N,felicidad,бәхет
262,Kummer::N,pena,хәсрәт
263,Wunsch::N,deseo,теләк
264,Lust::N,ganas,теләк
265,Lust::N,ganas,теләү
266,Geist::N,mente,рух
267,Geist::N,espíritu,рух
268,Gedanke::N,idea,уй
269,Gedanke::N,idea,фикер
270,Gedanke::N,pensamiento,уй
271,Gedanke::N,pensamiento,фикер
272,Gedächtnis::N,memoria,хәтер
273,Verstand::N,razón,акыл
274,Verstand::N,entendimiento,акыл
275,Sinn::N,sentido,мәгънә
276,Sinn::N,significado,мәгънә
277,Grund::N,causa,сәбәп
278,Wahrheit::N,verdad,хак
279,Gespräch::N,conversación,әңгәмә
280,Märchen::N,cuento,әкият
281,Erzählung::N,cuento,хикәя
282,Erzählung::N,narración,хикәя
283,Nachricht::N,mensaje,хәбәр
284,Neuigkeit::N,noticia,яңалык
285,Name::N,nombre,исем
286,Rätsel::N,acertijo,табышмак
287,Rätsel::N,adivinanza,табышмак
288,Rede::N,discurso,нотык
289,Sprache::N,lengua,тел
290,Stimme::N,voz,тавыш
291,Wort::N,palabra,сүз
292,Zeichen::N,señal,ишарә
293,Ruf::N,llamada,дәшү
294,Lärm::N,ruido,шау
295,Lärm::N,barullo,шау
296,Laut::N,sonido,аваз
297,Ton::N,tono,шалтырату
298,Lied::N,canción,җыр
299,Ruhe::N,calma,тынлык
300,Ruhe::N,silencio,тынлык
301,Leute::N,gente,халык
302,Volk::N,pueblo,халык
303,Arbeit::N,trabajo,эш
304,Arbeit::N,trabajo,хезмәт
305,Gast::N,huésped,кунак
306,Gast::N,invitado,кунак
307,Geschenk::N,regalo,бүләк
308,Spiel::N,juego,уен
309,Gesellschaft::N,compañía,җәмгыять
310,Hilfe::N,ayuda,ярдәм
311,Hilfe::N,ayuda,булышлык
312,Hilfe::N,socorro,ярдәм
313,Hilfe::N,socorro,булышлык
314,Freund::N,amigo,дус
315,Kamerad::N,camarada,иптәш
316,Kamerad::N,compañero,иптәш
317,Angelegenheit::N,asunto,эш
318,Anzahl::N,cantidad,микъдар
319,Art::N,tipo,төр
320,Art::N,clase,төр
321,Stück::N,pieza,кисәк
322,Teil::N,parte,өлеш
323,Hälfte::N,mitad,ярым
324,Kreis::N,círculo,түгәрәк
325,Kreuz::N,cruz,хач
326,Kreuz::N,cruz,тәре
327,Linie::N,línea,сызык
328,Strich::N,raya,сызык
329,Strich::N,trazo,сызык
330,Abstand::N,distancia,ара
331,Entfernung::N,distancia,ераклык
332,Gegend::N,región,урын
333,Gegend::N,comarca,урын
334,Platz::N,espacio,бушлык
335,Ort::N,sitio,урын
336,Seite::N,lado,як
337,Seite::N,costado,як
338,Mitte::N,medio,урта
339,Mitte::N,centro,урта
340,Gegenstand::N,objeto,нәрсә
341,Sache::N,cosa,нәрсә
342,Rand::N,borde,чит
343,Kante::N,borde,кырый
344,Ecke::N,esquina,почмак
345,Spitze::N,punta,оч
346,Ende::N,cabo,азак
347,Ende::N,extremo,азак
348,Loch::N,agujero,тишек
349,Loch::N,abertura,тишек
350,Winkel::N,ángulo,почмак
351,Muster::N,dibujo,парча
352,Größe::N,tamaño,зурлык
353,Länge::N,longitud,озынлык
354,Höhe::N,altura,биеклек
355,Höhe::N,altitud,биеклек
356,Gewicht::N,peso,авырлык
357,Menge::N,cantidad,микъдар
358,Haufen::N,montón,өем
359,Reihe::N,fila,рәт
360,Boot::N,bote,каек
361,Boot::N,bote,көймә
362,Boot::N,barca,каек
363,Boot::N,barca,көймә
364,Ruder::N,remo,ишкәк
365,Schlitten::N,trineo,чана
366,Ski::N,esquí,чаңгы
367,Lagerfeuer::N,hoguera,костёр
368,Last::N,carga,йөк
369,Gang::N,marcha,йөреш
370,Schritt::N,paso,адым
371,Norden::N,norte,төньяк
372,Süden::N,sur,көньяк
373,Westen::N,oeste,көнбатыш
374,Osten::N,este,шәрык
375,Osten::N,este,көнчыгыш
376,Holz::N,madera,агач
377,Brett::N,tabla,такта
378,Platte::N,placa,плитә
379,Platte::N,plancha,плитә
380,Stütze::N,sostén,таяу
381,Stütze::N,soporte,таяу
382,Stange::N,vara,колга
383,Stange::N,percha,колга
384,Stock::N,palo,таяк
385,Stock::N,bastón,таяк
386,Stab::N,vara,таяк
387,Stab::N,bastón,таяк
388,Rohr::N,tubo,торба
389,Haus::N,casa,өй
390,Haus::N,casa,йорт
391,Heim::N,hogar,гаилә
392,Heim::N,hogar,нәсел
393,Ofen::N,estufa,мич
394,Fußboden::N,suelo,идән
395,Tisch::N,mesa,өстәл
396,Stuhl::N,silla,утыргыч
397,Wiege::N,cuna,бишек
398,Bett::N,cama,ятак
399,Bett::N,cama,урын-җир
400,Regal::N,estantería,киштә
401,Regal::N,estantería,шүрлек
402,Kiste::N,caja,әрҗә
403,Fenster::N,ventana,тәрәзә
404,Tür::N,puerta,ишек
405,Tor::N,puerta,капка
406,Zaun::N,valla,койма
407,Zaun::N,cercado,койма
408,Dach::N,techo,түбә
409,Dach::N,tejado,түбә
410,Leiter::N,escalera,баскыч
411,Besen::N,escoba,себерке
412,Spaten::N,pala,көрәк
413,Schaufel::N,pala,көрәк
414,Schaufel::N,paleta,көрәк
415,Gabel::N,tenedor,чәннечке
416,Löffel::N,cuchara,кашык
417,Messer::N,cuchillo,пычак
418,Nagel::N,clavo,кадак
419,Netz::N,red,челтәр
420,Haken::N,gancho,ыргак
421,Haken::N,corchete,ыргак
422,Griff::N,asa,тотка
423,Griff::N,mango,тотка
424,Schloss::N,cerradura,йозак
425,Bild::N,imagen,рәсем
426,Bild::N,imagen,картина
427,Figur::N,figura,сын
428,Figur::N,figura,фигура
429,Puppe::N,muñeca,курчак
430,Beutel::N,bolsa,луза
431,Bündel::N,haz,бәйләм
432,Tasche::N,bolso,букча
433,Eimer::N,cubo,чиләк
434,Deckel::N,tapa,капкач
435,Deckel::N,tapadera,капкач
436,Geschirr::N,vajilla,савыт-саба
437,Geschirr::N,vajilla,кашык-аяк
438,Sack::N,saco,капчык
439,Tasse::N,taza,чынаяк
440,Topf::N,olla,чүлмәк
441,Topf::N,marmita,чүлмәк
442,Kessel::N,caldera,казан
443,Essen::N,comida,ашау
444,Nahrung::N,alimento,азык
445,Nahrung::N,alimento,тәгам
446,Nahrung::N,alimento,ашамлык
447,Speise::N,plato,ризык
448,Fleisch::N,carne,ит
449,Getreide::N,cereales,ашлык
450,Brei::N,puré,ботка
451,Brei::N,papilla,ботка
452,Brot::N,pan,ипи
453,Brot::N,pan,икмәк
454,Scheibe::N,lonja,телем
455,Scheibe::N,rebanada,телем
456,Fett::N,grasa,май
457,Butter::N,mantequilla,май
458,Öl::N,aceite,май
459,Salz::N,sal,тоз
460,Suppe::N,sopa,шулпа
461,Honig::N,miel,бал
462,Milch::N,leche,сөт
463,Tee::N,té,чәй
464,Leder::N,cuero,күн
465,Wolle::N,lana,йон
466,Stoff::N,tela,тукыма
467,Stoff::N,tejido,тукыма
468,Nadel::N,aguja,энә
469,Faden::N,hilo,җеп
470,Knopf::N,botón,төймә
471,Knoten::N,nudo,төен
472,Farbe::N,pintura,буяу
473,Kleidung::N,ropa,кием
474,Kleidung::N,vestidos,кием
475,Hemd::N,camisa,күлмәк
476,Kragen::N,cuello,яка
477,Ärmel::N,manga,җиң
478,Hose::N,pantalón,чалбар
479,Gürtel::N,cinturón,билбау
480,Mütze::N,gorro,бүрек
481,Schuh::N,zapato,башмак
482,Stiefel::N,bota,итек
483,Ring::N,anillo,балдак
484,Band::N,cinta,тасма
485,Kamm::N,peine,тарак
486,Spiegel::N,espejo,көзге
487,Riemen::N,correa,каеш
488,Schnur::N,cuerda,бау
489,Leine::N,correa,тезген
490,Decke::N,manta,юрган
491,Kissen::N,almohada,мендәр
492,Tuch::N,pañuelo,яулык
493,Handtuch::N,toalla,сөлгә
494,Kraft::N,fuerza,егәр
495,Kraft::N,fuerza,дәрман
496,Stärke::N,fuerza,көч
497,Stärke::N,fuerza,дәрман
498,Gesundheit::N,salud,саулык
499,Krankheit::N,enfermedad,чир
500,Krankheit::N,enfermedad,хаста
501,Krankheit::N,enfermedad,сырхау
502,Schmerz::N,dolor,авырту
503,Wunde::N,llaga,яра
504,Wunde::N,llaga,җәрәхәт
505,Wunde::N,herida,яра
506,Wunde::N,herida,җәрәхәт
507,Fieber::N,fiebre,бизгәк
508,Arznei::N,medicina,дару
509,Arznei::N,medicamento,дару
510,Brücke::N,puente,күпер
511,Brunnen::N,pozo,кое
512,Weide::N,pasto,утлавык
513,Pfad::N,sendero,сукмак
514,Weg::N,camino,юл
515,Straße::N,vía,урам
516,Straße::N,carretera,урам
517,Dorf::N,aldea,авыл
518,Dorf::N,pueblo,авыл
519,Stadt::N,ciudad,шәһәр
520,Brief::N,carta,хат
521,Buch::N,libro,китап
522,Buchstabe::N,letra,хәреф
523,Buchstabe::N,carácter,хәреф
524,Zeitung::N,diario,газет
525,Zeitung::N,diario,газета
526,Zeitung::N,periódico,газет
527,Zeitung::N,periódico,газета
528,Leben::N,vida,гомер
529,Leben::N,vida,тормыш
530,Leben::N,vida,тереклек
531,Tod::N,muerte,үлем
532,Grab::N,tumba,гүр
533,Grab::N,tumba,кабер
534,Grab::N,sepulcro,гүр
535,Grab::N,sepulcro,кабер
536,Kirche::N,iglesia,чиркәү
537,Sünde::N,pecado,язык
538,Sünde::N,pecado,гөнаһ
539,Gott::N,dios,алла
540,Gott::N,dios,ходай
541,Arbeiter::N,obrero,эшче
542,Arbeiter::N,trabajador,эшче
543,Chef::N,jefe,башлык
544,Meister::N,maestro,оста
545,Arzt::N,médico,врач
546,Arzt::N,médico,табиб
547,Lehrer::N,profesor,укытучы
548,Lehrer::N,profesor,мөгаллим
549,Geld::N,dinero,акча
550,Geschäft::N,negocio,эш
551,Laden::N,tienda,кибет
552,Laden::N,tienda,магазин
553,Preis::N,precio,бәя
554,Preis::N,precio,бәһа
555,Ware::N,mercancía,товар
556,Nutzen::N,provecho,файда
557,Reichtum::N,riqueza,байлык
558,Welt::N,mundo,дөнья
559,Land::N,país,ил
560,Staat::N,Estado,дәүләт
561,König::N,rey,патша
562,Macht::N,poder,хакимият
563,Macht::N,potencia,хакимият
564,Grenze::N,frontera,чик
565,Krieg::N,guerra,сугыш
566,Feind::N,enemigo,дошман
567,Gewalt::N,violencia,көчләү
568,Kampf::N,lucha,көрәш
569,Kampf::N,combate,көрәш
570,Bogen[Waffe]::N,arco,җәя
571,Pfeil::N,flecha,ук
572,Gewehr::N,fusil,мылтык
573,Gewehr::N,escopeta,мылтык
574,Fehler::N,error,хата
575,Lüge::N,mentira,ялган
576,Schaden::N,daño,зыян
577,Schaden::N,daño,зарар
578,Unglück::N,desgracia,бәла
579,Schuld::N,culpa,гаеп
580,Alter::N,edad,яшь
581,Schluss::N,fin,ахыр
582,Schluss::N,final,ахыр
583,Zeit::N,tiempo,заман
584,Tag::N,día,көн
585,Morgen::N,mañana,иртә
586,Mittag::N,mediodía,өйлә
587,Abend::N,noche,кич
588,Nacht::N,noche,төн
589,Woche::N,semana,атна
590,Monat::N,mes,ай
591,Jahr::N,año,ел
592,Frühling::N,primavera,яз
593,Sommer::N,verano,җәй
594,Herbst::N,otoño,көз
595,Winter::N,invierno,кыш
596,Januar::N,enero,гыйнвар
597,Februar::N,febrero,февраль
598,März::N,marzo,март
599,April::N,abril,апрель
600,Mai::N,mayo,май
601,Juni::N,junio,июнь
602,Juli::N,julio,июль
603,August::N,agosto,август
604,September::N,septiembre,сентябрь
605,Oktober::N,octubre,октябрь
606,November::N,noviembre,ноябрь
607,Dezember::N,diciembre,декабрь
608,Montag::N,lunes,дүшәмбе
609,Dienstag::N,martes,сишәмбе
610,Mittwoch::N,miércoles,чәршәмбе
611,Donnerstag::N,jueves,атнакич
612,Donnerstag::N,jueves,пәнҗешәмбе
613,Freitag::N,viernes,җомга
614,Samstag::N,sábado,шимбә
615,Sonntag::N,domingo,якшәмбе
616,groß::A,grande,зур
617,klein::A,pequeño,кечкенә
618,lang::A,largo,озын
619,kurz::A,corto,кыска
620,breit::A,ancho,киң
621,schmal::A,estrecho,кысык
622,dicht::A,denso,куе
623,dick[Gegenstand]::A,grueso,калын
624,dünn::A,fino,нечкә
625,dünn::A,delgado,нечкә
626,fein::A,fino,нәзакәтле
627,fein::A,delicado,нәзакәтле
628,fest::A,firme,нык
629,fest::A,sólido,нык
630,flach::A,plano,яссы
631,flach::A,plano,ялпак
632,glatt::A,liso,шома
633,hart::A,duro,каты
634,weich::A,muelle,йомшак
635,rund::A,redondo,түгәрәк
636,spitz::A,agudo,очлы
637,spitz::A,apuntado,очлы
638,scharf::A,agudo,үткен
639,scharf::A,afilado,үткен
640,stumpf::A,sin filo,үтмәс
641,schwer::A,pesado,салмак
642,schön::A,bello,гүзәл
643,schön::A,hermoso,гүзәл
644,heiß::A,caluroso,эссе
645,warm::A,cálido,җылы
646,warm::A,caliente,җылы
647,kalt::A,frío,суык
648,kalt::A,frío,салкын
649,kühl::A,fresco,салкынча
650,frisch::A,fresco,салкынча
651,feucht::A,húmedo,юеш
652,nass::A,mojado,дымлы
653,trocken::A,seco,коры
654,voll::A,lleno,тулы
655,leer::A,vacío,буш
656,offen::A,abierto,ачык
657,geschlossen::A,cerrado,йомык
658,sauber::A,limpio,пакь
659,sauber::A,limpio,чиста
660,schmutzig::A,sucio,керле
661,schmutzig::A,sucio,пычрак
662,roh::A,crudo,чи
663,reif::A,maduro,өлгергән
664,lecker::A,rico,тәмле
665,lecker::A,sabroso,тәмле
666,süß::A,dulce,татлы
667,bitter::A,amargo,ачы
668,sauer::A,agrio,әче
669,hell::A,claro,якты
670,dunkel::A,oscuro,кара
671,schwarz::A,negro,кара
672,weiß::A,blanco,ак
673,rot::A,rojo,кызыл
674,gelb::A,amarillo,сары
675,blau::A,azul,күк
676,grün::A,verde,яшел
677,grau::A,gris,соры
678,bunt::A,multicolor,чуар
679,billig::A,barato,арзан
680,teuer::A,caro,хаклы
681,wertvoll::A,valioso,кыйммәтле
682,wertvoll::A,precioso,кыйммәтле
683,blind::A,ciego,сукыр
684,blind::A,ciego,күзсез
685,taub::A,sordo,чукрак
686,taub::A,sordo,саңгырау
687,kräftig::A,fuerte,егәрле
688,stark::A,fuerte,нык
689,stark::A,fuerte,базык
690,stark::A,vigoroso,нык
691,stark::A,vigoroso,базык
692,schwach::A,débil,зәгыйфь
693,fett::A,obeso,симез
694,schlank::A,esbelto,нәзек
695,hübsch::A,mono,чибәр
696,hübsch::A,guapo,чибәр
697,böse::A,malo,усал
698,dumm::A,tonto,акылсыз
699,dumm::A,estúpido,акылсыз
700,faul::A,vago,ялкау
701,faul::A,vago,иренчәк
702,faul::A,perezoso,ялкау
703,faul::A,perezoso,иренчәк
704,fleißig::A,aplicado,тырыш
705,fleißig::A,aplicado,тырышучан
706,fleißig::A,diligente,тырыш
707,fleißig::A,diligente,тырышучан
708,geizig::A,avaro,саран
709,klug::A,sensato,акыллы
710,klug::A,inteligente,акыллы
711,geschickt::A,hábil,маһир
712,lieb::A,querido,сөекле
713,lustig::A,alegre,күңелле
714,sanft::A,suave,басынкы
715,hungrig::A,hambriento,ач
716,krank::A,enfermo,чирле
717,krank::A,enfermo,сырхау
718,nackt::A,desnudo,шәрә
719,traurig::A,triste,ямансу
720,lebendig::A,vivo,тере
721,lebendig::A,viviente,тере
722,gut::A,bueno,яхшы
723,schlecht::A,malo,начар
724,richtig::A,justo,дөрес
725,richtig::A,correcto,дөрес
726,schlimm::A,malo,әшәкә
727,schlimm::A,grave,әшәкә
728,wahr::A,verídico,чып-чын
729,wahr::A,verdadero,чып-чын
730,alt::A,viejo,иске
731,neu::A,nuevo,яңа
732,ehemalig::A,antiguo,элекке
733,alt[Lebewesen]::A,viejo,карт
734,jung::A,joven,яшь
735,arm::A,pobre,фәкыйрь
736,reich::A,rico,бай
737,bekannt::A,conocido,таныш
738,berühmt::A,famoso,атаклы
739,berühmt::A,célebre,атаклы
740,fremd::A,extraño,ят
741,verschieden::A,diverso,төрле
742,verschieden::A,distinto,төрле
743,verschieden::A,diferente,төрле
744,nah::A,cercano,якын
745,fern::A,lejano,ерак
746,linker::A,izquierdo,сул
747,rechter::A,derecho,уң
748,anderer::A,otro,бүтән
749,erster::A,primero,беренче
750,zweiter::A,segundo,икенче
751,dritter::A,tercero,өченче
752,letzter::A,último,ахыргы
753,allein::ADV,a solo,ялгыз
754,auf einmal::ADV,de una vez,бердән
755,zusammen::ADV,juntos,бергә
756,lange::ADV,mucho tiempo,озак
757,plötzlich::ADV,de repente,искәрмәстән
758,sofort::ADV,en seguida,хәзер
759,später::ADV,más tarde,соңрак
760,jetzt::ADV,ahora,хәзер
761,heute::ADV,hoy,бүген
762,morgen::ADV,mañana,иртәгә
763,bald::ADV,pronto,тиздән
764,bald::ADV,en breve,тиздән
765,dann::ADV,luego,аннары
766,dann::ADV,entonces,аннары
767,gestern::ADV,ayer,кичә
768,einst::ADV,antaño,берчак
769,damals::ADV,entonces,ул вакытта
770,damals::ADV,entonces,ул чакта
771,danach::ADV,después,да
772,vorher::ADV,antes,элек
773,zuerst::ADV,primero,башта
774,einmal::ADV,una vez,бер
775,einmal::ADV,una vez,бер мәртәбә
776,manchmal::ADV,a veces,кайчакта
777,oft::ADV,a menudo,еш
778,oft::ADV,con frecuencia,еш
779,immer::ADV,siempre,һәркайчан
780,niemals::ADV,jamás,hичбер вакыт
781,hier::ADV,aquí,монда
782,hier::ADV,aquí,биредә
783,hierhin::ADV,acá,монда
784,von hier::ADV,desde aquí,моннан
785,dort::ADV,ahí,анда
786,dort::ADV,allí,анда
787,dorthin::ADV,allí,тегеләй
788,dorthin::ADV,hacia allí,тегеләй
789,geradeaus::ADV,todo derecho,турыдан-туры
790,vorwärts::ADV,adelante,алга
791,rückwärts::ADV,hacia atrás,кире
792,zurück::ADV,atrás,кире
793,unten::ADV,abajo,түбәндә
794,hinab::ADV,hacia abajo,аска
795,oben::ADV,arriba,өстә
796,oben::ADV,arriba,югарыда
797,hinauf::ADV,hacia arriba,өскә
798,überall::ADV,por todas partes,hәркайда
799,nicht::ADV,no,түгел
800,ein wenig::ADV,un poco,бераз
801,kaum::ADV,apenas,көчкә
802,sehr::ADV,muy,бик
803,sehr::ADV,mucho,бик
804,so::ADV,tan,алай
805,noch::ADV,aún,янә
806,noch::ADV,aún,тагын
807,noch::ADV,todavía,янә
808,noch::ADV,todavía,тагын
809,nur::ADV,solamente,фәкать
810,schon::ADV,ya,инде
811,wieder::ADV,de nuevo,янә
812,wieder::ADV,de nuevo,тагын
813,vergebens::ADV,en vano,юкка
814,vor::PRP,antes de,алдыннан
815,vor::PRP,delante de,алдыннан
816,hinter::PRP,tras,арттан
817,hinter::PRP,detrás de,арттан
818,unter::PRP,bajo,астында
819,unter::PRP,debajo de,астында
820,durch::PRP,por,аша
821,durch::PRP,a través de,аша
822,neben::PRP,al lado de,тирәсендә
823,zwischen::PRP,entre,арасында
824,wegen::PRP,por,сәбәпле
825,wegen::PRP,a causa de,сәбәпле
