,Concept_ID,kl,vep
115,Hügel::N,majorajaaq,kukaz
116,Hügel::N,qaqqannguaq,kukaz
117,Berg::N,qaqqaq,mägi
118,Höhle::N,qaarusuk,mägionduz
119,Abhang::N,ippik,paute
120,Abhang::N,sivinganeq,paute
121,Abhang::N,sivingajaaq,paute
122,Abhang::N,kussangajaaq,paute
123,Bach::N,kuunnguaq,oja
124,Fluss::N,kuuk,jogi
125,Ufer::N,sissap sinaa,rand
126,Küste::N,sineriak,randišt
127,Meer::N,imaq,meri
128,Bucht::N,ikeq,laht
129,Bucht::N,kangerluk,laht
130,Bucht::N,kangerliumaneq,laht
131,Insel::N,qeqertaq,sar'
132,Blume::N,naasoq,änik
133,Gras::N,ivigaq,hein
134,Wurzel::N,niulutaq,jur'
135,Baum::N,orpik,pu
136,Stamm::N,kanaartaq,tüvi
137,Rinde::N,ameraq,kor'
138,Ast::N,avalequt,oks
139,Zweig::N,avalequt,oks
140,Zweig::N,avalequt,barb
141,Blatt::N,pilutaq,lehtez
142,Birke::N,patitsit,koiv
143,Weide[Baum]::N,palleq,raid
144,Tanne::N,orsuerneq,kuz'
145,Horn::N,nassuk,sar'v
146,Feder::N,suluk,höuneh
147,Fell::N,ameq,nahk
148,Flügel::N,suluk,suug
149,Flügel::N,isaroq,suug
150,Klaue::N,kukik,künz'
151,Kralle::N,kukik,künz'
152,Schwanz::N,pamioq,händ
153,Schwanz::N,paperuusaq,händ
154,Ei::N,mannik,muna
155,Nest::N,ullut,peza
156,Bau::N,ini,uru
157,Tier::N,uumasoq,živat
158,Herde::N,unguukkat,kogo
159,Kuh::N,ussik,lehm
160,Bulle::N,angukulak,härg
161,Bulle::N,anguteralak,härg
162,Bulle::N,angutikulooq,härg
163,Schaf::N,sava,lambaz
164,Schwein::N,puuluki,siga
165,Hund::N,qimmeq,koir
166,Katze::N,puisaaq,kaži
167,Bär::N,allaq,kondi
168,Eichhörnchen::N,sissinnguaq,orav
169,Fuchs::N,terianniaq,reboi
170,Hase::N,ukaleq,jäniš
171,Maus::N,teriannguaq,hir'
172,Wolf::N,amaroq,händikaz
173,Vogel::N,timmiaq,lind
174,Huhn::N,kukkukooq,kana
175,Huhn::N,marloraaqaaq,kana
176,Hahn::N,kiasiusaq,kukoi
177,Gans::N,nerleq,hanh'
178,Adler::N,nattoralik,orl
179,Eule::N,uppik,hir'pulo
180,Kranich::N,qorlorfik,kurg
181,Krähe::N,tuluatsiaq,variš
182,Kuckuck::N,kukkooq,kägi
183,Schwan::N,qussuk,joucen
184,Fisch::N,aalisagaq,kala
185,Schlange[Tier]::N,pulateriarsuk,kü
186,Schlange[Tier]::N,pulateriarsuk,mado
187,Schlange[Tier]::N,pulateriaarsuk,kü
188,Schlange[Tier]::N,pulateriaarsuk,mado
189,Spinne::N,aasiaq,hämähouk
190,Spinne::N,nissavaarsuk,hämähouk
191,Ameise::N,uniaaluk,murahaine
192,Laus::N,kumak,täi
193,Mücke::N,ippernaq,säs'k
194,Fliege::N,ippernaq,kärbhaine
195,Schmetterling::N,paluaq,lipkaine
196,Schmetterling::N,pakkaluaq,lipkaine
197,Schmetterling::N,utsuppaluaq,lipkaine
198,Schmetterling::N,taqaleqisaaq,lipkaine
199,Beere::N,paarmaq,marj
200,Beere::N,paarngaq,marj
201,Apfel::N,iipili,jablok
202,Pilz::N,anngiusaq,sen'
203,Pilz::N,anngiusaq,babuk
204,Zwiebel::N,uanitsoq,lauk
205,Saat::N,naatsiiassaq,semned
206,Korn::N,maannineq,jüvä
207,Korn::N,maannineq,vill'
208,Schale::N,niutsivik,kor'
209,Schale::N,ilulissaq qaartussaq,kor'
210,Grube::N,itersaq,kop
211,Falle::N,pualavoq,rida
212,Schlinge::N,orseq,rihm
213,Schlinge::N,norloq,rihm
214,Spur::N,tumaa,jäl'g
215,Asche::N,arsat,tuhk
216,Dreck::N,minguk,redu
217,Dreck::N,minguk,pačak
218,Eisen::N,savimineq,raud
219,Eisen::N,saffiugassaq,raud
220,Gold::N,kuulti,kuld
221,Silber::N,siilviuvoq,hobed
222,Kohle::N,aamarsuit aamaruutissat,hil'
223,Glas::N,igalaaq,stökol
224,Glas::N,imertarfik,stökol
225,Glas::N,igalaamineq,stökol
226,Lehm::N,marraq,savi
227,Sand::N,sioqqat,lete
228,Mensch::N,inuk,mez'
229,Mensch::N,inuk,ristit
230,Mensch::N,silamiu,mez'
231,Mensch::N,silamiu,ristit
232,Mann::N,angut,mez'
233,Frau::N,arnaq,naine
234,Kind::N,meeraq,laps'
235,Junge::N,nukappiaraq,poig
236,Junge::N,nukappiaraq,prihaine
237,Mädchen::N,arnannguaq,neičukaine
238,Familie::N,ilaqutakka,kanz
239,Familie::N,ilaqutakka,pereh
240,Familie::N,ilaqutariit,kanz
241,Familie::N,ilaqutariit,pereh
242,Großvater::N,aatak,ded
243,Großmutter::N,aanaq,bab
244,Eltern::N,angajoqqaat,vanhembad
245,Eltern::N,angajoqqaat,kazvatajad
246,Vater::N,ataata,tat
247,Vater::N,ataataq,tat
248,Mutter::N,anaana,mam
249,Sohn::N,erneq,poig
250,Tochter::N,panik,tütär
251,Bruder::N,ani,veik
252,Bruder::N,ani,vell'
253,Bruder::N,aqqaluk,veik
254,Bruder::N,aqqaluk,vell'
255,Bruder::N,qatanngut,veik
256,Bruder::N,qatanngut,vell'
257,Schwester::N,naja,čiža
258,Schwester::N,naja,sizar
259,Schwester::N,aleqa,čiža
260,Schwester::N,aleqa,sizar
261,Schwester::N,qatanngut,čiža
262,Schwester::N,qatanngut,sizar
263,Onkel::N,akkak,däd'
264,Tante::N,aja,tädi
265,Tante::N,ajak,tädi
266,Tante::N,atsak,tädi
267,Ehemann::N,ui,mužik
268,Ehefrau::N,nuliaq,ak
269,Freude::N,tipaatsussuseq,ilo
270,Freude::N,tipaatsussuseq,ihastuz
271,Gelächter::N,illaq,nagr
272,Glück::N,usornaat,oza
273,Glück::N,usornarsuseq,oza
274,Wunsch::N,kissaat,taht
275,Lust::N,illigussuseq,himo
276,Lust::N,piummaseq,himo
277,Geist::N,anerneq,heng
278,Geist::N,toornaq,heng
279,Gedanke::N,isumassaq,meletuz
280,Gedächtnis::N,eqqaamannissuseq,mušt
281,Verstand::N,isuma,mel'
282,Verstand::N,sianissut,mel'
283,Verstand::N,misigissut,mel'
284,Verstand::N,sianissuseq,mel'
285,Verstand::N,silaqassuseq,mel'
286,Sinn::N,isuma,jüvä
287,Grund::N,patsit,sü
288,Wahrheit::N,sallusuissut,tozi
289,Märchen::N,oqalualaarut,sarn
290,Märchen::N,oqaluasaaq,sarn
291,Erzählung::N,oqaluttuaq,sanutez
292,Nachricht::N,oqaassut,tedotuz
293,Nachricht::N,oqqersuut,tedotuz
294,Neuigkeit::N,tusarnartaq,uzištuz
295,Name::N,ateq,nimi
296,Rätsel::N,nalorsitsaarut,ozoitez
297,Rede::N,oqaluuseq,pagin
298,Rede::N,oqaluuseq,sanad
299,Sprache::N,oqaatsit,kel'
300,Stimme::N,erinaq,än'
301,Stimme::N,qarluuseq,än'
302,Wort::N,oqaasii,sana
303,Zeichen::N,nalunaaqqut,znam
304,Ruf::N,qaaqqussut,kida
305,Ruf::N,qaaqqussut,kucund
306,Lärm::N,perpaluk,judu
307,Laut::N,torsukattak,kulund
308,Ton::N,erinaq,kulund
309,Lied::N,taalliaq,pajo
310,Lied::N,erinarsuut,pajo
311,Ruhe::N,qatsunganeq,lebu
312,Leute::N,inuiak,rahvaz
313,Leute::N,inuiaqatigiit,rahvaz
314,Volk::N,inuiaat,rahvaz
315,Arbeit::N,suliaq,tö
316,Arbeit::N,suliaq,rad
317,Gast::N,qaaqqusaq,adiv
318,Geschenk::N,pajugut,lahj
319,Hilfe::N,annertoqqut,abu
320,Freund::N,tiliaq,sebranik
321,Freund::N,ikinngut,sebranik
322,Kamerad::N,tiliaq,sebranik
323,Kamerad::N,ikinngut,sebranik
324,Art::N,ileqquuseq,rod
325,Art::N,ileqquuseq,rodsugu
326,Stück::N,nakkaalaniku,pala
327,Stück::N,nakkaalaniku,supal
328,Teil::N,tassiaasat,pala
329,Hälfte::N,affaq,pol'
330,Kreis::N,kaajaluinneq or kaajaluitsoq,ümbruz
331,Kreis::N,kaajaluinneq or kaajaluitsoq,kehkruz
332,Kreuz::N,sanningasulik,rist
333,Linie::N,tittaq,pird
334,Linie::N,titarneq,pird
335,Abstand::N,aku,keskust
336,Abstand::N,ikiaq,keskust
337,Entfernung::N,asi,matk
338,Gegend::N,nuna,taho
339,Platz::N,ini,avaruz'
340,Platz::N,inissaq,avaruz'
341,Ort::N,sumiiffik,koht
342,Seite::N,saneraq,pol'
343,Seite::N,saneraq,kül'g
344,Mitte::N,qiteq,kesk
345,Sache::N,pigisaq,azj
346,Rand::N,sini,röun
347,Rand::N,akerfineq,röun
348,Kante::N,akerfineq,röun
349,Ecke::N,teqeqqoq,saum
350,Ecke::N,tikeqqoq,saum
351,Spitze::N,inngik,agjaine
352,Ende::N,isu,agj
353,Loch::N,putu,reig
354,Winkel::N,teqeqqorissaat,čoga
355,Winkel::N,teqeqqorissaat,saum
356,Muster::N,ilisserut,kirjam
357,Größe::N,angissuseq,suruz'
358,Länge::N,takissuseq,piduz
359,Gewicht::N,oqimaalutaq,jügu
360,Gewicht::N,oqimaalutaq,vedäduz
361,Menge::N,amerlassuseq,äjüz'
362,Haufen::N,eqimattat,kogo
363,Reihe::N,allunaasaq,rivi
364,Boot::N,qajaq,veneh
365,Boot::N,angallat,veneh
366,Boot::N,umiatsiaq,veneh
367,Ruder::N,iput,air
368,Schlitten::N,qamutit,regi
369,Schlitten::N,qamutit,regut
370,Schlitten::N,qimusseq,regi
371,Schlitten::N,qimusseq,regut
372,Ski::N,ataarut,suks'
373,Last::N,nammagaq,jüguz
374,Schritt::N,allorneq,hašk
375,Norden::N,avannaq,pohjoine
376,Süden::N,qava,suvi
377,Süden::N,kujat,suvi
378,Süden::N,kujataa,suvi
379,Westen::N,kitaa,päivlaskm
380,Osten::N,kangi,päivnouzm
381,Holz::N,qisuk,pu
382,Brett::N,salliligaq,laud
383,Platte::N,qaateq,keitim
384,Stütze::N,ajagutaq,tugi
385,Stütze::N,ajaagutaq,tugi
386,Stange::N,kaaviffik,arz'
387,Stock::N,ajaappissat,kalu
388,Stab::N,ajaappissat,seibaz
389,Rohr::N,sullulik,torv
390,Haus::N,illu,pert'
391,Ofen::N,kissarsuut,päč
392,Fußboden::N,nateq,lava
393,Tisch::N,allattarfik,laud
394,Tisch::N,allattarfik,stal'c
395,Stuhl::N,issiavik,ištim
396,Stuhl::N,issiaffik,ištim
397,Wiege::N,uaasoq,kätte
398,Bett::N,nallavik,sija
399,Bett::N,nallavik,magaduzsija
400,Regal::N,ilisivik,palič
401,Kiste::N,sakissat,mülütim
402,Kiste::N,illerfiusaq,mülütim
403,Fenster::N,aki,ikun
404,Fenster::N,igalaaq,ikun
405,Tür::N,matu,uks'
406,Tor::N,isaaffik,verai
407,Zaun::N,saputit,aid
408,Dach::N,qaliaq,katuz
409,Leiter::N,tummeqqat,pordhad
410,Leiter::N,majuartarfiit,pordhad
411,Besen::N,saligutit,lud
412,Besen::N,saligutit,vast
413,Spaten::N,nivaataq,labid
414,Schaufel::N,nivaataq,labid
415,Gabel::N,qilluaq,hangoine
416,Gabel::N,ajassaatit,hangoine
417,Löffel::N,alussaat,luzik
418,Messer::N,savik,veič
419,Nagel::N,kukik,nagl
420,Netz::N,anguffaseq,verk
421,Haken::N,nissik,kouk
422,Haken::N,qarsorsaq,kouk
423,Haken::N,qarsorsartoq,kouk
424,Griff::N,ipi,kägä
425,Griff::N,ipi,varz'
426,Schloss::N,illussaarsuaq,lukkol
427,Bild::N,assiliaq,kuva
428,Figur::N,kisitsit,figur
429,Puppe::N,inuusaq,tätüine
430,Bündel::N,qilertaq,toppaz
431,Bündel::N,qilertaq,käč
432,Tasche::N,pooqattaq,sumk
433,Deckel::N,matu,katuz
434,Geschirr::N,anut,astii
435,Tasse::N,tiitorfik,čašk
436,Tasse::N,tiitorfiup ilorlia,čašk
437,Topf::N,qoqqoq,pada
438,Kessel::N,uunnaavik,katil
439,Essen::N,igaaq,sönd
440,Nahrung::N,neqissaq,söm
441,Speise::N,nerisassat,sömine
442,Fleisch::N,neqi,liha
443,Getreide::N,maannineq,vill'
444,Brot::N,iffit,leib
445,Brot::N,iffiaq,leib
446,Scheibe::N,igalaassiaq,bibaleh
447,Scheibe::N,igalaassiaq,šlik
448,Fett::N,tarnutissaq,razv
449,Fett::N,tarnutissiaq,razv
450,Butter::N,punneq,voi
451,Öl::N,uulia,voi
452,Salz::N,taratsut,sol
453,Suppe::N,qajoq,lem'
454,Suppe::N,qajoq,keitoz
455,Honig::N,tungusunnitsuut,mezi
456,Milch::N,immuk,maid
457,Tee::N,tii,čai
458,Tee::N,teeq,čai
459,Wolle::N,nuersagassiaq,vill
460,Stoff::N,milliaq,kangaz
461,Stoff::N,qarlissiaq,kangaz
462,Nadel::N,meqqut,negl
463,Faden::N,ujalussiaq,nit'
464,Knopf::N,attat,nübl'
465,Knoten::N,akeroq,sol'm
466,Knoten::N,qilerneq,sol'm
467,Farbe::N,qalipaat,muju
468,Kleidung::N,atisat,sobad
469,Kleidung::N,annoraaq,sobad
470,Hemd::N,ilupaaq,paid
471,Kragen::N,qungasiinnaq,kagluz
472,Ärmel::N,aaq,hijam
473,Hose::N,qarliit,štanad
474,Gürtel::N,qiterut,vö
475,Gürtel::N,unngersaq,vö
476,Mütze::N,nasaq,šapuk
477,Schuh::N,skuu,keng'
478,Schuh::N,ikernuk,keng'
479,Schuh::N,ateraasaq,keng'
480,Stiefel::N,kamik,sapug
481,Ring::N,assammiu,rengaz
482,Band::N,qilerutissiaq,lentaine
483,Kamm::N,illaagutit,suga
484,Kamm::N,illaajaatit pl.,suga
485,Spiegel::N,tarrarsuut,zerkol
486,Riemen::N,allunaaq,vö
487,Schnur::N,kujaaq,nor
488,Schnur::N,allunaasaq,nor
489,Leine::N,aleq,talutimnor
490,Decke::N,qipik,sijakatuz
491,Kissen::N,akit,pöluz
492,Tuch::N,qarlissiaq,paik
493,Handtuch::N,allarut,käzipaik
494,Handtuch::N,allarterut,käzipaik
495,Kraft::N,pissak,vägi
496,Stärke::N,qerattarsaat,vahvuz'
497,Gesundheit::N,peqqisusseq,tervhuz
498,Krankheit::N,nappaat,läžund
499,Schmerz::N,anniaat,kibu
500,Wunde::N,iki,čapatez
501,Fieber::N,nappaat qanimanartoq,säru
502,Arznei::N,imigassaq,zel'l'
503,Brücke::N,ikaartarfik,sild
504,Brunnen::N,tissaluttuliaq,kaiv
505,Weide::N,masarsuk,omaluine
506,Pfad::N,aqqut,tehut
507,Weg::N,aggerfik,te
508,Straße::N,aqqusineq,te
509,Dorf::N,nunaqarfik,külä
510,Stadt::N,illorpaat,lidn
511,Stadt::N,illorpalik,lidn
512,Brief::N,allagarsiaq,kirjeine
513,Buch::N,atuakkat,kirj
514,Buch::N,mappersagaq,kirj
515,Buchstabe::N,naqinneq,kirjam
516,Zeitung::N,aviisi,lehtez
517,Leben::N,inuussuseq,elo
518,Tod::N,toqu,surm
519,Tod::N,toquneq,surm
520,Grab::N,iliveq,kaum
521,Grab::N,illissat,kaum
522,Kirche::N,oqaluffik,jumalanpert'
523,Sünde::N,ajorti,grähk
524,Arbeiter::N,sulisoq,radnik
525,Chef::N,ittoqut,pämez'
526,Meister::N,naalagaq,mastar
527,Arzt::N,katsorsaasoq,lekar'
528,Lehrer::N,ilinniartitsisoq,opendai
529,Geld::N,aningaasat,rahad
530,Geschäft::N,niuertarfik,biznes
531,Laden::N,niuertarfik,lauk
532,Preis::N,aki,arv
533,Ware::N,qaliata pii,tavar
534,Ware::N,nioqqutissaq,tavar
535,Nutzen::N,iluaqut,liža
536,Welt::N,nunarsuaq,mail'm
537,Land::N,nuna,ma
538,König::N,kunngi,kunigaz
539,Macht::N,pissaassuseq,vald
540,Grenze::N,killik,röun
541,Krieg::N,sorsunneq,soda
542,Feind::N,akeraq,vihanik
543,Feind::N,akeraq,vastustai
544,Feind::N,akerartorti,vihanik
545,Feind::N,akerartorti,vastustai
546,Feind::N,qinngarsuisoq,vihanik
547,Feind::N,qinngarsuisoq,vastustai
548,Kampf::N,sorsunneq,tora
549,Pfeil::N,qalugiusaq,nol
550,Gewehr::N,aallaat,oružj
551,Fehler::N,kukkuneq,viga
552,Fehler::N,paarlaappaa,viga
553,Unglück::N,perluut,bed
554,Unglück::N,perluut,gor'a
555,Schuld::N,akiitsugaq,värhuz'
556,Schuld::N,akiligassaq,värhuz'
557,Alter::N,utoqqaq,igä
558,Schluss::N,isu,lop
559,Zeit::N,ulloq,aig
560,Zeit::N,akuttoqatigiinneq,aig
561,Tag::N,ulloq,päiv
562,Morgen::N,ullaaq,homendez
563,Mittag::N,ulloqeqqa,keskpäiv
564,Abend::N,unnuk,eht
565,Nacht::N,unnuaq,ö
566,Woche::N,sapaatip akunnera,nedal'
567,Monat::N,qaammat,ku
568,Jahr::N,ukioq,voz'
569,Frühling::N,upernaaq,keväz'
570,Sommer::N,aasaq,keza
571,Herbst::N,ukiaq,sügüz'
572,Winter::N,ukioq,tal'v
573,Januar::N,siulleeq,viluku
574,Januar::N,qaammaliaq,viluku
575,Februar::N,aarlaat,uhoku
576,März::N,marsi,keväz'ku
577,März::N,martsi,keväz'ku
578,Mai::N,maaji,semendku
579,Juni::N,juuni,kezaku
580,Juli::N,juuli,heinku
581,August::N,aggusti,eloku
582,September::N,septembari,sügüz'ku
583,Oktober::N,oktobari,reduku
584,November::N,novembari,kül'mku
585,Dezember::N,detsembari,tal'vku
586,Montag::N,ataasinngortoq,ezmärg
587,Dienstag::N,marlunngorneq,tožnarg
588,Mittwoch::N,pingasunngorneq,koumanz'päiv
589,Donnerstag::N,sisamanngorneq,nellänz'päiv
590,Freitag::N,tallimanngorneq,pätnič
591,Freitag::N,tallimanngorneq,videnz'päiv
592,Samstag::N,arfininngorneq,sobat
593,Sonntag::N,sapaat,pühäpäiv
594,Sonntag::N,sapaati,pühäpäiv
595,groß::A,angivoq,sur'
596,groß::A,angivoq,järed
597,klein::A,mikivoq,pen'
598,klein::A,mikivoq,pičuine
599,lang::A,takisooq,pit'k
600,kurz::A,naatsoq,lühüd
601,breit::A,silippoq,leved
602,schmal::A,amitsoq,kaid
603,dicht::A,torsusooq,tihed
604,dick[Gegenstand]::A,issuvoq,paks
605,dick[Gegenstand]::A,issusooq,paks
606,dünn::A,amitsoq,hoik
607,fein::A,mamarpoq,hen
608,fest::A,tangeqarpoq,luja
609,fest::A,tangeqarpoq,ninev
610,flach::A,nalimmappoq,lapak
611,glatt::A,quasak,siled
612,hart::A,mattusooq,kova
613,hart::A,manngerpoq,kova
614,hart::A,titeqquluppoq,kova
615,weich::A,nerumaarpoq,pehmed
616,rund::A,ammallorippoq,kehker
617,spitz::A,qummukujooq,nügu
618,spitz::A,qummukujooq,terav
619,scharf::A,ipippoq,terav
620,stumpf::A,anngerpoq,tül'c
621,schwer::A,oqimaappoq,jüged
622,schön::A,kusanarpoq,čoma
623,heiß::A,kiappoq,räk
624,warm::A,oqorpoq,läm'
625,kalt::A,issippoq,vilu
626,kühl::A,pueqqortippoq,raibak
627,kühl::A,pueqqortippoq,viluhk
628,feucht::A,isugutavoq,neps
629,feucht::A,isugutavoq,toreh
630,feucht::A,qaasernarpoq,neps
631,feucht::A,qaasernarpoq,toreh
632,nass::A,imerorpoq,märg
633,trocken::A,panerpoq,kuiv
634,voll::A,ulikkaarpoq,täuz'
635,leer::A,imaattuarpoq,joudai
636,offen::A,ammavoq,avoin
637,offen::A,ammavoq,avol'jaine
638,geschlossen::A,matuvoq,saubaline
639,sauber::A,eqqippoq,puhtaz
640,sauber::A,sukuluippoq,puhtaz
641,sauber::A,ipeqanngilaq,puhtaz
642,schmutzig::A,tapappoq,redukaz
643,schmutzig::A,minguppoq,redukaz
644,roh::A,aapavoq,rohk
645,roh::A,aapavoq,toreh
646,reif::A,qaarulerpoq,küps
647,süß::A,tungusunnippoq,maged
648,bitter::A,qasilippoq,karged
649,hell::A,qaamavoq,kirkas
650,hell::A,qaamavoq,valgei
651,dunkel::A,qernerpoq,pimed
652,schwarz::A,qernerpoq,must
653,weiß::A,qaqorpoq,vauged
654,rot::A,aappaluppoq,rusked
655,gelb::A,sungaarpoq,pakuine
656,blau::A,tungujorpoq,sinine
657,grün::A,qorsooqqippoq,vihand
658,grau::A,qaserpoq,hahk
659,billig::A,akikippoq,odav
660,wertvoll::A,erlinnarpoq,arvokas
661,blind::A,tappiippoq,soged
662,blind::A,isigisaqanngilaq,soged
663,taub::A,tusilarpoq,kurdiž
664,kräftig::A,pissaq,vägev
665,kräftig::A,pissarsuaq,vägev
666,stark::A,sanngivoq,vahv
667,stark::A,sanngivoq,vägekaz
668,schwach::A,nakuippoq,väll'
669,fett::A,pualavoq,razvakaz
670,schlank::A,tuappoq,kapos
671,hübsch::A,aatsialaq,čoma
672,böse::A,ajorpoq,äred
673,böse::A,ajorpoq,käred
674,dumm::A,taqajak,el'getoi
675,dumm::A,sikkilluppoq,el'getoi
676,dumm::A,qaatusimasaqanngilaq,el'getoi
677,faul::A,eqiasuppoq,lašk
678,faul::A,eqiattortuvoq,lašk
679,fleißig::A,eqiasuippoq,radonnavedii
680,geizig::A,iasilaarpoq,ažlak
681,geizig::A,tukkuippoq,ažlak
682,klug::A,mallak,melev
683,klug::A,mallak,melekaz
684,klug::A,ittanneq,melev
685,klug::A,ittanneq,melekaz
686,klug::A,kutaappoq,melev
687,klug::A,kutaappoq,melekaz
688,klug::A,kuttaappoq,melev
689,klug::A,kuttaappoq,melekaz
690,klug::A,qarasagippoq,melev
691,klug::A,qarasagippoq,melekaz
692,lieb::A,akisooq,izo
693,lieb::A,akisooq,sula
694,lustig::A,piikulavoq,ilokaz
695,sanft::A,isumagippoq,laskav
696,hungrig::A,kaappoq,näl'ghine
697,hungrig::A,perlilerpoq,näl'ghine
698,krank::A,napparsimavoq,läžui
699,traurig::A,aliasuppoq,opalahine
700,lebendig::A,uumavoq,eläb
701,gut::A,ajunngilaq,hüvä
702,schlecht::A,sualuppoq,huba
703,richtig::A,iluarpoq,oiged
704,schlimm::A,amiilaarnarpoq,paha
705,wahr::A,ilumoorpoq,todesine
706,alt::A,pisoqaq,vanh
707,neu::A,nutaavoq,uz'
708,alt[Lebewesen]::A,utoqqaq,ravaz
709,jung::A,inuusuppoq,nor'
710,jung::A,kingulliarsuk,nor'
711,arm::A,piillasoq,gol'l'
712,arm::A,piitsuuvoq,gol'l'
713,reich::A,pisuuvoq,elokaz
714,berühmt::A,tusaamasaq,tetab
715,fremd::A,ajasoornarpoq,veraz
716,verschieden::A,allatut,erazvuitte
717,verschieden::A,tamalaat,erazvuitte
718,nah::A,qanippoq,läheline
719,fern::A,ungasippoq,edahaine
720,linker::A,saamerleq,hura
721,rechter::A,innarluissut,oiged
722,erster::A,siulleq,ezmäine
723,zweiter::A,qataatsup tullia,toine
724,dritter::A,pingajorarterut,koumanz'
725,letzter::A,kingulleq,jäl'gmäine
726,allein::ADV,kisimiippoq,üksnäze
727,auf einmal::ADV,tassanngaannaq,ühten aigan
728,zusammen::ADV,attaasa,ühtes
729,zusammen::ADV,attarmik,ühtes
730,lange::ADV,akuni,hätken
731,plötzlich::ADV,tassanngaannaq,äkkid
732,sofort::ADV,erniinnaq,kerdalaz
733,später::ADV,kingorna,möhemba
734,jetzt::ADV,maanna,nügüd'
735,jetzt::ADV,massakkut,nügüd'
736,heute::ADV,ullumi,tämbei
737,morgen::ADV,aqagu,homen
738,bald::ADV,erniinnaq,pigai
