,Concept_ID,ba,kv
55,Schlaf::N,йоҡлау,он
56,Traum::N,төш,вӧт
57,Himmel::N,күк,небо
58,Sonne::N,ҡояш,шондi
59,Mond::N,ай,тӧлiсь
60,Stern::N,йондоҙ,кӧдзыв
61,Luft::N,һауа,ру
62,Wind::N,ел,тӧв
63,Welle::N,тулҡын,гы
64,Wasser::N,һыу,ва
65,Stein::N,таш,из
66,Boden::N,тупраҡ,му
67,Erde::N,балсҡ,му
68,Staub::N,туҙан,бус
69,Rauch::N,төтөн,тшын
70,Funke::N,осҡон,бичир
71,Feuer::N,ут,би
72,Licht::N,яҡтылыҡ,би
73,Schatten::N,күләгә,вуджӧр
74,Wetter::N,һауа торошо,погоддя
75,Nebel::N,төман,туман
76,Wolke::N,болот,кымӧр
77,Regen::N,ямғыр,зэр
78,Schnee::N,ҡар,лым
79,Eis::N,боҙ,йы
80,Frost::N,һалҡын,мороз
81,Kälte::N,һыуыҡ,кӧдзыт
82,Hitze::N,томра,ӧд
83,Hitze::N,эҫелек,ӧд
84,Raureif::N,ҡырау,кижа
85,Regenbogen::N,йәйғор,енӧшка
86,Donner::N,күк күкрәү,гым
87,Strömung::N,ағым,визывтӧм
88,Tropfen::N,тамсы,тёп
89,Schaum::N,күбек,быг
90,Schmutz::N,батҡаҡ,нять
91,See::N,күл,ты
92,Sumpf::N,һаҙлык,арай
93,Moor::N,һаҙ,нюр
94,Wiese::N,болон,видз
95,Wald::N,урман,вӧр
96,Hügel::N,түбә,мыльк
97,Anhöhe::N,түбә,вывтас
98,Anhöhe::N,түбә,вылынін
99,Anhöhe::N,ҡалҡыулыҡ,вывтас
100,Anhöhe::N,ҡалҡыулыҡ,вылынін
101,Berg::N,тау,керӧс
102,Gipfel::N,түбә,йыв
103,Höhle::N,мәмерйә,нора
104,Abhang::N,ипкен,покат
105,Quelle::N,шишмә,больган
106,Bach::N,шишмә,шор
107,Fluss::N,йылға,ю
108,Ufer::N,яр,берег
109,Küste::N,яр буйы,берег
110,Festland::N,ҡоро ер,му
111,Meer::N,диңгез,море
112,Bucht::N,бухта,курья
113,Insel::N,үтрау,
114,Blume::N,сәскә,цветок
115,Gras::N,үлән,турун
116,Wurzel::N,тамыр,вуж
117,Baum::N,ағас,пу
118,Stamm::N,олон,мыр
119,Stamm::N,олон,кер
120,Stamm::N,көбәк,мыр
121,Stamm::N,көбәк,кер
122,Rinde::N,ҡабыҡ,кач
123,Ast::N,ботаҡ,ув
124,Zweig::N,ботаҡ,ув
125,Zweig::N,тармаҡ,ув
126,Blatt::N,япраҡ,лист
127,Birke::N,ҡайын,кыдз
128,Kiefer[Baum]::N,ҡарғай,пожум
129,Weide[Baum]::N,тал,бадь
130,Tanne::N,шыршы,кӧз
131,Horn::N,мөғөҙ,сюр
132,Feder::N,ҡауырһын,гӧн
133,Fell::N,тире,кучик
134,Flügel::N,ҡанат,борд
135,Klaue::N,тырнаҡ,гыж
136,Kralle::N,аяҡ,кабыр
137,Schwanz::N,ҡойроҡ,бӧж
138,Ei::N,йомортҡа,кольть
139,Nest::N,оя,поз
140,Bau::N,оң,осьта
141,Bau::N,оң,нора
142,Tier::N,жайуан,зверь
143,Tier::N,йыртҡыс,зверь
144,Herde::N,көтөү,гурт
145,Kuh::N,һыйыр,мӧс
146,Bulle::N,үгеҙ,ӧшка
147,Pferd::N,ат,вӧв
148,Schaf::N,һарыҡ,баля
149,Schwein::N,сусҡа,порсь
150,Hund::N,эт,пон
151,Katze::N,бесәй,кань
152,Bär::N,айыу,ош
153,Eichhörnchen::N,тейен,ур
154,Elch::N,мышы,вӧр мӧс
155,Fuchs::N,төлкө,руч
156,Hase::N,ҡуян,кӧч
157,Maus::N,сысҡан,шыр
158,Wolf::N,бүре,кӧин
159,Vogel::N,ҡош,кай
160,Schwarm::N,көтөү,стая
161,Schwarm::N,көтөү,чукӧр
162,Huhn::N,тауыҡ,курӧг
163,Hahn::N,әтәс,петух
164,Hahn::N,әтәс,ай курӧг
165,Gans::N,ҡаҙ,дзодзог
166,Adler::N,бөркөт,куч
167,Adler::N,бөркөт,кутш
168,Ente::N,өйрәк,утка
169,Eule::N,өкө,тупка
170,Eule::N,ябалаҡ,тупка
171,Kranich::N,торна,тури
172,Krähe::N,ҡарға,рака
173,Kuckuck::N,кәкүк,кӧк
174,Schwan::N,аҡҡош,юсь
175,Fisch::N,балыҡ,чери
176,Barsch::N,алабуға,ёкыш
177,Hecht::N,суртан,сирпинь
178,Schlange[Tier]::N,йылан,змей
179,Wurm::N,селяүсен,номыр
180,Spinne::N,үрмәксе,черань
181,Ameise::N,ҡырмыҫҡа,кӧдзывкар
182,Laus::N,бет,ляпа той
183,Mücke::N,серәкәй,ном
184,Fliege::N,себен,гут
185,Schmetterling::N,күбәләк,бабыв
186,Beere::N,еләк,ягӧд
187,Apfel::N,алма,яблоко
188,Pilz::N,бәшмәк,тшак
189,Zwiebel::N,һуган,грез
190,Saat::N,орлоҡ,кӧдзыс
191,Korn::N,иген,сю
192,Heu::N,бесән,турун
193,Schale::N,ҡабыҡ,кыш
194,Schale::N,ҡабыҡ,киль
195,Grube::N,соҡор,яма
196,Falle::N,тоҙак,нальк
197,Falle::N,тоҙак,кляпча
198,Falle::N,ҡапҡан,нальк
199,Falle::N,ҡапҡан,кляпча
200,Schlinge::N,тоҙак,лӧч
201,Spur::N,әҫер,туй
202,Asche::N,көл,пӧим
203,Dreck::N,батҡаҡ,нять
204,Eisen::N,тимер,кӧрт
205,Gold::N,алтын,зарни
206,Silber::N,көмөш,язісь
207,Kohle::N,күмер,шом
208,Kohle::N,күмер,уголь
209,Glas::N,быяла,стекло
210,Lehm::N,балсыҡ,сёй
211,Sand::N,ҡом,лыа
212,Mensch::N,кеше,морт
213,Mann::N,ир,мужик
214,Frau::N,ҡатын,инька
215,Kind::N,бала,кага
216,Junge::N,малай,зонка
217,Mädchen::N,ҡыҙ,нывкаок
218,Mädchen::N,ҡыҙыҡай,нывкаок
219,Familie::N,ғаилә,семья
220,Großvater::N,олатай,дед
221,Großmutter::N,әбәй,баб
222,Eltern::N,ата-әсә,ай-мам
223,Vater::N,атай,ай
224,Mutter::N,әсә,мам
225,Sohn::N,ул,зон
226,Tochter::N,ҡыҙ,ныв
227,Bruder::N,агай,вон
228,Schwester::N,алай,сой
229,Schwester::N,һеңле,сой
230,Onkel::N,ағай,дядь
231,Tante::N,апай,айӧлӧн сой
232,Tante::N,апай,ичинь
233,Ehemann::N,ир,жӧник
234,Ehefrau::N,ҡатын,инь
235,Freude::N,шатлыҡ,гаж
236,Freude::N,шатлыҡ,радъялӧм
237,Freude::N,ҡыуаныс,гаж
238,Freude::N,ҡыуаныс,радъялӧм
239,Gelächter::N,көлөү,сералӧм
240,Glück::N,бәхет,мичлун
241,Kummer::N,ҡайғы,шог
242,Wunsch::N,теләк,мӧдӧм
243,Wunsch::N,теләк,охотитӧм
244,Lust::N,әүәҫлек,охота
245,Geist::N,аң,лов
246,Geist::N,рух,лов
247,Gedanke::N,уй,дума
248,Gedanke::N,фекер,дума
249,Gedächtnis::N,хәтер,тӧдвыв
250,Verstand::N,аҡыл,вежӧр
251,Sinn::N,мәғәня,ылӧс
252,Grund::N,сәбәп,мог
253,Wahrheit::N,дөрөҫлөк,правда
254,Gespräch::N,әңгәмә,сёрни
255,Märchen::N,әкиәт,сказка
256,Erzählung::N,хикәйә,висьт
257,Nachricht::N,хәбәр,юӧр
258,Nachricht::N,хәбәр,висьталӧм
259,Neuigkeit::N,яңылыҡ,новость
260,Name::N,исем,ним
261,Rätsel::N,йомаҡ,загадка
262,Rede::N,телмәр,сёрни
263,Sprache::N,тел,кыв
264,Sprache::N,телмәр,кыв
265,Stimme::N,тауыш,голос
266,Wort::N,һүҙ,кыв
267,Zeichen::N,билдә,пас
268,Ruf::N,саҡырыу,чуксӧм
269,Ruf::N,саҡырыу,чукӧстӧм
270,Lärm::N,шаулау,шум
271,Laut::N,тауыш,шы
272,Ton::N,яңғырау,гор
273,Lied::N,йыр,сьыланкыв
274,Ruhe::N,ял,спокой
275,Ruhe::N,тыныслыҡ,спокой
276,Leute::N,кешеләр,йӧз
277,Volk::N,халҡ,йӧз
278,Volk::N,халҡ,народ
279,Arbeit::N,эш,удж
280,Gast::N,ҡунаҡ,гӧсь
281,Geschenk::N,бүләк,гӧснеч
282,Geschenk::N,бүләк,подарок
283,Spiel::N,уйын,орсӧм
284,Gesellschaft::N,йәмғиәт,компания
285,Hilfe::N,ярҙам,отсӧт
286,Freund::N,дуҫ,модз
287,Freund::N,дуҫ,дружок
288,Kamerad::N,иптәш,тӧдса
289,Angelegenheit::N,әш,дело
290,Anzahl::N,һан,лыд
291,Art::N,төр,пӧлӧс
292,Stück::N,киҫәк,тор
293,Teil::N,өлөш,юкӧм
294,Hälfte::N,ярты,джын
295,Kreis::N,түңәрәк,круг
296,Kreuz::N,тәре,перна
297,Linie::N,һыҙыҡ,визь
298,Strich::N,һыҙат,кырӧв
299,Abstand::N,ара,колас
300,Entfernung::N,алыҫлыҡ,ылына
301,Gegend::N,урын,места
302,Platz::N,арауыҡ,места
303,Ort::N,ерҙәр,места
304,Ort::N,урындар,места
305,Ort::N,эш урыны,места
306,Seite::N,яҡ,ладор
307,Mitte::N,урталыҡ,шӧр
308,Gegenstand::N,нәмә,тор
309,Sache::N,нәмә,тор
310,Sache::N,әйбер,тор
311,Rand::N,сит,дор
312,Kante::N,ҡабырға,ордлы
313,Kante::N,ян,ордлы
314,Ecke::N,мөйөш,пельӧс
315,Spitze::N,ос,йыв
316,Ende::N,аҙаҡ,йыв
317,Loch::N,тишек,осьта
318,Winkel::N,мөйөш,пельӧс
319,Muster::N,биҙәк,сер
320,Größe::N,ҙурлыҡ,ыжда
321,Länge::N,оҙонлоҡ,кузя
322,Höhe::N,бейеклек,сувда
323,Höhe::N,бейеклек,вылына
324,Gewicht::N,үлсәү,сьӧкта
325,Menge::N,һан,
326,Haufen::N,өйөм,куча
327,Reihe::N,рәт,лёдз
328,Boot::N,кәмә,пыж
329,Ruder::N,ишкәк,пелыс
330,Schlitten::N,сана,додь
331,Ski::N,саңгы,лямпа
332,Lagerfeuer::N,костер,бипур
333,Last::N,ауырлыҡ,тягота
334,Gang::N,барыу,мунӧм
335,Schritt::N,аҙым,вожмӧв
336,Norden::N,төньяҡ,ой
337,Süden::N,көньяҡ,лун
338,Westen::N,көнбайыш,рытвыв
339,Osten::N,көнсығыш,асыв
340,Holz::N,үағас,пу
341,Brett::N,таҡта,пӧв
342,Platte::N,плита,плита
343,Stütze::N,терәк,пика
344,Stange::N,кәртә,зор
345,Stange::N,кәртә,потш
346,Stock::N,таяҡ,бедь
347,Stab::N,ҡолға,шест
348,Rohr::N,торба,труба
349,Haus::N,өй,керку
350,Haus::N,йорт,керку
351,Heim::N,өй,керку
352,Ofen::N,мейес,пӧжавны
353,Fußboden::N,енес,джодж
354,Tisch::N,өҫтәл,пызан
355,Stuhl::N,ултырғыс,стул
356,Wiege::N,бишек,зыбка
357,Bett::N,карауат,кровать
358,Regal::N,кәштә,джадж
359,Kiste::N,йәшинк,ящик
360,Fenster::N,тәҙрә,ӧшын
361,Tür::N,ишек,ыбӧс
362,Tor::N,ҡапҡа,ворота
363,Zaun::N,ҡойма,забор
364,Dach::N,түбә,крыша
365,Dach::N,ҡыйыҡ,крыша
366,Leiter::N,баҫҡыс,лиснич
367,Besen::N,һепертке,рос
368,Spaten::N,көрәк,зыр
369,Schaufel::N,көрәк,зыр
370,Gabel::N,сәнске,вила
371,Löffel::N,ҡалаҡ,пань
372,Messer::N,бысаҡ,пурт
373,Nagel::N,сөй,кӧрттув
374,Netz::N,ау,кыйӧт
375,Haken::N,ыргаҡ,ем
376,Griff::N,тотҡа,пу
377,Schloss::N,йоҙаҡ,замок
378,Bild::N,картина,картина
379,Figur::N,һын,мыгӧр
380,Puppe::N,ҡурсаҡ,акань
381,Beutel::N,тоҡ,мешӧк
382,Bündel::N,төргәк,нин
383,Tasche::N,сумка,сумка
384,Eimer::N,биҙрә,ведра
385,Deckel::N,ҡапҡас,вевт
386,Geschirr::N,һауыт-һаба,доз
387,Geschirr::N,һауыт-һаба,бекӧрпань
388,Sack::N,тоҡ,мешӧк
389,Tasse::N,сынаяҡ,бекӧр
390,Topf::N,кәстрүл,кастрюля
391,Kessel::N,ҡаҙан,пӧрт
392,Essen::N,ашау,сёйӧм
393,Nahrung::N,аҙыҡ,вердан
394,Speise::N,аш,сёян
395,Fleisch::N,ит,яй
396,Getreide::N,иген,сю
397,Getreide::N,ашлыҡ,сю
398,Brei::N,бутҡа,каша
399,Brot::N,икмәк,нянь
400,Scheibe::N,телем,шӧрӧм
401,Fett::N,май,гос
402,Butter::N,май,ви
403,Öl::N,май буяуы,ви
404,Salz::N,тоҙ,сов
405,Suppe::N,һурпа,шыд
406,Honig::N,бал,ма
407,Milch::N,һөт,йӧв
408,Tee::N,сәй,чай
409,Leder::N,күн,кучик
410,Wolle::N,йөн,гӧн
411,Stoff::N,туҡыма,дӧра
412,Nadel::N,энә,ем
413,Faden::N,еп,сунис
414,Knopf::N,төймә,кизь
415,Knoten::N,төйөн,узӧв
416,Knoten::N,төйөн,гӧрӧд
417,Farbe::N,буяу,краска
418,Kleidung::N,кейем,паськӧм
419,Hemd::N,күлдәк,йӧрнӧс
420,Kragen::N,яға,воротник
421,Ärmel::N,ең,сос
422,Hose::N,салбар,вешьян
423,Gürtel::N,ҡайыш,йи
424,Mütze::N,бүрк,шапка
425,Schuh::N,туфли,ботинки
426,Stiefel::N,итек,сапог
427,Ring::N,йөҙөк,чунькытш
428,Ring::N,балдаҡ,чунькытш
429,Band::N,таҫма,ленточка
430,Kamm::N,тараҡ,сынан
431,Spiegel::N,көзгө,зеркало
432,Riemen::N,ҡайыш,ремень
433,Schnur::N,бау,гез
434,Leine::N,бау,повод
435,Decke::N,одеяд,одеяло
436,Kissen::N,мендәр,подушка
437,Tuch::N,яулыҡ,чышьян
438,Handtuch::N,таҫтамал,чышкӧт
439,Kraft::N,көс,прак
440,Stärke::N,көс,вын
441,Gesundheit::N,һаулыҡ,здоровье
442,Krankheit::N,сир,шог
443,Krankheit::N,ауырыу,шог
444,Schmerz::N,һыҙлау,зубыт
445,Schmerz::N,әрнеү,зубыт
446,Wunde::N,йәрәхәт,рана
447,Fieber::N,тапма,лёк тресся
448,Fieber::N,тапма,кынтан шогӧт
449,Fieber::N,биҙгәк,лёк тресся
450,Fieber::N,биҙгәк,кынтан шогӧт
451,Arznei::N,дарыу,лекарство
452,Brücke::N,күпер,пос
453,Brunnen::N,ҡоҙоҡ,колодец 
454,Weide::N,көтөүлек,пода йирсян
455,Pfad::N,һуҡмаҡ,туй
456,Weg::N,юл,туй
457,Straße::N,урам,туй
458,Dorf::N,ауыл,деревня
459,Stadt::N,ҡала,город
460,Brief::N,хат,гижӧт
461,Buch::N,китап,книга
462,Buch::N,кенәгә,книга
463,Buchstabe::N,хәреф,буква
464,Zeitung::N,гәзит,газета
465,Leben::N,йәшәү,олан
466,Tod::N,үлем,кулӧм
467,Grab::N,ҡәбер,гу
468,Kirche::N,сиркәү,вичку
469,Sünde::N,гөнаһ,грек
470,Gott::N,алла,ен
471,Gott::N,хоҙай,ен
472,Arbeiter::N,эшсе,уджалiсь
473,Chef::N,башлыҡ,начальник
474,Meister::N,оҫта,мастер
475,Arzt::N,врач,врач
476,Lehrer::N,уҡытыусы,велӧтісь
477,Geld::N,аҡса,деньга
478,Geschäft::N,эш,удж
479,Laden::N,магазин,магазин
480,Preis::N,хаҡ,дон
481,Ware::N,тауар,товар
482,Nutzen::N,файҙа,путь
483,Reichtum::N,байлыҡ,богатство
484,Welt::N,донъя,му
485,Land::N,ил,страна
486,Staat::N,дәүләт,государство
487,König::N,король,кан
488,Macht::N,власть,власть
489,Grenze::N,сик,граница
490,Krieg::N,һуғыш,война
491,Feind::N,йылан,враг
492,Gewalt::N,көслөк,
493,Kampf::N,көрәш,нярасьӧм
494,Kampf::N,көрәш,вермасьӧм
495,Bogen[Waffe]::N,йәйә,лук
496,Pfeil::N,уҡ,ньӧв
497,Gewehr::N,мылтыҡ,ружьё
498,Fehler::N,хата,ошибка
499,Lüge::N,ялған,ылӧтӧм
500,Lüge::N,ялған,пӧрьялӧм
501,Schaden::N,зыян,лёк
502,Schaden::N,зарар,лёк
503,Unglück::N,ҡаза,пик
504,Unglück::N,ҡаза,оказзё
505,Schuld::N,ғәйеп,вина
506,Alter::N,йәш,
507,Schluss::N,һуң,ком
508,Schluss::N,аҙаҡ,ком
509,Zeit::N,мәл,кад
510,Zeit::N,заман,кад
511,Tag::N,көн,лун
512,Morgen::N,иртә,асыв
513,Morgen::N,иртәнсәк,асыв
514,Mittag::N,төш,луншӧр кад
515,Abend::N,кис,рыт
516,Nacht::N,төн,ой
517,Woche::N,аҙна,неделя
518,Monat::N,ай,тӧлicь
519,Jahr::N,йыл,год
520,Frühling::N,яҙ,тулыс
521,Sommer::N,йәй,гожум
522,Herbst::N,көз,ар
523,Winter::N,ҡыш,тӧв
524,Januar::N,ғинуар,январ
525,Februar::N,февраль,февраль
526,März::N,март,март
527,April::N,апрель,апрель
528,Mai::N,май,май
529,Juni::N,июнь,юнь
530,Juli::N,июль,юль
531,August::N,август,август
532,September::N,сентябрь,сентяб
533,Oktober::N,октябрь,октяб
534,November::N,ноябрь,нояб
535,Dezember::N,декабрь,декаб
536,Montag::N,дүшәмбе,вильлун
537,Dienstag::N,шишәмбе,мӧдӧдзлун
538,Mittwoch::N,шаршамбы,шӧрлун
539,Donnerstag::N,кесаҙна,нёльӧдзлун
540,Freitag::N,йома,витӧдзлун
541,Samstag::N,шәмбе,пывсянлун
542,Sonntag::N,йәкшәмбе,кресення
543,groß::A,ҙур,ыджыт
544,klein::A,бәләкәс,учӧтик
545,lang::A,оҙон,кузь
546,kurz::A,ҡыҫҡа,дженыт
547,breit::A,киң,ота
548,schmal::A,тар,векнит
549,dicht::A,йыш,тшӧк
550,dicht::A,ҡуйы,тшӧк
551,dick[Gegenstand]::A,ҡалын,кыз
552,dünn::A,йоҡа,вӧснит
553,dünn::A,нәҙек,вӧснит
554,fein::A,нескә,вӧснит
555,fest::A,ныҡ,крепыт
556,flach::A,яҫы,лапкӧса
557,flach::A,ялпаҡ,лапкӧса
558,glatt::A,шыма,волькыт
559,hart::A,ҡаты,чӧрыт
560,weich::A,йомшаҡ,небыт
561,rund::A,түңәрәк,гӧгрӧса
562,spitz::A,осло түбәле,ёся
563,scharf::A,үткер,лэчыт
564,stumpf::A,утмәҫ,ныж
565,schwer::A,ауыр,сьӧкыт
566,schön::A,матур,басӧк
567,heiß::A,эҫе,жар
568,warm::A,йылы,шоныт
569,kalt::A,һыуыҡ,кӧдзыт
570,kühl::A,һалҡынса,сайкыт
571,frisch::A,һалҡынса,виль
572,feucht::A,еүеш,вакодь
573,feucht::A,дымлы,вакодь
574,nass::A,еүеш,ва
575,trocken::A,кипкән,кӧс
576,voll::A,тулы,тыра
577,leer::A,буш,тыртӧм
578,offen::A,асыҡ,оссьӧм
579,geschlossen::A,ябыҡ,игана
580,geschlossen::A,ябыҡ,пӧдана
581,sauber::A,таҙа,сӧдз
582,sauber::A,таҙа,сӧстӧм
583,schmutzig::A,бысраҡ,нятьӧсь
584,roh::A,сей,путӧм
585,reif::A,өлгөрғән,кисьмалӧм
586,lecker::A,тәмле,кӧра 
587,süß::A,тямле,чӧскыт
588,süß::A,тәм-том,чӧскыт
589,bitter::A,әсе,курыт
590,sauer::A,әсе,шӧма 
591,hell::A,яҡты,югыт
592,dunkel::A,ҡараңғы,пемыт
593,schwarz::A,ҡара,сьӧд
594,weiß::A,аҡ,чочком
595,rot::A,матур,гӧрд
596,rot::A,һылыу,гӧрд
597,rot::A,сибәр,гӧрд
598,gelb::A,һары,веж
599,blau::A,күк,лӧз
600,grün::A,йәшел,веж
601,grau::A,буҙ,руд
602,grau::A,буҙ,бусӧй
603,bunt::A,сыбар,быдрӧма
604,bunt::A,ала-ҡола,быдрӧма
605,billig::A,арзан,донтӧм
606,teuer::A,ҡыйбатлы,дона
607,wertvoll::A,ҡиммәтле,дона
608,blind::A,һуҡыр,синтӧм
609,taub::A,һаңғырау,пельтӧм
610,kräftig::A,көслө,вына
611,kräftig::A,ҡеүәтле,вына
612,stark::A,көслө,вына
613,stark::A,ҡеүәтле,вына
614,schwach::A,көсһөҙ,некодя
615,fett::A,һимеҙ,госа
616,schlank::A,зифа,статя
617,hübsch::A,матур,басӧк
618,böse::A,асыулы,лёк
619,dumm::A,иҫәр,бӧбӧв
620,dumm::A,иҫәр,вежӧртӧм
621,faul::A,иренсәк,дыш
622,fleißig::A,тырыш,уджалicь
623,geizig::A,һаран,жикмӧра
624,geizig::A,һаран,горшаліcь
625,klug::A,аҡыллы,авья
626,klug::A,аҡыллы,вежӧра
627,geschickt::A,оҫта,кипода
628,lieb::A,яғымлы,муса
629,lieb::A,яғымлы,дзулиньӧй
630,lustig::A,күңелле,гажа
631,sanft::A,йыуаш,лебезнӧй
632,hungrig::A,ас,тшыг
633,krank::A,сирле,шогалiсь
634,krank::A,ауырыу,шогалiсь
635,nackt::A,яланғас,куш
636,traurig::A,яманһыу,жугыль
637,lebendig::A,тере,ловья
638,lebendig::A,йәнле,ловья
639,gut::A,яҡшы,бур
640,schlecht::A,хөрт,умӧль
641,schlecht::A,алама,умӧль
642,richtig::A,дөрөҫ,
643,schlimm::A,хөрт,нештӧм
644,schlimm::A,алама,нештӧм
645,wahr::A,дөрөҫ,
646,alt::A,иҫке,важ
647,alt::A,боронғо,важ
648,neu::A,яңы,виль
649,ehemalig::A,элекке,вӧвлӧм
650,alt[Lebewesen]::A,ҡарт,года
651,alt[Lebewesen]::A,ҡарт,годдэза
652,jung::A,йәш,том
653,arm::A,фәҡир,гов
654,arm::A,фәҡир,беднӧй
655,reich::A,бай,эма
656,bekannt::A,таныш,тӧдса
657,berühmt::A,атаҡлы,
658,berühmt::A,данлыҡлы,
659,fremd::A,ят,чужӧй
660,fremd::A,сит,чужӧй
661,verschieden::A,төрлө,быдкодь
662,nah::A,яҡын,матiсь
663,fern::A,алыҫ,ылicь
664,fern::A,йыраҡ,ылicь
665,linker::A,һул,шульга
666,rechter::A,уң,веськытланись
667,anderer::A,бутән,мукӧд
668,erster::A,тәүге,медодзза
669,zweiter::A,икенсе,кыкӧт
670,dritter::A,өсөнсө,куимӧт
671,dritter::A,өсөнсө,куимӧдз
672,letzter::A,һуңғы,бӧрья
673,letzter::A,һуңғы,мёдбӧрья
674,allein::ADV,бер үҙе,
675,allein::ADV,яңғыҙ,
676,auf einmal::ADV,бер юлы,тшӧтш
677,zusammen::ADV,бергә,ӧтлаын
678,lange::ADV,оҙаҡ,дыр
679,plötzlich::ADV,ҡапыл,друг
680,sofort::ADV,шунда уҡ,тшӧтш
681,später::ADV,һуңыраҡ,медбӧрын
682,jetzt::ADV,хәҙер,ӧні
683,heute::ADV,бөгөн,талун
684,morgen::ADV,иртәгә,ашын
685,bald::ADV,тиҙҙән,чожа
686,dann::ADV,һуңынан,сыбӧрын
687,gestern::ADV,кисә,тӧн
688,einst::ADV,ҡасандыр,ӧтпыр
689,einst::ADV,бер баҡыт,ӧтпыр
690,damals::ADV,ул саҡта,сэк
691,damals::ADV,ул саҡта,сэки
692,danach::ADV,һуңынан,сэсся
693,vorher::ADV,элек,одзжык
694,zuerst::ADV,башта,наперво
695,einmal::ADV,бер,ӧтпыр
696,manchmal::ADV,ҡайһы берҙә,мукӧдпыр
697,oft::ADV,йыш,-лы-
698,immer::ADV,һәр ҡасан,быдпыр
699,immer::ADV,һәр ҡасан,быдпырся
700,niemals::ADV,бер ҡасан да,некӧр
701,niemals::ADV,бер ваҡытта ла,некӧр
702,hier::ADV,бында,татӧн
703,hierhin::ADV,бында,татчӧ
704,von hier::ADV,бынан,тасянь
705,von hier::ADV,ошонан,тасянь
706,dort::ADV,шунда,сэтӧн
707,dort::ADV,тегендә,сэтӧн
708,dorthin::ADV,шунда,сэтчин
709,dorthin::ADV,тегеләй,сэтчин
710,geradeaus::ADV,тура,веськыта
711,vorwärts::ADV,алға,одзӧ
712,rückwärts::ADV,кирегә,бӧр
713,zurück::ADV,кирегә,бӧр
714,unten::ADV,түбәндә,увтын
715,hinab::ADV,түбәнгә,увтас
716,oben::ADV,юғарыла,вевдӧрас
717,hinauf::ADV,юғарыға,вывлань
718,hinauf::ADV,юғарыға,вывланьӧ
719,überall::ADV,бөтә урында,быдлан
720,nicht::ADV,тугел,ог
721,ein wenig::ADV,аҙ,-ышт
722,ein wenig::ADV,аҙ,невна
723,kaum::ADV,көскә,ӧдва
724,kaum::ADV,саҡ-саҡ,ӧдва
725,sehr::ADV,ифат,вывтi
726,so::ADV,шулай,сiдз
727,noch::ADV,йәнә,эшӧ
728,nur::ADV,бары,только
729,schon::ADV,инде,ни
730,wieder::ADV,тағы,бӧра
731,vergebens::ADV,бушҡа,весись
732,vor::PRP,алдында,одзас
733,hinter::PRP,артында,бӧрӧ
734,unter::PRP,аҫтында,увтын
735,durch::PRP,үтә,пыр
736,neben::PRP,эргәһендә,бокам
737,neben::PRP,эргәһендә,боксиным
738,zwischen::PRP,араһында,коласас
739,wegen::PRP,өсөн,понда
740,wegen::PRP,сәбәпле,понда
741,dies::PRN,был,эта
742,dies::PRN,ошо,эта
743,das::PRN,ул,сiя
744,alles::PRN,бөтә,быдӧс
745,ich::PRN,мин,ме
746,du::PRN,һин,тэ
747,er::PRN,ул,сiя
748,wir::PRN,беҙ,мийӧ
749,ihr::PRN,һеҙ,ті
