,Concept_ID,lt,ar
101,Regenbogen::N,vaivorykštė,قوس قزح
102,Donner::N,perkūnas,رعد
103,Donner::N,griaustinis,رعد
104,Strömung::N,tėkmė,تيار
105,Tropfen::N,lašas,قطرة
106,Schaum::N,putos,زبد
107,Schaum::N,putos,رغوة
108,Schmutz::N,purvas,وسخ
109,See::N,ežeras,بحيرة
110,Sumpf::N,klampynė,مستنقع
111,Sumpf::N,liūnas,مستنقع
112,Moor::N,pelkė,مستنقع
113,Wiese::N,pieva,مرج
114,Wald::N,miškas,غابة
115,Hügel::N,kalva,تل
116,Anhöhe::N,kauburys,تل
117,Berg::N,kalnas,جبل
118,Gipfel::N,viršūnė,قمة
119,Höhle::N,ola,كهف
120,Abhang::N,šlaitas,منحدر
121,Abhang::N,nuokalnė,منحدر
122,Quelle::N,versmė,منبع
123,Quelle::N,šaltinis,منبع
124,Bach::N,upelis,مجرى
125,Fluss::N,upė,نهر
126,Ufer::N,krantas,ضفة
127,Küste::N,pajūris,ساحل
128,Festland::N,sausuma,بر
129,Meer::N,jūra,بحر
130,Bucht::N,įlanka,خليج
131,Bucht::N,užutekis,خليج
132,Insel::N,sala,جزيرة
133,Blume::N,gėlė,زهرة
134,Gras::N,žolė,حشيش
135,Wurzel::N,šaknis,أصل
136,Baum::N,medis,شجرة
137,Stamm::N,kamienas,جذع
138,Rinde::N,žievė,قشرة
139,Ast::N,šaka,فرع
140,Zweig::N,šakelė,غصن
141,Blatt::N,lapas,ورقة
142,Birke::N,beržas,قضبان
143,Kiefer[Baum]::N,pušis,صنوبرة
144,Weide[Baum]::N,karklas,صفصاف
145,Tanne::N,eglė,شوح
146,Tanne::N,eglė,تبوب
147,Tanne::N,kėnis,شوح
148,Tanne::N,kėnis,تبوب
149,Horn::N,ragas,قرن
150,Feder::N,plunksna,ريشة
151,Fell::N,kailis,فرو
152,Flügel::N,sparnas,جناح
153,Klaue::N,kanopa,مخلب
154,Kralle::N,nagas,مخلب
155,Schwanz::N,uodega,ذيل
156,Ei::N,kiaušinis,بيض
157,Nest::N,gūžta,عش
158,Nest::N,lizdas,عش
159,Bau::N,ola,جحر
160,Tier::N,gyvūnas,حيوان
161,Herde::N,banda,قطيع
162,Herde::N,kaimenė,قطيع
163,Kuh::N,karvė,بقرة
164,Bulle::N,bulius,ثور
165,Pferd::N,arklys,خيل
166,Schaf::N,avis,شاة
167,Schwein::N,kiaulė,خنزير
168,Hund::N,šuo,كلب
169,Katze::N,katė,قطة
170,Bär::N,lokys,دب
171,Eichhörnchen::N,voveraitė,سنجاب
172,Elch::N,briedis,موظ
173,Fuchs::N,lapė,ثعلب
174,Hase::N,kiškas,أرنب
175,Maus::N,pelė,فأرة
176,Wolf::N,vilkas,ذئب
177,Vogel::N,paukštis,طير
178,Schwarm::N,spiečius,سرب
179,Huhn::N,višta,دجاجة
180,Hahn::N,gaidys,ديك
181,Gans::N,žąsis,وزة
182,Adler::N,erelis,نسر
183,Ente::N,antis,بطة
184,Eule::N,pelėda,بوم
185,Kranich::N,gervė,كركي
186,Krähe::N,varna,غراب
187,Kuckuck::N,gegužė,وقواق
188,Schwan::N,gulbė,إوز عراقي
189,Fisch::N,žuvis,سمك
190,Barsch::N,ešerys,فرخ أوربي
191,Hecht::N,lydeka,سمك الكراكي
192,Schlange[Tier]::N,gyvatė,حية
193,Schlange[Tier]::N,gyvatė,ثعبان
194,Wurm::N,kirmėlė,دودة
195,Spinne::N,voras,عنكبوت
196,Ameise::N,skruzdė,نملة
197,Laus::N,utėlė,قملة
198,Mücke::N,uodas,ناموسة
199,Fliege::N,musė,ذبابة
200,Schmetterling::N,drugys,فراشة
201,Schmetterling::N,peteliškė,فراشة
202,Beere::N,uoga,حبة
203,Apfel::N,obuolys,تفاح
204,Pilz::N,grybas,فطر
205,Zwiebel::N,svogūnas,بصل
206,Saat::N,sėkla,زرع
207,Korn::N,grūdai,حبة
208,Heu::N,šienas,دريس
209,Schale::N,žievelė,قشرة
210,Grube::N,duobė,نقرة
211,Falle::N,pinklės,فخ
212,Falle::N,pinklės,مصيدة
213,Falle::N,žabangai,فخ
214,Falle::N,žabangai,مصيدة
215,Schlinge::N,kilpa,عروة
216,Spur::N,vėžė,أثر
217,Spur::N,pėdos,أثر
218,Spur::N,pėdsakas,أثر
219,Asche::N,pelenai,رماد
220,Dreck::N,purvas,قذر
221,Eisen::N,geležis,حديد
222,Gold::N,auksas,ذهب
223,Silber::N,sidabras,فضة
224,Kohle::N,anglis,فحم
225,Glas::N,stiklas,زجاج
226,Lehm::N,molis,طين
227,Sand::N,smėlis,رمل
228,Mensch::N,žmogus,إنسان
229,Mann::N,vyras,رجل
230,Mann::N,vyriškis,رجل
231,Frau::N,moteris,امرأة
232,Kind::N,vaikas,طفل
233,Junge::N,vaikinas,ولد
234,Junge::N,berniukas,ولد
235,Mädchen::N,mergytė,بنت
236,Mädchen::N,mergaitė,بنت
237,Familie::N,šeima,عائلة
238,Großvater::N,senelis,جد
239,Großmutter::N,senelė,جدة
240,Eltern::N,tėvai,أبوان
241,Eltern::N,tėvai,والدان
242,Vater::N,tėvas,أب
243,Mutter::N,motina,أم
244,Sohn::N,sūnus,إبن
245,Tochter::N,duktė,بنت
246,Tochter::N,duktė,إبنة
247,Bruder::N,brolis,أخ
248,Bruder::N,brolis,شقيق
249,Schwester::N,sesuo,أخت
250,Onkel::N,dėdė,عم
251,Tante::N,teta,عمة
252,Ehemann::N,vyras,زوج
253,Ehefrau::N,žmona,زوجة
254,Freude::N,džiaugsmas,فرح
255,Freude::N,džiaugsmas,سرور
256,Gelächter::N,juokas,قهقهة
257,Glück::N,laimė,سعادة
258,Kummer::N,vargas,غم
259,Kummer::N,rūpestis,غم
260,Wunsch::N,troškimas,منية
261,Wunsch::N,pageidavimas,منية
262,Lust::N,noras,شهوة
263,Lust::N,geidulys,شهوة
264,Geist::N,dvasia,روح
265,Gedanke::N,mintis,فكرة
266,Gedächtnis::N,atmintis,ذاكرة
267,Verstand::N,protas,عقل
268,Sinn::N,prasmė,معنى
269,Grund::N,priežastis,سبب
270,Wahrheit::N,tiesa,حقيقة
271,Wahrheit::N,teisybė,حقيقة
272,Gespräch::N,pokalbis,محادثة
273,Märchen::N,pasaka,خرافة
274,Erzählung::N,apsakymas,قصة
275,Erzählung::N,apsakymas,حكاية
276,Erzählung::N,pasakojimas,قصة
277,Erzählung::N,pasakojimas,حكاية
278,Nachricht::N,žinia,خبر
279,Neuigkeit::N,naujiena,خبر جديد
280,Name::N,vardas,اسم
281,Rätsel::N,mįslė,لغز
282,Rede::N,kalba,خطبة
283,Sprache::N,kalba,لغة
284,Stimme::N,balsas,صوت
285,Wort::N,žodis,كلمة
286,Zeichen::N,žymė,رمز
287,Zeichen::N,žymė,إشارة
288,Zeichen::N,ženklas,رمز
289,Zeichen::N,ženklas,إشارة
290,Ruf::N,šauksmas,نداء
291,Lärm::N,triukšmas,صخب
292,Lärm::N,triukšmas,ضجة
293,Laut::N,garsas,صوت
294,Ton::N,tonas,نغمة
295,Ton::N,garsas,نغمة
296,Lied::N,daina,أغنية
297,Lied::N,giesmė,أغنية
298,Ruhe::N,ramybė,هدوء
299,Ruhe::N,ramumas,هدوء
300,Leute::N,žmonės,ناس
301,Volk::N,tauta,شعب
302,Arbeit::N,darbas,عمل
303,Arbeit::N,triūsas,عمل
304,Gast::N,svečias,ضيف
305,Geschenk::N,dovana,هدية
306,Spiel::N,žaismas,لعب
307,Spiel::N,žaidimas,لعب
308,Gesellschaft::N,draugija,صحبة
309,Gesellschaft::N,kompanija,صحبة
310,Hilfe::N,pagalba,عون
311,Hilfe::N,pagalba,مساعدة
312,Freund::N,draugas,صديق
313,Freund::N,bičiulis,صديق
314,Kamerad::N,draugas,زميل
315,Angelegenheit::N,dalykas,أمر
316,Angelegenheit::N,dalykas,شأن
317,Angelegenheit::N,reikalas,أمر
318,Angelegenheit::N,reikalas,شأن
319,Anzahl::N,kiekis,عدد
320,Anzahl::N,skaičius,عدد
321,Art::N,rūšis,نوع
322,Stück::N,gabalas,قطعة
323,Teil::N,dalis,قسم
324,Hälfte::N,pusė,نصف
325,Kreis::N,ratas,دائرة
326,Kreis::N,apskritis,دائرة
327,Kreis::N,apskritimas,دائرة
328,Kreuz::N,kryžius,صليب
329,Linie::N,linija,خط
330,Strich::N,brėžis,شرطة
331,Strich::N,brūkšnys,شرطة
332,Abstand::N,atstumas,مسافة
333,Entfernung::N,atstumas,بعد
334,Gegend::N,vietovė,ناحية
335,Platz::N,vieta,فراغ
336,Ort::N,vieta,مكان
337,Ort::N,vietovė,مكان
338,Seite::N,pusė,جانب
339,Seite::N,šonas,جانب
340,Mitte::N,vidurys,وسط
341,Gegenstand::N,dalykas,موضوع
342,Sache::N,daiktas,شيء
343,Rand::N,kraštas,حافة
344,Rand::N,pakraštys,حافة
345,Kante::N,kraštas,حافة
346,Ecke::N,kertė,ركن
347,Ecke::N,kampas,ركن
348,Spitze::N,priekis,سن
349,Spitze::N,priešakys,سن
350,Ende::N,galas,طرف
351,Loch::N,skylė,ثقب
352,Winkel::N,kampas,زاوية
353,Winkel::N,kampelis,زاوية
354,Muster::N,raštas,عينة
355,Größe::N,dydis,حجم
356,Größe::N,didumas,حجم
357,Länge::N,ilgis,طول
358,Länge::N,ilgumas,طول
359,Höhe::N,aukštis,علو
360,Höhe::N,aukštis,ارتفاع
361,Höhe::N,aukštuma,علو
362,Höhe::N,aukštuma,ارتفاع
363,Gewicht::N,svoris,وزن
364,Gewicht::N,svarstis,وزن
365,Menge::N,kiekis,كمية
366,Menge::N,daugybė,كمية
367,Haufen::N,krūva,كوم
368,Haufen::N,šūsnis,كوم
369,Reihe::N,greta,صف
370,Boot::N,valtis,قارب
371,Boot::N,valtis,زورق
372,Boot::N,laivelis,قارب
373,Boot::N,laivelis,زورق
374,Ruder::N,irklas,مجذاف
375,Schlitten::N,rogės,مزلقة
376,Schlitten::N,rogutės,مزلقة
377,Ski::N,slidė,زلاجة
378,Lagerfeuer::N,laužas,نار المخيم
379,Last::N,našta,حمل
380,Last::N,nešulys,حمل
381,Gang::N,eisena,مشية
382,Schritt::N,žingsnis,خطوة
383,Norden::N,šiaurė,شمال
384,Norden::N,žiemiai,شمال
385,Süden::N,pietūs,جنوب
386,Westen::N,vakarai,غرب
387,Osten::N,rytai,شرق
388,Holz::N,mediena,خشب
389,Brett::N,lenta,لوح
390,Platte::N,plokštė,صفيحة
391,Stütze::N,atrama,سند
392,Stütze::N,atrama,دعامة
393,Stütze::N,atspara,سند
394,Stütze::N,atspara,دعامة
395,Stange::N,lazda,عود
396,Stange::N,kartis,عود
397,Stock::N,lazda,عصا
398,Stab::N,kartis,قضيب
399,Rohr::N,vamzdis,أنبوبة
400,Haus::N,namas,دار
401,Haus::N,namas,بيت
402,Heim::N,namai,بيت
403,Heim::N,namai,مسكن
404,Ofen::N,krosnis,مدفأة
405,Fußboden::N,grindys,أرضية
406,Tisch::N,stalas,مائدة
407,Stuhl::N,kėdė,كرسي
408,Wiege::N,lopšys,مهد
409,Bett::N,lova,سرير
410,Bett::N,patalai,سرير
411,Regal::N,lentyna,رف
412,Kiste::N,dėžė,صندوق
413,Fenster::N,langas,شباك
414,Fenster::N,langas,نافذة
415,Tür::N,durys,باب
416,Tor::N,vartai,بوابة
417,Zaun::N,tvora,سياج
418,Dach::N,stogas,سطح
419,Leiter::N,kopėčios,سلم
420,Besen::N,šluota,مكنسة
421,Spaten::N,lopeta,مسحاة
422,Spaten::N,kastuvas,مسحاة
423,Schaufel::N,semtuvas,مجرفة
424,Gabel::N,šakutė,شوكة
425,Löffel::N,šaukštas,ملعقة
426,Messer::N,peilis,سكين
427,Nagel::N,vinis,مسمار
428,Netz::N,tinklas,شبكة
429,Haken::N,vagis,خطاف
430,Haken::N,vagis,صنارة
431,Haken::N,kablys,خطاف
432,Haken::N,kablys,صنارة
433,Griff::N,kotas,قبضة
434,Griff::N,rankena,قبضة
435,Schloss::N,spyna,قفل
436,Schloss::N,užraktas,قفل
437,Bild::N,paveikslas,صورة
438,Figur::N,figūra,تمثال
439,Puppe::N,lėlė,دمية
440,Beutel::N,krepšys,كيس
441,Beutel::N,maišelis,كيس
442,Bündel::N,ryšulys,ربطة
443,Tasche::N,krepšelis,شنطة
444,Tasche::N,krepšelis,محفظة
445,Eimer::N,kibiras,سطل
446,Eimer::N,kibiras,جردل
447,Deckel::N,dangtis,سداد
448,Geschirr::N,indai,أوان
449,Sack::N,maišas,زكيبة
450,Tasse::N,puodukas,فنجان
451,Topf::N,puodas,قدر
452,Topf::N,puodas,طنجرة
453,Kessel::N,katilas,قدر
454,Kessel::N,katilas,غلاية
455,Essen::N,valgis,طعام
456,Nahrung::N,penas,غذاء
457,Nahrung::N,maistas,غذاء
458,Speise::N,patiekalas,أكل
459,Fleisch::N,mėsa,لحم
460,Getreide::N,javai,حبوب
461,Brei::N,košė,عصيدة
462,Brot::N,duona,خبز
463,Scheibe::N,riekė,شريحة
464,Fett::N,taukai,سمن
465,Fett::N,riebalai,سمن
466,Butter::N,sviestas,زبدة
467,Öl::N,aliejus,زيت
468,Salz::N,druska,ملح
469,Suppe::N,sriuba,حساء
470,Suppe::N,sriuba,شربة
471,Honig::N,medus,عسل
472,Milch::N,pienas,حليب
473,Tee::N,arbata,شاي
474,Leder::N,oda,جلد
475,Wolle::N,vilna,صوف
476,Stoff::N,audeklas,قماش
477,Nadel::N,adata,إبرة
478,Faden::N,gija,خيط
479,Faden::N,siūlas,خيط
480,Knopf::N,saga,زر
481,Knoten::N,mazgas,عقدة
482,Farbe::N,dažai,صبغة
483,Kleidung::N,rūbai,ملابس
484,Kleidung::N,drabužiai,ملابس
485,Hemd::N,marškiniai,قميص
486,Kragen::N,apykaklė,ياقة
487,Ärmel::N,rankovė,كم
488,Hose::N,kelnės,سروال
489,Hose::N,kelnės,بنطلون
490,Gürtel::N,juosta,حزام
491,Gürtel::N,diržas,حزام
492,Mütze::N,kepurė,طاقية
493,Schuh::N,batas,حذاء
494,Stiefel::N,auliniai batai,جزمة
495,Stiefel::N,auliniai batai,حذاء طويل
496,Ring::N,žiedas,حلقة
497,Band::N,kaspinas,شريط
498,Kamm::N,šukos,مشط
499,Spiegel::N,veidrodis,مرآة
500,Riemen::N,diržas,سير
501,Schnur::N,virvė,حبل
502,Schnur::N,virvė,دوبارة
503,Leine::N,pavadėlis,قيد
504,Decke::N,antklodė,بطانية
505,Kissen::N,pagalvė,وسادة
506,Kissen::N,priegalvis,وسادة
507,Tuch::N,skarelė,منديل
508,Handtuch::N,rankšluostis,فوطة
509,Handtuch::N,rankšluostis,منشفة
510,Kraft::N,jėga,قدرة
511,Stärke::N,stiprumas,قوة
512,Gesundheit::N,sveikata,صحة
513,Krankheit::N,liga,مرض
514,Schmerz::N,skausmas,ألم
515,Schmerz::N,skausmas,وجع
516,Wunde::N,žaizda,جرح
517,Fieber::N,karštis,حمى
518,Arznei::N,vaistas,دواء
519,Brücke::N,tiltas,جسر
520,Brunnen::N,šulinys,بئر
521,Weide::N,ganykla,مرعى
522,Weide::N,gluosnis,مرعى
523,Pfad::N,takas,درب
524,Weg::N,kelias,سكة
525,Straße::N,gatvė,طريق
526,Dorf::N,kaimas,قرية
527,Dorf::N,sodžius,قرية
528,Stadt::N,miestas,مدينة
529,Brief::N,laiškas,خطاب
530,Brief::N,laiškas,مكتوب
531,Buch::N,knyga,كتاب
532,Buchstabe::N,raidė,حرف
533,Zeitung::N,laikraštis,جريدة
534,Leben::N,gyvybė,عيش
535,Leben::N,gyvybė,حياة
536,Leben::N,gyvenimas,عيش
537,Leben::N,gyvenimas,حياة
538,Tod::N,mirtis,موت
539,Tod::N,mirtis,وفاة
540,Grab::N,kapas,قبر
541,Kirche::N,bažnyčia,كنيسة
542,Sünde::N,nuodėmė,خطيئة
543,Sünde::N,nusidėjimas,خطيئة
544,Gott::N,dievas,إله
545,Arbeiter::N,darbininkas,عامل
546,Chef::N,šefas,رئيس
547,Chef::N,vadovas,رئيس
548,Chef::N,viršininkas,رئيس
549,Meister::N,meistras,أسطى
550,Arzt::N,gydytojas,طبيب
551,Lehrer::N,mokytojas,مدرس
552,Geld::N,pinigai,نقود
553,Geschäft::N,biznis,صفقة
554,Laden::N,krautuvė,دكان
555,Laden::N,parduotuvė,دكان
556,Preis::N,kaina,سعر
557,Ware::N,prekė,بضاعة
558,Nutzen::N,nauda,فائدة
559,Nutzen::N,pelnas,فائدة
560,Reichtum::N,turtas,غنى
561,Reichtum::N,turtas,ثروة
562,Welt::N,pasaulis,عالم
563,Welt::N,pasaulis,دنيا
564,Land::N,žemė,بلد
565,Land::N,šalis,بلد
566,Staat::N,valstija,دولة
567,König::N,karalius,ملك
568,Macht::N,galia,سلطة
569,Macht::N,valdžia,سلطة
570,Grenze::N,riba,حدود
571,Grenze::N,siena,حدود
572,Krieg::N,karas,حرب
573,Feind::N,priešas,عدو
574,Gewalt::N,jėga,عنف
575,Gewalt::N,smurtas,عنف
576,Gewalt::N,prievarta,عنف
577,Kampf::N,kova,قتال
578,Bogen[Waffe]::N,lankas,قوس
579,Pfeil::N,strėlė,سهم
580,Gewehr::N,šautuvas,بندقية
581,Fehler::N,klaida,خطأ
582,Lüge::N,melas,كذب
583,Schaden::N,nuostolis,تلف
584,Schaden::N,apgadinimas,تلف
585,Unglück::N,nelaimė,نحس
586,Schuld::N,kaltė,ذنب
587,Alter::N,amžius,سن
588,Alter::N,amžius,عمر
589,Schluss::N,pabaiga,ختام
590,Schluss::N,pabaiga,نهاية
591,Zeit::N,laikas,وقت
592,Tag::N,diena,يوم
593,Morgen::N,rytas,صباح
594,Mittag::N,vidurdienis,ظهر
595,Abend::N,vakaras,مساء
596,Nacht::N,naktis,ليلة
597,Woche::N,savaitė,أسبوع
598,Monat::N,mėnuo,شهر
599,Jahr::N,metai,عام
600,Jahr::N,metai,سنة
601,Frühling::N,pavasaris,ربيع
602,Sommer::N,vasara,صيف
603,Herbst::N,ruduo,خريف
604,Winter::N,žiema,شتاء
605,Januar::N,sausis,يناير
606,Januar::N,sausis,كانون الثاني
607,Februar::N,vasaris,شباط
608,Februar::N,vasaris,فبراير
609,März::N,kovas,آذار
610,März::N,kovas,مارس
611,April::N,balandis,نيسان
612,Mai::N,gegužė,مايو
613,Juni::N,birželis,يونيو
614,Juni::N,birželis,حزيران
615,Juli::N,liepa,تموز
616,Juli::N,liepa,يوليو
617,August::N,rugpjūtis,آب
618,August::N,rugpjūtis,أغسطس
619,September::N,rugsėjis,أيلول
620,September::N,rugsėjis,سبتمبر
621,Oktober::N,spalis,أكتوبر
622,Oktober::N,spalis,تشرين الأول
623,November::N,lapkritis,نوفمبر
624,November::N,lapkritis,تشرين الثاني
625,Dezember::N,gruodis,ديسمبر
626,Dezember::N,gruodis,كانون الأول
627,Montag::N,pirmadienis,يوم الاثنين
628,Dienstag::N,antradienis,يوم الثلاثاء
629,Mittwoch::N,trečiadienis,يوم الأربعاء
630,Donnerstag::N,ketvirtadienis,يوم الخميس
631,Freitag::N,penktadienis,يوم الجمعة
632,Samstag::N,šeštadienis,يوم السبت
633,Sonntag::N,sekmadienis,يوم الأحد
634,groß::A,didis,كبير
635,groß::A,didelis,كبير
636,klein::A,mažas,صغير
637,lang::A,ilgas,طويل
638,kurz::A,trumpas,قصير
639,breit::A,platus,واسع
640,schmal::A,smulkus,ضيق
641,dicht::A,tankus,كث
642,dicht::A,tankus,كثيف
643,dick[Gegenstand]::A,storas,غليظ
644,dünn::A,plonas,رفيع
645,fein::A,smulkus,رقيق
646,fest::A,kietas,متين
647,fest::A,tvirtas,متين
648,flach::A,lėkštas,سهل
649,flach::A,lėkštas,منبسط
650,flach::A,plokščias,سهل
651,flach::A,plokščias,منبسط
652,glatt::A,slidus,ناعم
653,hart::A,kietas,صلب
654,hart::A,kietas,جامد
655,weich::A,minkštas,لين
656,rund::A,apvalus,مستدير
657,rund::A,apskritas,مستدير
658,spitz::A,aštrus,مدبب
659,spitz::A,smailus,مدبب
660,scharf::A,aštrus,حاد
661,stumpf::A,bukas,ثالم
662,stumpf::A,atšipęs,ثالم
663,schwer::A,sunkus,ثقيل
664,schön::A,gražus,جميل
665,heiß::A,karštas,حار
666,heiß::A,karštas,ساخن
667,warm::A,šiltas,دافئ
668,kalt::A,šaltas,بارد
669,kühl::A,vėsus,قر
670,kühl::A,bejausmis,قر
671,frisch::A,šviežias,طازج
672,feucht::A,drėgnas,رطب
673,nass::A,šlapias,مبلول
674,trocken::A,sausas,جاف
675,voll::A,pilnas,ملء
676,leer::A,tuščias,خال
677,leer::A,tuščias,فارغ
678,offen::A,atviras,مفتوح
679,geschlossen::A,uždaras,مغلق
680,geschlossen::A,uždarytas,مغلق
681,sauber::A,švarus,نظيف
682,schmutzig::A,nešvarus,قذر
683,schmutzig::A,purvinas,قذر
684,roh::A,žalias,نيء
685,reif::A,prinokęs,ناضج
686,reif::A,pribrendęs,ناضج
687,lecker::A,gardus,لذيذ
688,süß::A,saldus,حلو
689,bitter::A,kartus,مر
690,sauer::A,gižus,حامض
691,sauer::A,rūgštus,حامض
692,hell::A,šviesus,نير
693,hell::A,skaistus,نير
694,dunkel::A,tamsus,مظلم
695,schwarz::A,juodas,أسود
696,weiß::A,baltas,أبيض
697,rot::A,raudonas,أحمر
698,gelb::A,geltonas,أصفر
699,blau::A,mėlynas,أزرق
700,grün::A,žalias,أخضر
701,grau::A,pilkas,رمادي
702,bunt::A,margas,ملوب
703,bunt::A,spalvotas,ملوب
704,billig::A,pigus,رخيص
705,teuer::A,brangus,غال
706,wertvoll::A,vertingas,ثمين
707,blind::A,aklas,أعمى
708,taub::A,kurčias,أصم
709,taub::A,kurčias,أطرش
710,kräftig::A,stiprus,قوي
711,stark::A,stiprus,قوي
712,schwach::A,silpnas,ضعيف
713,fett::A,riebus,سمين
714,schlank::A,laibas,أهيف
715,schlank::A,lieknas,أهيف
716,hübsch::A,gražus,جميل
717,böse::A,blogas,رديء
718,dumm::A,paikas,أبله
719,dumm::A,paikas,أحمق
720,dumm::A,kvailas,أبله
721,dumm::A,kvailas,أحمق
722,faul::A,tingus,كسلان
723,fleißig::A,stropus,مجتهد
724,fleißig::A,kruopštus,مجتهد
725,geizig::A,šykštus,بخيل
726,klug::A,sumanus,ذكي
727,klug::A,sumanus,عاقل
728,klug::A,protingas,ذكي
729,klug::A,protingas,عاقل
730,geschickt::A,apsukrus,ماهر
731,lieb::A,mielas,عزيز
732,lustig::A,smagus,مرح
733,lustig::A,linksmas,مرح
734,sanft::A,švelnus,حليم
735,sanft::A,minkštas,حليم
736,hungrig::A,alkanas,جائع
737,krank::A,ligotas,مريض
738,krank::A,sergantis,مريض
739,nackt::A,nuogas,عار
740,traurig::A,liūdnas,حزين
741,lebendig::A,gyvas,حي
742,gut::A,geras,جيد
743,schlecht::A,blogas,سيء
744,schlecht::A,prastas,سيء
745,richtig::A,tikras,صحيح
746,richtig::A,teisingas,صحيح
747,schlimm::A,blogas,خبيث
748,schlimm::A,prastas,خبيث
749,wahr::A,tikras,حق
750,alt::A,senas,قديم
751,neu::A,naujas,جديد
752,ehemalig::A,buvęs,سابق
753,alt[Lebewesen]::A,pagyvenęs,مسن
754,jung::A,jaunas,شاب
755,jung::A,jaunas,صغير
756,arm::A,neturtingas,فقير
757,reich::A,turtingas,غني
758,bekannt::A,žinomas,معلوم
759,bekannt::A,pažįstamas,معلوم
760,berühmt::A,žymus,مشهور
761,berühmt::A,garsus,مشهور
762,fremd::A,svetimas,أجنبي
763,verschieden::A,įvairus,مختلف
764,nah::A,artimas,قريب
765,fern::A,tolimas,بعيد
766,linker::A,kairys,يسار
767,rechter::A,dešinys,يمين
768,anderer::A,kitas,آخر
769,erster::A,pirmas,أول
770,zweiter::A,antras,ثان
771,dritter::A,trečias,ثالث
772,letzter::A,paskutinis,أخير
773,allein::ADV,vienas,وحده
774,auf einmal::ADV,iš karto,بالمرة
775,zusammen::ADV,kartu,معا
776,zusammen::ADV,drauge,معا
777,lange::ADV,ilgai,مدة طويلة
778,plötzlich::ADV,staiga,فجأة
779,sofort::ADV,tuojau,حالا
780,sofort::ADV,tuojau,فورا
