,Concept_ID,lez,lbe
99,Schmutz::N,кьуруш,кьяркьи
100,See::N,вир,бяр
101,Sumpf::N,уьлен,кунцӏа
102,Wiese::N,векь,кьан
103,Wald::N,там,вацӏа
104,Hügel::N,кӏунтӏ,бакӏу
105,Anhöhe::N,тепе,
106,Anhöhe::N,гьуьндуьрвал,
107,Berg::N,дагъ,зунтту
108,Gipfel::N,кӏукӏ,мицӏ
109,Höhle::N,кьветӏ,нух
110,Abhang::N,гуьне,сун
111,Quelle::N,чешме,дайдихьу
112,Quelle::N,чешме,бакӏ
113,Bach::N,булах,чӏрир нех
114,Fluss::N,вацӏ,нех
115,Ufer::N,къерех,зума
116,Küste::N,къерех,зумаинхалу
117,Küste::N,къерех,зуманицӏалу
118,Festland::N,кьурамат,кьири
119,Meer::N,гьуьл,хьхьири
120,Bucht::N,бухта,
121,Insel::N,остров,жазира
122,Blume::N,цуьк,тӏутӏи
123,Gras::N,хъач,уртту
124,Wurzel::N,дувул,мархха
125,Baum::N,ттар,мурхь
126,Stamm::N,тан,ттарцӏ
127,Rinde::N,чкал,ккамара
128,Ast::N,тӏур,матӏи
129,Zweig::N,хел,къяртта
130,Blatt::N,пеш,чӏапӏи
131,Birke::N,верх,кӏялахӏи
132,Birke::N,верх,кӏялахӏилул мурхь
133,Kiefer[Baum]::N,шамагъаж,ттар
134,Kiefer[Baum]::N,шамагъаж,ттарлил мурхь
135,Weide[Baum]::N,цӏвелин ттар,щавщи
136,Tanne::N,ель,ттарлил мурхь
137,Horn::N,карч,хъи
138,Feder::N,цӏакул,лелуххул тӏиму
139,Fell::N,хам,бурчу
140,Flügel::N,лув,хъа
141,Flügel::N,лув,ххурупӏайрал тӏиму
142,Klaue::N,къармах,михь
143,Kralle::N,пац,ххяппа
144,Kralle::N,тапас,ххяппа
145,Schwanz::N,ттум,магъ
146,Ei::N,кака,ккунук
147,Nest::N,муг,кюру
148,Bau::N,тӏеквен,цукъуккутӏ
149,Tier::N,гьайван,хӏайван
150,Herde::N,суьруь,газу
151,Kuh::N,ккал,оьл
152,Bulle::N,яц,ниц
153,Bulle::N,бугъа,ниц
154,Pferd::N,балкӏан,чу
155,Schaf::N,хеб,тта
156,Schwein::N,вак,дунгъуз
157,Hund::N,кицӏ,ккаччи
158,Katze::N,кац,ччиту
159,Bär::N,сев,цуша
160,Eichhörnchen::N,белка,бюрхттукку
161,Elch::N,лось,ниц-бюрин
162,Fuchs::N,сикӏ,цулчӏа
163,Fuchs::N,сикӏ,куча цулчӏа
164,Hase::N,къуьр,бюрх
165,Maus::N,кьиф,кӏулу
166,Wolf::N,жанавур,барцӏ
167,Vogel::N,луван ничхир,лелуххи
168,Schwarm::N,луж,гьухъала
169,Huhn::N,верч,аьнакӏи
170,Hahn::N,кӏек,ажари
171,Gans::N,къаз,къаз
172,Adler::N,лекь,барзу
173,Ente::N,пӏатӏ,урдак
174,Eule::N,тӏиб,ису
175,Eule::N,тӏиб,ччиккумяв
176,Kranich::N,дурна,кьурукь
177,Krähe::N,къаргъа,хъатӏу
178,Kuckuck::N,кукупӏ,ччикку
179,Schwan::N,къугь,урттил къаз
180,Fisch::N,гъед,чавахъ
181,Barsch::N,окунь,
182,Hecht::N,щука,
183,Schlange[Tier]::N,илан,шатта
184,Schlange[Tier]::N,гъуьлягъ,шатта
185,Wurm::N,квак,кьюнукьай шатта
186,Spinne::N,хуьшрекан,ххялцу
187,Ameise::N,цегв,митӏикьукьу
188,Laus::N,нет,
189,Mücke::N,ветӏ,мичӏак
190,Fliege::N,тӏветӏ,зимиз
191,Schmetterling::N,чепелукь,чӏимучӏали
192,Beere::N,куьлуь емиш,хӏаллил ахъулсса
193,Apfel::N,ич,гьивч
194,Pilz::N,къарникъуз,ттуккул иис
195,Zwiebel::N,чичӏек,лаччул чсмусул бакӏ
196,Saat::N,тумар,гьанна
197,Korn::N,твар,къама
198,Heu::N,векь,ххулув
199,Heu::N,векьер,ххулув
200,Schale::N,пириш,ккиртту
201,Schale::N,хъуьруьш,ккиртту
202,Grube::N,фур,кӏаланг
203,Falle::N,ракьар,къатӏа
204,Schlinge::N,гьалкъа,хӏатӏ
205,Spur::N,гел,ша
206,Asche::N,руьхъ,лах
207,Dreck::N,чирк,кьяркьи
208,Dreck::N,чирк,венп
209,Dreck::N,кьуруш,кьяркьи
210,Dreck::N,кьуруш,венп
211,Eisen::N,ракь,мах
212,Gold::N,алтун,муси
213,Silber::N,гимиш,арцу
214,Kohle::N,цӏивин,кӏалаш
215,Kohle::N,цӏивин,хъуручӏ
216,Glas::N,шуьше,пюрун
217,Lehm::N,ччеб,сина аьрщи
218,Sand::N,къум,къун
219,Mensch::N,инсан,инсан
220,Mann::N,итим,чув
221,Mann::N,итим,адимина
222,Frau::N,паб,щарсса
223,Frau::N,паб,хъамитайпа
224,Frau::N,дишегьли,щарсса
225,Frau::N,дишегьли,хъамитайпа
226,Kind::N,аял,чӏиви оьрчӏ
227,Junge::N,гада,оьрчӏ
228,Junge::N,гада,бурхьин оьрчӏ
229,Mädchen::N,руш,душ
230,Familie::N,хзан,кулпат
231,Familie::N,килфет,кулпат
232,Großvater::N,чӏехи буба,ттатта
233,Großvater::N,чӏехи буба,ниттил ппу
234,Großmutter::N,чӏехи диде,буттал нину
235,Eltern::N,диде-буба,нину-ппу
236,Vater::N,буба,ппу
237,Mutter::N,диде,нину
238,Sohn::N,хва,арс
239,Tochter::N,руш,душ
240,Bruder::N,стха,уссу
241,Schwester::N,вах,ссу
242,Onkel::N,ими,буттауссу
243,Onkel::N,халу,буттауссу
244,Tante::N,эме,буттал ссу
245,Tante::N,хала,буттал ссу
246,Ehemann::N,гъуьл,лас
247,Ehefrau::N,паб,щар
248,Ehefrau::N,паб,щарсса
249,Freude::N,шадвал,шадшиву
250,Freude::N,шадвал,ххаришиву
251,Gelächter::N,хъвер,хъяхъаву
252,Glück::N,бахт,талихӏ
253,Kummer::N,дерт,дард
254,Kummer::N,хажалат,дард
255,Wunsch::N,мурад,мурад
256,Lust::N,гьевес,гьавас
257,Lust::N,гьевес,ччаву
258,Geist::N,руьгь,рухӏ
259,Gedanke::N,фикир,пикри
260,Verstand::N,акьул,аькьлу
261,Sinn::N,мана,мяъна
262,Grund::N,себеб,багьана
263,Wahrheit::N,керчек,тӏайламур
264,Wahrheit::N,керчек,хӏакьмур
265,Wahrheit::N,гьакъикъат,тӏайламур
266,Wahrheit::N,гьакъикъат,хӏакьмур
267,Gespräch::N,ихтилат,ихтилат
268,Märchen::N,мах,магьа
269,Erzählung::N,кьиса,хавар
270,Nachricht::N,хабар,хавар
271,Neuigkeit::N,цӏийи хабар,хавар
272,Name::N,тӏвар,цӏа
273,Rätsel::N,мискӏал,ссигьа
274,Rede::N,рахун,гъалгъа
275,Sprache::N,чӏал,маз
276,Stimme::N,ван,чӏу
277,Stimme::N,ван,чӏукӏа
278,Wort::N,гаф,махъ
279,Zeichen::N,ишара,лишан
280,Ruf::N,эвер,
281,Lärm::N,ван-сес,чӏу
282,Laut::N,ван,чӏу
283,Laut::N,сес,чӏу
284,Ton::N,ван-сес,чӏу
285,Lied::N,мани,балай
286,Ruhe::N,ласвал,дигьалагру
287,Ruhe::N,фаракъат,дигьалагру
288,Ruhe::N,асайиш,дигьалагру
289,Leute::N,инсанар,инсантал
290,Volk::N,халкь,ил
291,Volk::N,халкь,халкь
292,Arbeit::N,кӏвалах,заву
293,Gast::N,мугьман,хъамаличу
294,Geschenk::N,савкьат,бухчакарши
295,Geschenk::N,савкьат,лажинккакку
296,Spiel::N,къугъун,тӏуркӏу
297,Gesellschaft::N,жемят,жямат
298,Gesellschaft::N,жемят,ккуран
299,Gesellschaft::N,общество,жямат
300,Gesellschaft::N,общество,ккуран
301,Hilfe::N,куьмек,кумаг
302,Freund::N,дуст,дус
303,Kamerad::N,яр-дуст,хӏаласу
304,Angelegenheit::N,кар,иш
305,Anzahl::N,сан,аьдад
306,Anzahl::N,кьадар,аьдад
307,Art::N,жуьре,жинс
308,Stück::N,кӏус,касак
309,Teil::N,пай,бутӏа
310,Hälfte::N,зур,дачӏи
311,Hälfte::N,зур пай,дачӏи
312,Kreis::N,круг,кюрщан
313,Kreis::N,чкаяр,кюрщан
314,Kreis::N,элкъвей цӏар,кюрщан
315,Kreuz::N,хаш,ххач
316,Linie::N,цӏар,щва
317,Strich::N,цӏар,щва
318,Abstand::N,ара,манзил
319,Entfernung::N,мензил,манзил
320,Gegend::N,чка,кӏану
321,Platz::N,ара,
322,Ort::N,чка,кӏану
323,Seite::N,пад,чул
324,Seite::N,пад,чулухалу
325,Mitte::N,юкь,дя
326,Gegenstand::N,затӏ,зат
327,Sache::N,шей,зат
328,Sache::N,затӏ,зат
329,Rand::N,къерех,зума
330,Kante::N,син,
331,Ecke::N,пӏипӏ,мурцӏу
332,Spitze::N,кӏвенкӏв,мицӏ
333,Ende::N,кьил,зума
334,Loch::N,тӏеквен,ккутӏ
335,Winkel::N,пӏипӏ,мурцӏу
336,Muster::N,гишир,накьич
337,Größe::N,кьадар,
338,Länge::N,яргъивал,лахъишиву
339,Höhe::N,кьакьанвал,лахъшиву
340,Gewicht::N,заланвал,дуццин
341,Gewicht::N,заланвал,кӏушиву
342,Menge::N,кьадар,
343,Haufen::N,хара,бакӏу
344,Reihe::N,жерге,кьюкьа
345,Boot::N,луьткве,луткка
346,Ruder::N,кьусу,весло
347,Ruder::N,кьусу,чӏатӏа
348,Schlitten::N,гъелерар,чана
349,Schlitten::N,гъелерар,санкка
350,Lagerfeuer::N,цӏай,къавтӏн
351,Last::N,заланвал,гьиву
352,Gang::N,ериш,нанаву
353,Schritt::N,къадам,ша
354,Norden::N,кефер,ухссав
355,Norden::N,кефер,ухссавнил чулухалу
356,Norden::N,кефер пад,ухссав
357,Norden::N,кефер пад,ухссавнил чулухалу
358,Süden::N,кьибле,кьилва
359,Westen::N,рагъакӏидай пад,баргълагавал
360,Westen::N,рагъакӏидай пад,баргълагавал чул
361,Osten::N,рагъэкъечӏдай пад,баргъбуккай чулухалу
362,Holz::N,кӏарас,тӏама
363,Brett::N,кьул,тахта
364,Brett::N,тахта,тахта
365,Stütze::N,даях,гьалакӏу
366,Stange::N,юрк,къазихъ
367,Stock::N,лаш,ттархь
368,Stab::N,юрк,ччантӏакъу
369,Rohr::N,турба,бургъу
370,Haus::N,ужагъ,къатта
371,Heim::N,кӏвал,къатта
372,Ofen::N,пич,пач
373,Fußboden::N,кӏвалин ччил,чӏанкъатта
374,Tisch::N,стол,усттул
375,Stuhl::N,стул,кӏану
376,Wiege::N,кьеб,оьрчӏал кӏану
377,Bett::N,тахт,тах
378,Regal::N,кьацӏ,чӏаму
379,Kiste::N,ящик,яшикӏ
380,Kiste::N,ящик,къурши
381,Fenster::N,дакӏар,чӏавахьулу
382,Tür::N,рак,нуз
383,Tür::N,рак,нузкьун
384,Tor::N,варар,къапу
385,Tor::N,варар,дарваза
386,Zaun::N,пару,дайгьузанну
387,Dach::N,къав,магъи
388,Dach::N,къав,цӏиялу
389,Leiter::N,гурар,чуртту
390,Besen::N,таран кул,чӏатлу
391,Spaten::N,ппер,бил
392,Schaufel::N,хекендаз,чӏатӏа
393,Gabel::N,шиш,гьиссилу
394,Löffel::N,тӏур,къуса
395,Messer::N,чукӏул,чӏила
396,Nagel::N,мих,мяр
397,Netz::N,чил,къери
398,Haken::N,къармах,къича
399,Griff::N,ттум,куяму
400,Schloss::N,куьлег,кьункьула
401,Bild::N,шикил,сурат
402,Bild::N,суьрет,сурат
403,Figur::N,фигура,
404,Puppe::N,нини,ссихьу
405,Beutel::N,тагъар,чантай
406,Bündel::N,галгам,гьи
407,Bündel::N,галгам,къар
408,Tasche::N,чанта,
409,Eimer::N,ведре,бадра
410,Deckel::N,кьил,къапаза
411,Deckel::N,къалпагъ,къапаза
412,Geschirr::N,къаб-къажах,пюрунчӏул
413,Geschirr::N,къаб-къажах,тӏахӏникӏичӏу
414,Sack::N,чувал,къап
415,Sack::N,чувал,дарваг
416,Tasse::N,сукӏра,пижан
417,Tasse::N,сукӏра,пинжан
418,Tasse::N,сукӏра,инкираччатӏи
419,Tasse::N,сукӏра,цинцилттал бушкъап
420,Topf::N,къажгъан,кӏункӏур
421,Kessel::N,къажгъан,чаг
422,Kessel::N,къажгъан,кӏункӏур
423,Essen::N,тӏуьн,дукия
424,Essen::N,тӏуьн,дукин
425,Nahrung::N,тӏуьн,дукра
426,Speise::N,хуьрек,дукра
427,Fleisch::N,як,дикӏ
428,Getreide::N,техил,къама
429,Brei::N,хапӏа,ккурч
430,Brei::N,хешил,ккурч
431,Brot::N,фу,ччатӏ
432,Scheibe::N,чӏук,парча
433,Fett::N,ягълу,аьгъушиву
434,Butter::N,гъери,нагь
435,Butter::N,гъери,лагаву
436,Öl::N,ягълу,
437,Salz::N,кьел,цӏву
438,Suppe::N,суп,накь
439,Suppe::N,шурпа,накь
440,Honig::N,вирт,ницӏ
441,Milch::N,нек,накӏ
442,Tee::N,чай,чяй
443,Leder::N,тумаж,бурчу
444,Wolle::N,йис,ппал
445,Stoff::N,парча,янна
446,Nadel::N,раб,ххалаххи
447,Faden::N,гъал,ххал
448,Knopf::N,дуьгме,банд
449,Knoten::N,тӏвал,къурхъ
450,Farbe::N,ранг,сир
451,Kleidung::N,партал,янна
452,Kleidung::N,партал,лаххия
453,Hemd::N,перем,гьухъа
454,Kragen::N,хев,дарвач
455,Ärmel::N,хел,кахха
456,Hose::N,шалвар,хӏажак
457,Gürtel::N,чӏул,мухӏлу
458,Mütze::N,бармак,кьяпа
459,Mütze::N,бапӏах,кьяпа
460,Schuh::N,ботинка,
461,Stiefel::N,чекме,чакма
462,Ring::N,тупӏал,кӏисса
463,Band::N,тасма,линт
464,Kamm::N,регъ,ттарал
465,Spiegel::N,гуьзгуь,дагьани
466,Riemen::N,къайиш,эн
467,Schnur::N,еб,хьхьа
468,Decke::N,яргъан,виргъан
469,Kissen::N,хъуьцуьган,кӏаралу
470,Tuch::N,шал,карщи
471,Handtuch::N,дасмал,калихьу
472,Handtuch::N,дасмал,лажинлихьу
473,Kraft::N,гуж,эллаж
474,Stärke::N,къуват,гуж
475,Gesundheit::N,сагъвал,цӏуллу-сагъшиву
476,Krankheit::N,тӏал,къашайшиву
477,Schmerz::N,тӏал,къюву
478,Schmerz::N,тӏарвал,къюву
479,Wunde::N,хер,щаву
480,Fieber::N,ифин,кӏиришиву
481,Arznei::N,дарман,дару
482,Brücke::N,муьгъ,ламу
483,Brunnen::N,къуй,къуй
484,Weide::N,уьруьш,бизантту
485,Pfad::N,рехъ,жегъир ххуллу
486,Weg::N,рехъ,ххуллу
487,Straße::N,рехъ,ххуллу
488,Dorf::N,хуьр,щар
489,Dorf::N,хуьр,шяравалу
490,Stadt::N,шегьер,шагьру
491,Brief::N,кагъаз,чагъар
492,Buch::N,улуб,лу
493,Buchstabe::N,гьарф,хӏарп
494,Zeitung::N,газета,кказит
495,Leben::N,уьмуьр,оьрму
496,Tod::N,кьиникь,ажал
497,Tod::N,кьиникь,бивкӏу
498,Tod::N,кьиникь,ивчӏаву
499,Grab::N,сур,гьав
500,Kirche::N,килиса,килиса
501,Sünde::N,гунагь,бунагъ
502,Gott::N,аллагь,зал
503,Arbeiter::N,фяле,зузала
504,Chef::N,гьаким,ялувма
505,Meister::N,устӏар,усттар
506,Arzt::N,доктор,хӏакин
507,Lehrer::N,муаллим,учитель
508,Geld::N,пул,арцу
509,Laden::N,магазин,ттучан
510,Preis::N,къимет,багъа
511,Ware::N,мал,хъус
512,Ware::N,товар,хъус
513,Nutzen::N,хийир,хайр
514,Nutzen::N,хийир,мюнпат
515,Nutzen::N,менфят,хайр
516,Nutzen::N,менфят,мюнпат
517,Reichtum::N,девлет,давлат
518,Reichtum::N,девлет,аваданшиву
519,Welt::N,дуьнья,дуниял
520,Land::N,уьлкве,билаят
521,Staat::N,пачагьлугъ,паччахӏлугъ
522,Staat::N,государство,паччахӏлугъ
523,König::N,пачагь,
524,Macht::N,власть,власть
525,Grenze::N,сергьят,дазу
526,Krieg::N,дяве,дяъви
527,Feind::N,душман,душман
528,Gewalt::N,гуж,къия
529,Kampf::N,женг,лачӏуи уккаву
530,Bogen[Waffe]::N,чӏемерук,ккуртта
531,Pfeil::N,хьел,чӏатӏаракӏ
532,Gewehr::N,тфенг,ттупанг
533,Fehler::N,гъалатӏ,гъалатӏ
534,Lüge::N,ттаб,щялмахъ
535,Schaden::N,зиян,зарал
536,Schaden::N,зарар,зарал
537,Unglück::N,бала,бала
538,Unglück::N,бедбахтвал,бала
539,Schuld::N,тахсир,тахсир
540,Alter::N,яш,оьрму
541,Schluss::N,эхир,ахир
542,Zeit::N,вяде,чӏун
543,Tag::N,югъ,кьини
544,Morgen::N,пакама,кӏюрх
545,Mittag::N,нисин,ахттайн
546,Mittag::N,нисин,дяахттайн
547,Mittag::N,нисин,ахттайн чӏун
548,Abend::N,няни,маркӏачӏан
549,Nacht::N,йиф,хьхьу
550,Woche::N,гьафте,нюжмар
551,Monat::N,варз,барз
552,Jahr::N,йис,шин
553,Frühling::N,гатфар,инт
554,Sommer::N,гад,гъи
555,Herbst::N,зул,ссут
556,Winter::N,кьуьд,кӏи
557,Januar::N,январь,цалчинмур барз
558,Februar::N,февраль,кӏилчинмур барз
559,März::N,март,шамилчинмур барз
560,April::N,апрель,апрель
561,April::N,апрель,мукьилчинмур барз
562,Mai::N,май,май
563,Mai::N,май,ххюлчинмур барз
564,Juni::N,июнь,июнь
565,Juni::N,июнь,ряххилчинмур барз
566,Juli::N,июль,июль
567,Juli::N,июль,Арулчинмур барз
568,August::N,август,мяйлчинмур барз
569,September::N,сентябрь,урчӏилчинмур барз
570,Oktober::N,октябрь,ацӏилчинмур барз
571,November::N,ноябрь,ацӏния цалчинмур барз
572,Dezember::N,декабрь,ацӏния кӏилчинмур барз
573,Montag::N,ислен,итин
574,Montag::N,ислен,итин кьини
575,Dienstag::N,саласа,тталат
576,Dienstag::N,саласа,тталат кьини
577,Mittwoch::N,арбе,арвахӏ
578,Donnerstag::N,хемис югъ,хамис
579,Freitag::N,жуьмя,нюжмар
580,Freitag::N,жуьмя,нюжмар кьини
581,Freitag::N,жуьмя югъ,нюжмар
582,Freitag::N,жуьмя югъ,нюжмар кьини
583,Samstag::N,киш,ххуллун
584,Samstag::N,киш,ххуллун кьини
585,Sonntag::N,гьяд,алхӏат
586,Sonntag::N,гьяд,алхӏат кьини
587,groß::A,еке,бугъарасса
588,groß::A,чӏехи,бугъарасса
589,klein::A,гъвечӏи,чӏивисса
590,lang::A,яргъи,лахъисса
591,kurz::A,куьруь,кутӏасса
592,breit::A,гьяркьуь,уттасса
593,schmal::A,гуьтӏуь,уттакӏюласса
594,dicht::A,къалин,ццунсса
595,dünn::A,кьелечӏ,кӏюласса
596,fein::A,шуькӏуь,
597,fest::A,кӏеви,цӏакьсса
598,fest::A,кӏеви,кьянкьасса
599,flach::A,кьулу,баягъисса
600,flach::A,кьулу,цӏубакъасса
601,flach::A,кьулу,куртӏ дакъасса
602,glatt::A,цӏалцӏам,дюрчӏусса
603,hart::A,кӏеви,кьянкьасса
604,weich::A,хъуьтуьл,кӏукӏлусса
605,rund::A,элкъвей,ккурккисса
606,spitz::A,хци,ярксса
607,spitz::A,хци,дайлсса
608,spitz::A,хци,мицӏ бусса
609,scharf::A,хци,ярксса
610,scharf::A,хци,дайлсса
611,scharf::A,хци,мицӏ бусса
612,stumpf::A,къуьруь,къуркъасса
613,schwer::A,залан,кӏусса
614,schön::A,иер,аьнтӏикӏасса
615,heiß::A,кудай,кӏирисса
616,warm::A,чими,гъелисса
617,kalt::A,мекьи,дяркъусса
618,kühl::A,къайи,дюхлулсса
619,frisch::A,таза,цӏусса
620,frisch::A,михьи,цӏусса
621,feucht::A,ламу,атилсса
622,feucht::A,ламу,хъавтусса
623,nass::A,кьежей,атилсса
624,nass::A,кьежей,хъавтусса
625,trocken::A,кьуру,кьавкьсса
626,trocken::A,кьуру,кьакьан бувсса
627,voll::A,ацӏай,бувцӏусса
628,leer::A,буш,бачӏвасса
629,leer::A,ичӏи,бачӏвасса
630,offen::A,ахъа,тӏивтӏусса
631,geschlossen::A,кӏеви,лавкьусса
632,sauber::A,михьи,марцӏсса
633,schmutzig::A,чиркин,чапалсса
634,schmutzig::A,кьацӏай,чапалсса
635,roh::A,чиг,шакъавхьсса
636,roh::A,ицӏи,шакъавхьсса
637,reif::A,дигмиш хьайи,дирсса
638,lecker::A,дадлу,нахӏусса
639,lecker::A,дадлу,тӏааьнсса
640,süß::A,ширин,нацӏусса
641,bitter::A,туькьуьл,кьурчӏисса
642,sauer::A,цуру,туршсса
643,hell::A,экуь,чаннасса
644,dunkel::A,мичӏи,цӏансса
645,schwarz::A,чӏулав,лухӏисса
646,weiß::A,лацу,кӏяласса
647,rot::A,яру,ятӏулсса
648,gelb::A,хъипи,хъахъисса
649,blau::A,вили,някӏсса
650,grün::A,къацу,щюлисса
651,grau::A,рехи,оьрусса
652,bunt::A,цӏару,оьрчӏикӏурисса
653,bunt::A,яру-цӏару,оьрчӏикӏурисса
654,billig::A,ужуз,кьювкьусса
655,teuer::A,багьа,ххирасса
656,wertvoll::A,масан,багьасса
657,blind::A,буьркьуь,мурчӏисса
658,taub::A,биши,къюкӏсса
659,kräftig::A,гужлу,гужсса
660,stark::A,къуватлу,кьянкьасса
661,schwach::A,такьатсуз,заэвсса
662,fett::A,куьк,бучсса
663,schlank::A,шумал,бювхъусса
664,hübsch::A,гуьрчег,янусса
665,böse::A,пис,оьсса
666,dumm::A,ахмакь,ахӏмакьсса
667,faul::A,тенпел,танмалсса
668,faul::A,тенпел,курчӏилсса
669,fleißig::A,сяй ийидай,хӏарачат бусса
670,fleißig::A,сяйи ийидай,хӏарачат бусса
671,geizig::A,мискьи,янттарцӏансса
672,klug::A,акьуллу,аькьлу бусса
673,geschickt::A,магьир,паргалсса
674,lieb::A,играми,аьзизсса
675,lustig::A,шад,тяхъасса
676,sanft::A,назик,иминсса
677,sanft::A,милайим,иминсса
678,hungrig::A,гишин,ккашилсса
679,krank::A,кефсуз,къашавайсса
680,nackt::A,кьецӏил,кӏачӏасса
681,traurig::A,пашман,пашмансса
682,lebendig::A,ччан алай,уттавасса
683,gut::A,хъсан,ххуйсса
684,gut::A,вижевай,ххуйсса
685,schlecht::A,пис,оьккисса
686,richtig::A,дуьз,саргъунсса
687,schlimm::A,нифретлу,оьккисса
688,wahr::A,гьакъикъи,хӏакьсса
689,alt::A,эски,кугьнасса
690,alt::A,куьгьне,кугьнасса
691,neu::A,цӏийи,цӏусса
692,ehemalig::A,виликан,хъхъичӏвасса
693,alt[Lebewesen]::A,кьуьзуь,агьилсса
694,jung::A,жегьил,чӏавасса
695,jung::A,жегьил,жагьилсса
696,arm::A,кесиб,мискинсса
697,reich::A,девлетлу,авадансса
698,bekannt::A,чидай,дусъсса
699,berühmt::A,машгьур,машгьурсса
700,fremd::A,ччара,чил
701,verschieden::A,жуьреба-жуьре,личӏи-личӏисса
702,nah::A,мукьвал,гъансса
703,fern::A,яргъал,архсса
704,linker::A,чапла,кияхсса
705,linker::A,чапла,кюччахсса
706,rechter::A,эрчӏи,урчӏахсса
707,anderer::A,маса,цамур
708,anderer::A,муькуь,цамур
709,erster::A,сад лагьай,цалчинмур
710,erster::A,сад лагьай,цалчиннсса
711,zweiter::A,кьвед лагьай,кӏилчиимур
712,dritter::A,пуд лагьай,шамулчинмур
713,letzter::A,эхиримжи,махъва-махъмур
714,allein::ADV,кьилди,ялгъузну
715,zusammen::ADV,санал,цачӏу
716,zusammen::ADV,санал,архӏал
717,lange::ADV,яргъалди,батӏи къабуклай
718,lange::ADV,яргъалди,хъунмасса хӏаллай
719,plötzlich::ADV,садлагьана,цакуну
720,sofort::ADV,гьасятда,мугьлат бакъа
721,später::ADV,гуьгъуьнлай,махъ
722,jetzt::ADV,гила,утти
723,jetzt::ADV,гила,цӏана
724,heute::ADV,къе,хӏакьину
725,morgen::ADV,пака,гьуит
