,Concept_ID,es,ta
191,Saat::N,siembra,விதை
192,Korn::N,grano,தானியம்
193,Heu::N,heno,வைக்கோல்
194,Schale::N,cáscara,தோல்
195,Grube::N,foso,குழி
196,Falle::N,trampa,பொறி
197,Schlinge::N,lazo,கண்ணி
198,Spur::N,huella,சுவடு
199,Asche::N,ceniza,சாம்பல்
200,Dreck::N,suciedad,அழுக்கு
201,Eisen::N,hierro,இரும்பு
202,Gold::N,oro,தங்கம்
203,Silber::N,plata,வெள்ளி
204,Kohle::N,carbón,நிலக்கரி
205,Glas::N,vidrio,கண்ணாடி
206,Glas::N,cristal,கண்ணாடி
207,Lehm::N,barro,களிமண்
208,Sand::N,arena,மணல்
209,Mensch::N,hombre,மனிதர்கள்
210,Mensch::N,ser humano,மனிதர்கள்
211,Mann::N,hombre,மனிதன்
212,Frau::N,mujer,பெண்
213,Kind::N,niño,குழந்தை
214,Junge::N,chico,பையன்
215,Junge::N,muchacho,பையன்
216,Mädchen::N,chica,சிறுமி
217,Mädchen::N,muchacha,சிறுமி
218,Familie::N,familia,குடும்பம்
219,Großvater::N,abuelo,தாத்தா
220,Großmutter::N,abuela,பாட்டி
221,Eltern::N,padres,பெற்றோர்
222,Vater::N,padre,தந்தை
223,Mutter::N,madre,தாய்
224,Sohn::N,hijo,மகன்
225,Tochter::N,hija,மகள்
226,Bruder::N,hermano,சகோதரன்
227,Schwester::N,hermana,அக்கா
228,Onkel::N,tío,தாய் மாமன்
229,Tante::N,tía,அத்தை
230,Ehemann::N,esposo,கணவன்
231,Ehefrau::N,esposa,மனைவி
232,Freude::N,placer,கொண்டாட்டம்
233,Freude::N,alegría,கொண்டாட்டம்
234,Gelächter::N,risa,சிரிப்பு
235,Gelächter::N,carcajada,சிரிப்பு
236,Glück::N,felicidad,மகிழ்ச்சி
237,Kummer::N,pena,துயரம்
238,Wunsch::N,deseo,விருப்பம்
239,Lust::N,ganas,விருப்பம்
240,Geist::N,mente,ஆன்மா
241,Geist::N,espíritu,ஆன்மா
242,Gedanke::N,idea,எண்ணம்
243,Gedanke::N,pensamiento,எண்ணம்
244,Gedächtnis::N,memoria,ஞாபகம்
245,Verstand::N,razón,மனம்
246,Verstand::N,entendimiento,மனம்
247,Sinn::N,sentido,அர்த்தம்
248,Sinn::N,significado,அர்த்தம்
249,Grund::N,causa,காரணம்
250,Wahrheit::N,verdad,உண்நை
251,Gespräch::N,conversación,பெசு
252,Märchen::N,cuento,நம்பத்தகாத கதை
253,Erzählung::N,cuento,கதை
254,Erzählung::N,narración,கதை
255,Nachricht::N,mensaje,செய்தி
256,Neuigkeit::N,noticia,செய்தி
257,Name::N,nombre,பெயர்
258,Rätsel::N,acertijo,புதிர்
259,Rätsel::N,adivinanza,புதிர்
260,Rede::N,discurso,பேச்சு
261,Sprache::N,lengua,மொழி
262,Stimme::N,voz,குரல்
263,Wort::N,palabra,வார்த்தை
264,Zeichen::N,señal,குறி
265,Ruf::N,llamada,அழைப்பு
266,Lärm::N,ruido,சத்தம்
267,Lärm::N,barullo,சத்தம்
268,Laut::N,sonido,ஒலி
269,Ton::N,tono,குரல்
270,Lied::N,canción,பாட்டு
271,Ruhe::N,calma,அமைதி
272,Ruhe::N,silencio,அமைதி
273,Leute::N,gente,மக்கள்
274,Volk::N,pueblo,மக்கள்
275,Arbeit::N,trabajo,வேலை
276,Gast::N,huésped,விருந்தாளி
277,Gast::N,invitado,விருந்தாளி
278,Geschenk::N,regalo,பரிசுப் பொருள்
279,Spiel::N,juego,விளையாட்டு
280,Gesellschaft::N,compañía,சமுதாயம்
281,Hilfe::N,ayuda,உதவி
282,Hilfe::N,socorro,உதவி
283,Freund::N,amigo,நண்பன்
284,Kamerad::N,camarada,உடனிருப்பவன்
285,Kamerad::N,compañero,உடனிருப்பவன்
286,Angelegenheit::N,asunto,செய்தி
287,Anzahl::N,cantidad,எண்ணிக்கை
288,Art::N,tipo,வகை
289,Art::N,clase,வகை
290,Stück::N,pieza,துண்டம்
291,Teil::N,parte,பகுதி
292,Hälfte::N,mitad,பாதி
293,Kreis::N,círculo,வட்டம்
294,Kreuz::N,cruz,சிலுவை
295,Linie::N,línea,கோடு
296,Strich::N,raya,வாத நோய்
297,Strich::N,trazo,வாத நோய்
298,Abstand::N,distancia,இடைவெளி
299,Entfernung::N,distancia,தூரம்
300,Gegend::N,región,வட்டாரம்
301,Gegend::N,comarca,வட்டாரம்
302,Platz::N,espacio,வெற்றிடம்
303,Ort::N,sitio,இடம்
304,Seite::N,lado,பக்கம்
305,Seite::N,costado,பக்கம்
306,Mitte::N,medio,இடைப்பகுதி
307,Mitte::N,centro,இடைப்பகுதி
308,Gegenstand::N,objeto,உருப்படி
309,Sache::N,cosa,பொருள்
310,Rand::N,borde,தொங்கு
311,Kante::N,borde,விளிம்பு
312,Ecke::N,esquina,மூலை
313,Spitze::N,punta,முனை
314,Ende::N,cabo,முடிவு
315,Ende::N,extremo,முடிவு
316,Loch::N,agujero,துளை
317,Loch::N,abertura,துளை
318,Winkel::N,ángulo,கோணம்
319,Muster::N,dibujo,பாங்கு
320,Größe::N,tamaño,அளவு
321,Länge::N,longitud,நீளம்
322,Höhe::N,altura,உயரம்
323,Höhe::N,altitud,உயரம்
324,Gewicht::N,peso,எடை
325,Menge::N,cantidad,தொகை
326,Haufen::N,montón,குவியல்
327,Reihe::N,fila,வரிசை
328,Boot::N,bote,படகு
329,Boot::N,barca,படகு
330,Ruder::N,remo,துடுப்பு
331,Schlitten::N,trineo,சகடையிலா வண்டி
332,Ski::N,esquí,பனிச் சறுக்கல்
333,Lagerfeuer::N,hoguera,மூட்டம்
334,Last::N,carga,பாரம்
335,Gang::N,marcha,நடை
336,Schritt::N,paso,காலடி
337,Norden::N,norte,வடக்கு
338,Süden::N,sur,தெற்கு
339,Westen::N,oeste,மேற்கு திசை
340,Osten::N,este,கிழக்கு
341,Holz::N,madera,மரக்கட்டை
342,Brett::N,tabla,பலகை
343,Platte::N,placa,பலகம்
344,Platte::N,plancha,பலகம்
345,Stütze::N,sostén,அடைப்புகன்
346,Stütze::N,soporte,அடைப்புகன்
347,Stange::N,vara,கம்பம்
348,Stange::N,percha,கம்பம்
349,Stock::N,palo,குச்சி
350,Stock::N,bastón,குச்சி
351,Stab::N,vara,கம்பு
352,Stab::N,bastón,கம்பு
353,Rohr::N,tubo,குழாய்
354,Haus::N,casa,வீடு
355,Heim::N,hogar,வீடு
356,Ofen::N,estufa,அடுப்பு
357,Fußboden::N,suelo,தரை
358,Tisch::N,mesa,மேசை
359,Stuhl::N,silla,நாற்காலி
360,Wiege::N,cuna,தொட்டில்
361,Bett::N,cama,படுக்கை
362,Regal::N,estantería,அலமாரி
363,Kiste::N,caja,பெட்டி
364,Fenster::N,ventana,சாளரம்
365,Tür::N,puerta,கதவு
366,Tor::N,puerta,வாசற்கதவு
367,Zaun::N,valla,வேலி
368,Zaun::N,cercado,வேலி
369,Dach::N,techo,கூரை
370,Dach::N,tejado,கூரை
371,Leiter::N,escalera,ஏணி
372,Besen::N,escoba,விளக்குமாறு
373,Spaten::N,pala,மண்வெட்டி
374,Schaufel::N,pala,அடிதண்டா
375,Schaufel::N,paleta,அடிதண்டா
376,Gabel::N,tenedor,முட்கரண்டி
377,Löffel::N,cuchara,கரண்டி
378,Messer::N,cuchillo,கத்தி
379,Nagel::N,clavo,ஆணி
380,Netz::N,red,வலை
381,Haken::N,gancho,கொக்கி
382,Haken::N,corchete,கொக்கி
383,Griff::N,asa,கைப்பிடி
384,Griff::N,mango,கைப்பிடி
385,Schloss::N,cerradura,பூட்டு
386,Bild::N,imagen,படம்
387,Figur::N,figura,எண்ணிக்கை
388,Puppe::N,muñeca,பொம்மை
389,Beutel::N,bolsa,பை
390,Bündel::N,haz,பொதி
391,Tasche::N,bolso,பை
392,Eimer::N,cubo,வாளி
393,Deckel::N,tapa,உறை
394,Deckel::N,tapadera,உறை
395,Geschirr::N,vajilla,பாத்திரம்
396,Sack::N,saco,பை
397,Tasse::N,taza,கிண்ணம்
398,Topf::N,olla,பானை
399,Topf::N,marmita,பானை
400,Kessel::N,caldera,கெண்டி
401,Essen::N,comida,உணவருந்துதல்
402,Nahrung::N,alimento,உணவு
403,Speise::N,plato,உணவு வகை
404,Fleisch::N,carne,இறைச்சி
405,Getreide::N,cereales,மக்காச்சோளம்
406,Brei::N,puré,கஞ்சி
407,Brei::N,papilla,கஞ்சி
408,Brot::N,pan,ரொட்டி
409,Scheibe::N,lonja,துண்டு
410,Scheibe::N,rebanada,துண்டு
411,Fett::N,grasa,கொழுப்பு
412,Butter::N,mantequilla,வெண்ணெய்
413,Öl::N,aceite,எண்ணெய்
414,Salz::N,sal,உப்பு
415,Suppe::N,sopa,ரசம்
416,Honig::N,miel,தேன்
417,Milch::N,leche,பால்
418,Tee::N,té,தெனீர்
419,Leder::N,cuero,பதம் செய்யப்பட்ட தோல்
420,Wolle::N,lana,கம்பளி
421,Stoff::N,tela,துணி
422,Stoff::N,tejido,துணி
423,Nadel::N,aguja,ஊசி
424,Faden::N,hilo,நூல்
425,Knopf::N,botón,பொத்தான்
426,Knoten::N,nudo,முடிச்சு
427,Farbe::N,pintura,வண்ணக் குழம்பு
428,Kleidung::N,ropa,ஆடைகள்
429,Kleidung::N,vestidos,ஆடைகள்
430,Hemd::N,camisa,சட்டை
431,Kragen::N,cuello,கழுத்துப் பட்டை
432,Ärmel::N,manga,சட்டைக்கை
433,Hose::N,pantalón,கால்சட்டை
434,Gürtel::N,cinturón,பெல்ட்
435,Mütze::N,gorro,தொப்பி
436,Schuh::N,zapato,காலணி
437,Stiefel::N,bota,காலணி
438,Ring::N,anillo,மோதிரம்
439,Band::N,cinta,நாடா
440,Kamm::N,peine,கீப்பு
441,Spiegel::N,espejo,ஆடி
442,Spiegel::N,espejo,கண்ணாடி
443,Riemen::N,correa,வார்
444,Schnur::N,cuerda,கயிறு
445,Leine::N,correa,தோல்வார்
446,Decke::N,manta,போர்வை
447,Kissen::N,almohada,தலையணை
448,Tuch::N,pañuelo,துணி
449,Handtuch::N,toalla,தண்டு
450,Kraft::N,fuerza,நிர்பந்தம்
451,Stärke::N,fuerza,பலம்
452,Gesundheit::N,salud,ஆரோக்கியம்
453,Krankheit::N,enfermedad,நோய்
454,Schmerz::N,dolor,வலி
455,Wunde::N,llaga,காயம்
456,Wunde::N,herida,காயம்
457,Fieber::N,fiebre,காய்ச்சல்
458,Arznei::N,medicina,மருந்து
459,Arznei::N,medicamento,மருந்து
460,Brücke::N,puente,பாலம்
461,Brunnen::N,pozo,கேணி
462,Weide::N,pasto,மேய்ச்சல் நிலம்
463,Pfad::N,sendero,நடை வழி
464,Weg::N,camino,வழி
465,Straße::N,vía,சாலை
466,Straße::N,carretera,சாலை
467,Dorf::N,aldea,கிராமம்
468,Dorf::N,pueblo,கிராமம்
469,Stadt::N,ciudad,நகரம்
470,Brief::N,carta,கடிதம்
471,Buch::N,libro,புத்தகம்
472,Buchstabe::N,letra,எழத்து
473,Buchstabe::N,carácter,எழத்து
474,Zeitung::N,diario,செய்தித்தாள்
475,Zeitung::N,periódico,செய்தித்தாள்
476,Leben::N,vida,வாழ்க்கை
477,Tod::N,muerte,மரணம்
478,Grab::N,tumba,சமாதி
479,Grab::N,sepulcro,சமாதி
480,Kirche::N,iglesia,தேவாலயம்
481,Sünde::N,pecado,பாவம்
482,Gott::N,dios,கடவுள்
483,Arbeiter::N,obrero,தொழிலாளி
484,Arbeiter::N,trabajador,தொழிலாளி
485,Chef::N,jefe,மேலாளர்
486,Meister::N,maestro,தலைவன்
487,Arzt::N,médico,மருத்துவர்
488,Lehrer::N,profesor,ஆசிரியர்
489,Geld::N,dinero,பணம்
490,Geschäft::N,negocio,வாணிபம்
491,Laden::N,tienda,கடை
492,Preis::N,precio,விலை
493,Ware::N,mercancía,சாமன்கள்
494,Nutzen::N,provecho,இலாபம்
495,Reichtum::N,riqueza,சொத்து
496,Welt::N,mundo,உலகம்
497,Land::N,país,நாடு
498,Staat::N,Estado,நாடு
499,König::N,rey,அரசன்
500,Macht::N,poder,அதிகாரம்
501,Macht::N,potencia,அதிகாரம்
502,Grenze::N,frontera,எல்லை
503,Krieg::N,guerra,போர்
504,Feind::N,enemigo,எதிரி
505,Gewalt::N,violencia,வன்முறை
506,Kampf::N,lucha,போராட்டம்
507,Kampf::N,combate,போராட்டம்
508,Bogen[Waffe]::N,arco,வில்
509,Pfeil::N,flecha,அம்பு
510,Gewehr::N,fusil,துப்பாக்கி
511,Gewehr::N,escopeta,துப்பாக்கி
512,Fehler::N,error,தவறு
513,Lüge::N,mentira,பொய்
514,Schaden::N,daño,சேதாரம்
515,Unglück::N,desgracia,இடையூறு
516,Schuld::N,culpa,குற்றம்
517,Alter::N,edad,வயது
518,Schluss::N,fin,முடிவு
519,Schluss::N,final,முடிவு
520,Zeit::N,tiempo,காலம்
521,Tag::N,día,நாள்
522,Morgen::N,mañana,காலை நேரம்
523,Mittag::N,mediodía,மதியம்
524,Abend::N,noche,மாலைப் பொழுது
525,Nacht::N,noche,இரவு
526,Woche::N,semana,வாரம்
527,Monat::N,mes,மாதம்
528,Jahr::N,año,வருடம்
529,Frühling::N,primavera,வசந்தம்
530,Sommer::N,verano,கோடை
531,Herbst::N,otoño,இலையுதிர் காலம்
532,Winter::N,invierno,குளிர்காலம்
533,Januar::N,enero,ஜனவரி
534,Februar::N,febrero,பிபரவரி மாதம்
535,März::N,marzo,மார்ச் மாதம்
536,April::N,abril,ஏப்ரல் மாதம்
537,Mai::N,mayo,மே மாதம்
538,Juni::N,junio,ஜூன் மாதம்
539,Juli::N,julio,ஜூலை மாதம்
540,August::N,agosto,ஆகஸ்ட் மாதம்
541,September::N,septiembre,செப்டம்பர் மாதம்
542,Oktober::N,octubre,அக்டோபர் மாதம்
543,November::N,noviembre,நவம்பர் மாதம்
544,Dezember::N,diciembre,டிசம்பர்
545,Montag::N,lunes,திங்கட் கிழமை
546,Dienstag::N,martes,செவ்வாய்க்கிழமை
547,Mittwoch::N,miércoles,புதன் கிழமை
548,Donnerstag::N,jueves,வியாழக் கிழமை
549,Freitag::N,viernes,வெள்ளிக்கிழமை
550,Samstag::N,sábado,சனிக்கிழமை
551,Sonntag::N,domingo,ஞாயிறுக் கிழமை
552,groß::A,grande,பெரிய
553,klein::A,pequeño,சிறிய
554,lang::A,largo,நீண்ட
555,kurz::A,corto,குட்டையான
556,breit::A,ancho,அகலமான
557,schmal::A,estrecho,குறுகலான
558,dicht::A,denso,அடர்த்தியான
559,dick[Gegenstand]::A,grueso,தடித்த
560,dünn::A,fino,சன்னமான
561,dünn::A,delgado,சன்னமான
562,fein::A,fino,மெல்லிய
563,fein::A,delicado,மெல்லிய
564,fest::A,firme,உறுதியாள
565,fest::A,sólido,உறுதியாள
566,flach::A,plano,தட்டையான
567,glatt::A,liso,வழுவழுப்பான
568,hart::A,duro,கடினமான
569,weich::A,muelle,மென்மையான
570,rund::A,redondo,உருண்டையான
571,spitz::A,agudo,திகந்தமாக
572,spitz::A,apuntado,திகந்தமாக
573,scharf::A,agudo,கூரான
574,scharf::A,afilado,கூரான
575,stumpf::A,sin filo,உளம் திறந்த
576,schwer::A,pesado,கனமான
577,schön::A,bello,அழகான
578,schön::A,hermoso,அழகான
579,heiß::A,caluroso,சூடான
580,warm::A,cálido,இதமான
581,warm::A,caliente,இதமான
582,kalt::A,frío,குளிர்ச்சியான
583,kühl::A,fresco,குளிர்ச்சியான
584,frisch::A,fresco,சுத்தமான
585,feucht::A,húmedo,ஈரமான
586,nass::A,mojado,ஈரமான
587,trocken::A,seco,உலர்ந்த
588,voll::A,lleno,நிரம்பிய
589,leer::A,vacío,காலியான
590,offen::A,abierto,திறந்த
591,geschlossen::A,cerrado,மூடப்பட்ட
592,sauber::A,limpio,சுத்தமான
593,schmutzig::A,sucio,அழக்கான
594,roh::A,crudo,கச்சா
595,reif::A,maduro,பழுத்த
596,lecker::A,rico,சுவைமிக்க
597,lecker::A,sabroso,சுவைமிக்க
598,süß::A,dulce,இனிப்பான
599,bitter::A,amargo,கசப்பான
600,sauer::A,agrio,புளிப்பாக
601,hell::A,claro,பளபளப்பான
602,dunkel::A,oscuro,கருமையான
603,schwarz::A,negro,கருப்பு வண்ண
604,weiß::A,blanco,வெண்மையன
605,rot::A,rojo,சிவப்பு
606,gelb::A,amarillo,மஞ்சள் வண்ணம்
607,blau::A,azul,நீல வண்ண
608,grün::A,verde,பச்சை வண்ண
609,grau::A,gris,சாம்பல் நிற
610,bunt::A,multicolor,வண்ண மயமான
611,billig::A,barato,மலிவான
612,teuer::A,caro,விலை அதிகமான
613,wertvoll::A,valioso,மதிப்புள்ள
614,wertvoll::A,precioso,மதிப்புள்ள
615,blind::A,ciego,பார்வையற்ற
616,taub::A,sordo,செவிடான
617,kräftig::A,fuerte,வலிமையான
618,stark::A,fuerte,பலமான
619,stark::A,vigoroso,பலமான
620,schwach::A,débil,பலவீனமான
621,fett::A,obeso,பருமனாக
622,schlank::A,esbelto,ஒல்லியான
623,hübsch::A,mono,அழகிய
624,hübsch::A,guapo,அழகிய
625,böse::A,malo,கேடு விளைவிக்கும்
626,dumm::A,tonto,முட்டாள்தனமான
627,dumm::A,estúpido,முட்டாள்தனமான
628,faul::A,vago,சோம்பலான
629,faul::A,perezoso,சோம்பலான
630,fleißig::A,aplicado,ஊக்கந்தளராத
631,fleißig::A,diligente,ஊக்கந்தளராத
632,geizig::A,avaro,கஞேசத்தனமான
633,klug::A,sensato,சாதுரியமான
634,klug::A,inteligente,சாதுரியமான
635,geschickt::A,hábil,திறமையள்ள
636,lieb::A,querido,அன்புக்குரிய
637,lustig::A,alegre,களிப்புமிக்க
638,sanft::A,suave,சாதுவான
639,hungrig::A,hambriento,பசியுடன்
640,krank::A,enfermo,நோயுற்று
641,nackt::A,desnudo,ஆடையற்ற
642,traurig::A,triste,சோகமான
643,lebendig::A,vivo,பிழைப்பு
644,lebendig::A,viviente,பிழைப்பு
645,gut::A,bueno,நல்ல
646,schlecht::A,malo,கெட்ட
647,richtig::A,justo,சரியான
648,richtig::A,correcto,சரியான
649,schlimm::A,malo,அருவருப்பான
650,schlimm::A,grave,அருவருப்பான
651,wahr::A,verídico,உண்மையான
652,wahr::A,verdadero,உண்மையான
653,alt::A,viejo,பழைய
654,neu::A,nuevo,புதிய
655,ehemalig::A,antiguo,முன்நாள்
656,alt[Lebewesen]::A,viejo,வயதான
657,jung::A,joven,இளமையான
658,arm::A,pobre,ஏழ்மையான
659,reich::A,rico,செல்வம் படைத்த
660,bekannt::A,conocido,பழக்கப்பட்ட
661,berühmt::A,famoso,புகழ்பெற்ற
662,berühmt::A,célebre,புகழ்பெற்ற
663,fremd::A,extraño,அயல் நாட்டு
664,verschieden::A,diverso,வித்தியாசமான
665,verschieden::A,distinto,வித்தியாசமான
666,verschieden::A,diferente,வித்தியாசமான
667,nah::A,cercano,பக்கத்தில் உள்ள
668,fern::A,lejano,தொலை தூரத்தில்
669,linker::A,izquierdo,மீந்திருக்கும்
670,rechter::A,derecho,வலதுபக்கம்
671,anderer::A,otro,மற்ற
672,erster::A,primero,முதனமையான
673,zweiter::A,segundo,இரண்டாவது
674,dritter::A,tercero,மூன்றாவது
675,letzter::A,último,கடைசி
676,allein::ADV,a solo,தனியாக
677,auf einmal::ADV,de una vez,தடீரென்று
678,zusammen::ADV,juntos,சேர்ந்து
679,lange::ADV,mucho tiempo,அதிக நோம்
680,plötzlich::ADV,de repente,தடீரென்று
681,sofort::ADV,en seguida,உடனடியாக
682,später::ADV,más tarde,பிறகு
683,jetzt::ADV,ahora,இப்பொழது
684,heute::ADV,hoy,இன்று
685,morgen::ADV,mañana,நாளைக்கு
686,bald::ADV,pronto,சீக்கிரம்
687,bald::ADV,en breve,சீக்கிரம்
688,dann::ADV,luego,அப்பொழுது
689,dann::ADV,entonces,அப்பொழுது
690,gestern::ADV,ayer,நேற்று
691,einst::ADV,antaño,ஒரே முறை
692,damals::ADV,entonces,அப்பொழுது
693,danach::ADV,después,பிற்பாடு
694,vorher::ADV,antes,முன்பாக
695,zuerst::ADV,primero,முதலில்
696,einmal::ADV,una vez,ஒரே முறை
697,manchmal::ADV,a veces,சில நேரங்களில்
698,oft::ADV,a menudo,அடிக்கடி
