,Concept_ID,mn,br
111,Anhöhe::N,гүвээ,run
112,Berg::N,уул,menez
113,Gipfel::N,орой,barr
114,Gipfel::N,оргил,barr
115,Höhle::N,агуй,kav
116,Abhang::N,хүр,naou
117,Quelle::N,булаг,feunteun
118,Bach::N,горхи,gwazh
119,Fluss::N,гол,stêr
120,Fluss::N,мөрөн,stêr
121,Ufer::N,эрэг,ribl
122,Küste::N,эрэг,aod
123,Festland::N,хуурай газар,douar
124,Meer::N,далай,mor
125,Meer::N,тэнгис,mor
126,Bucht::N,булан,mor-bihan
127,Bucht::N,далайн тохой,mor-bihan
128,Insel::N,арал,enez
129,Blume::N,цэцэг,bleunienn
130,Gras::N,өвс,geot
131,Gras::N,ногоо,geot
132,Wurzel::N,үндэс,gwrizienn
133,Baum::N,мод,gwezenn
134,Stamm::N,иш,kef
135,Stamm::N,гуалин,kef
136,Rinde::N,холтос,rusk
137,Ast::N,гишүү,barr
138,Zweig::N,салаа,bod
139,Blatt::N,навч,delienn
140,Birke::N,хус,bezvenn
141,Kiefer[Baum]::N,нарс,pinenn
142,Weide[Baum]::N,уд,halegenn
143,Weide[Baum]::N,бургас,halegenn
144,Tanne::N,гачуур,sapenn
145,Horn::N,эвэр,korn
146,Feder::N,өд,pluñv
147,Fell::N,арьс,kreoñ
148,Flügel::N,жигүүр,askell
149,Flügel::N,далавч,askell
150,Klaue::N,савар,skilf
151,Klaue::N,хумс,skilf
152,Kralle::N,савар,skilf
153,Schwanz::N,сүүл,lost
154,Ei::N,өндөг,vi
155,Nest::N,үүр,neizh
156,Bau::N,нүх,douarenn
157,Bau::N,элүү,douarenn
158,Tier::N,амьтан,loen
159,Tier::N,адгуус,loen
160,Herde::N,сүрэг,tropell
161,Kuh::N,үнээ,buoc'h
162,Bulle::N,бух,tarv
163,Pferd::N,морь,marc'h
164,Pferd::N,адуу,marc'h
165,Schaf::N,хонь,dañvad
166,Schwein::N,гахай,pemoc'h
167,Hund::N,нохой,ki
168,Katze::N,муур,kazh
169,Katze::N,мигуй,kazh
170,Bär::N,баавгай,arzh
171,Eichhörnchen::N,хэрэм,gwiñver
172,Elch::N,хандгай,karv-dour
173,Fuchs::N,үнэг,louarn
174,Hase::N,туулай,gad
175,Maus::N,хулгана,logodenn
176,Wolf::N,чоно,bleiz
177,Vogel::N,шувуу,labous
178,Schwarm::N,сүрэг,nijad
179,Huhn::N,тахиа,yar
180,Hahn::N,эр тахиа,kilhog
181,Gans::N,галуу,gwazenn
182,Adler::N,бүргэд,erer
183,Ente::N,нугас,houad
184,Eule::N,ууль,toud
185,Kranich::N,тогоруу,garan
186,Krähe::N,хэрээ,bran
187,Kuckuck::N,хөхөө,koukoug
188,Schwan::N,хун,alarc'h
189,Fisch::N,загас,pesk
190,Barsch::N,алгана,brell
191,Hecht::N,цурхай,beked
192,Schlange[Tier]::N,могой,naer
193,Wurm::N,өт,preñv
194,Wurm::N,хорхой,preñv
195,Spinne::N,аалз,kevnidenn
196,Ameise::N,шоргоолж,merion
197,Laus::N,бөөс,laouenn
198,Mücke::N,шумуул,moustik
199,Fliege::N,ялаа,kelienenn
200,Schmetterling::N,эрвээхэй,balafenn
201,Beere::N,жимсгэнэ,hog
202,Apfel::N,алим,aval
203,Pilz::N,мөөг,kabell-touseg
204,Zwiebel::N,сонгино,ognonenn
205,Saat::N,тариа,had
206,Korn::N,үр,ed
207,Korn::N,мөхлөг,ed
208,Heu::N,өвс,foenn
209,Schale::N,хальс,peliadur
210,Grube::N,алам,
211,Grube::N,нүх,
212,Falle::N,хавх,pech
213,Falle::N,занга,pech
214,Schlinge::N,урхи,krouglas
215,Spur::N,мөр,
216,Asche::N,үнс,ludu
217,Dreck::N,хир,fank
218,Eisen::N,төмөр,houarn
219,Gold::N,алт,aour
220,Silber::N,мөнгө,arc'hant
221,Kohle::N,нүүрс,glaou
222,Glas::N,шил,gwer
223,Lehm::N,шавар,
224,Sand::N,элс,traezh
225,Mensch::N,хүн,den
226,Mann::N,эр,den
227,Mann::N,эрэгтэй,den
228,Frau::N,эмэгтэй,maouez
229,Frau::N,хатагтай,maouez
230,Kind::N,хүүхэд,bugel
231,Junge::N,хүү,paotr
232,Mädchen::N,охин,plac'h
233,Mädchen::N,бүсгүй,plac'h
234,Familie::N,айл,familh
235,Großvater::N,өвгөн аав,tad-kozh
236,Großmutter::N,эмэг эх,mamm-gozh
237,Großmutter::N,эмгээ,mamm-gozh
238,Eltern::N,эцэг эх,kerent
239,Vater::N,аав,tad
240,Vater::N,эцэг,tad
241,Mutter::N,эх,mamm
242,Mutter::N,ээж,mamm
243,Sohn::N,хүү,mab
244,Tochter::N,охин,merc'h
245,Bruder::N,ах,breur
246,Bruder::N,дүү,breur
247,Schwester::N,эгч,c'hoar
248,Schwester::N,охин дүү,c'hoar
249,Onkel::N,авга ах,eontr
250,Onkel::N,нагац ах,eontr
251,Tante::N,авга эгч,moereb
252,Tante::N,нагац эгч,moereb
253,Ehemann::N,нөхөр,gwaz
254,Ehefrau::N,эхнэр,gwreg
255,Ehefrau::N,гэргий,gwreg
256,Freude::N,баяр,levenez
257,Freude::N,баясгалан,levenez
258,Gelächter::N,инээдэм,c'hoarzherezh
259,Glück::N,жаргалан,chañs
260,Kummer::N,гаслан,doan
261,Wunsch::N,ерөөл,c'hoant
262,Lust::N,дур,c'hoant
263,Lust::N,хүсэл,c'hoant
264,Geist::N,оюун,spered
265,Gedanke::N,сэтгэл,soñj
266,Gedächtnis::N,ой,eñvor
267,Gedächtnis::N,цээж,eñvor
268,Verstand::N,ухаан,skiant
269,Sinn::N,утга,ster
270,Grund::N,учир,kaoz
271,Wahrheit::N,үнэн,gwirionez
272,Gespräch::N,яриа,kaozeadenn
273,Märchen::N,явган үлгэр,kaoz korriganez
274,Erzählung::N,тууж,kontadenn
275,Nachricht::N,мэдээ,keloù
276,Neuigkeit::N,сонин,kelaouenn
277,Name::N,нэр,anv
278,Rätsel::N,оньсого,divinatez
279,Rede::N,хэлсэн үг,diskour
280,Sprache::N,хэл,yezh
281,Stimme::N,дуу,mouezh
282,Wort::N,үг,ger
283,Zeichen::N,тамга,sin
284,Zeichen::N,тэмдэг,sin
285,Ruf::N,дуудлага,galv
286,Lärm::N,шуугиан,trouz
287,Lärm::N,чимээ,trouz
288,Laut::N,анир,
289,Laut::N,дуу,
290,Ton::N,авиа,ton
291,Ton::N,аялгуу,ton
292,Lied::N,дуу,kanaouenn
293,Ruhe::N,энх,sioulded
294,Ruhe::N,тайван,sioulded
295,Leute::N,хүмүүс,tud
296,Volk::N,улс,pobl
297,Arbeit::N,ажил,labour
298,Arbeit::N,хөдөлмөр,labour
299,Gast::N,зочин,kouviad
300,Gast::N,айлчин,kouviad
301,Geschenk::N,бэлэг,prof
302,Spiel::N,наадам,c'hoari
303,Spiel::N,тоглоом,c'hoari
304,Gesellschaft::N,хамт байх,kompagnunezh
305,Gesellschaft::N,хамт байх,kavandad
306,Hilfe::N,тусламж,sikour
307,Freund::N,найз,mignon
308,Freund::N,нөхөр,mignon
309,Kamerad::N,хань,kamarad
310,Kamerad::N,нөхөр,kamarad
311,Angelegenheit::N,хэрэг,afer
312,Anzahl::N,тоо,niver
313,Art::N,төрөл,sort
314,Art::N,янз,sort
315,Stück::N,хэсэг,tamm
316,Teil::N,хувь,pezh
317,Teil::N,хэсэг,pezh
318,Hälfte::N,хагас,hanterenn
319,Kreis::N,тойрог,kelc'h
320,Kreis::N,хүрээ,kelc'h
321,Kreuz::N,загалмай,kroaz
322,Linie::N,шугам,linenn
323,Strich::N,зураас,tenn
324,Abstand::N,зай,distok
325,Entfernung::N,зай,keid
326,Entfernung::N,зай,kehid
327,Entfernung::N,хол ойр,keid
328,Entfernung::N,хол ойр,kehid
329,Gegend::N,хавь,korn-bro
330,Gegend::N,газар,korn-bro
331,Platz::N,зай,plasenn
332,Platz::N,завсар,plasenn
333,Ort::N,газар,lec'h
334,Ort::N,байр,lec'h
335,Seite::N,тал,tu
336,Seite::N,этгээд,tu
337,Mitte::N,төв,kreiz
338,Mitte::N,дунд,kreiz
339,Gegenstand::N,юм,tra
340,Sache::N,үйл,tra
341,Sache::N,хэрэг,tra
342,Rand::N,зах,kantenn
343,Rand::N,хөвөө,kantenn
344,Kante::N,ирмэг,kantenn
345,Ecke::N,өнцөг,korn
346,Spitze::N,үзүүр,begell
347,Ende::N,зах,dibenn
348,Ende::N,үзүүр,dibenn
349,Loch::N,цоорхой,toull
350,Loch::N,онгорхой,toull
351,Winkel::N,өнцөг,
352,Muster::N,хээ,tresadenn
353,Muster::N,угалз,tresadenn
354,Größe::N,хэмжээ,ment
355,Länge::N,урт,hirder
356,Höhe::N,өндөр,uhelder
357,Gewicht::N,жин,pouez
358,Menge::N,тоо,bern
359,Haufen::N,бөөн,bern
360,Reihe::N,эгнээ,steud
361,Boot::N,завь,bag
362,Ruder::N,сэлүүр,roeñv
363,Schlitten::N,чарга,trainell
364,Ski::N,цана,ski
365,Lagerfeuer::N,түүдэг,
366,Last::N,ачаа,karg
367,Gang::N,явдал,kerzh
368,Schritt::N,алхам,paz
369,Norden::N,умар,norzh
370,Norden::N,умар,hanternoz
371,Süden::N,урд,su
372,Süden::N,урд,kreisteiz
373,Süden::N,өмнө,su
374,Süden::N,өмнө,kreisteiz
375,Westen::N,өрнө,kuzh-heol
376,Westen::N,баруун,kuzh-heol
377,Osten::N,зүүн,reter
378,Osten::N,зүүн,sav-heol
379,Osten::N,дорно,reter
380,Osten::N,дорно,sav-heol
381,Holz::N,мод,koad
382,Brett::N,банз,plankenn
383,Platte::N,хавтан,plakenn
384,Stütze::N,тулгуур,harp
385,Stütze::N,тулга,harp
386,Stange::N,сургааг,sparl
387,Stock::N,саваа,bazh
388,Stab::N,таяг,bazh
389,Rohr::N,хоолой,tub
390,Rohr::N,хоолой,korz
391,Haus::N,гэр,ti
392,Haus::N,байшин,ti
393,Heim::N,гэр,kêr
394,Ofen::N,зуух,forn
395,Ofen::N,пийшин,forn
396,Fußboden::N,шал,plañchod
397,Tisch::N,ширээ,taol
398,Stuhl::N,сандал,kador
399,Wiege::N,өлгий,kavell
400,Bett::N,ор,gwele
401,Regal::N,тавиур,estajerenn
402,Kiste::N,авдар,kased
403,Kiste::N,хайрцаг,kased
404,Fenster::N,гэгээвч,prenestr
405,Tür::N,үүд,dor
406,Tür::N,хаалга,dor
407,Tor::N,хаалга,portal
408,Zaun::N,хашаа,sklotur
409,Dach::N,дээвэр,toenn
410,Leiter::N,шат,skeul
411,Besen::N,хамуур,skubell
412,Besen::N,туужуу,skubell
413,Spaten::N,хүрз,pal
414,Schaufel::N,хүрз,pal
415,Gabel::N,сэрээ,fourchetez
416,Löffel::N,халбага,loa
417,Messer::N,хутга,kontell
418,Nagel::N,хадаас,tach
419,Netz::N,өөш,roued
420,Netz::N,тор,roued
421,Haken::N,гох,krog
422,Griff::N,иш,kemer
423,Griff::N,сэнж,kemer
424,Schloss::N,цуурга,potenn
425,Schloss::N,цоож,potenn
426,Bild::N,зураг,skeudenn
427,Figur::N,баримал,skeud
428,Figur::N,баримал,figur
429,Puppe::N,хүүхэлдэй,merc'hodenn
430,Beutel::N,агсаа,sac'h
431,Beutel::N,уут,sac'h
432,Bündel::N,боодол,feskenn
433,Tasche::N,цүнх,sac'h
434,Eimer::N,хөнөг,sailh
435,Eimer::N,хувин,sailh
436,Deckel::N,таг,pallenn
437,Deckel::N,хавхаг,pallenn
438,Geschirr::N,сав суулга,listriaj
439,Sack::N,шуудай,sac'h
440,Tasse::N,аяга,tas
441,Topf::N,тогоо,pod
442,Kessel::N,тогоо,chaodouron
443,Essen::N,идээ,pred
444,Nahrung::N,хүнс,boued
445,Speise::N,идээ,meuz
446,Fleisch::N,мах,kig
447,Getreide::N,будаа,ed
448,Brei::N,богшмол,yod
449,Brei::N,будаа,yod
450,Brot::N,талх,bara
451,Scheibe::N,зүсэм,tailhenn
452,Scheibe::N,хэрчим,tailhenn
453,Fett::N,өөх,lard
454,Butter::N,тос,amann
455,Öl::N,тос,eoul
456,Salz::N,давс,holen
457,Suppe::N,шөл,soubenn
458,Honig::N,бал,mel
459,Milch::N,сүү,laezh
460,Tee::N,цай,te
461,Leder::N,арьс,lêr
462,Leder::N,савхи,lêr
463,Wolle::N,ноос,gloan
464,Wolle::N,унгас,gloan
465,Stoff::N,бөс,danvez
466,Nadel::N,зүү,nadoz
467,Faden::N,боолт,neudenn
468,Faden::N,утас,neudenn
469,Knopf::N,товч,bouton
470,Knoten::N,зангилаа,skoulm
471,Farbe::N,будаг,liv
472,Kleidung::N,хувцас,dilhad
473,Hemd::N,цамц,roc'hed
474,Kragen::N,зах заам,gouzoug
475,Ärmel::N,ханцуй,milgin
476,Hose::N,өмд,bragoù
477,Gürtel::N,бүс,gouriz
478,Mütze::N,малгай,boned
479,Mütze::N,бүрх,boned
480,Schuh::N,туфли,botez
481,Stiefel::N,гутал,botez
482,Ring::N,бөгж,gwalenn
483,Band::N,тууз,bagad
484,Kamm::N,сам,krib
485,Spiegel::N,толь,melezour
486,Riemen::N,тасам,lerenn
487,Riemen::N,сур,lerenn
488,Schnur::N,татлага,kordenn
489,Leine::N,оосор,roll
490,Decke::N,хөнжил,golo
491,Decke::N,хучлага,golo
492,Kissen::N,дэр,goubenner
493,Tuch::N,алчуур,mezher
494,Tuch::N,даавуу,mezher
495,Handtuch::N,алчуур,toailhon
496,Kraft::N,чадал,nerzh
497,Kraft::N,хүч,nerzh
498,Stärke::N,эрч,nerzhder
499,Stärke::N,тэнхээ,nerzhder
500,Gesundheit::N,бие,yec'hed
501,Gesundheit::N,эрүүл мэнд,yec'hed
502,Krankheit::N,эмгэг,klañved
503,Schmerz::N,өвчин,poan
504,Schmerz::N,өвчин,droug
505,Wunde::N,шарх,gloazadenn
506,Fieber::N,халуун,terzhienn
507,Arznei::N,эм,louzoù
508,Brücke::N,гүүр,pont
509,Brunnen::N,худаг,puñs
510,Weide::N,бэлчээр,prad
511,Pfad::N,жим,gwenodenn
512,Pfad::N,зөрөг,gwenodenn
513,Weg::N,зам,hent
514,Weg::N,харгуй,hent
515,Straße::N,зам,ru
516,Straße::N,зам,hent
517,Straße::N,харгуй,ru
518,Straße::N,харгуй,hent
519,Dorf::N,тосгон,kêr
520,Dorf::N,тосгон,kêriadenn
521,Dorf::N,гацаа,kêr
522,Dorf::N,гацаа,kêriadenn
523,Stadt::N,хот,kêr
524,Brief::N,захидал,lizher
525,Brief::N,захиа,lizher
526,Buch::N,ном,levr
527,Buch::N,бичиг,levr
528,Buchstabe::N,үсэг,lizherenn
529,Zeitung::N,сонин,kazetenn
530,Leben::N,амь,buhez
531,Leben::N,амьдрал,buhez
532,Tod::N,үхэл,marv
533,Grab::N,булш,bez
534,Kirche::N,сүм,iliz
535,Sünde::N,нүгэл,pec'hed
536,Sünde::N,хилэнц,pec'hed
537,Gott::N,бурхан,doue
538,Arbeiter::N,ажилчин,labourer
539,Arbeiter::N,ажилчин,micherour
540,Arbeiter::N,хөдөлмөрчин,labourer
541,Arbeiter::N,хөдөлмөрчин,micherour
542,Chef::N,дарга,penn
543,Meister::N,дархан,mestr
544,Arzt::N,эмч,mezeg
545,Arzt::N,эмч,medisin
546,Lehrer::N,багш,skolaer
547,Lehrer::N,багш,kelenner
548,Geld::N,цаас,arc'hant
549,Geld::N,мөнгө,arc'hant
550,Geschäft::N,наймаа,stal
551,Laden::N,дэлгүүр,stal
552,Preis::N,үнэ,priz
553,Ware::N,таваар,marc'hadourezh
554,Ware::N,бараа,marc'hadourezh
555,Nutzen::N,ашиг,gounidegezh
556,Nutzen::N,ашиг,lañs
557,Nutzen::N,ашиг,profit
558,Nutzen::N,ашиг,spleit
559,Reichtum::N,баялаг,pinvidigezh
560,Welt::N,дэлхий,douar
561,Welt::N,орчлон,douar
562,Land::N,улс,bro
563,Land::N,орон,bro
564,Staat::N,төр,stad
565,Staat::N,гүрэн,stad
566,König::N,ван,roue
567,Macht::N,засаг,galloud
568,Grenze::N,хил,harzoù
569,Krieg::N,дайн,brezel
570,Feind::N,дайсан,eneber
571,Gewalt::N,хүчирхэх,tâerder
572,Kampf::N,тэмцэл,kann
573,Kampf::N,байлдаан,kann
574,Bogen[Waffe]::N,нум,gwareg
575,Pfeil::N,годил,saezh
576,Pfeil::N,сум,saezh
577,Gewehr::N,буу,fuzuilh
578,Fehler::N,эндэл,fazi
579,Fehler::N,алдаа,fazi
580,Lüge::N,худал,gaou
581,Schaden::N,хор,gwall
582,Schaden::N,хөнөөл,gwall
583,Unglück::N,гай,gwalleur
584,Unglück::N,гамшиг,gwalleur
585,Schuld::N,гэм,kablusted
586,Schuld::N,гэм,pec'hedigezh
587,Schuld::N,буруу,kablusted
588,Schuld::N,буруу,pec'hedigezh
589,Alter::N,нас,oad
590,Schluss::N,эцэс,diwezh
591,Schluss::N,төгсгөл,diwezh
592,Zeit::N,цаг,amzer
593,Tag::N,өдөр,deizh
594,Morgen::N,өглөө,beure
595,Morgen::N,өглөө,mintin
596,Mittag::N,үд,kreisteiz
597,Abend::N,үдэш,abardaez
598,Nacht::N,шөнө,noz
599,Woche::N,долоо хоног,sizhun
600,Monat::N,сар,miz
601,Jahr::N,жил,bloaz
602,Frühling::N,хавар,nevezamzer
603,Sommer::N,зун,hañv
604,Herbst::N,намар,diskaramzer
605,Winter::N,өвөл,goañv
606,Januar::N,нэгдүгээр сар,Genver
607,Februar::N,хоёрдугаар сар,C'hwevrer
608,März::N,гуравдугаар сар,Meurzh
609,April::N,дөрөвдүгээр сар,Ebrel
610,Mai::N,тавдугаар сар,Mae
611,Juni::N,зургаадугаар сар,Mezheven
612,Juli::N,долдугаар сар,Gouhere
613,August::N,наймдугаар сар,Eost
614,September::N,есдүгээр сар,Gwengolo
615,Oktober::N,аравдугаар сар,Here
616,November::N,арван нэгдүгээр сар,Du
617,Dezember::N,арван хоёрдугаар сар,Kerzu
618,Montag::N,даваа,Lun
619,Dienstag::N,мягмар,Meurzh
620,Mittwoch::N,лхагва,Merc'her
621,Donnerstag::N,пүрэв,Yaou
622,Freitag::N,баасан,Gwener
623,Samstag::N,бямба,Sadorn
624,Sonntag::N,ням,Sul
625,groß::A,их,bras
626,groß::A,том,bras
627,klein::A,бага,bihan
628,klein::A,жаахан,bihan
629,lang::A,урт,hir
630,kurz::A,охор,berr
631,kurz::A,богино,berr
632,breit::A,өргөн,ledan
633,schmal::A,уйтан,strizh
634,schmal::A,нарийн,strizh
635,dicht::A,нягт,stank
636,dicht::A,чигжүү,stank
637,dick[Gegenstand]::A,зузаан,tev
638,dünn::A,нимгэн,moan
639,fein::A,нарийн,munut
640,fest::A,бөх,start
641,fest::A,хатуу,start
642,flach::A,хавтгай,plaen
643,glatt::A,цагаан,lintr
644,glatt::A,цагаан,levn
645,hart::A,хатуу,kalet
646,weich::A,зөөлөн,blot
647,rund::A,дугуй,ront
648,rund::A,дугариг,ront
649,spitz::A,шовх,poentet
650,spitz::A,шовгор,poentet
651,scharf::A,хурц,dremm
652,scharf::A,иртэй,dremm
653,stumpf::A,мохоо,talsoc'h
654,schwer::A,хүнд,pounner
655,schön::A,гуа,kaer
656,schön::A,сайхан,kaer
657,heiß::A,халуун,tomm
658,warm::A,дулаан,tomm
659,kalt::A,хүйтэн,yen
660,kühl::A,сэрүүн,yen
661,frisch::A,эрүүл,fresk
662,frisch::A,жихүүн,fresk
663,feucht::A,чийгтэй,gleb
664,nass::A,нойтон,gleb
665,trocken::A,хатсан,sec'h
666,voll::A,дүүрэн,leun
667,leer::A,хоосон,goullo
668,offen::A,онгорхой,digor
669,geschlossen::A,битүү,serr
670,geschlossen::A,хаалтай,serr
671,sauber::A,цэвэр,naet
672,sauber::A,хиргүй,naet
673,schmutzig::A,бохир,lous
674,schmutzig::A,хиртэй,lous
675,roh::A,түүхий,kriz
676,reif::A,болсон,darev
677,lecker::A,амттай,lipous
678,lecker::A,амттай,saourus
679,süß::A,амттай,dous
680,süß::A,чихэрлэг,dous
681,bitter::A,гашуун,c'hwerv
682,sauer::A,эсгэлэн,trenk
683,hell::A,гэгээн,sklaer
684,hell::A,гэрэлтэй,sklaer
685,dunkel::A,бараан,teñval
686,dunkel::A,харанхуй,teñval
687,schwarz::A,хар,du
688,weiß::A,цагаан,gwenn
689,rot::A,улаан,ruz
690,gelb::A,шар,melen
691,blau::A,хөх,glas
692,blau::A,цэнхэр,glas
693,grün::A,ногоон,gwer
694,grau::A,орог,louet
695,grau::A,саарал,louet
696,bunt::A,эрээн,liesliv
697,billig::A,хямд,marc'had-mat
698,teuer::A,үнэтэй,ker
699,wertvoll::A,үнэт,prizius
700,blind::A,сохор,dall
701,taub::A,чих хатуу,bouzar
702,kräftig::A,чийрэг,start
703,stark::A,хүчтэй,kreñv
704,stark::A,чадалтай,kreñv
705,schwach::A,сул,gwan
706,fett::A,тарган,lard
707,fett::A,голигор,lard
708,schlank::A,голшиг,sinkl
709,hübsch::A,сайхан,koant
710,hübsch::A,хөөрхөн,koant
711,böse::A,муу,gwall
712,böse::A,хортой,gwall
713,dumm::A,тэнэг,glep
714,faul::A,залхуу,lezirek
715,fleißig::A,чармайлтгай,studius
716,geizig::A,харамч,tost
717,klug::A,цэцэн,speredek
718,geschickt::A,дүйтэй,dornet
719,lieb::A,хайрт,koant
720,lustig::A,цэнгэлтэй,laouen
721,sanft::A,наалинхай,flour
722,hungrig::A,өлөн,marnaon
723,hungrig::A,өлссөн,marnaon
724,krank::A,өвчтэй,klañv
725,nackt::A,нүцгэн,noazh
726,traurig::A,гунигт,trist
727,lebendig::A,амьд,bev
728,lebendig::A,амьтай,bev
729,gut::A,сайн,mad
730,schlecht::A,муу,fall
731,schlecht::A,муу,gwall
732,schlecht::A,өөдгүй,fall
733,schlecht::A,өөдгүй,gwall
734,richtig::A,зөв,reizh
735,richtig::A,зүйтэй,reizh
736,schlimm::A,муухай,gwall
737,wahr::A,үнэн,gwir
738,wahr::A,жинхэнэ,gwir
739,alt::A,хуучин,kozh
740,neu::A,шинэ,nevez
741,ehemalig::A,агсан,kozh
742,ehemalig::A,байсан,kozh
743,alt[Lebewesen]::A,өвгөн,kozh
744,alt[Lebewesen]::A,хижээл,kozh
745,jung::A,залуу,yaouank
746,arm::A,ядуу,paour
747,reich::A,баян,pinvidik
748,reich::A,баялаг,pinvidik
749,bekannt::A,танил,anavezet
750,berühmt::A,цуутай,brudet
751,berühmt::A,алдартай,brudet
752,fremd::A,харь,dizanav
753,fremd::A,гадаад,dizanav
754,verschieden::A,ондоо,disheñel
755,verschieden::A,янз янзын,disheñel
756,nah::A,ойрын,nes
757,nah::A,дөтийн,nes
758,fern::A,холын,diabell
759,linker::A,буруу,kleiz
760,rechter::A,баруун,dehoù
761,anderer::A,өөр,all
762,anderer::A,нөгөө,all
763,erster::A,нэгдэх,kentañ
764,erster::A,нэгдүгээр,kentañ
765,zweiter::A,хоёрдугаар,eil
766,dritter::A,гуравдугаар,trede
767,letzter::A,сүүлийн,diwezhañ
768,allein::ADV,ганцаараа,e-unan
769,auf einmal::ADV,нэгмөсөн,ar un dro
770,zusammen::ADV,цуг,asambles
771,zusammen::ADV,хамт,asambles
772,lange::ADV,удаан,pell
773,plötzlich::ADV,гэнэт,en un taol
774,sofort::ADV,дороо,diouzhtu
775,später::ADV,дараа,diwezhatoc'h
776,jetzt::ADV,өнөө,bremañ
777,heute::ADV,өнөө,hiziv
778,heute::ADV,өнөөдөр,hiziv
779,morgen::ADV,маргааш,arc'hoazh
780,morgen::ADV,маргаадар,arc'hoazh
781,bald::ADV,түргэн,hepdale
782,bald::ADV,удахгүй,hepdale
783,dann::ADV,хожим,a-c'houde
784,dann::ADV,тэгээд,a-c'houde
785,gestern::ADV,өчигдөр,dec'h
786,einst::ADV,нэг,gwechall
787,damals::ADV,тэгэхэд,neuze
788,danach::ADV,тэгээд,goude
789,danach::ADV,дараа нь,goude
