,Concept_ID,zh,da
311,Platte::N,平板,plade
312,Stütze::N,支架,støtte
313,Stange::N,杆,stang
314,Stock::N,棒,stok
315,Stab::N,棍,stav
316,Rohr::N,管子,rør
317,Haus::N,房屋,hus
318,Heim::N,家,hjem
319,Ofen::N,炉子,ovn
320,Fußboden::N,地板,gulv
321,Tisch::N,桌子,bord
322,Stuhl::N,椅子,stol
323,Wiege::N,摇蓝,vugge
324,Bett::N,床,seng
325,Regal::N,架子,reol
326,Kiste::N,箱子,kasse
327,Fenster::N,窗户,vindue
328,Tür::N,门,dør
329,Tor::N,大门,port
330,Zaun::N,篱笆,stakit
331,Dach::N,屋顶,tag
332,Leiter::N,梯子,stige
333,Besen::N,扫帚,kost
334,Spaten::N,铁锹,spade
335,Schaufel::N,铁锹,skovl
336,Gabel::N,叉,gaffel
337,Löffel::N,食匙,ske
338,Messer::N,刀,kniv
339,Nagel::N,钉子,søm
340,Netz::N,网,net
341,Haken::N,钩子,krog
342,Griff::N,把柄,tag
343,Griff::N,把柄,håndtag
344,Schloss::N,锁,lås
345,Bild::N,图画,billede
346,Figur::N,人像,figur
347,Puppe::N,娃娃,dukke
348,Beutel::N,袋子,pose
349,Bündel::N,捆,bylt
350,Bündel::N,捆,bundt
351,Tasche::N,手提包,taske
352,Eimer::N,桶,spand
353,Deckel::N,盖子,låg
354,Geschirr::N,餐具,husgeråd
355,Sack::N,袋子,sæk
356,Tasse::N,杯子,kop
357,Topf::N,锅,gryde
358,Kessel::N,水壶,kedel
359,Essen::N,进餐,måltid
360,Nahrung::N,食物,mad
361,Nahrung::N,食物,næring
362,Speise::N,菜肴,ret
363,Fleisch::N,肉,kød
364,Getreide::N,谷物,korn
365,Brei::N,粥,grød
366,Brot::N,面包,brød
367,Scheibe::N,片,skive
368,Fett::N,脂肪,fedt
369,Butter::N,黄油,smør
370,Öl::N,油,olie
371,Salz::N,盐,salt
372,Suppe::N,汤,suppe
373,Honig::N,蜂蜜,honning
374,Milch::N,奶,mælk
375,Tee::N,茶,te
376,Leder::N,皮革,skind
377,Wolle::N,毛线,uld
378,Stoff::N,织物,stof
379,Nadel::N,针,nål
380,Faden::N,线,tråd
381,Knopf::N,纽扣,knap
382,Knoten::N,结,knude
383,Farbe::N,颜色,farve
384,Kleidung::N,衣服,påklædning
385,Hemd::N,衬衫,skjorte
386,Kragen::N,领子,krave
387,Ärmel::N,袖子,ærme
388,Hose::N,裤子,bukser
389,Gürtel::N,腰带,bælte
390,Mütze::N,帽子,hue
391,Schuh::N,鞋,sko
392,Stiefel::N,靴子,støvle
393,Ring::N,戒指,ring
394,Band::N,带子,bånd
395,Kamm::N,梳子,kam
396,Spiegel::N,镜子,spejl
397,Riemen::N,皮带,rem
398,Schnur::N,绳子,snor
399,Leine::N,皮带,snor
400,Decke::N,被子,tæppe
401,Kissen::N,软垫,pude
402,Tuch::N,巾,sjaltørklæde
403,Handtuch::N,手巾,håndklæde
404,Kraft::N,力,kraft
405,Stärke::N,力量,styrke
406,Gesundheit::N,健康,sundhed
407,Krankheit::N,病,sygdom
408,Schmerz::N,痛,smerte
409,Wunde::N,伤口,sår
410,Fieber::N,发烧,feber
411,Arznei::N,药,medicin
412,Arznei::N,药,lægemiddel
413,Brücke::N,桥,bro
414,Brunnen::N,井,brønd
415,Weide::N,牧场,græsgang
416,Pfad::N,小路,sti
417,Weg::N,路,vej
418,Straße::N,街,gade
419,Dorf::N,村庄,landsby
420,Stadt::N,城市,by
421,Brief::N,信,brev
422,Buch::N,书,bog
423,Buchstabe::N,字母,bogstav
424,Zeitung::N,报纸,avis
425,Leben::N,生命,liv
426,Tod::N,死亡,død
427,Grab::N,坟墓,grav
428,Kirche::N,教堂,kirke
429,Sünde::N,罪,synd
430,Gott::N,上帝,gud
431,Arbeiter::N,工人,arbejder
432,Chef::N,上司,chef
433,Meister::N,师傅,mester
434,Arzt::N,医生,læge
435,Lehrer::N,教师,lærer
436,Geld::N,钱,penge
437,Geschäft::N,交易,forretning
438,Laden::N,商店,butik
439,Laden::N,商店,forretning
440,Preis::N,价格,pris
441,Ware::N,商品,vare
442,Nutzen::N,好处,nytte
443,Reichtum::N,财富,rigdom
444,Welt::N,世界,verden
445,Land::N,国家,land
446,Staat::N,国家,stat
447,König::N,国王,konge
448,Macht::N,权力,magt
449,Grenze::N,边界,grænse
450,Krieg::N,战争,krig
451,Feind::N,敌人,fjende
452,Gewalt::N,暴力,vold
453,Kampf::N,战斗,kamp
454,Bogen[Waffe]::N,弓,bue
455,Pfeil::N,箭,pil
456,Gewehr::N,枪,gevær
457,Fehler::N,错误,fejl
458,Lüge::N,谎话,løgn
459,Schaden::N,损失,skade
460,Unglück::N,不幸,uheld
461,Unglück::N,不幸,ulykke
462,Schuld::N,过错,skyld
463,Alter::N,年龄,alder
464,Schluss::N,结束,slut
465,Schluss::N,结束,slutning
466,Zeit::N,时间,tid
467,Tag::N,天,dag
468,Morgen::N,早晨,morgen
469,Mittag::N,中午,middag
470,Abend::N,晚上,aften
471,Nacht::N,夜,nat
472,Woche::N,星期,uge
473,Monat::N,月,måned
474,Jahr::N,年,år
475,Frühling::N,春天,forår
476,Sommer::N,夏天,sommer
477,Herbst::N,秋天,efterår
478,Winter::N,冬天,vinter
479,Januar::N,一月,januar
480,Februar::N,二月,februar
481,März::N,三月,marts
482,April::N,四月,april
483,Mai::N,五月,maj
484,Juni::N,六月,juni
485,Juli::N,七月,juli
486,August::N,八月,august
487,September::N,九月,september
488,Oktober::N,十月,oktober
489,November::N,十一月,november
490,Dezember::N,十二月,december
491,Montag::N,星期一,mandag
492,Dienstag::N,星期二,tirsdag
493,Mittwoch::N,星期三,onsdag
494,Donnerstag::N,星期四,torsdag
495,Freitag::N,星期五,fredag
496,Samstag::N,星期六,lørdag
497,Sonntag::N,星期日,søndag
498,groß::A,大,stor
499,klein::A,小,lille
500,lang::A,长,lang
501,kurz::A,短,kort
502,breit::A,宽,bred
503,schmal::A,细长的,smal
504,dicht::A,密,tæt
505,dick[Gegenstand]::A,厚,tyk
506,dünn::A,薄,tynd
507,fein::A,细小,fin
508,fest::A,固体,fast
509,flach::A,平坦,flad
510,glatt::A,光滑,glat
511,hart::A,硬,hård
512,weich::A,软,blød
513,rund::A,圆,rund
514,spitz::A,尖,spids
515,scharf::A,锋利,skarp
516,stumpf::A,钝,sløv
517,stumpf::A,钝,stump
518,schwer::A,重,tung
519,schön::A,美丽,skøn
520,heiß::A,烫,hed
521,warm::A,暖和,varm
522,kalt::A,冷,kold
523,kühl::A,凉,kølig
524,frisch::A,新鲜,frisk
525,feucht::A,潮湿,fugtig
526,nass::A,湿,våd
527,trocken::A,干,tør
528,voll::A,满,fuld
529,leer::A,空,tom
530,offen::A,敞开,åben
531,geschlossen::A,关闭,lukket
532,sauber::A,干净,ren
533,schmutzig::A,肮脏,snavset
534,roh::A,生,rå
535,reif::A,成熟,moden
536,lecker::A,好吃,lækker
537,süß::A,甜,sød
538,bitter::A,苦,bitter
539,sauer::A,酸,sur
540,hell::A,亮,lys
541,dunkel::A,阴暗,mørk
542,schwarz::A,黑,sort
543,weiß::A,白,hvid
544,rot::A,红,rød
545,gelb::A,黄,gul
546,blau::A,蓝,blå
547,grün::A,绿,grøn
548,grau::A,灰色,grå
549,bunt::A,五彩,broget
550,billig::A,便宜,billig
551,teuer::A,贵,dyr
552,wertvoll::A,贵重,værdifuld
553,blind::A,瞎,blind
554,taub::A,聋,døv
555,kräftig::A,强壮,kraftig
556,stark::A,强壮,stærk
557,schwach::A,弱,svag
558,fett::A,胖,fed
559,schlank::A,苗条,slank
560,hübsch::A,漂亮,køn
561,böse::A,邪恶,ond
562,böse::A,邪恶,slem
563,dumm::A,笨,dum
564,faul::A,懒惰,doven
565,fleißig::A,勤奋,flittig
566,geizig::A,吝啬,gerrig
567,klug::A,聪明,klog
568,geschickt::A,灵巧,dygtig
569,geschickt::A,灵巧,behændig
570,lieb::A,可爱,rar
571,lustig::A,快乐,lystig
572,sanft::A,柔和,blid
573,hungrig::A,饥饿,sulten
574,krank::A,患病,syg
575,nackt::A,裸体,nøgen
576,traurig::A,悲哀,bedrøvet
577,lebendig::A,活,levende
578,gut::A,好,god
579,schlecht::A,坏,dårlig
580,richtig::A,正确,rigtig
581,schlimm::A,糟糕,slem
582,wahr::A,真,sand
583,alt::A,旧,gammel
584,neu::A,新,ny
585,ehemalig::A,以前,forhenværende
586,alt[Lebewesen]::A,老,gammel
587,jung::A,年轻,ung
588,arm::A,贫穷,fattig
589,reich::A,富裕,rig
590,bekannt::A,出名,kendt
591,berühmt::A,著名,berømt
592,fremd::A,陌生,fremmed
593,verschieden::A,不同,forskellig
594,nah::A,近,nær
595,fern::A,遥远,fjern
596,linker::A,左,venstre
597,rechter::A,右,højre
598,anderer::A,别的,anden
599,erster::A,第一,første
600,zweiter::A,第二,anden
601,dritter::A,第三,tredje
602,letzter::A,最后,sidste
603,allein::ADV,单独,alene
604,auf einmal::ADV,同时,på én gang
605,zusammen::ADV,一起,sammen
606,lange::ADV,许久,længe
607,plötzlich::ADV,忽然,pludselig
608,sofort::ADV,立刻,straks
609,später::ADV,以后,senere
610,jetzt::ADV,现在,nu
611,heute::ADV,今天,i dag
612,morgen::ADV,明天,i morgen
613,bald::ADV,即将,snart
614,dann::ADV,然后,så
615,gestern::ADV,昨天,i går
616,einst::ADV,曾经,engang
617,damals::ADV,当时,dengang
618,danach::ADV,随后,derefter
619,vorher::ADV,事先,før
620,vorher::ADV,事先,forud
621,zuerst::ADV,首先,først
622,einmal::ADV,一次,en gang
623,manchmal::ADV,有时,sommetider
624,oft::ADV,时常,ofte
625,immer::ADV,总是,altid
626,niemals::ADV,从未,aldrig
627,hier::ADV,这里,her
628,hierhin::ADV,到这里,hid
629,hierhin::ADV,到这里,herhen
630,von hier::ADV,由此,herfra
631,dort::ADV,那里,der
632,dorthin::ADV,到那里,derhen
633,geradeaus::ADV,一直往前,lige ud
634,vorwärts::ADV,向前,fremad
635,rückwärts::ADV,向后,baglæns
636,zurück::ADV,退后,tilbage
637,unten::ADV,下面,nede
638,unten::ADV,下面,forneden
639,hinab::ADV,向下,ned
640,hinab::ADV,向下,nedad
641,oben::ADV,上面,oppe
642,oben::ADV,上面,ovenpå
643,hinauf::ADV,向上,op
644,hinauf::ADV,向上,opad
645,überall::ADV,到处,overalt
646,nicht::ADV,不,ikke
647,ein wenig::ADV,一点儿,lidt
648,kaum::ADV,几乎不,knap
649,kaum::ADV,几乎不,næppe
650,sehr::ADV,很,meget
651,so::ADV,如此,så
652,noch::ADV,还,endnu
653,nur::ADV,只,kun
654,nur::ADV,只,bare
655,schon::ADV,已经,alt
656,schon::ADV,已经,allerede
657,wieder::ADV,又,igen
658,vor::PRP,在...面前,foran
659,vor::PRP,在...面前,uden for
660,hinter::PRP,在...背后,bag
661,hinter::PRP,在...背后,bagved
662,unter::PRP,在...下面,under
663,durch::PRP,穿过,gennem
664,durch::PRP,穿过,igennem
665,neben::PRP,在...旁,ved siden af
666,zwischen::PRP,在...之间,mellem
667,wegen::PRP,由于,på grund af
668,dies::PRN,这,dette
669,das::PRN,那,det
670,alles::PRN,一切,alt
671,ich::PRN,我,jeg
672,du::PRN,你,du
673,er::PRN,他,han
674,wir::PRN,我们,vi
675,ihr::PRN,你们,I
676,sie::PRN,她,de
677,was::FPRN,什么,hvad
678,wer::FPRN,谁,hvem
679,wo::FADV,哪里,hvor
680,wohin::FADV,去哪里,hvorhen
681,wie::FADV,怎么,hvordan
682,warum::FADV,为什么,hvorfor
683,wieviel::FNUM,多少,hvor meget
684,eins::NUM,一,én
685,zwei::NUM,二,to
686,drei::NUM,三,tre
687,vier::NUM,四,fire
688,fünf::NUM,五,fem
689,sechs::NUM,六,seks
690,sieben::NUM,七,syv
691,acht::NUM,八,otte
692,neun::NUM,九,ni
693,zehn::NUM,十,ti
694,elf::NUM,十一,elleve
695,zwölf::NUM,十二,tolv
696,zwanzig::NUM,二十,tyve
697,dreißig::NUM,三十,tredive
698,vierzig::NUM,四十,fyrre
699,vierzig::NUM,四十,fyrretyve
700,fünfzig::NUM,五十,halvtreds
701,sechzig::NUM,六十,tres
702,siebzig::NUM,七十,halvfjerds
703,achtzig::NUM,八十,firs
704,neunzig::NUM,九十,halvfems
705,hundert::NUM,百,hundrede
706,tausend::NUM,千,tusind
707,und::CNJ,和,og
708,oder::CNJ,或者,eller
709,stehen::V,站,stå
710,sitzen::V,坐,sidde
711,liegen::V,躺着,ligge
712,hängen::V,挂着,hænge
713,werden::V,成为,blive
714,passieren::V,发生,ske
715,passieren::V,发生,hænde
716,beginnen::V,开始,begynde
717,enden::V,终止,ende
718,wechseln::V,变迁,veksle
719,aufgehen[Sonne]::V,升起,gå op
720,aufgehen[Sonne]::V,升起,stå op
721,untergehen[Sonne]::V,下落,gå ned
722,scheinen[Sonne]::V,照射,skinne
723,donnern::V,打雷,tordne
724,wehen::V,飘扬,blæse
725,strömen::V,流,strømme
726,fließen::V,流动,flyde
727,sich drehen::V,转动,dreje sig
728,schwanken::V,摇摆,vakle
729,schwingen::V,摇,svinge
730,fallen::V,坠落,falde
731,brennen::V,燃烧,brænde
732,rauchen::V,冒烟,ryge
733,regnen::V,下雨,regne
734,gefrieren::V,结冰,fryse
735,tauen::V,融化,tø
736,schmelzen::V,溶化,smelte
737,trocknen::V,变干,tørre
738,sieden::V,煮,koge
739,faulen::V,腐烂,rådne
740,verfaulen::V,腐烂,rådne
741,reißen::V,撕,briste
742,versinken::V,下沉,synke
743,versinken::V,下沉,synke ned
744,vergehen::V,流逝,forløbe
745,erscheinen::V,出现,vise sig
746,verschwinden::V,消失,forsvinde
747,sinken::V,下降,synke
748,abnehmen::V,减少,aftage
749,zunehmen::V,增加,tiltage
750,steigen::V,上升,stige
751,wachsen::V,生长,gro
752,wachsen::V,生长,vokse
753,glänzen::V,发光,glinse
754,funkeln::V,闪烁,tindre
755,lärmen::V,吵闹,larme
756,läuten::V,响,ringe
757,klingeln::V,按铃,ringe
758,brausen::V,疾驶,bruse
759,klingen::V,听起来,lyde
760,klingen::V,听起来,klinge
761,bellen::V,吠,gø
762,heulen::V,嗥,hyle
763,blasen::V,吹,blæse
764,pfeifen::V,吹口哨,fløjte
765,schreien::V,叫喊,skrige
766,stöhnen::V,呻吟,stønne
767,zittern::V,颤抖,dirre
768,zittern::V,颤抖,skælve
769,leben::V,生存,leve
770,geboren werden::V,出生,fødes
771,atmen::V,呼吸,ånde
772,trinken::V,喝,drikke
773,essen::V,吃,spise
774,schlucken::V,咽,synke
775,müde werden::V,疲倦,blive træt
776,einschlafen::V,入睡,falde i søvn
777,schlafen::V,睡觉,sove
778,aufwachen::V,睡醒,vågne
779,aufstehen::V,起床,stå op
780,sich erholen::V,休养,komme sig
781,krank werden::V,生病,blive syg
782,krank sein::V,生病,være syg
783,schmerzen::V,疼痛,smerte
784,husten::V,咳,hoste
785,genesen::V,痊愈,komme sig
786,sterben::V,死,dø
787,umkommen::V,丧命,omkomme
788,sich bewegen::V,移动,bevæge sig
789,sich rühren::V,动弹,røre på sig
790,sich erheben::V,站起,rejse sig
791,sich setzen::V,坐,sætte sig
792,hinfallen::V,跌倒,
793,laufen::V,步行,løbe
794,schreiten::V,迈步,skride
795,spazierengehen::V,散步,gå en tur
796,eilen::V,急忙,ile
797,sich beeilen::V,赶快,skynde sig
798,sausen::V,疾驰,suse
799,rennen::V,奔跑,løbe
800,rennen::V,奔跑,rende
801,springen::V,跳,hoppe
802,springen::V,跳,springe
803,klettern::V,攀缘,klatre
804,schaukeln::V,荡秋千,gynge
805,kriechen::V,爬行,krybe
806,schwimmen::V,游泳,svømme
807,tauchen::V,潜水,dykke
808,rudern::V,划船,ro
809,fahren::V,行驶,køre
810,fliegen::V,飞,flyve
811,gehen::V,走,gå
812,weggehen::V,离去,gå bort
813,abfahren::V,出发,køre bort
814,anhalten::V,停住,standse
815,hineingehen::V,进去,gå ind
816,eintreten::V,进入,træde ind
817,kommen::V,来,komme
818,ankommen::V,到达,ankomme
819,zurückkommen::V,回来,komme tilbage
820,bleiben::V,停留,blive
821,bleiben::V,停留,forblive
822,warten::V,等,vente
823,erwarten::V,等候,vente
824,erwarten::V,等候,afvente
825,suchen::V,找,søge
826,finden::V,找到,finde
827,versuchen::V,尝试,forsøge
828,vorbereiten::V,预备,forberede
829,lieben::V,爱,elske
830,mögen::V,喜欢,holde af
831,mögen::V,喜欢,kunne lide
832,lachen::V,笑,le
833,weinen::V,哭,græde
834,schimpfen::V,骂,skænde
835,sich ärgern::V,生气,ærgre sig
836,sich fürchten::V,害怕,være bange
837,fürchten::V,害怕,være bange for
838,fliehen::V,逃走,flygte
839,flüchten::V,逃跑,flygte
840,sehen::V,看,se
841,anschauen::V,注视,se på
842,anschauen::V,注视,betragte
843,ansehen::V,注视,anse
844,hören::V,听,høre
845,zuhören::V,倾听,høre til
846,probieren::V,尝,smage
847,probieren::V,尝,smage på
848,riechen::V,闻,lugte
849,fühlen::V,感到,føle
850,scheinen::V,照耀,synes
851,zu sehen sein::V,可以看到,synes
852,vernehmen::V,审讯,erfare
853,frieren::V,觉得冷,fryse
854,tun::V,作,gøre
855,können::V,能,kunne
856,wollen::V,要,ville
857,anfangen::V,开始,begynde
858,beenden::V,结束,afslutte
859,aufhören::V,停止,ophøre
860,aufhören::V,停止,holde op
861,gelingen::V,成功,lykkes
862,geraten::V,陷于,blive
863,öffnen::V,打开,åbne
864,schließen::V,关,lukke
865,stellen::V,放,stille
866,setzen::V,放,sætte
867,legen::V,摆,lægge
868,berühren::V,触,berøre
869,verbinden::V,联结,forbinde
870,bedecken::V,覆盖,dække
871,bedecken::V,覆盖,bedække
872,aufhängen::V,挂,hænge
873,aufhängen::V,挂,hænge op
874,anzünden::V,点,tænde
