,Concept_ID,da,kn
152,Vogel::N,fugl,ಪಕ್ಷಿ
153,Schwarm::N,sværm,ಗುಂಪು
154,Huhn::N,høne,ಚಿಕ್
155,Hahn::N,hane,ಹುಂಜ
156,Gans::N,gås,ವರಟೆ
157,Adler::N,ørn,ಗರುಡ
158,Ente::N,and,ಬಾತು
159,Eule::N,ugle,ಗೂಬೆ
160,Kranich::N,trane,ಕೊಕ್ಕರ
161,Krähe::N,krage,ಕಾಗೆ
162,Kuckuck::N,gøg,ಕೋಗಿಲೆ
163,Schwan::N,svane,ಹಂಸಪಕ್ಷಿ
164,Fisch::N,fisk,ಮೀನು
165,Barsch::N,aborre,ಪರ್ಚ್ ಮೀನು
166,Hecht::N,gedde,ಪೈಕ್ ಮೀನು
167,Schlange[Tier]::N,slange,ಹಾವು
168,Wurm::N,orm,ಹುಳು
169,Spinne::N,edderkop,ಊರ್ಣನಾಭ
170,Ameise::N,myre,ಇರುವೆ
171,Laus::N,lus,ಹೇನು
172,Mücke::N,myg,ಸೊಳ್ಳೆ
173,Fliege::N,flue,ನೊಣ
174,Schmetterling::N,sommerfugl,ಪತಂಗ
175,Beere::N,bær,ನಯವಣ್ಣು
176,Apfel::N,æble,ಸೇಬು
177,Pilz::N,svamp,ಅಣಬೆ
178,Zwiebel::N,løg,ನೀರುಳ್ಳಿ
179,Saat::N,sæd,ಬಿತ್ತ
180,Korn::N,korn,ಬೀಜ
181,Heu::N,hø,ಕರಡ
182,Schale::N,skræl,ಹೊಟ್ಟು
183,Grube::N,grav,ಗುಂಡಿ
184,Falle::N,fælde,ಬೋನು
185,Schlinge::N,snare,ಉರುಲು
186,Spur::N,spor,ಜಾಡು
187,Asche::N,aske,ಬೂದಿ
188,Dreck::N,snavs,ಹೊಲಸು
189,Eisen::N,jern,ಕಬ್ಬಿಣ
190,Gold::N,guld,ಚಿನ್ನ
191,Silber::N,sølv,ಬೆಳ್ಳಿ
192,Kohle::N,kul,ಕಲ್ಲಿದ್ದಲು
193,Glas::N,glas,ಗಾಜು
194,Lehm::N,ler,ಜೇಡಿಮಣ್ಣು
195,Sand::N,sand,ಮರಳು
196,Mensch::N,mennesge,ಪುರುಷ
197,Mann::N,mand,ಆಳು
198,Frau::N,kvinde,ಹೆಣ್ಣು
199,Kind::N,barn,ಮಗು
200,Junge::N,dreng,ಹುಡುಗ
201,Mädchen::N,pige,ಹುಡುಗಿ
202,Familie::N,familie,ಕುಟುಂಬ
203,Großvater::N,bedstefar,ಅಜ್ಜ
204,Großmutter::N,bedstemor,ಅಮ್ಮ
205,Eltern::N,forældre,ಹೆತ್ತವರು
206,Vater::N,far,ತಂದೆ
207,Mutter::N,mor,ಅಮ್ಮ
208,Sohn::N,søn,ಮಗ 
209,Tochter::N,datter,ಮಗಳು
210,Bruder::N,bror,ತಮ್ಮ
211,Schwester::N,søster,ತಂಗಿ
212,Onkel::N,onkel,ಸೋದರಮಾವ
213,Onkel::N,onkel,ದೊಡ್ಡಪ್ಪ
214,Tante::N,tante,ಚಿಕ್ಕಮ್ಮ
215,Ehemann::N,ægtemand,ಗಂಡ
216,Ehefrau::N,hustru,ಹೆಂಡತಿ
217,Freude::N,glæde,ನಲಿವು
218,Gelächter::N,latter,ನಗೆ
219,Glück::N,lykke,ಆನಂದ
220,Kummer::N,sorg,ದುಃಖ
221,Wunsch::N,ønske,ಬಯಕೆ
222,Lust::N,lyst,ಇಷ್ಟ
223,Geist::N,ånd,ಆತ್ಮ
224,Gedanke::N,tanke,ಯೋಚನೆ
225,Gedächtnis::N,hukommelse,ಸ್ಮರಣೆ
226,Verstand::N,forstand,ಮನಸ್ಸು
227,Sinn::N,mening,ಅರ್ಥ
228,Sinn::N,betydning,ಅರ್ಥ
229,Grund::N,grund,ಕಾರಣ
230,Wahrheit::N,sandhed,ಸತ್ಯ
231,Gespräch::N,samtale,ಸಂಭಾಷಣೆ
232,Märchen::N,eventyr,ಸುಳ್ಳು ಕಥೆ
233,Erzählung::N,fortælling,ಕಥೆ
234,Nachricht::N,efterretning,ಸಂದೇಶ
235,Neuigkeit::N,nyhed,ಸುದ್ದಿ
236,Name::N,navn,ಹೆಸರು
237,Rätsel::N,gåde,ಒಗಟು
238,Rede::N,tale,ಮಾತು
239,Sprache::N,sprog,ಭಾಷೆ
240,Stimme::N,stemme,ಧ್ವನಿ
241,Wort::N,ord,ಮಾತು
242,Zeichen::N,tegn,ಗುರುತು
243,Ruf::N,råb,ಕೂಗು
244,Lärm::N,larm,ಸದ್ದು
245,Laut::N,lyd,ಶಬ್ದ
246,Ton::N,tone,ನಾದ
247,Lied::N,sang,ಗಾನ
248,Ruhe::N,ro,ಶಾಂತಿ
249,Ruhe::N,hvile,ಶಾಂತಿ
250,Leute::N,folk,ಮಂದಿ
251,Leute::N,mennesker,ಮಂದಿ
252,Volk::N,folk,ಜನಾಂಗ
253,Arbeit::N,arbejde,ಕೆಲಸ
254,Gast::N,gæst,ಅತಿಥಿ
255,Geschenk::N,gave,ಕಾಣಿಕೆ
256,Spiel::N,leg,ಆಟ
257,Gesellschaft::N,selskab,ಸಂಗ
258,Hilfe::N,hjælp,ಸಹಾಯ
259,Freund::N,ven,ಸ್ನೇಹಿತ
260,Kamerad::N,kammerat,ಜೊತೆಗಾರ
261,Angelegenheit::N,sag,ವಿಚಾರ
262,Angelegenheit::N,anliggende,ವಿಚಾರ
263,Anzahl::N,antal,ಎಣಿಕೆ
264,Art::N,art,ತರ
265,Stück::N,stykke,ತುಂಡು
266,Teil::N,del,ಭಾಗ
267,Hälfte::N,halvdel,ಅರ್ಧ
268,Kreis::N,cirkel,ವೃತ್ತ
269,Kreuz::N,kors,ಶಿಲುಬೆ
270,Kreuz::N,kryds,ಶಿಲುಬೆ
271,Linie::N,linie,ರೀಖೆ
272,Strich::N,streg,ಗೀಟು
273,Abstand::N,afstand,ಅಂತರ
274,Entfernung::N,afstand,ದೂರ
275,Gegend::N,egn,ವಿಸ್ತೀರ್ಣ
276,Platz::N,plads,ಅಂತರ
277,Ort::N,sted,ಸ್ಥಳ
278,Seite::N,side,ಪಕ್ಷ
279,Mitte::N,midte,ನಡು
280,Gegenstand::N,genstand,ವಸ್ತು
281,Sache::N,sag,ವಸ್ತು
282,Rand::N,rand,ಅಂಚು
283,Kante::N,kant,ಅಂಚು
284,Ecke::N,hjørne,ಮೂಲೆ
285,Spitze::N,spids,ತುದಿ
286,Ende::N,ende,ಕೊನೆ
287,Loch::N,hul,ತೂತು
288,Winkel::N,vinkel,ಕೋನ
289,Muster::N,mønster,ನಮೂನೆ
290,Größe::N,størrelse,ಪ್ರಮಾಣ
291,Länge::N,længde,ಉದ್ದ
292,Höhe::N,højde,ಎತ್ತರ
293,Gewicht::N,vægt,ತೂಕ
294,Menge::N,mængde,ಮೊತ್ತ
295,Haufen::N,bunke,ರಾಶಿ
296,Reihe::N,række,ಸಾಲು
297,Boot::N,båd,ದೋಣಿ
298,Ruder::N,åre,ಹುಟ್ಟು
299,Schlitten::N,kælk,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
300,Schlitten::N,slæde,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
301,Ski::N,ski,ಜಾರುಪಟ್ಟಿ
302,Lagerfeuer::N,lejrbål,ಶಿಬಿರಾಗ್ನಿ
303,Last::N,last,ಹೊರೆ
304,Last::N,byrde,ಹೊರೆ
305,Gang::N,gang,ತಿರುಗಾಟ
306,Schritt::N,skridt,ಹೆಜ್ಜೆ
307,Norden::N,nord,ಉತ್ತರ
308,Süden::N,syd,ದಕ್ಷಿಣ
309,Westen::N,vest,ಪಶ್ಚಿಮ
310,Osten::N,øst,ಮೂಡಲು
311,Holz::N,træ,ಚೌಬೀನೆ
312,Brett::N,bræt,ಹಲಗೆ
313,Platte::N,plade,ಹಲಗೆ
314,Stütze::N,støtte,ಆಸರೆ
315,Stange::N,stang,ಕಂಬ
316,Stock::N,stok,ಕೋಲು
317,Stab::N,stav,ದೊಣ್ಣೆ
318,Rohr::N,rør,ನಳಿಕೆ
319,Haus::N,hus,ಮನೆ
320,Heim::N,hjem,ಗೃಹ
321,Ofen::N,ovn,ಒಲೆ
322,Fußboden::N,gulv,ನೆಲ
323,Tisch::N,bord,ಮೇಜು
324,Stuhl::N,stol,ಕುರ್ಚಿ
325,Wiege::N,vugge,ತೊಟ್ಟಿಲು
326,Bett::N,seng,ಹಾಸಿಗೆ
327,Regal::N,reol,ಬೀರು
328,Kiste::N,kasse,ಪಟ್ಟಿಗೆ
329,Fenster::N,vindue,ಕಿಟಕಿ
330,Tür::N,dør,ಬಾಗಿಲು
331,Tor::N,port,ಹೆಬ್ಬಾಗಿಲು
332,Zaun::N,stakit,ಬೇಲಿ
333,Dach::N,tag,ಮಾಳಿಗೆ
334,Leiter::N,stige,ಏಣಿ
335,Besen::N,kost,ಪೊರಕೆ
336,Spaten::N,spade,ಗುದ್ದಲಿ
337,Schaufel::N,skovl,ಸನಿಕೆ
338,Gabel::N,gaffel,ಕವಲು
339,Löffel::N,ske,ಚಮಚ
340,Messer::N,kniv,ಚಾಕು
341,Nagel::N,søm,ಆಣಿ
342,Netz::N,net,ಬಲೆ
343,Haken::N,krog,ಕೊಂಡಿ
344,Griff::N,tag,ಹಿಡಿ
345,Griff::N,håndtag,ಹಿಡಿ
346,Schloss::N,lås,ವೀಗ
347,Bild::N,billede,ಚಿತ್ರ
348,Figur::N,figur,ಆಕಾರ
349,Puppe::N,dukke,ಗೊಂಬೆ
350,Beutel::N,pose,ಸಂಚಿ
351,Bündel::N,bylt,ಕಟ್ಟು
352,Bündel::N,bundt,ಕಟ್ಟು
353,Tasche::N,taske,ಚೀಲ
354,Eimer::N,spand,ಬಾನೆ
355,Deckel::N,låg,ಮುಚ್ಚಳ
356,Geschirr::N,husgeråd,ಭಕ್ಷ್ಯಗಳು
357,Sack::N,sæk,ಮೂಟೆ
358,Tasse::N,kop,ಬಟ್ಟಲು
359,Topf::N,gryde,ಮಡಕೆ
360,Kessel::N,kedel,ಕೆಟಲ್
361,Essen::N,måltid,ಊಟ
362,Nahrung::N,mad,ಆಹಾರ
363,Nahrung::N,næring,ಆಹಾರ
364,Speise::N,ret,ಊಟ
365,Fleisch::N,kød,ಮಾಂಸ
366,Getreide::N,korn,ಧಾನ್ಯ
367,Brei::N,grød,ಗಂಜಿ
368,Brot::N,brød,ರೊಟ್ಟಿ
369,Scheibe::N,skive,ಹೋಳು
370,Fett::N,fedt,ಕೊಬ್ಬು
371,Butter::N,smør,ಬೆಣ್ಣೆ
372,Öl::N,olie,ಎಣ್ಣೆ
373,Salz::N,salt,ಉಪ್ಪು
374,Suppe::N,suppe,ಎಸರು
375,Honig::N,honning,ಮಧು
376,Milch::N,mælk,ಹಾಲು
377,Tee::N,te,ಚಹ
378,Leder::N,skind,ಚಕ್ಕಳ
379,Wolle::N,uld,ಉಣ್ಣೆ
380,Stoff::N,stof,ಬಟ್ಟೆ
381,Nadel::N,nål,ಸೂಜಿ
382,Faden::N,tråd,ದಾರ
383,Knopf::N,knap,ಗುಂಡು
384,Knoten::N,knude,ಗಂಟು
385,Farbe::N,farve,ಬಣ್ಣ
386,Kleidung::N,påklædning,ಅರಿವೆ
387,Hemd::N,skjorte,ಅಂಗಿ
388,Kragen::N,krave,ಕುತ್ತಿಗೆಪಟ್ಟಿ
389,Ärmel::N,ærme,ತೋಳು
390,Hose::N,bukser,ಇಜಾರ
391,Gürtel::N,bælte,ಬೆಲ್ಟು
392,Mütze::N,hue,ಟೋಪಿ
393,Schuh::N,sko,ಪಾದರಕ್ಷೆ
394,Stiefel::N,støvle,ಬೂಟು
395,Ring::N,ring,ಉಂಗುರ
396,Band::N,bånd,ರಿಬ್ಬನ್
397,Kamm::N,kam,ಹಣಿಗೆ
398,Spiegel::N,spejl,ಕನ್ನಡಿ
399,Riemen::N,rem,ಬಾರು
400,Schnur::N,snor,ಹುರಿ
401,Leine::N,snor,ಹಗ್ಗ
402,Decke::N,tæppe,ಕಂಬಳಿ
403,Kissen::N,pude,ದಿಂಬು
404,Tuch::N,sjaltørklæde,ಕೊರಳ ಬಟ್ಟೆ
405,Handtuch::N,håndklæde,ಚೌಕ
406,Kraft::N,kraft,ಬಲ
407,Stärke::N,styrke,ಶಕ್ತಿ
408,Gesundheit::N,sundhed,ಆರೋಗ್ಯ
409,Krankheit::N,sygdom,ರೋಗ
410,Schmerz::N,smerte,ನೋವು
411,Wunde::N,sår,ಗಾಯ
412,Fieber::N,feber,ಜ್ವರ
413,Arznei::N,medicin,ಔಷಧ
414,Arznei::N,lægemiddel,ಔಷಧ
415,Brücke::N,bro,ಸೇತುವೆ
416,Brunnen::N,brønd,ಬಾವಿ
417,Weide::N,græsgang,ಗೋಮಾಳ
418,Pfad::N,sti,ದಾರಿ
419,Weg::N,vej,ಹಾದಿ
420,Straße::N,gade,ರಸ್ತೆ
421,Dorf::N,landsby,ಹಳ್ಳಿ
422,Stadt::N,by,ಪಟ್ಟಣ
423,Brief::N,brev,ಕಾಗದ
424,Buch::N,bog,ಪುಸ್ತಕ
425,Buchstabe::N,bogstav,ಅಕ್ಷರ
426,Zeitung::N,avis,ವಾರ್ತಾಪತ್ರಿಕೆ
427,Leben::N,liv,ಜೀವನ
428,Tod::N,død,ಮರಣ
429,Grab::N,grav,ಗೋರಿ
430,Kirche::N,kirke,ಚರ್ಚು
431,Sünde::N,synd,ಪಾಪ
432,Gott::N,gud,ದೇವರು
433,Arbeiter::N,arbejder,ಕೆಲಸಗಾರ
434,Chef::N,chef,ದಣಿ
435,Meister::N,mester,ಶಿಕ್ಷಕ
436,Arzt::N,læge,ವೈದ್ಯ
437,Lehrer::N,lærer,ಉಪಾಧ್ಯಾಯ
438,Geld::N,penge,ಹಣ
439,Geschäft::N,forretning,ವಾಣಿಜ್ಯ
440,Laden::N,butik,ಅಂಗಡಿ
441,Laden::N,forretning,ಅಂಗಡಿ
442,Preis::N,pris,ಬೆಲೆ
443,Ware::N,vare,ಸರಕು
444,Nutzen::N,nytte,ಲಾಭ
445,Reichtum::N,rigdom,ಸಂಪತ್ತು
446,Welt::N,verden,ಭೂಲೋಕ
447,Land::N,land,ದೇಶ
448,Staat::N,stat,ರಾಜ್ಯ
449,König::N,konge,ರಾಜ
450,Macht::N,magt,ಅಧಿಕಾರ
451,Grenze::N,grænse,ಗಡಿ
452,Krieg::N,krig,ಯುದ್ಧ
453,Feind::N,fjende,ಶತ್ರು
454,Gewalt::N,vold,ಹಿಂಸೆ
455,Kampf::N,kamp,ಹೋರಾಟ
456,Bogen[Waffe]::N,bue,ಬಿಲ್ಲು
457,Pfeil::N,pil,ಅಂಬು
458,Gewehr::N,gevær,ಬಂದೂಕು
459,Fehler::N,fejl,ತಪ್ಪು
460,Lüge::N,løgn,ಸುಳ್ಳು
461,Schaden::N,skade,ಹಾನಿ
462,Unglück::N,uheld,ಅಪಾಯ
463,Unglück::N,ulykke,ಅಪಾಯ
464,Schuld::N,skyld,ದೋಷ
465,Alter::N,alder,ಮುಪ್ಪು
466,Schluss::N,slut,ಮುಕ್ತಾಯ
467,Schluss::N,slutning,ಮುಕ್ತಾಯ
468,Zeit::N,tid,ಕಾಲ
469,Tag::N,dag,ದಿನ
470,Morgen::N,morgen,ಮುಂಜಾನೆ
471,Mittag::N,middag,ನಡುಹಗಲು
472,Abend::N,aften,ಸಂಜೆ
473,Nacht::N,nat,ರಾತ್ರಿ
474,Woche::N,uge,ವಾರ
475,Monat::N,måned,ತಿಂಗಳು
476,Jahr::N,år,ಸಂವತ್ಸರ
477,Frühling::N,forår,ವಸಂತ
478,Sommer::N,sommer,ಬಿಸಿಲುಕಾಲ
479,Herbst::N,efterår,ಶರತ್ಕಾಲ
480,Winter::N,vinter,ಚಳಿಗಾಲ
481,Januar::N,januar,ನಾಲ್ಚಳಿ
482,Februar::N,februar,ಅಯ್ಚಳಿ
483,März::N,marts,ಮೊಬ್ಬೇಸಿಗೆ
484,April::N,april,ಇಬ್ಬೇಸಿಗೆ
485,Mai::N,maj,ಮುಬ್ಬೇಸಿಗೆ
486,Juni::N,juni,ಮೊಮ್ಮಳೆ
487,Juli::N,juli,ಇಮ್ಮಳೆ
488,August::N,august,ಮುಮ್ಮಳೆ
489,September::N,september,ನಾಲ್ಮಳೆ
490,Oktober::N,oktober,ಮೊಚ್ಚಳಿ
491,November::N,november,ಇಚ್ಚಳಿ
492,Dezember::N,december,ಮುಚ್ಚಳಿ
493,Montag::N,mandag,ಸೋಮುವಾರ
494,Dienstag::N,tirsdag,ಮಂಗಳವಾರ
495,Mittwoch::N,onsdag,ಬುಧವಾರ
496,Donnerstag::N,torsdag,ಗುರುವಾರ
497,Freitag::N,fredag,ಶುಕ್ರವಾರ
498,Samstag::N,lørdag,ಶನಿವಾರ
499,Sonntag::N,søndag,ಭಾನುವಾರ
500,groß::A,stor,ದೊಡ್ಡ
501,klein::A,lille,ಪುಟ್ಟ
502,lang::A,lang,ದೀರ್ಘ
503,kurz::A,kort,ಚಕ್ಕ
504,breit::A,bred,ಅಗಲವಾದ
505,schmal::A,smal,ಇಕ್ಕಟ್ಟಾದ
506,dicht::A,tæt,ದಟ್ಟ
507,dick[Gegenstand]::A,tyk,ದಟ್ಟ
508,dünn::A,tynd,ತೆಳು
509,fein::A,fin,ಕೋಮಲ
510,fest::A,fast,ಘನ
511,flach::A,flad,ಚಪ್ಪಟೆ
512,glatt::A,glat,ನಯ
513,hart::A,hård,ಗಟ್ಟಿ
514,weich::A,blød,ಮೃದುವಾದ
515,rund::A,rund,ವರ್ತುಳ
516,spitz::A,spids,ಮೊನಚಾದ
517,scharf::A,skarp,ತೀಕ್ಷ್ಣ
518,stumpf::A,sløv,ಮೊಂಡು
519,stumpf::A,stump,ಮೊಂಡು
520,schwer::A,tung,ಭಾರಿ
521,schön::A,skøn,ಸುಂದರ
522,heiß::A,hed,ಬಿಸಿ
523,warm::A,varm,ಬಿಸಿ
524,kalt::A,kold,ತಣ್ಣನೆಯ
525,kühl::A,kølig,ತಂಪಾದ
526,frisch::A,frisk,ನಿರ್ಮಲ
527,feucht::A,fugtig,ಒದ್ದೆಯಾದ
528,nass::A,våd,ಒದ್ದೆಯಾದ
529,trocken::A,tør,ಶುಷ್ಕ
530,voll::A,fuld,ತುಂಬಿದ
531,leer::A,tom,ಖಾಲಿ
532,offen::A,åben,ಮುಚ್ಚಲ್ಲದ
533,geschlossen::A,lukket,ಮುಚ್ಚಿದ
534,sauber::A,ren,ಶುದ್ಧ
535,schmutzig::A,snavset,ಅಶುದ್ಧ
536,roh::A,rå,ಹಸಿ
537,reif::A,moden,ಹಣ್ಣಾದ
538,lecker::A,lækker,ಗುಚಿಕರ
539,süß::A,sød,ಸಿಹಿ
540,bitter::A,bitter,ಕಹಿ
541,sauer::A,sur,ಹುಳಿಯಾದ
542,hell::A,lys,ಹೊಳೆಯುವ
543,dunkel::A,mørk,ಮಬ್ಬಾದ
544,schwarz::A,sort,ಕಪ್ಪು
545,weiß::A,hvid,ಬಿಳಿಯ
546,rot::A,rød,ಕೆಂಪು
547,gelb::A,gul,ಹಳದಯ
548,blau::A,blå,ನೀಲ
549,grün::A,grøn,ಕಾಯಾದ
550,grau::A,grå,ಬೂದುಬಣ್ಣದ
551,bunt::A,broget,ವರ್ಣರಂಜಿತ
552,billig::A,billig,ಅಗ್ಗ
553,teuer::A,dyr,ದುಬಾರಿಯಾದ
554,wertvoll::A,værdifuld,ಅಮೂಲ್ಯ
555,blind::A,blind,ಅಂಧ
556,taub::A,døv,ಕಿವುಡಾದ
557,kräftig::A,kraftig,ಪ್ರಬಲ
558,stark::A,stærk,ಶಕ್ತಿವಂತ
559,schwach::A,svag,ದುರ್ಬಲ
560,fett::A,fed,ಕೊಬ್ಬಿದ
561,schlank::A,slank,ತೆಳ್ಳಗಿನ
562,hübsch::A,køn,ಅಂದವಾದ
563,böse::A,ond,ಕೆಟ್ಟ
564,böse::A,slem,ಕೆಟ್ಟ
565,dumm::A,dum,ಮಂದ
566,faul::A,doven,ಆಲಸ
567,fleißig::A,flittig,ಕಡಗುವ
568,geizig::A,gerrig,ಜುಗ್ಗ
569,klug::A,klog,ಚತುರ
570,geschickt::A,dygtig,ದಕ್ಷ
571,geschickt::A,behændig,ದಕ್ಷ
572,lieb::A,rar,ಪ್ರಿಯ
573,lustig::A,lystig,ಖುಷಿಯಾದ
574,sanft::A,blid,ಸೌಮ್ಯ
575,hungrig::A,sulten,ಹಸಿದ
576,krank::A,syg,ಅಸ್ವಸ್ಥ
577,nackt::A,nøgen,ನಗ್ನ
578,traurig::A,bedrøvet,ದುಃಖಿತ
