,Concept_ID,fr,tt
119,Gipfel::N,cime,оч
120,Gipfel::N,sommet,оч
121,Höhle::N,caverne,мәгарә
122,Abhang::N,pente,кабырга
123,Abhang::N,versant,кабырга
124,Quelle::N,source,чишмә
125,Quelle::N,fontaine,чишмә
126,Bach::N,ruisseau,елга
127,Fluss::N,fleuve,дәрья
128,Fluss::N,rivière,дәрья
129,Ufer::N,bord,су кырые
130,Ufer::N,rivage,су кырые
131,Küste::N,côte,яр буе
132,Festland::N,terre ferme,коры җир
133,Meer::N,mer,диңгез
134,Bucht::N,baie,бухта
135,Bucht::N,baie,култык
136,Insel::N,île,атау
137,Insel::N,île,утрау
138,Blume::N,fleur,чәчкә
139,Gras::N,herbe,үлән
140,Wurzel::N,racine,тамыр
141,Baum::N,arbre,агач
142,Stamm::N,tronc,кәүсә
143,Rinde::N,écorce,кабык
144,Ast::N,branche,ботак
145,Zweig::N,rameau,ботак
146,Zweig::N,rameau,тармак
147,Blatt::N,feuille,яфрак
148,Birke::N,bouleau,каен
149,Kiefer[Baum]::N,pin,нарат
150,Weide[Baum]::N,saule,тал
151,Tanne::N,sapin,чыршы
152,Horn::N,corne,мөгез
153,Feder::N,plume,йон
154,Fell::N,peau,тире
155,Flügel::N,aile,канат
156,Klaue::N,serre,тырнак
157,Kralle::N,ongle,тырнак
158,Kralle::N,griffe,тырнак
159,Schwanz::N,queue,койрык
160,Ei::N,œuf,күкәй
161,Ei::N,œuf,йомырка
162,Nest::N,nid,оя
163,Bau::N,terrier,өн
164,Tier::N,animal,хайван
165,Herde::N,troupeau,көтү
166,Kuh::N,vache,сыер
167,Bulle::N,taureau,үгез
168,Pferd::N,cheval,ат
169,Schaf::N,mouton,сарык
170,Schwein::N,porc,дуңгыз
171,Schwein::N,cochon,дуңгыз
172,Hund::N,chien,эт
173,Katze::N,chat,песи
174,Bär::N,ours,аю
175,Eichhörnchen::N,écureuil,тиен
176,Elch::N,élan,поши
177,Fuchs::N,renard,төлке
178,Hase::N,lièvre,куян
179,Maus::N,souris,тычкан
180,Wolf::N,loup,бүре
181,Vogel::N,oiseau,кош
182,Schwarm::N,nuée,көтү
183,Schwarm::N,volée,көтү
184,Huhn::N,poule,тавык
185,Hahn::N,coq,әтәч
186,Gans::N,oie,каз
187,Adler::N,aigle,каракош
188,Ente::N,canard,үрдәк
189,Eule::N,hibou,ябалак
190,Kranich::N,grue,торна
191,Krähe::N,corneille,карга
192,Kuckuck::N,coucou,күке
193,Kuckuck::N,coucou,кәккүк
194,Schwan::N,cygne,аккош
195,Fisch::N,poisson,балык
196,Barsch::N,perche,алабуга
197,Hecht::N,brochet,чуртан
198,Schlange[Tier]::N,serpent,елан
199,Wurm::N,ver,корт
200,Spinne::N,araignée,үрмәкүч
201,Ameise::N,fourmi,кырмыска
202,Laus::N,pou,бет
203,Mücke::N,moucheron,черки
204,Mücke::N,moucheron,озынборын
205,Fliege::N,mouche,чебен
206,Schmetterling::N,papillon,күбәләк
207,Beere::N,baie,җиләк
208,Apfel::N,pomme,алма
209,Pilz::N,champignon,гөмбә
210,Zwiebel::N,oignon,суган
211,Zwiebel::N,oignon,суганбаш
212,Saat::N,semence,орлык
213,Korn::N,grain,иген
214,Korn::N,grain,орлык
215,Heu::N,foin,печән
216,Schale::N,pelure,кабык
217,Grube::N,fosse,баз
218,Grube::N,fosse,чокыр
219,Falle::N,piège,тозак
220,Falle::N,piège,капкын
221,Schlinge::N,lacs,элмәк
222,Spur::N,trace,эз
223,Asche::N,cendre,көл
224,Dreck::N,crotte,пычрак
225,Eisen::N,fer,тимер
226,Gold::N,or,алтын
227,Silber::N,argent,көмеш
228,Kohle::N,charbon,күмер
229,Glas::N,verre,пыяла
230,Lehm::N,glaise,балчык
231,Sand::N,sable,ком
232,Mensch::N,homme,адәм
233,Mensch::N,homme,инсан
234,Mann::N,homme,ир
235,Frau::N,femme,хатын
236,Kind::N,enfant,бала
237,Junge::N,garçon,малай
238,Mädchen::N,fille,кыз
239,Mädchen::N,jeune fille,кыз
240,Familie::N,famille,гаилә
241,Großvater::N,grand-père,бабай
242,Großmutter::N,grand-mère,әби
243,Eltern::N,parents,ата-ана
244,Vater::N,père,ата
245,Mutter::N,mère,ана
246,Sohn::N,fils,ул
247,Tochter::N,fille,кыз
248,Bruder::N,frère,кардәш
249,Schwester::N,sœur,апа
250,Schwester::N,sœur,сеңел
251,Onkel::N,oncle,дәдә
252,Onkel::N,oncle,дәдәй
253,Tante::N,tante,түти
254,Tante::N,tante,тәтәй
255,Ehemann::N,mari,ир
256,Ehemann::N,époux,ир
257,Ehefrau::N,femme,хатын
258,Ehefrau::N,épouse,хатын
259,Freude::N,joie,сөенеч
260,Freude::N,plaisir,сөенеч
261,Gelächter::N,rires,көлү
262,Gelächter::N,rires,көлеш
263,Glück::N,bonheur,бәхет
264,Kummer::N,peine,хәсрәт
265,Kummer::N,chagrin,хәсрәт
266,Wunsch::N,désir,теләк
267,Lust::N,envie,теләк
268,Lust::N,envie,теләү
269,Geist::N,esprit,рух
270,Gedanke::N,idée,уй
271,Gedanke::N,idée,фикер
272,Gedanke::N,pensée,уй
273,Gedanke::N,pensée,фикер
274,Gedächtnis::N,mémoire,хәтер
275,Verstand::N,raison,акыл
276,Sinn::N,sens,мәгънә
277,Grund::N,cause,сәбәп
278,Grund::N,raison,сәбәп
279,Wahrheit::N,vérité,хак
280,Gespräch::N,conversation,әңгәмә
281,Märchen::N,conte,әкият
282,Märchen::N,conte de fées,әкият
283,Erzählung::N,conte,хикәя
284,Erzählung::N,narration,хикәя
285,Nachricht::N,message,хәбәр
286,Neuigkeit::N,nouvelle,яңалык
287,Name::N,nom,исем
288,Rätsel::N,énigme,табышмак
289,Rätsel::N,devinette,табышмак
290,Rede::N,parole,нотык
291,Rede::N,discours,нотык
292,Sprache::N,langue,тел
293,Sprache::N,langage,тел
294,Stimme::N,voix,тавыш
295,Wort::N,mot,сүз
296,Zeichen::N,signe,ишарә
297,Ruf::N,cri,дәшү
298,Ruf::N,appel,дәшү
299,Lärm::N,bruit,шау
300,Laut::N,son,аваз
301,Ton::N,ton,шалтырату
302,Lied::N,chant,җыр
303,Lied::N,chanson,җыр
304,Ruhe::N,calme,тынлык
305,Ruhe::N,tranquillité,тынлык
306,Leute::N,gens,халык
307,Volk::N,peuple,халык
308,Arbeit::N,travail,эш
309,Arbeit::N,travail,хезмәт
310,Gast::N,hôte,кунак
311,Gast::N,invité,кунак
312,Geschenk::N,cadeau,бүләк
313,Geschenk::N,présent,бүләк
314,Spiel::N,jeu,уен
315,Gesellschaft::N,compagnie,җәмгыять
316,Hilfe::N,aide,ярдәм
317,Hilfe::N,aide,булышлык
318,Hilfe::N,secours,ярдәм
319,Hilfe::N,secours,булышлык
320,Freund::N,ami,дус
321,Kamerad::N,copain,иптәш
322,Kamerad::N,camarade,иптәш
323,Angelegenheit::N,affaire,эш
324,Anzahl::N,nombre,микъдар
325,Art::N,sorte,төр
326,Art::N,espèce,төр
327,Stück::N,morceau,кисәк
328,Teil::N,part,өлеш
329,Teil::N,partie,өлеш
330,Hälfte::N,moitié,ярым
331,Kreis::N,cercle,түгәрәк
332,Kreuz::N,croix,хач
333,Kreuz::N,croix,тәре
334,Linie::N,ligne,сызык
335,Strich::N,trait,сызык
336,Abstand::N,écart,ара
337,Entfernung::N,distance,ераклык
338,Gegend::N,région,урын
339,Gegend::N,contrée,урын
340,Platz::N,place,бушлык
341,Ort::N,lieu,урын
342,Ort::N,endroit,урын
343,Seite::N,côté,як
344,Mitte::N,milieu,урта
345,Gegenstand::N,objet,нәрсә
346,Sache::N,chose,нәрсә
347,Rand::N,bord,чит
348,Kante::N,arête,кырый
349,Ecke::N,coin,почмак
350,Ecke::N,tournant,почмак
351,Spitze::N,cime,оч
352,Spitze::N,pointe,оч
353,Ende::N,bout,азак
354,Loch::N,trou,тишек
355,Winkel::N,coin,почмак
356,Winkel::N,réduit,почмак
357,Muster::N,dessin,парча
358,Größe::N,grandeur,зурлык
359,Länge::N,longueur,озынлык
360,Höhe::N,hauteur,биеклек
361,Höhe::N,altitude,биеклек
362,Gewicht::N,poids,авырлык
363,Menge::N,quantité,микъдар
364,Haufen::N,tas,өем
365,Reihe::N,file,рәт
366,Reihe::N,rangée,рәт
367,Boot::N,canot,каек
368,Boot::N,canot,көймә
369,Boot::N,bateau,каек
370,Boot::N,bateau,көймә
371,Ruder::N,rame,ишкәк
372,Ruder::N,aviron,ишкәк
373,Schlitten::N,traîneau,чана
374,Ski::N,ski,чаңгы
375,Lagerfeuer::N,feu de camp,костёр
376,Last::N,charge,йөк
377,Last::N,fardeau,йөк
378,Gang::N,tour,йөреш
379,Gang::N,marche,йөреш
380,Schritt::N,pas,адым
381,Norden::N,nord,төньяк
382,Süden::N,sud,көньяк
383,Westen::N,ouest,көнбатыш
384,Westen::N,occident,көнбатыш
385,Osten::N,est,шәрык
386,Osten::N,est,көнчыгыш
387,Osten::N,orient,шәрык
388,Osten::N,orient,көнчыгыш
389,Holz::N,bois,агач
390,Brett::N,planche,такта
391,Platte::N,plaque,плитә
392,Stütze::N,appui,таяу
393,Stütze::N,soutien,таяу
394,Stange::N,barre,колга
395,Stange::N,perche,колга
396,Stock::N,canne,таяк
397,Stab::N,bâton,таяк
398,Rohr::N,tube,торба
399,Rohr::N,tuyau,торба
400,Haus::N,maison,өй
401,Haus::N,maison,йорт
402,Heim::N,maison,гаилә
403,Heim::N,maison,нәсел
404,Ofen::N,poêle,мич
405,Fußboden::N,plancher,идән
406,Tisch::N,table,өстәл
407,Stuhl::N,chaise,утыргыч
408,Wiege::N,berceau,бишек
409,Bett::N,lit,ятак
410,Bett::N,lit,урын-җир
411,Regal::N,étagère,киштә
412,Regal::N,étagère,шүрлек
413,Kiste::N,caisse,әрҗә
414,Fenster::N,fenêtre,тәрәзә
415,Tür::N,porte,ишек
416,Tor::N,porte,капка
417,Tor::N,portail,капка
418,Zaun::N,clôture,койма
419,Dach::N,toit,түбә
420,Leiter::N,échelle,баскыч
421,Besen::N,balai,себерке
422,Spaten::N,bêche,көрәк
423,Schaufel::N,pelle,көрәк
424,Gabel::N,fourchette,чәннечке
425,Löffel::N,cuiller,кашык
426,Messer::N,couteau,пычак
427,Nagel::N,clou,кадак
428,Netz::N,filet,челтәр
429,Haken::N,croc,ыргак
430,Haken::N,crochet,ыргак
431,Griff::N,prise,тотка
432,Griff::N,manche,тотка
433,Schloss::N,serrure,йозак
434,Bild::N,image,рәсем
435,Bild::N,image,картина
436,Bild::N,tableau,рәсем
437,Bild::N,tableau,картина
438,Figur::N,figure,сын
439,Figur::N,figure,фигура
440,Puppe::N,poupée,курчак
441,Beutel::N,sac,луза
442,Beutel::N,petit sac,луза
443,Bündel::N,paquet,бәйләм
444,Bündel::N,faisceau,бәйләм
445,Tasche::N,sac,букча
446,Eimer::N,seau,чиләк
447,Deckel::N,couvercle,капкач
448,Geschirr::N,vaisselle,савыт-саба
449,Geschirr::N,vaisselle,кашык-аяк
450,Sack::N,sac,капчык
451,Tasse::N,tasse,чынаяк
452,Topf::N,pot,чүлмәк
453,Topf::N,marmite,чүлмәк
454,Kessel::N,chaudron,казан
455,Essen::N,repas,ашау
456,Essen::N,manger,ашау
457,Nahrung::N,nourriture,азык
458,Nahrung::N,nourriture,тәгам
459,Nahrung::N,nourriture,ашамлык
460,Speise::N,plat,ризык
461,Fleisch::N,viande,ит
462,Getreide::N,blé,ашлык
463,Getreide::N,céréales,ашлык
464,Brei::N,purée,ботка
465,Brei::N,bouillie,ботка
466,Brot::N,pain,ипи
467,Brot::N,pain,икмәк
468,Scheibe::N,tranche,телем
469,Fett::N,graisse,май
470,Butter::N,beurre,май
471,Öl::N,huile,май
472,Salz::N,sel,тоз
473,Suppe::N,soupe,шулпа
474,Suppe::N,potage,шулпа
475,Honig::N,miel,бал
476,Milch::N,lait,сөт
477,Tee::N,thé,чәй
478,Leder::N,cuir,күн
479,Wolle::N,laine,йон
480,Stoff::N,tissu,тукыма
481,Stoff::N,étoffe,тукыма
482,Nadel::N,aiguille,энә
483,Faden::N,fil,җеп
484,Knopf::N,bouton,төймә
485,Knoten::N,nœud,төен
486,Farbe::N,peinture,буяу
487,Kleidung::N,vêtements,кием
488,Kleidung::N,habillement,кием
489,Hemd::N,chemise,күлмәк
490,Kragen::N,col,яка
491,Ärmel::N,manche,җиң
492,Hose::N,pantalon,чалбар
493,Gürtel::N,ceinture,билбау
494,Mütze::N,bonnet,бүрек
495,Mütze::N,casquette,бүрек
496,Schuh::N,soulier,башмак
497,Schuh::N,chaussure,башмак
498,Stiefel::N,botte,итек
499,Ring::N,bague,балдак
500,Band::N,ruban,тасма
501,Kamm::N,peigne,тарак
502,Spiegel::N,glace,көзге
503,Spiegel::N,miroir,көзге
504,Riemen::N,lanière,каеш
505,Riemen::N,courroie,каеш
506,Schnur::N,corde,бау
507,Schnur::N,ficelle,бау
508,Leine::N,laisse,тезген
509,Decke::N,couverture,юрган
510,Kissen::N,oreiller,мендәр
511,Tuch::N,drap,яулык
512,Tuch::N,fichu,яулык
513,Handtuch::N,serviette,сөлгә
514,Handtuch::N,essuie-mains,сөлгә
515,Kraft::N,force,егәр
516,Kraft::N,force,дәрман
517,Stärke::N,vigueur,көч
518,Stärke::N,vigueur,дәрман
519,Gesundheit::N,santé,саулык
520,Krankheit::N,maladie,чир
521,Krankheit::N,maladie,хаста
522,Krankheit::N,maladie,сырхау
523,Schmerz::N,douleur,авырту
524,Wunde::N,plaie,яра
525,Wunde::N,plaie,җәрәхәт
526,Wunde::N,blessure,яра
527,Wunde::N,blessure,җәрәхәт
528,Fieber::N,fièvre,бизгәк
529,Arznei::N,remède,дару
530,Arznei::N,médecine,дару
531,Brücke::N,pont,күпер
532,Brunnen::N,puits,кое
533,Weide::N,pâturage,утлавык
534,Pfad::N,sentier,сукмак
535,Weg::N,voie,юл
536,Weg::N,chemin,юл
537,Straße::N,route,урам
538,Dorf::N,village,авыл
539,Stadt::N,cité,шәһәр
540,Stadt::N,ville,шәһәр
541,Brief::N,lettre,хат
542,Buch::N,livre,китап
543,Buchstabe::N,lettre,хәреф
544,Buchstabe::N,caractère,хәреф
545,Zeitung::N,journal,газет
546,Zeitung::N,journal,газета
547,Leben::N,vie,гомер
548,Leben::N,vie,тормыш
549,Leben::N,vie,тереклек
550,Tod::N,mort,үлем
551,Grab::N,tombe,гүр
552,Grab::N,tombe,кабер
553,Kirche::N,église,чиркәү
554,Sünde::N,péché,язык
555,Sünde::N,péché,гөнаһ
556,Gott::N,dieu,алла
557,Gott::N,dieu,ходай
558,Arbeiter::N,ouvrier,эшче
559,Arbeiter::N,travailleur,эшче
560,Chef::N,chef,башлык
561,Chef::N,patron,башлык
562,Meister::N,maître,оста
563,Arzt::N,médecin,врач
564,Arzt::N,médecin,табиб
565,Lehrer::N,professeur,укытучы
566,Lehrer::N,professeur,мөгаллим
567,Lehrer::N,instituteur,укытучы
568,Lehrer::N,instituteur,мөгаллим
569,Geld::N,argent,акча
570,Geschäft::N,affaire,эш
571,Geschäft::N,commerce,эш
572,Laden::N,magasin,кибет
573,Laden::N,magasin,магазин
574,Laden::N,boutique,кибет
575,Laden::N,boutique,магазин
576,Preis::N,prix,бәя
577,Preis::N,prix,бәһа
578,Ware::N,marchandise,товар
579,Nutzen::N,profit,файда
580,Reichtum::N,richesse,байлык
581,Welt::N,monde,дөнья
582,Land::N,pays,ил
583,Staat::N,État,дәүләт
584,König::N,roi,патша
585,Macht::N,pouvoir,хакимият
586,Macht::N,puissance,хакимият
587,Grenze::N,frontière,чик
588,Krieg::N,guerre,сугыш
589,Feind::N,ennemi,дошман
590,Gewalt::N,violence,көчләү
591,Kampf::N,lutte,көрәш
592,Kampf::N,combat,көрәш
593,Bogen[Waffe]::N,arc,җәя
594,Pfeil::N,flèche,ук
595,Gewehr::N,fusil,мылтык
596,Fehler::N,faute,хата
597,Fehler::N,erreur,хата
598,Lüge::N,mensonge,ялган
599,Schaden::N,dégât,зыян
600,Schaden::N,dégât,зарар
601,Schaden::N,dommage,зыян
602,Schaden::N,dommage,зарар
603,Unglück::N,malheur,бәла
604,Schuld::N,faute,гаеп
605,Schuld::N,culpabilité,гаеп
606,Alter::N,âge,яшь
607,Schluss::N,fin,ахыр
608,Zeit::N,temps,заман
609,Tag::N,jour,көн
610,Tag::N,journée,көн
611,Morgen::N,matin,иртә
612,Morgen::N,matinée,иртә
613,Mittag::N,midi,өйлә
614,Abend::N,soir,кич
615,Abend::N,soirée,кич
616,Nacht::N,nuit,төн
617,Woche::N,semaine,атна
618,Monat::N,mois,ай
619,Jahr::N,an,ел
620,Jahr::N,année,ел
621,Frühling::N,printemps,яз
622,Sommer::N,été,җәй
623,Herbst::N,automne,көз
624,Winter::N,hiver,кыш
625,Januar::N,janvier,гыйнвар
626,Februar::N,février,февраль
627,März::N,mars,март
628,April::N,avril,апрель
629,Mai::N,mai,май
630,Juni::N,juin,июнь
631,Juli::N,juillet,июль
632,August::N,août,август
633,September::N,septembre,сентябрь
634,Oktober::N,octobre,октябрь
635,November::N,novembre,ноябрь
636,Dezember::N,décembre,декабрь
637,Montag::N,lundi,дүшәмбе
638,Dienstag::N,mardi,сишәмбе
639,Mittwoch::N,mercredi,чәршәмбе
640,Donnerstag::N,jeudi,атнакич
641,Donnerstag::N,jeudi,пәнҗешәмбе
642,Freitag::N,vendredi,җомга
643,Samstag::N,samedi,шимбә
644,Sonntag::N,dimanche,якшәмбе
645,groß::A,grand,зур
646,klein::A,petit,кечкенә
647,lang::A,long,озын
648,kurz::A,court,кыска
649,breit::A,large,киң
650,schmal::A,étroit,кысык
651,dicht::A,dense,куе
652,dick[Gegenstand]::A,épais,калын
653,dünn::A,mince,нечкә
654,fein::A,fin,нәзакәтле
655,fein::A,menu,нәзакәтле
656,fest::A,ferme,нык
657,fest::A,solide,нык
658,flach::A,plat,яссы
659,flach::A,plat,ялпак
660,glatt::A,poli,шома
661,glatt::A,lisse,шома
662,hart::A,dur,каты
663,weich::A,mou,йомшак
664,rund::A,rond,түгәрәк
665,spitz::A,aigu,очлы
666,spitz::A,pointu,очлы
667,scharf::A,tranchant,үткен
668,stumpf::A,mousse,үтмәс
669,stumpf::A,émoussé,үтмәс
670,schwer::A,lourd,салмак
671,schwer::A,pesant,салмак
672,schön::A,beau,гүзәл
673,heiß::A,chaud,эссе
674,heiß::A,très chaud,эссе
675,warm::A,chaud,җылы
676,kalt::A,froid,суык
677,kalt::A,froid,салкын
678,kühl::A,frais,салкынча
679,frisch::A,frais,салкынча
680,feucht::A,humide,юеш
681,nass::A,mouillé,дымлы
682,trocken::A,sec,коры
683,voll::A,plein,тулы
684,voll::A,rempli,тулы
685,leer::A,vide,буш
686,offen::A,ouvert,ачык
687,geschlossen::A,clos,йомык
688,geschlossen::A,fermé,йомык
689,sauber::A,net,пакь
690,sauber::A,net,чиста
691,sauber::A,propre,пакь
692,sauber::A,propre,чиста
693,schmutzig::A,sale,керле
694,schmutzig::A,sale,пычрак
695,schmutzig::A,crasseux,керле
696,schmutzig::A,crasseux,пычрак
697,roh::A,cru,чи
698,roh::A,brut,чи
699,reif::A,mûr,өлгергән
700,lecker::A,délicieux,тәмле
701,lecker::A,appétissant,тәмле
702,süß::A,doux,татлы
703,bitter::A,amer,ачы
704,sauer::A,aigre,әче
705,hell::A,clair,якты
706,dunkel::A,sombre,кара
707,schwarz::A,noir,кара
708,weiß::A,blanc,ак
709,rot::A,rouge,кызыл
710,gelb::A,jaune,сары
711,blau::A,bleu,күк
712,grün::A,vert,яшел
713,grau::A,gris,соры
714,bunt::A,multicolore,чуар
715,billig::A,bon marché,арзан
716,teuer::A,cher,хаклы
717,wertvoll::A,précieux,кыйммәтле
718,blind::A,aveugle,сукыр
719,blind::A,aveugle,күзсез
720,taub::A,sourd,чукрак
721,taub::A,sourd,саңгырау
722,kräftig::A,fort,егәрле
723,kräftig::A,vigoureux,егәрле
724,stark::A,fort,нык
725,stark::A,fort,базык
726,stark::A,puissant,нык
727,stark::A,puissant,базык
728,schwach::A,faible,зәгыйфь
729,fett::A,gras,симез
730,schlank::A,svelte,нәзек
731,hübsch::A,joli,чибәр
732,böse::A,mauvais,усал
733,dumm::A,sot,акылсыз
734,dumm::A,bête,акылсыз
735,faul::A,fainéant,ялкау
736,faul::A,fainéant,иренчәк
737,faul::A,paresseux,ялкау
738,faul::A,paresseux,иренчәк
739,fleißig::A,appliqué,тырыш
740,fleißig::A,appliqué,тырышучан
741,geizig::A,avare,саран
742,klug::A,intelligent,акыллы
743,geschickt::A,habile,маһир
744,lieb::A,cher,сөекле
745,lieb::A,gentil,сөекле
746,lustig::A,gai,күңелле
747,lustig::A,joyeux,күңелле
748,sanft::A,doux,басынкы
749,hungrig::A,affamé,ач
750,krank::A,malade,чирле
751,krank::A,malade,сырхау
752,nackt::A,nu,шәрә
753,traurig::A,triste,ямансу
754,lebendig::A,vivant,тере
755,gut::A,bon,яхшы
756,schlecht::A,mauvais,начар
757,richtig::A,juste,дөрес
758,richtig::A,correct,дөрес
759,schlimm::A,grave,әшәкә
760,schlimm::A,mauvais,әшәкә
761,wahr::A,vrai,чып-чын
762,wahr::A,véritable,чып-чын
763,alt::A,vieux,иске
764,neu::A,neuf,яңа
765,neu::A,nouveau,яңа
766,ehemalig::A,ancien,элекке
767,alt[Lebewesen]::A,âgé,карт
768,alt[Lebewesen]::A,vieux,карт
769,jung::A,jeune,яшь
770,arm::A,pauvre,фәкыйрь
771,reich::A,riche,бай
772,bekannt::A,connu,таныш
773,berühmt::A,fameux,атаклы
774,berühmt::A,célèbre,атаклы
775,fremd::A,étranger,ят
776,verschieden::A,différent,төрле
777,nah::A,lié,якын
778,nah::A,proche,якын
779,fern::A,éloigné,ерак
780,fern::A,lointain,ерак
781,linker::A,gauche,сул
782,rechter::A,droit,уң
783,anderer::A,autre,бүтән
784,erster::A,premier,беренче
785,zweiter::A,second,икенче
786,zweiter::A,deuxième,икенче
787,dritter::A,troisième,өченче
788,letzter::A,dernier,ахыргы
789,allein::ADV,seul,ялгыз
790,auf einmal::ADV,à la fois,бердән
791,zusammen::ADV,ensemble,бергә
792,lange::ADV,longtemps,озак
793,plötzlich::ADV,tout à coup,искәрмәстән
794,sofort::ADV,immédiatement,хәзер
795,später::ADV,plus tard,соңрак
796,jetzt::ADV,maintenant,хәзер
797,heute::ADV,aujourd'hui,бүген
798,morgen::ADV,demain,иртәгә
799,bald::ADV,bientôt,тиздән
800,dann::ADV,puis,аннары
801,dann::ADV,ensuite,аннары
802,gestern::ADV,hier,кичә
803,einst::ADV,jadis,берчак
804,einst::ADV,autrefois,берчак
805,damals::ADV,alors,ул вакытта
806,damals::ADV,alors,ул чакта
807,damals::ADV,à l'époque,ул вакытта
808,damals::ADV,à l'époque,ул чакта
809,danach::ADV,après,да
810,danach::ADV,ensuite,да
811,vorher::ADV,auparavant,элек
812,zuerst::ADV,d'abord,башта
813,zuerst::ADV,premièrement,башта
814,einmal::ADV,une fois,бер
815,einmal::ADV,une fois,бер мәртәбә
816,manchmal::ADV,parfois,кайчакта
817,manchmal::ADV,quelquefois,кайчакта
818,oft::ADV,souvent,еш
819,immer::ADV,toujours,һәркайчан
820,niemals::ADV,ne ... jamais,hичбер вакыт
821,hier::ADV,ici,монда
822,hier::ADV,ici,биредә
823,hierhin::ADV,par ici,монда
824,von hier::ADV,d'ici,моннан
825,dort::ADV,là,анда
826,dort::ADV,là-bas,анда
827,dorthin::ADV,y,тегеләй
828,dorthin::ADV,par là,тегеләй
829,geradeaus::ADV,tout droit,турыдан-туры
830,vorwärts::ADV,en avant,алга
831,rückwärts::ADV,en arrière,кире
832,zurück::ADV,de retour,кире
833,unten::ADV,en bas,түбәндә
834,unten::ADV,au-dessous,түбәндә
