,Concept_ID,nl,hy
232,Vater::N,vader,հայր
233,Mutter::N,moeder,մայր
234,Sohn::N,zoon,որդի
235,Tochter::N,dochter,աղջիկ
236,Tochter::N,dochter,դուստր
237,Bruder::N,broer,եղբայր
238,Bruder::N,broeder,եղբայր
239,Schwester::N,zus,քույր
240,Schwester::N,zuster,քույր
241,Onkel::N,oom,քեռի
242,Onkel::N,oom,հորեղբայր
243,Tante::N,tante,մորաքույր
244,Ehemann::N,echtgenoot,մարդ
245,Ehemann::N,echtgenoot,ամուսին
246,Ehefrau::N,echtgenote,կին ամուսին
247,Freude::N,vreugde,ուրախություն
248,Gelächter::N,gelach,ծիծաղ
249,Glück::N,geluk,երջանկություն
250,Kummer::N,verdriet,վիշտ
251,Wunsch::N,wens,ցանկություն
252,Wunsch::N,verlangen,ցանկություն
253,Lust::N,zin,փափագ
254,Lust::N,zin,իղձ
255,Lust::N,lust,փափագ
256,Lust::N,lust,իղձ
257,Geist::N,geest,ոգի
258,Gedanke::N,gedachte,միտք
259,Gedächtnis::N,geheugen,հիշողություն
260,Verstand::N,verstand,խելք
261,Sinn::N,betekenis,իմաստ
262,Grund::N,reden,պատճառ
263,Wahrheit::N,waarheid,ճշմարտություն
264,Gespräch::N,gesprek,զրույց
265,Märchen::N,sprookje,պայիկի պատմություն
266,Erzählung::N,verhaal,պատմվածք
267,Erzählung::N,verhaal,պատմություն
268,Nachricht::N,tijding,հաղորդագրություն
269,Neuigkeit::N,nieuws,լուր
270,Neuigkeit::N,nieuws,նորություն
271,Neuigkeit::N,nieuwtje,լուր
272,Neuigkeit::N,nieuwtje,նորություն
273,Name::N,naam,անուն
274,Rätsel::N,raadsel,բարդ խնդիր
275,Rede::N,rede,ճառ
276,Rede::N,rede,ելույթ
277,Sprache::N,taal,լեզու
278,Stimme::N,stem,ձայն
279,Wort::N,woord,բառ
280,Zeichen::N,teken,նշան
281,Ruf::N,roep,կոչ
282,Ruf::N,roep,կանչ
283,Lärm::N,lawaai,աղմուկ
284,Laut::N,klank,հնչյուն
285,Laut::N,klank,ձայն
286,Laut::N,geluid,հնչյուն
287,Laut::N,geluid,ձայն
288,Ton::N,toon,տոն
289,Ton::N,klank,տոն
290,Lied::N,lied,երգ
291,Ruhe::N,rust,անդորրություն
292,Ruhe::N,stilte,անդորրություն
293,Leute::N,lui,մարդիկ
294,Leute::N,mensen,մարդիկ
295,Volk::N,volk,ազգ
296,Arbeit::N,werk,գործ
297,Arbeit::N,werk,աշխատանք
298,Arbeit::N,arbeid,գործ
299,Arbeit::N,arbeid,աշխատանք
300,Gast::N,gast,հյուր
301,Geschenk::N,cadeau,նվեր
302,Geschenk::N,geschenk,նվեր
303,Spiel::N,spel,խաղ
304,Gesellschaft::N,gezelschap,ընկերություն
305,Hilfe::N,hulp,օգնությթուն
306,Freund::N,vriend,ընկեր
307,Freund::N,vriend,բարեկամ
308,Kamerad::N,maat,ուղեկից
309,Kamerad::N,metgezel,ուղեկից
310,Angelegenheit::N,zaak,բան
311,Angelegenheit::N,zaak,գործ
312,Angelegenheit::N,aangelegenheid,բան
313,Angelegenheit::N,aangelegenheid,գործ
314,Anzahl::N,tal,քանակ
315,Anzahl::N,tal,գումար
316,Anzahl::N,aantal,քանակ
317,Anzahl::N,aantal,գումար
318,Art::N,slag,տեսակ
319,Art::N,soort,տեսակ
320,Stück::N,stuk,կտոր
321,Teil::N,deel,մաս
322,Hälfte::N,helft,կես
323,Kreis::N,kring,շիջանակ
324,Kreis::N,cirkel,շիջանակ
325,Kreuz::N,kruis,խաչ
326,Linie::N,lijn,գիծ
327,Strich::N,haal,գիծ
328,Strich::N,streep,գիծ
329,Abstand::N,afstand,անջրպետ
330,Entfernung::N,afstand,հեռավորություն
331,Gegend::N,streek,շրջան
332,Platz::N,ruimte,տարածություն
333,Ort::N,oord,տեղ
334,Ort::N,oord,վայր
335,Ort::N,plaats,տեղ
336,Ort::N,plaats,վայր
337,Seite::N,zij,կողմ
338,Seite::N,kant,կողմ
339,Seite::N,zijde,կողմ
340,Mitte::N,midden,մեջտեղ
341,Gegenstand::N,voorwerp,առարկա
342,Sache::N,zaak,բան
343,Rand::N,rand,վերջք
344,Rand::N,boord,վերջք
345,Kante::N,kant,եզր
346,Ecke::N,hoek,անկյուն
347,Spitze::N,punt,ծայր
348,Spitze::N,spits,ծայր
349,Ende::N,einde,ծայր
350,Ende::N,uiteinde,ծայր
351,Loch::N,gat,անցք
352,Winkel::N,hoek,անկյուն
353,Muster::N,dessin,օրինակ
354,Muster::N,patroon,օրինակ
355,Größe::N,grootte,մեծություն
356,Länge::N,lengte,երկարություն
357,Höhe::N,hoogte,բարձրություն
358,Gewicht::N,gewicht,կշիռ
359,Menge::N,hoeveelheid,քանակ
360,Haufen::N,hoop,դեզ
361,Haufen::N,hoop,կույտ
362,Reihe::N,rij,շարք
363,Reihe::N,rij,կարգ
364,Reihe::N,reeks,շարք
365,Reihe::N,reeks,կարգ
366,Boot::N,boot,նավակ
367,Ruder::N,roeiriem,թի
368,Ruder::N,roeiriem,թիակ
369,Schlitten::N,slee,բալխիր
370,Schlitten::N,slede,բալխիր
371,Ski::N,ski,դահուկ
372,Lagerfeuer::N,kampvuur,բացօդեայ կրակ
373,Last::N,last,բեռ
374,Last::N,vracht,բեռ
375,Gang::N,wandeling,զբոսանք
376,Schritt::N,stap,քայլ
377,Schritt::N,schrede,քայլ
378,Norden::N,noorden,հյուսիս
379,Süden::N,zuiden,հարավ
380,Westen::N,westen,արեւմուտք
381,Osten::N,oosten,արեւելք
382,Holz::N,hout,փայտ
383,Brett::N,plank,տախտակ
384,Platte::N,plaat,թիթեղ
385,Stütze::N,stut,նեցուկ
386,Stütze::N,steun,նեցուկ
387,Stange::N,stang,ձող
388,Stock::N,stok,փայտ
389,Stab::N,staf,ցուպ
390,Stab::N,staf,գավազան
391,Rohr::N,pijp,խողովակ
392,Haus::N,huis,տուն
393,Heim::N,tehuis,տուն
394,Ofen::N,kachel,վառարան
395,Fußboden::N,vloer,հատակ
396,Tisch::N,tafel,սեղան
397,Stuhl::N,stoel,աթոռ
398,Wiege::N,wieg,օրորոց
399,Bett::N,bed,անկողին
400,Regal::N,rek,դարակ
401,Kiste::N,kist,տուփ
402,Fenster::N,raam,պատուհան
403,Fenster::N,venster,պատուհան
404,Tür::N,deur,դուռ
405,Tor::N,poort,դարպաս
406,Zaun::N,omheining,ցանկապատ
407,Dach::N,dak,տանիք
408,Dach::N,dak,կտուր
409,Leiter::N,ladder,սանդուղք
410,Besen::N,bezem,ավել
411,Spaten::N,schop,բահ
412,Schaufel::N,schep,թի
413,Gabel::N,vork,պատառաքաղ
414,Löffel::N,lepel,գդալ
415,Messer::N,mes,դանակ
416,Nagel::N,spijker,մեխ
417,Netz::N,net,ցանց
418,Haken::N,haak,կարթ
419,Griff::N,handvat,կոթ
420,Griff::N,handvat,բռնակ
421,Schloss::N,slot,կողպեք
422,Bild::N,beeld,նկար
423,Bild::N,beeld,պատկեր
424,Figur::N,figuur,քանդակ
425,Figur::N,figuur,պատկեր
426,Puppe::N,pop,տիկնիկ
427,Beutel::N,zak,տոպրակ
428,Beutel::N,buidel,տոպրակ
429,Bündel::N,pak,կապոց
430,Bündel::N,bundel,կապոց
431,Tasche::N,tas,պայուսակ
432,Eimer::N,emmer,դույլ
433,Deckel::N,deksel,կափարիչ
434,Geschirr::N,vaatwerk,ամանեղեն
435,Sack::N,zak,պարկ
436,Sack::N,zak,տոպրակ
437,Tasse::N,kop,թաս
438,Tasse::N,kop,գավաթ
439,Topf::N,pan,անոթ
440,Kessel::N,ketel,կաթսա
441,Essen::N,eten,կերակուր
442,Nahrung::N,voedsel,ուտելիք
443,Speise::N,spijs,խորտիկ
444,Speise::N,spijs,կերակուր
445,Fleisch::N,vlees,միս
446,Getreide::N,graan,հացահատիկ
447,Brei::N,pap,լանդակ
448,Brei::N,brij,լանդակ
449,Brot::N,brood,հաց
450,Scheibe::N,plak,կտոր
451,Scheibe::N,plak,պատառ
452,Scheibe::N,snede,կտոր
453,Scheibe::N,snede,պատառ
454,Fett::N,vet,ճարպ
455,Butter::N,boter,կարագ
456,Öl::N,olie,ձեթ
457,Salz::N,zout,աղ
458,Suppe::N,soep,սուպ
459,Suppe::N,soep,ապուր
460,Honig::N,honing,մեղր
461,Milch::N,melk,կաթ
462,Tee::N,thee,թեյ
463,Leder::N,leer,կաշի
464,Leder::N,leder,կաշի
465,Wolle::N,wol,բուրդ
466,Stoff::N,stof,գործվածք
467,Nadel::N,naald,ասեղ
468,Faden::N,draad,թել
469,Knopf::N,knoop,կոճակ
470,Knoten::N,knoop,հանգույց
471,Farbe::N,verf,ներկ
472,Kleidung::N,kledij,հագուստ
473,Kleidung::N,kleding,հագուստ
474,Hemd::N,hemd,վերնաշապիկ
475,Kragen::N,kraag,օձիք
476,Ärmel::N,mouw,թեւք
477,Hose::N,broek,շալվար
478,Hose::N,pantalon,շալվար
479,Gürtel::N,riem,գոտի
480,Gürtel::N,gordel,գոտի
481,Mütze::N,muts,կեպի
482,Schuh::N,schoen,կոշիկ
483,Stiefel::N,laars,երկարաճիթ կոշիկ
484,Ring::N,ring,զնգալ
485,Band::N,lint,ժապավեն
486,Kamm::N,kam,սանր
487,Spiegel::N,spiegel,հայելի
488,Riemen::N,riem,փոկ
489,Schnur::N,koord,լար
490,Leine::N,lijn,փոկ
491,Decke::N,deken,վերմակ
492,Kissen::N,kussen,բարձ
493,Tuch::N,doek,թաշկինակ
494,Handtuch::N,handdoek,սրբիչ
495,Kraft::N,kracht,ուժ
496,Stärke::N,sterkte,պնդություն
497,Stärke::N,sterkte,ամրություն
498,Gesundheit::N,gezondheid,առողջություն
499,Krankheit::N,ziekte,ախտ
500,Krankheit::N,ziekte,հիվանդություն
501,Schmerz::N,pijn,ցավ
502,Schmerz::N,pijn,տանջանք
503,Wunde::N,wond,վերք
504,Fieber::N,koorts,տենդ
505,Arznei::N,medicament,դեղ
506,Arznei::N,geneesmiddel,դեղ
507,Brücke::N,brug,կամուրջ
508,Brunnen::N,put,հոր
509,Brunnen::N,put,ջրհոր
510,Brunnen::N,bron,հոր
511,Brunnen::N,bron,ջրհոր
512,Weide::N,wei,արոտավայր
513,Weide::N,weide,արոտավայր
514,Pfad::N,pad,արահետ
515,Weg::N,weg,ուղի
516,Straße::N,baan,ճանապարհ
517,Straße::N,straat,ճանապարհ
518,Dorf::N,dorp,գյուղ
519,Stadt::N,stad,քաղաք
520,Brief::N,brief,նամակ
521,Buch::N,boek,գիրք
522,Buchstabe::N,letter,տառ
523,Buchstabe::N,letter,գիր
524,Zeitung::N,krant,լրագիր
525,Zeitung::N,dagblad,լրագիր
526,Leben::N,leven,կյանք
527,Tod::N,dood,մահ
528,Grab::N,graf,գերեզման
529,Kirche::N,kerk,եկեղեցի
530,Sünde::N,zonde,մեղք
531,Gott::N,god,աստված
532,Arbeiter::N,arbeider,բանվոր
533,Arbeiter::N,arbeider,աշխատող
534,Chef::N,chef,տեր
535,Meister::N,meester,վարպետ
536,Arzt::N,arts,բժիշկ
537,Arzt::N,dokter,բժիշկ
538,Lehrer::N,leraar,ուսուցիչ
539,Lehrer::N,onderwijzer,ուսուցիչ
540,Geld::N,geld,փող
541,Geschäft::N,zaak,գործ
542,Geschäft::N,zaak,աշխատանք
543,Laden::N,winkel,կրպակ
544,Laden::N,winkel,խանութ
545,Preis::N,prijs,գին
546,Ware::N,waar,ապրանք
547,Nutzen::N,nut,օգուտ
548,Nutzen::N,voordeel,օգուտ
549,Reichtum::N,rijkdom,հարստություն
550,Welt::N,wereld,աշխարհ
551,Land::N,land,երկիր
552,Staat::N,staat,պետություն
553,König::N,koning,արքա
554,König::N,koning,թագավոր
555,Macht::N,macht,իշխանություն
556,Grenze::N,grens,սահման
557,Krieg::N,oorlog,պատերազմ
558,Feind::N,vijand,թշնամի
559,Gewalt::N,geweld,բռնություն
560,Gewalt::N,geweld,սաստկություն
561,Kampf::N,strijd,մարտ
562,Kampf::N,gevecht,մարտ
563,Bogen[Waffe]::N,boog,աղեղ
564,Pfeil::N,pijl,նետ
565,Gewehr::N,geweer,հրացան
566,Fehler::N,fout,սխալ
567,Lüge::N,leugen,սուտ
568,Schaden::N,schade,վնաս
569,Unglück::N,tegenspoed,դժբախտություն
570,Schuld::N,schuld,պակասություն
571,Alter::N,leeftijd,հասակ
572,Schluss::N,slot,վերջ
573,Schluss::N,slot,վախճան
574,Zeit::N,tijd,ժամանակ
575,Tag::N,dag,օր
576,Morgen::N,morgen,առավոտ
577,Morgen::N,ochtend,առավոտ
578,Mittag::N,middag,կեսօր
579,Abend::N,avond,երեկո
580,Nacht::N,nacht,գիշեր
581,Woche::N,week,շաբաթ
582,Monat::N,maand,ամիս
583,Jahr::N,jaar,տարի
584,Frühling::N,lente,գարուն
585,Frühling::N,voorjaar,գարուն
586,Sommer::N,zomer,ամառ
587,Herbst::N,herfst,աշուն
588,Winter::N,winter,ձմեռ
589,Januar::N,januari,հունվար
590,Februar::N,februari,փետրվար
591,März::N,maart,մարտ
592,April::N,april,ապրիլ
593,Mai::N,mei,մայիս
594,Juni::N,juni,հունիս
595,Juli::N,juli,հուլիս
596,August::N,augustus,օգոստոս
597,September::N,september,սեպտեմբեր
598,Oktober::N,oktober,հոկտեմբեր
599,November::N,november,նոյեմբեր
600,Dezember::N,december,դեկտեմբեր
601,Montag::N,maandag,երկուշաբթի
602,Dienstag::N,dinsdag,երեքշաբթի
603,Mittwoch::N,woensdag,չորեքշաբթի
604,Donnerstag::N,donderdag,հինգշաբթի
605,Freitag::N,vrijdag,ուրբաթ
606,Samstag::N,zaterdag,շաբաթ
607,Sonntag::N,zondag,կիրակի
608,groß::A,groot,մեծ
609,groß::A,groot,խոշոր
610,klein::A,klein,պստիկ
611,klein::A,klein,փոքրիկ
612,lang::A,lang,երկար
613,kurz::A,kort,կարճ
614,breit::A,breed,լայն
615,schmal::A,smal,նեղ
616,dicht::A,dicht,խիտ
617,dick[Gegenstand]::A,dik,հաստ
618,dünn::A,dun,բարակ
619,fein::A,fijn,նուրբ
620,fest::A,vast,ամուր
621,fest::A,vast,պինդ
622,flach::A,plat,տափակ
623,glatt::A,glad,հարթ
624,hart::A,hard,կարծր
625,weich::A,week,մեղմ
626,weich::A,week,փափուկ
627,rund::A,rond,կլոր
628,spitz::A,spits,սրածայր
629,spitz::A,puntig,սրածայր
630,scharf::A,scherp,սուր
631,stumpf::A,stomp,գուլ
632,schwer::A,zwaar,ծանր
633,schön::A,mooi,սիրուն
634,schön::A,mooi,գեղեցիկ
635,schön::A,fraai,սիրուն
636,schön::A,fraai,գեղեցիկ
637,heiß::A,heet,թեժ
638,warm::A,warm,տաք
639,warm::A,warm,ջերմ
640,kalt::A,koud,ցուրտ
641,kühl::A,koel,զով
642,frisch::A,fris,թարմ
643,feucht::A,vochtig,ղոնավ
644,nass::A,nat,թաց
645,trocken::A,droog,ցամաք
646,voll::A,vol,լի
647,voll::A,vol,լիքը
648,leer::A,leeg,դատարկ
649,offen::A,open,բաց
650,geschlossen::A,gesloten,գոց
651,sauber::A,net,մաքուր
652,sauber::A,schoon,մաքուր
653,schmutzig::A,vuil,կեղտոտ
654,roh::A,rauw,հում
655,reif::A,rijp,հասած
656,reif::A,rijp,հասուն
657,lecker::A,lekker,համեղ
658,süß::A,zoet,անուշ
659,bitter::A,bitter,կծու
660,sauer::A,zuur,թթու
661,sauer::A,zuur,թթված
662,hell::A,licht,պայծառ
663,hell::A,licht,խելամիտ
664,hell::A,helder,պայծառ
665,hell::A,helder,խելամիտ
666,dunkel::A,donker,մութ
667,schwarz::A,zwart,սեւ
668,weiß::A,wit,սպիտակ
669,rot::A,rood,կարմիր
670,gelb::A,geel,դեղին
671,blau::A,blauw,կապույտ
672,grün::A,groen,կանաչ
673,grau::A,grijs,գորշ
674,bunt::A,bont,գոյնզգոյն
675,billig::A,goedkoop,էժան
676,teuer::A,duur,թանկ
677,wertvoll::A,kostbaar,թանկարժեք
678,wertvoll::A,waardevol,թանկարժեք
679,blind::A,blind,կույր
680,taub::A,doof,խուլ
681,kräftig::A,krachtig,հզոր
682,stark::A,sterk,ուժեղ
683,schwach::A,zwak,տկար
684,schwach::A,zwak,թույլ
685,fett::A,vet,գեր
686,schlank::A,slank,նիհար
687,hübsch::A,leuk,գրավիչ
688,hübsch::A,leuk,սիրունիկ
689,böse::A,kwaad,չար
690,dumm::A,dom,հիմար
691,faul::A,lui,ծույլ
692,fleißig::A,vlijtig,ջանասեր
693,fleißig::A,vlijtig,փութաջան
694,geizig::A,gierig,ագահ
695,geizig::A,gierig,կծծի
696,klug::A,slim,խելոք
697,klug::A,slim,ընդունակ
698,klug::A,schrander,խելոք
699,klug::A,schrander,ընդունակ
700,klug::A,verstandig,խելոք
701,klug::A,verstandig,ընդունակ
702,geschickt::A,handig,ճարտար
703,geschickt::A,vaardig,ճարտար
704,lieb::A,lief,սիրելի
705,lustig::A,vrolijk,զվարթ
706,sanft::A,zacht,հեզ
707,hungrig::A,hongerig,քաղցած
708,krank::A,ziek,հիվանդ
709,nackt::A,naakt,մերկ
710,traurig::A,treurig,տխուր
711,traurig::A,bedroefd,տխուր
712,lebendig::A,levend,կենդանի
713,gut::A,goed,լավ
714,schlecht::A,slecht,վատ
715,richtig::A,juist,ձիշտ
716,schlimm::A,erg,լղրճուկ
717,schlimm::A,kwaad,լղրճուկ
718,wahr::A,waar,ճիշտ
719,wahr::A,waar,իրական
720,alt::A,oud,հին
721,neu::A,nieuw,նոր
722,ehemalig::A,voormalig,նախկին
723,alt[Lebewesen]::A,oud,ծեր
724,alt[Lebewesen]::A,oud,պառավ
725,jung::A,jong,մատաղ
726,arm::A,arm,աղքատ
727,reich::A,rijk,հարուստ
728,bekannt::A,bekend,ծանոթ
729,berühmt::A,beroemd,հայտնի
730,berühmt::A,beroemd,հռչակավոր
731,fremd::A,vreemd,օտար
732,verschieden::A,verscheiden,տարբեր
733,verschieden::A,verschillend,տարբեր
734,nah::A,nabij,մոտ
735,nah::A,nabij,մերձ
736,nah::A,nabijgelegen,մոտ
737,nah::A,nabijgelegen,մերձ
738,fern::A,ver,հեռավոր
739,linker::A,linker,ձախ
740,rechter::A,rechter,աջ
741,anderer::A,andere,այլ
742,anderer::A,andere,ուրիշ
743,erster::A,eerste,առաջին
744,zweiter::A,tweede,երկրորդ
745,dritter::A,derde,երրորդ
746,letzter::A,laatste,վերջին
747,allein::ADV,alleen,միայնակ
748,auf einmal::ADV,ineens,միասնաբար
749,auf einmal::ADV,tegelijk,միասնաբար
750,zusammen::ADV,samen,միասին
751,zusammen::ADV,samen,իրար հետ
752,zusammen::ADV,bijeen,միասին
753,zusammen::ADV,bijeen,իրար հետ
754,lange::ADV,lang,երկար ժամանակ
755,plötzlich::ADV,eensklaps,հանկարծ
756,plötzlich::ADV,plotsklaps,հանկարծ
757,sofort::ADV,terstond,իսկույն
758,sofort::ADV,aanstonds,իսկույն
759,sofort::ADV,onmiddelijk,իսկույն
760,später::ADV,later,ավելի ուշ
761,später::ADV,later,հետո
762,jetzt::ADV,nu,այժմ
763,jetzt::ADV,nou,այժմ
764,jetzt::ADV,thans,այժմ
765,heute::ADV,heden,այսօր
766,heute::ADV,vandaag,այսօր
767,morgen::ADV,morgen,վաղը
768,bald::ADV,gauw,շուտով
769,bald::ADV,weldra,շուտով
770,dann::ADV,dan,ապա
771,dann::ADV,dan,հետո
772,dann::ADV,toen,ապա
773,dann::ADV,toen,հետո
