,Concept_ID,no,bg
874,stehen::V,stå,стоя
875,sitzen::V,sitte,седя
876,liegen::V,ligge,лежа
877,hängen::V,henge,вися
878,werden::V,bli,бъда
879,werden::V,bli,стана
880,passieren::V,skje,случа се
881,passieren::V,hende,случа се
882,beginnen::V,begynne,започна
883,enden::V,ende,свърша
884,enden::V,slutte,свърша
885,wechseln::V,veksle,променям
886,aufgehen[Sonne]::V,stå opp,изгрея
887,untergehen[Sonne]::V,gå ned,заляза
888,scheinen[Sonne]::V,skinne,грея
889,scheinen[Sonne]::V,skinne,светя
890,donnern::V,tordne,гърмя
891,wehen::V,blåse,вея
892,wehen::V,blåse,духам
893,strömen::V,strømme,тека
894,strömen::V,strømme,лея се
895,fließen::V,flyte,тека
896,sich drehen::V,dreie seg,въртя се
897,schwanken::V,svaie,клатя се
898,schwingen::V,svinge,трептя
899,fallen::V,falle,падам
900,brennen::V,brenne,горя
901,rauchen::V,ryke,димя
902,regnen::V,regne,вали дъжд
903,gefrieren::V,fryse,замръзна
904,tauen::V,tine,топя се
905,schmelzen::V,smelte,разтопя се
906,trocknen::V,tørre,съхна
907,sieden::V,koke,вря
908,sieden::V,koke,кипя
909,faulen::V,råtne,гния
910,verfaulen::V,råtne,изгния
911,reißen::V,briste,напукам се
912,versinken::V,synke,потъна
913,versinken::V,synke ned,потъна
914,vergehen::V,forløpe,минавам
915,erscheinen::V,synes,явя се
916,verschwinden::V,forsvinne,изчезна
917,sinken::V,synke,падна
918,abnehmen::V,avta,отслабна
919,abnehmen::V,minske,отслабна
920,zunehmen::V,tilta,нарасна
921,steigen::V,stige,увелича се
922,steigen::V,stige,покачвам се
923,wachsen::V,gro,раста
924,wachsen::V,vokse,раста
925,glänzen::V,skinne,лъщя
926,glänzen::V,skinne,блестя
927,funkeln::V,tindre,искря
928,lärmen::V,bråke,шумя
929,läuten::V,ringe,звъня
930,klingeln::V,ringe,звъня
931,klirren::V,klirre,звънтя
932,klirren::V,klirre,дрънкам
933,brausen::V,bruse,буча
934,rauschen::V,suse,шумя
935,klingen::V,lyde,звуча
936,klingen::V,klinge,звуча
937,bellen::V,gjø,лая
938,bellen::V,bjeffe,лая
939,heulen::V,ule,вия
940,heulen::V,ule,рева
941,blasen::V,blåse,духна
942,pfeifen::V,plystre,свиря
943,schreien::V,skrike,крещя
944,stöhnen::V,stønne,стена
945,stöhnen::V,stønne,пъшкам
946,zittern::V,dirre,треперя
947,zittern::V,skjelve,треперя
948,leben::V,leve,живея
949,geboren werden::V,fødes,родя се
950,atmen::V,ånde,дишам
951,atmen::V,puste,дишам
952,trinken::V,drikke,пия
953,essen::V,spise,ям
954,schlucken::V,svelge,гълтам
955,müde werden::V,bli trett,уморя се
956,einschlafen::V,sovne,заспя
957,schlafen::V,sove,спя
958,aufwachen::V,våkne,събудя се
959,aufstehen::V,stå opp,стана
960,sich erholen::V,bli bra,отдъхвам си
961,sich erholen::V,komme seg,отдъхвам си
962,krank werden::V,bli syk,заболея
963,krank sein::V,være syk,боледувам
964,schmerzen::V,gjøre vondt,боля
965,husten::V,hoste,кашлям
966,genesen::V,komme seg,оздравея
967,sterben::V,dø,умра
968,umkommen::V,omkomme,загина
969,sich bewegen::V,bevege seg,движа се
970,sich bewegen::V,bevege seg,мърдам се
971,sich rühren::V,røre på seg,движа се
972,sich erheben::V,reise seg,стана
973,sich setzen::V,sette sig,седна
974,hinfallen::V,falle over ende,падна
975,laufen::V,løpe,ходя
976,schreiten::V,skride,крача
977,spazierengehen::V,spasere,разхождам се
978,spazierengehen::V,gå en tur,разхождам се
979,eilen::V,ile,бързам
980,sich beeilen::V,skynde seg,побързам
981,sausen::V,suse,тичам
982,rennen::V,løpe,бягам
983,springen::V,hoppe,скачам
984,springen::V,springe,скачам
985,klettern::V,klatre,катеря се
986,schaukeln::V,huske,люлея се
987,kriechen::V,krype,лазя
988,kriechen::V,krype,пълзя
989,schwimmen::V,svømme,плувам
990,tauchen::V,dykke,гмуркам се
991,rudern::V,ro,греба
992,fahren::V,kjøre,пътувам
993,fliegen::V,fly,летя
994,fliegen::V,fly,хвърча
995,gehen::V,gå,ида
996,gehen::V,gå,вървя
997,weggehen::V,gå bort,отида си
998,abfahren::V,reise,отпътувам
999,anhalten::V,stanse,спра се
1000,hineingehen::V,gå inn,влизам
1001,eintreten::V,tre inn,вляза
1002,kommen::V,komme,ида
1003,kommen::V,komme,дойда
1004,ankommen::V,ankomme,пристигна
1005,ankommen::V,komme til,пристигна
1006,zurückkommen::V,komme tilbake,върна се
1007,bleiben::V,bli,остана
1008,bleiben::V,forbli,остана
1009,warten::V,vente,чакам
1010,erwarten::V,vente,очаквам
1011,suchen::V,søke,търся
1012,finden::V,finne,намеря
1013,versuchen::V,prøve,опитам
1014,versuchen::V,forsøke,опитам
1015,vorbereiten::V,forberede,подготвя
1016,lieben::V,elske,любя
1017,mögen::V,like,обичам
1018,lachen::V,le,смея се
1019,rühren::V,røre,трогна
1020,weinen::V,gråte,плача
1021,schimpfen::V,skjelle,ругая
1022,schimpfen::V,skjelle,псувам
1023,sich ärgern::V,ergre seg,ядосам се
1024,sich fürchten::V,være redd,боя се
1025,sich fürchten::V,være redd,страхувам се
1026,fürchten::V,være redd for,боя се от
1027,fürchten::V,være redd for,страхувам се от
1028,fliehen::V,rømme,бягам
1029,fliehen::V,flykte,бягам
1030,flüchten::V,flykte,бягам
1031,flüchten::V,flykte,избягам
1032,sehen::V,se,видя
1033,anschauen::V,se på,гледам
1034,anschauen::V,betrakte,гледам
1035,ansehen::V,anse,поглеждам
1036,hören::V,høre,чувам
1037,zuhören::V,tilhøre,слушам
1038,probieren::V,smake,опитам
1039,probieren::V,smake på,опитам
1040,riechen::V,lukte,подуша
1041,fühlen::V,føle,усещам
1042,fühlen::V,føle,чувствувам
1043,scheinen::V,se ut,изглеждам
1044,zu sehen sein::V,synes,виждам се
1045,vernehmen::V,få vite,доловя
1046,frieren::V,fryse,мръзна
1047,tun::V,gjøre,правя
1048,können::V,kunne,мога
1049,wollen::V,ville,ща
1050,wollen::V,ville,искам
1051,anfangen::V,begynne,започна
1052,beenden::V,avslutte,свърша
1053,beenden::V,avslutte,завърша
1054,aufhören::V,slutte,престана
1055,aufhören::V,holde opp,престана
1056,gelingen::V,lykkes,успея
1057,gelingen::V,lykkes,сполуча
1058,geraten::V,bli,удам се
1059,öffnen::V,åpne,отворя
1060,schließen::V,lukke,затворя
1061,schließen::V,stenge,затворя
1062,stellen::V,stille,поставя
1063,setzen::V,sette,туря
1064,legen::V,legge,сложа
1065,legen::V,legge,слагам
1066,berühren::V,berøre,докосна
1067,verbinden::V,forbinde,свържа
1068,bedecken::V,dekke,покрия
1069,aufhängen::V,henge,закача
1070,aufhängen::V,henge opp,закача
1071,anzünden::V,tenne,запаля
1072,anzünden::V,antenne,запаля
1073,anzünden::V,tenne på,запаля
1074,aufheben::V,løfte,вдигна
1075,aufheben::V,løfte,повдигна
1076,aufheben::V,ta opp,вдигна
1077,aufheben::V,ta opp,повдигна
1078,zurücklassen::V,slippe tilbake,оставя
1079,verlieren::V,miste,загубя
1080,fallen lassen::V,droppe,изпусна
1081,fallen lassen::V,la falle,изпусна
1082,machen::V,lage,направя
1083,machen::V,gjøre,направя
1084,herstellen::V,fremstille,произведа
1085,bauen::V,bygge,строя
1086,reparieren::V,reparere,поправя
1087,verbessern::V,rette,подобря
1088,verbessern::V,forbedre,подобря
1089,ändern::V,forandre,променя
1090,graben::V,grave,копая
1091,beugen::V,bøye,прегъна
1092,biegen::V,bøye,прегъна
1093,drehen::V,dreie,въртя
1094,wenden::V,vende,обърна
1095,umdrehen::V,snu,обърна
1096,heben::V,heve,вдигам
1097,hochheben::V,løfte,издигна
1098,ergreifen::V,gripe,хвана
1099,ergreifen::V,gripe,обхвана
1100,ergreifen::V,få tak i,хвана
1101,ergreifen::V,få tak i,обхвана
1102,halten::V,holde,държа
1103,drücken::V,trykke,натискам
1104,drücken::V,trykke,притискам
1105,schieben::V,skyve,тикам
1106,kratzen::V,klø,одраскам
1107,kratzen::V,klore,одраскам
1108,lecken::V,slikke,лижа
1109,lecken::V,slikke,ближа
1110,beißen::V,bite,хапя
1111,beißen::V,bite,ухапя
1112,abreißen::V,rive av,откъсна
1113,abschneiden::V,skjære av,отрежа
1114,binden::V,binde,вържа
1115,stecken::V,stikke,пъхна
1116,brechen::V,bryte,троша
1117,brechen::V,briste,троша
1118,klopfen::V,banke,чукам
1119,hauen::V,hogge,бия
1120,kleben::V,klistre,лепя
1121,kleben::V,klistre,залепя
1122,reiben::V,gni,трия
1123,reiben::V,gni,търкам
1124,streichen::V,stryke,намажа
1125,schleifen::V,slipe,остря
1126,schneiden::V,klippe,режа
1127,rütteln::V,ruske,разтърсвам
1128,schütteln::V,riste,клатя
1129,schütteln::V,riste,друсам
1130,schwenken::V,svinge,размахам
1131,schütten::V,helle,сипя
1132,füllen::V,fylle,напълня
1133,einwickeln::V,vikle inn,увия
1134,einwickeln::V,vikle inn,завия
1135,tragen::V,bære,нося
1136,schleppen::V,slepe,влача
1137,ziehen::V,dra,тегля
1138,ziehen::V,dra,дръпна
1139,ziehen::V,trekke,тегля
1140,ziehen::V,trekke,дръпна
1141,aufbewahren::V,oppbevare,съхраня
1142,aufbewahren::V,ta vare på,съхраня
1143,werfen::V,kaste,хвърля
1144,fangen::V,fange,ловя
1145,fangen::V,fange,уловя
1146,packen::V,gripe,хвана
1147,packen::V,gripe tak i,хвана
1148,verstecken::V,gjemme,крия
1149,verstecken::V,gjemme,скрия
1150,teilen::V,dele,разделя
1151,schicken::V,sende,изпращам
1152,bringen::V,bringe,донеса
1153,hinzufügen::V,tilføye,прибавя
1154,bekommen::V,få,сдобия се
1155,erhalten::V,få,получа
1156,nehmen::V,ta,взема
1157,wählen::V,velge,избирам
1158,auswählen::V,velge ut,избера
1159,bewahren::V,bevare,пазя
1160,behindern::V,hindre,преча
1161,behindern::V,hindre,спъвам
1162,behindern::V,forhindre,преча
1163,behindern::V,forhindre,спъвам
1164,verderben::V,ødelegge,разваля
1165,beschädigen::V,skade,повредя
1166,zerbrechen::V,brekke i stykker,счупя
1167,zerreißen::V,rive i stykker,скъсам
1168,zerstören::V,ødelegge,разруша
1169,verbrennen::V,brenne,изгоря
1170,verbrennen::V,brenne opp,изгоря
1171,geben::V,gi,дам
1172,reichen::V,rekke,подам
1173,schenken::V,forære,подаря
1174,schenken::V,skjenke,подаря
1175,versprechen::V,love,обещая
1176,wünschen::V,ønske,желая
1177,loben::V,rose,хваля
1178,küssen::V,kysse,целувам
1179,wiegen::V,vogge,люлея
1180,zudecken::V,dekke til,покрия
1181,wecken::V,vekke,събудя
1182,zeigen::V,vise,покажа
1183,führen::V,føre,водя
1184,führen::V,føre,заведа
1185,lehren::V,lære,уча
1186,unterrichten::V,undervise,преподавам
1187,aufziehen::V,oppdra,отгледам
1188,leiten::V,lede,ръководя
1189,leiten::V,lede,управлявам
1190,antreiben::V,drive på,подкарвам
1191,lassen::V,få til å,накарам
1192,einladen::V,be,поканя
1193,einladen::V,invitere,поканя
1194,vereinigen::V,forene,съединя
1195,besuchen::V,besøke,посетя
1196,treffen::V,møte,срещна
1197,treffen::V,treffe,срещна
1198,sich versammeln::V,forsamles,събера се
1199,spielen::V,leke,играя
1200,spielen::V,spille,играя
1201,singen::V,synge,пея
1202,tanzen::V,danse,танцувам
1203,sich trennen::V,skilles,разделя се
1204,verlassen::V,forlate,напусна
1205,retten::V,redde,спася
1206,bewachen::V,bevokte,охранявам
1207,schützen::V,verne,запазя
1208,schützen::V,beskytte,запазя
1209,verteidigen::V,forsvare,защитя
1210,sich schlagen::V,slåss,бия се
1211,schießen::V,skyte,стрелям
1212,siegen::V,seire,победя
1213,ärgern::V,ergre,ядосам
1214,treten::V,sparke,ритам
1215,stechen::V,stikke,бодна
1216,stoßen::V,støte,бутна
1217,stoßen::V,støte,блъсна
1218,stehlen::V,stjele,
1219,stören::V,forstyrre,смутя
1220,belästigen::V,plage,отегча
1221,belästigen::V,plage,безпокоя
1222,belästigen::V,sjenere,отегча
1223,belästigen::V,sjenere,безпокоя
1224,verbergen::V,gjemme,скрия
1225,täuschen::V,villede,измамя
1226,betrügen::V,bedra,измамя
1227,töten::V,drepe,убия
1228,töten::V,drepe,умъртвя
1229,wohnen::V,bo,живея
1230,arbeiten::V,arbeide,работя
1231,sammeln::V,samle,събера
1232,pflücken::V,plukke,бера
1233,pflücken::V,plukke,откъсна
1234,jagen::V,jage,ловувам
1235,fischen::V,fiske,ловя риба
1236,fassen::V,fange,хвана
1237,hüten::V,vokte,пазя
1238,treiben::V,drive,карам
1239,anbinden::V,feste,завържа
1240,füttern::V,fore,храня
1241,melken::V,melke,доя
1242,hacken::V,hakke,сека
1243,gießen::V,helle,полея
1244,reifen::V,modne,узрея
1245,zubereiten::V,lage,приготвя
1246,zubereiten::V,tilberede,приготвя
1247,kochen::V,koke,варя
1248,backen::V,bake,пека
1249,braten::V,steke,пържа
1250,umrühren::V,røre om,разбъркам
1251,stricken::V,strikke,плета
1252,nähen::V,sy,шия
1253,färben::V,farge,боядисам
1254,reinigen::V,rense,почистя
1255,reinigen::V,gjøre ren,почистя
1256,waschen::V,vaske,мия
1257,waschen::V,vaske,пера
1258,abwischen::V,tørke av,избърша
1259,spülen::V,spyle,плакна
1260,spülen::V,skylle,плакна
1261,fegen::V,feie,измета
1262,kehren::V,koste,мета
1263,baden::V,bade,къпя се
1264,sich waschen::V,vaske seg,мия се
1265,ausziehen::V,ta av,съблека
1266,anziehen::V,ta på,облека
1267,sich anziehen::V,kle på seg,облека се
1268,kämmen::V,gre,реша
1269,kämmen::V,gre,вчеша
1270,kämmen::V,kjemme,реша
1271,kämmen::V,kjemme,вчеша
1272,schmücken::V,pynte,накича
1273,schmücken::V,smykke,накича
1274,sagen::V,si,кажа
1275,sprechen::V,snakke,говоря
1276,reden::V,tale,говоря
1277,reden::V,snakke,говоря
1278,sich unterhalten::V,samtale,разговарям
1279,fragen::V,spørre,запитам
1280,bitten::V,be,моля
1281,erzählen::V,fortelle,разкажа
1282,mitteilen::V,meddele,съобщя
1283,nennen::V,kalle,нарека
1284,rufen::V,rope,викам
1285,rufen::V,rope,повикам
1286,prahlen::V,skryte,хваля се
1287,übersetzen::V,oversette,преведа
1288,denken::V,tenke,мисля
1289,glauben::V,tro,вярвам
1290,bemerken::V,bemerke,забележа
1291,bemerken::V,legge merke til,забележа
1292,erkennen::V,gjenkjenne,позная
1293,begreifen::V,begripe,схвана
1294,verstehen::V,forstå,разбера
1295,verstehen::V,skjønne,разбера
1296,lernen::V,lære,уча се
1297,wissen::V,vite,зная
1298,sich erinnern an::V,huske på,спомня си за
1299,vergessen::V,glemme,забравя
1300,messen::V,måle,меря
1301,zählen::V,telle,броя
1302,rechnen::V,regne,сметна
1303,lesen::V,lese,чета
1304,malen::V,male,рисувам
1305,zeichnen::V,tegne,рисувам
1306,schreiben::V,skrive,пиша
1307,besitzen::V,eie,имам
1308,besitzen::V,eie,притежавам
1309,besitzen::V,inneha,имам
1310,besitzen::V,inneha,притежавам
1311,kaufen::V,kjøpe,купя
1312,kaufen::V,kjøpe,купувам
1313,verkaufen::V,selge,продам
1314,bezahlen::V,betale,заплатя
1315,zahlen::V,betale,платя
1316,beherrschen::V,beherske,владея
1317,ertragen::V,orke,понеса
1318,schlagen::V,,бия
1319,schlagen::V,,ударя
