,Concept_ID,mrj,mn
60,Geschmack::N,тот,амт
61,Geruch::N,пыш,үнэр
62,Schlaf::N,ом,нойр
63,Traum::N,ом,зүүд
64,Himmel::N,пӹлгом,тэнгэр
65,Himmel::N,пӹлгом,огторгуй
66,Sonne::N,кечӹ,нар
67,Mond::N,тӹлзӹ,сар
68,Stern::N,шӹдӹр,од
69,Luft::N,юж,агаар
70,Luft::N,воздух,агаар
71,Wind::N,мардеж,салхи
72,Welle::N,ко,долгио
73,Welle::N,ко,давалгаа
74,Welle::N,коэ,долгио
75,Welle::N,коэ,давалгаа
76,Wasser::N,вӹд,ус
77,Stein::N,кӱ,чулуу
78,Boden::N,рок,хөрс
79,Erde::N,свет,газар
80,Erde::N,свет,шороо
81,Staub::N,пырак,тоос
82,Rauch::N,шӹкш,утаа
83,Funke::N,ип,оч
84,Funke::N,тылип,оч
85,Feuer::N,тыл,гал
86,Licht::N,соты,гэрэл
87,Licht::N,соты,гэгээ
88,Licht::N,валгыды,гэрэл
89,Licht::N,валгыды,гэгээ
90,Schatten::N,ӹмӹл,сүүдэр
91,Wetter::N,игечӹ,тэнгэр
92,Wetter::N,игечӹ,цаг уур
93,Nebel::N,тӹтӹрӓ,будан
94,Wolke::N,пӹл,үүл
95,Regen::N,юр,бороо
96,Schnee::N,лым,цас
97,Eis::N,и,мөс
98,Frost::N,ӱштӹ,хүйт
99,Kälte::N,ӱштӹ,хүйт
100,Hitze::N,шокшы,халуун
101,Raureif::N,пöрш,цан
102,Raureif::N,пöрш,хяруу
103,Regenbogen::N,шанавӹл,солонго
104,Donner::N,хӹдӹртӹш,тэнгэрийн дуу
105,Strömung::N,йогы,урсгал
106,Tropfen::N,капльы,дусал
107,Tropfen::N,капльык,дусал
108,Schaum::N,шонг,хөөс
109,Schmutz::N,лявӹрӓ,хир
110,Schmutz::N,лявӹрӓ,шавхай
111,See::N,йӓр,нуур
112,Sumpf::N,лӱкӹ,намаг
113,Sumpf::N,лӱкӹ,балчиг
114,Moor::N,куп,хүлрийн намаг
115,Wiese::N,алык,нуга
116,Wald::N,шӹргӹ,ой
117,Hügel::N,пӱгӹрикӓ,болдог
118,Anhöhe::N,кӱкшикӓ,гүвээ
119,Berg::N,кырык,уул
120,Gipfel::N,неркӓ,орой
121,Gipfel::N,неркӓ,оргил
122,Höhle::N,ы́раж,агуй
123,Abhang::N,полом,хүр
124,Quelle::N,вӹдсӹнзӓ,булаг
125,Bach::N,ӓнгӹр,горхи
126,Fluss::N,вӹд,гол
127,Fluss::N,вӹд,мөрөн
128,Ufer::N,сир,эрэг
129,Küste::N,сир,эрэг
130,Festland::N,мӱлӓндӹ,хуурай газар
131,Meer::N,тангыж,далай
132,Meer::N,тангыж,тэнгис
133,Bucht::N,вӹдъял,булан
134,Bucht::N,вӹдъял,далайн тохой
135,Insel::N,острок,арал
136,Blume::N,пеледӹш,цэцэг
137,Gras::N,шуды,өвс
138,Gras::N,шуды,ногоо
139,Wurzel::N,важ,үндэс
140,Baum::N,пушӓнгӹ,мод
141,Stamm::N,пушӓнгӹ тӹнг,иш
142,Stamm::N,пушӓнгӹ тӹнг,гуалин
143,Rinde::N,каргыж,холтос
144,Ast::N,укш,гишүү
145,Zweig::N,укш,салаа
146,Blatt::N,листӹ,навч
147,Birke::N,куги,хус
148,Kiefer[Baum]::N,йӓктӹ,нарс
149,Weide[Baum]::N,уа,уд
150,Weide[Baum]::N,уа,бургас
151,Tanne::N,кож,гачуур
152,Horn::N,шур,эвэр
153,Feder::N,пын,өд
154,Fell::N,кавашты,арьс
155,Flügel::N,шылдыр,жигүүр
156,Flügel::N,шылдыр,далавч
157,Klaue::N,кӹч,савар
158,Klaue::N,кӹч,хумс
159,Kralle::N,лапа,савар
160,Schwanz::N,пач,сүүл
161,Ei::N,мыны,өндөг
162,Nest::N,пӹжӓш,үүр
163,Bau::N,ыраж,нүх
164,Bau::N,ыраж,элүү
165,Tier::N,во́льык,амьтан
166,Tier::N,во́льык,адгуус
167,Herde::N,кӹтö,сүрэг
168,Kuh::N,ышкал,үнээ
169,Bulle::N,ӱшкӱж,бух
170,Pferd::N,имни,морь
171,Pferd::N,имни,адуу
172,Schaf::N,шарык,хонь
173,Schwein::N,сасна,гахай
174,Hund::N,пи,нохой
175,Katze::N,коти,муур
176,Katze::N,коти,мигуй
177,Bär::N,мöскӓ,баавгай
178,Eichhörnchen::N,ур,хэрэм
179,Elch::N,шарды,хандгай
180,Fuchs::N,рӹвӹж,үнэг
181,Hase::N,морен,туулай
182,Maus::N,каля,хулгана
183,Wolf::N,пирӹ,чоно
184,Vogel::N,кек,шувуу
185,Schwarm::N,цуца,сүрэг
186,Huhn::N,цӹвӹ,тахиа
187,Hahn::N,ӓптӓн,эр тахиа
188,Gans::N,комбы,галуу
189,Adler::N,кучкыж,бүргэд
190,Ente::N,лыды,нугас
191,Eule::N,тымана,ууль
192,Kranich::N,тырня,тогоруу
193,Kranich::N,тыртня,тогоруу
194,Krähe::N,лудыгарак,хэрээ
195,Kuckuck::N,куку,хөхөө
196,Schwan::N,йӱксӹ,хун
197,Fisch::N,кол,загас
198,Barsch::N,алангы,алгана
199,Hecht::N,нуж,цурхай
200,Hecht::N,нужгол,цурхай
201,Schlange[Tier]::N,кӹшкы,могой
202,Wurm::N,шукш,өт
203,Wurm::N,шукш,хорхой
204,Spinne::N,ӓнгӹремшӹ,аалз
205,Ameise::N,кыткы,шоргоолж
206,Laus::N,ти,бөөс
207,Mücke::N,кужнер,шумуул
208,Mücke::N,кужынер,шумуул
209,Fliege::N,шӹнгӓ,ялаа
210,Schmetterling::N,лӹпӹ,эрвээхэй
211,Beere::N,мöр,жимсгэнэ
212,Apfel::N,олма,алим
213,Pilz::N,понгы,мөөг
214,Zwiebel::N,охыра,сонгино
215,Saat::N,нӱшмӹ,тариа
216,Saat::N,нӱшмӱ,тариа
217,Korn::N,пӹрцӹ,үр
218,Korn::N,пӹрцӹ,мөхлөг
219,Heu::N,шуды,өвс
220,Schale::N,аваха,хальс
221,Schale::N,карлангы,хальс
222,Grube::N,йӓм,алам
223,Grube::N,йӓм,нүх
224,Falle::N,лӱдӹ,хавх
225,Falle::N,лӱдӹ,занга
226,Falle::N,лӱдӹш,хавх
227,Falle::N,лӱдӹш,занга
228,Schlinge::N,онгы,урхи
229,Spur::N,кишӓ,мөр
230,Asche::N,ломых,үнс
231,Asche::N,ломпыж,үнс
232,Dreck::N,лявӹрӓ,хир
233,Eisen::N,кӹртни,төмөр
234,Gold::N,шöртни,алт
235,Gold::N,шöртньӹ,алт
236,Silber::N,ши,мөнгө
237,Kohle::N,шӱ,нүүрс
238,Glas::N,охоница,шил
239,Lehm::N,шун,шавар
240,Sand::N,ошма,элс
241,Mensch::N,эдем,хүн
242,Mann::N,пӱэргӹ,эр
243,Mann::N,пӱэргӹ,эрэгтэй
244,Frau::N,ӹдӹрӓмӓш,эмэгтэй
245,Frau::N,ӹдӹрӓмӓш,хатагтай
246,Kind::N,ӓзӓ,хүүхэд
247,Kind::N,шачшы,хүүхэд
248,Junge::N,рвезӹ,хүү
249,Junge::N,ӹрвезӹ,хүү
250,Mädchen::N,ӹдӹрӓш,охин
251,Mädchen::N,ӹдӹрӓш,бүсгүй
252,Familie::N,йиш,айл
253,Familie::N,семня,айл
254,Großvater::N,тьоти,өвгөн аав
255,Großmutter::N,папа,эмэг эх
256,Großmutter::N,папа,эмгээ
257,Eltern::N,ӓтя-ӓвӓ,эцэг эх
258,Vater::N,ӓтя,аав
259,Vater::N,ӓтя,эцэг
260,Mutter::N,ӓвӓ,эх
261,Mutter::N,ӓвӓ,ээж
262,Sohn::N,эргӹ,хүү
263,Tochter::N,ӹдӹр,охин
264,Bruder::N,ӹза,ах
265,Bruder::N,ӹза,дүү
266,Schwester::N,ӓкӓ,эгч
267,Schwester::N,ӓкӓ,охин дүү
268,Onkel::N,кугуза,авга ах
269,Onkel::N,кугуза,нагац ах
270,Tante::N,куака,авга эгч
271,Tante::N,куака,нагац эгч
272,Ehemann::N,мары,нөхөр
273,Ehefrau::N,вӓтӹ,эхнэр
274,Ehefrau::N,вӓтӹ,гэргий
275,Freude::N,ӹвӹртӹмӓш,баяр
276,Freude::N,ӹвӹртӹмӓш,баясгалан
277,Gelächter::N,ваштылмаш,инээдэм
278,Glück::N,пиӓл,жаргалан
279,Kummer::N,ясы,гаслан
280,Wunsch::N,охата,ерөөл
281,Wunsch::N,шанымаш,ерөөл
282,Lust::N,шӓр,дур
283,Lust::N,шӓр,хүсэл
284,Lust::N,охата,дур
285,Lust::N,охата,хүсэл
286,Lust::N,шанымаш,дур
287,Lust::N,шанымаш,хүсэл
288,Geist::N,тух,оюун
289,Gedanke::N,шанымаш,сэтгэл
290,Gedächtnis::N,ӓш,ой
291,Gedächtnis::N,ӓш,цээж
292,Verstand::N,ыш,ухаан
293,Sinn::N,кын,утга
294,Grund::N,вир,учир
295,Wahrheit::N,тöр,үнэн
296,Gespräch::N,хытырымаш,яриа
297,Märchen::N,ямак,явган үлгэр
298,Erzählung::N,шайыштмаш,тууж
299,Nachricht::N,увертӓрӹмӓш,мэдээ
300,Neuigkeit::N,увер,сонин
301,Name::N,лӹм,нэр
302,Rätsel::N,тышты,оньсого
303,Rede::N,шая,хэлсэн үг
304,Rede::N,шамак,хэлсэн үг
305,Sprache::N,йӹлмӹ,хэл
306,Stimme::N,юк,дуу
307,Wort::N,шамак,үг
308,Zeichen::N,палӹ,тамга
309,Zeichen::N,палӹ,тэмдэг
310,Ruf::N,сӹгӹрӹмӓш,дуудлага
311,Lärm::N,юкланымащ,шуугиан
312,Lärm::N,юкланымащ,чимээ
313,Laut::N,юк,анир
314,Laut::N,юк,дуу
315,Ton::N,юк,авиа
316,Ton::N,юк,аялгуу
317,Lied::N,мыры,дуу
318,Ruhe::N,тыр,энх
319,Ruhe::N,тыр,тайван
320,Leute::N,эдемвлӓ,хүмүүс
321,Volk::N,халык,улс
322,Arbeit::N,пӓшӓ,ажил
323,Arbeit::N,пӓшӓ,хөдөлмөр
324,Gast::N,хына,зочин
325,Gast::N,хына,айлчин
326,Geschenk::N,подарка,бэлэг
327,Spiel::N,мадыш,наадам
328,Spiel::N,мадыш,тоглоом
329,Gesellschaft::N,йӓл,хамт байх
330,Gesellschaft::N,йӓлвлӓ,хамт байх
331,Hilfe::N,палшык,тусламж
332,Freund::N,тӓнг,найз
333,Freund::N,тӓнг,нөхөр
334,Kamerad::N,тос,хань
335,Kamerad::N,тос,нөхөр
336,Angelegenheit::N,дела,хэрэг
337,Angelegenheit::N,йела,хэрэг
338,Angelegenheit::N,йыла,хэрэг
339,Angelegenheit::N,пӓшӓ,хэрэг
340,Anzahl::N,шот,тоо
341,Art::N,цӹре,төрөл
342,Art::N,цӹре,янз
343,Stück::N,лаштык,хэсэг
344,Teil::N,пай,хувь
345,Teil::N,пай,хэсэг
346,Teil::N,часть,хувь
347,Teil::N,часть,хэсэг
348,Hälfte::N,пел,хагас
349,Kreis::N,тӹртӹш,тойрог
350,Kreis::N,тӹртӹш,хүрээ
351,Kreuz::N,крестӹ,загалмай
352,Abstand::N,ло,зай
353,Entfernung::N,ло,зай
354,Entfernung::N,ло,хол ойр
355,Gegend::N,вӓр,хавь
356,Gegend::N,вӓр,газар
357,Platz::N,вӓр,зай
358,Platz::N,вӓр,завсар
359,Ort::N,вӓр,газар
360,Ort::N,вӓр,байр
361,Seite::N,öрдӹж,тал
362,Seite::N,öрдӹж,этгээд
363,Mitte::N,ло,төв
364,Mitte::N,ло,дунд
365,Gegenstand::N,хӓдӹр,юм
366,Sache::N,хӓдӹр,үйл
367,Sache::N,хӓдӹр,хэрэг
368,Rand::N,шöр,зах
369,Rand::N,шöр,хөвөө
370,Kante::N,шöр,ирмэг
371,Ecke::N,лык,өнцөг
372,Spitze::N,вуй,үзүүр
373,Ende::N,вуй,зах
374,Ende::N,вуй,үзүүр
375,Ende::N,мычаш,зах
376,Ende::N,мычаш,үзүүр
377,Loch::N,ыраж,цоорхой
378,Loch::N,ыраж,онгорхой
379,Winkel::N,лык,өнцөг
380,Muster::N,тӹрлец,хээ
381,Muster::N,тӹрлец,угалз
382,Größe::N,кӱкшӹц,хэмжээ
383,Länge::N,кыт,урт
384,Höhe::N,кӱкшӹц,өндөр
385,Gewicht::N,нелӹц,жин
386,Menge::N,шот,тоо
387,Haufen::N,ара,бөөн
388,Reihe::N,ряд,эгнээ
389,Boot::N,пыш,завь
390,Ruder::N,вешлӓ,сэлүүр
391,Schlitten::N,тир,чарга
392,Ski::N,ечӹ,цана
393,Lagerfeuer::N,тыл,түүдэг
394,Last::N,нелӹц,ачаа
395,Gang::N,ход,явдал
396,Schritt::N,ашкыл,алхам
397,Norden::N,йыдпелвел,умар
398,Süden::N,кечӹвӓлвел,урд
399,Süden::N,кечӹвӓлвел,өмнө
400,Westen::N,кечӹ шӹцмӹ,өрнө
401,Westen::N,кечӹ шӹцмӹ,баруун
402,Osten::N,ирвел,зүүн
403,Osten::N,ирвел,дорно
404,Osten::N,кечӹ лӱлтмӹ,зүүн
405,Osten::N,кечӹ лӱлтмӹ,дорно
406,Holz::N,пушӓнгӹ,мод
407,Brett::N,ханга,банз
408,Platte::N,плитӓ,хавтан
409,Stütze::N,цӓрӓк,тулгуур
410,Stütze::N,цӓрӓк,тулга
411,Stange::N,равы,сургааг
412,Stange::N,намаш,сургааг
413,Stock::N,панды,саваа
414,Stab::N,равы,таяг
415,Rohr::N,пыч,хоолой
416,Haus::N,пöрт,гэр
417,Haus::N,пöрт,байшин
418,Heim::N,пöрт,гэр
419,Ofen::N,камака,зуух
420,Ofen::N,камака,пийшин
421,Fußboden::N,седӹрӓ,шал
422,Tisch::N,стöл,ширээ
423,Stuhl::N,пöкен,сандал
424,Wiege::N,шипкӓ,өлгий
425,Bett::N,койка,ор
426,Bett::N,кравать,ор
427,Regal::N,полицӓ,тавиур
428,Kiste::N,шӱ́ндӹк,авдар
429,Kiste::N,шӱ́ндӹк,хайрцаг
430,Fenster::N,окня,гэгээвч
431,Tür::N,амаса,үүд
432,Tür::N,амаса,хаалга
433,Tor::N,хапка,хаалга
434,Zaun::N,забор,хашаа
435,Dach::N,левӓш,дээвэр
436,Leiter::N,ташкалтыш,шат
437,Besen::N,сало,хамуур
438,Besen::N,сало,туужуу
439,Besen::N,салко,хамуур
440,Besen::N,салко,туужуу
441,Spaten::N,кольмы,хүрз
442,Schaufel::N,лоток,хүрз
443,Gabel::N,ви́лка,сэрээ
444,Löffel::N,савала,халбага
445,Messer::N,кӹзӹ,хутга
446,Nagel::N,пыда,хадаас
447,Netz::N,вӓпш,өөш
448,Netz::N,вӓпш,тор
449,Haken::N,крӱк,гох
450,Haken::N,кагак,гох
451,Griff::N,кычем,иш
452,Griff::N,кычем,сэнж
453,Schloss::N,замок,цуурга
454,Schloss::N,замок,цоож
455,Schloss::N,сыравач,цуурга
456,Schloss::N,сыравач,цоож
457,Bild::N,картин,зураг
458,Figur::N,кӓн,баримал
459,Puppe::N,поханя,хүүхэлдэй
460,Beutel::N,мешӓк,агсаа
461,Beutel::N,мешӓк,уут
462,Bündel::N,топ,боодол
463,Bündel::N,пидӹш,боодол
464,Bündel::N,кӹлдӹш,боодол
465,Tasche::N,сумкы,цүнх
466,Eimer::N,ведӹрӓ,хөнөг
467,Eimer::N,ведӹрӓ,хувин
468,Deckel::N,комдыш,таг
469,Deckel::N,комдыш,хавхаг
470,Geschirr::N,ӓтӹ,сав суулга
471,Sack::N,мешӓк,шуудай
472,Tasse::N,цӓшкӓ,аяга
473,Topf::N,ми́ска,тогоо
474,Kessel::N,пад,тогоо
475,Essen::N,качкыш,идээ
476,Essen::N,качкыш-йӱш,идээ
477,Nahrung::N,качкыш,хүнс
478,Nahrung::N,качкыш-йӱш,хүнс
479,Speise::N,няня,идээ
480,Fleisch::N,пай,мах
481,Getreide::N,киндӹ,будаа
482,Brei::N,шӹрӓш,богшмол
483,Brei::N,шӹрӓш,будаа
484,Brot::N,сыкыр,талх
485,Scheibe::N,ламыт,зүсэм
486,Scheibe::N,ламыт,хэрчим
487,Scheibe::N,лаштык,зүсэм
488,Scheibe::N,лаштык,хэрчим
489,Fett::N,кая,өөх
490,Butter::N,ӱ,тос
491,Öl::N,ӱ,тос
492,Salz::N,санзал,давс
493,Suppe::N,лем,шөл
494,Honig::N,мӱ,бал
495,Milch::N,шӹшер,сүү
496,Tee::N,чӓй,цай
497,Leder::N,шарга,арьс
498,Leder::N,шарга,савхи
499,Leder::N,кавашты,арьс
500,Leder::N,кавашты,савхи
501,Wolle::N,миж,ноос
502,Wolle::N,миж,унгас
503,Stoff::N,матер,бөс
504,Stoff::N,матери,бөс
505,Nadel::N,им,зүү
506,Faden::N,шӹртӹ,боолт
507,Faden::N,шӹртӹ,утас
508,Knopf::N,полдыш,товч
509,Knoten::N,пӱкшем,зангилаа
510,Farbe::N,чиӓ,будаг
511,Farbe::N,крӓскӓ,будаг
512,Kleidung::N,выргем,хувцас
513,Hemd::N,тыгыр,цамц
514,Kragen::N,шӱ,зах заам
515,Ärmel::N,шокш,ханцуй
516,Hose::N,ялаш,өмд
517,Gürtel::N,ӹштӹ,бүс
518,Mütze::N,упш,малгай
519,Mütze::N,упш,бүрх
520,Schuh::N,ту́фльы,туфли
521,Stiefel::N,кем,гутал
522,Ring::N,шӓргӓш,бөгж
523,Band::N,лемтӓ,тууз
524,Kamm::N,шерге,сам
525,Spiegel::N,тӹгӹр,толь
526,Riemen::N,прӓжӓ,тасам
527,Riemen::N,прӓжӓ,сур
528,Schnur::N,кӓндӹра,татлага
529,Leine::N,керем,оосор
530,Decke::N,одеял,хөнжил
531,Decke::N,одеял,хучлага
532,Kissen::N,кӹпцӹк,дэр
533,Tuch::N,савыц,алчуур
534,Tuch::N,савыц,даавуу
535,Handtuch::N,шӹргӹсавыц,алчуур
536,Handtuch::N,шӹргӹмсавыц,алчуур
537,Kraft::N,ви,чадал
538,Kraft::N,ви,хүч
539,Stärke::N,ви,эрч
540,Stärke::N,ви,тэнхээ
541,Gesundheit::N,шу,бие
542,Gesundheit::N,шу,эрүүл мэнд
543,Gesundheit::N,шулык,бие
544,Gesundheit::N,шулык,эрүүл мэнд
545,Krankheit::N,мыж,эмгэг
546,Schmerz::N,карштыш,өвчин
547,Wunde::N,шушыр,шарх
548,Fieber::N,ӱштӹмыж,халуун
549,Arznei::N,лекӓрцӹ,эм
550,Brücke::N,кӹвер,гүүр
551,Brunnen::N,вӹдсӹнзӓ,худаг
552,Weide::N,ныр,бэлчээр
553,Pfad::N,ялгорны,жим
554,Pfad::N,ялгорны,зөрөг
555,Weg::N,корны,зам
556,Weg::N,корны,харгуй
557,Straße::N,корны,зам
558,Straße::N,корны,харгуй
559,Dorf::N,сола,тосгон
560,Dorf::N,сола,гацаа
561,Stadt::N,города,хот
562,Brief::N,сирмӓш,захидал
563,Brief::N,сирмӓш,захиа
564,Buch::N,книгӓ,ном
565,Buch::N,книгӓ,бичиг
566,Buchstabe::N,буква́,үсэг
567,Zeitung::N,газет,сонин
568,Zeitung::N,кайзет,сонин
569,Leben::N,житя,амь
570,Leben::N,житя,амьдрал
571,Tod::N,смöрт,үхэл
572,Grab::N,шӹгер,булш
573,Grab::N,мыгилӓ,булш
574,Grab::N,шӹгерлӓ,булш
575,Kirche::N,церкӹ,сүм
576,Sünde::N,сулык,нүгэл
577,Sünde::N,сулык,хилэнц
578,Gott::N,йымы,бурхан
579,Arbeiter::N,пӓшӓзӹ,ажилчин
580,Arbeiter::N,пӓшӓзӹ,хөдөлмөрчин
581,Chef::N,вуй,дарга
582,Meister::N,мастар,дархан
583,Arzt::N,доктор,эмч
584,Lehrer::N,тымдышы,багш
585,Geld::N,окса,цаас
586,Geld::N,окса,мөнгө
587,Geschäft::N,торге́йӹмӓш,наймаа
588,Laden::N,лапка,дэлгүүр
589,Laden::N,магазин,дэлгүүр
590,Preis::N,ӓк,үнэ
591,Ware::N,товар,таваар
592,Ware::N,товар,бараа
593,Nutzen::N,пайда,ашиг
594,Reichtum::N,перке,баялаг
595,Welt::N,сӓндӓлӹк,дэлхий
596,Welt::N,сӓндӓлӹк,орчлон
597,Welt::N,свет,дэлхий
598,Welt::N,свет,орчлон
599,Land::N,сӓндӓлӹк,улс
600,Land::N,сӓндӓлӹк,орон
601,Staat::N,кугижӓншӹ,төр
602,Staat::N,кугижӓншӹ,гүрэн
603,König::N,король,ван
604,Macht::N,власть,засаг
605,Grenze::N,пӹсмӓн,хил
606,Krieg::N,вырсы,дайн
607,Feind::N,тышман,дайсан
608,Gewalt::N,ви,хүчирхэх
609,Kampf::N,кредӓлмӓш,тэмцэл
610,Kampf::N,кредӓлмӓш,байлдаан
611,Bogen[Waffe]::N,янгеж,нум
612,Pfeil::N,пикш,годил
613,Pfeil::N,пикш,сум
614,Gewehr::N,пичӓл,буу
615,Fehler::N,самынь,эндэл
616,Fehler::N,самынь,алдаа
617,Lüge::N,шая,худал
618,Schaden::N,вре́дӓ,хор
619,Schaden::N,вре́дӓ,хөнөөл
620,Unglück::N,пёда,гай
621,Unglück::N,пёда,гамшиг
622,Unglück::N,тымаша,гай
623,Unglück::N,тымаша,гамшиг
624,Schuld::N,вуйнамат,гэм
625,Schuld::N,вуйнамат,буруу
626,Alter::N,иӓш,нас
627,Alter::N,игечӹ,нас
628,Schluss::N,пӹтӓртӹш,эцэс
629,Schluss::N,пӹтӓртӹш,төгсгөл
630,Zeit::N,веремӓ,цаг
631,Tag::N,кечӹ,өдөр
632,Morgen::N,ир,өглөө
633,Morgen::N,ирок,өглөө
634,Mittag::N,кечӹвӓл,үд
635,Abend::N,вады,үдэш
636,Nacht::N,йыд,шөнө
637,Woche::N,ӓрня,долоо хоног
638,Monat::N,тӹ́лзӹ,сар
639,Jahr::N,год,жил
640,Frühling::N,шошым,хавар
641,Sommer::N,кӓнгӹж,зун
642,Herbst::N,шӹжӹ,намар
643,Winter::N,тел,өвөл
644,Winter::N,телӹ,өвөл
645,Januar::N,январ,нэгдүгээр сар
646,Januar::N,январь,нэгдүгээр сар
647,Februar::N,февраль,хоёрдугаар сар
648,März::N,март,гуравдугаар сар
649,April::N,апрель,дөрөвдүгээр сар
650,Mai::N,май,тавдугаар сар
651,Juni::N,июнь,зургаадугаар сар
652,Juli::N,июль,долдугаар сар
653,August::N,август,наймдугаар сар
654,September::N,сентябрь,есдүгээр сар
655,Oktober::N,октябрь,аравдугаар сар
656,November::N,ноябрь,арван нэгдүгээр сар
657,Dezember::N,декавыр,арван хоёрдугаар сар
658,Montag::N,шачмы,даваа
659,Dienstag::N,кышкыжмы,мягмар
660,Mittwoch::N,вӹрчегӹ,лхагва
661,Donnerstag::N,изӓрня,пүрэв
662,Freitag::N,когарня,баасан
663,Samstag::N,кукшыгечӹ,бямба
664,Sonntag::N,рушӓрня,ням
665,groß::A,кого,их
666,groß::A,кого,том
667,klein::A,изи,бага
668,klein::A,изи,жаахан
669,lang::A,кужы,урт
670,kurz::A,кӹтӹк,охор
671,kurz::A,кӹтӹк,богино
672,breit::A,кымда,өргөн
673,schmal::A,ӓнгӹсӹр,уйтан
674,schmal::A,ӓнгӹсӹр,нарийн
675,dicht::A,шӹре,нягт
676,dicht::A,шӹре,чигжүү
677,dick[Gegenstand]::A,кӹжгӹ,зузаан
678,dünn::A,вӹцкӹж,нимгэн
679,fein::A,пыльга,нарийн
680,fest::A,цаткыды,бөх
681,fest::A,цаткыды,хатуу
682,flach::A,тӓлякӓ,хавтгай
683,glatt::A,ягылгы,цагаан
684,hart::A,пингӹдӹ,хатуу
685,weich::A,пышкыды,зөөлөн
686,rund::A,тӹртӹш,дугуй
687,rund::A,тӹртӹш,дугариг
688,spitz::A,кашар,шовх
689,spitz::A,кашар,шовгор
690,scharf::A,кашар,хурц
691,scharf::A,кашар,иртэй
692,stumpf::A,нӹшкӹ,мохоо
693,schwer::A,нелӹ,хүнд
694,schön::A,цевер,гуа
695,schön::A,цевер,сайхан
696,schön::A,олмыдшы,гуа
697,schön::A,олмыдшы,сайхан
698,heiß::A,шокшы,халуун
699,warm::A,шокшы,дулаан
700,kalt::A,ӱштӹ,хүйтэн
701,kühl::A,юалгы,сэрүүн
702,kühl::A,йонгата,сэрүүн
703,frisch::A,йонгата,эрүүл
704,frisch::A,йонгата,жихүүн
705,feucht::A,ӹлӹкшӹ,чийгтэй
706,feucht::A,вӹдӹжгӹ,чийгтэй
707,nass::A,начкы,нойтон
708,trocken::A,кукшы,хатсан
709,voll::A,темшӹ,дүүрэн
710,voll::A,темыман,дүүрэн
711,leer::A,йӓрӓ,хоосон
712,offen::A,виш,онгорхой
713,geschlossen::A,чӱчмӹ,битүү
714,geschlossen::A,чӱчмӹ,хаалтай
715,geschlossen::A,тӹкӹлӓлтшӹ,битүү
716,geschlossen::A,тӹкӹлӓлтшӹ,хаалтай
717,sauber::A,ире,цэвэр
718,sauber::A,ире,хиргүй
719,schmutzig::A,шоран,бохир
720,schmutzig::A,шоран,хиртэй
721,schmutzig::A,лявӹрӓн,бохир
722,schmutzig::A,лявӹрӓн,хиртэй
723,schmutzig::A,шорангшы,бохир
724,schmutzig::A,шорангшы,хиртэй
725,roh::A,пеле кӱшӹ,түүхий
726,reif::A,кӱшӹ,болсон
727,lecker::A,тотан,амттай
728,süß::A,мӱӓн,амттай
729,süß::A,мӱӓн,чихэрлэг
