,Concept_ID,ro,lez
67,Traum::N,vis,ахвар
68,Himmel::N,cer,цав
69,Sonne::N,soare,рагъ
70,Mond::N,lună,варз
71,Stern::N,stea,гъед
72,Luft::N,aer,гьава
73,Wind::N,vânt,гар
74,Welle::N,val,лепе
75,Welle::N,undă,лепе
76,Wasser::N,apă,яд
77,Stein::N,piatră,къван
78,Boden::N,sol,накьв
79,Boden::N,pământ,накьв
80,Erde::N,pământ,ччил
81,Staub::N,praf,руг
82,Rauch::N,fum,гум
83,Funke::N,scânteie,цӏелхем
84,Feuer::N,foc,цӏай
85,Licht::N,lumină,экв
86,Schatten::N,umbră,серин
87,Wetter::N,timp,гьава
88,Wetter::N,vreme,гьава
89,Nebel::N,ceață,ччилин циф
90,Nebel::N,negură,ччилин циф
91,Wolke::N,nor,циф
92,Regen::N,ploaie,марф
93,Schnee::N,zăpadă,жив
94,Eis::N,gheață,мурк
95,Frost::N,ger,аяз
96,Kälte::N,frig,мекь
97,Kälte::N,frig,мекьивал
98,Hitze::N,arșiță,зегьем
99,Hitze::N,căldură,зегьем
100,Raureif::N,chiciură,къирав
101,Regenbogen::N,curcubeu,яргъируш
102,Donner::N,tunet,цавун ван
103,Strömung::N,curent,
104,Tropfen::N,picătură,стӏал
105,Schaum::N,spumă,каф
106,Schmutz::N,murdărie,чирк
107,Schmutz::N,murdărie,кьуруш
108,See::N,lac,вир
109,Sumpf::N,mlaștină,уьлен
110,Moor::N,bărăgan,
111,Wiese::N,fânaț,векь
112,Wiese::N,livadă,векь
113,Wald::N,codru,там
114,Wald::N,pădure,там
115,Hügel::N,deal,кӏунтӏ
116,Hügel::N,movilă,кӏунтӏ
117,Anhöhe::N,deal,тепе
118,Anhöhe::N,deal,гьуьндуьрвал
119,Anhöhe::N,ridicătură,тепе
120,Anhöhe::N,ridicătură,гьуьндуьрвал
121,Berg::N,munte,дагъ
122,Gipfel::N,pisc,кӏукӏ
123,Höhle::N,peșteră,кьветӏ
124,Abhang::N,pantă,гуьне
125,Abhang::N,versant,гуьне
126,Quelle::N,izvor,чешме
127,Bach::N,gârlă,булах
128,Fluss::N,râu,вацӏ
129,Fluss::N,fluviu,вацӏ
130,Ufer::N,mal,къерех
131,Ufer::N,țărm,къерех
132,Küste::N,coastă,къерех
133,Festland::N,uscat,кьурамат
134,Meer::N,mare,гьуьл
135,Bucht::N,golf,бухта
136,Insel::N,insulă,остров
137,Blume::N,floare,цуьк
138,Gras::N,iarbă,хъач
139,Wurzel::N,rădăcină,дувул
140,Baum::N,copac,ттар
141,Baum::N,arbore,ттар
142,Stamm::N,tulpină,тан
143,Rinde::N,scoarță,чкал
144,Ast::N,cracă,тӏур
145,Ast::N,creangă,тӏур
146,Zweig::N,ramură,хел
147,Zweig::N,creangă,хел
148,Blatt::N,frunză,пеш
149,Birke::N,mesteacăn,верх
150,Kiefer[Baum]::N,pin,шамагъаж
151,Weide[Baum]::N,salcie,цӏвелин ттар
152,Weide[Baum]::N,răchită,цӏвелин ттар
153,Tanne::N,brad,ель
154,Horn::N,corn,карч
155,Feder::N,pană,цӏакул
156,Fell::N,piele,хам
157,Flügel::N,aripă,лув
158,Klaue::N,gheară,къармах
159,Kralle::N,labă,пац
160,Kralle::N,labă,тапас
161,Kralle::N,gheară,пац
162,Kralle::N,gheară,тапас
163,Schwanz::N,coadă,ттум
164,Ei::N,ou,кака
165,Nest::N,cuib,муг
166,Bau::N,bârlog,тӏеквен
167,Bau::N,vizuină,тӏеквен
168,Tier::N,animal,гьайван
169,Herde::N,turmă,суьруь
170,Herde::N,cireadă,суьруь
171,Kuh::N,vacă,ккал
172,Bulle::N,taur,яц
173,Bulle::N,taur,бугъа
174,Pferd::N,cal,балкӏан
175,Schaf::N,oaie,хеб
176,Schwein::N,porc,вак
177,Hund::N,câine,кицӏ
178,Katze::N,pisică,кац
179,Bär::N,urs,сев
180,Eichhörnchen::N,veveriță,белка
181,Elch::N,elan,лось
182,Fuchs::N,vulpe,сикӏ
183,Hase::N,iepure,къуьр
184,Maus::N,șoarece,кьиф
185,Wolf::N,lup,жанавур
186,Vogel::N,pasăre,луван ничхир
187,Schwarm::N,cârd,луж
188,Huhn::N,găină,верч
189,Hahn::N,cocoș,кӏек
190,Gans::N,gâscă,къаз
191,Adler::N,vultur,лекь
192,Ente::N,rață,пӏатӏ
193,Eule::N,bufniță,тӏиб
194,Kranich::N,cocor,дурна
195,Krähe::N,cioară,къаргъа
196,Kuckuck::N,cuc,кукупӏ
197,Schwan::N,lebădă,къугь
198,Fisch::N,pește,гъед
199,Barsch::N,biban,окунь
200,Hecht::N,știucă,щука
201,Schlange[Tier]::N,șarpe,илан
202,Schlange[Tier]::N,șarpe,гъуьлягъ
203,Wurm::N,vierme,квак
204,Spinne::N,păianjen,хуьшрекан
205,Ameise::N,furnică,цегв
206,Laus::N,păduche,нет
207,Mücke::N,țânțar,ветӏ
208,Fliege::N,muscă,тӏветӏ
209,Schmetterling::N,fluture,чепелукь
210,Beere::N,boabă,куьлуь емиш
211,Apfel::N,măr,ич
212,Pilz::N,burete,къарникъуз
213,Pilz::N,ciupercă,къарникъуз
214,Zwiebel::N,ceapă,чичӏек
215,Saat::N,semănătură,тумар
216,Korn::N,grâu,твар
217,Heu::N,fân,векь
218,Heu::N,fân,векьер
219,Schale::N,coajă,пириш
220,Schale::N,coajă,хъуьруьш
221,Grube::N,groapă,фур
222,Falle::N,cursă,ракьар
223,Falle::N,capcană,ракьар
224,Schlinge::N,laț,гьалкъа
225,Spur::N,dâră,гел
226,Asche::N,cenușă,руьхъ
227,Dreck::N,noroi,чирк
228,Dreck::N,noroi,кьуруш
229,Dreck::N,murdărie,чирк
230,Dreck::N,murdărie,кьуруш
231,Eisen::N,fier,ракь
232,Gold::N,aur,алтун
233,Silber::N,argint,гимиш
234,Kohle::N,cărbune,цӏивин
235,Glas::N,sticlă,шуьше
236,Lehm::N,lut,ччеб
237,Lehm::N,humă,ччеб
238,Sand::N,nisip,къум
239,Mensch::N,om,инсан
240,Mensch::N,persoană,инсан
241,Mann::N,om,итим
242,Mann::N,bărbat,итим
243,Frau::N,femeie,паб
244,Frau::N,femeie,дишегьли
245,Kind::N,copil,аял
246,Junge::N,băiat,гада
247,Junge::N,flăcău,гада
248,Mädchen::N,fată,руш
249,Familie::N,familie,хзан
250,Familie::N,familie,килфет
251,Großvater::N,bunic,чӏехи буба
252,Großvater::N,tată mare,чӏехи буба
253,Großmutter::N,bunică,чӏехи диде
254,Großmutter::N,mamă mare,чӏехи диде
255,Eltern::N,părinți,диде-буба
256,Vater::N,tată,буба
257,Vater::N,părinte,буба
258,Mutter::N,mamă,диде
259,Sohn::N,fiu,хва
260,Sohn::N,fecior,хва
261,Tochter::N,fiică,руш
262,Bruder::N,frate,стха
263,Schwester::N,soră,вах
264,Onkel::N,unchi,ими
265,Onkel::N,unchi,халу
266,Tante::N,mătușă,эме
267,Tante::N,mătușă,хала
268,Ehemann::N,soț,гъуьл
269,Ehemann::N,bărbat,гъуьл
270,Ehefrau::N,soție,паб
271,Freude::N,bucurie,шадвал
272,Gelächter::N,râset,хъвер
273,Glück::N,fericire,бахт
274,Kummer::N,mâhnire,дерт
275,Kummer::N,mâhnire,хажалат
276,Wunsch::N,dorință,мурад
277,Wunsch::N,deziderat,мурад
278,Lust::N,poftă,гьевес
279,Lust::N,înclinare,гьевес
280,Geist::N,duh,руьгь
281,Geist::N,minte,руьгь
282,Geist::N,suflet,руьгь
283,Gedanke::N,gând,фикир
284,Gedanke::N,cuget,фикир
285,Gedächtnis::N,memorie,
286,Verstand::N,minte,акьул
287,Verstand::N,intelect,акьул
288,Sinn::N,sens,мана
289,Sinn::N,înțeles,мана
290,Grund::N,cauză,себеб
291,Grund::N,pricină,себеб
292,Wahrheit::N,adevăr,керчек
293,Wahrheit::N,adevăr,гьакъикъат
294,Gespräch::N,convorbire,ихтилат
295,Gespräch::N,conversație,ихтилат
296,Märchen::N,basm,мах
297,Märchen::N,poveste,мах
298,Erzählung::N,poveste,кьиса
299,Nachricht::N,veste,хабар
300,Neuigkeit::N,noutate,цӏийи хабар
301,Neuigkeit::N,actualitate,цӏийи хабар
302,Name::N,nume,тӏвар
303,Rätsel::N,ghicitoare,мискӏал
304,Rede::N,discurs,рахун
305,Sprache::N,limbă,чӏал
306,Sprache::N,limbaj,чӏал
307,Stimme::N,glas,ван
308,Wort::N,cuvânt,гаф
309,Zeichen::N,semn,ишара
310,Zeichen::N,semnal,ишара
311,Ruf::N,chemare,эвер
312,Lärm::N,zgomot,ван-сес
313,Lärm::N,tărăboi,ван-сес
314,Laut::N,sunet,ван
315,Laut::N,sunet,сес
316,Ton::N,ton,ван-сес
317,Lied::N,cântec,мани
318,Ruhe::N,odihnă,ласвал
319,Ruhe::N,odihnă,фаракъат
320,Ruhe::N,odihnă,асайиш
321,Ruhe::N,liniște,ласвал
322,Ruhe::N,liniște,фаракъат
323,Ruhe::N,liniște,асайиш
324,Leute::N,lume,инсанар
325,Leute::N,oameni,инсанар
326,Volk::N,popor,халкь
327,Volk::N,națiune,халкь
328,Arbeit::N,lucru,кӏвалах
329,Gast::N,musafir,мугьман
330,Geschenk::N,dar,савкьат
331,Geschenk::N,cadou,савкьат
332,Spiel::N,joc,къугъун
333,Gesellschaft::N,societate,жемят
334,Gesellschaft::N,societate,общество
335,Hilfe::N,ajutor,куьмек
336,Freund::N,amic,дуст
337,Freund::N,prieten,дуст
338,Kamerad::N,tovarăș,яр-дуст
339,Angelegenheit::N,afacere,кар
340,Anzahl::N,număr,сан
341,Anzahl::N,număr,кьадар
342,Anzahl::N,cantitate,сан
343,Anzahl::N,cantitate,кьадар
344,Art::N,fel,жуьре
345,Art::N,specie,жуьре
346,Stück::N,bucată,кӏус
347,Teil::N,parte,пай
348,Teil::N,porție,пай
349,Hälfte::N,jumătate,зур
350,Hälfte::N,jumătate,зур пай
351,Kreis::N,cerc,круг
352,Kreis::N,cerc,чкаяр
353,Kreis::N,cerc,элкъвей цӏар
354,Kreuz::N,cruce,хаш
355,Linie::N,linie,цӏар
356,Strich::N,linie,цӏар
357,Strich::N,trăsătură,цӏар
358,Abstand::N,distanță,ара
359,Abstand::N,depărtare,ара
360,Entfernung::N,distanță,мензил
361,Entfernung::N,depărtare,мензил
362,Gegend::N,regiune,чка
363,Platz::N,loc,ара
364,Ort::N,loc,чка
365,Seite::N,latură,пад
366,Mitte::N,centru,юкь
367,Gegenstand::N,obiect,затӏ
368,Sache::N,lucru,шей
369,Sache::N,lucru,затӏ
370,Sache::N,chestie,шей
371,Sache::N,chestie,затӏ
372,Rand::N,bordură,къерех
373,Kante::N,muchie,син
374,Kante::N,bordură,син
375,Ecke::N,colț,пӏипӏ
376,Spitze::N,vârf,кӏвенкӏв
377,Spitze::N,creștet,кӏвенкӏв
378,Ende::N,capăt,кьил
379,Loch::N,gaură,тӏеквен
380,Winkel::N,colț,пӏипӏ
381,Muster::N,desen,гишир
382,Größe::N,mărime,кьадар
383,Länge::N,lungime,яргъивал
384,Höhe::N,înălțime,кьакьанвал
385,Gewicht::N,greutate,заланвал
386,Menge::N,cantitate,кьадар
387,Haufen::N,grămadă,хара
388,Reihe::N,șir,жерге
389,Reihe::N,rând,жерге
390,Boot::N,barcă,луьткве
391,Boot::N,luntre,луьткве
392,Ruder::N,vâslă,кьусу
393,Ruder::N,lopată,кьусу
394,Schlitten::N,sanie,гъелерар
395,Ski::N,schi,
396,Lagerfeuer::N,foc de tabără,цӏай
397,Last::N,povară,заланвал
398,Last::N,sarcină,заланвал
399,Gang::N,mers,ериш
400,Gang::N,umblet,ериш
401,Schritt::N,pas,къадам
402,Norden::N,nord,кефер
403,Norden::N,nord,кефер пад
404,Norden::N,miazănoapte,кефер
405,Norden::N,miazănoapte,кефер пад
406,Süden::N,sud,кьибле
407,Süden::N,miazăzi,кьибле
408,Westen::N,apus,рагъакӏидай пад
409,Osten::N,est,рагъэкъечӏдай пад
410,Osten::N,răsărit,рагъэкъечӏдай пад
411,Holz::N,lemn,кӏарас
412,Brett::N,scândură,кьул
413,Brett::N,scândură,тахта
414,Platte::N,placă,
415,Stütze::N,proptea,даях
416,Stange::N,bară,юрк
417,Stange::N,prăjină,юрк
418,Stock::N,băț,лаш
419,Stock::N,baston,лаш
420,Stab::N,baston,юрк
421,Stab::N,prăjină,юрк
422,Rohr::N,tub,турба
423,Rohr::N,țeavă,турба
424,Haus::N,casă,ужагъ
425,Heim::N,casă,кӏвал
426,Heim::N,cămin,кӏвал
427,Ofen::N,sobă,пич
428,Fußboden::N,podea,кӏвалин ччил
429,Fußboden::N,dușumea,кӏвалин ччил
430,Tisch::N,masă,стол
431,Stuhl::N,scaun,стул
432,Wiege::N,leagăn,кьеб
433,Bett::N,pat,тахт
434,Regal::N,rafturi,кьацӏ
435,Kiste::N,ladă,ящик
436,Kiste::N,cutie,ящик
437,Fenster::N,fereastră,дакӏар
438,Tür::N,ușă,рак
439,Tor::N,poartă,варар
440,Zaun::N,gard,пару
441,Dach::N,acoperiș,къав
442,Leiter::N,scară,гурар
443,Besen::N,mătură,таран кул
444,Spaten::N,cazma,ппер
445,Spaten::N,hârleț,ппер
446,Schaufel::N,lopată,хекендаз
447,Gabel::N,furculiță,шиш
448,Löffel::N,lingură,тӏур
449,Messer::N,cuțit,чукӏул
450,Nagel::N,cui,мих
451,Netz::N,plasă,чил
452,Haken::N,cârlig,къармах
453,Griff::N,mâner,ттум
454,Schloss::N,lacăt,куьлег
455,Bild::N,tablou,шикил
456,Bild::N,tablou,суьрет
457,Bild::N,imagine,шикил
458,Bild::N,imagine,суьрет
459,Figur::N,chip,фигура
460,Figur::N,figură,фигура
461,Puppe::N,păpușă,нини
462,Beutel::N,pungă,тагъар
463,Beutel::N,săculeț,тагъар
464,Bündel::N,mănunchi,галгам
465,Tasche::N,geantă,чанта
466,Eimer::N,găleată,ведре
467,Deckel::N,capac,кьил
468,Deckel::N,capac,къалпагъ
469,Geschirr::N,vase,къаб-къажах
470,Geschirr::N,tacâmuri,къаб-къажах
471,Sack::N,sac,чувал
472,Tasse::N,ceașcă,сукӏра
473,Topf::N,oală,къажгъан
474,Kessel::N,cazan,къажгъан
475,Kessel::N,căldare,къажгъан
476,Essen::N,mâncare,тӏуьн
477,Nahrung::N,hrană,тӏуьн
478,Nahrung::N,aliment,тӏуьн
479,Speise::N,bucate,хуьрек
480,Speise::N,fel de bucate,хуьрек
481,Fleisch::N,carne,як
482,Getreide::N,cereale,техил
483,Brei::N,pireu,хапӏа
484,Brei::N,pireu,хешил
485,Brot::N,pâine,фу
486,Scheibe::N,felie,чӏук
487,Scheibe::N,bucată,чӏук
488,Fett::N,untură,ягълу
489,Fett::N,grăsime,ягълу
490,Butter::N,unt,гъери
491,Öl::N,ulei,ягълу
492,Salz::N,sare,кьел
493,Suppe::N,supă,суп
494,Suppe::N,supă,шурпа
495,Suppe::N,ciorbă,суп
496,Suppe::N,ciorbă,шурпа
497,Honig::N,miere,вирт
498,Milch::N,lapte,нек
499,Tee::N,ceai,чай
500,Leder::N,piele,тумаж
501,Wolle::N,lână,йис
502,Stoff::N,stofă,парча
503,Nadel::N,ac,раб
504,Faden::N,ață,гъал
505,Knopf::N,buton,дуьгме
506,Knoten::N,nod,тӏвал
507,Farbe::N,vopsea,ранг
508,Kleidung::N,haine,партал
509,Kleidung::N,îmbrăcăminte,партал
510,Hemd::N,cămașă,перем
511,Kragen::N,guler,хев
512,Ärmel::N,mânecă,хел
513,Hose::N,pantaloni,шалвар
514,Gürtel::N,cordon,чӏул
515,Mütze::N,șapcă,бармак
516,Mütze::N,șapcă,бапӏах
517,Schuh::N,gheată,ботинка
518,Stiefel::N,cizmă,чекме
519,Ring::N,inel,тупӏал
520,Ring::N,verigă,тупӏал
521,Band::N,panglică,тасма
522,Band::N,șiret,тасма
523,Kamm::N,pieptene,регъ
524,Spiegel::N,oglindă,гуьзгуь
525,Riemen::N,curea,къайиш
526,Schnur::N,funie,еб
527,Schnur::N,sfoară,еб
528,Leine::N,lesă,
529,Leine::N,curea,
530,Decke::N,pătură,яргъан
531,Kissen::N,pernă,хъуьцуьган
532,Tuch::N,batic,шал
533,Handtuch::N,prosop,дасмал
534,Handtuch::N,ștergar,дасмал
535,Kraft::N,forță,гуж
536,Kraft::N,putere,гуж
537,Stärke::N,tărie,къуват
538,Stärke::N,vigoare,къуват
539,Gesundheit::N,sănătate,сагъвал
540,Krankheit::N,boală,тӏал
541,Krankheit::N,maladie,тӏал
542,Schmerz::N,durere,тӏал
543,Schmerz::N,durere,тӏарвал
544,Wunde::N,rană,хер
545,Fieber::N,febră,ифин
546,Arznei::N,leac,дарман
547,Arznei::N,medicament,дарман
548,Brücke::N,pod,муьгъ
549,Brücke::N,punte,муьгъ
550,Brunnen::N,puț,къуй
551,Weide::N,izlaz,уьруьш
552,Weide::N,pășune,уьруьш
553,Pfad::N,cărare,рехъ
554,Weg::N,drum,рехъ
555,Straße::N,cale,рехъ
556,Straße::N,stradă,рехъ
557,Dorf::N,sat,хуьр
558,Stadt::N,oraș,шегьер
559,Brief::N,scrisoare,кагъаз
560,Buch::N,carte,улуб
561,Buchstabe::N,literă,гьарф
562,Buchstabe::N,caracter,гьарф
563,Zeitung::N,ziar,газета
564,Zeitung::N,gazetă,газета
565,Leben::N,viață,уьмуьр
566,Tod::N,moarte,кьиникь
567,Grab::N,groapă,сур
568,Grab::N,mormânt,сур
569,Kirche::N,biserică,килиса
570,Sünde::N,păcat,гунагь
571,Gott::N,zeu,аллагь
572,Arbeiter::N,muncitor,фяле
573,Chef::N,șef,гьаким
574,Meister::N,meșter,устӏар
575,Meister::N,maestru,устӏар
576,Arzt::N,medic,доктор
577,Arzt::N,doctor,доктор
578,Lehrer::N,profesor,муаллим
579,Lehrer::N,învățător,муаллим
580,Geld::N,bani,пул
581,Geld::N,parale,пул
582,Geschäft::N,treabă,
583,Geschäft::N,afacere,
584,Laden::N,magazin,магазин
585,Laden::N,prăvălie,магазин
586,Preis::N,preț,къимет
587,Ware::N,marfă,мал
588,Ware::N,marfă,товар
589,Nutzen::N,folos,хийир
590,Nutzen::N,folos,менфят
591,Nutzen::N,profit,хийир
592,Nutzen::N,profit,менфят
593,Reichtum::N,avuție,девлет
594,Reichtum::N,bogăție,девлет
595,Welt::N,lume,дуьнья
596,Land::N,țară,уьлкве
597,Staat::N,stat,пачагьлугъ
598,Staat::N,stat,государство
599,König::N,rege,пачагь
600,Macht::N,putere,власть
601,Macht::N,putință,власть
602,Grenze::N,hotar,сергьят
603,Grenze::N,graniță,сергьят
604,Grenze::N,frontieră,сергьят
605,Krieg::N,război,дяве
606,Feind::N,dușman,душман
607,Gewalt::N,violență,гуж
608,Kampf::N,luptă,женг
609,Bogen[Waffe]::N,arc,чӏемерук
610,Pfeil::N,săgeată,хьел
611,Gewehr::N,armă,тфенг
612,Gewehr::N,pușcă,тфенг
613,Fehler::N,eroare,гъалатӏ
614,Fehler::N,greșeală,гъалатӏ
615,Lüge::N,minciună,ттаб
616,Schaden::N,daună,зиян
617,Schaden::N,daună,зарар
618,Schaden::N,pagubă,зиян
619,Schaden::N,pagubă,зарар
620,Unglück::N,nenorocire,бала
621,Unglück::N,nenorocire,бедбахтвал
622,Schuld::N,vină,тахсир
623,Alter::N,etate,яш
624,Alter::N,vârstă,яш
625,Schluss::N,sfârșit,эхир
626,Zeit::N,timp,вяде
627,Zeit::N,vreme,вяде
628,Tag::N,zi,югъ
629,Morgen::N,dimineață,пакама
630,Mittag::N,prânz,нисин
631,Mittag::N,amiază,нисин
632,Abend::N,seară,няни
633,Nacht::N,noapte,йиф
634,Woche::N,săptămână,гьафте
635,Monat::N,lună,варз
636,Jahr::N,an,йис
637,Frühling::N,primăvară,гатфар
638,Sommer::N,vară,гад
639,Herbst::N,toamnă,зул
640,Winter::N,iarnă,кьуьд
641,Januar::N,ianuarie,январь
642,Februar::N,februarie,февраль
643,März::N,martie,март
644,April::N,aprilie,апрель
645,Mai::N,mai,май
646,Juni::N,iunie,июнь
647,Juli::N,iulie,июль
648,August::N,august,август
649,September::N,septembrie,сентябрь
650,Oktober::N,octombrie,октябрь
651,November::N,noiembrie,ноябрь
652,Dezember::N,decembrie,декабрь
653,Montag::N,luni,ислен
654,Dienstag::N,marți,саласа
655,Mittwoch::N,miercuri,арбе
656,Donnerstag::N,joi,хемис югъ
657,Freitag::N,vineri,жуьмя
658,Freitag::N,vineri,жуьмя югъ
659,Samstag::N,sâmbătă,киш
660,Sonntag::N,duminică,гьяд
661,groß::A,mare,еке
662,groß::A,mare,чӏехи
663,klein::A,mic,гъвечӏи
664,lang::A,lung,яргъи
665,kurz::A,scurt,куьруь
666,breit::A,lat,гьяркьуь
667,breit::A,larg,гьяркьуь
668,schmal::A,strâmt,гуьтӏуь
669,dicht::A,des,къалин
670,dick[Gegenstand]::A,gros,
671,dünn::A,subțire,кьелечӏ
672,fein::A,fin,шуькӏуь
673,fein::A,subțire,шуькӏуь
674,fest::A,tare,кӏеви
675,fest::A,solid,кӏеви
676,flach::A,șes,кьулу
677,flach::A,plan,кьулу
678,glatt::A,lins,цӏалцӏам
679,hart::A,dur,кӏеви
680,weich::A,moale,хъуьтуьл
681,rund::A,rotund,элкъвей
682,rund::A,circular,элкъвей
683,spitz::A,ascuțit,хци
684,scharf::A,tăios,хци
685,scharf::A,ascuțit,хци
686,stumpf::A,tocit,къуьруь
687,schwer::A,greu,залан
688,schön::A,frumos,иер
689,heiß::A,cald,кудай
690,heiß::A,fierbinte,кудай
691,warm::A,cald,чими
692,warm::A,fierbinte,чими
693,kalt::A,rece,мекьи
694,kühl::A,rece,къайи
695,kühl::A,răcoros,къайи
696,frisch::A,răcoros,таза
697,frisch::A,răcoros,михьи
698,frisch::A,proaspăt,таза
699,frisch::A,proaspăt,михьи
700,feucht::A,umed,ламу
701,feucht::A,jilav,ламу
702,nass::A,ud,кьежей
703,trocken::A,sec,кьуру
704,trocken::A,uscat,кьуру
705,voll::A,plin,ацӏай
706,leer::A,gol,буш
707,leer::A,gol,ичӏи
708,offen::A,deschis,ахъа
709,geschlossen::A,închis,кӏеви
710,sauber::A,curat,михьи
711,schmutzig::A,murdar,чиркин
712,schmutzig::A,murdar,кьацӏай
713,roh::A,crud,чиг
714,roh::A,crud,ицӏи
715,reif::A,copt,дигмиш хьайи
716,lecker::A,gustos,дадлу
717,süß::A,dulce,ширин
718,bitter::A,amar,туькьуьл
719,sauer::A,acru,цуру
720,hell::A,clar,экуь
721,hell::A,luminos,экуь
722,dunkel::A,obscur,мичӏи
723,dunkel::A,întunecos,мичӏи
724,schwarz::A,negru,чӏулав
725,weiß::A,alb,лацу
726,rot::A,roșu,яру
727,gelb::A,galben,хъипи
728,blau::A,albastru,вили
729,grün::A,verde,къацу
730,grau::A,gri,рехи
731,grau::A,cenușiu,рехи
732,bunt::A,colorat,цӏару
733,bunt::A,colorat,яру-цӏару
734,billig::A,ieftin,ужуз
735,teuer::A,scump,багьа
736,wertvoll::A,prețios,масан
737,blind::A,orb,буьркьуь
738,taub::A,surd,биши
739,kräftig::A,tare,гужлу
740,kräftig::A,forte,гужлу
741,kräftig::A,robust,гужлу
742,stark::A,viguros,къуватлу
743,stark::A,puternic,къуватлу
744,schwach::A,slab,такьатсуз
745,schwach::A,debil,такьатсуз
746,fett::A,gras,куьк
747,schlank::A,zvelt,шумал
748,hübsch::A,drăguț,гуьрчег
749,böse::A,rău,пис
750,böse::A,răutăcios,пис
751,dumm::A,nerod,ахмакь
752,dumm::A,tâmpit,ахмакь
753,faul::A,leneș,тенпел
754,fleißig::A,harnic,сяй ийидай
755,fleißig::A,harnic,сяйи ийидай
756,fleißig::A,sârguincios,сяй ийидай
757,fleißig::A,sârguincios,сяйи ийидай
758,geizig::A,calic,мискьи
759,geizig::A,zgârcit,мискьи
760,klug::A,isteț,акьуллу
761,klug::A,deștept,акьуллу
762,geschickt::A,dibaci,магьир
763,lieb::A,drag,играми
764,lieb::A,iubit,играми
765,lustig::A,vesel,шад
766,sanft::A,blând,назик
767,sanft::A,blând,милайим
768,sanft::A,blajin,назик
769,sanft::A,blajin,милайим
770,hungrig::A,flămând,гишин
771,krank::A,bolnav,кефсуз
772,nackt::A,gol,кьецӏил
773,traurig::A,trist,пашман
774,traurig::A,mâhnit,пашман
775,lebendig::A,viu,ччан алай
776,gut::A,bun,хъсан
777,gut::A,bun,вижевай
778,schlecht::A,rău,пис
779,schlecht::A,prost,пис
780,richtig::A,drept,дуьз
781,richtig::A,corect,дуьз
782,schlimm::A,rău,нифретлу
783,wahr::A,adevărat,гьакъикъи
784,alt::A,uzat,эски
785,alt::A,uzat,куьгьне
786,alt::A,vechi,эски
787,alt::A,vechi,куьгьне
788,neu::A,nou,цӏийи
789,ehemalig::A,fost,виликан
790,ehemalig::A,anterior,виликан
791,alt[Lebewesen]::A,bătrîn,кьуьзуь
792,jung::A,tânăr,жегьил
793,arm::A,sărac,кесиб
794,arm::A,sărman,кесиб
795,reich::A,avut,девлетлу
796,reich::A,bogat,девлетлу
797,bekannt::A,cunoscut,чидай
798,berühmt::A,renumit,машгьур
799,fremd::A,străin,ччара
800,verschieden::A,diferit,жуьреба-жуьре
801,verschieden::A,deosebit,жуьреба-жуьре
802,nah::A,apropiat,мукьвал
803,fern::A,departe,яргъал
804,linker::A,stâng,чапла
805,rechter::A,drept,эрчӏи
806,anderer::A,alt,маса
807,anderer::A,alt,муькуь
