,Concept_ID,ps,cs
77,Rauch::N,دود,kouř
78,Rauch::N,لوګی,dým
79,Rauch::N,لوګی,kouř
80,Funke::N,سپرغۍ,jiskra
81,Feuer::N,اور,oheň
82,Licht::N,رڼا,světlo
83,Schatten::N,سیوری,stín
84,Wetter::N,هوا,počasí
85,Nebel::N,لړه,mlha
86,Wolke::N,ورېځ,mrak
87,Wolke::N,ورېځ,oblak
88,Regen::N,وریا,déšť
89,Regen::N,باران,déšť
90,Schnee::N,واوره,sníh
91,Eis::N,یخ,led
92,Eis::N,کنګل,led
93,Frost::N,یخ,mráz
94,Kälte::N,ساړه,chlad
95,Hitze::N,تودوخي,horko
96,Raureif::N,سپینه پرخه,jinovatka
97,Regenbogen::N,بوډۍ ټال,duha
98,Regenbogen::N,سره زرغونه,duha
99,Donner::N,تالنده,hrom
100,Strömung::N,بهېدنه,proudění
101,Tropfen::N,قطره,kapka
102,Tropfen::N,څاڅکی,kapka
103,Schaum::N,ځګ,pěna
104,Schmutz::N,ناپاکي,špína
105,See::N,جهیل,jezero
106,Sumpf::N,جبه,močál
107,Sumpf::N,جبه,bažina
108,Moor::N,جبه,bažina
109,Moor::N,جبه,slatina
110,Wiese::N,چمن,louka
111,Wiese::N,شنېلی,louka
112,Wald::N,ځنګل,les
113,Hügel::N,تپه,kopec
114,Anhöhe::N,غونډۍ,pahorek
115,Berg::N,غ‍‍‍‍‍ر,hora
116,Gipfel::N,څوکه,vrchol
117,Höhle::N,کاز,jeskyně
118,Abhang::N,لمن,svah
119,Abhang::N,لمن,stráň
120,Quelle::N,چینه,pramen
121,Bach::N,واله,potok
122,Fluss::N,سیند,řeka
123,Ufer::N,غاړه,břeh
124,Küste::N,ساحل,pobřeží
125,Festland::N,وچه,souš
126,Festland::N,وچه,pevnina
127,Meer::N,بحر,moře
128,Meer::N,سمندر,moře
129,Bucht::N,کارۍ,záliv
130,Bucht::N,کارۍ,zátoka
131,Insel::N,ټاپو,ostrov
132,Insel::N,جزيره,ostrov
133,Blume::N,ګل,květina
134,Gras::N,واښه,tráva
135,Wurzel::N,ریښه,kořen
136,Baum::N,ونه,strom
137,Stamm::N,ډډ,kmen
138,Rinde::N,پوستکی,kůra
139,Ast::N,ښاخ,větev
140,Zweig::N,څانګه,větev
141,Blatt::N,پاڼه,lupen
142,Birke::N,توس,bříza
143,Kiefer[Baum]::N,نښتر,sosna
144,Kiefer[Baum]::N,نښتر,borovice
145,Weide[Baum]::N,وله,vrba
146,Tanne::N,ناجو,jedle
147,Horn::N,ښکر,roh
148,Feder::N,بڼکه,pero
149,Fell::N,پوستکی,srst
150,Flügel::N,وزر,křídlo
151,Klaue::N,پنجه,dráp
152,Klaue::N,پنجه,pazneht
153,Klaue::N,منګول,dráp
154,Klaue::N,منګول,pazneht
155,Kralle::N,پنجه,dráp
156,Kralle::N,منګول,dráp
157,Schwanz::N,لکۍ,ocas
158,Ei::N,وۍ,vejce
159,Ei::N,هګۍ,vejce
160,Nest::N,جاله,hnízdo
161,Bau::N,کاز,nora
162,Tier::N,ژوی,zvíře
163,Tier::N,حیوان,zvíře
164,Herde::N,رمه,stádo
165,Herde::N,غېله,stádo
166,Kuh::N,غوا,kráva
167,Bulle::N,غوئی,býk
168,Pferd::N,آس,kůň
169,Schaf::N,پسه,ovce
170,Schwein::N,سرکوزی,vepř
171,Schwein::N,سرکوزی,prase
172,Hund::N,سپی,pes
173,Katze::N,پشه,kočka
174,Bär::N,خرس,medvěd
175,Eichhörnchen::N,خړ لمی,veverka
176,Elch::N,ګوزن,los
177,Fuchs::N,سپلم,liška
178,Hase::N,سوی,zajíc
179,Maus::N,مږک,myš
180,Wolf::N,لېوه,vlk
181,Vogel::N,مرغه,pták
182,Schwarm::N,سېل,roj
183,Schwarm::N,سېل,hejno
184,Huhn::N,چرګه,kuře
185,Huhn::N,چرګه,slepice
186,Hahn::N,چرګ,kohout
187,Gans::N,بته,husa
188,Adler::N,عقاب,orel
189,Ente::N,ایلۍ,kachna
190,Eule::N,ګونګی,sova
191,Kranich::N,کلنګ,jeřáb
192,Krähe::N,کارغه,vrána
193,Kuckuck::N,فاخته,kukačka
194,Schwan::N,قو,labuť
195,Fisch::N,کب,ryba
196,Fisch::N,ماهی,ryba
197,Schlange[Tier]::N,مار,had
198,Wurm::N,چینجی,červ
199,Spinne::N,غڼه,pavouk
200,Spinne::N,تارکښ,pavouk
201,Ameise::N,مېږی,mravenec
202,Laus::N,سپږه,veš
203,Mücke::N,ماشی,komár
204,Fliege::N,مچ,moucha
205,Schmetterling::N,پتنګ,motýl
206,Beere::N,مېوۍ,bobule
207,Apfel::N,مڼه,jablko
208,Pilz::N,خرېړی,houba
209,Zwiebel::N,پیاز,cibule
210,Saat::N,تخم,osivo
211,Korn::N,تخم,zrno
212,Korn::N,دانه,zrno
213,Heu::N,بوس,seno
214,Heu::N,پروړه,seno
215,Schale::N,پوستکی,slupka
216,Schale::N,پوستکی,skořápka
217,Grube::N,کنده,jáma
218,Falle::N,دام,past
219,Falle::N,دام,léčka
220,Falle::N,لومه,past
221,Falle::N,لومه,léčka
222,Schlinge::N,کړۍ,smyčka
223,Spur::N,نښه,stopa
224,Asche::N,آس,popel
225,Asche::N,ایره,popel
226,Dreck::N,ناپاکي,špína
227,Eisen::N,اوسپنه,železo
228,Gold::N,سره زر,zlato
229,Silber::N,نقره,stříbro
230,Silber::N,سپین زر,stříbro
231,Kohle::N,سکور,uhlí
232,Kohle::N,سکاره,uhlí
233,Glas::N,ښيښه,sklo
234,Lehm::N,خټه,jíl
235,Lehm::N,خټه,hlína
236,Sand::N,شګه,písek
237,Mensch::N,انسان,člověk
238,Mann::N,سړی,muž
239,Mann::N,نارینه,muž
240,Frau::N,ښځه,žena
241,Kind::N,بچی,dítě
242,Kind::N,ماشوم,dítě
243,Junge::N,هلک,hoch
244,Junge::N,هلک,chlapec
245,Mädchen::N,نجلۍ,děvče
246,Familie::N,کورنۍ,rodina
247,Großvater::N,بابا,děd
248,Großvater::N,بابا,dědeček
249,Großmutter::N,انا,babička
250,Eltern::N,مور او پلار,rodiče
251,Vater::N,پلار,otec
252,Mutter::N,مور,matka
253,Sohn::N,زوی,syn
254,Tochter::N,لور,dcera
255,Bruder::N,ورور,bratr
256,Schwester::N,خور,sestra
257,Onkel::N,تره,strýc
258,Onkel::N,ماما,strýc
259,Tante::N,خاله,teta
260,Ehemann::N,مېړه,choť
261,Ehemann::N,مېړه,manžel
262,Ehefrau::N,مېرمن,choť
263,Ehefrau::N,مېرمن,manželka
264,Freude::N,خوشحالي,radost
265,Gelächter::N,خندا,smích
266,Glück::N,بخت,štěstí
267,Kummer::N,غم,žal
268,Kummer::N,غم,trápení
269,Wunsch::N,هيله,přání
270,Wunsch::N,غوښتنه,přání
271,Lust::N,شوق,chuť
272,Lust::N,مینه,chuť
273,Geist::N,روح,duch
274,Gedanke::N,فکر,myšlenka
275,Gedächtnis::N,یاد,paměť
276,Gedächtnis::N,حافظه,paměť
277,Verstand::N,عقل,rozum
278,Verstand::N,شعور,rozum
279,Sinn::N,معنی,smysl
280,Grund::N,علت,důvod
281,Grund::N,اساس,důvod
282,Wahrheit::N,حقیقت,pravda
283,Gespräch::N,مرکه,rozhovor
284,Gespräch::N,خبرې اترې,rozhovor
285,Märchen::N,افسانه,pohádka
286,Erzählung::N,قصه,povídka
287,Erzählung::N,کیسه,povídka
288,Nachricht::N,خبر,zpráva
289,Neuigkeit::N,نوی خبر,novina
290,Neuigkeit::N,نوی خبر,novinka
291,Name::N,نوم,jméno
292,Rätsel::N,کیسۍ,hádanka
293,Rätsel::N,چیستان,hádanka
294,Rede::N,وینا,řeč
295,Rede::N,وینا,proslov
296,Sprache::N,ژبه,řeč
297,Sprache::N,ژبه,jazyk
298,Stimme::N,غږ,hlas
299,Stimme::N,اواز,hlas
300,Wort::N,لغت,slovo
301,Wort::N,کلمه,slovo
302,Zeichen::N,نښه,znamení
303,Zeichen::N,اشاره,znamení
304,Ruf::N,ږغ,zavolání
305,Ruf::N,بلنه,zavolání
306,Lärm::N,غالمغال,hluk
307,Laut::N,ږغ,zvuk
308,Ton::N,اواز,tón
309,Lied::N,غزله,píseň
310,Lied::N,سندره,píseň
311,Ruhe::N,ارامي,klid
312,Ruhe::N,ارامي,pokoj
313,Leute::N,خلک,lidé
314,Volk::N,ولس,národ
315,Arbeit::N,کار,práce
316,Gast::N,مېلمه,host
317,Geschenk::N,تحفه,dar
318,Geschenk::N,سوغات,dar
319,Spiel::N,لوبه,hra
320,Gesellschaft::N,ډله,společnost
321,Hilfe::N,کومک,pomoc
322,Hilfe::N,مرسته,pomoc
323,Freund::N,ملګری,přítel
324,Kamerad::N,انډيوال,kamarád
325,Angelegenheit::N,موضوع,záležitost
326,Anzahl::N,شمېر,počet
327,Anzahl::N,تعداد,počet
328,Art::N,ډول,druh
329,Stück::N,ټوټه,kus
330,Stück::N,ټوټه,kousek
331,Teil::N,برخه,díl
332,Teil::N,برخه,část
333,Hälfte::N,نیم,půl
334,Kreis::N,دایره,kruh
335,Kreuz::N,صلیب,kříž
336,Linie::N,خط,linka
337,Linie::N,لیکه,linka
338,Strich::N,کرښه,čára
339,Strich::N,کرښه,čárka
340,Abstand::N,فاصله,vzdálenost
341,Entfernung::N,واټن,vzdálenost
342,Gegend::N,سیمه,krajina
343,Gegend::N,منطقه,krajina
344,Platz::N,ځای,prostor
345,Ort::N,ځای,místo
346,Seite::N,مخ,strana
347,Seite::N,اړخ,strana
348,Mitte::N,وسط,střed
349,Mitte::N,وسط,prostředek
350,Mitte::N,مینځ,střed
351,Mitte::N,مینځ,prostředek
352,Gegenstand::N,شی,předmět
353,Sache::N,شی,věc
354,Sache::N,څيز,věc
355,Rand::N,څنډه,kraj
356,Rand::N,څنډه,okraj
357,Rand::N,کناره,kraj
358,Rand::N,کناره,okraj
359,Kante::N,اړخ,hrana
360,Ecke::N,ګوټ,roh
361,Spitze::N,څوکه,hrot
362,Spitze::N,څوکه,špička
363,Ende::N,څوکه,konec
364,Loch::N,سوری,díra
365,Winkel::N,کنج,kout
366,Winkel::N,کوتی,kout
367,Muster::N,نمونه,vzor
368,Größe::N,قد,velikost
369,Größe::N,لويوالی,velikost
370,Länge::N,طول,délka
371,Länge::N,اوږد والی,délka
372,Höhe::N,جګوالی,výška
373,Gewicht::N,وزن,váha
374,Menge::N,اندازه,množství
375,Haufen::N,کوټه,kupa
376,Haufen::N,کوټه,hromada
377,Reihe::N,صف,řada
378,Reihe::N,صف,řádek
379,Reihe::N,کتار,řada
380,Reihe::N,کتار,řádek
381,Boot::N,قايق,člun
382,Ruder::N,چپه,veslo
383,Schlitten::N,ښویېدونی,sáně
384,Ski::N,سکي,lyže
385,Lagerfeuer::N,اور,táborák
386,Last::N,بار,náklad
387,Last::N,بار,břemeno
388,Last::N,پېټی,náklad
389,Last::N,پېټی,břemeno
390,Gang::N,تګ,chůze
391,Gang::N,تګ,chodba
392,Schritt::N,ګام,krok
393,Norden::N,شمال,sever
394,Süden::N,سوېل,jih
395,Westen::N,لوېدېځ,západ
396,Osten::N,شرق,východ
397,Osten::N,ختیځ,východ
398,Holz::N,لرګی,dřevo
399,Brett::N,تخته,prkno
400,Platte::N,تخته,deska
401,Stütze::N,تکیوان,opěra
402,Stange::N,ډاګه,tyč
403,Stange::N,ډاګه,tyčka
404,Stock::N,لرګی,hůlka
405,Stab::N,چيخله,hůl
406,Rohr::N,نل,trubka
407,Haus::N,کور,dům
408,Heim::N,کور,domov
409,Ofen::N,تودنۍ,kamna
410,Fußboden::N,غولی,podlaha
411,Tisch::N,مېز,stůl
412,Stuhl::N,چوکۍ,židle
413,Wiege::N,زانګو,kolébka
414,Bett::N,کټ,postel
415,Bett::N,چپرکټ,postel
416,Regal::N,تاخچۍ,regál
417,Regal::N,تاخچۍ,police
418,Kiste::N,صندوق,bedna
419,Fenster::N,کړکۍ,okno
420,Tür::N,دروازه,dveře
421,Tor::N,دروازه,vrata
422,Zaun::N,کټاره,plot
423,Dach::N,بام,střecha
424,Leiter::N,زينه,žebřík
425,Besen::N,جارو,koště
426,Besen::N,جارو,smeták
427,Spaten::N,یوم,rýč
428,Schaufel::N,بېلچه,lopata
429,Gabel::N,پنجه,vidlička
430,Löffel::N,کاشوغه,lžíce
431,Messer::N,چاقو,nůž
432,Nagel::N,ميخ,hřebík
433,Netz::N,جال,síť
434,Haken::N,څنګک,hák
435,Griff::N,لاستی,držadlo
436,Schloss::N,کلپ,zámek
437,Bild::N,رسم,obraz
438,Figur::N,قدوقامت,figura
439,Puppe::N,ګوډۍ,panenka
440,Beutel::N,کڅوړه,pytlík
441,Bündel::N,دسته,svazek
442,Tasche::N,بکس,taška
443,Tasche::N,بکس,brašna
444,Tasche::N,توبره,taška
445,Tasche::N,توبره,brašna
446,Eimer::N,سطل,kýbl
447,Eimer::N,سطل,vědro
448,Deckel::N,سرپوښ,víko
449,Deckel::N,سرپوښ,příklop
450,Geschirr::N,لوښی,nádobí
451,Sack::N,جوال,pytel
452,Tasse::N,پیاله,šálek
453,Topf::N,دېګی,hrnec
454,Kessel::N,دېګ,kotel
455,Essen::N,خوراک,jídlo
456,Nahrung::N,خوراک,strava
457,Nahrung::N,خوراک,potrava
458,Speise::N,خواړه,jídlo
459,Fleisch::N,غوښه,maso
460,Getreide::N,غله,obilí
461,Brei::N,اوګره,kaše
462,Brot::N,ډوډۍ,chléb
463,Scheibe::N,مړۍ,krajíc
464,Fett::N,غوړي,tuk
465,Fett::N,غوړي,omastek
466,Butter::N,کوچ,máslo
467,Öl::N,تېل,olej
468,Salz::N,مالګه,sůl
469,Suppe::N,شوربا,polévka
470,Honig::N,شات,med
471,Milch::N,شوده,mléko
472,Tee::N,چای,čaj
473,Leder::N,څرمن,kůže
474,Wolle::N,پشم,vlna
475,Stoff::N,ټوټه,látka
476,Nadel::N,ستن,jehla
477,Faden::N,تار,nit
478,Knopf::N,تڼۍ,knoflík
479,Knopf::N,تکمه,knoflík
480,Knoten::N,غوټه,uzel
481,Farbe::N,رنګ,barva
482,Kleidung::N,کالي,šaty
483,Kleidung::N,کالي,šatstvo
484,Hemd::N,کميس,košile
485,Kragen::N,غاړه,límec
486,Ärmel::N,لستوڼی,rukáv
487,Hose::N,پطلون,kalhoty
488,Gürtel::N,کمربند,pás
489,Gürtel::N,کمربند,opasek
490,Mütze::N,خولۍ,čepice
491,Schuh::N,بوټ,bota
492,Stiefel::N,موزه,holínka
493,Ring::N,ګوته,prsten
494,Band::N,فيته,pásek
495,Kamm::N,ګمنځ,hřeben
496,Spiegel::N,ایینه,zrcadlo
497,Spiegel::N,هنداره,zrcadlo
498,Riemen::N,تسمه,řemen
499,Schnur::N,مزی,šňůra
500,Leine::N,رسۍ,vodítko
501,Decke::N,بړستن,pokrývka
502,Decke::N,بړستن,přikrývka
503,Kissen::N,بالښت,polštář
504,Tuch::N,ټیکری,šátek
505,Handtuch::N,دسمال,ručník
506,Kraft::N,زور,síla
507,Kraft::N,توان,síla
508,Stärke::N,قوت,síla
509,Gesundheit::N,صحت,zdraví
510,Gesundheit::N,روغتیا,zdraví
511,Krankheit::N,مرض,nemoc
512,Krankheit::N,مرض,choroba
513,Krankheit::N,ناروغي,nemoc
514,Krankheit::N,ناروغي,choroba
515,Schmerz::N,درد,bolest
516,Wunde::N,ټپ,rána
517,Wunde::N,زخم,rána
518,Fieber::N,تبه,horečka
519,Arznei::N,دوا,lék
520,Arznei::N,دارو,lék
521,Brücke::N,پول,most
522,Brunnen::N,څاه,studna
523,Brunnen::N,کوهی,studna
524,Weide::N,وله,pastva
525,Weide::N,وله,pastvina
526,Pfad::N,تړه,pěšina
527,Weg::N,لیار,cesta
528,Straße::N,سړک,silnice
529,Dorf::N,کلی,vesnice
530,Stadt::N,ښار,město
531,Brief::N,لیک,dopis
532,Brief::N,مکتوب,dopis
533,Buch::N,کتاب,kniha
534,Buchstabe::N,حرف,písmeno
535,Buchstabe::N,توری,písmeno
536,Zeitung::N,اخبار,noviny
537,Leben::N,ژوند,život
538,Tod::N,مرګ,smrt
539,Tod::N,مړینه,smrt
540,Grab::N,قبر,hrob
541,Grab::N,ډورۍ,hrob
542,Kirche::N,کلیسا,kostel
543,Sünde::N,ګناه,hřích
544,Gott::N,خدای,bůh
545,Arbeiter::N,کاریګر,dělník
546,Arbeiter::N,کاریګر,pracovník
547,Chef::N,آمر,šéf
548,Chef::N,آمر,vedoucí
549,Meister::N,استاد,mistr
550,Arzt::N,طبیب,lékař
551,Arzt::N,ډاکټر,lékař
552,Lehrer::N,معلم,učitel
553,Lehrer::N,ښوونکی,učitel
554,Geld::N,پیسې,peníze
555,Geschäft::N,سوداګري,obchod
556,Laden::N,دکان,krám
557,Laden::N,مغازه,krám
558,Preis::N,بیه,cena
559,Ware::N,مال,zboží
560,Nutzen::N,ګټه,užitek
561,Reichtum::N,شتمني,bohatství
562,Welt::N,نړۍ,svět
563,Welt::N,دنیا,svět
564,Land::N,هېواد,země
565,Staat::N,دولت,stát
566,König::N,باچا,král
567,König::N,پادشاه,král
568,Macht::N,قدرت,moc
569,Macht::N,قدرت,mocnost
570,Grenze::N,حد,hranice
571,Grenze::N,سرحد,hranice
572,Krieg::N,جګړه,válka
573,Feind::N,دښمن,nepřítel
574,Gewalt::N,زور,násilí
575,Gewalt::N,تشدد,násilí
576,Kampf::N,جنګ,boj
577,Kampf::N,مبارزه,boj
578,Bogen[Waffe]::N,لیندۍ,luk
579,Pfeil::N,غشی,šíp
580,Gewehr::N,ټوپک,puška
581,Gewehr::N,ټوپک,ručnice
582,Fehler::N,خطا,chyba
583,Fehler::N,غلطي,chyba
584,Lüge::N,دروغ,lež
585,Schaden::N,زیان,škoda
586,Schaden::N,تاوان,škoda
587,Unglück::N,بدبختي,neštěstí
588,Schuld::N,ګناه,vina
589,Alter::N,منګ,věk
590,Schluss::N,اخر,konec
591,Zeit::N,وخت,čas
592,Tag::N,ورځ,den
593,Morgen::N,سبا,ráno
594,Morgen::N,سبا,jitro
595,Morgen::N,سهار,ráno
596,Morgen::N,سهار,jitro
597,Mittag::N,غرمه,poledne
598,Abend::N,ماښام,večer
599,Nacht::N,شپه,noc
600,Woche::N,اونۍ,týden
601,Monat::N,مياشت,měsíc
602,Jahr::N,کال,rok
603,Frühling::N,پسرلی,jaro
604,Sommer::N,دوبی,léto
605,Herbst::N,منی,podzim
606,Herbst::N,خزان,podzim
607,Winter::N,ژمی,zima
608,Januar::N,جنوري,leden
609,Februar::N,فبروري,únor
610,März::N,مارچ,březen
611,April::N,اپریل,duben
612,Mai::N,مې,květen
613,Juni::N,جون,červen
614,Juli::N,جولای,červenec
615,August::N,اګست,srpen
616,September::N,سپټامبر,září
617,Oktober::N,اکتوبر,říjen
618,November::N,نومبر,listopad
619,Dezember::N,دسمبر,prosinec
620,Montag::N,دوشنبه,pondělí
621,Montag::N,دوشنبه,pondělek
622,Dienstag::N,سه شنبه,úterý
623,Mittwoch::N,چارشنبه,středa
624,Donnerstag::N,پنجشنبه,čtvrtek
625,Freitag::N,جمعه,pátek
626,Samstag::N,خالي,sobota
627,Sonntag::N,یکشنبه,neděle
628,groß::A,لوی,velký
629,klein::A,وړوکی,malý
630,lang::A,اوړد,dlouhý
631,kurz::A,لنډ,krátký
632,breit::A,پراخه,široký
633,schmal::A,تنګ,úzký
634,dicht::A,ګڼ,hustý
635,dick[Gegenstand]::A,پنډ,tlustý
636,dünn::A,نری,tenký
637,fein::A,نازک,jemný
638,fest::A,کلک,pevný
639,fest::A,ټینګ,pevný
640,flach::A,هوار,plochý
641,flach::A,هوار,placatý
642,glatt::A,ښوی,hladký
643,hart::A,کلک,tvrdý
644,weich::A,نرم,měkký
645,weich::A,پوست,měkký
646,rund::A,ګرد,kulatý
647,rund::A,ګرد,okrouhlý
648,spitz::A,تېره,špičatý
649,scharf::A,تېز,ostrý
650,scharf::A,تېره,ostrý
651,stumpf::A,پڅ,tupý
652,schwer::A,دروند,těžký
653,schön::A,ښکلی,pěkný
654,schön::A,ښکلی,krásný
655,heiß::A,تود,horký
656,warm::A,تود,teplý
657,kalt::A,ېخ,studený
658,kalt::A,سوړ,studený
659,kühl::A,ېخ,chladný
660,kühl::A,سوړ,chladný
661,frisch::A,تازه,svěží
662,feucht::A,مرطوب,vlhký
663,nass::A,لوند,mokrý
664,trocken::A,وچ,suchý
665,voll::A,ډک,plný
666,leer::A,خالی,prázdný
667,offen::A,خلاص,otevřený
668,offen::A,پرانیستی,otevřený
669,geschlossen::A,تړلی,zavřený
670,sauber::A,پاک,čistý
671,schmutzig::A,چټل,špinavý
672,roh::A,خام,syrový
673,reif::A,پوخ,zralý
674,reif::A,رسېدلی,zralý
675,lecker::A,خوندور,chutný
676,lecker::A,مزه دار,chutný
677,süß::A,خوږ,sladký
678,süß::A,شیرین,sladký
679,bitter::A,تریخ,hořký
680,sauer::A,ټاک,kyselý
681,sauer::A,تريو,kyselý
682,hell::A,روڼ,světlý
683,hell::A,روښان,světlý
684,dunkel::A,تیاره,temný
685,schwarz::A,تور,černý
686,weiß::A,سپين,bílý
687,rot::A,سور,rudý
688,rot::A,سور,červený
689,gelb::A,زېړ,žlutý
690,blau::A,شین,modrý
691,blau::A,اسماني رنګه,modrý
692,grün::A,زرغون,zelený
693,grau::A,خړ,šedý
694,grau::A,خړ,šedivý
695,bunt::A,رنګارنګ,pestrý
696,billig::A,ارزان,levný
697,billig::A,ارزان,laciný
698,teuer::A,ګران,drahý
699,wertvoll::A,قیمتي,cenný
700,blind::A,ړوند,slepý
701,taub::A,کوڼ,hluchý
702,kräftig::A,قوی,silný
703,stark::A,قوی,silný
704,stark::A,تکړه,silný
705,schwach::A,ضعیف,slabý
706,schwach::A,کمزوری,slabý
707,fett::A,چاغ,tučný
708,fett::A,چاغ,tlustý
709,schlank::A,خوش اندام,štíhlý
710,hübsch::A,ښکلی,hezký
711,hübsch::A,ښایسته,hezký
712,böse::A,شریر,zlý
713,böse::A,قهرناک,zlý
714,dumm::A,احمق,hloupý
715,faul::A,لټ,líný
716,faul::A,تنبل,líný
717,fleißig::A,زحمت کښ,pilný
718,geizig::A,بخیل,lakomý
719,klug::A,عاقل,chytrý
720,klug::A,هوښیار,chytrý
721,geschickt::A,ماهر,šikovný
722,lieb::A,عزیز,milý
723,lieb::A,محبوب,milý
724,lustig::A,خوشحال,veselý
725,sanft::A,پوست,mírný
726,sanft::A,ملایم,mírný
727,hungrig::A,وږی,hladový
728,krank::A,مريض,nemocný
729,krank::A,ناروغ,nemocný
730,nackt::A,لوڅ,nahý
731,traurig::A,غمجن,smutný
732,traurig::A,غمجن,truchlivý
733,lebendig::A,ژوندی,živý
734,gut::A,ښه,dobrý
735,schlecht::A,بد,špatný
736,schlecht::A,خراب,špatný
737,richtig::A,سم,pravý
738,richtig::A,سم,správný
739,richtig::A,صحیح,pravý
740,richtig::A,صحیح,správný
741,schlimm::A,بد,zlý
742,schlimm::A,مخوف,zlý
743,wahr::A,واقعي,pravdivý
744,alt::A,زوړ,starý
745,neu::A,نوی,nový
746,ehemalig::A,پخوانی,bývalý
747,alt[Lebewesen]::A,زوړ,starý
748,jung::A,ځوان,mladý
749,arm::A,غریب,chudý
750,arm::A,بې وزله,chudý
751,reich::A,شتمن,bohatý
752,reich::A,دولتمند,bohatý
753,bekannt::A,اشنا,známý
754,berühmt::A,مشهور,slavný
755,fremd::A,پردی,cizí
756,fremd::A,بېګانه,cizí
757,verschieden::A,مختلف,různý
758,verschieden::A,مختلف,rozličný
759,nah::A,نژدې,blízký
760,fern::A,لیری,daleký
761,linker::A,چپ,levý
762,linker::A,کیڼ,levý
763,rechter::A,ښی,pravý
764,anderer::A,بل,jiný
765,erster::A,لومړی,první
766,zweiter::A,دوهم,druhý
767,dritter::A,درېم,třetí
768,letzter::A,آخرنی,poslední
769,letzter::A,وروستی,poslední
770,allein::ADV,یوازې,sám
771,auf einmal::ADV,په یوه وخت کی,najednou
772,zusammen::ADV,یو ځای,spolu
773,zusammen::ADV,یو ځای,dohromady
774,lange::ADV,ډېر وخت,dlouho
775,lange::ADV,ډېره موده,dlouho
776,plötzlich::ADV,ناببره,vtom
777,plötzlich::ADV,ناببره,náhle
778,plötzlich::ADV,یوناڅاپه,vtom
779,plötzlich::ADV,یوناڅاپه,náhle
780,sofort::ADV,فوراً,hned
781,sofort::ADV,فوراً,ihned
782,sofort::ADV,سمدلاسه,hned
783,sofort::ADV,سمدلاسه,ihned
784,später::ADV,وروسته,později
785,jetzt::ADV,اوس,teď
786,jetzt::ADV,اوس,nyní
787,heute::ADV,نن,dnes
788,heute::ADV,نن,dneska
789,morgen::ADV,سبا,zítra
790,bald::ADV,ژر,brzo
791,dann::ADV,پس,pak
792,dann::ADV,پس,potom
793,dann::ADV,وروسته,pak
794,dann::ADV,وروسته,potom
795,gestern::ADV,پرون,včera
796,einst::ADV,پخوا,kdysi
797,damals::ADV,هغه وخت,tehdy
798,damals::ADV,هغه وخت,tenkrát
799,danach::ADV,بیا,podle toho
800,vorher::ADV,دمخه,dříve
