,Concept_ID,it,sv
266,Tante::N,zia,tant
267,Ehemann::N,marito,äkta man
268,Ehefrau::N,moglie,hustru
269,Freude::N,gioia,fröjd
270,Freude::N,gioia,glädje
271,Freude::N,piacere,fröjd
272,Freude::N,piacere,glädje
273,Gelächter::N,risata,åtlöje
274,Glück::N,felicità,lycka
275,Kummer::N,afflizione,sorg
276,Wunsch::N,desiderio,önskan
277,Lust::N,voglia,lust
278,Geist::N,mente,ande
279,Geist::N,spìrito,ande
280,Gedanke::N,idea,tanke
281,Gedanke::N,pensiero,tanke
282,Gedächtnis::N,memoria,minne
283,Verstand::N,intelletto,förstånd
284,Sinn::N,senso,mening
285,Sinn::N,senso,betydelse
286,Sinn::N,significato,mening
287,Sinn::N,significato,betydelse
288,Grund::N,causa,skäl
289,Grund::N,causa,grund
290,Grund::N,motivo,skäl
291,Grund::N,motivo,grund
292,Grund::N,ragione,skäl
293,Grund::N,ragione,grund
294,Wahrheit::N,verità,sanning
295,Gespräch::N,discorso,samtal
296,Gespräch::N,conversazione,samtal
297,Märchen::N,fiaba,saga
298,Märchen::N,fàvola,saga
299,Erzählung::N,racconto,berättelse
300,Erzählung::N,narrazione,berättelse
301,Nachricht::N,messaggio,meddelande
302,Neuigkeit::N,notizia,nyhet
303,Name::N,nome,namn
304,Rätsel::N,indovinello,gåta
305,Rede::N,discorso,tal
306,Sprache::N,lingua,språk
307,Sprache::N,linguaggio,språk
308,Stimme::N,voce,stämma
309,Wort::N,parola,ord
310,Zeichen::N,segno,tecken
311,Zeichen::N,segnale,tecken
312,Ruf::N,chiamata,rop
313,Lärm::N,chiasso,bråk
314,Lärm::N,chiasso,oväsen
315,Lärm::N,strèpito,bråk
316,Lärm::N,strèpito,oväsen
317,Laut::N,suono,ljud
318,Ton::N,tono,ton
319,Lied::N,canto,sång
320,Lied::N,canzone,sång
321,Ruhe::N,calma,ro
322,Ruhe::N,calma,lugn
323,Ruhe::N,tranquillità,ro
324,Ruhe::N,tranquillità,lugn
325,Leute::N,gente,folk
326,Volk::N,pòpolo,folk
327,Arbeit::N,lavoro,arbete
328,Gast::N,òspite,gäst
329,Gast::N,invitato,gäst
330,Geschenk::N,regalo,gåva
331,Geschenk::N,regalo,present
332,Spiel::N,gioco,lek
333,Spiel::N,gioco,spel
334,Gesellschaft::N,compagnìa,sällskap
335,Hilfe::N,aiuto,hjälp
336,Hilfe::N,soccorso,hjälp
337,Freund::N,amico,vän
338,Kamerad::N,camerata,kamrat
339,Angelegenheit::N,affare,ärende
340,Angelegenheit::N,affare,angelägenhet
341,Angelegenheit::N,faccenda,ärende
342,Angelegenheit::N,faccenda,angelägenhet
343,Anzahl::N,nùmero,antal
344,Anzahl::N,quantità,antal
345,Art::N,tipo,art
346,Art::N,tipo,slag
347,Art::N,specie,art
348,Art::N,specie,slag
349,Stück::N,pezzo,stycke
350,Teil::N,parte,del
351,Hälfte::N,metà,halva
352,Kreis::N,cìrcolo,krets
353,Kreis::N,cìrcolo,cirkel
354,Kreuz::N,croce,kors
355,Kreuz::N,croce,kryss
356,Linie::N,lìnea,linje
357,Strich::N,tratto,streck
358,Abstand::N,distanza,avstånd
359,Entfernung::N,distanza,avstånd
360,Entfernung::N,lontananza,avstånd
361,Gegend::N,regione,trakt
362,Platz::N,posto,plats
363,Platz::N,spazio,plats
364,Ort::N,luogo,plats
365,Ort::N,luogo,ställe
366,Ort::N,località,plats
367,Ort::N,località,ställe
368,Seite::N,lato,sida
369,Seite::N,parte,sida
370,Mitte::N,mezzo,mitt
371,Mitte::N,centro,mitt
372,Gegenstand::N,oggetto,föremål
373,Sache::N,cosa,sak
374,Rand::N,orlo,rand
375,Rand::N,bordo,rand
376,Kante::N,spìgolo,kant
377,Ecke::N,canto,vrå
378,Ecke::N,canto,hörn
379,Spitze::N,punta,spets
380,Ende::N,capo,ända
381,Ende::N,estremità,ända
382,Loch::N,buco,hål
383,Winkel::N,àngolo,vinkel
384,Muster::N,disegno,mönster
385,Größe::N,taglia,storlek
386,Größe::N,grandezza,storlek
387,Länge::N,lunghezza,längd
388,Höhe::N,altezza,höjd
389,Gewicht::N,peso,tyngd
390,Menge::N,quantità,mängd
391,Haufen::N,cùmulo,hög
392,Haufen::N,mucchio,hög
393,Reihe::N,fila,rad
394,Boot::N,barca,båt
395,Boot::N,battello,båt
396,Ruder::N,remo,åra
397,Schlitten::N,slitta,släde
398,Ski::N,sci,skida
399,Lagerfeuer::N,falò,lägereld
400,Lagerfeuer::N,fuoco di bivacco,lägereld
401,Last::N,càrico,last
402,Last::N,càrico,börda
403,Gang::N,andata,gång
404,Schritt::N,passo,steg
405,Norden::N,nord,norr
406,Norden::N,settentrione,norr
407,Süden::N,sud,söder
408,Süden::N,meridione,söder
409,Westen::N,òvest,väster
410,Westen::N,occidente,väster
411,Osten::N,est,öster
412,Osten::N,oriente,öster
413,Holz::N,legno,trä
414,Brett::N,asse,bräda
415,Brett::N,tàvola,bräda
416,Platte::N,lastra,platta
417,Platte::N,piastra,platta
418,Stütze::N,supporto,stöd
419,Stütze::N,supporto,stötta
420,Stange::N,sbarra,stång
421,Stange::N,pèrtica,stång
422,Stock::N,verga,käpp
423,Stock::N,verga,pinne
424,Stock::N,bastone,käpp
425,Stock::N,bastone,pinne
426,Stock::N,bacchetta,käpp
427,Stock::N,bacchetta,pinne
428,Stab::N,asta,stav
429,Rohr::N,tubo,rör
430,Haus::N,casa,hus
431,Heim::N,casa,hem
432,Ofen::N,stufa,ugn
433,Fußboden::N,pavimento,golv
434,Tisch::N,tàvolo,bord
435,Stuhl::N,sedia,stol
436,Wiege::N,culla,vagga
437,Bett::N,letto,säng
438,Regal::N,scaffale,hylla
439,Kiste::N,cassa,låda
440,Fenster::N,finestra,fönster
441,Tür::N,porta,dörr
442,Tor::N,portone,port
443,Zaun::N,recinto,staket
444,Zaun::N,recinto,stängsel
445,Dach::N,tetto,tak
446,Leiter::N,scala,stege
447,Leiter::N,scala a pioli,stege
448,Besen::N,scopa,kvast
449,Spaten::N,vanga,spade
450,Schaufel::N,pala,skovel
451,Schaufel::N,pala,skyffel
452,Gabel::N,forchetta,gaffel
453,Löffel::N,cucchiaio,sked
454,Messer::N,coltello,kniv
455,Nagel::N,chiodo,spik
456,Netz::N,rete,nät
457,Haken::N,uncino,krok
458,Griff::N,mànico,tag
459,Griff::N,mànico,handtag
460,Griff::N,maniglia,tag
461,Griff::N,maniglia,handtag
462,Schloss::N,serratura,las
463,Bild::N,quadro,bild
464,Bild::N,immàgine,bild
465,Figur::N,figura,figur
466,Puppe::N,bàmbola,docka
467,Beutel::N,borsa,påse
468,Beutel::N,sacchetto,påse
469,Bündel::N,fascio,bunt
470,Bündel::N,fascio,knippa
471,Bündel::N,fagotto,bunt
472,Bündel::N,fagotto,knippa
473,Tasche::N,borsa,väska
474,Eimer::N,secchio,hink
475,Eimer::N,secchio,ämbar
476,Deckel::N,coperchio,lock
477,Geschirr::N,stoviglie,servis
478,Geschirr::N,stoviglie,porslin
479,Sack::N,sacco,säck
480,Tasse::N,tazza,kopp
481,Topf::N,pèntola,gryta
482,Topf::N,pèntola,kastrull
483,Kessel::N,paiolo,kittel
484,Kessel::N,calderone,kittel
485,Essen::N,pasto,mål
486,Essen::N,mangiare,mål
487,Nahrung::N,cibo,näring
488,Nahrung::N,alimento,näring
489,Speise::N,piatto,maträtt
490,Fleisch::N,carne,kött
491,Getreide::N,cereali,säd
492,Getreide::N,cereali,spannmål
493,Brei::N,purè,gröt
494,Brei::N,pappa,gröt
495,Brot::N,pane,bröd
496,Scheibe::N,fetta,skiva
497,Scheibe::N,trancia,skiva
498,Fett::N,grasso,fett
499,Butter::N,burro,smör
500,Öl::N,olio,olja
501,Salz::N,sale,salt
502,Suppe::N,zuppa,soppa
503,Suppe::N,minestra,soppa
504,Honig::N,miele,honung
505,Milch::N,latte,mjölk
506,Tee::N,tè,te
507,Leder::N,pelle,läder
508,Wolle::N,lana,ull
509,Wolle::N,lana,ylle
510,Stoff::N,panno,tyg
511,Stoff::N,panno,stoff
512,Stoff::N,tessuto,tyg
513,Stoff::N,tessuto,stoff
514,Nadel::N,ago,nål
515,Faden::N,filo,tråd
516,Knopf::N,bottone,knapp
517,Knoten::N,nodo,knut
518,Farbe::N,pittura,färg
519,Kleidung::N,vestiti,klädsel
520,Kleidung::N,vestiario,klädsel
521,Hemd::N,camicia,skjorta
522,Kragen::N,bàvero,krage
523,Kragen::N,colletto,krage
524,Ärmel::N,mànica,ärm
525,Hose::N,calzoni,byxor
526,Gürtel::N,cintura,bälte
527,Mütze::N,berretto,mössa
528,Schuh::N,scarpa,sko
529,Stiefel::N,stivale,stövel
530,Ring::N,anello,ring
531,Band::N,nastro,band
532,Band::N,fettuccia,band
533,Kamm::N,pèttine,kam
534,Spiegel::N,specchio,spegel
535,Riemen::N,cinghia,rem
536,Schnur::N,corda,snöre
537,Leine::N,guinzaglio,lina
538,Decke::N,coperta,täcke
539,Kissen::N,cuscino,dyna
540,Kissen::N,cuscino,kudde
541,Kissen::N,guanciale,dyna
542,Kissen::N,guanciale,kudde
543,Tuch::N,fazzoletto,sjal
544,Handtuch::N,asciugamano,handduk
545,Kraft::N,forza,kraft
546,Stärke::N,forza,styrka
547,Stärke::N,vigore,styrka
548,Stärke::N,fortezza,styrka
549,Gesundheit::N,salute,hälsa
550,Krankheit::N,malattìa,sjukdom
551,Schmerz::N,dolore,smärta
552,Wunde::N,piaga,sår
553,Wunde::N,ferita,sår
554,Fieber::N,febbre,feber
555,Arznei::N,fàrmaco,medicin
556,Arznei::N,fàrmaco,läkemedel
557,Arznei::N,medicina,medicin
558,Arznei::N,medicina,läkemedel
559,Brücke::N,ponte,bro
560,Brunnen::N,pozzo,brunn
561,Weide::N,pàscolo,bete
562,Pfad::N,sentiero,stig
563,Weg::N,via,väg
564,Weg::N,cammino,väg
565,Straße::N,strada,gata
566,Dorf::N,paese,by
567,Dorf::N,villaggio,by
568,Stadt::N,città,stad
569,Brief::N,lèttera,brev
570,Buch::N,libro,bok
571,Buchstabe::N,lèttera,bokstav
572,Zeitung::N,giornale,tidning
573,Leben::N,vita,liv
574,Tod::N,morte,död
575,Grab::N,tomba,grav
576,Grab::N,sepolcro,grav
577,Kirche::N,chiesa,kyrka
578,Sünde::N,peccato,synd
579,Gott::N,dio,gud
580,Arbeiter::N,operaio,arbetare
581,Arbeiter::N,lavoratore,arbetare
582,Chef::N,capo,chef
583,Chef::N,padrone,chef
584,Meister::N,mastro,mästare
585,Meister::N,maestro,mästare
586,Arzt::N,mèdico,läkare
587,Arzt::N,dottore,läkare
588,Lehrer::N,professore,lärare
589,Geld::N,soldi,pengar
590,Geld::N,denaro,pengar
591,Geschäft::N,affare,rörelse
592,Geschäft::N,negozio,rörelse
593,Laden::N,negozio,affär
594,Preis::N,prezzo,pris
595,Ware::N,merce,vara
596,Nutzen::N,ùtile,gagn
597,Nutzen::N,ùtile,nytta
598,Nutzen::N,profitto,gagn
599,Nutzen::N,profitto,nytta
600,Reichtum::N,ricchezza,rikedom
601,Welt::N,mondo,värld
602,Land::N,paese,land
603,Staat::N,Stato,stat
604,König::N,re,kung
605,König::N,re,konung
606,Macht::N,potere,makt
607,Grenze::N,confine,gräns
608,Grenze::N,frontiera,gräns
609,Krieg::N,guerra,krig
610,Feind::N,nemico,fiende
611,Gewalt::N,violenza,våld
612,Kampf::N,lotta,kamp
613,Kampf::N,lotta,strid
614,Bogen[Waffe]::N,arco,båge
615,Pfeil::N,freccia,pil
616,Gewehr::N,fucile,gevär
617,Fehler::N,errore,fel
618,Fehler::N,sbaglio,fel
619,Lüge::N,bugìa,lögn
620,Lüge::N,menzogna,lögn
621,Schaden::N,danno,skada
622,Unglück::N,sfortuna,otur
623,Unglück::N,sfortuna,olycka
624,Schuld::N,colpa,skuld
625,Alter::N,età,ålder
626,Schluss::N,fine,slut
627,Zeit::N,tempo,tid
628,Tag::N,giorno,dag
629,Tag::N,giornata,dag
630,Morgen::N,mattina,morgon
631,Mittag::N,mezzogiorno,middag
632,Abend::N,sera,kväll
633,Abend::N,serata,kväll
634,Nacht::N,notte,natt
635,Woche::N,settimana,vecka
636,Monat::N,mese,månad
637,Jahr::N,anno,år
638,Frühling::N,primavera,vår
639,Sommer::N,estate,sommar
640,Herbst::N,autunno,höst
641,Winter::N,inverno,vinter
642,Januar::N,gennaio,januari
643,Februar::N,febbraio,februari
644,März::N,marzo,mars
645,April::N,aprile,april
646,Mai::N,maggio,maj
647,Juni::N,giugno,juni
648,Juli::N,luglio,juli
649,August::N,agosto,augusti
650,September::N,settembre,september
651,Oktober::N,ottobre,oktober
652,November::N,novembre,november
653,Dezember::N,dicembre,december
654,Montag::N,lunedì,måndag
655,Dienstag::N,martedì,tisdag
656,Mittwoch::N,mercoledì,onsdag
657,Donnerstag::N,giovedì,torsdag
658,Freitag::N,venerdì,fredag
659,Samstag::N,sàbato,lördag
660,Sonntag::N,domenica,söndag
661,groß::A,grande,stor
662,klein::A,pìccolo,liten
663,lang::A,lungo,lång
664,kurz::A,corto,kort
665,breit::A,largo,bred
666,schmal::A,stretto,smal
667,dicht::A,denso,tät
668,dick[Gegenstand]::A,spesso,tjock
669,dünn::A,sottile,tunn
670,fein::A,fine,fin
671,fein::A,delicato,fin
672,fest::A,sodo,fast
673,fest::A,fisso,fast
674,flach::A,piano,platt
675,flach::A,piatto,platt
676,glatt::A,liscio,glatt
677,hart::A,duro,hård
678,weich::A,molle,mjuk
679,rund::A,rotondo,rund
680,spitz::A,aguzzo,toppig
681,spitz::A,aguzzo,spetsig
682,spitz::A,appuntito,toppig
683,spitz::A,appuntito,spetsig
684,scharf::A,affilato,vass
685,scharf::A,affilato,skarp
686,scharf::A,tagliente,vass
687,scharf::A,tagliente,skarp
688,stumpf::A,smussato,slö
689,schwer::A,pesante,tung
690,schön::A,bello,skön
691,schön::A,bello,vacker
692,heiß::A,caldo,het
693,heiß::A,bollente,het
694,warm::A,caldo,varm
695,kalt::A,freddo,kall
696,kühl::A,fresco,sval
697,kühl::A,fresco,kylig
698,frisch::A,fresco,färsk
699,feucht::A,ùmido,fuktig
700,nass::A,bagnato,våt
701,trocken::A,secco,torr
702,voll::A,pieno,full
703,leer::A,vuoto,tom
704,offen::A,aperto,öppen
705,geschlossen::A,chiuso,stängd
706,sauber::A,netto,ren
707,sauber::A,pulito,ren
708,schmutzig::A,sporco,snuskig
709,schmutzig::A,sùdicio,snuskig
710,roh::A,crudo,rå
711,reif::A,maturo,mogen
712,lecker::A,ghiotto,läcker
713,lecker::A,squisito,läcker
714,süß::A,dolce,söt
715,bitter::A,amaro,besk
716,bitter::A,amaro,bitter
717,sauer::A,aspro,sur
718,sauer::A,acerbo,sur
719,hell::A,chiaro,ljus
720,dunkel::A,buio,mörk
721,dunkel::A,oscuro,mörk
722,schwarz::A,nero,svart
723,weiß::A,bianco,vit
724,rot::A,rosso,röd
725,gelb::A,giallo,gul
726,blau::A,blu,blå
727,blau::A,azzurro,blå
728,grün::A,verde,grön
729,grau::A,grigio,grå
730,bunt::A,variopinto,brokig
731,billig::A,a buon prezzo,billig
732,billig::A,a buon mercato,billig
733,teuer::A,caro,dyr
734,wertvoll::A,prezioso,värdefull
735,blind::A,cieco,blind
736,taub::A,sordo,döv
737,kräftig::A,forte,kraftig
738,kräftig::A,robusto,kraftig
739,stark::A,forte,stark
740,stark::A,vigoroso,stark
741,schwach::A,dèbole,svag
742,fett::A,grasso,fet
743,schlank::A,snello,slank
744,schlank::A,slanciato,slank
745,hübsch::A,bello,snygg
746,hübsch::A,bello,vacker
747,hübsch::A,carino,snygg
748,hübsch::A,carino,vacker
749,böse::A,cattivo,ond
750,böse::A,cattivo,elak
751,dumm::A,stùpido,dum
752,faul::A,pigro,lat
753,fleißig::A,diligente,flitig
754,geizig::A,avaro,snål
755,geizig::A,avaro,girig
756,klug::A,intelligente,klok
757,geschickt::A,àbile,händig
758,geschickt::A,àbile,skicklig
759,lieb::A,caro,kär
760,lieb::A,caro,snäll
761,lustig::A,gaio,rolig
762,lustig::A,gaio,lustig
763,lustig::A,allegro,rolig
764,lustig::A,allegro,lustig
765,sanft::A,dolce,mild
766,hungrig::A,affamato,hungrig
767,krank::A,malato,sjuk
768,krank::A,infermo,sjuk
769,nackt::A,nudo,naken
770,traurig::A,triste,ledsen
771,traurig::A,triste,sorgsen
772,lebendig::A,vivo,levande
773,gut::A,buono,bra
774,schlecht::A,cattivo,dålig
775,richtig::A,giusto,riktig
776,schlimm::A,grave,illa
777,wahr::A,vero,sann
778,alt::A,vecchio,gammal
779,neu::A,nuovo,ny
780,ehemalig::A,vecchio,forn
781,ehemalig::A,vecchio,tidigare
782,ehemalig::A,d'una_volta,forn
783,ehemalig::A,d'una_volta,tidigare
784,alt[Lebewesen]::A,anziano,gammal
785,jung::A,giovane,ung
786,arm::A,pòvero,fattig
787,reich::A,ricco,rik
788,bekannt::A,noto,känd
789,bekannt::A,conosciuto,känd
790,berühmt::A,famoso,berömd
791,berühmt::A,cèlebre,berömd
792,fremd::A,estràneo,främmande
793,fremd::A,straniero,främmande
794,verschieden::A,diverso,åtskillig
795,verschieden::A,differente,åtskillig
796,nah::A,vicino,nära
797,nah::A,propinquo,nära
798,fern::A,lontano,fjärran
799,linker::A,sinistro,vänster
800,rechter::A,destro,höger
801,anderer::A,altro,annan
802,erster::A,primo,första
803,zweiter::A,secondo,andra
804,dritter::A,terzo,tredje
805,letzter::A,ùltimo,sist
806,allein::ADV,solo,allena
807,allein::ADV,da solo,allena
808,auf einmal::ADV,insieme,på en gång
809,zusammen::ADV,insieme,tillsammans
810,lange::ADV,a lungo,länge
811,plötzlich::ADV,all'improvviso,plötsligt
812,sofort::ADV,sùbito,strax
813,sofort::ADV,sùbito,genast
814,sofort::ADV,all'istante,strax
815,sofort::ADV,all'istante,genast
816,später::ADV,più tardi,senare
817,jetzt::ADV,ora,nu
818,jetzt::ADV,adesso,nu
819,heute::ADV,oggi,i dag
820,morgen::ADV,domani,i morgon
821,bald::ADV,presto,snart
822,bald::ADV,tra poco,snart
823,dann::ADV,allora,då
824,gestern::ADV,ieri,i går
825,einst::ADV,prima,en gång
826,einst::ADV,un tempo,en gång
827,damals::ADV,allora,då
828,damals::ADV,allora,den gången
829,danach::ADV,poi,därefter
830,danach::ADV,dopo,därefter
831,vorher::ADV,prima,före
832,vorher::ADV,prima,förut
833,zuerst::ADV,prima,först
834,zuerst::ADV,dapprima,först
835,einmal::ADV,una volta,en gång
836,manchmal::ADV,talvolta,ibland
837,manchmal::ADV,qualche volta,ibland
838,oft::ADV,spesso,ofta
839,immer::ADV,sempre,alltid
840,niemals::ADV,non mai,aldrig
841,hier::ADV,qua,här
842,hierhin::ADV,qua,hit
843,von hier::ADV,ne,härifrån
844,von hier::ADV,da qui,härifrån
845,dort::ADV,lì,där
846,dorthin::ADV,là,dit
847,geradeaus::ADV,diritto,rätt fram
848,vorwärts::ADV,avanti,fram
849,vorwärts::ADV,avanti,framåt
850,rückwärts::ADV,all'indietro,baklänges
851,zurück::ADV,di indietro,tillbaka
852,unten::ADV,giù,nere
