,Concept_ID,,fr
1022,umdrehen::V,,tourner
1023,heben::V,,soulever
1024,hochheben::V,,lever
1025,ergreifen::V,,saisir
1026,ergreifen::V,,prendre
1027,halten::V,,tenir
1028,drücken::V,,presser
1029,schieben::V,,pousser
1030,kratzen::V,,gratter
1031,kratzen::V,,égratigner
1032,lecken::V,,lécher
1033,beißen::V,,mordre
1034,abreißen::V,,arracher
1035,abschneiden::V,,couper
1036,binden::V,,lier
1037,binden::V,,attacher
1038,stecken::V,,enfoncer
1039,brechen::V,,rompre
1040,klopfen::V,,frapper
1041,hauen::V,,frapper
1042,kleben::V,,coller
1043,reiben::V,,frotter
1044,streichen::V,,empâter
1045,schleifen::V,,affiler
1046,schleifen::V,,aiguiser
1047,schneiden::V,,couper
1048,schneiden::V,,trancher
1049,rütteln::V,,cahoter
1050,schütteln::V,,secouer
1051,schwenken::V,,agiter
1052,schütten::V,,verser
1053,füllen::V,,remplir
1054,einwickeln::V,,envelopper
1055,tragen::V,,porter
1056,schleppen::V,,traîner
1057,ziehen::V,,tirer
1058,aufbewahren::V,,garder
1059,aufbewahren::V,,conserver
1060,werfen::V,,jeter
1061,werfen::V,,lancer
1062,fangen::V,,attraper
1063,packen::V,,agripper
1064,verstecken::V,,cacher
1065,teilen::V,,diviser
1066,schicken::V,,envoyer
1067,bringen::V,,apporter
1068,hinzufügen::V,,ajouter
1069,bekommen::V,,obtenir
1070,erhalten::V,,recevoir
1071,nehmen::V,,prendre
1072,wählen::V,,choisir
1073,auswählen::V,,choisir
1074,auswählen::V,,sélectionner
1075,bewahren::V,,préserver
1076,behindern::V,,gêner
1077,verderben::V,,gâter
1078,verderben::V,,corrompre
1079,beschädigen::V,,endommager
1080,zerbrechen::V,,casser
1081,zerreißen::V,,déchirer
1082,zerstören::V,,détruire
1083,verbrennen::V,,brûler
1084,geben::V,,donner
1085,reichen::V,,tendre
1086,schenken::V,,offrir
1087,versprechen::V,,promettre
1088,wünschen::V,,souhaiter
1089,loben::V,,louer
1090,küssen::V,,embrasser
1091,wiegen::V,,bercer
1092,zudecken::V,,couvrir
1093,wecken::V,,éveiller
1094,wecken::V,,réveiller
1095,zeigen::V,,montrer
1096,zeigen::V,,faire voir
1097,führen::V,,guider
1098,lehren::V,,apprendre
1099,unterrichten::V,,instruire
1100,aufziehen::V,,élever
1101,leiten::V,,diriger
1102,leiten::V,,conduire
1103,antreiben::V,,pousser
1104,lassen::V,,faire
1105,einladen::V,,inviter
1106,vereinigen::V,,unir
1107,vereinigen::V,,réunir
1108,besuchen::V,,visiter
1109,besuchen::V,,aller voir
1110,treffen::V,,rencontrer
1111,sich versammeln::V,,s'assembler
1112,spielen::V,,jouer
1113,singen::V,,chanter
1114,tanzen::V,,danser
1115,sich trennen::V,,se séparer
1116,verlassen::V,,quitter
1117,retten::V,,sauver
1118,bewachen::V,,garder
1119,schützen::V,,protéger
1120,verteidigen::V,,défendre
1121,sich schlagen::V,,se taper
1122,schießen::V,,tirer
1123,siegen::V,,vaincre
1124,ärgern::V,,agacer
1125,schlagen::V,,battre
1126,schlagen::V,,frapper
1127,treten::V,,botter
1128,treten::V,,donner un coup de pied à
1129,stechen::V,,piquer
1130,stoßen::V,,heurter
1131,stehlen::V,,voler
1132,stören::V,,gêner
1133,stören::V,,déranger
1134,belästigen::V,,molester
1135,belästigen::V,,importuner
1136,verbergen::V,,cacher
1137,verbergen::V,,dissimuler
1138,täuschen::V,,abuser
1139,täuschen::V,,tromper
1140,betrügen::V,,duper
1141,betrügen::V,,frauder
1142,töten::V,,tuer
1143,wohnen::V,,habiter
1144,wohnen::V,,demeurer
1145,arbeiten::V,,travailler
1146,sammeln::V,,collectionner
1147,pflücken::V,,cueillir
1148,jagen::V,,chasser
1149,fischen::V,,pêcher
1150,fassen::V,,capturer
1151,hüten::V,,garder
1152,treiben::V,,mener
1153,anbinden::V,,attacher
1154,füttern::V,,faire manger
1155,melken::V,,traire
1156,hacken::V,,fendre
1157,gießen::V,,arroser
1158,reifen::V,,mûrir
1159,zubereiten::V,,préparer
1160,kochen::V,,cuire
1161,backen::V,,cuire
1162,braten::V,,rôtir
1163,umrühren::V,,remuer
1164,stricken::V,,tricoter
1165,nähen::V,,coudre
1166,färben::V,,teindre
1167,reinigen::V,,nettoyer
1168,waschen::V,,laver
1169,abwischen::V,,essuyer
1170,spülen::V,,rincer
1171,fegen::V,,balayer
1172,kehren::V,,balayer
1173,baden::V,,se baigner
1174,sich waschen::V,,se laver
1175,ausziehen::V,,ôter
1176,ausziehen::V,,enlever
1177,anziehen::V,,mettre
1178,sich anziehen::V,,s'habiller
1179,kämmen::V,,peigner
1180,schmücken::V,,orner
1181,schmücken::V,,décorer
1182,sagen::V,,dire
1183,sprechen::V,,parler
1184,reden::V,,parler
1185,sich unterhalten::V,,bavarder
1186,sich unterhalten::V,,s'entretenir
1187,fragen::V,,demander
1188,bitten::V,,prier
1189,erzählen::V,,raconter
1190,mitteilen::V,,communiquer
1191,nennen::V,,nommer
1192,nennen::V,,appeler
1193,rufen::V,,appeler
1194,prahlen::V,,se vanter
1195,übersetzen::V,,traduire
1196,denken::V,,penser
1197,glauben::V,,croire
1198,bemerken::V,,remarquer
1199,bemerken::V,,apercevoir
1200,erkennen::V,,reconnaître
1201,begreifen::V,,concevoir
1202,verstehen::V,,entendre
1203,verstehen::V,,comprendre
1204,lernen::V,,apprendre
1205,wissen::V,,savoir
1206,sich erinnern an::V,,se souvenir de
1207,vergessen::V,,oublier
1208,messen::V,,mesurer
1209,zählen::V,,compter
1210,rechnen::V,,calculer
1211,lesen::V,,lire
1212,malen::V,,peindre
1213,zeichnen::V,,dessiner
1214,schreiben::V,,écrire
1215,besitzen::V,,posséder
1216,kaufen::V,,acheter
1217,verkaufen::V,,vendre
1218,bezahlen::V,,payer
1219,zahlen::V,,payer
1220,beherrschen::V,,dominer
1221,beherrschen::V,,maîtriser
1222,ertragen::V,,tolérer
1223,ertragen::V,,supporter
