,Concept_ID,br,sl
162,Vogel::N,labous,ptíca
163,Schwarm::N,nijad,játa
164,Huhn::N,yar,kokóš
165,Hahn::N,kilhog,petêlin
166,Gans::N,gwazenn,gós
167,Adler::N,erer,ôrel
168,Ente::N,houad,ráca
169,Eule::N,toud,sôva
170,Kranich::N,garan,žerjàv
171,Krähe::N,bran,vrána
172,Kuckuck::N,koukoug,kúkavica
173,Schwan::N,alarc'h,labód
174,Fisch::N,pesk,ríba
175,Barsch::N,brell,ostríž
176,Hecht::N,beked,ščúka
177,Schlange[Tier]::N,naer,káča
178,Wurm::N,preñv,čr̀v
179,Wurm::N,preñv,glísta
180,Spinne::N,kevnidenn,pájek
181,Ameise::N,merion,mrávlja
182,Laus::N,laouenn,úš
183,Mücke::N,moustik,komár
184,Fliege::N,kelienenn,múha
185,Schmetterling::N,balafenn,metúlj
186,Beere::N,hog,jágoda
187,Apfel::N,aval,jábolko
188,Pilz::N,kabell-touseg,góba
189,Zwiebel::N,ognonenn,čebúla
190,Saat::N,had,séme
191,Korn::N,ed,zŕno
192,Heu::N,foenn,senó
193,Schale::N,peliadur,lupína
194,Falle::N,pech,pást
195,Schlinge::N,krouglas,zánka
196,Schlinge::N,krouglas,pêtlja
197,Asche::N,ludu,pepél
198,Dreck::N,fank,bláto
199,Eisen::N,houarn,želézo
200,Gold::N,aour,zlató
201,Silber::N,arc'hant,srebró
202,Kohle::N,glaou,ógel
203,Glas::N,gwer,stêklo
204,Sand::N,traezh,pések
205,Mensch::N,den,člôvek
206,Mann::N,den,móž
207,Mann::N,den,môški
208,Frau::N,maouez,gospá
209,Frau::N,maouez,žénska
210,Kind::N,bugel,déte
211,Kind::N,bugel,otròk
212,Junge::N,paotr,fànt
213,Junge::N,paotr,déček
214,Mädchen::N,plac'h,deklè
215,Mädchen::N,plac'h,déklica
216,Familie::N,familh,družína
217,Großvater::N,tad-kozh,dèd
218,Großvater::N,tad-kozh,dédek
219,Großmutter::N,mamm-gozh,bábica
220,Eltern::N,kerent,stárši
221,Vater::N,tad,ôče
222,Mutter::N,mamm,máma
223,Sohn::N,mab,sín
224,Tochter::N,merc'h,hčí
225,Tochter::N,merc'h,hčérka
226,Bruder::N,breur,bràt
227,Schwester::N,c'hoar,sêstra
228,Onkel::N,eontr,újec
229,Onkel::N,eontr,stríc
230,Tante::N,moereb,têta
231,Tante::N,moereb,strína
232,Ehemann::N,gwaz,móž
233,Ehemann::N,gwaz,sopróg
234,Ehefrau::N,gwreg,žêna
235,Ehefrau::N,gwreg,sopróga
236,Freude::N,levenez,rádost
237,Freude::N,levenez,vesêlje
238,Gelächter::N,c'hoarzherezh,sméh
239,Gelächter::N,c'hoarzherezh,grohòt
240,Glück::N,chañs,sréča
241,Kummer::N,doan,gorjé
242,Wunsch::N,c'hoant,žêlja
243,Lust::N,c'hoant,poželênje
244,Geist::N,spered,dúša
245,Gedanke::N,soñj,mísel
246,Gedächtnis::N,eñvor,pámet
247,Verstand::N,skiant,
248,Sinn::N,ster,pomèn
249,Sinn::N,ster,smísel
250,Grund::N,kaoz,vzròk
251,Wahrheit::N,gwirionez,resníca
252,Gespräch::N,kaozeadenn,pogóvor
253,Märchen::N,kaoz korriganez,právljica
254,Erzählung::N,kontadenn,povést
255,Nachricht::N,keloù,sporočílo
256,Neuigkeit::N,kelaouenn,novóst
257,Name::N,anv,imé
258,Rätsel::N,divinatez,ugánka
259,Rede::N,diskour,góvor
260,Sprache::N,yezh,jêzik
261,Stimme::N,mouezh,glás
262,Wort::N,ger,beséda
263,Zeichen::N,sin,znák
264,Ruf::N,galv,klíc
265,Lärm::N,trouz,hrúp
266,Lärm::N,trouz,trúšč
267,Ton::N,ton,tón
268,Lied::N,kanaouenn,pésem
269,Ruhe::N,sioulded,pokòj
270,Leute::N,tud,ljudjé
271,Volk::N,pobl,národ
272,Arbeit::N,labour,délo
273,Gast::N,kouviad,gòst
274,Geschenk::N,prof,darílo
275,Spiel::N,c'hoari,ígra
276,Gesellschaft::N,kompagnunezh,drúžba
277,Gesellschaft::N,kavandad,drúžba
278,Hilfe::N,sikour,pomóč
279,Freund::N,mignon,prijátelj
280,Kamerad::N,kamarad,továriš
281,Angelegenheit::N,afer,zadéva
282,Anzahl::N,niver,števílo
283,Art::N,sort,vŕsta
284,Stück::N,tamm,kós
285,Teil::N,pezh,dél
286,Hälfte::N,hanterenn,polovíca
287,Kreis::N,kelc'h,króg
288,Kreis::N,kelc'h,kolobár
289,Kreuz::N,kroaz,kríž
290,Linie::N,linenn,próga
291,Strich::N,tenn,čŕta
292,Abstand::N,distok,preslédek
293,Entfernung::N,keid,oddáljenost
294,Entfernung::N,kehid,oddáljenost
295,Gegend::N,korn-bro,kràj
296,Gegend::N,korn-bro,dežêla
297,Platz::N,plasenn,prôstor
298,Ort::N,lec'h,mésto
299,Seite::N,tu,bòk
300,Seite::N,tu,strán
301,Mitte::N,kreiz,sredína
302,Gegenstand::N,tra,prédmet
303,Sache::N,tra,réč
304,Sache::N,tra,stvár
305,Rand::N,kantenn,kràj
306,Kante::N,kantenn,rób
307,Ecke::N,korn,vogál
308,Spitze::N,begell,óst
309,Ende::N,dibenn,kônec
310,Loch::N,toull,lúknja
311,Muster::N,tresadenn,vzórec
312,Größe::N,ment,veličína
313,Länge::N,hirder,dolžína
314,Höhe::N,uhelder,vršína
315,Gewicht::N,pouez,téža
316,Menge::N,bern,količína
317,Haufen::N,bern,kùp
318,Haufen::N,bern,kopíca
319,Reihe::N,steud,níz
320,Reihe::N,steud,vŕsta
321,Boot::N,bag,čóln
322,Ruder::N,roeñv,vêslo
323,Schlitten::N,trainell,saní
324,Ski::N,ski,smučí
325,Last::N,karg,tôvor
326,Gang::N,kerzh,hòd
327,Schritt::N,paz,korák
328,Norden::N,norzh,séver
329,Norden::N,hanternoz,séver
330,Süden::N,su,júg
331,Süden::N,kreisteiz,júg
332,Westen::N,kuzh-heol,zapàd
333,Osten::N,reter,vzhòd
334,Osten::N,sav-heol,vzhòd
335,Holz::N,koad,lés
336,Brett::N,plankenn,deskà
337,Platte::N,plakenn,plôča
338,Stütze::N,harp,opóra
339,Stütze::N,harp,zaslómba
340,Stange::N,sparl,gréd
341,Stock::N,bazh,pálica
342,Stab::N,bazh,pálica
343,Rohr::N,tub,cév
344,Rohr::N,korz,cév
345,Haus::N,ti,híša
346,Heim::N,kêr,dóm
347,Ofen::N,forn,péč
348,Fußboden::N,plañchod,pòd
349,Tisch::N,taol,míza
350,Stuhl::N,kador,stòl
351,Wiege::N,kavell,zíbel
352,Bett::N,gwele,póstelja
353,Regal::N,estajerenn,políca
354,Kiste::N,kased,zabòj
355,Fenster::N,prenestr,ôkno
356,Tür::N,dor,vráta
357,Tor::N,portal,velíka vráta
358,Zaun::N,sklotur,ográja
359,Dach::N,toenn,stréha
360,Leiter::N,skeul,léstev
361,Besen::N,skubell,mêtla
362,Spaten::N,pal,lopáta
363,Schaufel::N,pal,lopáta
364,Gabel::N,fourchetez,vílice
365,Löffel::N,loa,žlíca
366,Messer::N,kontell,nòž
367,Nagel::N,tach,žebèlj
368,Netz::N,roued,mréža
369,Haken::N,krog,kljúka
370,Griff::N,kemer,ročáj
371,Griff::N,kemer,oprijèm
372,Schloss::N,potenn,ključávnica
373,Bild::N,skeudenn,slíka
374,Figur::N,skeud,figúra
375,Figur::N,skeud,postáva
376,Figur::N,figur,figúra
377,Figur::N,figur,postáva
378,Puppe::N,merc'hodenn,lútka
379,Beutel::N,sac'h,môšnja
380,Bündel::N,feskenn,cúla
381,Bündel::N,feskenn,svéženj
382,Tasche::N,sac'h,tórba
383,Tasche::N,sac'h,tobôlec
384,Eimer::N,sailh,vêdro
385,Deckel::N,pallenn,pokròv
386,Deckel::N,pallenn,poklópec
387,Geschirr::N,listriaj,posóda
388,Sack::N,sac'h,vréča
389,Tasse::N,tas,skodélica
390,Topf::N,pod,lônec
391,Kessel::N,chaodouron,kôtel
392,Essen::N,pred,hrána
393,Nahrung::N,boued,živílo
394,Speise::N,meuz,jéd
395,Fleisch::N,kig,mesó
396,Getreide::N,ed,žíto
397,Brei::N,yod,káša
398,Brot::N,bara,krùh
399,Scheibe::N,tailhenn,réženj
400,Fett::N,lard,mást
401,Fett::N,lard,maščôba
402,Butter::N,amann,máslo
403,Öl::N,eoul,ólje
404,Salz::N,holen,sól
405,Suppe::N,soubenn,júha
406,Honig::N,mel,méd
407,Milch::N,laezh,mléko
408,Tee::N,te,čáj
409,Leder::N,lêr,úsnje
410,Wolle::N,gloan,vólna
411,Stoff::N,danvez,blagó
412,Nadel::N,nadoz,ígla
413,Faden::N,neudenn,nít
414,Knopf::N,bouton,gúmb
415,Knoten::N,skoulm,vôzel
416,Farbe::N,liv,bárva
417,Kleidung::N,dilhad,obléka
418,Hemd::N,roc'hed,srájca
419,Kragen::N,gouzoug,ovrátnik
420,Ärmel::N,milgin,rokáv
421,Hose::N,bragoù,hláče
422,Gürtel::N,gouriz,pás
423,Mütze::N,boned,kápa
424,Mütze::N,boned,čépica
425,Schuh::N,botez,čévelj
426,Stiefel::N,botez,škórenj
427,Ring::N,gwalenn,pŕstan
428,Band::N,bagad,trák
429,Kamm::N,krib,glavník
430,Spiegel::N,melezour,zrcálo
431,Spiegel::N,melezour,ogledálo
432,Riemen::N,lerenn,jêrmen
433,Schnur::N,kordenn,vŕvca
434,Leine::N,roll,konôpec
435,Decke::N,golo,odéja
436,Kissen::N,goubenner,blazína
437,Tuch::N,mezher,pŕt
438,Tuch::N,mezher,rúta
439,Handtuch::N,toailhon,brisáča
440,Kraft::N,nerzh,síla
441,Stärke::N,nerzhder,jákost
442,Gesundheit::N,yec'hed,zdrávje
443,Krankheit::N,klañved,bolézen
444,Schmerz::N,poan,ból
445,Schmerz::N,poan,bolečína
446,Schmerz::N,droug,ból
447,Schmerz::N,droug,bolečína
448,Wunde::N,gloazadenn,rána
449,Fieber::N,terzhienn,vročína
450,Arznei::N,louzoù,lék
451,Arznei::N,louzoù,zdravílo
452,Brücke::N,pont,móst
453,Brunnen::N,puñs,vodnják
454,Weide::N,prad,páša
455,Pfad::N,gwenodenn,stezà
456,Weg::N,hent,pót
457,Straße::N,ru,césta
458,Straße::N,hent,césta
459,Dorf::N,kêr,vás
460,Dorf::N,kêriadenn,vás
461,Stadt::N,kêr,mésto
462,Brief::N,lizher,písmo
463,Buch::N,levr,knjíga
464,Buchstabe::N,lizherenn,čŕka
465,Zeitung::N,kazetenn,čásnik
466,Leben::N,buhez,življênje
467,Tod::N,marv,smŕt
468,Grab::N,bez,gròb
469,Kirche::N,iliz,cérkev
470,Sünde::N,pec'hed,gréh
471,Gott::N,doue,bóg
472,Arbeiter::N,labourer,délavec
473,Arbeiter::N,micherour,délavec
474,Chef::N,penn,šéf
475,Meister::N,mestr,mójster
476,Arzt::N,mezeg,zdravník
477,Arzt::N,medisin,zdravník
478,Lehrer::N,skolaer,učítelj
479,Lehrer::N,kelenner,učítelj
480,Geld::N,arc'hant,denár
481,Geschäft::N,stal,kupčíja
482,Laden::N,stal,trgovína
483,Preis::N,priz,céna
484,Ware::N,marc'hadourezh,róba
485,Nutzen::N,gounidegezh,príd
486,Nutzen::N,lañs,príd
487,Nutzen::N,profit,príd
488,Nutzen::N,spleit,príd
489,Reichtum::N,pinvidigezh,bogástvo
490,Welt::N,douar,svét
491,Land::N,bro,dežêla
492,Staat::N,stad,držáva
493,König::N,roue,králj
494,Macht::N,galloud,oblást
495,Grenze::N,harzoù,mêja
496,Krieg::N,brezel,vôjna
497,Feind::N,eneber,sovrážnik
498,Gewalt::N,tâerder,nasílje
499,Kampf::N,kann,bòj
500,Kampf::N,kann,bórba
501,Bogen[Waffe]::N,gwareg,lók
502,Pfeil::N,saezh,puščíca
503,Gewehr::N,fuzuilh,púška
504,Fehler::N,fazi,zmóta
505,Lüge::N,gaou,láž
506,Schaden::N,gwall,okvára
507,Unglück::N,gwalleur,nesréča
508,Schuld::N,kablusted,krívda
509,Schuld::N,pec'hedigezh,krívda
510,Alter::N,oad,dôba
511,Schluss::N,diwezh,kônec
512,Zeit::N,amzer,čàs
513,Tag::N,deizh,dán
514,Morgen::N,beure,jútro
515,Morgen::N,mintin,jútro
516,Mittag::N,kreisteiz,póldan
517,Abend::N,abardaez,večér
518,Nacht::N,noz,nóč
519,Woche::N,sizhun,téden
520,Monat::N,miz,mésec
521,Jahr::N,bloaz,léto
522,Frühling::N,nevezamzer,pomlád
523,Sommer::N,hañv,polétje
524,Herbst::N,diskaramzer,jesén
525,Winter::N,goañv,zíma
526,Januar::N,Genver,jánuar
527,Februar::N,C'hwevrer,fébruar
528,März::N,Meurzh,márec
529,April::N,Ebrel,apríl
530,Mai::N,Mae,máj
531,Juni::N,Mezheven,júnij
532,Juli::N,Gouhere,júlij
533,August::N,Eost,avgúst
534,September::N,Gwengolo,septêmber
535,Oktober::N,Here,október
536,November::N,Du,novêmber
537,Dezember::N,Kerzu,decémber
538,Montag::N,Lun,ponedéljek
539,Dienstag::N,Meurzh,tôrek
540,Mittwoch::N,Merc'her,sréda
541,Donnerstag::N,Yaou,četŕtek
542,Freitag::N,Gwener,pétek
543,Samstag::N,Sadorn,sobóta
544,Sonntag::N,Sul,nedélja
545,groß::A,bras,vêlik
546,klein::A,bihan,májhen
547,lang::A,hir,dólg
548,kurz::A,berr,krátek
549,breit::A,ledan,širòk
550,schmal::A,strizh,ózek
551,dicht::A,stank,góst
552,dick[Gegenstand]::A,tev,dêbel
553,dünn::A,moan,tánek
554,fein::A,munut,drôben
555,fest::A,start,tŕden
556,flach::A,plaen,plán
557,flach::A,plaen,plòsk
558,glatt::A,lintr,gládek
559,glatt::A,levn,gládek
560,hart::A,kalet,tŕd
561,weich::A,blot,mehák
562,rund::A,ront,okrógel
563,spitz::A,poentet,šílast
564,scharf::A,dremm,óster
565,stumpf::A,talsoc'h,tóp
566,stumpf::A,talsoc'h,skŕhan
567,schwer::A,pounner,têžek
568,schön::A,kaer,lép
569,schön::A,kaer,krásen
570,heiß::A,tomm,vròč
571,warm::A,tomm,tôpel
572,kalt::A,yen,mŕzel
573,kalt::A,yen,hláden
574,kühl::A,yen,hláden
575,frisch::A,fresk,svéž
576,feucht::A,gleb,vlážen
577,nass::A,gleb,móker
578,trocken::A,sec'h,súh
579,voll::A,leun,póln
580,leer::A,goullo,prázen
581,offen::A,digor,odpŕt
582,geschlossen::A,serr,zapŕt
583,sauber::A,naet,číst
584,sauber::A,naet,líčen
585,schmutzig::A,lous,umázan
586,roh::A,kriz,suròv
587,reif::A,darev,zrèl
588,lecker::A,lipous,okúsen
589,lecker::A,saourus,okúsen
590,süß::A,dous,sládek
591,bitter::A,c'hwerv,grenák
592,sauer::A,trenk,kísel
593,hell::A,sklaer,svetèl
594,dunkel::A,teñval,temèn
595,schwarz::A,du,čŕn
596,weiß::A,gwenn,bél
597,rot::A,ruz,rdèč
598,gelb::A,melen,žólt
599,gelb::A,melen,rumèn
600,blau::A,glas,móder
601,grün::A,gwer,zelèn
602,grau::A,louet,sív
603,bunt::A,liesliv,písan
604,billig::A,marc'had-mat,pocéni
605,teuer::A,ker,drág
606,wertvoll::A,prizius,dragocén
607,blind::A,dall,slép
608,taub::A,bouzar,glúh
609,kräftig::A,start,močán
610,stark::A,kreñv,ják
611,schwach::A,gwan,šíbek
612,fett::A,lard,dêbel
613,schlank::A,sinkl,vítek
614,hübsch::A,koant,lép
615,böse::A,gwall,zèl
616,böse::A,gwall,hudôben
617,dumm::A,glep,glúp
618,dumm::A,glep,bédast
619,faul::A,lezirek,lén
620,fleißig::A,studius,marljív
621,geizig::A,tost,škŕt
622,klug::A,speredek,pámeten
623,geschickt::A,dornet,spréten
624,lieb::A,koant,míl
625,lieb::A,koant,ljúb
626,lustig::A,laouen,vesél
627,sanft::A,flour,láhek
628,hungrig::A,marnaon,láčen
629,krank::A,klañv,bolán
630,nackt::A,noazh,nág
631,traurig::A,trist,túžen
632,lebendig::A,bev,žív
633,gut::A,mad,dóber
634,schlecht::A,fall,malopríden
635,schlecht::A,gwall,malopríden
636,richtig::A,reizh,pravílen
637,schlimm::A,gwall,húd
638,wahr::A,gwir,resníčen
639,alt::A,kozh,stàr
640,neu::A,nevez,nòv
641,ehemalig::A,kozh,nekdánji
642,alt[Lebewesen]::A,kozh,stàr
643,jung::A,yaouank,mlád
644,arm::A,paour,ubóg
645,arm::A,paour,réven
646,reich::A,pinvidik,bogàt
647,bekannt::A,anavezet,znán
648,berühmt::A,brudet,sláven
649,berühmt::A,brudet,znamenít
650,fremd::A,dizanav,túj
651,verschieden::A,disheñel,razlíčen
652,nah::A,nes,blížnji
653,fern::A,diabell,dáleč
654,linker::A,kleiz,lévi
655,rechter::A,dehoù,désni
656,anderer::A,all,drúgi
657,erster::A,kentañ,pŕvi
658,zweiter::A,eil,drúgi
659,dritter::A,trede,trétji
660,letzter::A,diwezhañ,poslédnji
661,allein::ADV,e-unan,sám
662,auf einmal::ADV,ar un dro,obênem
663,zusammen::ADV,asambles,skúpaj
664,lange::ADV,pell,dólgo
665,plötzlich::ADV,en un taol,náglo
666,plötzlich::ADV,en un taol,nenádoma
667,sofort::ADV,diouzhtu,prècej
668,später::ADV,diwezhatoc'h,poznêje
669,jetzt::ADV,bremañ,zdàj
670,heute::ADV,hiziv,dánes
671,morgen::ADV,arc'hoazh,jútri
672,bald::ADV,hepdale,kmálu
673,dann::ADV,a-c'houde,nató
674,gestern::ADV,dec'h,včéraj
675,einst::ADV,gwechall,nékdaj
676,damals::ADV,neuze,tedàj
677,damals::ADV,neuze,takràt
678,danach::ADV,goude,potèm
679,vorher::ADV,diagent,poprèj
680,zuerst::ADV,da gentañ,spŕva
681,einmal::ADV,ur wech,ênkrat
682,manchmal::ADV,a-wechoù,včásih
683,oft::ADV,alies,pogósto
684,immer::ADV,atav,védno
685,immer::ADV,atav,zméraj
686,immer::ADV,bepred,védno
687,immer::ADV,bepred,zméraj
688,niemals::ADV,gwech ebet,nikdàr
689,hier::ADV,amañ,tù
690,hier::ADV,amañ,túkaj
691,hierhin::ADV,dre amañ,sèmkaj
692,von hier::ADV,alemañ,od tú
693,dort::ADV,aze,tàm
694,dort::ADV,ahont,tàm
695,dorthin::ADV,di,tjà
696,dorthin::ADV,aze,tjà
697,dorthin::ADV,ahont,tjà
698,geradeaus::ADV,war-eeun,rávno napréj
699,vorwärts::ADV,war-raok,napréj
700,rückwärts::ADV,war-lerc'h,zádaj
701,zurück::ADV,war-dreñv,nazáj
702,unten::ADV,en traoñ,dôli
703,unten::ADV,en traoñ,spôdaj
704,hinab::ADV,a-izel,dôl
705,oben::ADV,en nec'h,gôri
706,oben::ADV,en nec'h,zgôraj
707,hinauf::ADV,e-krec'h,gôr
708,überall::ADV,dre-holl,povsód
709,nicht::ADV,ne ... ket,ne
710,ein wenig::ADV,un tammig,málo
711,kaum::ADV,a-boan,kómaj
712,sehr::ADV,-tre,zeló
713,sehr::ADV,-kenañ,zeló
714,so::ADV,evel-se,takó
715,noch::ADV,c'hoazh,še
716,nur::ADV,hepken,samó
717,schon::ADV,dija,žè
718,wieder::ADV,adarre,spét
719,vor::PRP,dirak,pred
720,hinter::PRP,a-drek,za
721,hinter::PRP,a-dreñv,za
722,unter::PRP,dindan,pod
723,durch::PRP,dre,skózi
724,neben::PRP,e-kichen,kràj
725,neben::PRP,e-kichen,póleg
726,zwischen::PRP,etre,med
727,zwischen::PRP,etre,izmed
728,wegen::PRP,abalamour da,zarádi
729,dies::PRN,hemañ,tó
730,das::PRN,se,tó
731,das::PRN,hennezh,tó
732,alles::PRN,pep tra,vsè
733,ich::PRN,me,jàz
734,du::PRN,te,tí
735,er::PRN,eñ,òn
736,wir::PRN,ni,mí
737,ihr::PRN,c'hwi,ví
738,sie::PRN,int,ôni
739,was::FPRN,petra,káj
740,wer::FPRN,piv,kdó
741,wo::FADV,pelec'h,kjé
742,wohin::FADV,da belec'h,kám
743,wie::FADV,penaos,kakó
744,warum::FADV,perak,zakáj
745,wieviel::FNUM,pet,kóliko
746,eins::NUM,unan,êden
747,zwei::NUM,daou,dvá
748,drei::NUM,tri,trí
749,vier::NUM,pevar,štíri
750,fünf::NUM,pemp,pét
751,sechs::NUM,c'hwec'h,šést
752,sieben::NUM,seizh,sédem
753,acht::NUM,eizh,ósem
754,neun::NUM,nav,devét
755,zehn::NUM,dek,desét
756,elf::NUM,unnek,enájst
757,zwölf::NUM,daouzek,dvánajst
758,zwanzig::NUM,ugent,dvájset
759,dreißig::NUM,tregont,trídeset
760,vierzig::NUM,daou-ugent,štírideset
761,fünfzig::NUM,hanter-kant,pétdeset
762,sechzig::NUM,tri-ugent,šéstdeset
763,siebzig::NUM,dek ha tri-ugent,sédemdeset
764,achtzig::NUM,pevar-ugent,ósemdeset
765,neunzig::NUM,dek ha pevar-ugent,devétdeset
766,hundert::NUM,kant,stó
767,tausend::NUM,mil,tísoč
768,und::CNJ,ha,in
769,oder::CNJ,pe,áli
770,stehen::V,bezañ a-sav,státi
771,sitzen::V,azezañ,sedéti
772,sitzen::V,bezañ en e goazez,sedéti
773,liegen::V,bezañ en e c'hourvez,ležáti
774,hängen::V,krougañ,viséti
775,werden::V,dazonet,postáti
776,passieren::V,c'hoarvezout,zgodíti se
777,beginnen::V,stagañ,začéti se
778,enden::V,achuiñ,končáti se
779,wechseln::V,cheñch,ménjati se
780,aufgehen[Sonne]::V,dirouzañ,vzíti
781,scheinen[Sonne]::V,lugernañ,sijáti
782,donnern::V,taranal,grméti
783,wehen::V,c'hwezhañ,píhati
784,strömen::V,deredek,líti
785,fließen::V,redek,têči
786,sich drehen::V,troiñ,vrtéti se
787,schwanken::V,trantellat,kolébati
788,schwingen::V,froumal,níhati
789,fallen::V,kouezhañ,pádati
790,brennen::V,deviñ,goréti
791,rauchen::V,divogedañ,kadíti se
792,regnen::V,glavañ,deževáti
793,gefrieren::V,reviñ,zmŕzniti
794,tauen::V,diskornañ,tájati
795,schmelzen::V,teuziñ,kopnéti
796,trocknen::V,sec'hañ,sušíti se
797,sieden::V,berviñ,kipéti
798,faulen::V,breinañ,gníti
799,verfaulen::V,breinañ,zgníti
800,reißen::V,darnaouiñ,tŕgati se
