,Concept_ID,fi,fa
332,Lied::N,laulu,آواز
333,Lied::N,laulu,ترانه
334,Ruhe::N,lepo,آرامش
335,Ruhe::N,rauha,آرامش
336,Leute::N,väki,مردم
337,Leute::N,ihmiset,مردم
338,Volk::N,kansa,خلق
339,Arbeit::N,työ,کار
340,Gast::N,vieras,مهمان
341,Geschenk::N,lahja,هدیه
342,Spiel::N,peli,بازی
343,Spiel::N,leikki,بازی
344,Gesellschaft::N,seura,جمعیت
345,Hilfe::N,apu,کمک
346,Freund::N,ystävä,دوست
347,Kamerad::N,toveri,رفیق
348,Angelegenheit::N,asia,امر
349,Angelegenheit::N,asia,قضیه
350,Anzahl::N,lukumäärä,عده
351,Anzahl::N,lukumäärä,شمار
352,Art::N,laji,نوع
353,Stück::N,pala,تکه
354,Stück::N,pala,قطعه
355,Stück::N,kappale,تکه
356,Stück::N,kappale,قطعه
357,Teil::N,osa,بخش
358,Teil::N,osa,قسمت
359,Hälfte::N,puoli,نیم
360,Kreis::N,ympyrä,حلقه
361,Kreis::N,ympyrä,دایره
362,Kreuz::N,risti,صلیب
363,Linie::N,viiva,خط
364,Linie::N,viiva,سطر
365,Strich::N,piirto,خط
366,Abstand::N,väli,فاصله
367,Abstand::N,väljyys,فاصله
368,Entfernung::N,etäisyys,مسافت
369,Gegend::N,seutu,منطقه
370,Platz::N,tila,گنجایش
371,Ort::N,kohta,جا
372,Ort::N,kohta,محل
373,Ort::N,kohta,مکان
374,Ort::N,paikka,جا
375,Ort::N,paikka,محل
376,Ort::N,paikka,مکان
377,Seite::N,sivu,طرف
378,Seite::N,kylki,طرف
379,Mitte::N,keskus,وسط
380,Mitte::N,keskus,میان
381,Mitte::N,puoliväli,وسط
382,Mitte::N,puoliväli,میان
383,Gegenstand::N,kalu,چیز
384,Gegenstand::N,esine,چیز
385,Sache::N,asia,چیز
386,Rand::N,ääri,کنار
387,Rand::N,ääri,حاشیه
388,Rand::N,syrjä,کنار
389,Rand::N,syrjä,حاشیه
390,Kante::N,särmä,لبه
391,Ecke::N,nurkka,گوشه
392,Spitze::N,terä,سر
393,Spitze::N,terä,نوک
394,Spitze::N,kärki,سر
395,Spitze::N,kärki,نوک
396,Ende::N,pää,ته
397,Ende::N,pää,آخر
398,Ende::N,perä,ته
399,Ende::N,perä,آخر
400,Loch::N,kolo,سوراخ
401,Loch::N,reikä,سوراخ
402,Winkel::N,kulma,کنج
403,Muster::N,kuvio,نقش
404,Größe::N,koko,قد
405,Größe::N,koko,بزرگی
406,Größe::N,suuruus,قد
407,Größe::N,suuruus,بزرگی
408,Länge::N,pituus,طول
409,Höhe::N,korkeus,بلندی
410,Gewicht::N,paino,وزن
411,Menge::N,määrä,مقدار
412,Menge::N,määrä,اندازه
413,Haufen::N,kasa,توده
414,Reihe::N,rivi,ردیف
415,Boot::N,vene,قایق
416,Ruder::N,airo,پارو
417,Schlitten::N,reki,سورتمه
418,Schlitten::N,kelkka,سورتمه
419,Ski::N,suksi,اسکی
420,Lagerfeuer::N,nuotio,آتش
421,Last::N,kuorma,بار
422,Last::N,kuorma,سنگینی
423,Gang::N,kulku,راه رفتن
424,Gang::N,käynti,راه رفتن
425,Schritt::N,askel,قدم
426,Norden::N,pohjoinen,شمال
427,Süden::N,etelä,جنوب
428,Westen::N,länsi,غرب
429,Osten::N,itä,شرق
430,Holz::N,puu,چوب
431,Brett::N,lauta,تخته
432,Platte::N,levy,صفحه
433,Stütze::N,noja,تکیه
434,Stange::N,tanko,میله
435,Stock::N,keppi,چوب
436,Stab::N,sauva,عصا
437,Stab::N,seiväs,عصا
438,Rohr::N,putki,لوله
439,Haus::N,talo,منزل
440,Heim::N,koti,خانه
441,Heim::N,koti,کاشانه
442,Ofen::N,uuni,بخاری
443,Fußboden::N,lattia,کف اتاق
444,Tisch::N,pöytä,میز
445,Stuhl::N,tuoli,صندلی
446,Wiege::N,kehto,گهواره
447,Bett::N,sänky,تختخواب
448,Regal::N,hylly,قفسه
449,Kiste::N,arkku,صندوق
450,Kiste::N,kirstu,صندوق
451,Kiste::N,laatikko,صندوق
452,Fenster::N,ikkuna,پنجره
453,Tür::N,ovi,در
454,Tür::N,ovi,درب
455,Tor::N,portti,دروازه
456,Zaun::N,aita,حصار
457,Dach::N,katto,بام
458,Leiter::N,tikkaat,نردبان
459,Leiter::N,tikapuut,نردبان
460,Besen::N,luuta,جارو
461,Spaten::N,lapio,بیل
462,Schaufel::N,lapio,بیل
463,Schaufel::N,lapio,پارو
464,Gabel::N,haarukka,چنگال
465,Löffel::N,lusikka,قاشق
466,Messer::N,veitsi,کارد
467,Nagel::N,naula,میخ
468,Netz::N,verkko,تور
469,Netz::N,verkko,شبکه
470,Haken::N,haka,قلاب
471,Haken::N,koukku,قلاب
472,Griff::N,ripa,دسته
473,Griff::N,kahva,دسته
474,Schloss::N,lukko,قفل
475,Bild::N,kuva,عکس
476,Bild::N,kuva,تصویر
477,Figur::N,kuvio,تندیس
478,Puppe::N,nukke,عروسک
479,Beutel::N,pussi,کیسه
480,Bündel::N,nippu,بسته
481,Bündel::N,kimppu,بسته
482,Tasche::N,laukku,کیف
483,Eimer::N,sanko,سطل
484,Eimer::N,ämpäri,سطل
485,Deckel::N,kansi,در
486,Geschirr::N,astia,ظرف
487,Sack::N,säkki,گونی
488,Tasse::N,kuppi,فنجان
489,Topf::N,pata,دیگ
490,Topf::N,pata,قابلمه
491,Kessel::N,kattila,دیگ
492,Essen::N,syönti,خوراک
493,Nahrung::N,ruoka,غذا
494,Nahrung::N,ravinto,غذا
495,Speise::N,ruoka,خوراک
496,Fleisch::N,liha,گوشت
497,Getreide::N,vilja,غله
498,Brei::N,puuro,فرنی
499,Brei::N,puuro,حریره
500,Brot::N,leipä,نان
501,Scheibe::N,viipale,قاچ
502,Scheibe::N,viipale,لزگه
503,Fett::N,rasva,چربی
504,Butter::N,voi,کره
505,Öl::N,öljy,روغن
506,Salz::N,suola,نمک
507,Suppe::N,keitto,آش
508,Suppe::N,keitto,سوپ
509,Honig::N,hunaja,عسل
510,Milch::N,maito,شیر
511,Tee::N,tee,چای
512,Leder::N,nahka,چرم
513,Wolle::N,villa,پشم
514,Stoff::N,kangas,پارچه
515,Nadel::N,neula,سوزن
516,Faden::N,lanka,نخ
517,Knopf::N,nappi,دکمه
518,Knoten::N,solmu,گره
519,Farbe::N,maali,رنگ
520,Kleidung::N,vaatteet,لباس
521,Kleidung::N,vaatteet,پوشاک
522,Hemd::N,paita,پیراهن
523,Kragen::N,kaulus,یقه
524,Ärmel::N,hiha,آستین
525,Hose::N,housut,شلوار
526,Gürtel::N,vyö,کمر‌بند
527,Mütze::N,lakki,کلاه
528,Schuh::N,kenkä,کفش
529,Stiefel::N,saapas,چکمه
530,Ring::N,sormus,حلقه
531,Ring::N,sormus,انگشتر
532,Band::N,nauha,نوار
533,Band::N,nauha,روبان
534,Kamm::N,kampa,شانه
535,Spiegel::N,peili,آینه
536,Riemen::N,hihna,تسمه
537,Schnur::N,naru,ریسمان
538,Schnur::N,nuora,ریسمان
539,Leine::N,talutushihna,قلاده
540,Decke::N,peite,پتو
541,Kissen::N,tyyny,بالش
542,Kissen::N,pielus,بالش
543,Tuch::N,huivi,شال
544,Handtuch::N,pyyheliina,حوله
545,Kraft::N,väki,نیرو
546,Kraft::N,voima,نیرو
547,Stärke::N,vahvuus,زور
548,Gesundheit::N,terveys,سلامتی
549,Gesundheit::N,terveys,تندرستی
550,Krankheit::N,tauti,بیماری
551,Krankheit::N,sairaus,بیماری
552,Schmerz::N,kipu,درد
553,Schmerz::N,särky,درد
554,Wunde::N,haava,زخم
555,Fieber::N,kuume,تب
556,Arznei::N,lääke,دارو
557,Brücke::N,silta,پل
558,Brunnen::N,kaivo,چاه
559,Weide::N,laidun,چراگاه
560,Pfad::N,polku,راه
561,Weg::N,tie,راه
562,Weg::N,tie,طریق
563,Straße::N,katu,راه
564,Straße::N,katu,جاده
565,Dorf::N,kylä,ده
566,Dorf::N,kylä,روستا
567,Stadt::N,kaupunki,شهر
568,Brief::N,kirje,نامه
569,Buch::N,kirja,کتاب
570,Buchstabe::N,kirjain,حرف
571,Zeitung::N,lehti,روزنامه
572,Zeitung::N,sanomalehti,روزنامه
573,Leben::N,elo,عمر
574,Leben::N,elo,زندگی
575,Leben::N,elämä,عمر
576,Leben::N,elämä,زندگی
577,Tod::N,kuolema,مرگ
578,Grab::N,hauta,گور
579,Grab::N,hauta,مزار
580,Kirche::N,kirkko,کلیسا
581,Sünde::N,synti,بزه
582,Sünde::N,synti,گناه
583,Gott::N,jumala,خدا
584,Arbeiter::N,työläinen,کارگر
585,Chef::N,päällikkö,رئیس
586,Meister::N,mestari,استاد
587,Arzt::N,lääkäri,پزشک
588,Lehrer::N,opettaja,معلم
589,Lehrer::N,opettaja,آموزگار
590,Geld::N,raha,پول
591,Geschäft::N,liike,کار
592,Geschäft::N,liike,بیزنس
593,Laden::N,puoti,دکان
594,Laden::N,puoti,مغازه
595,Laden::N,kauppa,دکان
596,Laden::N,kauppa,مغازه
597,Preis::N,hinta,بها
598,Preis::N,hinta,قیمت
599,Ware::N,tavara,جنس
600,Ware::N,tavara,کالا
601,Nutzen::N,hyöty,مزیت
602,Nutzen::N,hyöty,امتیاز
603,Reichtum::N,rikkaus,مال
604,Reichtum::N,rikkaus,ثروت
605,Welt::N,maailma,دنیا
606,Land::N,maa,کشور
607,Land::N,maa,مملکت
608,Staat::N,valtio,دولت
609,König::N,kuningas,شاه
610,König::N,kuningas,پادشاه
611,Macht::N,mahti,قدرت
612,Macht::N,mahti,اختیار
613,Grenze::N,raja,مرز
614,Krieg::N,sota,جنگ
615,Feind::N,vihollinen,دشمن
616,Gewalt::N,väkivalta,زور
617,Gewalt::N,väkivalta,خشونت
618,Kampf::N,taistelu,نبرد
619,Kampf::N,taistelu,مبارزه
620,Bogen[Waffe]::N,jousi,کمان
621,Pfeil::N,nuoli,تیر
622,Gewehr::N,kivääri,تفنگ
623,Fehler::N,vika,غلط
624,Fehler::N,vika,اشتباه
625,Fehler::N,virhe,غلط
626,Fehler::N,virhe,اشتباه
627,Lüge::N,valhe,دروغ
628,Schaden::N,vaurio,آسیب
629,Schaden::N,vaurio,خسارت
630,Schaden::N,vahinko,آسیب
631,Schaden::N,vahinko,خسارت
632,Unglück::N,vahinko,بلا
633,Unglück::N,onnettomuus,بلا
634,Schuld::N,syy,گناه
635,Schuld::N,syy,تقصیر
636,Alter::N,ikä,سن
637,Alter::N,ikä,عمر
638,Schluss::N,loppu,انتها
639,Zeit::N,aika,وقت
640,Zeit::N,aika,زمان
641,Tag::N,päivä,روز
642,Morgen::N,aamu,صبح
643,Morgen::N,huomen,صبح
644,Mittag::N,keskipäivä,ظهر
645,Abend::N,ilta,شب
646,Abend::N,ilta,عصر
647,Nacht::N,yö,شب
648,Woche::N,viikko,هفته
649,Monat::N,kuukausi,ماه
650,Jahr::N,vuosi,سال
651,Frühling::N,kevät,بهار
652,Sommer::N,kesä,تابستان
653,Herbst::N,syksy,پاییز
654,Winter::N,talvi,زمستان
655,Januar::N,tammikuu,ژانویه
656,Februar::N,helmikuu,فوریه
657,März::N,maaliskuu,مارس
658,April::N,huhtikuu,آوریل
659,Mai::N,toukokuu,مه
660,Juni::N,kesäkuu,ژوئن
661,Juli::N,heinäkuu,ژویه
662,August::N,elokuu,اوت
663,September::N,syyskuu,سپتامبر
664,Oktober::N,lokakuu,اکتبر
665,November::N,marraskuu,نوامبر
666,Dezember::N,joulukuu,دسامبر
667,Montag::N,maanantai,دو‌شنبه
668,Dienstag::N,tiistai,سه‌شنبه
669,Mittwoch::N,keskiviikko,چهار‌شنبه
670,Donnerstag::N,torstai,پنج شنبه
671,Freitag::N,perjantai,جمعه
672,Samstag::N,lauantai,شنبه
673,Sonntag::N,sunnuntai,یکشنبه
674,groß::A,iso,بزرگ
675,groß::A,suuri,بزرگ
676,klein::A,pieni,کوچک
677,lang::A,pitkä,بلند
678,kurz::A,lyhyt,کوتاه
679,breit::A,leveä,پهن
680,schmal::A,kapea,تنگ
681,schmal::A,kapea,نازک
682,dicht::A,taaja,چگال
683,dicht::A,taaja,انبوه
684,dick[Gegenstand]::A,paksu,ضخیم
685,dünn::A,ohut,نازک
686,fein::A,hieno,ریز
687,fein::A,hieno,باریک
688,fest::A,luja,محکم
689,flach::A,litteä,صاف
690,flach::A,litteä,مسطح
691,flach::A,tasainen,صاف
692,flach::A,tasainen,مسطح
693,glatt::A,sileä,لیز
694,glatt::A,siloinen,لیز
695,hart::A,kova,سفت
696,weich::A,pehmeä,نرم
697,weich::A,pehmeä,ملایم
698,rund::A,pyöreä,گرد
699,spitz::A,terävä,تیز
700,spitz::A,terävä,نوک‌تیز
701,scharf::A,terävä,تیز
702,scharf::A,terävä,برنده
703,stumpf::A,tylsä,کند
704,schwer::A,raskas,سنگین
705,schwer::A,painava,سنگین
706,schön::A,kaunis,زیبا
707,heiß::A,kuuma,داغ
708,warm::A,lämmin,گرم
709,kalt::A,kylmä,سرد
710,kalt::A,viluinen,سرد
711,kühl::A,viileä,خنک
712,frisch::A,tuore,تازه
713,feucht::A,kostea,مرطوب
714,nass::A,märkä,تر
715,nass::A,märkä,خیش
716,trocken::A,kuiva,خشک
717,voll::A,täysi,پر
718,leer::A,tyhjä,خالی
719,offen::A,avonainen,باز
720,geschlossen::A,suljettu,بسته
721,sauber::A,puhdas,پاک
722,sauber::A,puhdas,تمیز
723,schmutzig::A,likainen,کثیف
724,schmutzig::A,likainen,آلوده
725,roh::A,raaka,خام
726,reif::A,kypsä,رسیده
727,lecker::A,herkullinen,لذیذ
728,lecker::A,herkullinen,خوشمزه
729,süß::A,makea,شیرین
730,bitter::A,karvas,تلخ
731,bitter::A,kitkerä,تلخ
732,sauer::A,hapan,ترش
733,hell::A,kirkas,روشن
734,hell::A,valoisa,روشن
735,dunkel::A,pimeä,تاریک
736,schwarz::A,musta,سیاه
737,weiß::A,valkea,سفید
738,rot::A,punainen,سرخ
739,rot::A,punainen,قرمز
740,gelb::A,keltainen,زرد
741,blau::A,sininen,آبی
742,grün::A,vihreä,سبز
743,grau::A,harmaa,طوسی
744,grau::A,harmaa,خاکستری
745,bunt::A,kirjava,رنگارنگ
746,billig::A,halpa,ارزان
747,billig::A,huokea,ارزان
748,teuer::A,kallis,گران
749,wertvoll::A,arvokas,قیمتی
750,wertvoll::A,arvokas,گرانبها
751,blind::A,sokea,کور
752,blind::A,sokea,نابینا
753,taub::A,kuuro,کر
754,taub::A,kuuro,ناشنوا
755,kräftig::A,väkevä,قوی
756,kräftig::A,voimakas,قوی
757,stark::A,vahva,قوی
758,stark::A,vahva,نیرومند
759,schwach::A,heikko,ضعیف
760,fett::A,lihava,چرب
761,schlank::A,hoikka,باریک‌اندام
762,schlank::A,solakka,باریک‌اندام
763,hübsch::A,soma,قشنگ
764,hübsch::A,soma,خوشگل
765,hübsch::A,sievä,قشنگ
766,hübsch::A,sievä,خوشگل
767,böse::A,paha,بد
768,böse::A,häijy,بد
769,dumm::A,tyhmä,احمق
770,dumm::A,typerä,احمق
771,faul::A,laiska,لش
772,faul::A,laiska,تنبل
773,fleißig::A,ahkera,زرنگ
774,geizig::A,saita,خسیس
775,klug::A,älykäs,عاقل
776,klug::A,älykäs,باهوش
777,geschickt::A,taitava,ماهر
778,lieb::A,rakas,عزیز
779,lustig::A,hauska,شاد
780,lustig::A,hauska,خوشحال
781,lustig::A,iloinen,شاد
782,lustig::A,iloinen,خوشحال
783,sanft::A,lauha,لطیف
784,sanft::A,lempeä,لطیف
785,hungrig::A,nälkäinen,گرسنه
786,krank::A,sairas,مریض
787,krank::A,sairas,بیمار
788,nackt::A,alaston,لخت
789,nackt::A,alaston,برهنه
790,traurig::A,surullinen,غمگین
791,traurig::A,murheellinen,غمگین
792,lebendig::A,elävä,زنده
793,gut::A,hyvä,خوب
794,schlecht::A,paha,بد
795,schlecht::A,huono,بد
796,richtig::A,oikea,درست
797,schlimm::A,paha,وخيم
798,wahr::A,tosi,درست
799,wahr::A,tosi,حقیقی
800,alt::A,vanha,کهنه
801,neu::A,uusi,نو
802,ehemalig::A,entinen,قبلی
803,ehemalig::A,muinainen,قبلی
