,Concept_ID,it,kk
119,Hügel::N,colle,белес
120,Hügel::N,colle,белес-белес
121,Hügel::N,collina,төбе
122,Hügel::N,collina,белес
123,Hügel::N,collina,белес-белес
124,Anhöhe::N,altura,дөң
125,Anhöhe::N,altura,адыр
126,Anhöhe::N,altura,қырат
127,Berg::N,monte,тау
128,Berg::N,montagna,тау
129,Gipfel::N,cima,төбе
130,Höhle::N,grotta,үңгір
131,Höhle::N,caverna,үңгір
132,Abhang::N,pendìo,бауыр
133,Quelle::N,sorgente,қайнар
134,Bach::N,ruscello,жылға
135,Fluss::N,fiume,өзен
136,Ufer::N,riva,жиек
137,Küste::N,costa,жиегі
138,Küste::N,costa,жағалау
139,Festland::N,terraferma,құрылық
140,Meer::N,mare,теңіз
141,Bucht::N,cala,шығанақ
142,Insel::N,ìsola,арал
143,Blume::N,fiore,гүл
144,Gras::N,erba,от
145,Wurzel::N,radice,түбір
146,Baum::N,àlbero,ағаш
147,Baum::N,àlbero,дарақ
148,Stamm::N,tronco,сояу
149,Stamm::N,tronco,оқпан
150,Rinde::N,corteccia,қабық
151,Ast::N,ramo,бұтақ
152,Zweig::N,ramo,шыбық
153,Blatt::N,foglia,жапырақ
154,Birke::N,betulla,қайың
155,Kiefer[Baum]::N,pino,қарағай
156,Weide[Baum]::N,sàlice,тал
157,Tanne::N,abete,шырша
158,Horn::N,corno,мүйіз
159,Feder::N,penna,қаламұш
160,Fell::N,manto,тері
161,Fell::N,pelame,тері
162,Flügel::N,ala,қанат
163,Klaue::N,grinfia,тырнақ
164,Kralle::N,unghia,аяқ
165,Kralle::N,artiglio,аяқ
166,Schwanz::N,coda,құйрық
167,Ei::N,uovo,жұмыртқа
168,Nest::N,nido,ұя
169,Bau::N,covo,жатақ
170,Tier::N,bestia,айуан
171,Tier::N,bestia,жануар
172,Tier::N,animale,айуан
173,Tier::N,animale,жануар
174,Herde::N,gregge,пада
175,Kuh::N,vacca,сиыр
176,Bulle::N,toro,өгіз
177,Pferd::N,cavallo,жылқы
178,Schaf::N,pècora,қой
179,Schwein::N,porco,шошқа
180,Schwein::N,maiale,шошқа
181,Hund::N,cane,ит
182,Katze::N,gatta,мысық
183,Bär::N,orso,аю
184,Eichhörnchen::N,scoiàttolo,тиін
185,Elch::N,alce,бұғы
186,Fuchs::N,volpe,түлкі
187,Hase::N,lepre,қоян
188,Maus::N,topo,қаптесер
189,Maus::N,sorcio,қаптесер
190,Wolf::N,lupo,бөрі
191,Wolf::N,lupo,қасқыр
192,Vogel::N,uccello,құс
193,Schwarm::N,stormo,топ
194,Schwarm::N,stormo,үйір
195,Huhn::N,gallina,тауық
196,Huhn::N,gallina,мекиен
197,Hahn::N,gallo,әтеш
198,Hahn::N,gallo,қораз
199,Gans::N,oca,қаз
200,Adler::N,àquila,бүркіт
201,Ente::N,ànatra,үйрек
202,Eule::N,gufo,жапалақ
203,Eule::N,civetta,жапалақ
204,Kranich::N,gru,тырна
205,Krähe::N,cornacchia,қарға
206,Kuckuck::N,cuccù,көкек
207,Kuckuck::N,cùculo,көкек
208,Schwan::N,cigno,аққу
209,Fisch::N,pesce,балық
210,Barsch::N,pèrsico,алабұға
211,Hecht::N,luccio,шортан
212,Schlange[Tier]::N,serpente,жылан
213,Wurm::N,baco,шұбалшаң
214,Wurm::N,verme,шұбалшаң
215,Spinne::N,ragno,өрмекші
216,Ameise::N,formica,қүмырска
217,Laus::N,pidocchio,бит
218,Mücke::N,zanzara,маса
219,Fliege::N,mosca,шыбын
220,Schmetterling::N,farfalla,көбелек
221,Beere::N,bacca,жидек
222,Apfel::N,mela,алма
223,Pilz::N,fungo,қозықұйрық
224,Pilz::N,fungo,саңыраукулақ
225,Zwiebel::N,cipolla,жуа
226,Saat::N,semente,тұқым
227,Korn::N,grano,дән
228,Heu::N,fieno,шөп
229,Schale::N,buccia,қабық
230,Schale::N,buccia,қабығы
231,Grube::N,cava,ор
232,Grube::N,fossa,ор
233,Falle::N,tràppola,дұзақ
234,Falle::N,tràppola,қақпан
235,Schlinge::N,laccio,ілмек
236,Spur::N,traccia,із
237,Asche::N,cenere,күл
238,Dreck::N,fango,былғаныш
239,Eisen::N,ferro,темір
240,Gold::N,oro,алтын
241,Silber::N,argento,күміс
242,Kohle::N,carbone,көмір
243,Glas::N,vetro,шыны
244,Lehm::N,argilla,балшық
245,Sand::N,arena,құм
246,Sand::N,sabbia,құм
247,Mensch::N,uomo,адам
248,Mensch::N,èssere umano,адам
249,Mann::N,uomo,еркек
250,Mann::N,uomo,ер адам
251,Frau::N,donna,бике
252,Frau::N,donna,қатын
253,Kind::N,bambino,бала
254,Kind::N,bambino,перзент
255,Junge::N,ragazzo,бала
256,Junge::N,ragazzo,ер бала
257,Mädchen::N,ragazza,қыз
258,Familie::N,famiglia,жанұя
259,Großvater::N,nonno,ата
260,Großmutter::N,nonna,әже
261,Großmutter::N,nonna,әжей
262,Eltern::N,genitori,ата-аналар
263,Vater::N,padre,әке
264,Mutter::N,madre,ана
265,Sohn::N,figlio,ұл
266,Tochter::N,figlia,қызым
267,Bruder::N,fratello,бауырым
268,Schwester::N,sorella,әпке
269,Onkel::N,zio,көке
270,Tante::N,zia,тәте
271,Ehemann::N,marito,ер
272,Ehefrau::N,moglie,зайып
273,Freude::N,gioia,қуаныш
274,Freude::N,gioia,сүйініш
275,Freude::N,gioia,шат-думан
276,Freude::N,gioia,қуаныштылық
277,Freude::N,piacere,қуаныш
278,Freude::N,piacere,сүйініш
279,Freude::N,piacere,шат-думан
280,Freude::N,piacere,қуаныштылық
281,Gelächter::N,risata,күлу
282,Glück::N,felicità,бақыт
283,Glück::N,felicità,бақыттылық
284,Kummer::N,afflizione,аза
285,Kummer::N,afflizione,қайғы
286,Kummer::N,afflizione,қасырет
287,Wunsch::N,desiderio,мүдде
288,Lust::N,voglia,тәбет
289,Lust::N,voglia,ынтызар
290,Lust::N,voglia,құштарлық
291,Geist::N,mente,рух
292,Geist::N,spìrito,рух
293,Gedanke::N,idea,ой
294,Gedanke::N,pensiero,ой
295,Gedächtnis::N,memoria,ес
296,Gedächtnis::N,memoria,жады
297,Gedächtnis::N,memoria,ақыл-ес
298,Verstand::N,intelletto,ақыл
299,Verstand::N,intelletto,парасат
300,Sinn::N,senso,мән
301,Sinn::N,senso,маныз
302,Sinn::N,senso,мағына
303,Sinn::N,senso,мән-мағына
304,Sinn::N,significato,мән
305,Sinn::N,significato,маныз
306,Sinn::N,significato,мағына
307,Sinn::N,significato,мән-мағына
308,Grund::N,causa,себеп
309,Grund::N,motivo,себеп
310,Grund::N,ragione,себеп
311,Wahrheit::N,verità,рас
312,Gespräch::N,discorso,әңгіме
313,Gespräch::N,conversazione,әңгіме
314,Märchen::N,fiaba,ертеп
315,Märchen::N,fiaba,ертек
316,Märchen::N,fàvola,ертеп
317,Märchen::N,fàvola,ертек
318,Erzählung::N,racconto,әңгіме
319,Erzählung::N,narrazione,әңгіме
320,Nachricht::N,messaggio,хабар
321,Neuigkeit::N,notizia,жаңалық
322,Name::N,nome,ат
323,Name::N,nome,атау
324,Rätsel::N,indovinello,жұмбақ
325,Rede::N,discorso,сөз
326,Sprache::N,lingua,тіл
327,Sprache::N,linguaggio,тіл
328,Stimme::N,voce,үн
329,Stimme::N,voce,әуен
330,Stimme::N,voce,дауыс
331,Wort::N,parola,сөз
332,Zeichen::N,segno,ишара
333,Zeichen::N,segnale,ишара
334,Ruf::N,chiamata,айғай
335,Lärm::N,chiasso,айғай-шу
336,Lärm::N,chiasso,айғай-ұйғай
337,Lärm::N,strèpito,айғай-шу
338,Lärm::N,strèpito,айғай-ұйғай
339,Laut::N,suono,дыбыс
340,Laut::N,suono,дауыс
341,Ton::N,tono,әуен
342,Lied::N,canto,ән
343,Lied::N,canto,жыр
344,Lied::N,canto,ән-жыр
345,Lied::N,canzone,ән
346,Lied::N,canzone,жыр
347,Lied::N,canzone,ән-жыр
348,Ruhe::N,calma,тыныштық
349,Ruhe::N,tranquillità,тыныштық
350,Leute::N,gente,кісілер
351,Volk::N,pòpolo,халық
352,Arbeit::N,lavoro,еңбек
353,Gast::N,òspite,қонақ
354,Gast::N,òspite,мейман
355,Gast::N,invitato,қонақ
356,Gast::N,invitato,мейман
357,Geschenk::N,regalo,қадия
358,Spiel::N,gioco,ойын
359,Gesellschaft::N,compagnìa,қауым
360,Gesellschaft::N,compagnìa,жұртшылық
361,Hilfe::N,aiuto,жэрдем
362,Hilfe::N,soccorso,жэрдем
363,Freund::N,amico,дос
364,Kamerad::N,camerata,дос-жар
365,Angelegenheit::N,affare,жұмыс
366,Angelegenheit::N,faccenda,жұмыс
367,Anzahl::N,nùmero,сан
368,Anzahl::N,nùmero,саны
369,Anzahl::N,quantità,сан
370,Anzahl::N,quantità,саны
371,Art::N,tipo,түр
372,Art::N,specie,түр
373,Stück::N,pezzo,тілім
374,Teil::N,parte,үлес
375,Teil::N,parte,бөлшек
376,Hälfte::N,metà,жарты
377,Kreis::N,cìrcolo,шеңбер
378,Kreuz::N,croce,крест
379,Linie::N,lìnea,сызық
380,Strich::N,tratto,сызық
381,Abstand::N,distanza,ара
382,Abstand::N,distanza,аралық
383,Entfernung::N,distanza,аралық
384,Entfernung::N,lontananza,аралық
385,Gegend::N,regione,өңір
386,Platz::N,posto,орны
387,Platz::N,spazio,орны
388,Ort::N,luogo,орын
389,Ort::N,località,орын
390,Seite::N,lato,жақ
391,Seite::N,lato,бүйір
392,Seite::N,parte,жақ
393,Seite::N,parte,бүйір
394,Mitte::N,mezzo,ортасы
395,Mitte::N,centro,ортасы
396,Gegenstand::N,oggetto,зат
397,Gegenstand::N,oggetto,нәрсе
398,Sache::N,cosa,бұйым
399,Rand::N,orlo,шет
400,Rand::N,orlo,шеті
401,Rand::N,bordo,шет
402,Rand::N,bordo,шеті
403,Kante::N,spìgolo,қыр
404,Kante::N,spìgolo,қыры
405,Ecke::N,canto,қыры
406,Ecke::N,canto,бұрыш
407,Spitze::N,punta,ұшы
408,Ende::N,capo,аяқ
409,Ende::N,capo,соңы
410,Ende::N,estremità,аяқ
411,Ende::N,estremità,соңы
412,Loch::N,buco,тесік
413,Winkel::N,àngolo,мүйіс
414,Muster::N,disegno,мәнер
415,Größe::N,taglia,ауқым
416,Größe::N,taglia,көлемдік
417,Größe::N,grandezza,ауқым
418,Größe::N,grandezza,көлемдік
419,Länge::N,lunghezza,бой
420,Länge::N,lunghezza,ұзындық
421,Höhe::N,altezza,жоғарылық
422,Höhe::N,altezza,биіктік
423,Gewicht::N,peso,салмақ
424,Menge::N,quantità,мөлшер
425,Haufen::N,cùmulo,үйме
426,Haufen::N,cùmulo,үйінді
427,Haufen::N,mucchio,үйме
428,Haufen::N,mucchio,үйінді
429,Reihe::N,fila,сап
430,Boot::N,barca,қайық
431,Boot::N,battello,қайық
432,Ruder::N,remo,ескек
433,Schlitten::N,slitta,шана
434,Ski::N,sci,шаңғы
435,Lagerfeuer::N,falò,алау
436,Lagerfeuer::N,fuoco di bivacco,алау
437,Last::N,càrico,ауырлық
438,Last::N,càrico,ауыр зат
439,Gang::N,andata,жүріс
440,Schritt::N,passo,адым
441,Norden::N,nord,солтүстік
442,Norden::N,nord,терістік
443,Norden::N,settentrione,солтүстік
444,Norden::N,settentrione,терістік
445,Süden::N,sud,оңтүстік
446,Süden::N,meridione,оңтүстік
447,Westen::N,òvest,батыс
448,Westen::N,occidente,батыс
449,Osten::N,est,күншығыс
450,Osten::N,oriente,күншығыс
451,Holz::N,legno,ағаш
452,Holz::N,legno,сүрек
453,Brett::N,asse,тақта
454,Brett::N,tàvola,тақта
455,Platte::N,lastra,тақта
456,Platte::N,piastra,тақта
457,Stütze::N,supporto,тіреу
458,Stange::N,sbarra,қада
459,Stange::N,pèrtica,қада
460,Stock::N,verga,сойыл
461,Stock::N,bastone,сойыл
462,Stock::N,bacchetta,сойыл
463,Stab::N,asta,сырық
464,Rohr::N,tubo,құбыр
465,Haus::N,casa,үй
466,Heim::N,casa,үйлі
467,Heim::N,casa,шаңырақ
468,Ofen::N,stufa,ошақ
469,Ofen::N,stufa,пеш
470,Fußboden::N,pavimento,еден
471,Tisch::N,tàvolo,үстел
472,Stuhl::N,sedia,орындық
473,Wiege::N,culla,бесік
474,Bett::N,letto,кереует
475,Regal::N,scaffale,сөре
476,Kiste::N,cassa,жәшік
477,Fenster::N,finestra,терезе
478,Tür::N,porta,есік
479,Tor::N,portone,дарбаза
480,Zaun::N,recinto,дуал
481,Dach::N,tetto,шатыр
482,Leiter::N,scala,саты
483,Leiter::N,scala,басқыш
484,Leiter::N,scala a pioli,саты
485,Leiter::N,scala a pioli,басқыш
486,Besen::N,scopa,сыпырғыш
487,Spaten::N,vanga,күрек
488,Schaufel::N,pala,қалақ
489,Gabel::N,forchetta,аша
490,Gabel::N,forchetta,шанышқы
491,Löffel::N,cucchiaio,қасық
492,Messer::N,coltello,пышақ
493,Nagel::N,chiodo,мық
494,Nagel::N,chiodo,шеге
495,Netz::N,rete,керегекөз
496,Haken::N,uncino,ілмек
497,Griff::N,mànico,сап
498,Griff::N,mànico,тұтқа
499,Griff::N,maniglia,сап
500,Griff::N,maniglia,тұтқа
501,Schloss::N,serratura,құлып
502,Schloss::N,serratura,бекіткіш
503,Bild::N,quadro,сурет
504,Bild::N,immàgine,сурет
505,Figur::N,figura,тұлға
506,Puppe::N,bàmbola,қуыршақ
507,Beutel::N,borsa,қапшық
508,Beutel::N,sacchetto,қапшық
509,Bündel::N,fascio,байлам
510,Bündel::N,fagotto,байлам
511,Tasche::N,borsa,дорба
512,Eimer::N,secchio,шелек
513,Deckel::N,coperchio,жапқыш
514,Geschirr::N,stoviglie,ыдыс
515,Sack::N,sacco,қап
516,Tasse::N,tazza,шыныаяқ
517,Topf::N,pèntola,кәстрөл
518,Kessel::N,paiolo,қазан
519,Kessel::N,calderone,қазан
520,Essen::N,pasto,ас
521,Essen::N,mangiare,ас
522,Nahrung::N,cibo,ас
523,Nahrung::N,cibo,тамақ
524,Nahrung::N,alimento,ас
525,Nahrung::N,alimento,тамақ
526,Speise::N,piatto,тағам
527,Fleisch::N,carne,ет
528,Getreide::N,cereali,дәнді
529,Brei::N,purè,ботқа
530,Brei::N,pappa,ботқа
531,Brot::N,pane,күлше
532,Scheibe::N,fetta,тілім
533,Scheibe::N,trancia,тілім
534,Fett::N,grasso,май
535,Butter::N,burro,май
536,Öl::N,olio,май
537,Salz::N,sale,тұз
538,Suppe::N,zuppa,көже
539,Suppe::N,minestra,көже
540,Honig::N,miele,бал
541,Milch::N,latte,сүт
542,Tee::N,tè,шай
543,Leder::N,pelle,көн
544,Wolle::N,lana,жүн
545,Stoff::N,panno,мата
546,Stoff::N,panno,кездеме
547,Stoff::N,tessuto,мата
548,Stoff::N,tessuto,кездеме
549,Nadel::N,ago,ине
550,Faden::N,filo,жіп
551,Knopf::N,bottone,түйме
552,Knoten::N,nodo,түйін
553,Farbe::N,pittura,рең
554,Kleidung::N,vestiti,киім
555,Kleidung::N,vestiario,киім
556,Hemd::N,camicia,жейде
557,Kragen::N,bàvero,жаға
558,Kragen::N,colletto,жаға
559,Ärmel::N,mànica,жең
560,Hose::N,calzoni,шалбар
561,Gürtel::N,cintura,белбеу
562,Mütze::N,berretto,қалпақ
563,Schuh::N,scarpa,кебіс
564,Stiefel::N,stivale,етік
565,Ring::N,anello,жүзік
566,Band::N,nastro,таспа
567,Band::N,fettuccia,таспа
568,Kamm::N,pèttine,тарақ
569,Spiegel::N,specchio,айна
570,Riemen::N,cinghia,қайыс
571,Schnur::N,corda,жіп
572,Leine::N,guinzaglio,тізгін
573,Decke::N,coperta,көрпе
574,Kissen::N,cuscino,жастық
575,Kissen::N,guanciale,жастық
576,Tuch::N,fazzoletto,орамал
577,Handtuch::N,asciugamano,сүлгі
578,Kraft::N,forza,қуат
579,Kraft::N,forza,қарқын
580,Kraft::N,forza,әл-шама
581,Kraft::N,forza,әл-дәрмен
582,Stärke::N,forza,әл
583,Stärke::N,forza,күш
584,Stärke::N,vigore,әл
585,Stärke::N,vigore,күш
586,Stärke::N,fortezza,әл
587,Stärke::N,fortezza,күш
588,Gesundheit::N,salute,денсаулык
589,Krankheit::N,malattìa,ауру
590,Schmerz::N,dolore,ауру
591,Wunde::N,piaga,зақым
592,Wunde::N,piaga,жарақат
593,Wunde::N,ferita,зақым
594,Wunde::N,ferita,жарақат
595,Fieber::N,febbre,безгек
596,Fieber::N,febbre,қалтырау
597,Fieber::N,febbre,қызу көтерілуі
598,Arznei::N,fàrmaco,дәрі
599,Arznei::N,fàrmaco,дәрі-дәрмек
600,Arznei::N,medicina,дәрі
601,Arznei::N,medicina,дәрі-дәрмек
602,Brücke::N,ponte,көпір
603,Brunnen::N,pozzo,құдық
604,Weide::N,pàscolo,өріс
605,Weide::N,pàscolo,жайылым
606,Pfad::N,sentiero,жол
607,Weg::N,via,жол
608,Weg::N,cammino,жол
609,Straße::N,strada,жол
610,Dorf::N,paese,ауыл
611,Dorf::N,villaggio,ауыл
612,Stadt::N,città,қала
613,Stadt::N,città,шаһар
614,Brief::N,lèttera,хат
615,Brief::N,lèttera,жазу
616,Buch::N,libro,кітап
617,Buchstabe::N,lèttera,әріп
618,Buchstabe::N,lèttera,қаріп
619,Zeitung::N,giornale,газет
620,Leben::N,vita,өмір
621,Leben::N,vita,тіршілік
622,Tod::N,morte,опат
623,Grab::N,tomba,мола
624,Grab::N,tomba,мазар
625,Grab::N,sepolcro,мола
626,Grab::N,sepolcro,мазар
627,Kirche::N,chiesa,шіркеу
628,Sünde::N,peccato,күнә
629,Gott::N,dio,алла
630,Gott::N,dio,құдай
631,Gott::N,dio,тәңірі
632,Gott::N,dio,пәруардігер
633,Gott::N,dio,жаратқан тәңірі
634,Arbeiter::N,operaio,жүмысшы
635,Arbeiter::N,lavoratore,жүмысшы
636,Chef::N,capo,басшы
637,Chef::N,capo,жұмыс басқарушысы
638,Chef::N,padrone,басшы
639,Chef::N,padrone,жұмыс басқарушысы
640,Meister::N,mastro,шебер
641,Meister::N,mastro,өнерпаз
642,Meister::N,maestro,шебер
643,Meister::N,maestro,өнерпаз
644,Arzt::N,mèdico,дәрігер
645,Arzt::N,dottore,дәрігер
646,Lehrer::N,professore,мұғалім
647,Geld::N,soldi,пұл
648,Geld::N,denaro,пұл
649,Geschäft::N,affare,бизнес
650,Geschäft::N,negozio,бизнес
651,Laden::N,negozio,дүкен
652,Preis::N,prezzo,ақы
653,Preis::N,prezzo,құны
654,Preis::N,prezzo,нарық
655,Ware::N,merce,тауар
656,Nutzen::N,ùtile,пайда
657,Nutzen::N,profitto,пайда
658,Reichtum::N,ricchezza,бақ-дәулет
659,Welt::N,mondo,әлем
660,Welt::N,mondo,жиһан
661,Land::N,paese,аймақ
662,Staat::N,Stato,мемлекет
663,König::N,re,патша
664,Macht::N,potere,өкімет
665,Macht::N,potere,қожалық
666,Grenze::N,confine,шек
667,Grenze::N,frontiera,шек
668,Krieg::N,guerra,соғыс
669,Feind::N,nemico,жау
670,Feind::N,nemico,дұшпан
671,Gewalt::N,violenza,зорлык
672,Gewalt::N,violenza,зорлық-зомбылык
673,Kampf::N,lotta,күрес
674,Kampf::N,lotta,алыспақ
675,Bogen[Waffe]::N,arco,саржа
676,Pfeil::N,freccia,жебе
677,Gewehr::N,fucile,қару
678,Fehler::N,errore,әбес
679,Fehler::N,errore,қаталық
680,Fehler::N,sbaglio,әбес
681,Fehler::N,sbaglio,қаталық
682,Lüge::N,bugìa,өтірік
683,Lüge::N,menzogna,өтірік
684,Schaden::N,danno,зиян
685,Schaden::N,danno,зарар
686,Unglück::N,sfortuna,пәле
687,Unglück::N,sfortuna,қасырет
688,Unglück::N,sfortuna,ауыртпалық
689,Schuld::N,colpa,айыптылық
690,Alter::N,età,жас
691,Alter::N,età,жас шамасы
692,Schluss::N,fine,ада
693,Schluss::N,fine,бітуі
694,Zeit::N,tempo,уақыт
695,Tag::N,giorno,күн
696,Tag::N,giornata,күн
697,Morgen::N,mattina,таң
698,Morgen::N,mattina,таңертең
699,Mittag::N,mezzogiorno,талтүс
700,Abend::N,sera,кеш
701,Abend::N,serata,кеш
702,Nacht::N,notte,түн
703,Woche::N,settimana,апта
704,Monat::N,mese,ай
705,Jahr::N,anno,жыл
706,Frühling::N,primavera,көктем
707,Sommer::N,estate,жаз
708,Herbst::N,autunno,күз
709,Winter::N,inverno,қыс
710,Januar::N,gennaio,каңтар
711,Februar::N,febbraio,ақпан
712,März::N,marzo,наурыз
713,April::N,aprile,сәуір
714,Mai::N,maggio,мамыр
715,Juni::N,giugno,маусым
716,Juli::N,luglio,шілде
717,August::N,agosto,сүмбіле
718,August::N,agosto,тамыз
719,September::N,settembre,қыркүйек
720,Oktober::N,ottobre,ақырап
721,November::N,novembre,қараша
722,Dezember::N,dicembre,желтоқсан
723,Montag::N,lunedì,дүйсенбі
724,Dienstag::N,martedì,сейсенбі
725,Mittwoch::N,mercoledì,сәрсенбі
726,Donnerstag::N,giovedì,бейсенбі
727,Freitag::N,venerdì,жұма
728,Samstag::N,sàbato,сенбі
729,Sonntag::N,domenica,жексембі
730,groß::A,grande,алпамсадай
731,klein::A,pìccolo,кішкене
732,klein::A,pìccolo,қарғадай
733,lang::A,lungo,сопақ
734,lang::A,lungo,сорайған
735,kurz::A,corto,кеспелтек
736,breit::A,largo,айдынды
737,schmal::A,stretto,қысық
738,dicht::A,denso,жиі
739,dick[Gegenstand]::A,spesso,шомбал
740,dünn::A,sottile,жұқа
741,dünn::A,sottile,жіңішке
742,fein::A,fine,қаңылтақ
743,fein::A,delicato,қаңылтақ
744,fest::A,sodo,берік
745,fest::A,sodo,мызғымас
746,fest::A,fisso,берік
747,fest::A,fisso,мызғымас
748,flach::A,piano,жалпак
749,flach::A,piatto,жалпак
750,glatt::A,liscio,типыл
751,hart::A,duro,қатты
752,weich::A,molle,жұмсақ
753,rund::A,rotondo,домалақ
754,spitz::A,aguzzo,үшкір
755,spitz::A,appuntito,үшкір
756,scharf::A,affilato,сүйрік
757,scharf::A,tagliente,сүйрік
758,stumpf::A,smussato,доғал
759,stumpf::A,smussato,өтпейтін
760,schwer::A,pesante,салмақты
761,schön::A,bello,сұлу
762,heiß::A,caldo,ыссы
763,heiß::A,bollente,ыссы
764,warm::A,caldo,жылы
765,kalt::A,freddo,аязды
766,kühl::A,fresco,салқын
767,frisch::A,fresco,таза
768,frisch::A,fresco,жаңа
769,feucht::A,ùmido,нам
770,feucht::A,ùmido,дымқылды
771,nass::A,bagnato,сулы
772,trocken::A,secco,құрғақ
773,voll::A,pieno,толы
774,leer::A,vuoto,бос
775,offen::A,aperto,ашып қойылған
776,geschlossen::A,chiuso,жабулы
777,sauber::A,netto,дақсыз
778,sauber::A,netto,мұнтаздай
779,sauber::A,pulito,дақсыз
780,sauber::A,pulito,мұнтаздай
781,schmutzig::A,sporco,айғыз
782,schmutzig::A,sporco,сатпақ
783,schmutzig::A,sporco,сатал-сатал
784,schmutzig::A,sùdicio,айғыз
785,schmutzig::A,sùdicio,сатпақ
786,schmutzig::A,sùdicio,сатал-сатал
787,roh::A,crudo,шикі
788,reif::A,maturo,піскен
789,lecker::A,ghiotto,дәмді
790,lecker::A,squisito,дәмді
791,süß::A,dolce,тәтті
792,bitter::A,amaro,ащы
793,sauer::A,aspro,қышқыл
794,sauer::A,acerbo,қышқыл
795,hell::A,chiaro,жарық
796,hell::A,chiaro,жарқын
797,dunkel::A,buio,қараңғы
798,dunkel::A,oscuro,қараңғы
799,schwarz::A,nero,қара
800,weiß::A,bianco,ақ
801,rot::A,rosso,қызыл
