,Concept_ID,cs,sk
199,Spinne::N,pavouk,pavúk
200,Ameise::N,mravenec,mravec
201,Laus::N,veš,voš
202,Mücke::N,komár,komár
203,Fliege::N,moucha,mucha
204,Schmetterling::N,motýl,motýľ
205,Beere::N,bobule,bobuľa
206,Apfel::N,jablko,jablko
207,Pilz::N,houba,hríb
208,Zwiebel::N,cibule,cibuľa
209,Saat::N,osivo,osivo
210,Korn::N,zrno,zrno
211,Heu::N,seno,seno
212,Schale::N,slupka,šupa
213,Schale::N,slupka,škrupina
214,Schale::N,skořápka,šupa
215,Schale::N,skořápka,škrupina
216,Grube::N,jáma,jama
217,Falle::N,past,pasca
218,Falle::N,past,klepec
219,Falle::N,léčka,pasca
220,Falle::N,léčka,klepec
221,Schlinge::N,smyčka,slučka
222,Spur::N,stopa,stopa
223,Asche::N,popel,popol
224,Dreck::N,špína,kal
225,Dreck::N,špína,blato
226,Eisen::N,železo,železo
227,Gold::N,zlato,zlato
228,Silber::N,stříbro,striebro
229,Kohle::N,uhlí,uhlie
230,Glas::N,sklo,sklo
231,Lehm::N,jíl,íl
232,Lehm::N,jíl,hlina
233,Lehm::N,hlína,íl
234,Lehm::N,hlína,hlina
235,Sand::N,písek,piesok
236,Mensch::N,člověk,človek
237,Mann::N,muž,muž
238,Mann::N,muž,chlap
239,Frau::N,žena,žena
240,Kind::N,dítě,dieťa
241,Junge::N,hoch,chlapec
242,Junge::N,chlapec,chlapec
243,Mädchen::N,děvče,dievka
244,Familie::N,rodina,rodina
245,Großvater::N,děd,dedo
246,Großvater::N,děd,starý otec
247,Großvater::N,dědeček,dedo
248,Großvater::N,dědeček,starý otec
249,Großmutter::N,babička,babička
250,Großmutter::N,babička,stará mať
251,Eltern::N,rodiče,rodičia
252,Vater::N,otec,otec
253,Mutter::N,matka,mať
254,Mutter::N,matka,matka
255,Sohn::N,syn,syn
256,Tochter::N,dcera,dcéra
257,Bruder::N,bratr,brat
258,Schwester::N,sestra,sestra
259,Onkel::N,strýc,ujo
260,Onkel::N,strýc,strýko
261,Tante::N,teta,teta
262,Tante::N,teta,tetka
263,Ehemann::N,choť,muž
264,Ehemann::N,choť,manžel
265,Ehemann::N,manžel,muž
266,Ehemann::N,manžel,manžel
267,Ehefrau::N,choť,žena
268,Ehefrau::N,choť,manželka
269,Ehefrau::N,manželka,žena
270,Ehefrau::N,manželka,manželka
271,Freude::N,radost,radosť
272,Gelächter::N,smích,smiech
273,Glück::N,štěstí,šťastie
274,Kummer::N,žal,žiaľ
275,Kummer::N,žal,zármutok
276,Kummer::N,trápení,žiaľ
277,Kummer::N,trápení,zármutok
278,Wunsch::N,přání,prianie
279,Lust::N,chuť,chuť
280,Geist::N,duch,duch
281,Gedanke::N,myšlenka,myšlienka
282,Gedächtnis::N,paměť,pamäť
283,Verstand::N,rozum,rozum
284,Sinn::N,smysl,zmysel
285,Grund::N,důvod,dôvod
286,Grund::N,důvod,príčina
287,Wahrheit::N,pravda,pravda
288,Gespräch::N,rozhovor,reč
289,Gespräch::N,rozhovor,rozhovor
290,Märchen::N,pohádka,rozprávka
291,Erzählung::N,povídka,poviedka
292,Nachricht::N,zpráva,správa
293,Neuigkeit::N,novina,novinka
294,Neuigkeit::N,novinka,novinka
295,Name::N,jméno,meno
296,Rätsel::N,hádanka,záhada
297,Rätsel::N,hádanka,hádanka
298,Rede::N,řeč,reč
299,Rede::N,proslov,reč
300,Sprache::N,řeč,reč
301,Sprache::N,řeč,jazyk
302,Sprache::N,jazyk,reč
303,Sprache::N,jazyk,jazyk
304,Stimme::N,hlas,hlas
305,Wort::N,slovo,slovo
306,Zeichen::N,znamení,znak
307,Ruf::N,zavolání,volanie
308,Ruf::N,zavolání,zavolanie
309,Lärm::N,hluk,hluk
310,Lärm::N,hluk,hurhaj
311,Laut::N,zvuk,zvuk
312,Ton::N,tón,tón
313,Ton::N,tón,zvuk
314,Lied::N,píseň,pieseň
315,Ruhe::N,klid,pokoj
316,Ruhe::N,pokoj,pokoj
317,Leute::N,lidé,ľudia
318,Volk::N,národ,ľud
319,Volk::N,národ,národ
320,Arbeit::N,práce,práca
321,Arbeit::N,práce,robota
322,Gast::N,host,hosť
323,Geschenk::N,dar,dar
324,Spiel::N,hra,hra
325,Gesellschaft::N,společnost,spoločnosť
326,Hilfe::N,pomoc,pomoc
327,Freund::N,přítel,priateľ
328,Kamerad::N,kamarád,kamarát
329,Angelegenheit::N,záležitost,vec
330,Angelegenheit::N,záležitost,záležitosť
331,Anzahl::N,počet,počet
332,Anzahl::N,počet,množstvo
333,Art::N,druh,druh
334,Stück::N,kus,kus
335,Stück::N,kus,kúsok
336,Stück::N,kousek,kus
337,Stück::N,kousek,kúsok
338,Teil::N,díl,časť
339,Teil::N,část,časť
340,Hälfte::N,půl,polka
341,Hälfte::N,půl,polovica
342,Kreis::N,kruh,kruh
343,Kreuz::N,kříž,kríž
344,Linie::N,linka,línia
345,Strich::N,čára,čiara
346,Strich::N,čárka,čiara
347,Abstand::N,vzdálenost,vzdialenosť
348,Entfernung::N,vzdálenost,vzdialenosť
349,Gegend::N,krajina,kraj
350,Gegend::N,krajina,krajina
351,Platz::N,prostor,miesto
352,Ort::N,místo,miesto
353,Seite::N,strana,bok
354,Seite::N,strana,strana
355,Mitte::N,střed,stred
356,Mitte::N,prostředek,stred
357,Gegenstand::N,předmět,predmet
358,Sache::N,věc,vec
359,Rand::N,kraj,kraj
360,Rand::N,kraj,okraj
361,Rand::N,okraj,kraj
362,Rand::N,okraj,okraj
363,Kante::N,hrana,hrana
364,Ecke::N,roh,roh
365,Spitze::N,hrot,hrot
366,Spitze::N,hrot,špička
367,Spitze::N,špička,hrot
368,Spitze::N,špička,špička
369,Ende::N,konec,koniec
370,Loch::N,díra,diera
371,Winkel::N,kout,kút
372,Muster::N,vzor,vzor
373,Muster::N,vzor,vzorka
374,Größe::N,velikost,veľkosť
375,Länge::N,délka,dĺžka
376,Höhe::N,výška,výška
377,Gewicht::N,váha,váha
378,Menge::N,množství,množstvo
379,Haufen::N,kupa,hŕba
380,Haufen::N,hromada,hŕba
381,Reihe::N,řada,rad
382,Reihe::N,řádek,rad
383,Boot::N,člun,čln
384,Ruder::N,veslo,veslo
385,Schlitten::N,sáně,sane
386,Ski::N,lyže,lyža
387,Lagerfeuer::N,táborák,táborák
388,Last::N,náklad,ťarcha
389,Last::N,náklad,bremeno
390,Last::N,břemeno,ťarcha
391,Last::N,břemeno,bremeno
392,Gang::N,chůze,chôdza
393,Gang::N,chodba,chôdza
394,Schritt::N,krok,krok
395,Norden::N,sever,sever
396,Süden::N,jih,juh
397,Westen::N,západ,západ
398,Osten::N,východ,východ
399,Holz::N,dřevo,drevo
400,Brett::N,prkno,doska
401,Platte::N,deska,doska
402,Platte::N,deska,platňa
403,Stütze::N,opěra,opora
404,Stange::N,tyč,tyč
405,Stange::N,tyčka,tyč
406,Stock::N,hůlka,palica
407,Stab::N,hůl,palica
408,Rohr::N,trubka,rúra
409,Haus::N,dům,dom
410,Heim::N,domov,domov
411,Ofen::N,kamna,pec
412,Ofen::N,kamna,kachle
413,Fußboden::N,podlaha,dlážka
414,Fußboden::N,podlaha,podlaha
415,Tisch::N,stůl,stôl
416,Stuhl::N,židle,stolička
417,Wiege::N,kolébka,kolíska
418,Bett::N,postel,lôžko
419,Bett::N,postel,posteľ
420,Regal::N,regál,regál
421,Regal::N,regál,polica
422,Regal::N,police,regál
423,Regal::N,police,polica
424,Kiste::N,bedna,debna
425,Fenster::N,okno,okno
426,Fenster::N,okno,oblok
427,Tür::N,dveře,dvere
428,Tor::N,vrata,vráta
429,Zaun::N,plot,plot
430,Zaun::N,plot,ohrada
431,Dach::N,střecha,krov
432,Dach::N,střecha,strecha
433,Leiter::N,žebřík,rebrík
434,Leiter::N,žebřík,rebrina
435,Besen::N,koště,metla
436,Besen::N,smeták,metla
437,Spaten::N,rýč,rýľ
438,Schaufel::N,lopata,lopata
439,Gabel::N,vidlička,vidlička
440,Löffel::N,lžíce,lyžica
441,Messer::N,nůž,nôž
442,Nagel::N,hřebík,klinec
443,Netz::N,síť,sieť
444,Haken::N,hák,hák
445,Haken::N,hák,háčik
446,Griff::N,držadlo,rukoväť
447,Schloss::N,zámek,zámka
448,Bild::N,obraz,obraz
449,Figur::N,figura,figúra
450,Puppe::N,panenka,bábka
451,Puppe::N,panenka,bábika
452,Beutel::N,pytlík,vrece
453,Beutel::N,pytlík,vrecko
454,Bündel::N,svazek,uzlík
455,Bündel::N,svazek,zväzok
456,Tasche::N,taška,taška
457,Tasche::N,taška,kabelka
458,Tasche::N,brašna,taška
459,Tasche::N,brašna,kabelka
460,Eimer::N,kýbl,vedro
461,Eimer::N,vědro,vedro
462,Deckel::N,víko,vrchnák
463,Deckel::N,víko,pokrývka
464,Deckel::N,příklop,vrchnák
465,Deckel::N,příklop,pokrývka
466,Geschirr::N,nádobí,nádoba
467,Sack::N,pytel,mech
468,Sack::N,pytel,vrece
469,Tasse::N,šálek,šálka
470,Topf::N,hrnec,hrniec
471,Kessel::N,kotel,kotol
472,Essen::N,jídlo,jedlo
473,Nahrung::N,strava,strava
474,Nahrung::N,strava,potrava
475,Nahrung::N,potrava,strava
476,Nahrung::N,potrava,potrava
477,Speise::N,jídlo,jedlo
478,Fleisch::N,maso,mäso
479,Getreide::N,obilí,obilie
480,Brei::N,kaše,kaša
481,Brot::N,chléb,chlieb
482,Scheibe::N,krajíc,kotúč
483,Scheibe::N,krajíc,krajec
484,Fett::N,tuk,tuk
485,Fett::N,tuk,masť
486,Fett::N,omastek,tuk
487,Fett::N,omastek,masť
488,Butter::N,máslo,maslo
489,Öl::N,olej,olej
490,Salz::N,sůl,soľ
491,Suppe::N,polévka,polievka
492,Honig::N,med,med
493,Milch::N,mléko,mlieko
494,Tee::N,čaj,čaj
495,Leder::N,kůže,koža
496,Wolle::N,vlna,vlna
497,Stoff::N,látka,súkno
498,Nadel::N,jehla,ihla
499,Faden::N,nit,niť
500,Faden::N,nit,vlákno
501,Knopf::N,knoflík,gombík
502,Knoten::N,uzel,uzol
503,Farbe::N,barva,farba
504,Kleidung::N,šaty,šaty
505,Kleidung::N,šaty,šatstvo
506,Kleidung::N,šatstvo,šaty
507,Kleidung::N,šatstvo,šatstvo
508,Hemd::N,košile,košeľa
509,Kragen::N,límec,golier
510,Ärmel::N,rukáv,rukáv
511,Hose::N,kalhoty,nohavice
512,Gürtel::N,pás,pás
513,Gürtel::N,pás,opasok
514,Gürtel::N,opasek,pás
515,Gürtel::N,opasek,opasok
516,Mütze::N,čepice,čiapka
517,Schuh::N,bota,obuv
518,Schuh::N,bota,topánka
519,Stiefel::N,holínka,čižma
520,Ring::N,prsten,prsteň
521,Band::N,pásek,stuha
522,Kamm::N,hřeben,hrebeň
523,Spiegel::N,zrcadlo,zrkadlo
524,Riemen::N,řemen,remeň
525,Schnur::N,šňůra,šnúra
526,Leine::N,vodítko,vodidlo
527,Decke::N,pokrývka,deka
528,Decke::N,pokrývka,prikrývka
529,Decke::N,přikrývka,deka
530,Decke::N,přikrývka,prikrývka
531,Kissen::N,polštář,poduška
532,Tuch::N,šátek,šatka
533,Handtuch::N,ručník,uterák
534,Kraft::N,síla,moc
535,Stärke::N,síla,sila
536,Gesundheit::N,zdraví,zdravie
537,Krankheit::N,nemoc,nemoc
538,Krankheit::N,nemoc,choroba
539,Krankheit::N,choroba,nemoc
540,Krankheit::N,choroba,choroba
541,Schmerz::N,bolest,bolesť
542,Wunde::N,rána,rana
543,Fieber::N,horečka,horúčka
544,Arznei::N,lék,liek
545,Brücke::N,most,most
546,Brunnen::N,studna,studňa
547,Weide::N,pastva,pastva
548,Weide::N,pastvina,pastva
549,Pfad::N,pěšina,chodník
550,Weg::N,cesta,cesta
551,Straße::N,silnice,hradská
552,Dorf::N,vesnice,dedina
553,Stadt::N,město,mesto
554,Brief::N,dopis,list
555,Buch::N,kniha,kniha
556,Buchstabe::N,písmeno,litera
557,Buchstabe::N,písmeno,písmeno
558,Zeitung::N,noviny,noviny
559,Leben::N,život,život
560,Tod::N,smrt,smrť
561,Grab::N,hrob,hrob
562,Kirche::N,kostel,kostol
563,Sünde::N,hřích,hriech
564,Gott::N,bůh,boh
565,Arbeiter::N,dělník,robotník
566,Arbeiter::N,dělník,pracnovík
567,Arbeiter::N,pracovník,robotník
568,Arbeiter::N,pracovník,pracnovík
569,Chef::N,šéf,šéf
570,Chef::N,šéf,riaditeľ
571,Chef::N,vedoucí,šéf
572,Chef::N,vedoucí,riaditeľ
573,Meister::N,mistr,majster
574,Arzt::N,lékař,lekár
575,Lehrer::N,učitel,učiteľ
576,Geld::N,peníze,peniaze
577,Geschäft::N,obchod,obchod
578,Laden::N,krám,obchod
579,Preis::N,cena,cena
580,Ware::N,zboží,tovar
581,Nutzen::N,užitek,osoh
582,Nutzen::N,užitek,úžitok
583,Reichtum::N,bohatství,bohatstvo
584,Welt::N,svět,svet
585,Land::N,země,územie
586,Land::N,země,krajina
587,Staat::N,stát,štát
588,König::N,král,kráľ
589,Macht::N,moc,moc
590,Macht::N,moc,mocnosť
591,Macht::N,mocnost,moc
592,Macht::N,mocnost,mocnosť
593,Grenze::N,hranice,hranica
594,Krieg::N,válka,vojna
595,Feind::N,nepřítel,nepriateľ
596,Gewalt::N,násilí,násilie
597,Kampf::N,boj,boj
598,Bogen[Waffe]::N,luk,luk
599,Pfeil::N,šíp,šíp
600,Pfeil::N,šíp,strela
601,Gewehr::N,puška,puška
602,Gewehr::N,ručnice,puška
603,Fehler::N,chyba,omyl
604,Fehler::N,chyba,chyba
605,Lüge::N,lež,lož
606,Schaden::N,škoda,ujma
607,Schaden::N,škoda,škoda
608,Unglück::N,neštěstí,nešťastie
609,Schuld::N,vina,vina
610,Schuld::N,vina,previnenie
611,Alter::N,věk,vek
612,Schluss::N,konec,záver
613,Schluss::N,konec,koniec
614,Zeit::N,čas,čas
615,Tag::N,den,deň
616,Morgen::N,ráno,ráno
617,Morgen::N,jitro,ráno
618,Mittag::N,poledne,poludnie
619,Abend::N,večer,večer
620,Nacht::N,noc,noc
621,Woche::N,týden,týždeň
622,Monat::N,měsíc,mesiac
623,Jahr::N,rok,rok
624,Frühling::N,jaro,jar
625,Sommer::N,léto,leto
626,Herbst::N,podzim,jeseň
627,Winter::N,zima,zima
628,Januar::N,leden,január
629,Februar::N,únor,február
630,März::N,březen,marec
631,April::N,duben,apríl
632,Mai::N,květen,máj
633,Juni::N,červen,jún
634,Juli::N,červenec,júl
635,August::N,srpen,august
636,September::N,září,september
637,Oktober::N,říjen,október
638,November::N,listopad,november
639,Dezember::N,prosinec,december
640,Montag::N,pondělí,pondelok
641,Montag::N,pondělek,pondelok
642,Dienstag::N,úterý,utorok
643,Mittwoch::N,středa,streda
644,Donnerstag::N,čtvrtek,štvrtok
645,Freitag::N,pátek,piatok
646,Samstag::N,sobota,sobota
647,Sonntag::N,neděle,nedeľa
648,groß::A,velký,veľký
649,klein::A,malý,malý
650,lang::A,dlouhý,dlhý
651,kurz::A,krátký,krátky
652,breit::A,široký,široký
653,schmal::A,úzký,úzky
654,dicht::A,hustý,hustý
655,dick[Gegenstand]::A,tlustý,tlstý
656,dünn::A,tenký,tenký
657,fein::A,jemný,jemný
658,fest::A,pevný,pevný
659,flach::A,plochý,rovný
660,flach::A,plochý,plochý
661,flach::A,placatý,rovný
662,flach::A,placatý,plochý
663,glatt::A,hladký,hladký
664,hart::A,tvrdý,tvrdý
665,weich::A,měkký,mäkký
666,rund::A,kulatý,guľatý
667,rund::A,kulatý,okrúhly
668,rund::A,okrouhlý,guľatý
669,rund::A,okrouhlý,okrúhly
670,spitz::A,špičatý,končitý
671,scharf::A,ostrý,ostrý
672,stumpf::A,tupý,tupý
673,schwer::A,těžký,ťažký
674,schön::A,pěkný,pekný
675,schön::A,pěkný,krásny
676,schön::A,krásný,pekný
677,schön::A,krásný,krásny
678,heiß::A,horký,horúci
679,warm::A,teplý,teplý
680,kalt::A,studený,studený
681,kühl::A,chladný,chladný
682,frisch::A,svěží,svieži
683,feucht::A,vlhký,vlhký
684,feucht::A,vlhký,zvlhnutý
685,nass::A,mokrý,mokrý
686,trocken::A,suchý,suchý
687,voll::A,plný,plný
688,leer::A,prázdný,prázdny
689,offen::A,otevřený,otvorený
690,geschlossen::A,zavřený,zavretý
691,sauber::A,čistý,čistý
692,schmutzig::A,špinavý,špinavý
693,roh::A,syrový,surový
694,reif::A,zralý,zrelý
695,lecker::A,chutný,chutný
696,süß::A,sladký,sladký
697,bitter::A,hořký,horký
698,sauer::A,kyselý,kyslý
699,hell::A,světlý,jasný
700,hell::A,světlý,svetlý
701,dunkel::A,temný,temný
702,schwarz::A,černý,čierny
703,weiß::A,bílý,biely
704,rot::A,rudý,červený
705,rot::A,červený,červený
706,gelb::A,žlutý,žltý
707,blau::A,modrý,modrý
708,blau::A,modrý,belasý
709,grün::A,zelený,zelený
710,grau::A,šedý,šedý
711,grau::A,šedivý,šedý
712,bunt::A,pestrý,pestrý
713,billig::A,levný,lacný
714,billig::A,laciný,lacný
715,teuer::A,drahý,drahý
716,wertvoll::A,cenný,cenný
717,blind::A,slepý,slepý
718,taub::A,hluchý,hluchý
719,kräftig::A,silný,silný
720,stark::A,silný,silný
721,schwach::A,slabý,slabý
722,schwach::A,slabý,bezvládny
723,fett::A,tučný,tučný
724,fett::A,tlustý,tučný
725,schlank::A,štíhlý,štíhly
726,hübsch::A,hezký,šumný
727,hübsch::A,hezký,švárny
728,böse::A,zlý,zlý
729,dumm::A,hloupý,hlúpy
730,faul::A,líný,lenivý
731,fleißig::A,pilný,snaživý
732,fleißig::A,pilný,usilovný
733,geizig::A,lakomý,skupý
734,geizig::A,lakomý,lakomý
735,klug::A,chytrý,múdry
736,klug::A,chytrý,bystrý
737,geschickt::A,šikovný,zručný
738,geschickt::A,šikovný,šikovný
739,lieb::A,milý,milý
740,lustig::A,veselý,veselý
741,sanft::A,mírný,nežný
742,hungrig::A,hladový,lačný
743,hungrig::A,hladový,hladný
744,krank::A,nemocný,chorý
745,krank::A,nemocný,nemocný
746,nackt::A,nahý,nahý
747,traurig::A,smutný,smutný
748,traurig::A,truchlivý,smutný
749,lebendig::A,živý,živý
750,gut::A,dobrý,dobrý
751,schlecht::A,špatný,zlý
752,richtig::A,pravý,správny
753,richtig::A,správný,správny
754,schlimm::A,zlý,zlý
755,schlimm::A,zlý,nepríjemný
756,wahr::A,pravdivý,pravý
757,wahr::A,pravdivý,pravdivý
758,alt::A,starý,starý
759,neu::A,nový,nový
760,ehemalig::A,bývalý,bývalý
761,alt[Lebewesen]::A,starý,starý
762,jung::A,mladý,mladý
763,arm::A,chudý,chudobný
764,reich::A,bohatý,bohatý
765,bekannt::A,známý,známy
766,berühmt::A,slavný,slávny
767,berühmt::A,slavný,povestný
768,fremd::A,cizí,cudzí
769,verschieden::A,různý,rôzny
770,verschieden::A,různý,rozličný
771,verschieden::A,rozličný,rôzny
772,verschieden::A,rozličný,rozličný
773,nah::A,blízký,blízky
774,fern::A,daleký,ďaleký
775,linker::A,levý,ľavý
776,rechter::A,pravý,pravý
777,anderer::A,jiný,iný
778,anderer::A,jiný,druhý
779,erster::A,první,prvý
780,zweiter::A,druhý,druhý
781,dritter::A,třetí,tretí
782,letzter::A,poslední,ostatný
783,letzter::A,poslední,posledný
784,allein::ADV,sám,sám
785,auf einmal::ADV,najednou,zároveň
786,zusammen::ADV,spolu,spolu
787,zusammen::ADV,spolu,spoločne
788,zusammen::ADV,dohromady,spolu
789,zusammen::ADV,dohromady,spoločne
790,lange::ADV,dlouho,dlho
791,plötzlich::ADV,vtom,náhle
792,plötzlich::ADV,náhle,náhle
793,sofort::ADV,hned,hneď
794,sofort::ADV,hned,ihneď
795,sofort::ADV,ihned,hneď
796,sofort::ADV,ihned,ihneď
797,später::ADV,později,neskoršie
798,jetzt::ADV,teď,teraz
799,jetzt::ADV,nyní,teraz
800,heute::ADV,dnes,dnes
801,heute::ADV,dneska,dnes
802,morgen::ADV,zítra,zajtra
803,bald::ADV,brzo,skoro
804,dann::ADV,pak,nato
805,dann::ADV,pak,potom
806,dann::ADV,potom,nato
807,dann::ADV,potom,potom
808,gestern::ADV,včera,včera
809,einst::ADV,kdysi,kedysi
810,einst::ADV,kdysi,niekedy
811,damals::ADV,tehdy,vtedy
812,damals::ADV,tenkrát,vtedy
813,danach::ADV,podle toho,potom
814,danach::ADV,podle toho,podľa toho
815,vorher::ADV,dříve,napred
816,vorher::ADV,dříve,predtým
817,vorher::ADV,napřed,napred
818,vorher::ADV,napřed,predtým
819,zuerst::ADV,nejprve,najprv
820,zuerst::ADV,nejdříve,najprv
821,einmal::ADV,jednou,raz
822,einmal::ADV,jednou,jedenkrát
823,manchmal::ADV,někdy,občas
824,manchmal::ADV,někdy,niekedy
825,oft::ADV,často,často
826,immer::ADV,vždy,vždy
827,immer::ADV,vždy,ustavične
828,immer::ADV,stále,vždy
829,immer::ADV,stále,ustavične
830,niemals::ADV,nikdy,nikdy
831,hier::ADV,zde,tu
