,Concept_ID,myv,vep
140,Baum::N,чувто,pu
141,Stamm::N,рунго,tüvi
142,Rinde::N,суд,kor'
143,Rinde::N,керь,kor'
144,Ast::N,морго,oks
145,Zweig::N,тарад,oks
146,Zweig::N,тарад,barb
147,Blatt::N,лопа,lehtez
148,Birke::N,килей,koiv
149,Kiefer[Baum]::N,пиче,pedai
150,Weide[Baum]::N,каль,raid
151,Tanne::N,куз,kuz'
152,Horn::N,сюро,sar'v
153,Feder::N,толга,höuneh
154,Fell::N,пона,nahk
155,Flügel::N,сёлмо,suug
156,Klaue::N,кенже,künz'
157,Kralle::N,кенже,künz'
158,Schwanz::N,пуло,händ
159,Ei::N,ал,muna
160,Nest::N,пизэ,peza
161,Bau::N,варя,uru
162,Bau::N,пизе,uru
163,Tier::N,ракша,živat
164,Herde::N,стада,kogo
165,Kuh::N,скал,lehm
166,Bulle::N,бука,härg
167,Pferd::N,лишме,hebo
168,Schaf::N,реве,lambaz
169,Schwein::N,туво,siga
170,Hund::N,пине,koir
171,Hund::N,киска,koir
172,Katze::N,псака,kaži
173,Bär::N,овто,kondi
174,Eichhörnchen::N,ур,orav
175,Elch::N,сярдо,hirb'
176,Fuchs::N,ривезь,reboi
177,Hase::N,нумоло,jäniš
178,Maus::N,чеерь,hir'
179,Wolf::N,верьгиз,händikaz
180,Vogel::N,нармунь,lind
181,Schwarm::N,полк,parveh
182,Schwarm::N,стада,parveh
183,Huhn::N,сараз,kana
184,Hahn::N,атякш,kukoi
185,Gans::N,гала,hanh'
186,Gans::N,мацей,hanh'
187,Adler::N,куцькан,orl
188,Adler::N,тумоатякш,orl
189,Ente::N,яксярго,sorz
190,Eule::N,корж,hir'pulo
191,Kranich::N,карго,kurg
192,Krähe::N,варака,variš
193,Kuckuck::N,куко,kägi
194,Schwan::N,локсей,joucen
195,Fisch::N,кал,kala
196,Barsch::N,окунь,ahven
197,Hecht::N,щука,haug'
198,Schlange[Tier]::N,гуй,kü
199,Schlange[Tier]::N,гуй,mado
200,Wurm::N,сукс,mado
201,Spinne::N,шанжав,hämähouk
202,Ameise::N,коткудав,murahaine
203,Laus::N,сий,täi
204,Mücke::N,сеське,säs'k
205,Fliege::N,карво,kärbhaine
206,Schmetterling::N,нимиляв,lipkaine
207,Beere::N,умарь,marj
208,Apfel::N,умарь,jablok
209,Pilz::N,панго,sen'
210,Pilz::N,панго,babuk
211,Zwiebel::N,чурька,lauk
212,Saat::N,видьметь,semned
213,Korn::N,сюро,jüvä
214,Korn::N,сюро,vill'
215,Heu::N,тикше,hein
216,Schale::N,кедь,kor'
217,Schale::N,ваткавкс,kor'
218,Grube::N,латко,kop
219,Falle::N,тувор,rida
220,Falle::N,кундамка,rida
221,Schlinge::N,килькш,rihm
222,Spur::N,челькс,jäl'g
223,Spur::N,пильгеки,jäl'g
224,Asche::N,кулов,tuhk
225,Dreck::N,рудаз,redu
226,Dreck::N,рудаз,pačak
227,Eisen::N,кшни,raud
228,Gold::N,сырне,kuld
229,Silber::N,сия,hobed
230,Kohle::N,сэдь,hil'
231,Kohle::N,уголия,hil'
232,Glas::N,сулика,stökol
233,Lehm::N,сёвонь,savi
234,Sand::N,човар,lete
235,Mensch::N,ломань,mez'
236,Mensch::N,ломань,ristit
237,Mann::N,аля,mez'
238,Mann::N,цёраломань,mez'
239,Frau::N,ава,naine
240,Kind::N,эйкакш,laps'
241,Junge::N,цёрыне,poig
242,Junge::N,цёрыне,prihaine
243,Mädchen::N,тейтерне,neičukaine
244,Familie::N,семия,kanz
245,Familie::N,семия,pereh
246,Großvater::N,покштя,ded
247,Großmutter::N,баба,bab
248,Eltern::N,тетят-ават,vanhembad
249,Eltern::N,тетят-ават,kazvatajad
250,Vater::N,тетя,tat
251,Mutter::N,ава,mam
252,Sohn::N,цёра,poig
253,Tochter::N,тейтерь,tütär
254,Bruder::N,леля,veik
255,Bruder::N,леля,vell'
256,Bruder::N,ялакс,veik
257,Bruder::N,ялакс,vell'
258,Schwester::N,сазор,čiža
259,Schwester::N,сазор,sizar
260,Onkel::N,леля,däd'
261,Tante::N,патя,tädi
262,Ehemann::N,мирде,mužik
263,Ehefrau::N,ни,ak
264,Freude::N,кеняркс,ilo
265,Freude::N,кеняркс,ihastuz
266,Gelächter::N,ракамо,nagr
267,Gelächter::N,пейдема,nagr
268,Glück::N,уцяска,oza
269,Kummer::N,рискс,gor'a
270,Kummer::N,мелявкс,gor'a
271,Wunsch::N,мель,taht
272,Wunsch::N,бажамо,taht
273,Lust::N,бажамо,himo
274,Geist::N,ойме,heng
275,Gedanke::N,мель,meletuz
276,Gedächtnis::N,мель,mušt
277,Verstand::N,прев,mel'
278,Sinn::N,толк,jüvä
279,Sinn::N,смысла,jüvä
280,Grund::N,тувтал,sü
281,Wahrheit::N,видечи,tozi
282,Gespräch::N,кортнема,lodu
283,Gespräch::N,кортнема,pagin
284,Märchen::N,ёвкс,sarn
285,Erzählung::N,ёвтнема,sanutez
286,Nachricht::N,куля,tedotuz
287,Neuigkeit::N,куля,uzištuz
288,Name::N,лем,nimi
289,Rätsel::N,содамоёвкс,ozoitez
290,Rede::N,кортамо,pagin
291,Rede::N,кортамо,sanad
292,Sprache::N,кель,kel'
293,Stimme::N,ваигель,än'
294,Wort::N,вал,sana
295,Zeichen::N,теште,znam
296,Ruf::N,тердема,kida
297,Ruf::N,тердема,kucund
298,Lärm::N,шалнома,judu
299,Laut::N,вайгель,kulund
300,Ton::N,гайнема,kulund
301,Lied::N,моро,pajo
302,Ruhe::N,оймамо,lebu
303,Leute::N,ломанть,rahvaz
304,Volk::N,народ,rahvaz
305,Arbeit::N,тев,tö
306,Arbeit::N,тев,rad
307,Gast::N,инже,adiv
308,Geschenk::N,казне,lahj
309,Spiel::N,налксема,vänd
310,Gesellschaft::N,община,sebr
311,Hilfe::N,лездамо,abu
312,Freund::N,оя,sebranik
313,Freund::N,ялга,sebranik
314,Kamerad::N,оя,sebranik
315,Kamerad::N,ялга,sebranik
316,Angelegenheit::N,тев,azj
317,Anzahl::N,ламоксчи,lugu
318,Art::N,вид,rod
319,Art::N,вид,rodsugu
320,Stück::N,пакш,pala
321,Stück::N,пакш,supal
322,Stück::N,пелькс,pala
323,Stück::N,пелькс,supal
324,Teil::N,часть,pala
325,Teil::N,пелькс,pala
326,Hälfte::N,пель,pol'
327,Hälfte::N,пелькс,pol'
328,Kreis::N,кирькс,ümbruz
329,Kreis::N,кирькс,kehkruz
330,Kreuz::N,крёст,rist
331,Linie::N,кикс,pird
332,Strich::N,межа,pird
333,Abstand::N,ютко,keskust
334,Entfernung::N,ютко,matk
335,Gegend::N,тарка,taho
336,Gegend::N,пертьпелькс,taho
337,Platz::N,васолкс,avaruz'
338,Ort::N,тарка,koht
339,Seite::N,ён,pol'
340,Seite::N,ён,kül'g
341,Seite::N,чире,pol'
342,Seite::N,чире,kül'g
343,Mitte::N,куншка,kesk
344,Gegenstand::N,предмет,kalu
345,Sache::N,тев,azj
346,Sache::N,веща,azj
347,Rand::N,пе,röun
348,Rand::N,чире,röun
349,Kante::N,ирдез,röun
350,Ecke::N,ужо,saum
351,Spitze::N,пряне,agjaine
352,Spitze::N,пе,agjaine
353,Ende::N,пе,agj
354,Loch::N,варя,reig
355,Winkel::N,ужо,čoga
356,Winkel::N,ужо,saum
357,Muster::N,сёрма,kirjam
358,Größe::N,сэрь,suruz'
359,Größe::N,покшолма,suruz'
360,Länge::N,кувалмо,piduz
361,Höhe::N,сэрь,korktuz'
362,Höhe::N,пандо,korktuz'
363,Gewicht::N,сталмо,jügu
364,Gewicht::N,сталмо,vedäduz
365,Menge::N,лововкс,äjüz'
366,Haufen::N,мар,kogo
367,Haufen::N,валявкс,kogo
368,Reihe::N,ряд,rivi
369,Boot::N,венч,veneh
370,Ruder::N,милё,air
371,Schlitten::N,нурдт,regi
372,Schlitten::N,нурдт,regut
373,Ski::N,сокс,suks'
374,Lagerfeuer::N,толбандя,nodj
375,Lagerfeuer::N,толбандя,pažag
376,Last::N,сталмо,jüguz
377,Last::N,кандома,jüguz
378,Gang::N,молема,astund
379,Gang::N,якамо,astund
380,Schritt::N,эскелькс,hašk
381,Norden::N,якшамо ёнкс,pohjoine
382,Süden::N,лембе ёнкс,suvi
383,Westen::N,чивалгома,päivlaskm
384,Osten::N,чилисема,päivnouzm
385,Holz::N,чувто,pu
386,Brett::N,лаз,laud
387,Platte::N,плита,keitim
388,Stütze::N,неже,tugi
389,Stange::N,олга,arz'
390,Stock::N,мандо,kalu
391,Stab::N,олога,seibaz
392,Rohr::N,турба,torv
393,Haus::N,кудо,pert'
394,Heim::N,кудо,kodi
395,Ofen::N,каштомо,päč
396,Fußboden::N,киякс,lava
397,Tisch::N,столь,laud
398,Tisch::N,столь,stal'c
399,Stuhl::N,стул,ištim
400,Wiege::N,лавсь,kätte
401,Wiege::N,нурямот,kätte
402,Bett::N,ацамо,sija
403,Bett::N,ацамо,magaduzsija
404,Regal::N,лався,palič
405,Regal::N,лавсяланго,palič
406,Kiste::N,горобия,mülütim
407,Kiste::N,сундук,mülütim
408,Fenster::N,вальма,ikun
409,Tür::N,кенкш,uks'
410,Tor::N,ортат,verai
411,Zaun::N,пирявт,aid
412,Zaun::N,пирвякс,aid
413,Dach::N,кудопря,katuz
414,Leiter::N,кузтема,pordhad
415,Besen::N,тенсть,lud
416,Besen::N,тенсть,vast
417,Spaten::N,койме,labid
418,Schaufel::N,кече,labid
419,Schaufel::N,келей койме,labid
420,Gabel::N,сянгине,hangoine
421,Löffel::N,пенч,luzik
422,Messer::N,пеель,veič
423,Nagel::N,эске,nagl
424,Netz::N,алтыма,verk
425,Haken::N,кечказ,kouk
426,Griff::N,кедне,kägä
427,Griff::N,кедне,varz'
428,Schloss::N,замок,lukkol
429,Schloss::N,панжома,lukkol
430,Bild::N,картина,kuva
431,Figur::N,рунго,figur
432,Puppe::N,няка,tätüine
433,Beutel::N,кескав,havad
434,Bündel::N,керькс,toppaz
435,Bündel::N,керькс,käč
436,Tasche::N,юдма,sumk
437,Eimer::N,ведра,vädr
438,Deckel::N,велькс,katuz
439,Geschirr::N,кедьге,astii
440,Sack::N,кескав,havad
441,Tasse::N,чакш,čašk
442,Topf::N,кастрюля,pada
443,Kessel::N,котёл,katil
444,Essen::N,ярсамо,sönd
445,Nahrung::N,ярсамопель,söm
446,Speise::N,ярсамопель,sömine
447,Fleisch::N,сывель,liha
448,Getreide::N,сюро,vill'
449,Brei::N,каша,pudr
450,Brot::N,кши,leib
451,Scheibe::N,кочом,bibaleh
452,Scheibe::N,кочом,šlik
453,Scheibe::N,сускомо,bibaleh
454,Scheibe::N,сускомо,šlik
455,Fett::N,куя,razv
456,Butter::N,ой,voi
457,Öl::N,ой,voi
458,Salz::N,сал,sol
459,Suppe::N,ям,lem'
460,Suppe::N,ям,keitoz
461,Honig::N,медь,mezi
462,Milch::N,ловсо,maid
463,Tee::N,чай,čai
464,Leder::N,киське,nahk
465,Wolle::N,пона,vill
466,Stoff::N,коцт,kangaz
467,Nadel::N,салмукс,negl
468,Faden::N,суре,nit'
469,Knopf::N,пов,nübl'
470,Knoten::N,сюлмо,sol'm
471,Farbe::N,артомапель,muju
472,Kleidung::N,оршамот,sobad
473,Hemd::N,панар,paid
474,Kragen::N,сиве,kagluz
475,Ärmel::N,ожа,hijam
476,Hose::N,понкст,štanad
477,Gürtel::N,каркс,vö
478,Mütze::N,чапка,šapuk
479,Schuh::N,туфля,keng'
480,Stiefel::N,кем,sapug
481,Ring::N,суркс,rengaz
482,Band::N,лента,lentaine
483,Kamm::N,сурсеме,suga
484,Spiegel::N,чавачамо,zerkol
485,Riemen::N,кшнань каркс,vö
486,Schnur::N,пикс,nor
487,Leine::N,ведьме,talutimnor
488,Decke::N,вельтямо,sijakatuz
489,Kissen::N,тодов,pöluz
490,Tuch::N,паця,paik
491,Handtuch::N,нардамо,käzipaik
492,Kraft::N,вий,vägi
493,Stärke::N,виевчи,vahvuz'
494,Gesundheit::N,шумбрачи,tervhuz
495,Krankheit::N,орма,läžund
496,Krankheit::N,сэредема,läžund
497,Schmerz::N,сэредькс,kibu
498,Wunde::N,керявкс,čapatez
499,Fieber::N,маштыкс,säru
500,Arznei::N,ормаменькс,zel'l'
501,Brücke::N,сэдь,sild
502,Brücke::N,мадамо,sild
503,Brunnen::N,лисьма,kaiv
504,Weide::N,ракшань ванома тарка,omaluine
505,Pfad::N,ян,tehut
506,Weg::N,ки,te
507,Straße::N,ки,te
508,Dorf::N,веле,külä
509,Stadt::N,ош,lidn
510,Brief::N,сёрма,kirjeine
511,Buch::N,книга,kirj
512,Buchstabe::N,буква,kirjam
513,Zeitung::N,газета,lehtez
514,Leben::N,эрямо,elo
515,Tod::N,кулома,surm
516,Grab::N,калмо,kaum
517,Kirche::N,церькова,jumalanpert'
518,Sünde::N,чумочи,grähk
519,Gott::N,паз,jumal
520,Arbeiter::N,робочей,radnik
521,Chef::N,прявт,pämez'
522,Meister::N,кол тевень тенця,mastar
523,Arzt::N,врач,lekar'
524,Lehrer::N,учитель,opendai
525,Lehrer::N,тонавтыця,opendai
526,Geld::N,ярмак,rahad
527,Geschäft::N,ладязь тев,biznes
528,Laden::N,лавка,lauk
529,Preis::N,питне,arv
530,Ware::N,миевкс,tavar
531,Ware::N,рамавкс,tavar
532,Nutzen::N,паро,liža
533,Nutzen::N,лезэ,liža
534,Reichtum::N,сюпавчи,kodielo
535,Reichtum::N,сюпавчи,kal'huz'
536,Welt::N,мир,mail'm
537,Welt::N,мастор ланго,mail'm
538,Land::N,мастор,ma
539,Staat::N,государства,valdkund
540,König::N,король,kunigaz
541,Macht::N,азорксчи,vald
542,Grenze::N,буен тешкс,röun
543,Krieg::N,война,soda
544,Feind::N,душман,vihanik
545,Feind::N,душман,vastustai
546,Gewalt::N,нарьгамо,vägivald
547,Kampf::N,тюрема,tora
548,Bogen[Waffe]::N,нал,taug
549,Pfeil::N,нал,nol
550,Gewehr::N,ружия,oružj
551,Gewehr::N,винтовка,oružj
552,Fehler::N,ильведькс,viga
553,Fehler::N,ильведевкс,viga
554,Lüge::N,манчема,kelastuz
555,Lüge::N,кенгелема,kelastuz
556,Schaden::N,зыян,pahuz'
557,Unglück::N,зыян,bed
558,Unglück::N,зыян,gor'a
559,Schuld::N,чумочи,värhuz'
560,Alter::N,шка,igä
561,Schluss::N,пе,lop
562,Zeit::N,шка,aig
563,Zeit::N,пинге,aig
564,Tag::N,чи,päiv
565,Morgen::N,валске,homendez
566,Mittag::N,чикуншка,keskpäiv
567,Abend::N,чокшнэ,eht
568,Nacht::N,ве,ö
569,Woche::N,недля,nedal'
570,Monat::N,ков,ku
571,Jahr::N,ие,voz'
572,Frühling::N,тундо,keväz'
573,Sommer::N,кизэ,keza
574,Herbst::N,сёксь,sügüz'
575,Winter::N,теле,tal'v
576,Januar::N,якшамков,viluku
577,Februar::N,февраль,uhoku
578,März::N,март,keväz'ku
579,April::N,апрель,sulaku
580,Mai::N,май,semendku
581,Juni::N,июнь,kezaku
582,Juli::N,июль,heinku
583,August::N,август,eloku
584,September::N,сентября,sügüz'ku
585,Oktober::N,октября,reduku
586,November::N,ноября,kül'mku
587,Dezember::N,декабря,tal'vku
588,Montag::N,пондельник,ezmärg
589,Dienstag::N,овторник,tožnarg
590,Mittwoch::N,серёда,koumanz'päiv
591,Donnerstag::N,цетьверьг,nellänz'päiv
592,Freitag::N,пеця,pätnič
593,Freitag::N,пеця,videnz'päiv
594,Samstag::N,субута,sobat
595,Samstag::N,шлямочи,sobat
596,Sonntag::N,недлячи,pühäpäiv
597,groß::A,ине,sur'
598,groß::A,ине,järed
599,groß::A,покш,sur'
600,groß::A,покш,järed
601,klein::A,вишка,pen'
602,klein::A,вишка,pičuine
603,lang::A,кувака,pit'k
604,kurz::A,нурькине,lühüd
605,breit::A,келей,leved
606,schmal::A,теине,kaid
607,dicht::A,тусто,tihed
608,dick[Gegenstand]::A,эчке,paks
609,dünn::A,човине,hoik
610,fein::A,човине,hen
611,fest::A,кеме,luja
612,fest::A,кеме,ninev
613,flach::A,лапужа,lapak
614,glatt::A,валаня,siled
615,hart::A,калгодо,kova
616,weich::A,чевте,pehmed
617,rund::A,кеверь,kehker
618,spitz::A,пшти,nügu
619,spitz::A,пшти,terav
620,scharf::A,пшти,terav
621,stumpf::A,ношка,tül'c
622,schwer::A,стака,jüged
623,schön::A,мазый,čoma
624,heiß::A,пси,räk
625,warm::A,лембе,läm'
626,kalt::A,якшамо,vilu
627,kühl::A,экше,raibak
628,kühl::A,экше,viluhk
629,frisch::A,свежа,lahed
630,feucht::A,летьке,neps
631,feucht::A,летьке,toreh
632,nass::A,начко,märg
633,trocken::A,коське,kuiv
634,voll::A,пешксе,täuz'
635,leer::A,чаво,joudai
636,offen::A,панжадо,avoin
637,offen::A,панжадо,avol'jaine
638,offen::A,виде,avoin
639,offen::A,виде,avol'jaine
640,geschlossen::A,пекстазь,saubaline
641,geschlossen::A,сёлгозь,saubaline
642,sauber::A,ванькс,puhtaz
643,schmutzig::A,ливезев,redukaz
644,roh::A,верек,rohk
645,roh::A,верек,toreh
646,reif::A,кенерезь,küps
647,lecker::A,тантей,magukaz
648,süß::A,ламбамо,maged
649,bitter::A,сэпей,karged
650,sauer::A,чапамо,muiged
651,hell::A,валдо,kirkas
652,hell::A,валдо,valgei
653,dunkel::A,чопода,pimed
654,schwarz::A,раужо,must
655,weiß::A,ашо,vauged
656,rot::A,якстере,rusked
657,gelb::A,ожо,pakuine
658,blau::A,сэнь,sinine
659,grün::A,пиже,vihand
660,grau::A,шержев,hahk
661,bunt::A,сёрмав,kirjav
662,billig::A,аволь питней,odav
663,teuer::A,питней,kalliž
664,wertvoll::A,питней,arvokas
665,blind::A,сокор,soged
666,taub::A,амариця,kurdiž
667,kräftig::A,пек виев,vägev
668,stark::A,виев,vahv
669,stark::A,виев,vägekaz
670,schwach::A,лавшо,väll'
671,fett::A,куя,razvakaz
672,schlank::A,виде ронга,kapos
673,hübsch::A,мазый,čoma
674,böse::A,кежей,äred
675,böse::A,кежей,käred
676,dumm::A,чавола,el'getoi
677,dumm::A,превтеме,el'getoi
678,faul::A,нузякс,lašk
679,fleißig::A,мелень путыця,radonnavedii
680,geizig::A,скупой,ažlak
681,klug::A,превей,melev
682,klug::A,превей,melekaz
683,geschickt::A,маштозь теезь,mahtokaz
684,lieb::A,вадря,izo
685,lieb::A,вадря,sula
686,lustig::A,весёла,ilokaz
687,sanft::A,сэтьме,laskav
688,hungrig::A,вачо,näl'ghine
689,krank::A,сэредиця,läžui
690,nackt::A,штапо,alastoi
691,traurig::A,нусманя,opalahine
692,lebendig::A,эриця,eläb
693,gut::A,паро,hüvä
694,schlecht::A,берянь,huba
695,richtig::A,виде,oiged
696,schlimm::A,берянь,paha
697,wahr::A,алкуксонь,todesine
698,alt::A,ташто,vanh
699,neu::A,од,uz'
700,ehemalig::A,икелень,edeline
701,alt[Lebewesen]::A,сыре,ravaz
702,jung::A,од,nor'
703,arm::A,кажов,gol'l'
704,reich::A,сюпав,elokaz
705,bekannt::A,содавикс,tutab
706,berühmt::A,содавикс,tetab
707,fremd::A,лия,veraz
708,fremd::A,асодавикс,veraz
709,verschieden::A,эрьва,erazvuitte
710,nah::A,а васолонь,läheline
711,fern::A,умонь,edahaine
712,fern::A,кезэрень,edahaine
713,linker::A,керш,hura
714,rechter::A,вить,oiged
715,anderer::A,лия,toine
716,erster::A,васень,ezmäine
717,erster::A,васенце,ezmäine
718,zweiter::A,омбоце,toine
719,dritter::A,колмоце,koumanz'
720,letzter::A,меельце,jäl'gmäine
721,allein::ADV,башка,üksnäze
722,allein::ADV,ськамонзо,üksnäze
723,auf einmal::ADV,вейсэ,ühten aigan
724,zusammen::ADV,вейс,ühtes
725,zusammen::ADV,вейсэ,ühtes
726,lange::ADV,кувать,hätken
727,plötzlich::ADV,апак учо,äkkid
728,sofort::ADV,курок,kerdalaz
729,sofort::ADV,нейке,kerdalaz
730,später::ADV,мейле,möhemba
731,jetzt::ADV,ней,nügüd'
732,heute::ADV,течи,tämbei
733,morgen::ADV,ванды,homen
734,bald::ADV,курок,pigai
735,dann::ADV,мейле,sid'
736,dann::ADV,седе мейле,sid'
737,gestern::ADV,исяк,eglai
738,einst::ADV,весть,ende
739,einst::ADV,весть,kerdan
740,einst::ADV,зярдо-бути,ende
741,einst::ADV,зярдо-бути,kerdan
742,damals::ADV,сестэ,siloi
743,danach::ADV,мейле,sid'
744,danach::ADV,седе мейле,sid'
745,vorher::ADV,васняяк,ende
746,zuerst::ADV,васня,ezmäi
747,einmal::ADV,весть,kerdan
748,manchmal::ADV,лиясто,erašti
749,oft::ADV,сеетьстэ,paksus
750,immer::ADV,свал,kaiken
751,niemals::ADV,а зярдояк,ei nikonz
752,hier::ADV,тесэ,täs
753,hier::ADV,тесэ,tägä
754,hierhin::ADV,тей,tänna
755,von hier::ADV,тестэ,täspäi
756,von hier::ADV,тестэ,sid'päi
757,dort::ADV,тосо,sigä
758,dorthin::ADV,тов,sinna
759,dorthin::ADV,тов,nakkale
760,geradeaus::ADV,витьстэ,kohtha
761,vorwärts::ADV,икелев,edehe
762,rückwärts::ADV,мекев,sel'gin
763,zurück::ADV,мекев,tagaze
764,unten::ADV,ало,alahan
765,hinab::ADV,алов,alaz
766,hinab::ADV,алов,alahaks
767,oben::ADV,вере,ülähän
768,hinauf::ADV,верев,ülez
769,hinauf::ADV,верев,ülähäks
770,überall::ADV,эрьва косо,kaikjal
771,nicht::ADV,а,ei
772,ein wenig::ADV,аламошка,vähän
773,kaum::ADV,ансяк,habi
774,sehr::ADV,пек,lujas
775,sehr::ADV,вельть,lujas
776,so::ADV,истя,muga
777,so::ADV,истя,ninga
778,noch::ADV,таго,völ
779,nur::ADV,ансяк,järg
780,nur::ADV,ансяк,vaiše
781,schon::ADV,уш,jo
782,wieder::ADV,таго,möst
783,vergebens::ADV,стяко,uhtei
784,vor::PRP,икеле,edes
785,hinter::PRP,вельде,taga
786,unter::PRP,ало,al
787,durch::PRP,пачк,läbi
788,durch::PRP,пачк,kal't
789,neben::PRP,вакссо,rindal
790,zwischen::PRP,ютксо,keskes
791,wegen::PRP,кис,tagut
792,wegen::PRP,коряс,tagut
793,wegen::PRP,кувалт,tagut
794,dies::PRN,те,nece
795,das::PRN,те,se
796,das::PRN,тона,se
797,alles::PRN,весе,kaik
798,alles::PRN,весемесь,kaik
799,ich::PRN,мон,minä
800,du::PRN,тон,sinä
801,er::PRN,сон,hän
802,wir::PRN,минь,mö
803,ihr::PRN,тынь,tö
804,sie::PRN,сынь,hö
805,was::FPRN,мезе,mi
806,wer::FPRN,ки,ken
807,wo::FADV,косо,kus
808,wohin::FADV,ков,kuna
809,wohin::FADV,козо,kuna
810,wie::FADV,кода,kut
811,wie::FADV,кода,mit'
812,warum::FADV,мекс,mikš
813,wieviel::FNUM,зяро,äjak
814,wieviel::FNUM,зяро,kuverz'
