,Concept_ID,cv,bg
234,Mann::N,ар,мъж
235,Frau::N,хӗрарӑм,жена
236,Kind::N,ача,дете
237,Junge::N,ача,момче
238,Junge::N,ар ҫын ача,момче
239,Mädchen::N,хӗр ача,момиче
240,Familie::N,ҫемье,фамилия
241,Familie::N,ҫемье,семейство
242,Familie::N,кил-йыш,фамилия
243,Familie::N,кил-йыш,семейство
244,Großvater::N,кукаҫи,дядо
245,Großmutter::N,кукамай,баба
246,Eltern::N,аҫа-ама,родители
247,Vater::N,атте,баща
248,Mutter::N,анне,майка
249,Sohn::N,ывӑл,син
250,Tochter::N,хӗр,дъщеря
251,Bruder::N,ар тӑван,брат
252,Schwester::N,аппа,сестра
253,Schwester::N,йӑмӑк,сестра
254,Onkel::N,мучи,чичо
255,Onkel::N,мучи,вуйчо
256,Onkel::N,пичче,чичо
257,Onkel::N,пичче,вуйчо
258,Tante::N,аппа,леля
259,Ehemann::N,упӑшка,съпруг
260,Ehefrau::N,арӑм,съпруга
261,Freude::N,савӑнӑҫ,радост
262,Freude::N,хаваслӑх,радост
263,Gelächter::N,кулӑ,смях
264,Glück::N,телей,щастие
265,Glück::N,ӑраскал,щастие
266,Kummer::N,хурлӑх,тъга
267,Wunsch::N,ӗмӗт,желание
268,Wunsch::N,кӑмӑл,желание
269,Lust::N,кӑмӑл,желание
270,Geist::N,чун-чӗм,дух
271,Geist::N,ыр-усал,дух
272,Geist::N,чун хавалӗ,дух
273,Gedanke::N,шухӑш,мисъл
274,Gedächtnis::N,ас,памет
275,Verstand::N,ӑс,ум
276,Verstand::N,ӑс,разум
277,Verstand::N,ӑс-тӑн,ум
278,Verstand::N,ӑс-тӑн,разум
279,Verstand::N,ӑс-хакӑл,ум
280,Verstand::N,ӑс-хакӑл,разум
281,Sinn::N,тупсӑм,смисъл
282,Sinn::N,пӗлтерӗш,смисъл
283,Grund::N,сӑлтав,причина
284,Wahrheit::N,чӑнлӑх,правда
285,Gespräch::N,калаҫу,разговор
286,Märchen::N,юмах,приказка
287,Erzählung::N,акалав,разказ
288,Erzählung::N,каласа пани,разказ
289,Nachricht::N,хыпар,вест
290,Nachricht::N,хыпар,известие
291,Neuigkeit::N,ҫӗнӗ хыпар,новина
292,Name::N,ят,име
293,Rätsel::N,сутмалли юмах,гатанка
294,Rede::N,сӑмах,реч
295,Rede::N,сӑмах,слово
296,Sprache::N,чӗлхе,език
297,Stimme::N,сасӑ,глас
298,Wort::N,сӑмах,дума
299,Zeichen::N,паллӑ,знак
300,Ruf::N,йыхрав,зов
301,Ruf::N,чӗнӳ,зов
302,Lärm::N,шав,шум
303,Lärm::N,шав,глъчка
304,Laut::N,сасӑ,звук
305,Ton::N,сасӑ,тон
306,Lied::N,юрӑ,песен
307,Ruhe::N,канӑҫлӑх,тишина
308,Ruhe::N,канӑҫлӑх,спокойствие
309,Ruhe::N,лӑпкӑлӑх,тишина
310,Ruhe::N,лӑпкӑлӑх,спокойствие
311,Leute::N,ҫамрӑксем,хора
312,Leute::N,ҫамрӑк ҫынсем,хора
313,Volk::N,халӑх,народ
314,Arbeit::N,ӗҫхӗл,труд
315,Arbeit::N,ӗҫхӗл,работа
316,Arbeit::N,ӗҫлев,труд
317,Arbeit::N,ӗҫлев,работа
318,Gast::N,хӑна,гост
319,Geschenk::N,парне,дар
320,Geschenk::N,парне,подарък
321,Geschenk::N,кучченеҫ,дар
322,Geschenk::N,кучченеҫ,подарък
323,Spiel::N,вӑйӑ,игра
324,Gesellschaft::N,общество,общество
325,Hilfe::N,пулӑшу,помощ
326,Freund::N,тус,приятел
327,Kamerad::N,юлташ,другар
328,Kamerad::N,тус,другар
329,Angelegenheit::N,ӗҫ,работа
330,Anzahl::N,йыш,брой
331,Anzahl::N,йыш,количество
332,Anzahl::N,хисеп,брой
333,Anzahl::N,хисеп,количество
334,Art::N,тӗс,вид
335,Stück::N,татӑк,къс
336,Stück::N,татӑк,парче
337,Teil::N,пай,дял
338,Teil::N,пай,част
339,Hälfte::N,ҫурӑ,половина
340,Kreis::N,ункӑ,кръг
341,Kreis::N,ҫавракӑш,кръг
342,Kreuz::N,хӗрес,кръст
343,Linie::N,йӗр,черта
344,Strich::N,йӗр,щрих
345,Strich::N,йӗр,черта
346,Abstand::N,хушӑ,дистанция
347,Abstand::N,хушӑ,разстояние
348,Entfernung::N,хушӑ,разстояние
349,Gegend::N,вырӑн,местност
350,Platz::N,хутлӑх,място
351,Ort::N,вырӑн,място
352,Seite::N,ен,страна
353,Seite::N,аяк,страна
354,Seite::N,айӑк,страна
355,Mitte::N,варӑ,среда
356,Gegenstand::N,япала,предмет
357,Sache::N,япала,вещ
358,Rand::N,вӗҫ,ръб
359,Rand::N,хӗрӗ,ръб
360,Rand::N,хӗрри,ръб
361,Kante::N,хайкача,ръб
362,Kante::N,хайкача,кант
363,Kante::N,хысак,ръб
364,Kante::N,хысак,кант
365,Ecke::N,кӗтес,ъгъл
366,Spitze::N,вӗҫ,връх
367,Spitze::N,вӗҫ,острие
368,Ende::N,вӗҫ,край
369,Loch::N,шӑтӑк,дупка
370,Winkel::N,кӗтес,кът
371,Winkel::N,кӗтес,ъгъл
372,Muster::N,эреш,десен
373,Muster::N,эреш,образец
374,Größe::N,пысӑкӑш,големина
375,Länge::N,вӑрӑмӑш,дължина
376,Höhe::N,ҫӳллӗш,висота
377,Höhe::N,ҫӳллӗш,височина
378,Gewicht::N,виҫе,тегло
379,Gewicht::N,виҫе,тежест
380,Gewicht::N,йывӑрӑш,тегло
381,Gewicht::N,йывӑрӑш,тежест
382,Menge::N,йыш,количество
383,Haufen::N,купа,куп
384,Haufen::N,купа,грамада
385,Reihe::N,рет,ред
386,Reihe::N,рет,редица
387,Boot::N,кимӗ,лодка
388,Ruder::N,кӗсмен,весло
389,Ruder::N,кӗсмен,гребло
390,Schlitten::N,ҫуна,шейна
391,Ski::N,йӗлтӗр,ски
392,Lagerfeuer::N,вут,огнище
393,Lagerfeuer::N,кӑвайт,огнище
394,Last::N,сулмаклӑх,товар
395,Last::N,йывӑр япала,товар
396,Gang::N,куҫӑм,ход
397,Gang::N,куҫӑм,вървеж
398,Schritt::N,утӑм,стъпка
399,Schritt::N,пусӑм,стъпка
400,Norden::N,ҫурҫӗр,север
401,Süden::N,кӑнтӑр,юг
402,Westen::N,анӑҫ,запад
403,Westen::N,хӗвел анӑҫ,запад
404,Osten::N,хӗвел тухӑҫ,изток
405,Holz::N,йывӑҫ,дърво
406,Brett::N,хӑма,дъска
407,Platte::N,плита,
408,Stütze::N,ура,
409,Stange::N,шерте,прът
410,Stange::N,шерте,върлина
411,Stock::N,патак,прът
412,Stock::N,патак,тояга
413,Stab::N,шӑчӑ,прът
414,Rohr::N,пӑрӑх,цев
415,Rohr::N,пӑрӑх,тръба
416,Haus::N,ҫурт,къща
417,Heim::N,кил,дом
418,Ofen::N,кӑмака,печка
419,Fußboden::N,урай,под
420,Tisch::N,сӗтел,маса
421,Stuhl::N,пукан,стол
422,Wiege::N,сӑпка,люлка
423,Bett::N,кравать,легло
424,Bett::N,кравать,креват
425,Regal::N,ҫӳлӗк,рафт
426,Regal::N,ҫӳлӗк,етажерка
427,Regal::N,сентре,рафт
428,Regal::N,сентре,етажерка
429,Kiste::N,ещӗк,кутия
430,Kiste::N,ещӗк,сандък
431,Kiste::N,сунтӑх,кутия
432,Kiste::N,сунтӑх,сандък
433,Fenster::N,чӳрече,прозорец
434,Tür::N,алӑк,врата
435,Tor::N,хапха,врата
436,Zaun::N,хӳме,ограда
437,Dach::N,тӑрӑ,покрив
438,Leiter::N,пусма,стълба
439,Besen::N,шӑпӑр,метла
440,Spaten::N,кӗреҫе,лопата
441,Schaufel::N,кӗреҫе,лопата
442,Gabel::N,вилка,вилица
443,Löffel::N,кашӑк,лъжица
444,Messer::N,ҫӗҫӗ,нож
445,Nagel::N,пӑта,гвоздей
446,Netz::N,тетел,мрежа
447,Haken::N,йӑрхах,кука
448,Haken::N,йӑрхах,закачалка
449,Haken::N,ҫекӗл,кука
450,Haken::N,ҫекӗл,закачалка
451,Griff::N,хӑлӑп,ръчка
452,Griff::N,хӑлӑп,дръжка
453,Schloss::N,ҫӑра,брава
454,Schloss::N,ҫӑра,ключалка
455,Bild::N,сӑн,картина
456,Bild::N,сӑнлӑх,картина
457,Bild::N,картина,картина
458,Figur::N,кӗлетке,фигура
459,Puppe::N,пукане,кукла
460,Beutel::N,михӗ,кесия
461,Bündel::N,ҫыхӑ,връзка
462,Bündel::N,тӗрке,връзка
463,Tasche::N,сумка,чанта
464,Eimer::N,витре,кофа
465,Deckel::N,хупӑ,капак
466,Deckel::N,хупӑ,похлупак
467,Geschirr::N,савӑт-сапа,съдове
468,Sack::N,михӗ,чувал
469,Tasse::N,курка,чаша
470,Topf::N,кастрюль,гърне
471,Topf::N,кастрюль,тенджера
472,Kessel::N,хуран,котел
473,Essen::N,апат,ядене
474,Nahrung::N,апат-ҫимӗс,храна
475,Speise::N,апат,ястие
476,Speise::N,ҫимӗҫ,ястие
477,Fleisch::N,аш,месо
478,Fleisch::N,какай,месо
479,Getreide::N,тырӑ,зърнено храни
480,Brei::N,пӑтӑ,каша
481,Brot::N,ҫӑкӑр,хляб
482,Scheibe::N,чӗлӗ,резен
483,Scheibe::N,касӑк,резен
484,Fett::N,ҫу,мазнина
485,Butter::N,ҫу,масло
486,Öl::N,ҫу,олио
487,Öl::N,ҫу,оливия
488,Salz::N,тӑвар,сол
489,Suppe::N,яшка,супа
490,Honig::N,пыл,мед
491,Milch::N,сӗт,мляко
492,Tee::N,чей,чай
493,Leder::N,сӑран,кожа
494,Wolle::N,ҫӑм,вълна
495,Stoff::N,тӗртӗм,плат
496,Stoff::N,тӗртӗм,материал
497,Nadel::N,йӗп,игла
498,Faden::N,ҫип,конец
499,Knopf::N,тӳме,копче
500,Knoten::N,йӑлӑ,възел
501,Farbe::N,сӑрӑ,боя
502,Kleidung::N,тум,дрехи
503,Kleidung::N,тум,облекло
504,Kleidung::N,ҫипуҫ,дрехи
505,Kleidung::N,ҫипуҫ,облекло
506,Kleidung::N,тум-тир,дрехи
507,Kleidung::N,тум-тир,облекло
508,Hemd::N,кӗпе,риза
509,Kragen::N,ҫуха,яка
510,Ärmel::N,ҫанӑ,ръкав
511,Hose::N,шӑлавар,панталони
512,Gürtel::N,пиҫиххи,пояс
513,Gürtel::N,пиҫиххи,колан
514,Mütze::N,ҫӗлӗк,каскет
515,Mütze::N,ҫӗлӗк,фуражка
516,Schuh::N,пушмак,обувка
517,Schuh::N,ботинок,обувка
518,Stiefel::N,атӑ,ботуш
519,Ring::N,ҫӗрӗ,пръстен
520,Band::N,хаю,лента
521,Band::N,хаю,връзка
522,Band::N,йӗсме,лента
523,Band::N,йӗсме,връзка
524,Kamm::N,тура,гребен
525,Spiegel::N,тӗкӗр,огледало
526,Spiegel::N,куҫ кӗски,огледало
527,Riemen::N,чӗн,каиш
528,Riemen::N,чӗн,ремък
529,Schnur::N,кантра,връв
530,Leine::N,касмӑк,връв
531,Leine::N,касмӑк,въже
532,Decke::N,утиял,покривка
533,Kissen::N,ҫытар,възглавница
534,Kissen::N,минтер,възглавница
535,Tuch::N,тутӑр,сукно
536,Handtuch::N,ал шӑлли,пешкир
537,Handtuch::N,ал шӑлли,кърпа за лице
538,Kraft::N,вӑй,мощ
539,Kraft::N,вӑй,сила
540,Kraft::N,хӑват,мощ
541,Kraft::N,хӑват,сила
542,Stärke::N,хал,сила
543,Stärke::N,хӑват,сила
544,Gesundheit::N,хал,здраве
545,Gesundheit::N,сывлӑх,здраве
546,Krankheit::N,чир,болест
547,Schmerz::N,ырату,болка
548,Wunde::N,суран,рана
549,Fieber::N,сив чир,треска
550,Fieber::N,сив чир,температура
551,Arznei::N,эмел,лек
552,Arznei::N,эмел,лекарство
553,Brücke::N,кӗпер,мост
554,Brunnen::N,ҫӑл,чешма
555,Brunnen::N,ҫӑл,кладенец
556,Brunnen::N,пусӑ,чешма
557,Brunnen::N,пусӑ,кладенец
558,Weide::N,ҫаран,паша
559,Weide::N,ҫаран,пасище
560,Pfad::N,йӗр,пътека
561,Pfad::N,сукмак,пътека
562,Weg::N,ҫул,път
563,Weg::N,ҫул-йӗр,път
564,Straße::N,ҫӳрев,шосе
565,Straße::N,ҫул ҫӳрени,шосе
566,Dorf::N,ял,село
567,Stadt::N,хула,град
568,Brief::N,ҫыру,писмо
569,Buch::N,кӗнеке,книга
570,Buchstabe::N,сас палли,буква
571,Zeitung::N,хаҫат,вестник
572,Leben::N,пурнӑҫ,живот
573,Tod::N,вилӗм,смърт
574,Grab::N,масар шӑтӑкӗ,гроб
575,Kirche::N,чиркӳ,църква
576,Sünde::N,ҫылӑх,грях
577,Gott::N,турӑ,бог
578,Arbeiter::N,рабочи,работник
579,Chef::N,пуҫлӑх,шеф
580,Chef::N,пуҫлӑх,началник
581,Meister::N,ӑста,майстор
582,Meister::N,мастер,майстор
583,Arzt::N,врач,лекар
584,Arzt::N,тухтӑр,лекар
585,Lehrer::N,учитель,учител
586,Lehrer::N,вӗрентекен,учител
587,Geld::N,укҫа,пари
588,Geschäft::N,бизнес,сделка
589,Laden::N,магазин,дюкян
590,Laden::N,магазин,магазин
591,Preis::N,хак,цена
592,Ware::N,тавар,стока
593,Nutzen::N,пайта,полза
594,Nutzen::N,пайта,облага
595,Reichtum::N,мул,богатство
596,Welt::N,тӗнче,свят
597,Land::N,ҫӗр-шыв,страна
598,Staat::N,патшàлӑх,щат
599,Staat::N,патшàлӑх,държава
600,König::N,король,крал
601,Macht::N,власть,мощ
602,Macht::N,власть,власт
603,Grenze::N,чикӗ,граница
604,Krieg::N,вӑрҫӑ,война
605,Feind::N,тӑшман,враг
606,Feind::N,тӑшман,неприятел
607,Gewalt::N,ирӗксӗрлӳ,сила
608,Gewalt::N,ирӗксӗрлӳ,насилие
609,Kampf::N,кӗрешӳ,борба
610,Kampf::N,кӗрешӳ,сражение
611,Bogen[Waffe]::N,ухӑ,лък
612,Pfeil::N,ҫӗмрен,стрела
613,Pfeil::N,ухӑ йӗппи,стрела
614,Gewehr::N,пӑшал,пушка
615,Fehler::N,йӑнӑш,грешка
616,Lüge::N,суя,лъжа
617,Lüge::N,ултав,лъжа
618,Schaden::N,сиен,повреда
619,Unglück::N,шар,нещастие
620,Unglück::N,инкек,нещастие
621,Schuld::N,айӑп,вина
622,Alter::N,ҫул шучӗ,възраст
623,Schluss::N,пӗтни,край
624,Schluss::N,пӗтмӗш,край
625,Zeit::N,вӑхӑт,време
626,Tag::N,кун,ден
627,Morgen::N,ир,утро
628,Morgen::N,ир,сутрин
629,Mittag::N,кӑнтӑрла,обед
630,Mittag::N,кӑнтӑрла,пладне
631,Abend::N,каҫ,вечер
632,Nacht::N,каҫ,нощ
633,Woche::N,эрне,седмица
634,Monat::N,уйӑх,месец
635,Jahr::N,ҫулталӑк,година
636,Frühling::N,ҫур,пролет
637,Frühling::N,ҫуркунне,пролет
638,Sommer::N,ҫу,лято
639,Sommer::N,ҫулла,лято
640,Herbst::N,кӗр,есен
641,Herbst::N,кӗркунне,есен
642,Winter::N,хӗл,зима
643,Winter::N,хӗлле,зима
644,Januar::N,январь,януари
645,Februar::N,февраль,февруари
646,Februar::N,кӗҫӗн кӑрлач,февруари
647,März::N,март,март
648,März::N,пуш уйӑхӗ,март
649,April::N,апрель,април
650,Mai::N,май,май
651,Juni::N,июнь,юни
652,Juli::N,июль,юли
653,August::N,август,август
654,September::N,сентябрь,септември
655,September::N,авӑн уйӑхӗ,септември
656,Oktober::N,октябрь,октомври
657,November::N,ноябрь,ноември
658,Dezember::N,раштав,декември
659,Dezember::N,декабрь,декември
660,Montag::N,тунти кун,понеделник
661,Dienstag::N,ытлари кун,вторник
662,Mittwoch::N,юн кун,сряда
663,Donnerstag::N,кӗҫнерни кун,четвъртък
664,Freitag::N,эрне кун,петък
665,Samstag::N,шӑмат кун,събота
666,Sonntag::N,вырсарни кун,неделя
667,groß::A,пысӑк,едър
668,groß::A,пысӑк,голям
669,klein::A,пӗчӗк,малък
670,klein::A,пӗчӗк,дребен
671,lang::A,вӑрӑм,дълъг
672,kurz::A,кӗске,къс
673,breit::A,сарлака,широк
674,schmal::A,ансӑр,тесен
675,dicht::A,йӑвӑ,гъст
676,dick[Gegenstand]::A,хулӑн,дебел
677,dünn::A,ҫинҫе,тънък
678,dünn::A,ҫӳхе,тънък
679,fein::A,тарай,фин
680,fein::A,тарай,тънък
681,fein::A,вӗлтӗрти,фин
682,fein::A,вӗлтӗрти,тънък
683,fest::A,тӗреклӗ,твърд
684,fest::A,тӗреклӗ,плътен
685,flach::A,лаптак,равен
686,flach::A,лаптак,плосък
687,glatt::A,такӑр,гладък
688,hart::A,хытӑ,твърд
689,hart::A,хытӑ,корав
690,weich::A,ҫемҫе,мек
691,rund::A,ҫавра,кръгъл
692,spitz::A,шӗвӗр,островръх
693,scharf::A,ҫивӗч,остър
694,stumpf::A,мӑка,тъп
695,stumpf::A,пуклак,тъп
696,stumpf::A,тӗрӗнчӗк,тъп
697,stumpf::A,ӑнкарусӑр,тъп
698,schwer::A,йывӑр,тежък
699,schön::A,илемлӗ,хубав
700,schön::A,илемлӗ,красив
701,heiß::A,вӗри,жарък
702,warm::A,ӑшӑ,топъл
703,kalt::A,сивӗ,студен
704,kühl::A,уҫӑ,хладен
705,frisch::A,уҫӑ,свеж
706,feucht::A,йӗпе,влажен
707,nass::A,нӳрӗ,мокър
708,trocken::A,типӗ,сух
709,voll::A,тулли,пълен
710,leer::A,пушӑ,празен
711,offen::A,уҫӑ,откровен
712,geschlossen::A,хупӑ,закрит
713,geschlossen::A,хупӑ,затворен
714,sauber::A,таса,чист
715,schmutzig::A,пылчӑклӑ,мръсен
716,schmutzig::A,вараланчӑк,мръсен
717,roh::A,чӗрӗ,суров
718,reif::A,пулнӑ,зрял
719,reif::A,пиҫӗхнӗ,зрял
720,reif::A,аталаннӑ,зрял
721,reif::A,пиҫсе ҫитнӗ,зрял
722,lecker::A,тутлӑ,вкусен
723,lecker::A,техӗмлӗ,вкусен
724,süß::A,пылак,сладък
725,bitter::A,йӳҫӗ,горчив
726,sauer::A,йӳҫӗ,кисел
727,sauer::A,йӳҫек,кисел
728,sauer::A,кӑвасак,кисел
729,hell::A,ҫутӑ,ясен
730,hell::A,ҫутӑ,светъл
731,dunkel::A,тӗттӗм,тъмен
732,schwarz::A,хура,черен
733,weiß::A,шурӑ,бял
734,rot::A,хӗрлӗ,червен
735,gelb::A,сарӑ,жълт
736,blau::A,кӑвак,син
737,grün::A,симӗс,зелен
738,grün::A,пиҫмен,зелен
739,grün::A,ӑс пухман,зелен
740,grau::A,кӑвак,сив
741,bunt::A,чӑпар,шарен
742,bunt::A,чӑпар,пъстър
743,billig::A,йӳнӗ,евтин
744,teuer::A,хаклӑ,скъп
745,wertvoll::A,паха,ценен
746,blind::A,суккӑр,сляп
747,taub::A,хӑлхасӑр,глух
