,Concept_ID,lbe,bn
169,Schwan::N,урттил къаз,মরাল
170,Fisch::N,чавахъ,মাছ
171,Schlange[Tier]::N,шатта,সর্প
172,Wurm::N,кьюнукьай шатта,কীট
173,Spinne::N,ххялцу,মাকড়সা
174,Ameise::N,митӏикьукьу,পিপীলিকা
175,Mücke::N,мичӏак,মশা
176,Fliege::N,зимиз,মাছি
177,Schmetterling::N,чӏимучӏали,প্রজাপতি
178,Beere::N,хӏаллил ахъулсса,বেরি
179,Apfel::N,гьивч,আপেল
180,Pilz::N,ттуккул иис,ছত্রক
181,Zwiebel::N,лаччул чсмусул бакӏ,পিয়াজ
182,Saat::N,гьанна,বীজ
183,Korn::N,къама,শস্য
184,Heu::N,ххулув,খড়
185,Schale::N,ккиртту,খোসা
186,Grube::N,кӏаланг,গর্ত
187,Falle::N,къатӏа,ফাঁদ
188,Schlinge::N,хӏатӏ,পাশ
189,Spur::N,ша,চিহ্ন
190,Asche::N,лах,ভস্ম
191,Dreck::N,кьяркьи,ময়লা
192,Dreck::N,венп,ময়লা
193,Eisen::N,мах,লোহা
194,Gold::N,муси,স্বর্ণ
195,Silber::N,арцу,রৌপ্য
196,Kohle::N,кӏалаш,অঙ্গার
197,Kohle::N,хъуручӏ,অঙ্গার
198,Glas::N,пюрун,কাচ
199,Lehm::N,сина аьрщи,মৃত্তিকা
200,Sand::N,къун,বালি
201,Mensch::N,инсан,নর
202,Mensch::N,инсан,মানুষ
203,Mann::N,чув,মানুষ
204,Mann::N,адимина,মানুষ
205,Frau::N,щарсса,নারী
206,Frau::N,хъамитайпа,নারী
207,Kind::N,чӏиви оьрчӏ,বাচ্চা
208,Junge::N,оьрчӏ,ছেলে
209,Junge::N,бурхьин оьрчӏ,ছেলে
210,Mädchen::N,душ,মেয়ে
211,Familie::N,кулпат,পরিবার
212,Großvater::N,ттатта,মাতামহ
213,Großvater::N,ниттил ппу,মাতামহ
214,Großmutter::N,буттал нину,মাতামহী
215,Eltern::N,нину-ппу,মাতাপিতা
216,Vater::N,ппу,পিতা
217,Mutter::N,нину,মাতা
218,Sohn::N,арс,ছেলে
219,Tochter::N,душ,মেয়ে
220,Bruder::N,уссу,দাদা
221,Schwester::N,ссу,বোন
222,Schwester::N,ссу,দিদি
223,Onkel::N,буттауссу,মামা
224,Tante::N,буттал ссу,মাসী
225,Ehemann::N,лас,স্বামী
226,Ehefrau::N,щар,পত্নী
227,Ehefrau::N,щарсса,পত্নী
228,Freude::N,шадшиву,উল্লাস
229,Freude::N,ххаришиву,উল্লাস
230,Gelächter::N,хъяхъаву,হাসি
231,Glück::N,талихӏ,সুখ
232,Kummer::N,дард,দুঃখ
233,Wunsch::N,мурад,আকাঙ্ক্ষা
234,Lust::N,гьавас,বাসনা
235,Lust::N,ччаву,বাসনা
236,Geist::N,рухӏ,আত্না
237,Gedanke::N,пикри,চিন্তা
238,Gedächtnis::N,дакӏний личӏаву,স্মরণশক্তি
239,Verstand::N,аькьлу,মন
240,Sinn::N,мяъна,পদার্থ
241,Grund::N,багьана,কারণ
242,Wahrheit::N,тӏайламур,সত্য
243,Wahrheit::N,хӏакьмур,সত্য
244,Gespräch::N,ихтилат,কথাবার্তা
245,Märchen::N,магьа,রূপকথা
246,Erzählung::N,хавар,গল্প
247,Nachricht::N,хавар,তথ্য
248,Neuigkeit::N,хавар,খবরাখবর
249,Name::N,цӏа,নাম
250,Rätsel::N,ссигьа,ধাঁধা
251,Rede::N,гъалгъа,বক্তৃতা
252,Sprache::N,маз,ভাষা
253,Stimme::N,чӏу,স্বর
254,Stimme::N,чӏукӏа,স্বর
255,Wort::N,махъ,শব্দ
256,Zeichen::N,лишан,প্রতীক
257,Lärm::N,чӏу,হৈচৈ
258,Laut::N,чӏу,ধ্বনি
259,Ton::N,чӏу,স্বর
260,Lied::N,балай,গান
261,Ruhe::N,дигьалагру,শান্তি
262,Leute::N,инсантал,প্রজাপুঞ্জ
263,Volk::N,ил,জাতি
264,Volk::N,халкь,জাতি
265,Arbeit::N,заву,চাকরি
266,Gast::N,хъамаличу,অতিথি
267,Geschenk::N,бухчакарши,উপহার
268,Geschenk::N,лажинккакку,উপহার
269,Spiel::N,тӏуркӏу,খেলা
270,Gesellschaft::N,жямат,সঙ্গিগণ
271,Gesellschaft::N,ккуран,সঙ্গিগণ
272,Hilfe::N,кумаг,সাহায্য
273,Freund::N,дус,বন্ধু
274,Kamerad::N,хӏаласу,সঙ্গী
275,Angelegenheit::N,иш,বিষয়
276,Anzahl::N,аьдад,পরিমাণ
277,Art::N,жинс,রকম
278,Stück::N,касак,টুকরো
279,Teil::N,бутӏа,অংশ
280,Hälfte::N,дачӏи,অর্ধেক
281,Kreis::N,кюрщан,বৃত্ত
282,Kreuz::N,ххач,ক্রুশ
283,Linie::N,щва,রেখা
284,Strich::N,щва,কষি
285,Abstand::N,манзил,ফাঁক
286,Entfernung::N,манзил,ব্যবধান
287,Gegend::N,кӏану,ক্ষেত্র
288,Ort::N,кӏану,স্থান
289,Seite::N,чул,পার্শ্ব
290,Seite::N,чулухалу,পার্শ্ব
291,Mitte::N,дя,মধ্য
292,Gegenstand::N,зат,জিনিস
293,Sache::N,зат,বস্তু
294,Rand::N,зума,কানা
295,Ecke::N,мурцӏу,কোণ
296,Spitze::N,мицӏ,ডগা
297,Ende::N,зума,প্রান্ত
298,Loch::N,ккутӏ,গর্ত
299,Winkel::N,мурцӏу,কোণ
300,Muster::N,накьич,নমুন্
301,Länge::N,лахъишиву,দৈর্ঘ্য
302,Höhe::N,лахъшиву,উচ্চতা
303,Gewicht::N,дуццин,ওজন
304,Gewicht::N,кӏушиву,ওজন
305,Haufen::N,бакӏу,পুঞ্জ
306,Reihe::N,кьюкьа,শ্রেণী
307,Boot::N,луткка,নৌকা
308,Ruder::N,весло,দাঁড়
309,Ruder::N,чӏатӏа,দাঁড়
310,Schlitten::N,чана,স্নেজ্-গাড়ি
311,Schlitten::N,санкка,স্নেজ্-গাড়ি
312,Ski::N,лижарду,শী
313,Lagerfeuer::N,къавтӏн,অগ্নি
314,Last::N,гьиву,বোঝা
315,Gang::N,нанаву,হণ্টন
316,Schritt::N,ша,পদ
317,Norden::N,ухссав,উত্তরদিক্
318,Norden::N,ухссавнил чулухалу,উত্তরদিক্
319,Süden::N,кьилва,দক্ষিণদিক
320,Westen::N,баргълагавал,পশ্চিমদিক্
321,Westen::N,баргълагавал чул,পশ্চিমদিক্
322,Osten::N,баргъбуккай чулухалу,পূর্বদিক
323,Holz::N,тӏама,কাঠ
324,Brett::N,тахта,তক্তা
325,Platte::N,гъуни,ফলক
326,Stütze::N,гьалакӏу,নাগদণ্ড
327,Stange::N,къазихъ,দণ্ড
328,Stock::N,ттархь,ছড়ি
329,Stab::N,ччантӏакъу,যষ্টি
330,Rohr::N,бургъу,নল
331,Haus::N,къатта,ঘর
332,Heim::N,къатта,বাসা
333,Ofen::N,пач,স্টোভ্
334,Fußboden::N,чӏанкъатта,গহতল
335,Tisch::N,усттул,মেজ
336,Tisch::N,усттул,টেবিল
337,Stuhl::N,кӏану,চেয়ার
338,Stuhl::N,кӏану,কেদারা
339,Wiege::N,оьрчӏал кӏану,দোলনা
340,Bett::N,тах,শয্যা
341,Regal::N,чӏаму,তাক
342,Kiste::N,яшикӏ,বাক্স
343,Kiste::N,къурши,বাক্স
344,Fenster::N,чӏавахьулу,জানালা
345,Tür::N,нуз,দ্বার
346,Tür::N,нузкьун,দ্বার
347,Tor::N,къапу,দ্বার
348,Tor::N,дарваза,দ্বার
349,Zaun::N,дайгьузанну,বেড়া
350,Dach::N,магъи,ছাদ
351,Dach::N,цӏиялу,ছাদ
352,Leiter::N,чуртту,মই
353,Besen::N,чӏатлу,গুল্মবিশেষ
354,Spaten::N,бил,কোদাল
355,Schaufel::N,чӏатӏа,বেলচা
356,Gabel::N,гьиссилу,কাঁটা
357,Löffel::N,къуса,চামচ
358,Messer::N,чӏила,ছুরি
359,Nagel::N,мяр,পেরেক
360,Netz::N,къери,জাল
361,Haken::N,къича,কাচি
362,Griff::N,куяму,হাতল
363,Schloss::N,кьункьула,তালা
364,Bild::N,сурат,ছবি
365,Bild::N,сурат,চিত্র
366,Puppe::N,ссихьу,পুতুল
367,Beutel::N,чантай,বটুয়া
368,Bündel::N,гьи,আঁটি
369,Bündel::N,къар,আঁটি
370,Eimer::N,бадра,বাল্তি
371,Deckel::N,къапаза,আবরণ
372,Geschirr::N,пюрунчӏул,থালা-বাসন
373,Geschirr::N,тӏахӏникӏичӏу,থালা-বাসন
374,Sack::N,къап,বস্তা
375,Sack::N,дарваг,বস্তা
376,Tasse::N,пижан,কাপ
377,Tasse::N,пинжан,কাপ
378,Tasse::N,инкираччатӏи,কাপ
379,Tasse::N,цинцилттал бушкъап,কাপ
380,Topf::N,кӏункӏур,পাত্র
381,Kessel::N,чаг,কেটলি
382,Kessel::N,кӏункӏур,কেটলি
383,Essen::N,дукия,আহার
384,Essen::N,дукин,আহার
385,Nahrung::N,дукра,খাদ্য
386,Speise::N,дукра,খাদ্য
387,Fleisch::N,дикӏ,মাংস
388,Getreide::N,къама,শস্য
389,Brei::N,ккурч,মণ্ড
390,Brot::N,ччатӏ,রুটি
391,Scheibe::N,парча,ফালি
392,Fett::N,аьгъушиву,মেদ
393,Butter::N,нагь,মাখন
394,Butter::N,лагаву,মাখন
395,Salz::N,цӏву,নুন
396,Suppe::N,накь,শুরুয়া
397,Honig::N,ницӏ,মধু
398,Milch::N,накӏ,দুধ
399,Tee::N,чяй,চা
400,Leder::N,бурчу,পাকা চামড়া
401,Wolle::N,ппал,পশম
402,Stoff::N,янна,বস্ত্র
403,Nadel::N,ххалаххи,সুচ
404,Faden::N,ххал,সূত্র
405,Knopf::N,банд,বোতাম
406,Knoten::N,къурхъ,গিঁট
407,Farbe::N,сир,রং
408,Kleidung::N,янна,কাপড়
409,Kleidung::N,лаххия,কাপড়
410,Hemd::N,гьухъа,শার্ট
411,Kragen::N,дарвач,গলবন্ধ
412,Ärmel::N,кахха,আস্তিন্
413,Hose::N,хӏажак,ট্রাউজার
414,Gürtel::N,мухӏлу,কটিবন্ধ
415,Mütze::N,кьяпа,টুপি
416,Stiefel::N,чакма,বুট
417,Ring::N,кӏисса,আংটি
418,Band::N,линт,ফিতা
419,Kamm::N,ттарал,চিরুনি
420,Spiegel::N,дагьани,আয়না
421,Riemen::N,эн,চাবুক
422,Schnur::N,хьхьа,দড়ি
423,Decke::N,виргъан,কম্বল
424,Kissen::N,кӏаралу,উপাধান
425,Tuch::N,карщи,বস্ত্র
426,Handtuch::N,калихьу,তোয়ালে
427,Handtuch::N,лажинлихьу,তোয়ালে
428,Kraft::N,эллаж,জোর
429,Stärke::N,гуж,শক্তি
430,Gesundheit::N,цӏуллу-сагъшиву,স্বাস্থ্য
431,Krankheit::N,къашайшиву,অসুখ
432,Krankheit::N,къашайшиву,ব্যামো
433,Schmerz::N,къюву,যন্ত্রণা
434,Wunde::N,щаву,ক্ষত
435,Fieber::N,кӏиришиву,জ্বর
436,Arznei::N,дару,ঔষধ
437,Brücke::N,ламу,সেতু
438,Brunnen::N,къуй,কূপ
439,Weide::N,бизантту,পশুচারণভূমি
440,Pfad::N,жегъир ххуллу,পথ
441,Weg::N,ххуллу,পথ
442,Straße::N,ххуллу,রাস্তা
443,Dorf::N,щар,গ্রাম
444,Dorf::N,шяравалу,গ্রাম
445,Stadt::N,шагьру,শহর
446,Brief::N,чагъар,চিঠি
447,Buch::N,лу,বই
448,Buchstabe::N,хӏарп,অক্ষর
449,Zeitung::N,кказит,সংবাদপত্র
450,Leben::N,оьрму,জীবন
451,Tod::N,ажал,মৃত্যু
452,Tod::N,бивкӏу,মৃত্যু
453,Tod::N,ивчӏаву,মৃত্যু
454,Grab::N,гьав,কবর
455,Kirche::N,килиса,গির্জা
456,Sünde::N,бунагъ,পাপ
457,Gott::N,зал,দেবতা
458,Arbeiter::N,зузала,শ্রমিক
459,Chef::N,ялувма,নেতা
460,Meister::N,усттар,ব্যক্তি
461,Arzt::N,хӏакин,চিকিৎসক
462,Lehrer::N,учитель,অধ্যাপক
463,Geld::N,арцу,মুদ্রা
464,Geld::N,арцу,টাকাপয়সা
465,Geschäft::N,даву,ব্যস্ততা
466,Laden::N,ттучан,দোকান
467,Preis::N,багъа,মূল্য
468,Ware::N,хъус,পণ্যদ্রব্য
469,Nutzen::N,хайр,সুবিধা
470,Nutzen::N,мюнпат,সুবিধা
471,Reichtum::N,давлат,ধনদৌলত
472,Reichtum::N,аваданшиву,ধনদৌলত
473,Welt::N,дуниял,জগৎ
474,Land::N,билаят,খেত
475,Staat::N,паччахӏлугъ,রাষ্ট্র
476,Macht::N,власть,প্রভাব
477,Grenze::N,дазу,সীমা
478,Krieg::N,дяъви,যুদ্ধ
479,Feind::N,душман,শত্রু
480,Gewalt::N,къия,জোর
481,Kampf::N,лачӏуи уккаву,লড়াই
482,Bogen[Waffe]::N,ккуртта,ধনুক
483,Pfeil::N,чӏатӏаракӏ,বাণ
484,Gewehr::N,ттупанг,বন্দুক
485,Fehler::N,гъалатӏ,ভুল
486,Lüge::N,щялмахъ,মিথ্যা
487,Schaden::N,зарал,ক্ষতি
488,Unglück::N,бала,দুর্ভাগ্য
489,Schuld::N,тахсир,অপরাধ
490,Alter::N,оьрму,আয়ু
491,Schluss::N,ахир,শেষ
492,Zeit::N,чӏун,সময়
493,Tag::N,кьини,দিন
494,Morgen::N,кӏюрх,সকাল
495,Mittag::N,ахттайн,মধ্যাহু
496,Mittag::N,дяахттайн,মধ্যাহু
497,Mittag::N,ахттайн чӏун,মধ্যাহু
498,Abend::N,маркӏачӏан,সন্ধ্যা
499,Nacht::N,хьхьу,রাত্রি
500,Woche::N,нюжмар,সপ্তাহ
501,Monat::N,барз,মাস
502,Jahr::N,шин,সৌরবর্ষ
503,Frühling::N,инт,বসন্তকাল
504,Sommer::N,гъи,গ্রীষ্মকাল
505,Herbst::N,ссут,শরংঋতু
506,Winter::N,кӏи,শীতকাল
507,Januar::N,цалчинмур барз,জানুয়ারী
508,Februar::N,кӏилчинмур барз,ফেব্রুয়ারী
509,März::N,шамилчинмур барз,মার্চ
510,April::N,апрель,এপ্রিল
511,April::N,мукьилчинмур барз,এপ্রিল
512,Mai::N,май,মে
513,Mai::N,ххюлчинмур барз,মে
514,Juni::N,июнь,জুন
515,Juni::N,ряххилчинмур барз,জুন
516,Juli::N,июль,জুলাই
517,Juli::N,Арулчинмур барз,জুলাই
518,August::N,мяйлчинмур барз,অগাস্ট
519,September::N,урчӏилчинмур барз,সেপ্টেম্বর
520,Oktober::N,ацӏилчинмур барз,অক্টোবর
521,November::N,ацӏния цалчинмур барз,নভেম্বর
522,Dezember::N,ацӏния кӏилчинмур барз,ডিসেম্বর
523,Montag::N,итин,সোমবার
524,Montag::N,итин кьини,সোমবার
525,Dienstag::N,тталат,মঙ্গলবার
526,Dienstag::N,тталат кьини,মঙ্গলবার
527,Mittwoch::N,арвахӏ,বুধবার
528,Donnerstag::N,хамис,বৃহম্পতিবার
529,Freitag::N,нюжмар,শুক্রবার
530,Freitag::N,нюжмар кьини,শুক্রবার
531,Samstag::N,ххуллун,শনিবার
532,Samstag::N,ххуллун кьини,শনিবার
533,Sonntag::N,алхӏат,রবিবার
534,Sonntag::N,алхӏат кьини,রবিবার
535,groß::A,бугъарасса,বৃহৎ
536,klein::A,чӏивисса,ছোট
537,lang::A,лахъисса,দীর্ঘ
538,kurz::A,кутӏасса,খর্ব
539,kurz::A,кутӏасса,হ্রস্ব
540,breit::A,уттасса,চওড়া
541,schmal::A,уттакӏюласса,সরু
542,dicht::A,ццунсса,ঘন
543,dick[Gegenstand]::A,ганзсса,পুরু
544,dünn::A,кӏюласса,কৃশ
545,fest::A,цӏакьсса,দৃঢ়
546,fest::A,кьянкьасса,দৃঢ়
547,flach::A,баягъисса,সমতল
548,flach::A,цӏубакъасса,সমতল
549,flach::A,куртӏ дакъасса,সমতল
550,glatt::A,дюрчӏусса,মসৃণ
551,hart::A,кьянкьасса,শক্ত
552,weich::A,кӏукӏлусса,নরম
553,rund::A,ккурккисса,গোলাকার
554,spitz::A,ярксса,তীক্ষ্ন
555,spitz::A,дайлсса,তীক্ষ্ন
556,spitz::A,мицӏ бусса,তীক্ষ্ন
557,scharf::A,ярксса,শাণিত
558,scharf::A,дайлсса,শাণিত
559,scharf::A,мицӏ бусса,শাণিত
560,stumpf::A,къуркъасса,ভোঁতা
561,schwer::A,кӏусса,ভারী
562,schön::A,аьнтӏикӏасса,সুন্দর
563,heiß::A,кӏирисса,গরম
564,warm::A,гъелисса,ঈষদুষ্ণ
565,kalt::A,дяркъусса,ঠাণ্ডা
566,kühl::A,дюхлулсса,শীতল
567,frisch::A,цӏусса,তাজা
568,feucht::A,атилсса,ভিজা
569,feucht::A,хъавтусса,ভিজা
570,nass::A,атилсса,ভিজা
571,nass::A,хъавтусса,ভিজা
572,trocken::A,кьавкьсса,শুষ্ক
573,trocken::A,кьакьан бувсса,শুষ্ক
574,voll::A,бувцӏусса,পূর্ণ
575,leer::A,бачӏвасса,খালি
576,offen::A,тӏивтӏусса,খোলা
577,geschlossen::A,лавкьусса,বন্ধ
578,sauber::A,марцӏсса,নির্মল
579,schmutzig::A,чапалсса,নোংরা
580,roh::A,шакъавхьсса,কাঁচা
581,reif::A,дирсса,পাকা
582,lecker::A,нахӏусса,সুস্বাদ
583,lecker::A,тӏааьнсса,সুস্বাদ
584,süß::A,нацӏусса,মিষ্ট
585,bitter::A,кьурчӏисса,তিক্ত
586,sauer::A,туршсса,টক
587,hell::A,чаннасса,উজ্জ্বল
588,dunkel::A,цӏансса,অন্ধকারময়
589,schwarz::A,лухӏисса,কালো
590,weiß::A,кӏяласса,সাদা
591,rot::A,ятӏулсса,লাল
592,gelb::A,хъахъисса,হলদে
593,blau::A,някӏсса,নীল
594,grün::A,щюлисса,সবুজ
595,grau::A,оьрусса,ছাই-রঙা
596,bunt::A,оьрчӏикӏурисса,রঙিন
597,billig::A,кьювкьусса,সস্তা
598,teuer::A,ххирасса,আক্রা
599,wertvoll::A,багьасса,মহার্ঘ
600,blind::A,мурчӏисса,কানা
601,taub::A,къюкӏсса,বধির
602,kräftig::A,гужсса,বিশাল
603,stark::A,кьянкьасса,শক্তিশালী
604,schwach::A,заэвсса,দুর্বল
605,fett::A,бучсса,মোটা
606,schlank::A,бювхъусса,কৃশ
607,hübsch::A,янусса,সুন্দর
608,böse::A,оьсса,খারাপ
609,dumm::A,ахӏмакьсса,মূর্খ
610,faul::A,танмалсса,শ্রমবিমুখ
611,faul::A,курчӏилсса,শ্রমবিমুখ
612,fleißig::A,хӏарачат бусса,পরিশ্রমী
613,geizig::A,янттарцӏансса,ব্যয়কুণ্ঠ
614,klug::A,аькьлу бусса,দক্ষ
615,geschickt::A,паргалсса,পটু
616,lieb::A,аьзизсса,প্রেয়
617,lustig::A,тяхъасса,প্রফুল্ল
618,sanft::A,иминсса,নম্র
619,hungrig::A,ккашилсса,ক্ষুধার্ত
620,krank::A,къашавайсса,অসুস্থ
621,nackt::A,кӏачӏасса,উলঙ্গ
622,traurig::A,пашмансса,দুঃখিত
623,lebendig::A,уттавасса,জীবিত
624,gut::A,ххуйсса,ভালো
625,schlecht::A,оьккисса,মন্দ
626,richtig::A,саргъунсса,ঠিক
627,schlimm::A,оьккисса,কদর্য
628,wahr::A,хӏакьсса,বাস্তব
629,alt::A,кугьнасса,পুরাতন
630,neu::A,цӏусса,নব
631,neu::A,цӏусса,নূতন
632,ehemalig::A,хъхъичӏвасса,পূর্বকালীন
633,alt[Lebewesen]::A,агьилсса,বৃদ্ধ
634,jung::A,чӏавасса,তরুণ
635,jung::A,жагьилсса,তরুণ
636,arm::A,мискинсса,ক্ষুদ্র
637,reich::A,авадансса,ধনবান্
638,bekannt::A,дусъсса,সুপরিচিত
639,berühmt::A,машгьурсса,বিখ্যাত
640,fremd::A,чил,বিদেশি
641,verschieden::A,личӏи-личӏисса,বিসদৃশ
642,nah::A,гъансса,নিকটবতী
643,fern::A,архсса,দুরবতী
644,linker::A,кияхсса,বাম
645,linker::A,кюччахсса,বাম
646,rechter::A,урчӏахсса,ডান
647,rechter::A,урчӏахсса,ডাইন
648,anderer::A,цамур,অন্যতর
649,erster::A,цалчинмур,প্রথম
650,erster::A,цалчиннсса,প্রথম
651,zweiter::A,кӏилчиимур,দ্বিতীয়
652,dritter::A,шамулчинмур,তৃতীয়
653,letzter::A,махъва-махъмур,সর্বশেষ
654,allein::ADV,ялгъузну,একক
655,zusammen::ADV,цачӏу,একসঙ্গে
