,Concept_ID,hy,eu
181,Schaf::N,ոչխար,ardi
182,Schwein::N,խոզ,urde
183,Schwein::N,խոզ,txerri
184,Hund::N,շուն,txakur
185,Katze::N,կատու,katu
186,Bär::N,արջ,hartz
187,Eichhörnchen::N,սկյուռ,urtxintxa
188,Elch::N,հիւսիսային եղջերու,altze
189,Fuchs::N,աղվես,azeri
190,Hase::N,նապաստակ,erbi
191,Maus::N,մուկ,sagu
192,Wolf::N,գայլ,otso
193,Vogel::N,թռչուն,txori
194,Vogel::N,թռչուն,hegazti
195,Schwarm::N,երամ,aldra
196,Huhn::N,հավ,oilo
197,Hahn::N,աքաղաղ,oilar
198,Gans::N,սագ,antzara
199,Adler::N,արծիվ,arrano
200,Ente::N,բադ,ahate
201,Eule::N,բու,hontza
202,Kranich::N,կռունկ,kurrilo
203,Krähe::N,ագռավ,bele
204,Kuckuck::N,կուկու,kuku
205,Schwan::N,կարապ,beltxarga
206,Fisch::N,ձուկ,arrain
207,Barsch::N,պերկես,perka
208,Hecht::N,գայլաձուկ,lutxo
209,Schlange[Tier]::N,օձ,suge
210,Wurm::N,որդ,har
211,Wurm::N,ճիճու,har
212,Spinne::N,սարդ,armiarma
213,Ameise::N,միջյուն,inurri
214,Laus::N,ոջիլ,zorri
215,Mücke::N,մժղուկ,eltxo
216,Fliege::N,ճանճ,euli
217,Schmetterling::N,թիթեռ,pinpirin
218,Schmetterling::N,թիթեռ,tximeleta
219,Beere::N,հատապտուղ,baia
220,Apfel::N,խնձոր,sagar
221,Pilz::N,սունկ,onddo
222,Pilz::N,սունկ,perretxiko
223,Zwiebel::N,սոխ,tipula
224,Saat::N,սերմ,haziak
225,Korn::N,հատիկ,ale
226,Korn::N,հատիկ,pikor
227,Heu::N,խոտ,belar ondu
228,Schale::N,կեղեւ,azal
229,Grube::N,փոս,hobi
230,Falle::N,ծուղակ,harrapagailu
231,Schlinge::N,խեղդան,bilur
232,Schlinge::N,խեղդան,xedera
233,Spur::N,հետք,lorratz
234,Asche::N,մոխիր,errauts
235,Dreck::N,աղտ,satsukeria
236,Eisen::N,երկաթ,burdina
237,Gold::N,ոսկի,urre
238,Gold::N,ոսկի,urregorri
239,Silber::N,արծաթ,zilar
240,Silber::N,արծաթ,urrezuri
241,Kohle::N,քարածուխ,ikatz
242,Glas::N,ապակի,beira
243,Lehm::N,կավ,buztin
244,Sand::N,ավազ,harea
245,Sand::N,ավազ,hondar
246,Mensch::N,մարդ,gizaki
247,Mann::N,մարդ,gizon
248,Mann::N,տղամարդ,gizon
249,Frau::N,կին,andere
250,Frau::N,կին,emakume
251,Kind::N,զավակ,haur
252,Junge::N,տղա,mutil
253,Mädchen::N,աղջիկ,neska
254,Familie::N,ընտանիք,sendi
255,Familie::N,ընտանիք,familia
256,Großvater::N,պապ,aitona
257,Großvater::N,պապ,aitatxi
258,Großmutter::N,տատ,amona
259,Großmutter::N,տատ,amatxi
260,Eltern::N,ծնողներ,gurasoak
261,Vater::N,հայր,aita
262,Mutter::N,մայր,ama
263,Sohn::N,որդի,seme
264,Tochter::N,աղջիկ,alaba
265,Tochter::N,դուստր,alaba
266,Bruder::N,եղբայր,neba
267,Bruder::N,եղբայր,anaia
268,Schwester::N,քույր,ahizpa
269,Onkel::N,քեռի,osaba
270,Onkel::N,հորեղբայր,osaba
271,Tante::N,մորաքույր,izeba
272,Ehemann::N,մարդ,senar
273,Ehemann::N,ամուսին,senar
274,Ehefrau::N,կին ամուսին,emazte
275,Freude::N,ուրախություն,poz
276,Freude::N,ուրախություն,pozkari
277,Gelächter::N,ծիծաղ,barre
278,Gelächter::N,ծիծաղ,karkara
279,Glück::N,երջանկություն,zori
280,Kummer::N,վիշտ,xangrin
281,Kummer::N,վիշտ,atsekabe
282,Wunsch::N,ցանկություն,nahi
283,Wunsch::N,ցանկություն,nahikunde
284,Lust::N,փափագ,gogo
285,Lust::N,իղձ,gogo
286,Geist::N,ոգի,gogo
287,Gedanke::N,միտք,gogoeta
288,Gedächtnis::N,հիշողություն,oroimen
289,Gedächtnis::N,հիշողություն,gogoramen
290,Verstand::N,խելք,adimen
291,Verstand::N,խելք,ulermen
292,Sinn::N,իմաստ,zentzu
293,Grund::N,պատճառ,zergati
294,Wahrheit::N,ճշմարտություն,egia
295,Gespräch::N,զրույց,hizketa
296,Gespräch::N,զրույց,elkarrizketa
297,Märchen::N,պայիկի պատմություն,ipuin
298,Erzählung::N,պատմվածք,edesti
299,Erzählung::N,պատմվածք,kontakizun
300,Erzählung::N,պատմություն,edesti
301,Erzählung::N,պատմություն,kontakizun
302,Nachricht::N,հաղորդագրություն,albiste
303,Neuigkeit::N,լուր,berri
304,Neuigkeit::N,նորություն,berri
305,Name::N,անուն,izen
306,Rätsel::N,բարդ խնդիր,asmakizun
307,Rede::N,ճառ,hitzaldi
308,Rede::N,ճառ,mintzaldi
309,Rede::N,ելույթ,hitzaldi
310,Rede::N,ելույթ,mintzaldi
311,Sprache::N,լեզու,hizkuntza
312,Stimme::N,ձայն,ahots
313,Wort::N,բառ,hitz
314,Zeichen::N,նշան,agerbide
315,Zeichen::N,նշան,agergarri
316,Ruf::N,կոչ,dei
317,Ruf::N,կանչ,dei
318,Lärm::N,աղմուկ,zarata
319,Lärm::N,աղմուկ,harrabots
320,Laut::N,հնչյուն,hots
321,Laut::N,ձայն,hots
322,Ton::N,տոն,tonu
323,Ton::N,տոն,soinu
324,Lied::N,երգ,abesti
325,Ruhe::N,անդորրություն,nasaitasun
326,Leute::N,մարդիկ,jende
327,Volk::N,ազգ,herri
328,Volk::N,ազգ,populu
329,Arbeit::N,գործ,lan
330,Arbeit::N,աշխատանք,lan
331,Gast::N,հյուր,arrotz
332,Gast::N,հյուր,apopilo
333,Geschenk::N,նվեր,opari
334,Spiel::N,խաղ,jolas
335,Gesellschaft::N,ընկերություն,gizarte
336,Hilfe::N,օգնությթուն,helpide
337,Hilfe::N,օգնությթուն,laguntza
338,Freund::N,ընկեր,lagun
339,Freund::N,բարեկամ,lagun
340,Kamerad::N,ուղեկից,adiskide
341,Kamerad::N,ուղեկից,lagunkide
342,Angelegenheit::N,բան,afera
343,Angelegenheit::N,գործ,afera
344,Anzahl::N,քանակ,kopuru
345,Anzahl::N,գումար,kopuru
346,Art::N,տեսակ,mota
347,Stück::N,կտոր,puska
348,Teil::N,մաս,atal
349,Hälfte::N,կես,erdi
350,Kreis::N,շիջանակ,biribilki
351,Kreuz::N,խաչ,gurutze
352,Linie::N,գիծ,linea
353,Strich::N,գիծ,marra
354,Abstand::N,անջրպետ,tarte
355,Entfernung::N,հեռավորություն,urrunera
356,Gegend::N,շրջան,alderdi
357,Gegend::N,շրջան,eskualde
358,Platz::N,տարածություն,leku
359,Ort::N,տեղ,toki
360,Ort::N,վայր,toki
361,Seite::N,կողմ,albo
362,Mitte::N,մեջտեղ,erdi
363,Gegenstand::N,առարկա,gauzaki
364,Sache::N,բան,gauza
365,Rand::N,վերջք,ertz
366,Kante::N,եզր,ertz
367,Ecke::N,անկյուն,kantoi
368,Spitze::N,ծայր,punta
369,Ende::N,ծայր,buru
370,Ende::N,ծայր,mutur
371,Loch::N,անցք,zulo
372,Winkel::N,անկյուն,zoko
373,Winkel::N,անկյուն,bazter
374,Muster::N,օրինակ,eredu
375,Muster::N,օրինակ,marrazki
376,Größe::N,մեծություն,kaizu
377,Größe::N,մեծություն,tamaina
378,Länge::N,երկարություն,luzera
379,Höhe::N,բարձրություն,goiera
380,Höhe::N,բարձրություն,garaiera
381,Gewicht::N,կշիռ,hazta
382,Menge::N,քանակ,kopuru
383,Haufen::N,դեզ,pila
384,Haufen::N,դեզ,mendoi
385,Haufen::N,կույտ,pila
386,Haufen::N,կույտ,mendoi
387,Reihe::N,շարք,ilara
388,Reihe::N,շարք,errenkada
389,Reihe::N,կարգ,ilara
390,Reihe::N,կարգ,errenkada
391,Boot::N,նավակ,potin
392,Boot::N,նավակ,txalupa
393,Ruder::N,թի,arraun
394,Ruder::N,թիակ,arraun
395,Schlitten::N,բալխիր,lera
396,Schlitten::N,բալխիր,narra
397,Ski::N,դահուկ,eski
398,Lagerfeuer::N,բացօդեայ կրակ,su
399,Last::N,բեռ,zama
400,Last::N,բեռ,karga
401,Gang::N,զբոսանք,ibilera
402,Schritt::N,քայլ,pauso
403,Schritt::N,քայլ,urrats
404,Norden::N,հյուսիս,ipar
405,Norden::N,հյուսիս,iparralde
406,Süden::N,հարավ,hego
407,Süden::N,հարավ,hegoalde
408,Westen::N,արեւմուտք,sartalde
409,Westen::N,արեւմուտք,mendebalde
410,Osten::N,արեւելք,ekialde
411,Osten::N,արեւելք,sortalde
412,Holz::N,փայտ,zur
413,Brett::N,տախտակ,ohol
414,Platte::N,թիթեղ,lauza
415,Stütze::N,նեցուկ,irozgarri
416,Stütze::N,նեցուկ,bermagailu
417,Stange::N,ձող,haga
418,Stock::N,փայտ,makila
419,Stab::N,ցուպ,makila
420,Stab::N,գավազան,makila
421,Rohr::N,խողովակ,hodi
422,Haus::N,տուն,etxe
423,Heim::N,տուն,etxe
424,Heim::N,տուն,etxaleku
425,Ofen::N,վառարան,berogailu
426,Fußboden::N,հատակ,zoru
427,Tisch::N,սեղան,mahai
428,Stuhl::N,աթոռ,aulki
429,Wiege::N,օրորոց,kuma
430,Wiege::N,օրորոց,sehaska
431,Bett::N,անկողին,ohe
432,Bett::N,անկողին,ohatze
433,Regal::N,դարակ,apalategi
434,Kiste::N,տուփ,kutxa
435,Fenster::N,պատուհան,leiho
436,Tür::N,դուռ,ate
437,Tor::N,դարպաս,atari
438,Zaun::N,ցանկապատ,hesi
439,Dach::N,տանիք,teilatu
440,Dach::N,կտուր,teilatu
441,Leiter::N,սանդուղք,zurubi
442,Besen::N,ավել,erratz
443,Spaten::N,բահ,burdinpala
444,Schaufel::N,թի,pala
445,Gabel::N,պատառաքաղ,sardexka
446,Löffel::N,գդալ,koilara
447,Messer::N,դանակ,aizto
448,Nagel::N,մեխ,iltze
449,Netz::N,ցանց,sare
450,Haken::N,կարթ,mako
451,Griff::N,կոթ,eskutoki
452,Griff::N,բռնակ,eskutoki
453,Schloss::N,կողպեք,sarraila
454,Bild::N,նկար,irudi
455,Bild::N,պատկեր,irudi
456,Figur::N,քանդակ,figura
457,Figur::N,պատկեր,figura
458,Puppe::N,տիկնիկ,panpina
459,Puppe::N,տիկնիկ,andrakila
460,Beutel::N,տոպրակ,zorro
461,Bündel::N,կապոց,azao
462,Bündel::N,կապոց,espal
463,Tasche::N,պայուսակ,poltsa
464,Eimer::N,դույլ,treska
465,Deckel::N,կափարիչ,tapa
466,Deckel::N,կափարիչ,estalki
467,Geschirr::N,ամանեղեն,baxera
468,Geschirr::N,ամանեղեն,ontziteria
469,Sack::N,պարկ,zaku
470,Sack::N,տոպրակ,zaku
471,Tasse::N,թաս,kikara
472,Tasse::N,գավաթ,kikara
473,Topf::N,անոթ,ontzi
474,Topf::N,անոթ,lapiko
475,Kessel::N,կաթսա,pazia
476,Essen::N,կերակուր,janaldi
477,Nahrung::N,ուտելիք,jan
478,Speise::N,խորտիկ,jaki
479,Speise::N,կերակուր,jaki
480,Fleisch::N,միս,okela
481,Fleisch::N,միս,haragi
482,Getreide::N,հացահատիկ,labore
483,Brei::N,լանդակ,ahi
484,Brei::N,լանդակ,pure
485,Brot::N,հաց,ogi
486,Scheibe::N,կտոր,xerra
487,Scheibe::N,կտոր,pirripita
488,Scheibe::N,պատառ,xerra
489,Scheibe::N,պատառ,pirripita
490,Fett::N,ճարպ,urin
491,Fett::N,ճարպ,koipe
492,Butter::N,կարագ,gurin
493,Öl::N,ձեթ,olio
494,Salz::N,աղ,gatz
495,Suppe::N,սուպ,zopa
496,Suppe::N,սուպ,salda
497,Suppe::N,ապուր,zopa
498,Suppe::N,ապուր,salda
499,Honig::N,մեղր,ezti
500,Milch::N,կաթ,esne
501,Tee::N,թեյ,te
502,Leder::N,կաշի,larru
503,Wolle::N,բուրդ,artile
504,Stoff::N,գործվածք,ehun
505,Nadel::N,ասեղ,orratz
506,Nadel::N,ասեղ,jostorratz
507,Faden::N,թել,hari
508,Knopf::N,կոճակ,botoi
509,Knoten::N,հանգույց,korapilo
510,Farbe::N,ներկ,pintura
511,Kleidung::N,հագուստ,arropa
512,Kleidung::N,հագուստ,jantziak
513,Hemd::N,վերնաշապիկ,atorra
514,Hemd::N,վերնաշապիկ,alkandora
515,Kragen::N,օձիք,idun
516,Ärmel::N,թեւք,mahuka
517,Hose::N,շալվար,prakak
518,Hose::N,շալվար,galtzak
519,Gürtel::N,գոտի,gerriko
520,Mütze::N,կեպի,txano
521,Mütze::N,կեպի,txapel
522,Schuh::N,կոշիկ,oski
523,Schuh::N,կոշիկ,oinetako
524,Stiefel::N,երկարաճիթ կոշիկ,bota
525,Ring::N,զնգալ,uztai
526,Band::N,ժապավեն,zinta
527,Band::N,ժապավեն,xingola
528,Kamm::N,սանր,orrazi
529,Spiegel::N,հայելի,mirail
530,Riemen::N,փոկ,uhal
531,Schnur::N,լար,lokailu
532,Leine::N,փոկ,lotura
533,Decke::N,վերմակ,burusi
534,Kissen::N,բարձ,kuxin
535,Tuch::N,թաշկինակ,zapi
536,Tuch::N,թաշկինակ,oihal
537,Handtuch::N,սրբիչ,eskuzapi
538,Handtuch::N,սրբիչ,eskuoihal
539,Kraft::N,ուժ,indar
540,Stärke::N,պնդություն,indar
541,Stärke::N,ամրություն,indar
542,Gesundheit::N,առողջություն,osasun
543,Krankheit::N,ախտ,eritasun
544,Krankheit::N,ախտ,gaixotasun
545,Krankheit::N,հիվանդություն,eritasun
546,Krankheit::N,հիվանդություն,gaixotasun
547,Schmerz::N,ցավ,min
548,Schmerz::N,տանջանք,min
549,Wunde::N,վերք,zauri
550,Fieber::N,տենդ,sukar
551,Arznei::N,դեղ,osagai
552,Arznei::N,դեղ,sendagai
553,Brücke::N,կամուրջ,zubi
554,Brunnen::N,հոր,putzu
555,Brunnen::N,ջրհոր,putzu
556,Weide::N,արոտավայր,alha
557,Weide::N,արոտավայր,bazkaleku
558,Pfad::N,արահետ,zidor
559,Pfad::N,արահետ,bidexka
560,Weg::N,ուղի,bide
561,Straße::N,ճանապարհ,errepide
562,Dorf::N,գյուղ,herri
563,Stadt::N,քաղաք,hiri
564,Brief::N,նամակ,gutun
565,Brief::N,նամակ,eskutitz
566,Buch::N,գիրք,liburu
567,Buchstabe::N,տառ,hizki
568,Buchstabe::N,գիր,hizki
569,Zeitung::N,լրագիր,egunkari
570,Leben::N,կյանք,bizi
571,Leben::N,կյանք,bizitza
572,Tod::N,մահ,herio
573,Tod::N,մահ,heriotza
574,Grab::N,գերեզման,hobi
575,Grab::N,գերեզման,hilobi
576,Kirche::N,եկեղեցի,eliza
577,Sünde::N,մեղք,hoben
578,Sünde::N,մեղք,bekatu
579,Gott::N,աստված,jainko
580,Arbeiter::N,բանվոր,langile
581,Arbeiter::N,բանվոր,behargin
582,Arbeiter::N,աշխատող,langile
583,Arbeiter::N,աշխատող,behargin
584,Chef::N,տեր,nagusi
585,Meister::N,վարպետ,maisu
586,Arzt::N,բժիշկ,osagile
587,Arzt::N,բժիշկ,sendagile
588,Lehrer::N,ուսուցիչ,irakasle
589,Geld::N,փող,diru
590,Geschäft::N,գործ,negozio
591,Geschäft::N,աշխատանք,negozio
592,Laden::N,կրպակ,denda
593,Laden::N,կրպակ,saltegi
594,Laden::N,խանութ,denda
595,Laden::N,խանութ,saltegi
596,Preis::N,գին,prezio
597,Preis::N,գին,salneurri
598,Ware::N,ապրանք,salgai
599,Nutzen::N,օգուտ,onura
600,Nutzen::N,օգուտ,probetxu
601,Reichtum::N,հարստություն,aberastasun
602,Welt::N,աշխարհ,ludi
603,Welt::N,աշխարհ,mundu
604,Land::N,երկիր,herrialde
605,Staat::N,պետություն,estatu
606,König::N,արքա,errege
607,König::N,թագավոր,errege
608,Macht::N,իշխանություն,botere
609,Grenze::N,սահման,muga
610,Krieg::N,պատերազմ,guda
611,Feind::N,թշնամի,etsai
612,Feind::N,թշնամի,arerio
613,Gewalt::N,բռնություն,bortxa
614,Gewalt::N,բռնություն,bortizkeria
615,Gewalt::N,սաստկություն,bortxa
616,Gewalt::N,սաստկություն,bortizkeria
617,Kampf::N,մարտ,gudu
618,Kampf::N,մարտ,auska
619,Bogen[Waffe]::N,աղեղ,arku
620,Pfeil::N,նետ,gezi
621,Gewehr::N,հրացան,fusil
622,Fehler::N,սխալ,huts
623,Fehler::N,սխալ,hutsegin
624,Lüge::N,սուտ,gezur
625,Schaden::N,վնաս,kalte
626,Unglück::N,դժբախտություն,zoritxar
627,Unglück::N,դժբախտություն,zorigaitz
628,Schuld::N,պակասություն,erru
629,Alter::N,հասակ,adin
630,Schluss::N,վերջ,bukaera
631,Schluss::N,վախճան,bukaera
632,Zeit::N,ժամանակ,aldi
633,Zeit::N,ժամանակ,denbora
634,Tag::N,օր,egun
635,Morgen::N,առավոտ,goiz
636,Mittag::N,կեսօր,eguerdi
637,Abend::N,երեկո,arrats
638,Nacht::N,գիշեր,gau
639,Woche::N,շաբաթ,aste
640,Monat::N,ամիս,hil
641,Jahr::N,տարի,urte
642,Frühling::N,գարուն,udalehen
643,Sommer::N,ամառ,uda
644,Herbst::N,աշուն,udazken
645,Herbst::N,աշուն,neguantz
646,Winter::N,ձմեռ,negu
647,Januar::N,հունվար,urtarril
648,Februar::N,փետրվար,otsail
649,März::N,մարտ,martxo
650,April::N,ապրիլ,apiril
651,Mai::N,մայիս,maiatz
652,Juni::N,հունիս,ekain
653,Juli::N,հուլիս,uztail
654,August::N,օգոստոս,abuztu
655,September::N,սեպտեմբեր,irail
656,Oktober::N,հոկտեմբեր,urri
657,November::N,նոյեմբեր,azaro
658,Dezember::N,դեկտեմբեր,abendu
659,Montag::N,երկուշաբթի,astelehen
660,Dienstag::N,երեքշաբթի,astearte
661,Mittwoch::N,չորեքշաբթի,asteazken
662,Donnerstag::N,հինգշաբթի,ostegun
663,Freitag::N,ուրբաթ,ostiral
664,Samstag::N,շաբաթ,larunbat
665,Sonntag::N,կիրակի,igande
666,groß::A,մեծ,handi
667,groß::A,խոշոր,handi
668,klein::A,պստիկ,txiki
669,klein::A,փոքրիկ,txiki
670,lang::A,երկար,luze
671,kurz::A,կարճ,labur
672,breit::A,լայն,zabal
673,schmal::A,նեղ,mehar
674,dicht::A,խիտ,sarri
675,dicht::A,խիտ,trinko
676,dick[Gegenstand]::A,հաստ,lodi
677,dünn::A,բարակ,mehe
678,fein::A,նուրբ,fin
679,fest::A,ամուր,tinko
680,fest::A,պինդ,tinko
681,flach::A,տափակ,lau
682,flach::A,տափակ,ordoki
683,glatt::A,հարթ,leun
684,hart::A,կարծր,gogor
685,weich::A,մեղմ,bigun
686,weich::A,մեղմ,beratz
687,weich::A,փափուկ,bigun
688,weich::A,փափուկ,beratz
689,rund::A,կլոր,biribil
690,spitz::A,սրածայր,puntadun
691,scharf::A,սուր,zorrotz
692,stumpf::A,գուլ,kamuts
693,schwer::A,ծանր,astun
694,schwer::A,ծանր,pisutsu
695,schön::A,սիրուն,eder
696,schön::A,գեղեցիկ,eder
697,heiß::A,թեժ,bero
698,heiß::A,թեժ,oso bero
699,warm::A,տաք,bero
700,warm::A,ջերմ,bero
701,kalt::A,ցուրտ,hotz
702,kühl::A,զով,hotzil
703,frisch::A,թարմ,fresko
704,frisch::A,թարմ,hozkirri
705,feucht::A,ղոնավ,heze
706,nass::A,թաց,busti
707,trocken::A,ցամաք,siku
708,trocken::A,ցամաք,lehor
709,voll::A,լի,bete
710,voll::A,լիքը,bete
711,leer::A,դատարկ,huts
712,offen::A,բաց,ireki
713,geschlossen::A,գոց,itxita
714,sauber::A,մաքուր,xahu
715,sauber::A,մաքուր,garbi
716,schmutzig::A,կեղտոտ,lohi
717,schmutzig::A,կեղտոտ,zikin
718,roh::A,հում,gordin
719,reif::A,հասած,umo
720,reif::A,հասած,heldu
721,reif::A,հասուն,umo
722,reif::A,հասուն,heldu
723,lecker::A,համեղ,goxo
724,süß::A,անուշ,goxo
725,bitter::A,կծու,karmin
726,bitter::A,կծու,garratz
727,sauer::A,թթու,mingots
728,sauer::A,թթված,mingots
729,hell::A,պայծառ,argi
730,hell::A,խելամիտ,argi
731,dunkel::A,մութ,ilun
732,schwarz::A,սեւ,beltz
733,weiß::A,սպիտակ,zuri
734,rot::A,կարմիր,gorri
735,gelb::A,դեղին,hori
736,blau::A,կապույտ,urdin
737,grün::A,կանաչ,berde
738,grün::A,կանաչ,musker
739,grau::A,գորշ,urdin
740,grau::A,գորշ,urdinabar
741,bunt::A,գոյնզգոյն,koloretsu
742,billig::A,էժան,merke
743,teuer::A,թանկ,garesti
744,wertvoll::A,թանկարժեք,baliotsu
745,blind::A,կույր,itsu
746,taub::A,խուլ,gor
747,kräftig::A,հզոր,kementsu
748,stark::A,ուժեղ,bizkor
749,stark::A,ուժեղ,indartsu
750,schwach::A,տկար,ahul
751,schwach::A,տկար,indargabe
752,schwach::A,թույլ,ahul
753,schwach::A,թույլ,indargabe
754,fett::A,գեր,gizen
755,schlank::A,նիհար,lerden
756,hübsch::A,գրավիչ,polit
