,Concept_ID,,la
1017,arbeiten::V,,laborare
1018,sammeln::V,,colligere
1019,pflücken::V,,carpere
1020,jagen::V,,venari
1021,fischen::V,,piscari
1022,fassen::V,,capere
1023,hüten::V,,custodire
1024,treiben::V,,agere
1025,anbinden::V,,alligare
1026,füttern::V,,nutrire
1027,melken::V,,mulgere
1028,hacken::V,,findere
1029,gießen::V,,rigare
1030,reifen::V,,maturescere
1031,zubereiten::V,,apparare
1032,kochen::V,,coquere
1033,backen::V,,coquere
1034,braten::V,,torrere
1035,umrühren::V,,commovere
1036,stricken::V,,texere
1037,nähen::V,,suere
1038,färben::V,,tingere
1039,reinigen::V,,purgare
1040,waschen::V,,lavare
1041,abwischen::V,,abstergere
1042,spülen::V,,perluere
1043,fegen::V,,verrere
1044,kehren::V,,purgare
1045,baden::V,,lavari
1046,sich waschen::V,,lavari
1047,ausziehen::V,,exuere
1048,anziehen::V,,induere
1049,sich anziehen::V,,vestiri
1050,kämmen::V,,pectere
1051,schmücken::V,,ornare
1052,schmücken::V,,decorare
1053,sagen::V,,dicere
1054,sprechen::V,,fari
1055,reden::V,,loqui
1056,sich unterhalten::V,,colloqui
1057,sich unterhalten::V,,disputare
1058,fragen::V,,rogare
1059,fragen::V,,quaerere
1060,bitten::V,,orare
1061,bitten::V,,rogare
1062,erzählen::V,,narrare
1063,mitteilen::V,,communicare
1064,nennen::V,,appellare
1065,rufen::V,,vocare
1066,prahlen::V,,gloriari
1067,übersetzen::V,,vertere
1068,denken::V,,cogitare
1069,glauben::V,,credere
1070,bemerken::V,,animadvertere
1071,erkennen::V,,cognoscere
1072,begreifen::V,,comprehendere
1073,verstehen::V,,intellegere
1074,lernen::V,,discere
1075,wissen::V,,scire
1076,sich erinnern an::V,,meminisse
1077,vergessen::V,,oblivisci
1078,messen::V,,metiri
1079,zählen::V,,numerare
1080,rechnen::V,,reri
1081,rechnen::V,,calculare
1082,lesen::V,,legere
1083,malen::V,,pingere
1084,zeichnen::V,,scribere
1085,schreiben::V,,scribere
1086,besitzen::V,,possidere
1087,kaufen::V,,emere
1088,verkaufen::V,,vendere
1089,bezahlen::V,,pendere
1090,zahlen::V,,solvere
1091,beherrschen::V,,regere
1092,beherrschen::V,,imperare
1093,ertragen::V,,tolerare
1094,ertragen::V,,sustinere
