,Concept_ID,ca,ga
207,Vogel::N,au,éan
208,Vogel::N,ocēll,éan
209,Schwarm::N,bandada,saithe
210,Huhn::N,gallina,cearc
211,Hahn::N,gall,coileach
212,Gans::N,oca,gé
213,Adler::N,àguila,iolar
214,Ente::N,ànec,lacha
215,Eule::N,òliba,ulchabhán
216,Eule::N,mussol,ulchabhán
217,Kranich::N,grua,grús
218,Krähe::N,cornella,caróg
219,Krähe::N,cornella,préachán
220,Kuckuck::N,cucut,cuach
221,Schwan::N,cigne,eala
222,Fisch::N,peix,iasc
223,Barsch::N,perca,péirse
224,Hecht::N,lluç,liús
225,Schlange[Tier]::N,serp,nathair
226,Wurm::N,cuc,péist
227,Spinne::N,aranya,damhán alla
228,Ameise::N,formiga,seangán
229,Laus::N,poll,míol
230,Mücke::N,mosquit,muiscít
231,Mücke::N,mosquit,corrmhíol
232,Fliege::N,mosca,cuil
233,Fliege::N,mosca,cuileog
234,Schmetterling::N,papallona,féileacán
235,Beere::N,baia,caor
236,Apfel::N,poma,úll
237,Pilz::N,bolet,beacán
238,Pilz::N,bolet,muisiriún
239,Zwiebel::N,ceba,oinniún
240,Saat::N,sembra,síol
241,Korn::N,gra,gráinne
242,Heu::N,fenc,féar
243,Schale::N,closca,scaimh
244,Grube::N,sot,poll
245,Grube::N,clot,poll
246,Falle::N,trampa,gaiste
247,Schlinge::N,baga,sealán
248,Spur::N,traça,rian
249,Asche::N,cendra,luaith
250,Dreck::N,llot,salachar
251,Eisen::N,ferro,iarann
252,Gold::N,or,ór
253,Silber::N,plata,airgead
254,Kohle::N,carbó,gual
255,Glas::N,vidre,gloine
256,Lehm::N,fang,cré
257,Lehm::N,argila,cré
258,Sand::N,arena,gaineamh
259,Mensch::N,humà,duine
260,Mensch::N,persona,duine
261,Mann::N,home,fear
262,Frau::N,dona,bean
263,Kind::N,nen,gasúr
264,Kind::N,nen,páiste
265,Junge::N,noi,buachaill
266,Mädchen::N,noia,cailín
267,Familie::N,família,teaghlach
268,Familie::N,família,comhluadar
269,Großvater::N,avi,seanathair
270,Großmutter::N,àvia,seanmháthair
271,Eltern::N,pares,tuismitheoirí
272,Vater::N,pare,athair
273,Mutter::N,mare,máthair
274,Sohn::N,fill,mac
275,Tochter::N,filla,iníon
276,Bruder::N,germà,deartháir
277,Schwester::N,germana,deirfiúr
278,Onkel::N,oncle,uncail
279,Tante::N,tia,aintín
280,Ehemann::N,espòs,fear céile
281,Ehefrau::N,muller,bean chéile
282,Freude::N,goig,áthas
283,Freude::N,alegria,áthas
284,Gelächter::N,riallada,gáire
285,Glück::N,felicitat,séan
286,Glück::N,felicitat,sonas
287,Kummer::N,pena,brón
288,Kummer::N,pena,buairt
289,Wunsch::N,desig,guí
290,Wunsch::N,desig,achainí
291,Lust::N,ganes,fonn
292,Geist::N,ment,meon
293,Geist::N,ment,spiorad
294,Geist::N,esperit,meon
295,Geist::N,esperit,spiorad
296,Gedanke::N,pensament,smaoineamh
297,Gedächtnis::N,memòria,cuimhne
298,Verstand::N,raó,ciall
299,Verstand::N,raó,intinn
300,Verstand::N,seny,ciall
301,Verstand::N,seny,intinn
302,Sinn::N,solta,brí
303,Sinn::N,solta,ciall
304,Sinn::N,sentit,brí
305,Sinn::N,sentit,ciall
306,Grund::N,raó,fáth
307,Grund::N,causa,fáth
308,Wahrheit::N,veritāt,fírinne
309,Gespräch::N,conversa,comhrá
310,Märchen::N,conte,scéal
311,Erzählung::N,narració,scéal
312,Nachricht::N,missatge,teachtaireacht
313,Neuigkeit::N,novetat,scéala
314,Name::N,nom,ainm
315,Rätsel::N,endevinalla,tomhas
316,Rede::N,discurs,óráid
317,Rede::N,discurs,aitheasc
318,Sprache::N,llēngua,teanga
319,Stimme::N,veu,guth
320,Wort::N,mot,focal
321,Wort::N,paraula,focal
322,Zeichen::N,signe,comhartha
323,Zeichen::N,senyal,comhartha
324,Ruf::N,crida,glaoch
325,Lärm::N,sorōll,torann
326,Laut::N,so,fuaim
327,Ton::N,to,ton
328,Lied::N,cançó,amhrán
329,Ruhe::N,calma,suaimhneas
330,Ruhe::N,silenci,suaimhneas
331,Leute::N,gent,muintir
332,Volk::N,poble,pobal
333,Arbeit::N,labor,obair
334,Arbeit::N,treball,obair
335,Gast::N,hoste,aoi
336,Geschenk::N,regal,féirín
337,Geschenk::N,regal,bronntanas
338,Geschenk::N,obsequi,féirín
339,Geschenk::N,obsequi,bronntanas
340,Spiel::N,joc,cluiche
341,Gesellschaft::N,companyia,comhluadar
342,Hilfe::N,ajut,cúnamh
343,Hilfe::N,ajut,cabhair
344,Freund::N,amīc,cara
345,Kamerad::N,company,comrádaí
346,Kamerad::N,camarada,comrádaí
347,Angelegenheit::N,afer,ábhar
348,Angelegenheit::N,assumpte,ábhar
349,Anzahl::N,nombre,líon
350,Anzahl::N,quantitat,líon
351,Art::N,tipus,sórt
352,Art::N,tipus,saghas
353,Art::N,classe,sórt
354,Art::N,classe,saghas
355,Stück::N,peça,píosa
356,Teil::N,part,cuid
357,Teil::N,part,páirt
358,Hälfte::N,meitat,leath
359,Kreis::N,cercle,ciorcal
360,Kreuz::N,creu,cros
361,Linie::N,línia,líne
362,Strich::N,traç,stríoc
363,Strich::N,ratlla,stríoc
364,Abstand::N,distància,achar
365,Entfernung::N,distància,fad
366,Gegend::N,regió,ceantar
367,Gegend::N,contrada,ceantar
368,Platz::N,cabuda,áit
369,Platz::N,cabuda,spás
370,Ort::N,lloc,áit
371,Seite::N,banda,taobh
372,Seite::N,costāt,taobh
373,Mitte::N,mig,lár
374,Mitte::N,centre,lár
375,Gegenstand::N,objecte,ball
376,Gegenstand::N,objecte,ábhar
377,Sache::N,cosa,ní
378,Sache::N,cosa,rud
379,Rand::N,vora,imeall
380,Rand::N,vora,ciumhais
381,Rand::N,marge,imeall
382,Rand::N,marge,ciumhais
383,Kante::N,caire,corr
384,Kante::N,caire,colbha
385,Kante::N,cantell,corr
386,Kante::N,cantell,colbha
387,Ecke::N,cantonada,coirnéal
388,Spitze::N,punta,gob
389,Spitze::N,punta,barr
390,Ende::N,cap,ceann
391,Ende::N,cap,foirceann
392,Loch::N,forāt,poll
393,Winkel::N,racó,cúinne
394,Winkel::N,racó,uillinn
395,Muster::N,dibuix,patrún
396,Muster::N,disseny,patrún
397,Größe::N,grandària,méid
398,Größe::N,grandària,toise
399,Länge::N,longitud,fad
400,Höhe::N,altura,airde
401,Höhe::N,altitud,airde
402,Gewicht::N,pes,meáchan
403,Menge::N,quantitat,méid
404,Haufen::N,pila,cnap
405,Reihe::N,fila,líne
406,Reihe::N,fila,sraith
407,Boot::N,bot,bád
408,Boot::N,barca,bád
409,Ruder::N,rem,rámh
410,Ruder::N,rem,maide rámha
411,Schlitten::N,trineu,carr sleamhnáin
412,Ski::N,esquí,scí
413,Lagerfeuer::N,foc de campament,tine champa
414,Last::N,càrrega,ualach
415,Gang::N,marxa,siúlóid
416,Schritt::N,pas,céim
417,Schritt::N,pas,coiscéim
418,Norden::N,nord,tuaisceart
419,Süden::N,sud,deisceart
420,Westen::N,oest,iarthar
421,Westen::N,occident,iarthar
422,Osten::N,est,oirthear
423,Osten::N,orient,oirthear
424,Holz::N,fusta,adhmad
425,Brett::N,taula,clár
426,Platte::N,placa,leac
427,Stütze::N,suport,taca
428,Stange::N,vara,polla
429,Stange::N,vara,cuaille
430,Stock::N,pal,bata
431,Stock::N,pal,maide
432,Stab::N,bastó,maide
433,Stab::N,bastó,bachall
434,Rohr::N,tub,píopa
435,Haus::N,casa,teach
436,Heim::N,llar,baile
437,Ofen::N,estufa,sornóg
438,Fußboden::N,terra,urlár
439,Tisch::N,taula,bord
440,Tisch::N,taula,tábla
441,Stuhl::N,cadira,cathaoir
442,Wiege::N,bressol,cliabhán
443,Bett::N,llit,leaba
444,Regal::N,prestatgeria,seilf
445,Kiste::N,caixa,bosca
446,Fenster::N,finestra,fuinneoig
447,Tür::N,porta,doras
448,Tor::N,portal,geata
449,Zaun::N,tanca,fál
450,Zaun::N,tanca,claí
451,Dach::N,teulada,díon
452,Leiter::N,escala,dréimire
453,Leiter::N,escala de mà,dréimire
454,Besen::N,escombra,scuab
455,Spaten::N,pala,spád
456,Spaten::N,pala,rámhainn
457,Schaufel::N,pala,sluasaid
458,Gabel::N,forquilla,forc
459,Gabel::N,forquilla,gabhlóg
460,Löffel::N,cullera,spúnóg
461,Messer::N,coltell,scian
462,Nagel::N,clau,tairne
463,Netz::N,filat,líon
464,Netz::N,filat,eangach
465,Haken::N,ganxo,croch
466,Griff::N,puny,cos
467,Griff::N,puny,hanla
468,Griff::N,mànec,cos
469,Griff::N,mànec,hanla
470,Schloss::N,pany,glas
471,Bild::N,imatge,pictiúr
472,Figur::N,figura,fíor
473,Puppe::N,nina,bábóg
474,Beutel::N,bossa,mála
475,Beutel::N,bossa,mealbhóg
476,Bündel::N,feix,beart
477,Bündel::N,paquet,beart
478,Tasche::N,bossa,mála
479,Eimer::N,galleda,buicéad
480,Deckel::N,tapa,clár
481,Deckel::N,tapa,claibín
482,Deckel::N,tapadora,clár
483,Deckel::N,tapadora,claibín
484,Geschirr::N,vaixella,soithí
485,Geschirr::N,vaixella,gréithe
486,Sack::N,sac,sac
487,Sack::N,sac,mála
488,Sack::N,saca,sac
489,Sack::N,saca,mála
490,Tasse::N,tassa,cupán
491,Topf::N,pot,pota
492,Topf::N,olla,pota
493,Kessel::N,caldera,citeal
494,Essen::N,àpat,béile
495,Essen::N,menjada,béile
496,Nahrung::N,aliment,bia
497,Speise::N,plat,mias
498,Fleisch::N,carn,feoil
499,Getreide::N,cereals,grán
500,Getreide::N,cereals,arbhar
501,Brei::N,puré,brúitín
502,Brot::N,pa,arán
503,Scheibe::N,tall,píosa
504,Scheibe::N,tall,slisne
505,Scheibe::N,llesca,píosa
506,Scheibe::N,llesca,slisne
507,Fett::N,greix,saill
508,Fett::N,greix,méathras
509,Butter::N,mantega,im
510,Öl::N,oli,ola
511,Salz::N,sal,salann
512,Suppe::N,sopa,sú
513,Suppe::N,sopa,anraith
514,Honig::N,mel,mil
515,Milch::N,llet,bainne
516,Tee::N,te,tae
517,Leder::N,cuir,leathar
518,Wolle::N,llana,olann
519,Stoff::N,tela,éadach
520,Nadel::N,agulla,snáthaid
521,Faden::N,fil,snáth
522,Knopf::N,botó,cnaipe
523,Knoten::N,nus,snaidhm
524,Farbe::N,pintura,péint
525,Kleidung::N,roba,éadaí
526,Kleidung::N,vestits,éadaí
527,Hemd::N,camisa,léine
528,Kragen::N,coll,bóna
529,Ärmel::N,màniga,muinchille
530,Hose::N,pantalōns,bríste
531,Hose::N,pantalōns,treabhsar
532,Gürtel::N,cinturó,crios
533,Mütze::N,gorra,caipín
534,Schuh::N,sabata,bróg
535,Stiefel::N,bota,buatais
536,Ring::N,anell,fáinne
537,Band::N,veta,ribín
538,Band::N,cinta,ribín
539,Kamm::N,pinta,cíor
540,Spiegel::N,mirāll,scáthán
541,Riemen::N,corretja,iall
542,Riemen::N,corretja,strapa
543,Schnur::N,corda,téad
544,Schnur::N,corda,sreangán
545,Leine::N,corretja,iall
546,Decke::N,manta,pluid
547,Decke::N,manta,blaincéad
548,Decke::N,flassada,pluid
549,Decke::N,flassada,blaincéad
550,Kissen::N,coixí,piliúr
551,Kissen::N,coixí,adhartán
552,Tuch::N,mocador,scaif
553,Handtuch::N,tovallola,tuáille
554,Kraft::N,força,fórsa
555,Stärke::N,vigor,neart
556,Gesundheit::N,salut,sláinte
557,Krankheit::N,malaltia,tinneas
558,Krankheit::N,malaltia,breoiteacht
559,Schmerz::N,dolor,pian
560,Wunde::N,ferida,goin
561,Fieber::N,febre,fiabhras
562,Arznei::N,medicament,cógas
563,Brücke::N,pont,droichead
564,Brunnen::N,pou,tobar
565,Weide::N,pastura,féarach
566,Pfad::N,senda,cosán
567,Pfad::N,senda,conair
568,Pfad::N,sender,cosán
569,Pfad::N,sender,conair
570,Weg::N,camí,slí
571,Weg::N,camí,bealach
572,Straße::N,carretera,bóthar
573,Dorf::N,poble,sráidbhaile
574,Stadt::N,ciutāt,baile
575,Stadt::N,ciutāt,cathair
576,Brief::N,carta,litir
577,Buch::N,llibre,cín
578,Buch::N,llibre,leabhar
579,Buchstabe::N,lletra,litir
580,Zeitung::N,diāri,nuachtán
581,Leben::N,vida,saol
582,Leben::N,vida,beatha
583,Tod::N,mort,bás
584,Grab::N,tomba,uaigh
585,Kirche::N,església,eaglais
586,Sünde::N,pecat,peaca
587,Gott::N,déu,dia
588,Arbeiter::N,obrer,oibrí
589,Chef::N,cap,saoiste
590,Chef::N,cap,ceannasaí
591,Meister::N,mestre,máistir
592,Arzt::N,metge,lia
593,Arzt::N,metge,dochtúir
594,Lehrer::N,mestre,oide
595,Lehrer::N,mestre,múinteoir
596,Geld::N,dinērs,airgead
597,Geschäft::N,negoci,gnó
598,Laden::N,tenda,siopa
599,Laden::N,botiga,siopa
600,Preis::N,preu,praghas
601,Ware::N,mercaderia,earra
602,Nutzen::N,profit,tairbhe
603,Reichtum::N,riquesa,rachmas
604,Reichtum::N,riquesa,saibhreas
605,Welt::N,món,domhan
606,Land::N,país,tír
607,Staat::N,estat,stát
608,König::N,rei,rí
609,Macht::N,poder,cumhacht
610,Macht::N,potència,cumhacht
611,Grenze::N,frontera,críoch
612,Grenze::N,frontera,teorainn
613,Krieg::N,guerra,cogadh
614,Feind::N,enemic,namhaid
615,Gewalt::N,violència,foréigean
616,Kampf::N,lluita,troid
617,Bogen[Waffe]::N,arc,bogha
618,Pfeil::N,fletxa,saighead
619,Gewehr::N,fusell,gunna
620,Gewehr::N,escopeta,gunna
621,Fehler::N,falta,botún
622,Fehler::N,falta,meancóg
623,Lüge::N,mentida,bréag
624,Lüge::N,mentida,éitheach
625,Schaden::N,dany,dochar
626,Schaden::N,dany,damáiste
627,Unglück::N,desgràcia,drochrath
628,Schuld::N,culpa,locht
629,Schuld::N,culpa,milleán
630,Alter::N,edat,aois
631,Schluss::N,fi,deireadh
632,Schluss::N,final,deireadh
633,Zeit::N,temps,am
634,Zeit::N,temps,aimsir
635,Tag::N,dia,lá
636,Morgen::N,matí,maidin
637,Mittag::N,migdia,nóin
638,Abend::N,vespre,tráthnóna
639,Nacht::N,nit,oíche
640,Woche::N,setmana,seachtain
641,Monat::N,mes,mí
642,Jahr::N,any,bliain
643,Frühling::N,primavera,earrach
644,Sommer::N,estīu,samhradh
645,Herbst::N,tardor,fómhar
646,Winter::N,hivērn,geimhreadh
647,Januar::N,gener,Eanáir
648,Februar::N,febrer,Feabhra
649,März::N,març,Márta
650,April::N,abril,Aibreán
651,Mai::N,maig,Bealtaine
652,Juni::N,juny,Meitheamh
653,Juli::N,juliol,Iúil
654,August::N,agost,Lúnasa
655,September::N,setembre,Meán Fómhair
656,Oktober::N,octubre,Deireadh Fómhair
657,November::N,novembre,Samhain
658,November::N,novembre,Mí na Samhna
659,Dezember::N,desembre,Mí na Nollag
660,Montag::N,dilluns,Luan
661,Montag::N,dilluns,Dé Luain
662,Dienstag::N,dimarts,Máirt
663,Dienstag::N,dimarts,Dé Máirt
664,Mittwoch::N,dimecres,Céadaoin
665,Mittwoch::N,dimecres,Dé Céadaoin
666,Donnerstag::N,dijous,Déardaoin
667,Freitag::N,divendres,Aoine
668,Freitag::N,divendres,Dé hAoine
669,Samstag::N,dissabte,Satharn
670,Samstag::N,dissabte,Dé Sathairn
671,Sonntag::N,diumenge,Domhnach
672,Sonntag::N,diumenge,Dé Domhnaigh
673,groß::A,gros,mór
674,klein::A,petīt,beag
675,lang::A,llarg,fada
676,kurz::A,curt,gearr
677,kurz::A,curt,gairid
678,breit::A,ample,leathan
679,breit::A,ample,fairsing
680,schmal::A,estret,cúng
681,dicht::A,dens,dlúth
682,dick[Gegenstand]::A,gruixūt,tiubh
683,dünn::A,prim,caol
684,dünn::A,prim,tanaí
685,fein::A,fi,scáinte
686,fein::A,fi,fíneálta
687,fest::A,ferm,daingean
688,fest::A,sòlid,daingean
689,flach::A,pla,cothrom
690,glatt::A,llis,mín
691,glatt::A,llis,sleamhain
692,hart::A,dur,crua
693,weich::A,tou,bog
694,rund::A,rodó,cruinn
695,spitz::A,punxegut,gobach
696,spitz::A,punxegut,biorach
697,scharf::A,agut,géar
698,scharf::A,agut,faobhrach
699,stumpf::A,rom,maol
700,stumpf::A,esmussat,maol
701,schwer::A,pesāt,trom
702,schön::A,bonīc,álainn
703,heiß::A,calēnt,te
704,warm::A,càlid,te
705,kalt::A,fred,fuar
706,kühl::A,fresc,fionnuar
707,frisch::A,fresc,úr
708,frisch::A,fresc,friseáilte
709,feucht::A,humit,tais
710,nass::A,mullat,fliuch
711,trocken::A,sec,tirim
712,voll::A,ple,lán
713,leer::A,buit,folamh
714,offen::A,obert,oscailte
715,geschlossen::A,tancat,dúnta
716,geschlossen::A,tancat,druidte
717,sauber::A,net,glan
718,schmutzig::A,brut,salach
719,roh::A,cru,amh
720,reif::A,madur,aibí
721,lecker::A,deliciós,blasta
722,süß::A,dolç,milis
723,bitter::A,amarg,searbh
724,sauer::A,agre,géar
725,sauer::A,agre,searbh
726,hell::A,clar,geal
727,hell::A,clar,soilseach
728,dunkel::A,fosc,dorcha
729,schwarz::A,negre,dubh
730,weiß::A,blanc,bán
731,rot::A,vermēll,dearg
732,gelb::A,groc,buí
733,blau::A,blau,gorm
734,grün::A,verd,glas
735,grün::A,verd,uaine
736,grau::A,gris,liath
737,bunt::A,multicolor,ildathach
738,bunt::A,multicolor,dathannach
739,billig::A,barat,saor
740,teuer::A,car,daor
741,teuer::A,car,costasach
742,wertvoll::A,preciós,luachmhar
743,blind::A,cec,dall
744,blind::A,cec,caoch
745,taub::A,sord,bodhar
746,kräftig::A,fort,cumhachtach
747,kräftig::A,vigorós,cumhachtach
748,stark::A,fort,tréan
749,stark::A,fort,láidir
750,schwach::A,feble,lag
751,schwach::A,feble,fann
752,fett::A,gras,ramhar
753,schlank::A,esvelt,caol
754,schlank::A,esvelt,seang
755,hübsch::A,maco,álainn
756,hübsch::A,maco,dathúil
757,böse::A,dolent,olc
758,dumm::A,ximple,dúr
759,dumm::A,ximple,amaideach
760,dumm::A,estúpid,dúr
761,dumm::A,estúpid,amaideach
762,faul::A,gandūl,falsa
763,faul::A,gandūl,leisciúil
764,faul::A,mandrós,falsa
765,faul::A,mandrós,leisciúil
766,fleißig::A,diligēnt,dícheallach
767,geizig::A,avar,barainneach
768,geizig::A,avar,sprionlaithe
769,klug::A,intel·ligent,cliste
770,geschickt::A,hàbil,oilte
771,geschickt::A,hàbil,ealaíonta
772,lieb::A,amat,dil
773,lieb::A,amat,dílis
774,lieb::A,estimat,dil
775,lieb::A,estimat,dílis
776,lustig::A,alegre,aerach
777,lustig::A,alegre,meidhreach
778,sanft::A,suau,bog
779,sanft::A,suau,séimh
780,hungrig::A,afamat,ocrach
781,krank::A,malālt,tinn
782,krank::A,malālt,breoite
783,nackt::A,nu,nocht
784,traurig::A,trist,brónach
785,lebendig::A,viu,beo
786,gut::A,bo,maith
787,schlecht::A,dolēnt,dona
788,schlecht::A,dolēnt,droch-
789,richtig::A,just,ceart
790,richtig::A,correcte,ceart
791,schlimm::A,greu,gránna
792,schlimm::A,greu,tubaisteach
793,wahr::A,vertader,fíor
794,wahr::A,veritable,fíor
795,alt::A,vell,sean
796,neu::A,nou,úr
797,neu::A,nou,nua
798,ehemalig::A,antic,iar-
799,ehemalig::A,antic,sean-
800,alt[Lebewesen]::A,vell,sean
801,alt[Lebewesen]::A,vell,aosta
802,jung::A,jove,óg
803,arm::A,pobre,bocht
804,reich::A,ric,saibhir
805,reich::A,ric,rachmasach
806,bekannt::A,conegut,atá eolas air
807,berühmt::A,famós,cailiúil
808,berühmt::A,famós,clúiteach
809,fremd::A,estrany,coimhthíoch
810,verschieden::A,diferent,éagsúil
811,verschieden::A,diferent,difriúil
812,nah::A,pròxim,gar
813,nah::A,pròxim,deas
814,fern::A,llunyà,i bhfad uainn
815,fern::A,llunyà,i bhfad i gcéin
816,fern::A,distant,i bhfad uainn
817,fern::A,distant,i bhfad i gcéin
818,linker::A,esquerre,clé
819,rechter::A,dret,deas
820,anderer::A,altre,eile
821,erster::A,primer,céad
822,zweiter::A,segon,dóú
823,zweiter::A,segon,dara
824,dritter::A,tercer,tríú
825,dritter::A,tercer,treas
826,letzter::A,últim,déanach
827,letzter::A,últim,deireanach
828,allein::ADV,sol,i d'aonar
829,auf einmal::ADV,d'una vegada,ag an am céanna
830,zusammen::ADV,junt,le chéile
831,zusammen::ADV,junt,in eineacht
832,lange::ADV,molt de temps,fada
833,plötzlich::ADV,de cop,go tobann
834,plötzlich::ADV,de cop,i dtobainne
835,plötzlich::ADV,de sobte,go tobann
836,plötzlich::ADV,de sobte,i dtobainne
837,sofort::ADV,de seguida,ar an toirt
838,sofort::ADV,de seguida,ar an bpointe
839,später::ADV,més tard,níos déanaí
840,jetzt::ADV,ara,anois
841,heute::ADV,avūi,inniu
