,Concept_ID,mrj,ps
55,Geschmack::N,тот,مزه
56,Geschmack::N,тот,خوند
57,Geruch::N,пыш,بوی
58,Schlaf::N,ом,خوب
59,Traum::N,ом,خوب
60,Himmel::N,пӹлгом,اسمان
61,Sonne::N,кечӹ,لمر
62,Mond::N,тӹлзӹ,سپوږمۍ
63,Stern::N,шӹдӹр,ستوری
64,Luft::N,юж,هوا
65,Luft::N,воздух,هوا
66,Wind::N,мардеж,ورښ
67,Welle::N,ко,موج
68,Welle::N,коэ,موج
69,Wasser::N,вӹд,اوبه
70,Stein::N,кӱ,ډبره
71,Boden::N,рок,مځکه
72,Erde::N,свет,خاوره
73,Staub::N,пырак,ګرد
74,Staub::N,пырак,خاوره
75,Rauch::N,шӹкш,دود
76,Rauch::N,шӹкш,لوګی
77,Funke::N,ип,سپرغۍ
78,Funke::N,тылип,سپرغۍ
79,Feuer::N,тыл,اور
80,Licht::N,соты,رڼا
81,Licht::N,валгыды,رڼا
82,Schatten::N,ӹмӹл,سیوری
83,Wetter::N,игечӹ,هوا
84,Nebel::N,тӹтӹрӓ,لړه
85,Wolke::N,пӹл,ورېځ
86,Regen::N,юр,وریا
87,Regen::N,юр,باران
88,Schnee::N,лым,واوره
89,Eis::N,и,یخ
90,Eis::N,и,کنګل
91,Frost::N,ӱштӹ,یخ
92,Kälte::N,ӱштӹ,ساړه
93,Hitze::N,шокшы,تودوخي
94,Raureif::N,пöрш,سپینه پرخه
95,Regenbogen::N,шанавӹл,بوډۍ ټال
96,Regenbogen::N,шанавӹл,سره زرغونه
97,Donner::N,хӹдӹртӹш,تالنده
98,Strömung::N,йогы,بهېدنه
99,Tropfen::N,капльы,قطره
100,Tropfen::N,капльы,څاڅکی
101,Tropfen::N,капльык,قطره
102,Tropfen::N,капльык,څاڅکی
103,Schaum::N,шонг,ځګ
104,Schmutz::N,лявӹрӓ,ناپاکي
105,See::N,йӓр,جهیل
106,Sumpf::N,лӱкӹ,جبه
107,Moor::N,куп,جبه
108,Wiese::N,алык,چمن
109,Wiese::N,алык,شنېلی
110,Wald::N,шӹргӹ,ځنګل
111,Hügel::N,пӱгӹрикӓ,تپه
112,Anhöhe::N,кӱкшикӓ,غونډۍ
113,Berg::N,кырык,غ‍‍‍‍‍ر
114,Gipfel::N,неркӓ,څوکه
115,Höhle::N,ы́раж,کاز
116,Abhang::N,полом,لمن
117,Quelle::N,вӹдсӹнзӓ,چینه
118,Bach::N,ӓнгӹр,واله
119,Fluss::N,вӹд,سیند
120,Ufer::N,сир,غاړه
121,Küste::N,сир,ساحل
122,Festland::N,мӱлӓндӹ,وچه
123,Meer::N,тангыж,بحر
124,Meer::N,тангыж,سمندر
125,Bucht::N,вӹдъял,کارۍ
126,Insel::N,острок,ټاپو
127,Insel::N,острок,جزيره
128,Blume::N,пеледӹш,ګل
129,Gras::N,шуды,واښه
130,Wurzel::N,важ,ریښه
131,Baum::N,пушӓнгӹ,ونه
132,Stamm::N,пушӓнгӹ тӹнг,ډډ
133,Rinde::N,каргыж,پوستکی
134,Ast::N,укш,ښاخ
135,Zweig::N,укш,څانګه
136,Blatt::N,листӹ,پاڼه
137,Birke::N,куги,توس
138,Kiefer[Baum]::N,йӓктӹ,نښتر
139,Weide[Baum]::N,уа,وله
140,Tanne::N,кож,ناجو
141,Horn::N,шур,ښکر
142,Feder::N,пын,بڼکه
143,Fell::N,кавашты,پوستکی
144,Flügel::N,шылдыр,وزر
145,Klaue::N,кӹч,پنجه
146,Klaue::N,кӹч,منګول
147,Kralle::N,лапа,پنجه
148,Kralle::N,лапа,منګول
149,Schwanz::N,пач,لکۍ
150,Ei::N,мыны,وۍ
151,Ei::N,мыны,هګۍ
152,Nest::N,пӹжӓш,جاله
153,Bau::N,ыраж,کاز
154,Tier::N,во́льык,ژوی
155,Tier::N,во́льык,حیوان
156,Herde::N,кӹтö,رمه
157,Herde::N,кӹтö,غېله
158,Kuh::N,ышкал,غوا
159,Bulle::N,ӱшкӱж,غوئی
160,Pferd::N,имни,آس
161,Schaf::N,шарык,پسه
162,Schwein::N,сасна,سرکوزی
163,Hund::N,пи,سپی
164,Katze::N,коти,پشه
165,Bär::N,мöскӓ,خرس
166,Eichhörnchen::N,ур,خړ لمی
167,Elch::N,шарды,ګوزن
168,Fuchs::N,рӹвӹж,سپلم
169,Hase::N,морен,سوی
170,Maus::N,каля,مږک
171,Wolf::N,пирӹ,لېوه
172,Vogel::N,кек,مرغه
173,Schwarm::N,цуца,سېل
174,Huhn::N,цӹвӹ,چرګه
175,Hahn::N,ӓптӓн,چرګ
176,Gans::N,комбы,بته
177,Adler::N,кучкыж,عقاب
178,Ente::N,лыды,ایلۍ
179,Eule::N,тымана,ګونګی
180,Kranich::N,тырня,کلنګ
181,Kranich::N,тыртня,کلنګ
182,Krähe::N,лудыгарак,کارغه
183,Kuckuck::N,куку,فاخته
184,Schwan::N,йӱксӹ,قو
185,Fisch::N,кол,کب
186,Fisch::N,кол,ماهی
187,Barsch::N,алангы,
188,Hecht::N,нуж,
189,Hecht::N,нужгол,
190,Schlange[Tier]::N,кӹшкы,مار
191,Wurm::N,шукш,چینجی
192,Spinne::N,ӓнгӹремшӹ,غڼه
193,Spinne::N,ӓнгӹремшӹ,تارکښ
194,Ameise::N,кыткы,مېږی
195,Laus::N,ти,سپږه
196,Mücke::N,кужнер,ماشی
197,Mücke::N,кужынер,ماشی
198,Fliege::N,шӹнгӓ,مچ
199,Schmetterling::N,лӹпӹ,پتنګ
200,Beere::N,мöр,مېوۍ
201,Apfel::N,олма,مڼه
202,Pilz::N,понгы,خرېړی
203,Zwiebel::N,охыра,پیاز
204,Saat::N,нӱшмӹ,تخم
205,Saat::N,нӱшмӱ,تخم
206,Korn::N,пӹрцӹ,تخم
207,Korn::N,пӹрцӹ,دانه
208,Heu::N,шуды,بوس
209,Heu::N,шуды,پروړه
210,Schale::N,аваха,پوستکی
211,Schale::N,карлангы,پوستکی
212,Grube::N,йӓм,کنده
213,Falle::N,лӱдӹ,دام
214,Falle::N,лӱдӹ,لومه
215,Falle::N,лӱдӹш,دام
216,Falle::N,лӱдӹш,لومه
217,Schlinge::N,онгы,کړۍ
218,Spur::N,кишӓ,نښه
219,Asche::N,ломых,آس
220,Asche::N,ломых,ایره
221,Asche::N,ломпыж,آس
222,Asche::N,ломпыж,ایره
223,Dreck::N,лявӹрӓ,ناپاکي
224,Eisen::N,кӹртни,اوسپنه
225,Gold::N,шöртни,سره زر
226,Gold::N,шöртньӹ,سره زر
227,Silber::N,ши,نقره
228,Silber::N,ши,سپین زر
229,Kohle::N,шӱ,سکور
230,Kohle::N,шӱ,سکاره
231,Glas::N,охоница,ښيښه
232,Lehm::N,шун,خټه
233,Sand::N,ошма,شګه
234,Mensch::N,эдем,انسان
235,Mann::N,пӱэргӹ,سړی
236,Mann::N,пӱэргӹ,نارینه
237,Frau::N,ӹдӹрӓмӓш,ښځه
238,Kind::N,ӓзӓ,بچی
239,Kind::N,ӓзӓ,ماشوم
240,Kind::N,шачшы,بچی
241,Kind::N,шачшы,ماشوم
242,Junge::N,рвезӹ,هلک
243,Junge::N,ӹрвезӹ,هلک
244,Mädchen::N,ӹдӹрӓш,نجلۍ
245,Familie::N,йиш,کورنۍ
246,Familie::N,семня,کورنۍ
247,Großvater::N,тьоти,بابا
248,Großmutter::N,папа,انا
249,Eltern::N,ӓтя-ӓвӓ,مور او پلار
250,Vater::N,ӓтя,پلار
251,Mutter::N,ӓвӓ,مور
252,Sohn::N,эргӹ,زوی
253,Tochter::N,ӹдӹр,لور
254,Bruder::N,ӹза,ورور
255,Schwester::N,ӓкӓ,خور
256,Onkel::N,кугуза,تره
257,Onkel::N,кугуза,ماما
258,Tante::N,куака,خاله
259,Ehemann::N,мары,مېړه
260,Ehefrau::N,вӓтӹ,مېرمن
261,Freude::N,ӹвӹртӹмӓш,خوشحالي
262,Gelächter::N,ваштылмаш,خندا
263,Glück::N,пиӓл,بخت
264,Kummer::N,ясы,غم
265,Wunsch::N,охата,هيله
266,Wunsch::N,охата,غوښتنه
267,Wunsch::N,шанымаш,هيله
268,Wunsch::N,шанымаш,غوښتنه
269,Lust::N,шӓр,شوق
270,Lust::N,шӓр,مینه
271,Lust::N,охата,شوق
272,Lust::N,охата,مینه
273,Lust::N,шанымаш,شوق
274,Lust::N,шанымаш,مینه
275,Geist::N,тух,روح
276,Gedanke::N,шанымаш,فکر
277,Gedächtnis::N,ӓш,یاد
278,Gedächtnis::N,ӓш,حافظه
279,Verstand::N,ыш,عقل
280,Verstand::N,ыш,شعور
281,Sinn::N,кын,معنی
282,Grund::N,вир,علت
283,Grund::N,вир,اساس
284,Wahrheit::N,тöр,حقیقت
285,Gespräch::N,хытырымаш,مرکه
286,Gespräch::N,хытырымаш,خبرې اترې
287,Märchen::N,ямак,افسانه
288,Erzählung::N,шайыштмаш,قصه
289,Erzählung::N,шайыштмаш,کیسه
290,Nachricht::N,увертӓрӹмӓш,خبر
291,Neuigkeit::N,увер,نوی خبر
292,Name::N,лӹм,نوم
293,Rätsel::N,тышты,کیسۍ
294,Rätsel::N,тышты,چیستان
295,Rede::N,шая,وینا
296,Rede::N,шамак,وینا
297,Sprache::N,йӹлмӹ,ژبه
298,Stimme::N,юк,غږ
299,Stimme::N,юк,اواز
300,Wort::N,шамак,لغت
301,Wort::N,шамак,کلمه
302,Zeichen::N,палӹ,نښه
303,Zeichen::N,палӹ,اشاره
304,Ruf::N,сӹгӹрӹмӓш,ږغ
305,Ruf::N,сӹгӹрӹмӓш,بلنه
306,Lärm::N,юкланымащ,غالمغال
307,Laut::N,юк,ږغ
308,Ton::N,юк,اواز
309,Lied::N,мыры,غزله
310,Lied::N,мыры,سندره
311,Ruhe::N,тыр,ارامي
312,Leute::N,эдемвлӓ,خلک
313,Volk::N,халык,ولس
314,Arbeit::N,пӓшӓ,کار
315,Gast::N,хына,مېلمه
316,Geschenk::N,подарка,تحفه
317,Geschenk::N,подарка,سوغات
318,Spiel::N,мадыш,لوبه
319,Gesellschaft::N,йӓл,ډله
320,Gesellschaft::N,йӓлвлӓ,ډله
321,Hilfe::N,палшык,کومک
322,Hilfe::N,палшык,مرسته
323,Freund::N,тӓнг,ملګری
324,Kamerad::N,тос,انډيوال
325,Angelegenheit::N,дела,موضوع
326,Angelegenheit::N,йела,موضوع
327,Angelegenheit::N,йыла,موضوع
328,Angelegenheit::N,пӓшӓ,موضوع
329,Anzahl::N,шот,شمېر
330,Anzahl::N,шот,تعداد
331,Art::N,цӹре,ډول
332,Stück::N,лаштык,ټوټه
333,Teil::N,пай,برخه
334,Teil::N,часть,برخه
335,Hälfte::N,пел,نیم
336,Kreis::N,тӹртӹш,دایره
337,Kreuz::N,крестӹ,صلیب
338,Abstand::N,ло,فاصله
339,Entfernung::N,ло,واټن
340,Gegend::N,вӓр,سیمه
341,Gegend::N,вӓр,منطقه
342,Platz::N,вӓр,ځای
343,Ort::N,вӓр,ځای
344,Seite::N,öрдӹж,مخ
345,Seite::N,öрдӹж,اړخ
346,Mitte::N,ло,وسط
347,Mitte::N,ло,مینځ
348,Gegenstand::N,хӓдӹр,شی
349,Sache::N,хӓдӹр,شی
350,Sache::N,хӓдӹр,څيز
351,Rand::N,шöр,څنډه
352,Rand::N,шöр,کناره
353,Kante::N,шöр,اړخ
354,Ecke::N,лык,ګوټ
355,Spitze::N,вуй,څوکه
356,Ende::N,вуй,څوکه
357,Ende::N,мычаш,څوکه
358,Loch::N,ыраж,سوری
359,Winkel::N,лык,کنج
360,Winkel::N,лык,کوتی
361,Muster::N,тӹрлец,نمونه
362,Größe::N,кӱкшӹц,قد
363,Größe::N,кӱкшӹц,لويوالی
364,Länge::N,кыт,طول
365,Länge::N,кыт,اوږد والی
366,Höhe::N,кӱкшӹц,جګوالی
367,Gewicht::N,нелӹц,وزن
368,Menge::N,шот,اندازه
369,Haufen::N,ара,کوټه
370,Reihe::N,ряд,صف
371,Reihe::N,ряд,کتار
372,Boot::N,пыш,قايق
373,Ruder::N,вешлӓ,چپه
374,Schlitten::N,тир,ښویېدونی
375,Ski::N,ечӹ,سکي
376,Lagerfeuer::N,тыл,اور
377,Last::N,нелӹц,بار
378,Last::N,нелӹц,پېټی
379,Gang::N,ход,تګ
380,Schritt::N,ашкыл,ګام
381,Norden::N,йыдпелвел,شمال
382,Süden::N,кечӹвӓлвел,سوېل
383,Westen::N,кечӹ шӹцмӹ,لوېدېځ
384,Osten::N,ирвел,شرق
385,Osten::N,ирвел,ختیځ
386,Osten::N,кечӹ лӱлтмӹ,شرق
387,Osten::N,кечӹ лӱлтмӹ,ختیځ
388,Holz::N,пушӓнгӹ,لرګی
389,Brett::N,ханга,تخته
390,Platte::N,плитӓ,تخته
391,Stütze::N,цӓрӓк,تکیوان
392,Stange::N,равы,ډاګه
393,Stange::N,намаш,ډاګه
394,Stock::N,панды,لرګی
395,Stab::N,равы,چيخله
396,Rohr::N,пыч,نل
397,Haus::N,пöрт,کور
398,Heim::N,пöрт,کور
399,Ofen::N,камака,تودنۍ
400,Fußboden::N,седӹрӓ,غولی
401,Tisch::N,стöл,مېز
402,Stuhl::N,пöкен,چوکۍ
403,Wiege::N,шипкӓ,زانګو
404,Bett::N,койка,کټ
405,Bett::N,койка,چپرکټ
406,Bett::N,кравать,کټ
407,Bett::N,кравать,چپرکټ
408,Regal::N,полицӓ,تاخچۍ
409,Kiste::N,шӱ́ндӹк,صندوق
410,Fenster::N,окня,کړکۍ
411,Tür::N,амаса,دروازه
412,Tor::N,хапка,دروازه
413,Zaun::N,забор,کټاره
414,Dach::N,левӓш,بام
415,Leiter::N,ташкалтыш,زينه
416,Besen::N,сало,جارو
417,Besen::N,салко,جارو
418,Spaten::N,кольмы,یوم
419,Schaufel::N,лоток,بېلچه
420,Gabel::N,ви́лка,پنجه
421,Löffel::N,савала,کاشوغه
422,Messer::N,кӹзӹ,چاقو
423,Nagel::N,пыда,ميخ
424,Netz::N,вӓпш,جال
425,Haken::N,крӱк,څنګک
426,Haken::N,кагак,څنګک
427,Griff::N,кычем,لاستی
428,Schloss::N,замок,کلپ
429,Schloss::N,сыравач,کلپ
430,Bild::N,картин,رسم
431,Figur::N,кӓн,قدوقامت
432,Puppe::N,поханя,ګوډۍ
433,Beutel::N,мешӓк,کڅوړه
434,Bündel::N,топ,دسته
435,Bündel::N,пидӹш,دسته
436,Bündel::N,кӹлдӹш,دسته
437,Tasche::N,сумкы,بکس
438,Tasche::N,сумкы,توبره
439,Eimer::N,ведӹрӓ,سطل
440,Deckel::N,комдыш,سرپوښ
441,Geschirr::N,ӓтӹ,لوښی
442,Sack::N,мешӓк,جوال
443,Tasse::N,цӓшкӓ,پیاله
444,Topf::N,ми́ска,دېګی
445,Kessel::N,пад,دېګ
446,Essen::N,качкыш,خوراک
447,Essen::N,качкыш-йӱш,خوراک
448,Nahrung::N,качкыш,خوراک
449,Nahrung::N,качкыш-йӱш,خوراک
450,Speise::N,няня,خواړه
451,Fleisch::N,пай,غوښه
452,Getreide::N,киндӹ,غله
453,Brei::N,шӹрӓш,اوګره
454,Brot::N,сыкыр,ډوډۍ
455,Scheibe::N,ламыт,مړۍ
456,Scheibe::N,лаштык,مړۍ
457,Fett::N,кая,غوړي
458,Butter::N,ӱ,کوچ
459,Öl::N,ӱ,تېل
460,Salz::N,санзал,مالګه
461,Suppe::N,лем,شوربا
462,Honig::N,мӱ,شات
463,Milch::N,шӹшер,شوده
464,Tee::N,чӓй,چای
465,Leder::N,шарга,څرمن
466,Leder::N,кавашты,څرمن
467,Wolle::N,миж,پشم
468,Stoff::N,матер,ټوټه
469,Stoff::N,матери,ټوټه
470,Nadel::N,им,ستن
471,Faden::N,шӹртӹ,تار
472,Knopf::N,полдыш,تڼۍ
473,Knopf::N,полдыш,تکمه
474,Knoten::N,пӱкшем,غوټه
475,Farbe::N,чиӓ,رنګ
476,Farbe::N,крӓскӓ,رنګ
477,Kleidung::N,выргем,کالي
478,Hemd::N,тыгыр,کميس
479,Kragen::N,шӱ,غاړه
480,Ärmel::N,шокш,لستوڼی
481,Hose::N,ялаш,پطلون
482,Gürtel::N,ӹштӹ,کمربند
483,Mütze::N,упш,خولۍ
484,Schuh::N,ту́фльы,بوټ
485,Stiefel::N,кем,موزه
486,Ring::N,шӓргӓш,ګوته
487,Band::N,лемтӓ,فيته
488,Kamm::N,шерге,ګمنځ
489,Spiegel::N,тӹгӹр,ایینه
490,Spiegel::N,тӹгӹр,هنداره
491,Riemen::N,прӓжӓ,تسمه
492,Schnur::N,кӓндӹра,مزی
493,Leine::N,керем,رسۍ
494,Decke::N,одеял,بړستن
495,Kissen::N,кӹпцӹк,بالښت
496,Tuch::N,савыц,ټیکری
497,Handtuch::N,шӹргӹсавыц,دسمال
498,Handtuch::N,шӹргӹмсавыц,دسمال
499,Kraft::N,ви,زور
500,Kraft::N,ви,توان
501,Stärke::N,ви,قوت
502,Gesundheit::N,шу,صحت
503,Gesundheit::N,шу,روغتیا
504,Gesundheit::N,шулык,صحت
505,Gesundheit::N,шулык,روغتیا
506,Krankheit::N,мыж,مرض
507,Krankheit::N,мыж,ناروغي
508,Schmerz::N,карштыш,درد
509,Wunde::N,шушыр,ټپ
510,Wunde::N,шушыр,زخم
511,Fieber::N,ӱштӹмыж,تبه
512,Arznei::N,лекӓрцӹ,دوا
513,Arznei::N,лекӓрцӹ,دارو
514,Brücke::N,кӹвер,پول
515,Brunnen::N,вӹдсӹнзӓ,څاه
516,Brunnen::N,вӹдсӹнзӓ,کوهی
517,Weide::N,ныр,وله
518,Pfad::N,ялгорны,تړه
519,Weg::N,корны,لیار
520,Straße::N,корны,سړک
521,Dorf::N,сола,کلی
522,Stadt::N,города,ښار
523,Brief::N,сирмӓш,لیک
524,Brief::N,сирмӓш,مکتوب
525,Buch::N,книгӓ,کتاب
526,Buchstabe::N,буква́,حرف
527,Buchstabe::N,буква́,توری
528,Zeitung::N,газет,اخبار
529,Zeitung::N,кайзет,اخبار
530,Leben::N,житя,ژوند
531,Tod::N,смöрт,مرګ
532,Tod::N,смöрт,مړینه
533,Grab::N,шӹгер,قبر
534,Grab::N,шӹгер,ډورۍ
535,Grab::N,мыгилӓ,قبر
536,Grab::N,мыгилӓ,ډورۍ
537,Grab::N,шӹгерлӓ,قبر
538,Grab::N,шӹгерлӓ,ډورۍ
539,Kirche::N,церкӹ,کلیسا
540,Sünde::N,сулык,ګناه
541,Gott::N,йымы,خدای
542,Arbeiter::N,пӓшӓзӹ,کاریګر
543,Chef::N,вуй,آمر
544,Meister::N,мастар,استاد
545,Arzt::N,доктор,طبیب
546,Arzt::N,доктор,ډاکټر
547,Lehrer::N,тымдышы,معلم
548,Lehrer::N,тымдышы,ښوونکی
549,Geld::N,окса,پیسې
550,Geschäft::N,торге́йӹмӓш,سوداګري
551,Laden::N,лапка,دکان
552,Laden::N,лапка,مغازه
553,Laden::N,магазин,دکان
554,Laden::N,магазин,مغازه
555,Preis::N,ӓк,بیه
556,Ware::N,товар,مال
557,Nutzen::N,пайда,ګټه
558,Reichtum::N,перке,شتمني
559,Welt::N,сӓндӓлӹк,نړۍ
560,Welt::N,сӓндӓлӹк,دنیا
561,Welt::N,свет,نړۍ
562,Welt::N,свет,دنیا
563,Land::N,сӓндӓлӹк,هېواد
564,Staat::N,кугижӓншӹ,دولت
565,König::N,король,باچا
566,König::N,король,پادشاه
567,Macht::N,власть,قدرت
568,Grenze::N,пӹсмӓн,حد
569,Grenze::N,пӹсмӓн,سرحد
570,Krieg::N,вырсы,جګړه
571,Feind::N,тышман,دښمن
572,Gewalt::N,ви,زور
573,Gewalt::N,ви,تشدد
574,Kampf::N,кредӓлмӓш,جنګ
575,Kampf::N,кредӓлмӓш,مبارزه
576,Bogen[Waffe]::N,янгеж,لیندۍ
577,Pfeil::N,пикш,غشی
578,Gewehr::N,пичӓл,ټوپک
579,Fehler::N,самынь,خطا
580,Fehler::N,самынь,غلطي
581,Lüge::N,шая,دروغ
582,Schaden::N,вре́дӓ,زیان
583,Schaden::N,вре́дӓ,تاوان
584,Unglück::N,пёда,بدبختي
585,Unglück::N,тымаша,بدبختي
586,Schuld::N,вуйнамат,ګناه
587,Alter::N,иӓш,منګ
588,Alter::N,игечӹ,منګ
589,Schluss::N,пӹтӓртӹш,اخر
590,Zeit::N,веремӓ,وخت
591,Tag::N,кечӹ,ورځ
592,Morgen::N,ир,سبا
593,Morgen::N,ир,سهار
594,Morgen::N,ирок,سبا
595,Morgen::N,ирок,سهار
596,Mittag::N,кечӹвӓл,غرمه
597,Abend::N,вады,ماښام
598,Nacht::N,йыд,شپه
599,Woche::N,ӓрня,اونۍ
600,Monat::N,тӹ́лзӹ,مياشت
601,Jahr::N,год,کال
602,Frühling::N,шошым,پسرلی
603,Sommer::N,кӓнгӹж,دوبی
604,Herbst::N,шӹжӹ,منی
605,Herbst::N,шӹжӹ,خزان
606,Winter::N,тел,ژمی
607,Winter::N,телӹ,ژمی
608,Januar::N,январ,جنوري
609,Januar::N,январь,جنوري
610,Februar::N,февраль,فبروري
611,März::N,март,مارچ
612,April::N,апрель,اپریل
613,Mai::N,май,مې
614,Juni::N,июнь,جون
615,Juli::N,июль,جولای
616,August::N,август,اګست
617,September::N,сентябрь,سپټامبر
618,Oktober::N,октябрь,اکتوبر
619,November::N,ноябрь,نومبر
620,Dezember::N,декавыр,دسمبر
621,Montag::N,шачмы,دوشنبه
622,Dienstag::N,кышкыжмы,سه شنبه
623,Mittwoch::N,вӹрчегӹ,چارشنبه
624,Donnerstag::N,изӓрня,پنجشنبه
625,Freitag::N,когарня,جمعه
626,Samstag::N,кукшыгечӹ,خالي
627,Sonntag::N,рушӓрня,یکشنبه
628,groß::A,кого,لوی
629,klein::A,изи,وړوکی
630,lang::A,кужы,اوړد
631,kurz::A,кӹтӹк,لنډ
632,breit::A,кымда,پراخه
633,schmal::A,ӓнгӹсӹр,تنګ
634,dicht::A,шӹре,ګڼ
635,dick[Gegenstand]::A,кӹжгӹ,پنډ
636,dünn::A,вӹцкӹж,نری
637,fein::A,пыльга,نازک
638,fest::A,цаткыды,کلک
639,fest::A,цаткыды,ټینګ
640,flach::A,тӓлякӓ,هوار
641,glatt::A,ягылгы,ښوی
642,hart::A,пингӹдӹ,کلک
643,weich::A,пышкыды,نرم
644,weich::A,пышкыды,پوست
645,rund::A,тӹртӹш,ګرد
646,spitz::A,кашар,تېره
647,scharf::A,кашар,تېز
648,scharf::A,кашар,تېره
649,stumpf::A,нӹшкӹ,پڅ
650,schwer::A,нелӹ,دروند
651,schön::A,цевер,ښکلی
652,schön::A,олмыдшы,ښکلی
653,heiß::A,шокшы,تود
654,warm::A,шокшы,تود
655,kalt::A,ӱштӹ,ېخ
656,kalt::A,ӱштӹ,سوړ
657,kühl::A,юалгы,ېخ
658,kühl::A,юалгы,سوړ
659,kühl::A,йонгата,ېخ
660,kühl::A,йонгата,سوړ
661,frisch::A,йонгата,تازه
662,feucht::A,ӹлӹкшӹ,مرطوب
663,feucht::A,вӹдӹжгӹ,مرطوب
664,nass::A,начкы,لوند
665,trocken::A,кукшы,وچ
666,voll::A,темшӹ,ډک
667,voll::A,темыман,ډک
668,leer::A,йӓрӓ,خالی
669,offen::A,виш,خلاص
670,offen::A,виш,پرانیستی
671,geschlossen::A,чӱчмӹ,تړلی
672,geschlossen::A,тӹкӹлӓлтшӹ,تړلی
673,sauber::A,ире,پاک
674,schmutzig::A,шоран,چټل
675,schmutzig::A,лявӹрӓн,چټل
676,schmutzig::A,шорангшы,چټل
677,roh::A,пеле кӱшӹ,خام
678,reif::A,кӱшӹ,پوخ
679,reif::A,кӱшӹ,رسېدلی
680,lecker::A,тотан,خوندور
681,lecker::A,тотан,مزه دار
682,süß::A,мӱӓн,خوږ
683,süß::A,мӱӓн,شیرین
684,bitter::A,качы,تریخ
685,sauer::A,шапы,ټاک
686,sauer::A,шапы,تريو
687,hell::A,соты,روڼ
688,hell::A,соты,روښان
689,hell::A,валгыды,روڼ
690,hell::A,валгыды,روښان
691,dunkel::A,пӹц,تیاره
692,dunkel::A,пӹцкемӹш,تیاره
693,schwarz::A,шим,تور
694,weiß::A,ош,سپين
695,weiß::A,ошы,سپين
696,rot::A,якшаргы,سور
697,gelb::A,сар,زېړ
698,gelb::A,сары,زېړ
699,blau::A,симсӹ,شین
700,blau::A,симсӹ,اسماني رنګه
701,grün::A,ыжар,زرغون
702,grau::A,луды,خړ
703,bunt::A,ала,رنګارنګ
704,billig::A,шулдаш,ارزان
705,teuer::A,шергӹ,ګران
706,teuer::A,шергӓкӓн,ګران
707,wertvoll::A,ӓкӓн,قیمتي
708,blind::A,слöпöй,ړوند
709,blind::A,сльöпöй,ړوند
710,taub::A,тӱтӱк,کوڼ
711,kräftig::A,виӓн,قوی
712,stark::A,виӓн,قوی
713,stark::A,виӓн,تکړه
714,schwach::A,шава,ضعیف
715,schwach::A,шава,کمزوری
716,schwach::A,лӹпкӓ,ضعیف
717,schwach::A,лӹпкӓ,کمزوری
718,schwach::A,слабка,ضعیف
719,schwach::A,слабка,کمزوری
720,fett::A,таза,چاغ
721,schlank::A,яштака,خوش اندام
722,hübsch::A,сӹлнӹ,ښکلی
723,hübsch::A,сӹлнӹ,ښایسته
724,hübsch::A,олмыдшы,ښکلی
725,hübsch::A,олмыдшы,ښایسته
726,böse::A,шӹдӓн,شریر
727,böse::A,шӹдӓн,قهرناک
728,dumm::A,окмак,احمق
729,faul::A,ялахай,لټ
730,faul::A,ялахай,تنبل
731,fleißig::A,пӓшам яратышы,زحمت کښ
732,geizig::A,шык,بخیل
