,Concept_ID,bg,ro
265,Großvater::N,дядо,bunic
266,Großvater::N,дядо,tată mare
267,Großmutter::N,баба,bunică
268,Großmutter::N,баба,mamă mare
269,Eltern::N,родители,părinți
270,Vater::N,баща,tată
271,Vater::N,баща,părinte
272,Mutter::N,майка,mamă
273,Sohn::N,син,fiu
274,Sohn::N,син,fecior
275,Tochter::N,дъщеря,fiică
276,Bruder::N,брат,frate
277,Schwester::N,сестра,soră
278,Onkel::N,чичо,unchi
279,Onkel::N,вуйчо,unchi
280,Tante::N,леля,mătușă
281,Ehemann::N,съпруг,soț
282,Ehemann::N,съпруг,bărbat
283,Ehefrau::N,съпруга,soție
284,Freude::N,радост,bucurie
285,Gelächter::N,смях,râset
286,Glück::N,щастие,fericire
287,Kummer::N,тъга,mâhnire
288,Wunsch::N,желание,dorință
289,Wunsch::N,желание,deziderat
290,Lust::N,желание,poftă
291,Lust::N,желание,înclinare
292,Geist::N,дух,duh
293,Geist::N,дух,minte
294,Geist::N,дух,suflet
295,Gedanke::N,мисъл,gând
296,Gedanke::N,мисъл,cuget
297,Gedächtnis::N,памет,memorie
298,Verstand::N,ум,minte
299,Verstand::N,ум,intelect
300,Verstand::N,разум,minte
301,Verstand::N,разум,intelect
302,Sinn::N,смисъл,sens
303,Sinn::N,смисъл,înțeles
304,Grund::N,причина,cauză
305,Grund::N,причина,pricină
306,Wahrheit::N,правда,adevăr
307,Gespräch::N,разговор,convorbire
308,Gespräch::N,разговор,conversație
309,Märchen::N,приказка,basm
310,Märchen::N,приказка,poveste
311,Erzählung::N,разказ,poveste
312,Nachricht::N,вест,veste
313,Nachricht::N,известие,veste
314,Neuigkeit::N,новина,noutate
315,Neuigkeit::N,новина,actualitate
316,Name::N,име,nume
317,Rätsel::N,гатанка,ghicitoare
318,Rede::N,реч,discurs
319,Rede::N,слово,discurs
320,Sprache::N,език,limbă
321,Sprache::N,език,limbaj
322,Stimme::N,глас,glas
323,Wort::N,дума,cuvânt
324,Zeichen::N,знак,semn
325,Zeichen::N,знак,semnal
326,Ruf::N,зов,chemare
327,Lärm::N,шум,zgomot
328,Lärm::N,шум,tărăboi
329,Lärm::N,глъчка,zgomot
330,Lärm::N,глъчка,tărăboi
331,Laut::N,звук,sunet
332,Ton::N,тон,ton
333,Lied::N,песен,cântec
334,Ruhe::N,тишина,odihnă
335,Ruhe::N,тишина,liniște
336,Ruhe::N,спокойствие,odihnă
337,Ruhe::N,спокойствие,liniște
338,Leute::N,хора,lume
339,Leute::N,хора,oameni
340,Volk::N,народ,popor
341,Volk::N,народ,națiune
342,Arbeit::N,труд,lucru
343,Arbeit::N,работа,lucru
344,Gast::N,гост,musafir
345,Geschenk::N,дар,dar
346,Geschenk::N,дар,cadou
347,Geschenk::N,подарък,dar
348,Geschenk::N,подарък,cadou
349,Spiel::N,игра,joc
350,Gesellschaft::N,общество,societate
351,Hilfe::N,помощ,ajutor
352,Freund::N,приятел,amic
353,Freund::N,приятел,prieten
354,Kamerad::N,другар,tovarăș
355,Angelegenheit::N,работа,afacere
356,Anzahl::N,брой,număr
357,Anzahl::N,брой,cantitate
358,Anzahl::N,количество,număr
359,Anzahl::N,количество,cantitate
360,Art::N,вид,fel
361,Art::N,вид,specie
362,Stück::N,къс,bucată
363,Stück::N,парче,bucată
364,Teil::N,дял,parte
365,Teil::N,дял,porție
366,Teil::N,част,parte
367,Teil::N,част,porție
368,Hälfte::N,половина,jumătate
369,Kreis::N,кръг,cerc
370,Kreuz::N,кръст,cruce
371,Linie::N,черта,linie
372,Strich::N,щрих,linie
373,Strich::N,щрих,trăsătură
374,Strich::N,черта,linie
375,Strich::N,черта,trăsătură
376,Abstand::N,дистанция,distanță
377,Abstand::N,дистанция,depărtare
378,Abstand::N,разстояние,distanță
379,Abstand::N,разстояние,depărtare
380,Entfernung::N,разстояние,distanță
381,Entfernung::N,разстояние,depărtare
382,Gegend::N,местност,regiune
383,Platz::N,място,loc
384,Ort::N,място,loc
385,Seite::N,страна,latură
386,Mitte::N,среда,centru
387,Gegenstand::N,предмет,obiect
388,Sache::N,вещ,lucru
389,Sache::N,вещ,chestie
390,Rand::N,ръб,bordură
391,Kante::N,ръб,muchie
392,Kante::N,ръб,bordură
393,Kante::N,кант,muchie
394,Kante::N,кант,bordură
395,Ecke::N,ъгъл,colț
396,Spitze::N,връх,vârf
397,Spitze::N,връх,creștet
398,Spitze::N,острие,vârf
399,Spitze::N,острие,creștet
400,Ende::N,край,capăt
401,Loch::N,дупка,gaură
402,Winkel::N,кът,colț
403,Winkel::N,ъгъл,colț
404,Muster::N,десен,desen
405,Muster::N,образец,desen
406,Größe::N,големина,mărime
407,Länge::N,дължина,lungime
408,Höhe::N,висота,înălțime
409,Höhe::N,височина,înălțime
410,Gewicht::N,тегло,greutate
411,Gewicht::N,тежест,greutate
412,Menge::N,количество,cantitate
413,Haufen::N,куп,grămadă
414,Haufen::N,грамада,grămadă
415,Reihe::N,ред,șir
416,Reihe::N,ред,rând
417,Reihe::N,редица,șir
418,Reihe::N,редица,rând
419,Boot::N,лодка,barcă
420,Boot::N,лодка,luntre
421,Ruder::N,весло,vâslă
422,Ruder::N,весло,lopată
423,Ruder::N,гребло,vâslă
424,Ruder::N,гребло,lopată
425,Schlitten::N,шейна,sanie
426,Ski::N,ски,schi
427,Lagerfeuer::N,огнище,foc de tabără
428,Last::N,товар,povară
429,Last::N,товар,sarcină
430,Gang::N,ход,mers
431,Gang::N,ход,umblet
432,Gang::N,вървеж,mers
433,Gang::N,вървеж,umblet
434,Schritt::N,стъпка,pas
435,Norden::N,север,nord
436,Norden::N,север,miazănoapte
437,Süden::N,юг,sud
438,Süden::N,юг,miazăzi
439,Westen::N,запад,apus
440,Osten::N,изток,est
441,Osten::N,изток,răsărit
442,Holz::N,дърво,lemn
443,Brett::N,дъска,scândură
444,Stange::N,прът,bară
445,Stange::N,прът,prăjină
446,Stange::N,върлина,bară
447,Stange::N,върлина,prăjină
448,Stock::N,прът,băț
449,Stock::N,прът,baston
450,Stock::N,тояга,băț
451,Stock::N,тояга,baston
452,Stab::N,прът,baston
453,Stab::N,прът,prăjină
454,Rohr::N,цев,tub
455,Rohr::N,цев,țeavă
456,Rohr::N,тръба,tub
457,Rohr::N,тръба,țeavă
458,Haus::N,къща,casă
459,Heim::N,дом,casă
460,Heim::N,дом,cămin
461,Ofen::N,печка,sobă
462,Fußboden::N,под,podea
463,Fußboden::N,под,dușumea
464,Tisch::N,маса,masă
465,Stuhl::N,стол,scaun
466,Wiege::N,люлка,leagăn
467,Bett::N,легло,pat
468,Bett::N,креват,pat
469,Regal::N,рафт,rafturi
470,Regal::N,етажерка,rafturi
471,Kiste::N,кутия,ladă
472,Kiste::N,кутия,cutie
473,Kiste::N,сандък,ladă
474,Kiste::N,сандък,cutie
475,Fenster::N,прозорец,fereastră
476,Tür::N,врата,ușă
477,Tor::N,врата,poartă
478,Zaun::N,ограда,gard
479,Dach::N,покрив,acoperiș
480,Leiter::N,стълба,scară
481,Besen::N,метла,mătură
482,Spaten::N,лопата,cazma
483,Spaten::N,лопата,hârleț
484,Schaufel::N,лопата,lopată
485,Gabel::N,вилица,furculiță
486,Löffel::N,лъжица,lingură
487,Messer::N,нож,cuțit
488,Nagel::N,гвоздей,cui
489,Netz::N,мрежа,plasă
490,Haken::N,кука,cârlig
491,Haken::N,закачалка,cârlig
492,Griff::N,ръчка,mâner
493,Griff::N,дръжка,mâner
494,Schloss::N,брава,lacăt
495,Schloss::N,ключалка,lacăt
496,Bild::N,картина,tablou
497,Bild::N,картина,imagine
498,Figur::N,фигура,chip
499,Figur::N,фигура,figură
500,Puppe::N,кукла,păpușă
501,Beutel::N,кесия,pungă
502,Beutel::N,кесия,săculeț
503,Bündel::N,връзка,mănunchi
504,Tasche::N,чанта,geantă
505,Eimer::N,кофа,găleată
506,Deckel::N,капак,capac
507,Deckel::N,похлупак,capac
508,Geschirr::N,съдове,vase
509,Geschirr::N,съдове,tacâmuri
510,Sack::N,чувал,sac
511,Tasse::N,чаша,ceașcă
512,Topf::N,гърне,oală
513,Topf::N,тенджера,oală
514,Kessel::N,котел,cazan
515,Kessel::N,котел,căldare
516,Essen::N,ядене,mâncare
517,Nahrung::N,храна,hrană
518,Nahrung::N,храна,aliment
519,Speise::N,ястие,bucate
520,Speise::N,ястие,fel de bucate
521,Fleisch::N,месо,carne
522,Getreide::N,зърнено храни,cereale
523,Brei::N,каша,pireu
524,Brot::N,хляб,pâine
525,Scheibe::N,резен,felie
526,Scheibe::N,резен,bucată
527,Fett::N,мазнина,untură
528,Fett::N,мазнина,grăsime
529,Butter::N,масло,unt
530,Öl::N,олио,ulei
531,Öl::N,оливия,ulei
532,Salz::N,сол,sare
533,Suppe::N,супа,supă
534,Suppe::N,супа,ciorbă
535,Honig::N,мед,miere
536,Milch::N,мляко,lapte
537,Tee::N,чай,ceai
538,Leder::N,кожа,piele
539,Wolle::N,вълна,lână
540,Stoff::N,плат,stofă
541,Stoff::N,материал,stofă
542,Nadel::N,игла,ac
543,Faden::N,конец,ață
544,Knopf::N,копче,buton
545,Knoten::N,възел,nod
546,Farbe::N,боя,vopsea
547,Kleidung::N,дрехи,haine
548,Kleidung::N,дрехи,îmbrăcăminte
549,Kleidung::N,облекло,haine
550,Kleidung::N,облекло,îmbrăcăminte
551,Hemd::N,риза,cămașă
552,Kragen::N,яка,guler
553,Ärmel::N,ръкав,mânecă
554,Hose::N,панталони,pantaloni
555,Gürtel::N,пояс,cordon
556,Gürtel::N,колан,cordon
557,Mütze::N,каскет,șapcă
558,Mütze::N,фуражка,șapcă
559,Schuh::N,обувка,gheată
560,Stiefel::N,ботуш,cizmă
561,Ring::N,пръстен,inel
562,Ring::N,пръстен,verigă
563,Band::N,лента,panglică
564,Band::N,лента,șiret
565,Band::N,връзка,panglică
566,Band::N,връзка,șiret
567,Kamm::N,гребен,pieptene
568,Spiegel::N,огледало,oglindă
569,Riemen::N,каиш,curea
570,Riemen::N,ремък,curea
571,Schnur::N,връв,funie
572,Schnur::N,връв,sfoară
573,Leine::N,връв,lesă
574,Leine::N,връв,curea
575,Leine::N,въже,lesă
576,Leine::N,въже,curea
577,Decke::N,покривка,pătură
578,Kissen::N,възглавница,pernă
579,Tuch::N,сукно,batic
580,Handtuch::N,пешкир,prosop
581,Handtuch::N,пешкир,ștergar
582,Handtuch::N,кърпа за лице,prosop
583,Handtuch::N,кърпа за лице,ștergar
584,Kraft::N,мощ,forță
585,Kraft::N,мощ,putere
586,Kraft::N,сила,forță
587,Kraft::N,сила,putere
588,Stärke::N,сила,tărie
589,Stärke::N,сила,vigoare
590,Gesundheit::N,здраве,sănătate
591,Krankheit::N,болест,boală
592,Krankheit::N,болест,maladie
593,Schmerz::N,болка,durere
594,Wunde::N,рана,rană
595,Fieber::N,треска,febră
596,Fieber::N,температура,febră
597,Arznei::N,лек,leac
598,Arznei::N,лек,medicament
599,Arznei::N,лекарство,leac
600,Arznei::N,лекарство,medicament
601,Brücke::N,мост,pod
602,Brücke::N,мост,punte
603,Brunnen::N,чешма,puț
604,Brunnen::N,кладенец,puț
605,Weide::N,паша,izlaz
606,Weide::N,паша,pășune
607,Weide::N,пасище,izlaz
608,Weide::N,пасище,pășune
609,Pfad::N,пътека,cărare
610,Weg::N,път,drum
611,Straße::N,шосе,cale
612,Straße::N,шосе,stradă
613,Dorf::N,село,sat
614,Stadt::N,град,oraș
615,Brief::N,писмо,scrisoare
616,Buch::N,книга,carte
617,Buchstabe::N,буква,literă
618,Buchstabe::N,буква,caracter
619,Zeitung::N,вестник,ziar
620,Zeitung::N,вестник,gazetă
621,Leben::N,живот,viață
622,Tod::N,смърт,moarte
623,Grab::N,гроб,groapă
624,Grab::N,гроб,mormânt
625,Kirche::N,църква,biserică
626,Sünde::N,грях,păcat
627,Gott::N,бог,zeu
628,Arbeiter::N,работник,muncitor
629,Chef::N,шеф,șef
630,Chef::N,началник,șef
631,Meister::N,майстор,meșter
632,Meister::N,майстор,maestru
633,Arzt::N,лекар,medic
634,Arzt::N,лекар,doctor
635,Lehrer::N,учител,profesor
636,Lehrer::N,учител,învățător
637,Geld::N,пари,bani
638,Geld::N,пари,parale
639,Geschäft::N,сделка,treabă
640,Geschäft::N,сделка,afacere
641,Laden::N,дюкян,magazin
642,Laden::N,дюкян,prăvălie
643,Laden::N,магазин,magazin
644,Laden::N,магазин,prăvălie
645,Preis::N,цена,preț
646,Ware::N,стока,marfă
647,Nutzen::N,полза,folos
648,Nutzen::N,полза,profit
649,Nutzen::N,облага,folos
650,Nutzen::N,облага,profit
651,Reichtum::N,богатство,avuție
652,Reichtum::N,богатство,bogăție
653,Welt::N,свят,lume
654,Land::N,страна,țară
655,Staat::N,щат,stat
656,Staat::N,държава,stat
657,König::N,крал,rege
658,Macht::N,мощ,putere
659,Macht::N,мощ,putință
660,Macht::N,власт,putere
661,Macht::N,власт,putință
662,Grenze::N,граница,hotar
663,Grenze::N,граница,graniță
664,Grenze::N,граница,frontieră
665,Krieg::N,война,război
666,Feind::N,враг,dușman
667,Feind::N,неприятел,dușman
668,Gewalt::N,сила,violență
669,Gewalt::N,насилие,violență
670,Kampf::N,борба,luptă
671,Kampf::N,сражение,luptă
672,Bogen[Waffe]::N,лък,arc
673,Pfeil::N,стрела,săgeată
674,Gewehr::N,пушка,armă
675,Gewehr::N,пушка,pușcă
676,Fehler::N,грешка,eroare
677,Fehler::N,грешка,greșeală
678,Lüge::N,лъжа,minciună
679,Schaden::N,повреда,daună
680,Schaden::N,повреда,pagubă
681,Unglück::N,нещастие,nenorocire
682,Schuld::N,вина,vină
683,Alter::N,възраст,etate
684,Alter::N,възраст,vârstă
685,Schluss::N,край,sfârșit
686,Zeit::N,време,timp
687,Zeit::N,време,vreme
688,Tag::N,ден,zi
689,Morgen::N,утро,dimineață
690,Morgen::N,сутрин,dimineață
691,Mittag::N,обед,prânz
692,Mittag::N,обед,amiază
693,Mittag::N,пладне,prânz
694,Mittag::N,пладне,amiază
695,Abend::N,вечер,seară
696,Nacht::N,нощ,noapte
697,Woche::N,седмица,săptămână
698,Monat::N,месец,lună
699,Jahr::N,година,an
700,Frühling::N,пролет,primăvară
701,Sommer::N,лято,vară
702,Herbst::N,есен,toamnă
703,Winter::N,зима,iarnă
704,Januar::N,януари,ianuarie
705,Februar::N,февруари,februarie
706,März::N,март,martie
707,April::N,април,aprilie
708,Mai::N,май,mai
709,Juni::N,юни,iunie
710,Juli::N,юли,iulie
711,August::N,август,august
712,September::N,септември,septembrie
713,Oktober::N,октомври,octombrie
714,November::N,ноември,noiembrie
715,Dezember::N,декември,decembrie
716,Montag::N,понеделник,luni
717,Dienstag::N,вторник,marți
718,Mittwoch::N,сряда,miercuri
719,Donnerstag::N,четвъртък,joi
720,Freitag::N,петък,vineri
721,Samstag::N,събота,sâmbătă
722,Sonntag::N,неделя,duminică
723,groß::A,едър,mare
724,groß::A,голям,mare
725,klein::A,малък,mic
726,klein::A,дребен,mic
727,lang::A,дълъг,lung
728,kurz::A,къс,scurt
729,breit::A,широк,lat
730,breit::A,широк,larg
731,schmal::A,тесен,strâmt
732,dicht::A,гъст,des
733,dick[Gegenstand]::A,дебел,gros
734,dünn::A,тънък,subțire
735,fein::A,фин,fin
736,fein::A,фин,subțire
737,fein::A,тънък,fin
738,fein::A,тънък,subțire
739,fest::A,твърд,tare
740,fest::A,твърд,solid
741,fest::A,плътен,tare
742,fest::A,плътен,solid
743,flach::A,равен,șes
744,flach::A,равен,plan
745,flach::A,плосък,șes
746,flach::A,плосък,plan
747,glatt::A,гладък,lins
748,hart::A,твърд,dur
749,hart::A,корав,dur
750,weich::A,мек,moale
751,rund::A,кръгъл,rotund
752,rund::A,кръгъл,circular
753,spitz::A,островръх,ascuțit
754,scharf::A,остър,tăios
755,scharf::A,остър,ascuțit
756,stumpf::A,тъп,tocit
757,schwer::A,тежък,greu
758,schön::A,хубав,frumos
759,schön::A,красив,frumos
760,heiß::A,жарък,cald
761,heiß::A,жарък,fierbinte
762,warm::A,топъл,cald
763,warm::A,топъл,fierbinte
764,kalt::A,студен,rece
765,kühl::A,хладен,rece
766,kühl::A,хладен,răcoros
767,frisch::A,свеж,răcoros
768,frisch::A,свеж,proaspăt
769,feucht::A,влажен,umed
770,feucht::A,влажен,jilav
771,nass::A,мокър,ud
772,trocken::A,сух,sec
773,trocken::A,сух,uscat
774,voll::A,пълен,plin
775,leer::A,празен,gol
776,offen::A,откровен,deschis
777,geschlossen::A,закрит,închis
778,geschlossen::A,затворен,închis
779,sauber::A,чист,curat
780,schmutzig::A,мръсен,murdar
781,roh::A,суров,crud
782,reif::A,зрял,copt
783,lecker::A,вкусен,gustos
784,süß::A,сладък,dulce
785,bitter::A,горчив,amar
786,sauer::A,кисел,acru
787,hell::A,ясен,clar
788,hell::A,ясен,luminos
789,hell::A,светъл,clar
790,hell::A,светъл,luminos
791,dunkel::A,тъмен,obscur
792,dunkel::A,тъмен,întunecos
793,schwarz::A,черен,negru
794,weiß::A,бял,alb
795,rot::A,червен,roșu
796,gelb::A,жълт,galben
797,blau::A,син,albastru
798,grün::A,зелен,verde
799,grau::A,сив,gri
800,grau::A,сив,cenușiu
801,bunt::A,шарен,colorat
802,bunt::A,пъстър,colorat
803,billig::A,евтин,ieftin
804,teuer::A,скъп,scump
805,wertvoll::A,ценен,prețios
806,blind::A,сляп,orb
807,taub::A,глух,surd
808,kräftig::A,силен,tare
809,kräftig::A,силен,forte
810,kräftig::A,силен,robust
811,stark::A,здрав,viguros
812,stark::A,здрав,puternic
813,stark::A,силен,viguros
814,stark::A,силен,puternic
815,schwach::A,слаб,slab
816,schwach::A,слаб,debil
817,fett::A,тлъст,gras
818,schlank::A,тънък,zvelt
819,schlank::A,строен,zvelt
820,hübsch::A,хубав,drăguț
821,böse::A,зъл,rău
822,böse::A,зъл,răutăcios
823,dumm::A,глупав,nerod
824,dumm::A,глупав,tâmpit
825,faul::A,ленив,leneș
826,faul::A,мързелив,leneș
827,fleißig::A,прилежен,harnic
828,fleißig::A,прилежен,sârguincios
829,geizig::A,скъпернически,calic
830,geizig::A,скъпернически,zgârcit
831,klug::A,умен,isteț
832,klug::A,умен,deștept
833,klug::A,разумен,isteț
834,klug::A,разумен,deștept
835,geschickt::A,умел,dibaci
836,geschickt::A,сръчен,dibaci
837,lieb::A,мил,drag
838,lieb::A,мил,iubit
839,lieb::A,драг,drag
840,lieb::A,драг,iubit
841,lustig::A,весел,vesel
842,sanft::A,нежен,blând
843,sanft::A,нежен,blajin
844,sanft::A,кротък,blând
845,sanft::A,кротък,blajin
846,hungrig::A,гладен,flămând
847,krank::A,болен,bolnav
848,nackt::A,гол,gol
849,traurig::A,тъжен,trist
850,traurig::A,тъжен,mâhnit
851,traurig::A,печален,trist
852,traurig::A,печален,mâhnit
853,lebendig::A,жив,viu
854,gut::A,добър,bun
855,schlecht::A,лош,rău
856,schlecht::A,лош,prost
857,richtig::A,правилен,drept
858,richtig::A,правилен,corect
859,schlimm::A,лош,rău
860,wahr::A,верен,adevărat
861,wahr::A,истински,adevărat
862,alt::A,стар,uzat
863,alt::A,стар,vechi
