,Concept_ID,fr,kl
76,Boden::N,terrain,nateq
77,Erde::N,terre,issoq
78,Staub::N,poussière,pujualanerit
79,Staub::N,poussière,pujoralanerit
80,Rauch::N,fumée,iseq
81,Rauch::N,fumée,pujoq
82,Funke::N,étincelle,illoorneq
83,Feuer::N,feu,inneq
84,Licht::N,lumière,qaamaneq
85,Schatten::N,ombre,tarraq
86,Wetter::N,temps,sila
87,Nebel::N,brume,pujoq
88,Nebel::N,brouillard,pujoq
89,Wolke::N,nuage,nuia
90,Regen::N,pluie,sialuk
91,Schnee::N,neige,aput
92,Eis::N,glace,siku
93,Frost::N,gel,issi
94,Frost::N,gel,issik
95,Frost::N,gelée,issi
96,Frost::N,gelée,issik
97,Kälte::N,froid,issi
98,Hitze::N,chaleur,kianneq
99,Hitze::N,chaleur,kiassuseq
100,Raureif::N,givre,kaneq
101,Regenbogen::N,arc-en-ciel,neriusaaq
102,Donner::N,tonnerre,kalleq
103,Strömung::N,courant,
104,Tropfen::N,goutte,kuseriarneq
105,Schaum::N,écume,qapuk
106,Schaum::N,mousse,qapuk
107,Schmutz::N,boue,minguk
108,Schmutz::N,saleté,minguk
109,See::N,lac,taseq
110,Sumpf::N,marais,maqulluk
111,Sumpf::N,marécage,maqulluk
112,Moor::N,tourbière,
113,Wiese::N,pré,masarsuk
114,Wald::N,bois,
115,Wald::N,forêt,
116,Hügel::N,coteau,qattuneq
117,Hügel::N,coteau,majuariaq
118,Hügel::N,coteau,majorajaaq
119,Hügel::N,coteau,qaqqannguaq
120,Hügel::N,colline,qattuneq
121,Hügel::N,colline,majuariaq
122,Hügel::N,colline,majorajaaq
123,Hügel::N,colline,qaqqannguaq
124,Anhöhe::N,éminence,
125,Anhöhe::N,élévation,
126,Berg::N,mont,qaqqaq
127,Berg::N,montagne,qaqqaq
128,Gipfel::N,cime,
129,Gipfel::N,sommet,
130,Höhle::N,caverne,qaarusuk
131,Abhang::N,pente,ippik
132,Abhang::N,pente,sivinganeq
133,Abhang::N,pente,sivingajaaq
134,Abhang::N,pente,kussangajaaq
135,Abhang::N,versant,ippik
136,Abhang::N,versant,sivinganeq
137,Abhang::N,versant,sivingajaaq
138,Abhang::N,versant,kussangajaaq
139,Quelle::N,source,
140,Quelle::N,fontaine,
141,Bach::N,ruisseau,kuunnguaq
142,Fluss::N,fleuve,kuuk
143,Fluss::N,rivière,kuuk
144,Ufer::N,bord,sissap sinaa
145,Ufer::N,rivage,sissap sinaa
146,Küste::N,côte,sineriak
147,Festland::N,terre ferme,
148,Meer::N,mer,imaq
149,Bucht::N,baie,ikeq
150,Bucht::N,baie,kangerluk
151,Bucht::N,baie,kangerliumaneq
152,Insel::N,île,qeqertaq
153,Blume::N,fleur,naasoq
154,Gras::N,herbe,ivigaq
155,Wurzel::N,racine,niulutaq
156,Baum::N,arbre,orpik
157,Stamm::N,tronc,kanaartaq
158,Rinde::N,écorce,ameraq
159,Ast::N,branche,avalequt
160,Zweig::N,rameau,avalequt
161,Blatt::N,feuille,pilutaq
162,Birke::N,bouleau,patitsit
163,Kiefer[Baum]::N,pin,
164,Weide[Baum]::N,saule,palleq
165,Tanne::N,sapin,orsuerneq
166,Horn::N,corne,nassuk
167,Feder::N,plume,suluk
168,Fell::N,peau,ameq
169,Flügel::N,aile,suluk
170,Flügel::N,aile,isaroq
171,Klaue::N,serre,kukik
172,Kralle::N,ongle,kukik
173,Kralle::N,griffe,kukik
174,Schwanz::N,queue,pamioq
175,Schwanz::N,queue,paperuusaq
176,Ei::N,œuf,mannik
177,Nest::N,nid,ullut
178,Bau::N,terrier,ini
179,Tier::N,animal,uumasoq
180,Herde::N,troupeau,unguukkat
181,Kuh::N,vache,ussik
182,Bulle::N,taureau,angukulak
183,Bulle::N,taureau,anguteralak
184,Bulle::N,taureau,angutikulooq
185,Pferd::N,cheval,
186,Schaf::N,mouton,sava
187,Schwein::N,porc,puuluki
188,Schwein::N,cochon,puuluki
189,Hund::N,chien,qimmeq
190,Katze::N,chat,puisaaq
191,Bär::N,ours,allaq
192,Eichhörnchen::N,écureuil,sissinnguaq
193,Elch::N,élan,
194,Fuchs::N,renard,terianniaq
195,Hase::N,lièvre,ukaleq
196,Maus::N,souris,teriannguaq
197,Wolf::N,loup,amaroq
198,Vogel::N,oiseau,timmiaq
199,Schwarm::N,nuée,
200,Schwarm::N,volée,
201,Huhn::N,poule,kukkukooq
202,Huhn::N,poule,marloraaqaaq
203,Hahn::N,coq,kiasiusaq
204,Gans::N,oie,nerleq
205,Adler::N,aigle,nattoralik
206,Ente::N,canard,
207,Eule::N,hibou,uppik
208,Kranich::N,grue,qorlorfik
209,Krähe::N,corneille,tuluatsiaq
210,Kuckuck::N,coucou,kukkooq
211,Schwan::N,cygne,qussuk
212,Fisch::N,poisson,aalisagaq
213,Barsch::N,perche,
214,Hecht::N,brochet,
215,Schlange[Tier]::N,serpent,pulateriarsuk
216,Schlange[Tier]::N,serpent,pulateriaarsuk
217,Wurm::N,ver,
218,Spinne::N,araignée,aasiaq
219,Spinne::N,araignée,nissavaarsuk
220,Ameise::N,fourmi,uniaaluk
221,Laus::N,pou,kumak
222,Mücke::N,moucheron,ippernaq
223,Fliege::N,mouche,ippernaq
224,Schmetterling::N,papillon,paluaq
225,Schmetterling::N,papillon,pakkaluaq
226,Schmetterling::N,papillon,utsuppaluaq
227,Schmetterling::N,papillon,taqaleqisaaq
228,Beere::N,baie,paarmaq
229,Beere::N,baie,paarngaq
230,Apfel::N,pomme,iipili
231,Pilz::N,champignon,anngiusaq
232,Zwiebel::N,oignon,uanitsoq
233,Saat::N,semence,naatsiiassaq
234,Korn::N,grain,maannineq
235,Heu::N,foin,
236,Schale::N,pelure,niutsivik
237,Schale::N,pelure,ilulissaq qaartussaq
238,Grube::N,fosse,itersaq
239,Falle::N,piège,pualavoq
240,Schlinge::N,lacs,orseq
241,Schlinge::N,lacs,norloq
242,Spur::N,trace,tumaa
243,Asche::N,cendre,arsat
244,Dreck::N,crotte,minguk
245,Eisen::N,fer,savimineq
246,Eisen::N,fer,saffiugassaq
247,Gold::N,or,kuulti
248,Silber::N,argent,siilviuvoq
249,Kohle::N,charbon,aamarsuit aamaruutissat
250,Glas::N,verre,igalaaq
251,Glas::N,verre,imertarfik
252,Glas::N,verre,igalaamineq
253,Lehm::N,glaise,marraq
254,Sand::N,sable,sioqqat
255,Mensch::N,homme,inuk
256,Mensch::N,homme,silamiu
257,Mann::N,homme,angut
258,Frau::N,femme,arnaq
259,Kind::N,enfant,meeraq
260,Junge::N,garçon,nukappiaraq
261,Mädchen::N,fille,arnannguaq
262,Mädchen::N,jeune fille,arnannguaq
263,Familie::N,famille,ilaqutakka
264,Familie::N,famille,ilaqutariit
265,Großvater::N,grand-père,aatak
266,Großmutter::N,grand-mère,aanaq
267,Eltern::N,parents,angajoqqaat
268,Vater::N,père,ataata
269,Vater::N,père,ataataq
270,Mutter::N,mère,anaana
271,Sohn::N,fils,erneq
272,Tochter::N,fille,panik
273,Bruder::N,frère,ani
274,Bruder::N,frère,aqqaluk
275,Bruder::N,frère,qatanngut
276,Schwester::N,sœur,naja
277,Schwester::N,sœur,aleqa
278,Schwester::N,sœur,qatanngut
279,Onkel::N,oncle,akkak
280,Tante::N,tante,aja
281,Tante::N,tante,ajak
282,Tante::N,tante,atsak
283,Ehemann::N,mari,ui
284,Ehemann::N,époux,ui
285,Ehefrau::N,femme,nuliaq
286,Ehefrau::N,épouse,nuliaq
287,Freude::N,joie,tipaatsussuseq
288,Freude::N,plaisir,tipaatsussuseq
289,Gelächter::N,rires,illaq
290,Glück::N,bonheur,usornaat
291,Glück::N,bonheur,usornarsuseq
292,Kummer::N,peine,
293,Kummer::N,chagrin,
294,Wunsch::N,désir,kissaat
295,Lust::N,envie,illigussuseq
296,Lust::N,envie,piummaseq
297,Geist::N,esprit,anerneq
298,Geist::N,esprit,toornaq
299,Gedanke::N,idée,isumassaq
300,Gedanke::N,pensée,isumassaq
301,Gedächtnis::N,mémoire,eqqaamannissuseq
302,Verstand::N,raison,isuma
303,Verstand::N,raison,sianissut
304,Verstand::N,raison,misigissut
305,Verstand::N,raison,sianissuseq
306,Verstand::N,raison,silaqassuseq
307,Sinn::N,sens,isuma
308,Grund::N,cause,patsit
309,Grund::N,raison,patsit
310,Wahrheit::N,vérité,sallusuissut
311,Gespräch::N,conversation,
312,Märchen::N,conte,oqalualaarut
313,Märchen::N,conte,oqaluasaaq
314,Märchen::N,conte de fées,oqalualaarut
315,Märchen::N,conte de fées,oqaluasaaq
316,Erzählung::N,conte,oqaluttuaq
317,Erzählung::N,narration,oqaluttuaq
318,Nachricht::N,message,oqaassut
319,Nachricht::N,message,oqqersuut
320,Neuigkeit::N,nouvelle,tusarnartaq
321,Name::N,nom,ateq
322,Rätsel::N,énigme,nalorsitsaarut
323,Rätsel::N,devinette,nalorsitsaarut
324,Rede::N,parole,oqaluuseq
325,Rede::N,discours,oqaluuseq
326,Sprache::N,langue,oqaatsit
327,Sprache::N,langage,oqaatsit
328,Stimme::N,voix,erinaq
329,Stimme::N,voix,qarluuseq
330,Wort::N,mot,oqaasii
331,Zeichen::N,signe,nalunaaqqut
332,Ruf::N,cri,qaaqqussut
333,Ruf::N,appel,qaaqqussut
334,Lärm::N,bruit,perpaluk
335,Laut::N,son,torsukattak
336,Ton::N,ton,erinaq
337,Lied::N,chant,taalliaq
338,Lied::N,chant,erinarsuut
339,Lied::N,chanson,taalliaq
340,Lied::N,chanson,erinarsuut
341,Ruhe::N,calme,qatsunganeq
342,Ruhe::N,tranquillité,qatsunganeq
343,Leute::N,gens,inuiak
344,Leute::N,gens,inuiaqatigiit
345,Volk::N,peuple,inuiaat
346,Arbeit::N,travail,suliaq
347,Gast::N,hôte,qaaqqusaq
348,Gast::N,invité,qaaqqusaq
349,Geschenk::N,cadeau,pajugut
350,Geschenk::N,présent,pajugut
351,Spiel::N,jeu,
352,Gesellschaft::N,compagnie,
353,Hilfe::N,aide,annertoqqut
354,Hilfe::N,secours,annertoqqut
355,Freund::N,ami,tiliaq
356,Freund::N,ami,ikinngut
357,Kamerad::N,copain,tiliaq
358,Kamerad::N,copain,ikinngut
359,Kamerad::N,camarade,tiliaq
360,Kamerad::N,camarade,ikinngut
361,Angelegenheit::N,affaire,
362,Anzahl::N,nombre,
363,Art::N,sorte,ileqquuseq
364,Art::N,espèce,ileqquuseq
365,Stück::N,morceau,nakkaalaniku
366,Teil::N,part,tassiaasat
367,Teil::N,partie,tassiaasat
368,Hälfte::N,moitié,affaq
369,Kreis::N,cercle,kaajaluinneq or kaajaluitsoq
370,Kreuz::N,croix,sanningasulik
371,Linie::N,ligne,tittaq
372,Linie::N,ligne,titarneq
373,Strich::N,trait,
374,Abstand::N,écart,aku
375,Abstand::N,écart,ikiaq
376,Entfernung::N,distance,asi
377,Gegend::N,région,nuna
378,Gegend::N,contrée,nuna
379,Platz::N,place,ini
380,Platz::N,place,inissaq
381,Ort::N,lieu,sumiiffik
382,Ort::N,endroit,sumiiffik
383,Seite::N,côté,saneraq
384,Mitte::N,milieu,qiteq
385,Gegenstand::N,objet,
386,Sache::N,chose,pigisaq
387,Rand::N,bord,sini
388,Rand::N,bord,akerfineq
389,Kante::N,arête,akerfineq
390,Ecke::N,coin,teqeqqoq
391,Ecke::N,coin,tikeqqoq
392,Ecke::N,tournant,teqeqqoq
393,Ecke::N,tournant,tikeqqoq
394,Spitze::N,cime,inngik
395,Spitze::N,pointe,inngik
396,Ende::N,bout,isu
397,Loch::N,trou,putu
398,Winkel::N,coin,teqeqqorissaat
399,Winkel::N,réduit,teqeqqorissaat
400,Muster::N,dessin,ilisserut
401,Größe::N,grandeur,angissuseq
402,Länge::N,longueur,takissuseq
403,Höhe::N,hauteur,
404,Höhe::N,altitude,
405,Gewicht::N,poids,oqimaalutaq
406,Menge::N,quantité,amerlassuseq
407,Haufen::N,tas,eqimattat
408,Reihe::N,file,allunaasaq
409,Reihe::N,rangée,allunaasaq
410,Boot::N,canot,qajaq
411,Boot::N,canot,angallat
412,Boot::N,canot,umiatsiaq
413,Boot::N,bateau,qajaq
414,Boot::N,bateau,angallat
415,Boot::N,bateau,umiatsiaq
416,Ruder::N,rame,iput
417,Ruder::N,aviron,iput
418,Schlitten::N,traîneau,qamutit
419,Schlitten::N,traîneau,qimusseq
420,Ski::N,ski,ataarut
421,Lagerfeuer::N,feu de camp,
422,Last::N,charge,nammagaq
423,Last::N,fardeau,nammagaq
424,Gang::N,tour,
425,Gang::N,marche,
426,Schritt::N,pas,allorneq
427,Norden::N,nord,avannaq
428,Süden::N,sud,qava
429,Süden::N,sud,kujat
430,Süden::N,sud,kujataa
431,Westen::N,ouest,kitaa
432,Westen::N,occident,kitaa
433,Osten::N,est,kangi
434,Osten::N,orient,kangi
435,Holz::N,bois,qisuk
436,Brett::N,planche,salliligaq
437,Platte::N,plaque,qaateq
438,Stütze::N,appui,ajagutaq
439,Stütze::N,appui,ajaagutaq
440,Stütze::N,soutien,ajagutaq
441,Stütze::N,soutien,ajaagutaq
442,Stange::N,barre,kaaviffik
443,Stange::N,perche,kaaviffik
444,Stock::N,canne,ajaappissat
445,Stab::N,bâton,ajaappissat
446,Rohr::N,tube,sullulik
447,Rohr::N,tuyau,sullulik
448,Haus::N,maison,illu
449,Heim::N,maison,
450,Ofen::N,poêle,kissarsuut
451,Fußboden::N,plancher,nateq
452,Tisch::N,table,allattarfik
453,Stuhl::N,chaise,issiavik
454,Stuhl::N,chaise,issiaffik
455,Wiege::N,berceau,uaasoq
456,Bett::N,lit,nallavik
457,Regal::N,étagère,ilisivik
458,Kiste::N,caisse,sakissat
459,Kiste::N,caisse,illerfiusaq
460,Fenster::N,fenêtre,aki
461,Fenster::N,fenêtre,igalaaq
462,Tür::N,porte,matu
463,Tor::N,porte,isaaffik
464,Tor::N,portail,isaaffik
465,Zaun::N,clôture,saputit
466,Dach::N,toit,qaliaq
467,Leiter::N,échelle,tummeqqat
468,Leiter::N,échelle,majuartarfiit
469,Besen::N,balai,saligutit
470,Spaten::N,bêche,nivaataq
471,Schaufel::N,pelle,nivaataq
472,Gabel::N,fourchette,qilluaq
473,Gabel::N,fourchette,ajassaatit
474,Löffel::N,cuiller,alussaat
475,Messer::N,couteau,savik
476,Nagel::N,clou,kukik
477,Netz::N,filet,anguffaseq
478,Haken::N,croc,nissik
479,Haken::N,croc,qarsorsaq
480,Haken::N,croc,qarsorsartoq
481,Haken::N,crochet,nissik
482,Haken::N,crochet,qarsorsaq
483,Haken::N,crochet,qarsorsartoq
484,Griff::N,prise,ipi
485,Griff::N,manche,ipi
486,Schloss::N,serrure,illussaarsuaq
487,Bild::N,image,assiliaq
488,Bild::N,tableau,assiliaq
489,Figur::N,figure,kisitsit
490,Puppe::N,poupée,inuusaq
491,Beutel::N,sac,
492,Beutel::N,petit sac,
493,Bündel::N,paquet,qilertaq
494,Bündel::N,faisceau,qilertaq
495,Tasche::N,sac,pooqattaq
496,Eimer::N,seau,
497,Deckel::N,couvercle,matu
498,Geschirr::N,vaisselle,anut
499,Sack::N,sac,
500,Tasse::N,tasse,tiitorfik
501,Tasse::N,tasse,tiitorfiup ilorlia
502,Topf::N,pot,qoqqoq
503,Topf::N,marmite,qoqqoq
504,Kessel::N,chaudron,uunnaavik
505,Essen::N,repas,igaaq
506,Essen::N,manger,igaaq
507,Nahrung::N,nourriture,neqissaq
508,Speise::N,plat,nerisassat
509,Fleisch::N,viande,neqi
510,Getreide::N,blé,maannineq
511,Getreide::N,céréales,maannineq
512,Brei::N,purée,
513,Brei::N,bouillie,
514,Brot::N,pain,iffit
515,Brot::N,pain,iffiaq
516,Scheibe::N,tranche,igalaassiaq
517,Fett::N,graisse,tarnutissaq
518,Fett::N,graisse,tarnutissiaq
519,Butter::N,beurre,punneq
520,Öl::N,huile,uulia
521,Salz::N,sel,taratsut
522,Suppe::N,soupe,qajoq
523,Suppe::N,potage,qajoq
524,Honig::N,miel,tungusunnitsuut
525,Milch::N,lait,immuk
526,Tee::N,thé,tii
527,Tee::N,thé,teeq
528,Leder::N,cuir,
529,Wolle::N,laine,nuersagassiaq
530,Stoff::N,tissu,milliaq
531,Stoff::N,tissu,qarlissiaq
532,Stoff::N,étoffe,milliaq
533,Stoff::N,étoffe,qarlissiaq
534,Nadel::N,aiguille,meqqut
535,Faden::N,fil,ujalussiaq
536,Knopf::N,bouton,attat
537,Knoten::N,nœud,akeroq
538,Knoten::N,nœud,qilerneq
539,Farbe::N,peinture,qalipaat
540,Kleidung::N,vêtements,atisat
541,Kleidung::N,vêtements,annoraaq
542,Kleidung::N,habillement,atisat
543,Kleidung::N,habillement,annoraaq
544,Hemd::N,chemise,ilupaaq
545,Kragen::N,col,qungasiinnaq
546,Ärmel::N,manche,aaq
547,Hose::N,pantalon,qarliit
548,Gürtel::N,ceinture,qiterut
549,Gürtel::N,ceinture,unngersaq
550,Mütze::N,bonnet,nasaq
551,Mütze::N,casquette,nasaq
552,Schuh::N,soulier,skuu
553,Schuh::N,soulier,ikernuk
554,Schuh::N,soulier,ateraasaq
555,Schuh::N,chaussure,skuu
556,Schuh::N,chaussure,ikernuk
557,Schuh::N,chaussure,ateraasaq
558,Stiefel::N,botte,kamik
559,Ring::N,bague,assammiu
560,Band::N,ruban,qilerutissiaq
561,Kamm::N,peigne,illaagutit
562,Kamm::N,peigne,illaajaatit pl.
563,Spiegel::N,glace,tarrarsuut
564,Spiegel::N,miroir,tarrarsuut
565,Riemen::N,lanière,allunaaq
566,Riemen::N,courroie,allunaaq
567,Schnur::N,corde,kujaaq
568,Schnur::N,corde,allunaasaq
569,Schnur::N,ficelle,kujaaq
570,Schnur::N,ficelle,allunaasaq
571,Leine::N,laisse,aleq
572,Decke::N,couverture,qipik
573,Kissen::N,oreiller,akit
574,Tuch::N,drap,qarlissiaq
575,Tuch::N,fichu,qarlissiaq
576,Handtuch::N,serviette,allarut
577,Handtuch::N,serviette,allarterut
578,Handtuch::N,essuie-mains,allarut
579,Handtuch::N,essuie-mains,allarterut
580,Kraft::N,force,pissak
581,Stärke::N,vigueur,qerattarsaat
582,Gesundheit::N,santé,peqqisusseq
583,Krankheit::N,maladie,nappaat
584,Schmerz::N,douleur,anniaat
585,Wunde::N,plaie,iki
586,Wunde::N,blessure,iki
587,Fieber::N,fièvre,nappaat qanimanartoq
588,Arznei::N,remède,imigassaq
589,Arznei::N,médecine,imigassaq
590,Brücke::N,pont,ikaartarfik
591,Brunnen::N,puits,tissaluttuliaq
592,Weide::N,pâturage,masarsuk
593,Pfad::N,sentier,aqqut
594,Weg::N,voie,aggerfik
595,Weg::N,chemin,aggerfik
596,Straße::N,route,aqqusineq
597,Dorf::N,village,nunaqarfik
598,Stadt::N,cité,illorpaat
599,Stadt::N,cité,illorpalik
600,Stadt::N,ville,illorpaat
601,Stadt::N,ville,illorpalik
602,Brief::N,lettre,allagarsiaq
603,Buch::N,livre,atuakkat
604,Buch::N,livre,mappersagaq
605,Buchstabe::N,lettre,naqinneq
606,Buchstabe::N,caractère,naqinneq
607,Zeitung::N,journal,aviisi
608,Leben::N,vie,inuussuseq
609,Tod::N,mort,toqu
610,Tod::N,mort,toquneq
611,Grab::N,tombe,iliveq
612,Grab::N,tombe,illissat
613,Kirche::N,église,oqaluffik
614,Sünde::N,péché,ajorti
615,Gott::N,dieu,
616,Arbeiter::N,ouvrier,sulisoq
617,Arbeiter::N,travailleur,sulisoq
618,Chef::N,chef,ittoqut
619,Chef::N,patron,ittoqut
620,Meister::N,maître,naalagaq
621,Arzt::N,médecin,katsorsaasoq
622,Lehrer::N,professeur,ilinniartitsisoq
623,Lehrer::N,instituteur,ilinniartitsisoq
624,Geld::N,argent,aningaasat
625,Geschäft::N,affaire,niuertarfik
626,Geschäft::N,commerce,niuertarfik
627,Laden::N,magasin,niuertarfik
628,Laden::N,boutique,niuertarfik
629,Preis::N,prix,aki
630,Ware::N,marchandise,qaliata pii
631,Ware::N,marchandise,nioqqutissaq
632,Nutzen::N,profit,iluaqut
633,Reichtum::N,richesse,
634,Welt::N,monde,nunarsuaq
635,Land::N,pays,nuna
636,Staat::N,État,
637,König::N,roi,kunngi
638,Macht::N,pouvoir,pissaassuseq
639,Macht::N,puissance,pissaassuseq
640,Grenze::N,frontière,killik
641,Krieg::N,guerre,sorsunneq
642,Feind::N,ennemi,akeraq
643,Feind::N,ennemi,akerartorti
644,Feind::N,ennemi,qinngarsuisoq
645,Gewalt::N,violence,
646,Kampf::N,lutte,sorsunneq
647,Kampf::N,combat,sorsunneq
648,Bogen[Waffe]::N,arc,
649,Pfeil::N,flèche,qalugiusaq
650,Gewehr::N,fusil,aallaat
651,Fehler::N,faute,kukkuneq
652,Fehler::N,faute,paarlaappaa
653,Fehler::N,erreur,kukkuneq
654,Fehler::N,erreur,paarlaappaa
655,Lüge::N,mensonge,
656,Schaden::N,dégât,
657,Schaden::N,dommage,
658,Unglück::N,malheur,perluut
659,Schuld::N,faute,akiitsugaq
660,Schuld::N,faute,akiligassaq
661,Schuld::N,culpabilité,akiitsugaq
662,Schuld::N,culpabilité,akiligassaq
663,Alter::N,âge,utoqqaq
664,Schluss::N,fin,isu
665,Zeit::N,temps,ulloq
666,Zeit::N,temps,akuttoqatigiinneq
667,Tag::N,jour,ulloq
668,Tag::N,journée,ulloq
669,Morgen::N,matin,ullaaq
670,Morgen::N,matinée,ullaaq
671,Mittag::N,midi,ulloqeqqa
672,Abend::N,soir,unnuk
673,Abend::N,soirée,unnuk
674,Nacht::N,nuit,unnuaq
675,Woche::N,semaine,sapaatip akunnera
676,Monat::N,mois,qaammat
677,Jahr::N,an,ukioq
678,Jahr::N,année,ukioq
679,Frühling::N,printemps,upernaaq
680,Sommer::N,été,aasaq
681,Herbst::N,automne,ukiaq
682,Winter::N,hiver,ukioq
683,Januar::N,janvier,siulleeq
684,Januar::N,janvier,qaammaliaq
685,Februar::N,février,aarlaat
686,März::N,mars,marsi
687,März::N,mars,martsi
688,April::N,avril,
689,Mai::N,mai,maaji
690,Juni::N,juin,juuni
691,Juli::N,juillet,juuli
692,August::N,août,aggusti
693,September::N,septembre,septembari
694,Oktober::N,octobre,oktobari
695,November::N,novembre,novembari
696,Dezember::N,décembre,detsembari
697,Montag::N,lundi,ataasinngortoq
698,Dienstag::N,mardi,marlunngorneq
699,Mittwoch::N,mercredi,pingasunngorneq
700,Donnerstag::N,jeudi,sisamanngorneq
701,Freitag::N,vendredi,tallimanngorneq
702,Samstag::N,samedi,arfininngorneq
703,Sonntag::N,dimanche,sapaat
704,Sonntag::N,dimanche,sapaati
705,groß::A,grand,angivoq
706,klein::A,petit,mikivoq
707,lang::A,long,takisooq
708,kurz::A,court,naatsoq
709,breit::A,large,silippoq
710,schmal::A,étroit,amitsoq
711,dicht::A,dense,torsusooq
712,dick[Gegenstand]::A,épais,issuvoq
713,dick[Gegenstand]::A,épais,issusooq
714,dünn::A,mince,amitsoq
715,fein::A,fin,mamarpoq
716,fein::A,menu,mamarpoq
717,fest::A,ferme,tangeqarpoq
718,fest::A,solide,tangeqarpoq
719,flach::A,plat,nalimmappoq
720,glatt::A,poli,quasak
721,glatt::A,lisse,quasak
722,hart::A,dur,mattusooq
723,hart::A,dur,manngerpoq
724,hart::A,dur,titeqquluppoq
725,weich::A,mou,nerumaarpoq
726,rund::A,rond,ammallorippoq
727,spitz::A,aigu,qummukujooq
728,spitz::A,pointu,qummukujooq
729,scharf::A,tranchant,ipippoq
730,stumpf::A,mousse,anngerpoq
731,stumpf::A,émoussé,anngerpoq
732,schwer::A,lourd,oqimaappoq
733,schwer::A,pesant,oqimaappoq
734,schön::A,beau,kusanarpoq
735,heiß::A,chaud,kiappoq
736,heiß::A,très chaud,kiappoq
737,warm::A,chaud,oqorpoq
738,kalt::A,froid,issippoq
739,kühl::A,frais,pueqqortippoq
740,frisch::A,frais,
741,feucht::A,humide,isugutavoq
742,feucht::A,humide,qaasernarpoq
743,nass::A,mouillé,imerorpoq
744,trocken::A,sec,panerpoq
745,voll::A,plein,ulikkaarpoq
746,voll::A,rempli,ulikkaarpoq
747,leer::A,vide,imaattuarpoq
748,offen::A,ouvert,ammavoq
749,geschlossen::A,clos,matuvoq
750,geschlossen::A,fermé,matuvoq
751,sauber::A,net,eqqippoq
752,sauber::A,net,sukuluippoq
753,sauber::A,net,ipeqanngilaq
754,sauber::A,propre,eqqippoq
755,sauber::A,propre,sukuluippoq
756,sauber::A,propre,ipeqanngilaq
757,schmutzig::A,sale,tapappoq
758,schmutzig::A,sale,minguppoq
759,schmutzig::A,crasseux,tapappoq
760,schmutzig::A,crasseux,minguppoq
761,roh::A,cru,aapavoq
762,roh::A,brut,aapavoq
763,reif::A,mûr,qaarulerpoq
764,lecker::A,délicieux,
765,lecker::A,appétissant,
766,süß::A,doux,tungusunnippoq
767,bitter::A,amer,qasilippoq
768,sauer::A,aigre,
769,hell::A,clair,qaamavoq
770,dunkel::A,sombre,qernerpoq
771,schwarz::A,noir,qernerpoq
772,weiß::A,blanc,qaqorpoq
773,rot::A,rouge,aappaluppoq
774,gelb::A,jaune,sungaarpoq
