,Concept_ID,ja,tr
63,Traum::N,夢,düş
64,Traum::N,夢,rüya
65,Himmel::N,空,gök
66,Sonne::N,太陽,güneş
67,Mond::N,月,ay
68,Stern::N,星,yıldız
69,Luft::N,空気,hava
70,Wind::N,風,yel
71,Wind::N,風,rüzgâr
72,Welle::N,波,dalga
73,Wasser::N,水,su
74,Stein::N,石,taş
75,Boden::N,土地,yer
76,Boden::N,土地,zemin
77,Erde::N,土,toprak
78,Staub::N,埃,toz
79,Rauch::N,煙,duman
80,Funke::N,火花,kıvılcım
81,Feuer::N,火,ateş
82,Licht::N,光,ışık
83,Schatten::N,陰,gölge
84,Wetter::N,天気,hava
85,Nebel::N,霧,pus
86,Wolke::N,雲,bulut
87,Regen::N,雨,yağmur
88,Schnee::N,雪,kar
89,Eis::N,氷,buz
90,Frost::N,霜,don
91,Kälte::N,寒さ,soğukluk
92,Hitze::N,暑さ,sıcaklık
93,Raureif::N,霧氷,kırç
94,Regenbogen::N,虹,gökkuşağı
95,Donner::N,雷,gök gürlemesi
96,Strömung::N,流れ,akıntı
97,Strömung::N,流れ,cereyan
98,Tropfen::N,滴,damla
99,Schaum::N,泡,köpük
100,Schmutz::N,汚れ,çamur
101,Schmutz::N,汚れ,pislik
102,See::N,湖,göl
103,Sumpf::N,沼,batak
104,Moor::N,湿原,cılgıt
105,Wiese::N,草原,çimen
106,Wald::N,森,koru
107,Wald::N,森,orman
108,Hügel::N,丘,tepe
109,Anhöhe::N,高み,tümsek
110,Anhöhe::N,高み,yükseklik
111,Berg::N,山,dağ
112,Gipfel::N,頂上,zirve
113,Höhle::N,洞窟,in
114,Höhle::N,洞窟,mağara
115,Abhang::N,斜面,bayır
116,Quelle::N,泉,pınar
117,Quelle::N,泉,kaynak
118,Bach::N,小川,çay
119,Bach::N,小川,dere
120,Fluss::N,川,nehir
121,Ufer::N,岸,kıyı
122,Ufer::N,岸,sahil
123,Küste::N,海岸,kıyı
124,Küste::N,海岸,sahil
125,Festland::N,陸,kara
126,Meer::N,海,deniz
127,Bucht::N,湾,koy
128,Bucht::N,湾,körfez
129,Insel::N,島,ada
130,Blume::N,花,çiçek
131,Gras::N,草,ot
132,Gras::N,草,çim
133,Wurzel::N,根,kök
134,Baum::N,木,ağaç
135,Stamm::N,幹,gövde
136,Rinde::N,皮層,kabuk
137,Ast::N,枝,dal
138,Ast::N,枝,budak
139,Zweig::N,小枝,dal
140,Blatt::N,葉,yaprak
141,Birke::N,樺,huş
142,Kiefer[Baum]::N,松,çam
143,Weide[Baum]::N,柳,söğüt
144,Tanne::N,樅,çam
145,Tanne::N,樅,köknar
146,Horn::N,角,boynuz
147,Feder::N,羽根,tüy
148,Fell::N,毛皮,post
149,Flügel::N,羽,kanat
150,Klaue::N,鉤爪,pençe
151,Kralle::N,爪,tırnak
152,Schwanz::N,尻尾,kuyruk
153,Ei::N,卵,yumurta
154,Nest::N,巣,yuva
155,Bau::N,穴,in
156,Tier::N,動物,hayvan
157,Herde::N,群れ,sürü
158,Kuh::N,牛,inek
159,Bulle::N,雄牛,boğa
160,Pferd::N,馬,at
161,Pferd::N,馬,beygir
162,Schaf::N,羊,koyun
163,Schwein::N,豚,domuz
164,Hund::N,犬,it
165,Hund::N,犬,köpek
166,Katze::N,猫,kedi
167,Bär::N,熊,ayı
168,Eichhörnchen::N,栗鼠,sincap
169,Elch::N,ヘラジカ,büyük kuzey geyiği
170,Fuchs::N,狐,tilki
171,Hase::N,兎,tavşan
172,Maus::N,鼠,fare
173,Maus::N,鼠,sıçan
174,Wolf::N,狼,kurt
175,Vogel::N,鳥,kuş
176,Schwarm::N,群れ,sürü
177,Huhn::N,鶏,tavuk
178,Hahn::N,雄鶏,horoz
179,Gans::N,ガチョウ,kaz
180,Adler::N,鷲,kartal
181,Adler::N,鷲,karakuş
182,Ente::N,鴨,ördek
183,Eule::N,フクロウ,baykuş
184,Kranich::N,鶴,turna
185,Krähe::N,烏,karga
186,Kuckuck::N,郭公,guguk
187,Schwan::N,白鳥,kuğu
188,Fisch::N,魚,balık
189,Barsch::N,鱸,hani
190,Barsch::N,鱸,levrek
191,Hecht::N,川魳,turnabalığı
192,Schlange[Tier]::N,蛇,yılan
193,Wurm::N,虫,kurt
194,Wurm::N,虫,solucan
195,Spinne::N,蜘蛛,örümcek
196,Ameise::N,蟻,karınca
197,Laus::N,虱,bit
198,Mücke::N,蚊,sivrisinek
199,Fliege::N,蝿,sinek
200,Schmetterling::N,蝶,kelebek
201,Beere::N,漿果,tane
202,Apfel::N,林檎,elma
203,Pilz::N,茸,mantar
204,Zwiebel::N,玉葱,soğan
205,Saat::N,種,ekin
206,Korn::N,粒,tane
207,Heu::N,干し草,kuru ot
208,Schale::N,皮,kabuk
209,Grube::N,穴,çukur
210,Falle::N,わな,tuzak
211,Schlinge::N,輪,ilmik
212,Spur::N,跡,iz
213,Asche::N,灰,kül
214,Dreck::N,泥,pislik
215,Eisen::N,鉄,demir
216,Gold::N,金,altın
217,Silber::N,銀,gümüş
218,Kohle::N,炭,kömür
219,Glas::N,ガラス,cam
220,Lehm::N,ローム,balçık
221,Sand::N,砂,kum
222,Mensch::N,人,insan
223,Mann::N,男,adam
224,Mann::N,男,erkek
225,Mann::N,男性,adam
226,Mann::N,男性,erkek
227,Frau::N,女,bayan
228,Frau::N,女性,bayan
229,Kind::N,子,çocuk
230,Kind::N,子供,çocuk
231,Junge::N,男の子,erkek çocuk
232,Mädchen::N,女の子,kız
233,Familie::N,家族,aile
234,Großvater::N,祖父,dede
235,Großvater::N,祖父,büyükbaba
236,Großvater::N,おじいさん,dede
237,Großvater::N,おじいさん,büyükbaba
238,Großmutter::N,祖母,nine
239,Großmutter::N,祖母,büyükanne
240,Großmutter::N,おばあさん,nine
241,Großmutter::N,おばあさん,büyükanne
242,Eltern::N,親,ebeveyn
243,Eltern::N,親,ana baba
244,Eltern::N,両親,ebeveyn
245,Eltern::N,両親,ana baba
246,Vater::N,父,ata
247,Vater::N,父,baba
248,Vater::N,お父さん,ata
249,Vater::N,お父さん,baba
250,Mutter::N,母,ana
251,Mutter::N,母,anne
252,Mutter::N,お母さん,ana
253,Mutter::N,お母さん,anne
254,Sohn::N,息子,oğul
255,Sohn::N,息子さん,oğul
256,Tochter::N,娘,kız
257,Tochter::N,娘,kız evlât
258,Tochter::N,お嬢さん,kız
259,Tochter::N,お嬢さん,kız evlât
260,Bruder::N,弟,abi
261,Bruder::N,弟,erkek kardeş
262,Schwester::N,妹,abla
263,Schwester::N,妹,kız kardeş
264,Onkel::N,伯父,dayı
265,Onkel::N,伯父さん,dayı
266,Tante::N,叔母,hala
267,Tante::N,叔母,teyze
268,Tante::N,叔母さん,hala
269,Tante::N,叔母さん,teyze
270,Ehemann::N,夫,koca
271,Ehemann::N,主人,koca
272,Ehefrau::N,妻,karı
273,Ehefrau::N,奥さん,karı
274,Freude::N,喜び,neşe
275,Freude::N,喜び,sevinç
276,Gelächter::N,笑い,gülme
277,Gelächter::N,笑い,kahkaha
278,Glück::N,幸せ,mutluluk
279,Kummer::N,悩み,dert
280,Kummer::N,悩み,keder
281,Wunsch::N,希望,arzu
282,Wunsch::N,希望,istek
283,Lust::N,気,arzu
284,Lust::N,気,heves
285,Geist::N,精神,tin
286,Gedanke::N,考え,fikir
287,Gedanke::N,考え,düşünce
288,Gedächtnis::N,記憶,bellek
289,Verstand::N,理解力,zekâ
290,Sinn::N,意味,anlam
291,Grund::N,理由,sebep
292,Wahrheit::N,真実,doğruluk
293,Wahrheit::N,真実,gerçeklik
294,Gespräch::N,会話,görüşme
295,Märchen::N,童話,masal
296,Erzählung::N,物語,öykü
297,Erzählung::N,物語,hikâye
298,Nachricht::N,報告,haber
299,Neuigkeit::N,ニュース,haber
300,Name::N,名前,ad
301,Name::N,名前,isim
302,Rätsel::N,謎,bilmece
303,Rede::N,演説,söylev
304,Rede::N,演説,konuşma
305,Sprache::N,言語,dil
306,Sprache::N,言語,lisan
307,Stimme::N,声,ses
308,Wort::N,言葉,kelime
309,Zeichen::N,記号,işaret
310,Ruf::N,呼び声,çağırma
311,Lärm::N,騒音,şamata
312,Lärm::N,騒音,gürültü
313,Laut::N,音,ses
314,Ton::N,音,ses
315,Lied::N,歌,türkü
316,Ruhe::N,静けさ,sakinlik
317,Leute::N,人々,halk
318,Leute::N,人々,insanlar
319,Volk::N,民族,ulus
320,Volk::N,民族,millet
321,Arbeit::N,仕事,iş
322,Arbeit::N,仕事,çalışma
323,Gast::N,客,konuk
324,Gast::N,客,misafir
325,Geschenk::N,贈り物,hediye
326,Geschenk::N,贈り物,armağan
327,Spiel::N,遊び,oyun
328,Gesellschaft::N,社会,çevre
329,Gesellschaft::N,社会,arkadaşlık
330,Hilfe::N,援助,yardım
331,Freund::N,友達,dost
332,Freund::N,友達,arkadaş
333,Kamerad::N,同志,arkadaş
334,Angelegenheit::N,件,iş
335,Angelegenheit::N,件,husus
336,Anzahl::N,数,sayı
337,Art::N,種類,çeşit
338,Stück::N,部分,tane
339,Stück::N,部分,parça
340,Teil::N,部分,kısım
341,Hälfte::N,半分,yarı
342,Kreis::N,円,daire
343,Kreuz::N,十字,haç
344,Linie::N,線,hat
345,Linie::N,線,çizgi
346,Strich::N,線,çizgi
347,Abstand::N,距離,aralık
348,Entfernung::N,距離,mesafe
349,Entfernung::N,距離,uzaklık
350,Gegend::N,辺,yöre
351,Gegend::N,地域,yöre
352,Platz::N,ゆとり,yer
353,Ort::N,所,yer
354,Ort::N,場所,yer
355,Seite::N,横,yan
356,Seite::N,横,taraf
357,Mitte::N,真ん中,orta
358,Mitte::N,真ん中,merkez
359,Gegenstand::N,物件,şey
360,Sache::N,物,iş
361,Sache::N,物,şey
362,Rand::N,端,kenar
363,Kante::N,縁,kenar
364,Ecke::N,角,köşe
365,Spitze::N,先頭,uç
366,Spitze::N,先頭,baş
367,Ende::N,端,uç
368,Loch::N,穴,oyuk
369,Loch::N,穴,delik
370,Winkel::N,片隅,köşe
371,Muster::N,模様,örnek
372,Größe::N,大きさ,büyüklük
373,Länge::N,長さ,uzunluk
374,Höhe::N,高さ,yükseklik
375,Gewicht::N,重さ,ağırlık
376,Menge::N,量,miktar
377,Haufen::N,堆積,küme
378,Haufen::N,堆積,yığın
379,Reihe::N,並び,sıra
380,Boot::N,ボート,kayık
381,Boot::N,ボート,sandal
382,Ruder::N,オール,kürek
383,Schlitten::N,そり,kızak
384,Ski::N,スキー,kayak
385,Lagerfeuer::N,篝火,kamp ateşi
386,Last::N,荷物,yük
387,Gang::N,歩み,gidiş
388,Gang::N,歩み,yürüyüş
389,Schritt::N,歩,adım
390,Norden::N,北,kuzey
391,Süden::N,南,güney
392,Westen::N,西,batı
393,Osten::N,東,doğu
394,Holz::N,木,ağaç
395,Holz::N,木,tahta
396,Holz::N,木材,ağaç
397,Holz::N,木材,tahta
398,Brett::N,板,tahta
399,Platte::N,盤,levha
400,Stütze::N,支柱,dayak
401,Stütze::N,支柱,destek
402,Stange::N,棒,çubuk
403,Stock::N,杖,sopa
404,Stock::N,杖,değnek
405,Stab::N,棒,sırık
406,Stab::N,棒,baston
407,Rohr::N,管,boru
408,Haus::N,家,ev
409,Heim::N,家,ev
410,Heim::N,家,yurt
411,Ofen::N,ストーブ,soba
412,Fußboden::N,床,taban
413,Fußboden::N,床,döşeme
414,Tisch::N,机,masa
415,Stuhl::N,椅子,iskemle
416,Stuhl::N,椅子,sandalye
417,Wiege::N,揺籃,beşik
418,Bett::N,ベッド,yatak
419,Regal::N,棚,raf
420,Kiste::N,箱,sandık
421,Fenster::N,窓,pencere
422,Tür::N,戸,kapı
423,Tür::N,ドア,kapı
424,Tor::N,門,kapı
425,Zaun::N,垣根,çit
426,Dach::N,屋根,dam
427,Dach::N,屋根,çatı
428,Leiter::N,梯子,merdiven
429,Besen::N,ほうき,süpürge
430,Spaten::N,スコップ,bel
431,Schaufel::N,シャベル,kürek
432,Gabel::N,フォーク,çatal
433,Löffel::N,スプーン,kaşık
434,Messer::N,ナイフ,bıçak
435,Nagel::N,釘,çivi
436,Netz::N,網,ağ
437,Haken::N,鉤,çengel
438,Haken::N,フック,çengel
439,Griff::N,取っ手,kulp
440,Griff::N,取っ手,tutamak
441,Schloss::N,錠,kilit
442,Bild::N,絵,imaj
443,Bild::N,絵,resim
444,Figur::N,像,şekil
445,Figur::N,像,heykel
446,Puppe::N,人形,kukla
447,Beutel::N,袋,kese
448,Beutel::N,袋,torba
449,Bündel::N,束,deste
450,Bündel::N,包み,deste
451,Tasche::N,かばん,çanta
452,Eimer::N,バケツ,kova
453,Deckel::N,蓋,kapak
454,Geschirr::N,食器,kap kacak
455,Sack::N,袋,torba
456,Tasse::N,カップ,fincan
457,Topf::N,鍋,tencere
458,Kessel::N,釜,kazan
459,Essen::N,食事,yemek
460,Nahrung::N,食物,gıda
461,Nahrung::N,食物,besin
462,Speise::N,料理,yemek
463,Fleisch::N,肉,et
464,Getreide::N,麦,tahıl
465,Getreide::N,麦,hububat
466,Getreide::N,穀物,tahıl
467,Getreide::N,穀物,hububat
468,Brei::N,粥,ezme
469,Brot::N,パン,ekmek
470,Scheibe::N,枚,dilim
471,Scheibe::N,切れ,dilim
472,Fett::N,脂肪,yağ
473,Butter::N,バター,tereyağı
474,Öl::N,油,yağ
475,Öl::N,油,akar yağ
476,Salz::N,塩,tuz
477,Suppe::N,スープ,çorba
478,Honig::N,蜂蜜,bal
479,Milch::N,牛乳,süt
480,Tee::N,茶,çay
481,Tee::N,お茶,çay
482,Leder::N,革,deri
483,Leder::N,革,meşin
484,Wolle::N,毛糸,yün
485,Stoff::N,布,kumaş
486,Nadel::N,針,iğne
487,Faden::N,糸,tire
488,Faden::N,糸,iplik
489,Knopf::N,ボタン,düğme
490,Knoten::N,結び目,düğüm
491,Farbe::N,ペンキ,boya
492,Kleidung::N,衣服,giyim
493,Hemd::N,シャツ,gömlek
494,Kragen::N,襟,yaka
495,Ärmel::N,袖,yen
496,Ärmel::N,袖,elbise kolu
497,Hose::N,ズボン,pantolon
498,Gürtel::N,帯,kuşak
499,Gürtel::N,ベルト,kuşak
500,Mütze::N,帽子,bere
501,Mütze::N,帽子,kasket
502,Schuh::N,靴,kundura
503,Schuh::N,靴,ayakkabı
504,Stiefel::N,ブーツ,çizme
505,Ring::N,輪,yüzük
506,Band::N,リボン,bağ
507,Band::N,リボン,şerit
508,Kamm::N,櫛,tarak
509,Spiegel::N,鏡,ayna
510,Riemen::N,緒,kayış
511,Schnur::N,紐,ip
512,Schnur::N,紐,sicim
513,Leine::N,綱,kayış
514,Decke::N,掛け布団,örtü
515,Decke::N,掛け布団,yorgan
516,Kissen::N,枕,yastık
517,Tuch::N,スカーフ,bez
518,Handtuch::N,タオル,havlu
519,Kraft::N,力,güç
520,Kraft::N,力,kuvvet
521,Stärke::N,強さ,kuvvet
522,Gesundheit::N,健康,sağlık
523,Krankheit::N,病気,hastalık
524,Schmerz::N,痛み,ağrı
525,Schmerz::N,痛み,sancı
526,Wunde::N,傷,yara
527,Fieber::N,熱,ateş
528,Arznei::N,薬,ilâç
529,Brücke::N,橋,köprü
530,Brunnen::N,井戸,kuyu
531,Brunnen::N,井戸,çeşme
532,Weide::N,牧場,otlak
533,Pfad::N,小路,patika
534,Pfad::N,小路,keçiyolu
535,Weg::N,道,yol
536,Straße::N,街道,yol
537,Straße::N,街道,cadde
538,Dorf::N,村,köy
539,Stadt::N,町,kent
540,Stadt::N,町,şehir
541,Stadt::N,都市,kent
542,Stadt::N,都市,şehir
543,Brief::N,手紙,mektup
544,Buch::N,本,kitap
545,Buchstabe::N,文字,harf
546,Zeitung::N,新聞,gazete
547,Leben::N,生活,hayat
548,Tod::N,死,ölüm
549,Grab::N,墓,kabir
550,Kirche::N,教会,kilise
551,Sünde::N,罪,günah
552,Gott::N,神,tanrı
553,Arbeiter::N,労働者,işçi
554,Chef::N,上司,şef
555,Chef::N,上司,müdür
556,Meister::N,達人,usta
557,Meister::N,マイスター,usta
558,Arzt::N,医者,hekim
559,Arzt::N,医者,doktor
560,Lehrer::N,先生,hoca
561,Lehrer::N,先生,öğretmen
562,Geld::N,金,para
563,Geschäft::N,取り引き,ticaret
564,Laden::N,店,dükkân
565,Preis::N,値段,fiyat
566,Ware::N,商品,mal
567,Nutzen::N,利益,fayda
568,Reichtum::N,豊かさ,servet
569,Reichtum::N,豊かさ,zenginlik
570,Welt::N,世界,dünya
571,Land::N,国,ülke
572,Staat::N,国家,devlet
573,König::N,国王,kral
574,Macht::N,権力,kudret
575,Macht::N,権力,iktidar
576,Grenze::N,国境,had
577,Grenze::N,国境,sınır
578,Krieg::N,戦争,savaş
579,Feind::N,敵,düşman
580,Gewalt::N,暴力,zor
581,Gewalt::N,暴力,cebir
582,Kampf::N,戦い,savaş
583,Bogen[Waffe]::N,弓,yay
584,Pfeil::N,矢,ok
585,Gewehr::N,銃,tüfek
586,Fehler::N,間違い,hata
587,Fehler::N,間違い,yanlış
588,Lüge::N,嘘,yalan
589,Schaden::N,損害,zarar
590,Unglück::N,不幸,felâket
591,Unglück::N,不幸,talihsizlik
592,Schuld::N,罪,suç
593,Schuld::N,罪,kabahat
594,Alter::N,年,yaş
595,Alter::N,年齢,yaş
596,Schluss::N,終わり,son
597,Zeit::N,時,zaman
598,Zeit::N,時間,zaman
599,Tag::N,日,gün
600,Morgen::N,朝,sabah
601,Mittag::N,昼,öğle
602,Abend::N,晩,akşam
603,Abend::N,夕方,akşam
604,Nacht::N,夜,gece
605,Woche::N,週,hafta
606,Monat::N,月,ay
607,Jahr::N,年,yıl
608,Jahr::N,年,sene
609,Frühling::N,春,ilkbahar
610,Sommer::N,夏,yaz
611,Herbst::N,秋,güz
612,Herbst::N,秋,sonbahar
613,Winter::N,冬,kış
614,Januar::N,一月,ocak
615,Februar::N,二月,şubat
616,März::N,三月,mart
617,April::N,四月,nisan
618,Mai::N,五月,mayıs
619,Juni::N,六月,haziran
620,Juli::N,七月,temmuz
621,August::N,八月,ağustos
622,September::N,九月,eylül
623,Oktober::N,十月,ekim
624,November::N,十一月,kasım
625,Dezember::N,十二月,aralık
626,Montag::N,月曜日,pazartesi
627,Dienstag::N,火曜日,salı
628,Mittwoch::N,水曜日,çarşamba
629,Donnerstag::N,木曜日,perşembe
630,Freitag::N,金曜日,cuma
631,Samstag::N,土曜日,cumartesi
632,Sonntag::N,日曜日,pazar
633,groß::A,大きい,büyük
634,klein::A,小さい,ufak
635,klein::A,小さい,küçük
636,lang::A,長い,uzun
637,kurz::A,短い,kısa
638,breit::A,広い,enli
639,breit::A,広い,geniş
640,schmal::A,狭い,dar
641,dicht::A,密な,sık
642,dicht::A,密な,yoğun
643,dick[Gegenstand]::A,厚い,kalın
644,dick[Gegenstand]::A,厚い,iri
645,dünn::A,薄い,ince
646,fein::A,細い,ince
647,fein::A,細い,narin
648,fest::A,硬い,sabit
649,fest::A,硬い,sağlam
650,flach::A,平らな,düz
651,flach::A,平らな,yassı
652,glatt::A,滑らかな,düz
653,hart::A,堅い,katı
654,weich::A,柔らかい,yumuşak
655,rund::A,丸い,yuvarlak
656,spitz::A,尖った,sivri
657,scharf::A,鋭い,keskin
658,stumpf::A,鈍い,kör
659,schwer::A,重い,ağır
660,schön::A,綺麗な,güzel
661,heiß::A,熱い,kızgın
662,warm::A,温かい,sıcak
663,kalt::A,寒い,soğuk
664,kalt::A,冷たい,soğuk
665,kühl::A,涼しい,serin
666,frisch::A,ひんやりした,taze
667,feucht::A,湿った,nemli
668,feucht::A,湿った,rutubetli
669,nass::A,濡れた,yaş
670,nass::A,濡れた,ıslak
671,trocken::A,乾いた,kuru
672,voll::A,いっぱいの,dolu
673,voll::A,いっぱいの,dolmuş
674,leer::A,空の,boş
675,offen::A,開いた,açık
676,geschlossen::A,閉まった,kapalı
677,sauber::A,清潔な,pak
678,sauber::A,清潔な,temiz
679,schmutzig::A,汚い,pis
680,schmutzig::A,汚い,kirli
681,roh::A,生の,çiğ
682,reif::A,熟した,olgun
683,lecker::A,美味しい,lezzetli
684,süß::A,甘い,tatlı
685,süß::A,甘い,şekerli
686,bitter::A,苦い,acı
687,sauer::A,酸っぱい,ekşi
688,hell::A,明るい,aydınlık
689,dunkel::A,暗い,karanlık
690,schwarz::A,黒い,kara
691,schwarz::A,黒い,siyah
692,weiß::A,白い,ak
693,weiß::A,白い,beyaz
694,rot::A,赤い,kırmızı
695,gelb::A,黄色い,sarı
696,blau::A,青い,mavi
697,grün::A,緑の,yeşil
698,grau::A,灰色の,boz
699,bunt::A,色取り取りの,renkli
700,billig::A,安い,ucuz
701,teuer::A,高い,pahalı
702,wertvoll::A,貴重な,değerli
703,blind::A,盲目の,kör
704,taub::A,耳が聞こえない,sağır
705,kräftig::A,強力な,dinç
706,kräftig::A,強力な,kuvvetli
707,stark::A,強い,güçlü
708,stark::A,強い,kuvvetli
709,schwach::A,弱い,zayıf
710,schwach::A,弱い,güçsüz
711,fett::A,太った,şişman
712,schlank::A,ほっそりした,narin
713,hübsch::A,素敵な,güzel
714,hübsch::A,素敵な,sevimli
715,böse::A,悪い,kötü
716,dumm::A,馬鹿な,aptal
717,faul::A,怠惰な,tembel
718,fleißig::A,勤勉な,çalışkan
719,geizig::A,けちな,cimri
720,klug::A,賢い,zekî
721,klug::A,賢い,akıllı
722,klug::A,頭のいい,zekî
723,klug::A,頭のいい,akıllı
724,geschickt::A,器用な,becerikli
725,lieb::A,愛らしい,sevimli
726,lustig::A,楽しい,neşeli
727,sanft::A,温和な,nazik
728,hungrig::A,空腹の,aç
729,krank::A,病気の,hasta
730,krank::A,病気の,rahatsız
731,nackt::A,裸の,çıplak
732,traurig::A,悲しい,kederli
733,traurig::A,悲しい,üzüntülü
734,lebendig::A,生きた,canlı
735,gut::A,良い,iyi
736,schlecht::A,悪い,kötü
737,schlecht::A,駄目な,kötü
738,richtig::A,正しい,doğru
739,schlimm::A,ひどい,kötü
740,wahr::A,本当の,doğru
741,wahr::A,本当の,gerçek
742,alt::A,古い,eski
743,neu::A,新しい,yeni
744,ehemalig::A,以前の,önceki
745,alt[Lebewesen]::A,年を取った,yaşlı
746,jung::A,若い,genç
747,arm::A,貧乏な,fakir
748,reich::A,裕福な,zengin
749,bekannt::A,有名な,bilinen
750,berühmt::A,有名な,ünlü
751,berühmt::A,有名な,meşhur
752,fremd::A,見知らぬ,yabancı
753,verschieden::A,色々な,ayrı
754,verschieden::A,色々な,farklı
755,nah::A,近い,yakın
756,nah::A,近い,bitişik
757,fern::A,遠い,uzak
758,linker::A,左の,sol
759,rechter::A,右の,sağ
760,anderer::A,別の,diğer
761,erster::A,一番目,ilk
762,erster::A,一番目,birinci
763,zweiter::A,二番目,ikinci
764,dritter::A,三番目,üçüncü
765,letzter::A,最後の,son
766,letzter::A,最後の,sonuncu
767,allein::ADV,一人で,yalnız
768,allein::ADV,一人で,tek başına
769,auf einmal::ADV,同時に,birden
770,zusammen::ADV,一緒に,beraber
771,zusammen::ADV,一緒に,birlikte
772,lange::ADV,長い間,çok
773,lange::ADV,長い間,uzun
774,plötzlich::ADV,急に,ansızın
775,plötzlich::ADV,急に,birdenbire
776,sofort::ADV,すぐに,hemen
777,sofort::ADV,すぐに,derhal
778,später::ADV,後で,daha sonra
779,jetzt::ADV,今,şimdi
780,heute::ADV,今日,bugün
781,morgen::ADV,明日,yarın
782,bald::ADV,間もなく,yakında
783,dann::ADV,それから,sonra
784,gestern::ADV,昨日,dün
785,einst::ADV,過去に,eskiden
786,damals::ADV,あの時,o zamanlar
787,danach::ADV,その後で,sonradan
788,danach::ADV,その後で,ondan sonra
789,vorher::ADV,以前に,önce
790,vorher::ADV,以前に,önceden
791,zuerst::ADV,まず,ilk önce
792,zuerst::ADV,最初に,ilk önce
793,einmal::ADV,一回,bir defa
794,manchmal::ADV,時々,bazan
795,oft::ADV,よく,sık sık
796,oft::ADV,よく,çok defa
797,immer::ADV,いつも,daima
798,immer::ADV,いつも,her zaman
799,niemals::ADV,一度も...ない,asla değil
800,niemals::ADV,一度も...ない,hiçbir zaman
801,hier::ADV,こちら,burada
802,hierhin::ADV,ここへ,buraya
803,hierhin::ADV,こちらへ,buraya
804,von hier::ADV,ここから,buradan
805,dort::ADV,そちら,orada
806,dort::ADV,そちら,şurada
807,dorthin::ADV,そこへ,oraya
808,dorthin::ADV,そこへ,şuraya
809,dorthin::ADV,そちらへ,oraya
810,dorthin::ADV,そちらへ,şuraya
811,geradeaus::ADV,真っ直ぐに,doğru
812,vorwärts::ADV,前へ,ileri
813,rückwärts::ADV,後ろへ,geri
814,zurück::ADV,後ろへ,geriye
815,unten::ADV,下に,aşağıda
816,hinab::ADV,下へ,aşağıya
817,oben::ADV,上に,yukarıda
818,hinauf::ADV,上へ,yukarı
819,hinauf::ADV,上へ,yukarıya
820,überall::ADV,どこでも,her yerde
821,nicht::ADV,ない,-mi-
822,nicht::ADV,ない,değil
823,ein wenig::ADV,少し,biraz
824,ein wenig::ADV,ちょっと,biraz
825,kaum::ADV,ほとんど～ない,dar
826,kaum::ADV,ほとんど～ない,hemen hemen değil
827,sehr::ADV,とても,pek
828,sehr::ADV,とても,gayet
829,so::ADV,こう,öyle
830,so::ADV,こう,böyle
831,noch::ADV,まだ,hâlâ
832,noch::ADV,まだ,henüz
833,nur::ADV,～だけ,ancak
834,nur::ADV,～だけ,yalnız
835,schon::ADV,もう,çoktan
836,wieder::ADV,再び,tekrar
837,wieder::ADV,再び,yeniden
838,vergebens::ADV,無駄に,boşuna
839,vor::PRP,前に,önünde
840,hinter::PRP,後ろに,arkasında
841,unter::PRP,下に,altında
842,durch::PRP,通して,sayesinde
843,durch::PRP,通して,ortasından
844,neben::PRP,横に,yanında
