,Concept_ID,es,zh
861,einschlafen::V,dormirse,入睡
862,schlafen::V,dormir,睡觉
863,aufwachen::V,despertarse,睡醒
864,aufstehen::V,levantarse,起床
865,sich erholen::V,reposar,休养
866,sich erholen::V,descansar,休养
867,krank werden::V,caer enfermo,生病
868,krank sein::V,estar enfermo,生病
869,schmerzen::V,doler,疼痛
870,husten::V,toser,咳
871,genesen::V,convalecer,痊愈
872,genesen::V,restablecerse,痊愈
873,sterben::V,morir,死
874,umkommen::V,perecer,丧命
875,sich bewegen::V,moverse,移动
876,sich rühren::V,rebullir,动弹
877,sich erheben::V,levantarse,站起
878,sich setzen::V,sentarse,坐
879,hinfallen::V,caerse,跌倒
880,laufen::V,andar,步行
881,schreiten::V,proceder,迈步
882,spazierengehen::V,pasear,散步
883,spazierengehen::V,pasearse,散步
884,eilen::V,correr prisa,急忙
885,sich beeilen::V,darse prisa,赶快
886,sausen::V,correr,疾驰
887,rennen::V,correr,奔跑
888,springen::V,saltar,跳
889,klettern::V,trepar,攀缘
890,klettern::V,escalar,攀缘
891,schaukeln::V,bambolearse,荡秋千
892,kriechen::V,reptar,爬行
893,kriechen::V,arrastrarse,爬行
894,schwimmen::V,nadar,游泳
895,tauchen::V,bucear,潜水
896,tauchen::V,sumergirse,潜水
897,rudern::V,remar,划船
898,fahren::V,ir,行驶
899,fliegen::V,volar,飞
900,gehen::V,ir,走
901,gehen::V,andar,走
902,weggehen::V,irse,离去
903,weggehen::V,marcharse,离去
904,abfahren::V,salir,出发
905,abfahren::V,partir,出发
906,anhalten::V,parar,停住
907,anhalten::V,pararse,停住
908,hineingehen::V,entrar,进去
909,eintreten::V,entrar,进入
910,kommen::V,venir,来
911,ankommen::V,llegar,到达
912,zurückkommen::V,volver,回来
913,zurückkommen::V,regresar,回来
914,bleiben::V,quedarse,停留
915,warten::V,esperar,等
916,erwarten::V,esperar,等候
917,suchen::V,buscar,找
918,finden::V,hallar,找到
919,finden::V,encontrar,找到
920,versuchen::V,intentar,尝试
921,vorbereiten::V,preparar,预备
922,lieben::V,amar,爱
923,lieben::V,querer,爱
924,mögen::V,querer,喜欢
925,lachen::V,reír,笑
926,rühren::V,conmover,
927,weinen::V,llorar,哭
928,schimpfen::V,regañar,骂
929,sich ärgern::V,enfadarse,生气
930,sich fürchten::V,tener miedo,害怕
931,fürchten::V,temer,害怕
932,fürchten::V,tener miedo a,害怕
933,fliehen::V,huir,逃走
934,flüchten::V,escaparse,逃跑
935,sehen::V,ver,看
936,anschauen::V,mirar,注视
937,ansehen::V,mirar,注视
938,hören::V,oír,听
939,zuhören::V,escuchar,倾听
940,probieren::V,probar,尝
941,probieren::V,degustar,尝
942,riechen::V,oler,闻
943,fühlen::V,sentir,感到
944,scheinen::V,parecer,照耀
945,zu sehen sein::V,poder verse,可以看到
946,vernehmen::V,oír,审讯
947,vernehmen::V,percibir,审讯
948,frieren::V,tener frío,觉得冷
949,tun::V,hacer,作
950,können::V,poder,能
951,wollen::V,querer,要
952,anfangen::V,iniciar,开始
953,beenden::V,acabar,结束
954,beenden::V,terminar,结束
955,aufhören::V,cesar,停止
956,gelingen::V,salir bien,成功
957,geraten::V,salir,陷于
958,geraten::V,dar resultado,陷于
959,öffnen::V,abrir,打开
960,schließen::V,cerrar,关
961,stellen::V,poner,放
962,stellen::V,colocar,放
963,setzen::V,poner,放
964,setzen::V,colocar,放
965,legen::V,poner,摆
966,berühren::V,tocar,触
967,verbinden::V,unir,联结
968,verbinden::V,juntar,联结
969,bedecken::V,tapar,覆盖
970,bedecken::V,cubrir,覆盖
971,aufhängen::V,colgar,挂
972,anzünden::V,encender,点
973,aufheben::V,recoger,拾起
974,zurücklassen::V,dejar,遗留
975,verlieren::V,perder,丧失
976,fallen lassen::V,dejar caer,让掉下
977,machen::V,hacer,做
978,herstellen::V,fabricar,生产
979,bauen::V,construir,建造
980,reparieren::V,reparar,修理
981,verbessern::V,mejorar,改进
982,ändern::V,mudar,改变
983,ändern::V,modificar,改变
984,graben::V,cavar,挖
985,beugen::V,doblar,弯下
986,beugen::V,inclinar,弯下
987,biegen::V,doblar,弯
988,drehen::V,volver,转动
989,drehen::V,hacer girar,转动
990,wenden::V,volver,转动
991,umdrehen::V,revolver,转动
992,heben::V,levantar,举起
993,hochheben::V,alzar,抬高
994,ergreifen::V,coger,抓住
995,halten::V,tener,拿着
996,drücken::V,apretar,压
997,schieben::V,empujar,推
998,kratzen::V,rascar,搔
999,lecken::V,lamer,舔
1000,beißen::V,morder,咬
1001,abreißen::V,arrancar,撕下
1002,abschneiden::V,cortar,切断
1003,binden::V,atar,捆
1004,stecken::V,meter,插
1005,brechen::V,romper,断裂
1006,brechen::V,quebrar,断裂
1007,klopfen::V,golpear,敲
1008,hauen::V,pegar,揍
1009,kleben::V,pegar,粘
1010,kleben::V,encolar,粘
1011,reiben::V,frotar,摩擦
1012,streichen::V,untar,涂
1013,streichen::V,recubrir,涂
1014,schleifen::V,afilar,拖曳
1015,schneiden::V,cortar,切
1016,rütteln::V,agitar,颠簸
1017,schütteln::V,agitar,摇动
1018,schütteln::V,sacudir,摇动
1019,schwenken::V,menear,摇动
1020,schütten::V,verter,倒
1021,füllen::V,llenar,填满
1022,einwickeln::V,envolver,包
1023,tragen::V,llevar,提
1024,schleppen::V,arrastrar,扛
1025,ziehen::V,tirar,拉
1026,aufbewahren::V,conservar,保存
1027,werfen::V,echar,扔
1028,werfen::V,lanzar,扔
1029,fangen::V,coger,捕捉
1030,packen::V,agarrar,抓住
1031,verstecken::V,esconder,藏
1032,teilen::V,partir,分
1033,teilen::V,dividir,分
1034,schicken::V,enviar,派遣
1035,bringen::V,traer,带来
1036,hinzufügen::V,añadir,添加
1037,bekommen::V,obtener,得到
1038,bekommen::V,conseguir,得到
1039,erhalten::V,recibir,接到
1040,nehmen::V,tomar,拿
1041,wählen::V,elegir,挑选
1042,auswählen::V,escoger,选择
1043,auswählen::V,seleccionar,选择
1044,bewahren::V,guardar,保持
1045,bewahren::V,preservar,保持
1046,behindern::V,estorbar,防碍
1047,behindern::V,obstaculizar,防碍
1048,verderben::V,estropear,败坏
1049,beschädigen::V,deteriorar,损坏
1050,zerbrechen::V,romper,破碎
1051,zerbrechen::V,quebrar,破碎
1052,zerreißen::V,desgarrar,撕碎
1053,zerreißen::V,despedazar,撕碎
1054,zerstören::V,destruir,毁坏
1055,zerstören::V,destrozar,毁坏
1056,verbrennen::V,quemar,燃烧
1057,geben::V,dar,给
1058,reichen::V,pasar,递给
1059,schenken::V,regalar,赠送
1060,versprechen::V,prometer,许诺
1061,wünschen::V,desear,祝
1062,loben::V,alabar,表扬
1063,küssen::V,besar,亲
1064,wiegen::V,mecer,轻摇
1065,zudecken::V,tapar,盖上
1066,zudecken::V,cubrir,盖上
1067,wecken::V,despertar,唤起
1068,zeigen::V,mostrar,指
1069,führen::V,guiar,带领
1070,führen::V,conducir,带领
1071,lehren::V,enseñar,教
1072,lehren::V,instruir,教
1073,unterrichten::V,enseñar,讲课
1074,aufziehen::V,criar,抚养
1075,leiten::V,guiar,领导
1076,leiten::V,dirigir,领导
1077,antreiben::V,impeler,催促
1078,antreiben::V,impulsar,催促
1079,lassen::V,hacer,让
1080,einladen::V,invitar,邀请
1081,vereinigen::V,unir,统一
1082,besuchen::V,visitar,参观
1083,besuchen::V,ir a ver,参观
1084,treffen::V,encontrar,会面
1085,sich versammeln::V,reunirse,聚集
1086,sich versammeln::V,congregarse,聚集
1087,spielen::V,jugar,玩
1088,singen::V,cantar,唱歌
1089,tanzen::V,bailar,跳舞
1090,sich trennen::V,separarse,分别
1091,verlassen::V,dejar,离开
1092,verlassen::V,abandonar,离开
1093,retten::V,salvar,救
1094,bewachen::V,vigilar,守卫
1095,schützen::V,proteger,保护
1096,verteidigen::V,defender,保卫
1097,sich schlagen::V,batirse,打架
1098,schießen::V,tirar,射击
1099,schießen::V,disparar,射击
1100,siegen::V,vencer,获胜
1101,ärgern::V,enojar,激怒
1102,ärgern::V,enfadar,激怒
1103,schlagen::V,pegar,打
1104,schlagen::V,golpear,打
1105,treten::V,dar una patada a,踢
1106,stechen::V,pinchar,刺
1107,stoßen::V,empujar,撞
1108,stehlen::V,robar,盗窃
1109,stehlen::V,hurtar,盗窃
1110,stören::V,molestar,干扰
1111,belästigen::V,molestar,打搅
1112,belästigen::V,importunar,打搅
1113,verbergen::V,ocultar,隐藏
1114,verbergen::V,esconder,隐藏
1115,täuschen::V,engañar,欺骗
1116,betrügen::V,engañar,欺骗
1117,töten::V,matar,杀
1118,wohnen::V,vivir,居住
1119,wohnen::V,habitar,居住
1120,arbeiten::V,trabajar,工作
1121,sammeln::V,recoger,收集
1122,sammeln::V,coleccionar,收集
1123,pflücken::V,coger,采
1124,jagen::V,cazar,打猎
1125,fischen::V,pescar,捕鱼
1126,fassen::V,atrapar,捉住
1127,fassen::V,capturar,捉住
1128,hüten::V,guardar,守护
1129,treiben::V,aballar,漂
1130,anbinden::V,atar,拴
1131,füttern::V,echar de comer,喂
1132,melken::V,ordeñar,挤奶
1133,hacken::V,picar,剁细
1134,hacken::V,cortar,剁细
1135,gießen::V,regar,浇
1136,reifen::V,madurar,成熟
1137,zubereiten::V,preparar,
1138,kochen::V,cocer,煮
1139,kochen::V,guisar,煮
1140,backen::V,hornear,烤
1141,backen::V,cocer al horno,烤
1142,braten::V,asar,煎
1143,braten::V,freír,煎
1144,umrühren::V,remover,搅拌
1145,stricken::V,hacer punto,织
1146,stricken::V,hacer calceta,织
1147,nähen::V,coser,缝
1148,färben::V,teñir,染色
1149,färben::V,colorear,染色
1150,reinigen::V,limpiar,清洁
1151,waschen::V,lavar,洗
1152,abwischen::V,fregar,擦掉
1153,abwischen::V,limpiar,擦掉
1154,spülen::V,aclarar,清洗
1155,spülen::V,enjuagar,清洗
1156,fegen::V,barrer,扫
1157,fegen::V,pasar la escoba,扫
1158,kehren::V,barrer,打扫
1159,baden::V,bañarse,给...洗澡
1160,sich waschen::V,lavarse,洗澡
1161,ausziehen::V,quitar,脱
1162,ausziehen::V,quitarse,脱
1163,anziehen::V,ponerse,穿
1164,sich anziehen::V,vestirse,穿衣
1165,kämmen::V,peinar,梳
1166,schmücken::V,adornar,装饰
1167,sagen::V,decir,说
1168,sprechen::V,hablar,说
1169,reden::V,hablar,讲
1170,reden::V,conversar,讲
1171,sich unterhalten::V,charlar,聊天
1172,sich unterhalten::V,conversar,聊天
1173,fragen::V,preguntar,问
1174,bitten::V,rogar,请
1175,erzählen::V,contar,叙述
1176,mitteilen::V,comunicar,通知
1177,mitteilen::V,participar,通知
1178,nennen::V,llamar,叫做
1179,nennen::V,nombrar,叫做
1180,rufen::V,llamar,叫
1181,prahlen::V,jactarse,吹牛
1182,übersetzen::V,traducir,翻译
1183,denken::V,pensar,想
1184,glauben::V,creer,以为
1185,bemerken::V,notar,发觉
1186,erkennen::V,reconocer,识别
1187,begreifen::V,concebir,理解
1188,verstehen::V,entender,明白
1189,verstehen::V,comprender,明白
1190,lernen::V,aprender,学
1191,wissen::V,saber,知道
1192,sich erinnern an::V,recordar,回忆
1193,sich erinnern an::V,acordarse de,回忆
1194,vergessen::V,olvidar,忘记
1195,messen::V,medir,测量
1196,zählen::V,contar,数
1197,rechnen::V,contar,计算
1198,rechnen::V,calcular,计算
1199,lesen::V,leer,读
1200,malen::V,pintar,画
1201,zeichnen::V,dibujar,绘制
1202,schreiben::V,escribir,写
1203,besitzen::V,poseer,占有
1204,kaufen::V,comprar,买
1205,verkaufen::V,vender,卖
1206,bezahlen::V,pagar,付钱
1207,zahlen::V,pagar,支付
1208,beherrschen::V,dominar,统治
1209,ertragen::V,soportar,忍耐
